Jugador,Posicion,Juegos,Porcetnaje_juegos,At-bats,Bateos,Home-runs,RBI,Porcentaje_bateo,OPS,Equipo,Sueldo_base,Sueldo,Sueldo_regular,Juegos_2,Porcetnaje_juegos_2,At-bats_2,Bateos_2,Home-runs_2,RBI_2,Porcentaje_bateo_2,OPS_2
Fernando Tatis Jr.,SS,59,0.983,224,62,17,45,0.277,0.937,SD,591800,591800,219185,3481,0.966289,50176,3844,289,2025,0.07672900000000002,0.8779690000000001
Xander Bogaerts,SS,56,0.933,203,61,11,28,0.301,0.867,BOS,20000000,20000000,7407407,3136,0.8704890000000001,41209,3721,121,784,0.09060099999999999,0.7516889999999999
David Peralta,RF,54,0.9,203,61,5,34,0.301,0.773,ARI,7000000,7000000,2592593,2916,0.81,41209,3721,25,1156,0.09060099999999999,0.597529
Rafael Devers,3B,57,0.95,232,61,11,43,0.263,0.793,BOS,692500,692500,256481,3249,0.9025,53824,3721,121,1849,0.06916900000000001,0.6288490000000001
Randal Grichuk,CF,55,0.917,216,59,12,35,0.273,0.793,TOR,12000000,13000000,5444444,3025,0.8408890000000001,46656,3481,144,1225,0.07452900000000001,0.6288490000000001
Christian Walker,1B,57,0.95,218,59,7,34,0.271,0.792,ARI,589500,589500,218333,3249,0.9025,47524,3481,49,1156,0.073441,0.627264
Raimel Tapia,CF,51,0.85,184,59,1,17,0.321,0.772,COL,573500,573500,212407,2601,0.7224999999999999,33856,3481,1,289,0.10304100000000001,0.5959840000000001
Luke Voit,1B,56,0.933,213,59,22,52,0.277,0.948,NYY,634000,634000,234815,3136,0.8704890000000001,45369,3481,484,2704,0.07672900000000002,0.898704
Isiah Kiner-Falefa,3B,59,0.983,211,59,3,10,0.28,0.699,TEX,587000,587000,217407,3481,0.966289,44521,3481,9,100,0.07840000000000001,0.48860099999999995
Paul Goldschmidt,1B,58,1.0,191,58,6,21,0.304,0.883,STL,22000000,26000000,12148148,3364,1.0,36481,3364,36,441,0.092416,0.779689
Vladimir Guerrero Jr.,3B,60,1.0,221,58,9,33,0.262,0.791,TOR,579300,579300,214556,3600,1.0,48841,3364,81,1089,0.06864400000000001,0.625681
Wil Myers,LF,55,0.917,198,57,15,40,0.288,0.959,SD,20000000,22500000,9907407,3025,0.8408890000000001,39204,3249,225,1600,0.08294399999999999,0.919681
Mike Yastrzemski,RF,54,0.9,192,57,10,35,0.297,0.968,SF,569750,569750,211019,2916,0.81,36864,3249,100,1225,0.088209,0.937024
Jeff McNeil,3B,52,0.867,183,57,4,23,0.312,0.836,NYM,617676,617676,228769,2704,0.7516889999999999,33489,3249,16,529,0.097344,0.698896
Nelson Cruz,DH,53,0.883,185,56,16,33,0.303,0.992,MIN,12000000,12000000,4444444,2809,0.779689,34225,3136,256,1089,0.091809,0.9840639999999999
Mike Trout,CF,53,0.883,199,56,17,46,0.281,0.993,LAA,36000000,37766667,15000000,2809,0.779689,39601,3136,289,2116,0.07896100000000002,0.986049
Kyle Tucker,LF,58,0.967,209,56,9,42,0.268,0.837,HOU,568700,568700,210630,3364,0.935089,43681,3136,81,1764,0.07182400000000001,0.700569
Adalberto Mondesi,SS,59,0.983,219,56,6,22,0.256,0.71,KC,604500,604500,223889,3481,0.966289,47961,3136,36,484,0.065536,0.5041
Nick Solak,2B,58,0.967,209,56,2,23,0.268,0.671,TEX,565500,565500,209444,3364,0.935089,43681,3136,4,529,0.07182400000000001,0.45024100000000006
Dominic Smith,1B,50,0.833,177,56,10,42,0.316,0.993,NYM,578826,578826,214380,2500,0.693889,31329,3136,100,1764,0.099856,0.986049
Victor Reyes,RF,57,0.983,202,56,4,14,0.277,0.706,DET,573900,573900,212556,3249,0.966289,40804,3136,16,196,0.07672900000000002,0.49843599999999993
Andrew McCutchen,LF,57,0.95,217,55,10,34,0.254,0.757,PHI,17000000,17000000,6296296,3249,0.9025,47089,3025,100,1156,0.064516,0.573049
Tommy La Stella,2B,55,0.917,196,55,5,25,0.281,0.819,OAK,3250000,3250000,556928,3025,0.8408890000000001,38416,3025,25,625,0.07896100000000002,0.6707609999999999
Jeimer Candelario,3B,52,0.897,185,55,7,29,0.297,0.872,DET,583300,583300,216037,2704,0.804609,34225,3025,49,841,0.088209,0.760384
Cavan Biggio,2B,59,0.983,220,55,8,28,0.25,0.807,TOR,576600,576600,213556,3481,0.966289,48400,3025,64,784,0.0625,0.6512490000000001
Teoscar Hernandez,DH,50,0.833,190,55,16,34,0.29,0.919,TOR,602200,602200,223037,2500,0.693889,36100,3025,256,1156,0.0841,0.8445610000000001
Robinson Cano,2B,49,0.817,171,54,10,30,0.316,0.896,NYM,24000000,24000000,7500000,2401,0.6674889999999999,29241,2916,100,900,0.099856,0.8028160000000001
A.J. Pollock,LF,55,0.917,196,54,16,34,0.276,0.881,LAD,12000000,15000000,7444444,3025,0.8408890000000001,38416,2916,256,1156,0.07617600000000001,0.776161
Anthony Rendon,3B,52,0.867,189,54,9,31,0.286,0.915,LAA,25500000,26071428,10015872,2704,0.7516889999999999,35721,2916,81,961,0.08179599999999998,0.8372250000000001
Jackie Bradley Jr.,CF,55,0.917,191,54,7,22,0.283,0.814,BOS,11000000,11000000,4074074,3025,0.8408890000000001,36481,2916,49,484,0.08008899999999998,0.662596
Jorge Polanco,SS,55,0.917,209,54,4,19,0.258,0.658,MIN,3833333,3833333,1466049,3025,0.8408890000000001,43681,2916,16,361,0.066564,0.432964
Eddie Rosario,LF,57,0.95,210,54,13,42,0.257,0.792,MIN,7750000,7750000,2870370,3249,0.9025,44100,2916,169,1764,0.066049,0.627264
Kyle Lewis,LF,58,0.967,206,54,11,28,0.262,0.801,SEA,565000,565000,209259,3364,0.935089,42436,2916,121,784,0.06864400000000001,0.6416010000000001
Juan Soto,LF,47,0.783,154,54,13,37,0.351,1.185,WSH,629400,629400,233111,2209,0.613089,23716,2916,169,1369,0.12320099999999999,1.404225
Alec Bohm,3B,44,0.733,160,54,4,23,0.338,0.881,PHI,563500,563500,143290,1936,0.537289,25600,2916,16,529,0.11424400000000001,0.776161
Trent Grisham,CF,59,0.983,215,54,10,26,0.251,0.808,SD,566800,566800,209926,3481,0.966289,46225,2916,100,676,0.063001,0.6528640000000001
Nick Ahmed,SS,57,0.95,199,53,5,29,0.266,0.729,ARI,6000000,6375000,2597222,3249,0.9025,39601,2809,25,841,0.07075600000000001,0.5314409999999999
Carlos Correa,SS,58,0.967,201,53,5,25,0.264,0.709,HOU,8000000,8000000,2962963,3364,0.935089,40401,2809,25,625,0.06969600000000001,0.5026809999999999
Jesus Aguilar,1B,51,0.85,188,52,8,34,0.277,0.809,MIA,2575000,2575000,953704,2601,0.7224999999999999,35344,2704,64,1156,0.07672900000000002,0.6544810000000001
Ketel Marte,2B,45,0.75,181,52,2,17,0.287,0.732,ARI,4000000,4000000,1481481,2025,0.5625,32761,2704,4,289,0.08236899999999998,0.535824
Brandon Lowe,2B,56,0.933,193,52,14,37,0.269,0.916,TB,1500000,1500000,555556,3136,0.8704890000000001,37249,2704,196,1369,0.07236100000000001,0.839056
Brandon Nimmo,CF,55,0.917,186,52,8,18,0.28,0.888,NYM,2175000,2175000,805556,3025,0.8408890000000001,34596,2704,64,324,0.07840000000000001,0.788544
J.P. Crawford,SS,53,0.883,204,52,2,24,0.255,0.674,SEA,575800,575800,213259,2809,0.779689,41616,2704,4,576,0.065025,0.45427600000000007
Miguel Cabrera,DH,57,0.983,204,51,10,35,0.25,0.746,DET,30000000,30000000,11111111,3249,0.966289,41616,2601,100,1225,0.0625,0.556516
Michael Brantley,LF,46,0.767,170,51,5,22,0.3,0.84,HOU,15000000,16000000,6555556,2116,0.5882890000000001,28900,2601,25,484,0.09,0.7055999999999999
Bryce Harper,RF,58,0.967,190,51,13,33,0.268,0.962,PHI,26000000,27538462,11168092,3364,0.935089,36100,2601,169,1089,0.07182400000000001,0.9254439999999999
Jean Segura,2B,54,0.9,192,51,7,25,0.266,0.769,PHI,14250000,14850000,5877778,2916,0.81,36864,2601,49,625,0.07075600000000001,0.591361
Ian Happ,CF,57,0.95,198,51,12,28,0.258,0.866,CHC,624000,624000,231111,3249,0.9025,39204,2601,144,784,0.066564,0.749956
Tommy Edman,LF,55,0.948,204,51,5,26,0.25,0.685,STL,581800,581800,215481,3025,0.898704,41616,2601,25,676,0.0625,0.46922500000000006
Cody Bellinger,CF,56,0.933,213,51,12,30,0.239,0.789,LAD,11500000,11500000,4259259,3136,0.8704890000000001,45369,2601,144,900,0.057121,0.6225210000000001
Brian Anderson,RF,59,0.983,200,51,11,38,0.255,0.81,MIA,615000,615000,227778,3481,0.966289,40000,2601,121,1444,0.065025,0.6561000000000001
Salvador Perez,C,37,0.617,150,50,11,32,0.333,0.986,KC,13000000,14200000,6014815,1369,0.380689,22500,2500,121,1024,0.11088900000000002,0.972196
Jurickson Profar,2B,56,0.933,180,50,7,25,0.278,0.771,SD,5700000,5700000,2111111,3136,0.8704890000000001,32400,2500,49,625,0.07728400000000002,0.594441
George Springer,CF,51,0.85,189,50,14,32,0.265,0.899,HOU,21000000,21000000,7777778,2601,0.7224999999999999,35721,2500,196,1024,0.07022500000000001,0.8082010000000001
Chris Taylor,2B,56,0.933,185,50,8,32,0.27,0.842,LAD,5600000,5600000,2074074,3136,0.8704890000000001,34225,2500,64,1024,0.0729,0.7089639999999999
Renato Nunez,3B,52,0.867,195,50,12,31,0.256,0.816,BAL,578000,578000,214074,2704,0.7516889999999999,38025,2500,144,961,0.065536,0.6658559999999999
Evan Longoria,3B,53,0.883,193,49,7,28,0.254,0.722,SF,15000000,15000000,5552890,2809,0.779689,37249,2401,49,784,0.064516,0.521284
Kyle Seager,3B,60,1.0,203,49,9,40,0.241,0.788,SEA,19000000,19500000,7537037,3600,1.0,41209,2401,81,1600,0.058080999999999994,0.620944
Christian Vazquez,C,47,0.783,173,49,7,23,0.283,0.801,BOS,4200000,4200000,1555556,2209,0.613089,29929,2401,49,529,0.08008899999999998,0.6416010000000001
Yulieski Gurriel,1B,57,0.95,211,49,6,22,0.232,0.658,HOU,8300000,8700000,3474074,3249,0.9025,44521,2401,36,484,0.053824000000000004,0.432964
Jake Cronenworth,SS,54,0.9,172,49,4,20,0.285,0.831,SD,563500,563500,208704,2916,0.81,29584,2401,16,400,0.08122499999999999,0.690561
Joe Wendle,2B,50,0.833,168,48,4,17,0.286,0.777,TB,575600,575600,213185,2500,0.693889,28224,2304,16,289,0.08179599999999998,0.6037290000000001
Kolten Wong,2B,53,0.914,181,48,1,16,0.265,0.675,STL,10250000,10250000,3796296,2809,0.835396,32761,2304,1,256,0.07022500000000001,0.45562500000000006
Willy Adames,SS,54,0.9,185,48,8,23,0.26,0.813,TB,579500,579500,214630,2916,0.81,34225,2304,64,529,0.06760000000000001,0.6609689999999999
Adam Frazier,2B,58,0.967,209,48,7,23,0.23,0.661,PIT,2800000,2800000,1037037,3364,0.935089,43681,2304,49,529,0.0529,0.43692100000000006
Pete Alonso,1B,57,0.95,208,48,16,35,0.231,0.817,NYM,652521,652521,241674,3249,0.9025,43264,2304,256,1225,0.053361000000000006,0.6674889999999999
Marcus Semien,SS,53,0.883,211,47,7,23,0.223,0.679,OAK,13000000,13000000,4814815,2809,0.779689,44521,2209,49,529,0.049729,0.4610410000000001
Mark Canha,LF,59,0.983,191,47,5,33,0.246,0.795,OAK,4800000,4800000,1777778,3481,0.966289,36481,2209,25,1089,0.060516,0.6320250000000001
Luis Robert,CF,56,0.933,202,47,11,31,0.233,0.738,CHW,1500000,1500000,555556,3136,0.8704890000000001,40804,2209,121,961,0.054289000000000004,0.544644
J.D. Davis,LF,56,0.933,190,47,6,19,0.247,0.761,NYM,592463,592463,219431,3136,0.8704890000000001,36100,2209,36,361,0.061009,0.579121
Josh Reddick,RF,56,0.933,188,46,4,23,0.245,0.693,HOU,13000000,13000000,4814815,3136,0.8704890000000001,35344,2116,16,529,0.060024999999999995,0.4802489999999999
Brandon Belt,1B,51,0.85,149,46,9,30,0.309,1.015,SF,16000000,17200000,7125926,2601,0.7224999999999999,22201,2116,81,900,0.095481,1.0302249999999997
Justin Turner,3B,42,0.7,150,46,4,23,0.307,0.86,LAD,19000000,20000000,8037037,1764,0.48999999999999994,22500,2116,16,529,0.094249,0.7395999999999999
Nolan Arenado,3B,48,0.8,182,46,8,26,0.253,0.738,COL,35000000,35025000,12962963,2304,0.6400000000000001,33124,2116,64,676,0.064009,0.544644
J.T. Realmuto,C,47,0.783,173,46,11,32,0.266,0.84,PHI,10000000,10000000,3703704,2209,0.613089,29929,2116,121,1024,0.07075600000000001,0.7055999999999999
Willson Contreras,C,57,0.95,189,46,7,26,0.243,0.763,CHC,4500000,4500000,1666667,3249,0.9025,35721,2116,49,676,0.059049,0.582169
Keston Hiura,2B,59,0.983,217,46,13,32,0.212,0.707,MIL,582100,582100,215593,3481,0.966289,47089,2116,169,1024,0.044944,0.49984899999999993
Anthony Rizzo,1B,58,0.967,203,45,11,24,0.222,0.755,CHC,16500000,16500000,6111111,3364,0.935089,41209,2025,121,576,0.049284,0.570025
J.D. Martinez,DH,54,0.9,211,45,7,27,0.213,0.68,BOS,23750000,23750000,8796296,2916,0.81,44521,2025,49,729,0.045369,0.4624000000000001
Javier Baez,SS,59,0.983,222,45,8,24,0.203,0.599,CHC,10000000,10000000,3703704,3481,0.966289,49284,2025,64,576,0.041209,0.358801
Adam Duvall,RF,57,0.95,190,45,16,33,0.237,0.833,ATL,3250000,3250000,1203704,3249,0.9025,36100,2025,256,1089,0.056169,0.693889
Yoan Moncada,3B,52,0.867,200,45,6,24,0.225,0.705,CHW,1000000,1800000,1170370,2704,0.7516889999999999,40000,2025,36,576,0.050625,0.49702499999999994
Giovanny Urshela,3B,43,0.717,151,45,6,30,0.298,0.86,NYY,2475000,2475000,916667,1849,0.5140889999999999,22801,2025,36,900,0.088804,0.7395999999999999
Alex Dickerson,LF,52,0.867,151,45,10,27,0.298,0.947,SF,925000,925000,342593,2704,0.7516889999999999,22801,2025,100,729,0.088804,0.8968089999999999
Orlando Arcia,SS,59,0.983,173,45,5,20,0.26,0.734,MIL,2200000,2200000,814815,3481,0.966289,29929,2025,25,400,0.06760000000000001,0.538756
Austin Riley,3B,51,0.85,188,45,8,27,0.239,0.716,ATL,568500,568500,210556,2601,0.7224999999999999,35344,2025,64,729,0.057121,0.512656
Willi Castro,SS,36,0.621,129,45,6,24,0.349,0.932,DET,563500,563500,149520,1296,0.385641,16641,2025,36,576,0.12180099999999998,0.8686240000000001
Brandon Crawford,SS,54,0.9,172,44,8,28,0.256,0.792,SF,15000000,15200000,5755556,2916,0.81,29584,1936,64,784,0.065536,0.627264
Josh Bell,1B,57,0.95,195,44,8,22,0.226,0.669,PIT,4800000,4800000,1777778,3249,0.9025,38025,1936,64,484,0.051076,0.44756100000000004
Colin Moran,3B,52,0.867,178,44,10,23,0.247,0.797,PIT,593500,593500,219815,2704,0.7516889999999999,31684,1936,100,529,0.061009,0.635209
Austin Nola,C,48,0.8,161,44,7,28,0.273,0.825,SD,570800,570800,91495,2304,0.6400000000000001,25921,1936,49,784,0.07452900000000001,0.6806249999999999
Eduardo Escobar,3B,54,0.9,203,43,4,20,0.212,0.605,ARI,7000000,7166666,2759259,2916,0.81,41209,1849,16,400,0.044944,0.366025
Jonathan Villar,CF,52,0.867,185,43,2,15,0.232,0.593,TOR,8200000,8200000,1269212,2704,0.7516889999999999,34225,1849,4,225,0.053824000000000004,0.351649
Mauricio Dubon,2B,54,0.9,157,43,4,19,0.274,0.726,SF,566625,566625,209861,2916,0.81,24649,1849,16,361,0.07507600000000002,0.527076
Ty France,3B,43,0.717,141,43,4,23,0.305,0.836,SEA,567100,567100,90915,1849,0.5140889999999999,19881,1849,16,529,0.093025,0.698896
Joey Votto,1B,54,0.9,186,42,11,22,0.226,0.8,CIN,25000000,25000000,9259259,2916,0.81,34596,1764,121,484,0.051076,0.6400000000000001
Jose Altuve,2B,48,0.8,192,42,5,18,0.219,0.629,HOU,26000000,29000000,12703704,2304,0.6400000000000001,36864,1764,25,324,0.047961,0.395641
Ryan Mountcastle,SS,35,0.583,126,42,5,23,0.333,0.878,BAL,563500,563500,118370,1225,0.33988899999999994,15876,1764,25,529,0.11088900000000002,0.770884
Eric Hosmer,1B,40,0.667,143,41,9,36,0.287,0.851,SD,20000000,21000000,8407407,1600,0.44488900000000003,20449,1681,81,1296,0.08236899999999998,0.724201
Erik Gonzalez,2B,50,0.833,181,41,3,20,0.227,0.614,PIT,725000,725000,268519,2500,0.693889,32761,1681,9,400,0.051529000000000005,0.376996
Christian Yelich,LF,58,0.967,200,41,12,22,0.205,0.786,MIL,12500000,12500000,4629630,3364,0.935089,40000,1681,144,484,0.04202499999999999,0.617796
Matt Olson,1B,60,1.0,210,41,14,42,0.195,0.734,OAK,603500,603500,223519,3600,1.0,44100,1681,196,1764,0.038025,0.538756
Rio Ruiz,3B,54,0.9,185,41,9,32,0.222,0.713,BAL,573000,573000,212222,2916,0.81,34225,1681,81,1024,0.049284,0.508369
Robbie Grossman,OF,51,0.85,166,40,8,23,0.241,0.826,OAK,3725000,3725000,1379630,2601,0.7224999999999999,27556,1600,64,529,0.058080999999999994,0.6822759999999999
Eugenio Suarez,3B,57,0.95,198,40,15,38,0.202,0.781,CIN,9250000,9535714,2878307,3249,0.9025,39204,1600,225,1444,0.04080400000000001,0.6099610000000001
Pedro Severino,C,48,0.8,160,40,5,21,0.25,0.71,BAL,576000,576000,213333,2304,0.6400000000000001,25600,1600,25,441,0.0625,0.5041
Anthony Santander,LF,37,0.617,153,40,11,32,0.261,0.89,BAL,572500,572500,212037,1369,0.380689,23409,1600,121,1024,0.068121,0.7921
Ronald Acuna Jr.,RF,46,0.767,160,40,14,29,0.25,0.987,ATL,1000000,1000000,370370,2116,0.5882890000000001,25600,1600,196,841,0.0625,0.974169
Jason Heyward,RF,50,0.833,147,39,6,22,0.265,0.848,CHC,21000000,23500000,7777778,2500,0.693889,21609,1521,36,484,0.07022500000000001,0.719104
Max Kepler,RF,48,0.8,171,39,9,23,0.228,0.76,MIN,6250000,6250000,2314815,2304,0.6400000000000001,29241,1521,81,529,0.051984,0.5776
Max Muncy,1B,58,0.967,203,39,12,27,0.192,0.72,LAD,1000000,2500000,1870370,3364,0.935089,41209,1521,144,729,0.036864,0.5184
Manuel Margot,CF,47,0.783,145,39,1,11,0.269,0.679,TB,2475000,2475000,916667,2209,0.613089,21025,1521,1,121,0.07236100000000001,0.4610410000000001
Garrett Hampson,2B,53,0.883,167,39,5,11,0.234,0.671,COL,568500,568500,210556,2809,0.779689,27889,1521,25,121,0.054756000000000006,0.45024100000000006
Pat Valaika,SS,52,0.867,141,39,8,16,0.277,0.791,BAL,563500,563500,208704,2704,0.7516889999999999,19881,1521,64,256,0.07672900000000002,0.625681
Ramon Laureano,OF,54,0.9,183,39,6,25,0.213,0.704,OAK,568500,568500,210556,2916,0.81,33489,1521,36,625,0.045369,0.49561599999999995
Yadier Molina,C,42,0.724,145,38,4,16,0.262,0.662,STL,20000000,20000000,7407407,1764,0.524176,21025,1444,16,256,0.06864400000000001,0.438244
Aaron Hicks,CF,54,0.9,169,38,6,21,0.225,0.793,NYY,10500000,10785714,4174603,2916,0.81,28561,1444,36,441,0.050625,0.6288490000000001
Miguel Rojas,SS,40,0.667,125,38,4,20,0.304,0.888,MIA,4750000,4750000,1759259,1600,0.44488900000000003,15625,1444,16,400,0.092416,0.788544
Miguel Sano,1B,53,0.883,186,38,13,25,0.204,0.757,MIN,7000000,7000000,1111111,2809,0.779689,34596,1444,169,625,0.04161599999999999,0.573049
Paul DeJong,SS,45,0.776,152,38,3,25,0.25,0.671,STL,1500000,1666666,722222,2025,0.602176,23104,1444,9,625,0.0625,0.45024100000000006
Jesse Winker,LF,54,0.9,149,38,12,23,0.255,0.932,CIN,605000,605000,224074,2916,0.81,22201,1444,144,529,0.065025,0.8686240000000001
Cedric Mullins,CF,48,0.8,140,38,3,12,0.271,0.723,BAL,563500,563500,190015,2304,0.6400000000000001,19600,1444,9,144,0.073441,0.522729
Shogo Akiyama,CF,54,0.9,155,38,0,9,0.245,0.654,CIN,6000000,6000000,2222222,2916,0.81,24025,1444,0,81,0.060024999999999995,0.42771600000000004
Marwin Gonzalez,3B,53,0.883,175,37,5,22,0.211,0.606,MIN,9000000,9000000,3333333,2809,0.779689,30625,1369,25,484,0.044521,0.367236
Alex Bregman,3B,42,0.7,153,37,6,22,0.242,0.801,HOU,11000000,12666666,5740741,1764,0.48999999999999994,23409,1369,36,484,0.058564,0.6416010000000001
Bo Bichette,SS,30,0.5,123,37,5,23,0.301,0.84,TOR,570000,570000,211111,900,0.25,15129,1369,25,529,0.09060099999999999,0.7055999999999999
Luis Garcia,SS,40,0.667,134,37,2,16,0.276,0.668,WSH,563500,563500,140175,1600,0.44488900000000003,17956,1369,4,256,0.07617600000000001,0.44622400000000007
Luis Garcia,SS,40,0.667,134,37,2,16,0.276,0.668,HOU,18690,18690,93450,1600,0.44488900000000003,17956,1369,4,256,0.07617600000000001,0.44622400000000007
Victor Robles,CF,52,0.867,168,37,3,15,0.22,0.608,WSH,592800,592800,219556,2704,0.7516889999999999,28224,1369,9,225,0.0484,0.369664
Rhys Hoskins,1B,41,0.683,151,37,10,26,0.245,0.887,PHI,605000,605000,224074,1681,0.4664890000000001,22801,1369,100,676,0.060024999999999995,0.786769
Ryan McMahon,2B,52,0.867,172,37,9,26,0.215,0.714,COL,573500,573500,212407,2704,0.7516889999999999,29584,1369,81,676,0.046224999999999995,0.5097959999999999
Adam Eaton,RF,41,0.683,159,36,4,17,0.226,0.669,WSH,9500000,9500000,3518519,1681,0.4664890000000001,25281,1296,16,289,0.051076,0.44756100000000004
Kyle Schwarber,LF,59,0.983,191,36,11,24,0.189,0.701,CHC,7010000,7010000,2596296,3481,0.966289,36481,1296,121,576,0.035721,0.4914009999999999
Stephen Piscotty,RF,45,0.75,159,36,5,29,0.226,0.629,OAK,7000000,7333333,2925926,2025,0.5625,25281,1296,25,841,0.051076,0.395641
Hunter Dozier,RF,44,0.733,158,36,6,12,0.228,0.736,KC,610500,610500,226111,1936,0.537289,24964,1296,36,144,0.051984,0.541696
Amed Rosario,SS,46,0.767,143,36,4,15,0.252,0.643,NYM,608780,608780,225474,2116,0.5882890000000001,20449,1296,16,225,0.063504,0.413449
Luis Arraez,2B,32,0.533,112,36,0,13,0.321,0.765,MIN,596000,596000,220741,1024,0.28408900000000004,12544,1296,0,169,0.10304100000000001,0.585225
Andrelton Simmons,SS,30,0.5,118,35,0,10,0.297,0.702,LAA,15000000,15000000,4757308,900,0.25,13924,1225,0,100,0.088209,0.49280399999999996
Joey Gallo,RF,57,0.95,193,35,10,26,0.181,0.679,TEX,4400000,4400000,1629630,3249,0.9025,37249,1225,100,676,0.032761,0.4610410000000001
Kevin Newman,SS,44,0.733,156,35,1,10,0.224,0.556,PIT,589000,589000,218148,1936,0.537289,24336,1225,1,100,0.050176000000000005,0.3091360000000001
Bryan Reynolds,CF,55,0.917,185,35,7,19,0.189,0.632,PIT,589500,589500,218333,3025,0.8408890000000001,34225,1225,49,361,0.035721,0.399424
Yandy Diaz,3B,34,0.567,114,35,2,11,0.307,0.814,TB,576600,576600,213556,1156,0.32148899999999997,12996,1225,4,121,0.094249,0.662596
Clint Frazier,OF,39,0.65,131,35,8,26,0.267,0.905,NYY,588100,588100,165801,1521,0.42250000000000004,17161,1225,64,676,0.071289,0.819025
Nick Madrigal,SS,29,0.483,103,35,0,11,0.34,0.745,CHW,563500,563500,183784,841,0.233289,10609,1225,0,121,0.11560000000000002,0.555025
Dylan Moore,SS,38,0.633,137,35,8,17,0.256,0.855,SEA,570100,570100,211148,1444,0.400689,18769,1225,64,289,0.065536,0.7310249999999999
Albert Pujols,1B,39,0.65,152,34,6,25,0.224,0.665,LAA,29000000,29000000,10740741,1521,0.42250000000000004,23104,1156,36,625,0.050176000000000005,0.44222500000000003
Wilson Ramos,C,45,0.75,142,34,5,15,0.239,0.684,NYM,9250000,10436000,4425926,2025,0.5625,20164,1156,25,225,0.057121,0.46785600000000005
Jorge Soler,DH,43,0.717,149,34,8,24,0.228,0.769,KC,7300000,7300000,2703704,1849,0.5140889999999999,22201,1156,64,576,0.051984,0.591361
