Jugador,Posicion,Juegos,Porcetnaje_juegos,At-bats,Bateos,Home-runs,RBI,Porcentaje_bateo,OPS,Equipo,Sueldo_base,Sueldo,Sueldo_regular,Juegos_2,Porcetnaje_juegos_2,At-bats_2,Bateos_2,Home-runs_2,RBI_2,Porcentaje_bateo_2,OPS_2
Tyler Heineman,C,15,0.25,42,8,0,1,0.191,0.506,SF,563500,563500,105910,225,0.0625,1764,64,0,1,0.036481,0.256036
Daniel Santana,CF,15,0.25,55,8,1,7,0.146,0.511,TEX,3600000,3600000,1333333,225,0.0625,3025,64,1,49,0.021315999999999998,0.261121
Monte Harrison,CF,32,0.533,47,8,1,3,0.17,0.491,MIA,563500,563500,118370,1024,0.28408900000000004,2209,64,1,9,0.028900000000000006,0.241081
Aristides Aquino,RF,23,0.383,47,8,2,8,0.17,0.623,CIN,563500,563500,124600,529,0.146689,2209,64,4,64,0.028900000000000006,0.388129
Franchy Cordero,CF,16,0.267,38,8,2,7,0.211,0.733,KC,571100,571100,211519,256,0.071289,1444,64,4,49,0.044521,0.537289
Tzu-Wei Lin,SS,26,0.433,52,8,0,3,0.154,0.355,BOS,570000,570000,211111,676,0.187489,2704,64,0,9,0.023716,0.126025
Jack Mayfield,2B,21,0.35,42,8,0,3,0.191,0.453,HOU,563500,563500,180670,441,0.12249999999999998,1764,64,0,9,0.036481,0.205209
Jonah Heim,C,13,0.217,38,8,0,5,0.211,0.479,OAK,563500,563500,109025,169,0.047089,1444,64,0,25,0.044521,0.22944099999999998
Daniel Robertson,SS,13,0.217,21,7,0,2,0.333,0.75,SF,1025000,1025000,379630,169,0.047089,441,49,0,4,0.11088900000000002,0.5625
Tomas Nido,C,7,0.117,24,7,2,6,0.292,0.929,NYM,576826,576826,213639,49,0.013689000000000002,576,49,4,36,0.08526399999999999,0.8630410000000001
Derek Fisher,RF,16,0.267,31,7,1,7,0.226,0.811,TOR,579600,579600,214667,256,0.071289,961,49,1,49,0.051076,0.6577210000000001
Jonathan Davis,CF,13,0.217,27,7,1,6,0.259,0.808,TOR,569000,569000,66045,169,0.047089,729,49,1,36,0.067081,0.6528640000000001
Chris Davis,1B,16,0.267,52,6,0,1,0.115,0.337,BAL,17000000,21065362,7801986,256,0.071289,2704,36,0,1,0.013225,0.11356900000000002
Lorenzo Cain,CF,5,0.083,18,6,0,2,0.333,0.817,MIL,16000000,15000000,5555556,25,0.006889000000000001,324,36,0,4,0.11088900000000002,0.6674889999999999
Drew Butera,C,29,0.483,39,6,0,4,0.154,0.396,COL,1000000,1000000,370370,841,0.233289,1521,36,0,16,0.023716,0.156816
Rangel Ravelo,1B,13,0.224,35,6,1,6,0.171,0.53,STL,566000,566000,209630,169,0.050176000000000005,1225,36,1,36,0.029241000000000003,0.28090000000000004
Jake Noll,2B,7,0.117,17,6,0,0,0.353,0.765,WSH,563500,563500,43610,49,0.013689000000000002,289,36,0,0,0.12460899999999998,0.585225
Anthony Alford,OF,18,0.3,28,6,2,7,0.214,0.741,PIT,566800,566800,84591,324,0.09,784,36,4,49,0.045795999999999996,0.549081
Brent Rooker,OF,7,0.117,19,6,1,5,0.316,0.96,MIN,563500,563500,74760,49,0.013689000000000002,361,36,1,25,0.099856,0.9216
Steven Duggar,CF,21,0.35,34,6,0,3,0.177,0.458,SF,563500,563500,87220,441,0.12249999999999998,1156,36,0,9,0.031328999999999996,0.209764
Wyatt Mathisen,3B,9,0.15,27,6,2,5,0.222,0.808,ARI,563500,563500,68530,81,0.0225,729,36,4,25,0.049284,0.6528640000000001
Yoenis Cespedes,CF,8,0.133,31,5,2,4,0.161,0.622,NYM,6000000,6000000,331675,64,0.017689000000000003,961,25,4,16,0.025921000000000003,0.386884
Bryan Holaday,C,21,0.35,31,5,0,4,0.161,0.406,BAL,575000,575000,184356,441,0.12249999999999998,961,25,0,16,0.025921000000000003,0.164836
Yolmer Sanchez,3B,12,0.2,16,5,1,1,0.313,1.164,CHW,575000,575000,88999,144,0.04000000000000001,256,25,1,1,0.097969,1.3548959999999999
Braden Bishop,CF,12,0.2,30,5,0,4,0.167,0.476,SEA,563500,563500,56070,144,0.04000000000000001,900,25,0,16,0.027889000000000004,0.22657599999999997
Joseph Odom,C,18,0.3,39,5,0,2,0.128,0.338,SEA,563500,563500,155750,324,0.09,1521,25,0,4,0.016384,0.11424400000000001
Yadiel Hernandez,OF,12,0.2,26,5,1,6,0.192,0.637,WSH,563500,563500,49840,144,0.04000000000000001,676,25,1,36,0.036864,0.405769
Billy Hamilton,CF,31,0.517,32,4,1,2,0.125,0.39,CHC,1000000,1000000,110558,961,0.267289,1024,16,1,4,0.015625,0.1521
Andrew Benintendi,LF,14,0.233,39,4,0,1,0.103,0.442,BOS,3400000,3400000,1259259,196,0.054289000000000004,1521,16,0,1,0.010608999999999999,0.195364
Jorge Mateo,SS,22,0.367,26,4,0,2,0.154,0.454,SD,563500,563500,208704,484,0.134689,676,16,0,4,0.023716,0.20611600000000002
Jake Fraley,RF,7,0.117,26,4,0,0,0.154,0.511,SEA,563800,563800,62340,49,0.013689000000000002,676,16,0,0,0.023716,0.261121
Isan Diaz,2B,7,0.117,22,4,0,1,0.182,0.364,MIA,563500,563500,56070,49,0.013689000000000002,484,16,0,1,0.033124,0.132496
Rafael Marchan,C,3,0.05,8,4,1,3,0.5,1.431,PHI,563500,563500,46725,9,0.0025000000000000005,64,16,1,9,0.25,2.047761
Cesar Puello,RF,5,0.083,8,3,0,0,0.375,0.875,BOS,563500,563500,28035,25,0.006889000000000001,64,9,0,0,0.140625,0.765625
Jahmai Jones,OF,3,0.05,7,3,0,1,0.429,0.857,LAA,563500,563500,15575,9,0.0025000000000000005,49,9,0,1,0.18404099999999998,0.734449
Jared Oliva,CF,6,0.1,16,3,0,0,0.188,0.375,PIT,563500,563500,21805,36,0.010000000000000002,256,9,0,0,0.035344,0.140625
Eric Haase,C,7,0.121,17,3,0,2,0.177,0.387,DET,565400,565400,40625,49,0.014641,289,9,0,4,0.031328999999999996,0.149769
Sergio Alcantara,2B,10,0.172,21,3,1,1,0.143,0.598,DET,563500,563500,56070,100,0.029583999999999996,441,9,1,1,0.020448999999999995,0.357604
Joe Hudson,C,9,0.15,17,3,0,0,0.177,0.44,SEA,563500,563500,80990,81,0.0225,289,9,0,0,0.031328999999999996,0.1936
Kyle Garlick,RF,12,0.2,22,3,0,3,0.136,0.356,PHI,564500,564500,127941,144,0.04000000000000001,484,9,0,9,0.018496000000000002,0.126736
Elliot Soto,SS,3,0.05,6,2,0,0,0.333,0.929,LAA,563500,563500,18690,9,0.0025000000000000005,36,4,0,0,0.11088900000000002,0.8630410000000001
Brendan Rodgers,SS,7,0.117,21,2,0,2,0.095,0.238,COL,565500,565500,125040,49,0.013689000000000002,441,4,0,4,0.009025,0.05664399999999999
Harold Ramirez,RF,3,0.05,10,2,0,1,0.2,0.473,MIA,580000,580000,214815,9,0.0025000000000000005,100,4,0,1,0.04000000000000001,0.22372899999999998
Yordan Alvarez,DH,2,0.033,8,2,1,4,0.25,0.958,HOU,607000,607000,224815,4,0.0010890000000000001,64,4,1,16,0.0625,0.9177639999999999
Franklin Barreto,SS,21,0.35,27,2,0,2,0.074,0.181,LAA,568500,568500,97433,441,0.12249999999999998,729,4,0,4,0.005475999999999999,0.032761
Luis Alexander Basabe,OF,9,0.15,14,2,0,1,0.143,0.476,SF,563500,563500,65415,81,0.0225,196,4,0,1,0.020448999999999995,0.22657599999999997
Sherten Apostel,3B,7,0.117,20,2,0,0,0.1,0.293,TEX,563500,563500,49840,49,0.013689000000000002,400,4,0,0,0.010000000000000002,0.085849
Nick Heath,OF,15,0.25,13,2,0,3,0.154,0.543,KC,563500,563500,161980,225,0.0625,169,4,0,9,0.023716,0.294849
Eduardo Nunez,3B,2,0.033,2,1,0,0,0.5,1.0,NYM,1250000,1250000,462963,4,0.0010890000000000001,4,1,0,0,0.25,1.0
Andrew Romine,SS,2,0.033,4,1,0,0,0.25,0.75,TEX,575000,575000,12714,4,0.0010890000000000001,16,1,0,0,0.0625,0.5625
Rene Rivera,C,2,0.033,4,1,0,0,0.25,0.5,NYM,1000000,1000000,370370,4,0.0010890000000000001,16,1,0,0,0.0625,0.25
Derek Hill,OF,15,0.259,11,1,0,0,0.091,0.258,DET,563500,563500,80990,225,0.067081,121,1,0,0,0.008281,0.066564
Ryan Cordell,LF,5,0.083,8,1,0,0,0.125,0.25,NYM,575000,575000,31790,25,0.006889000000000001,64,1,0,0,0.015625,0.0625
Luis Campusano,C,1,0.017,3,1,1,1,0.333,1.833,SD,563500,563500,74760,1,0.00028900000000000003,9,1,1,1,0.11088900000000002,3.359889
Brandon Dixon,1B,5,0.086,13,1,0,2,0.077,0.297,DET,575000,575000,19071,25,0.007395999999999999,169,1,0,4,0.005929,0.088209
Austin Dean,LF,3,0.052,4,1,0,0,0.25,1.071,STL,563500,563500,208704,9,0.002704,16,1,0,0,0.0625,1.147041
Austin Adams,RP,3,0.05,1,0,0,0,0.0,0.0,SD,570900,570900,91524,9,0.0025000000000000005,1,0,0,0,0.0,0.0
Andrew Susac,C,1,0.017,2,0,0,0,0.0,0.5,PIT,575000,575000,3179,1,0.00028900000000000003,4,0,0,0,0.0,0.25
Alec Mills,SP,12,0.2,1,0,0,0,0.0,0.0,CHC,569500,569500,210926,144,0.04000000000000001,1,0,0,0,0.0,0.0
Joey Rickard,LF,4,0.067,5,0,0,0,0.0,0.167,SF,563500,563500,102795,16,0.004489000000000001,25,0,0,0,0.0,0.027889000000000004
Tim Hill,RP,23,0.383,1,0,0,0,0.0,0.0,SD,585750,585750,216944,529,0.146689,1,0,0,0,0.0,0.0
Nate Orf,2B,6,0.1,7,0,0,0,0.0,0.0,OAK,563500,563500,46725,36,0.010000000000000002,49,0,0,0,0.0,0.0
Jason Martin,OF,7,0.117,9,0,0,0,0.0,0.182,PIT,563500,563500,74760,49,0.013689000000000002,81,0,0,0,0.0,0.033124
