Jugador,Anio,Status,Equipo_anterior,Anios_contrato,Valor_contrato,Valor_promedio_contrato,Posicion,Juegos,Porcetnaje_juegos,At-bats,Bateos,Home-runs,RBI,Porcentaje_bateo,OPS,Equipo,Sueldo_base,Sueldo,Sueldo_regular,Juegos_2,Porcetnaje_juegos_2,At-bats_2,Bateos_2,Home-runs_2,RBI_2,Porcentaje_bateo_2,OPS_2
Kyle Schwarber,2021,UFA,CHC,1,10000000,10000000,LF,113,0.698,399,106,32,71,0.266,0.928,BOS,7000000,7000000,2459459,12769,0.4872039999999999,159201,11236,1024,5041,0.07075600000000001,0.8611840000000001
Robbie Grossman,2021,UFA,OAK,2,10000000,5000000,LF,156,0.963,557,133,23,67,0.239,0.772,DET,5000000,5500000,5500000,24336,0.9273689999999999,310249,17689,529,4489,0.057121,0.5959840000000001
Yadier Molina,2021,UFA,STL,1,9000000,9000000,C,121,0.747,440,111,11,66,0.252,0.669,STL,9000000,9000000,9000000,14641,0.558009,193600,12321,121,4356,0.063504,0.44756100000000004
Robbie Ray,2021,UFA,TOR,1,8000000,8000000,SP,32,0.198,4,0,0,0,0.0,0.0,TOR,8000000,8000000,8000000,1024,0.039204,16,0,0,0,0.0,0.0
Adam Wainwright,2021,UFA,STL,1,8000000,8000000,SP,34,0.21,57,7,0,4,0.123,0.325,STL,8000000,8000000,8000000,1156,0.04409999999999999,3249,49,0,16,0.015129,0.10562500000000001
J.A. Happ,2021,UFA,NYY,1,8000000,8000000,SP,30,0.185,14,0,0,0,0.0,0.067,STL,8000000,8000000,2795715,900,0.034225,196,0,0,0,0.0,0.004489000000000001
Joc Pederson,2021,UFA,LAD,1,7000000,7000000,LF,137,0.851,429,103,18,61,0.24,0.738,ATL,4500000,4500000,1935520,18769,0.724201,184041,10609,324,3721,0.0576,0.544644
Jason Castro,2021,UFA,SD,2,7000000,3500000,C,66,0.407,149,35,8,21,0.235,0.799,HOU,2500000,3500000,3500000,4356,0.165649,22201,1225,64,441,0.055224999999999996,0.6384010000000001
Kevin Pillar,2021,UFA,COL,2,6500000,3250000,CF,124,0.765,325,75,15,47,0.231,0.692,NYM,3600000,3600000,3600000,15376,0.585225,105625,5625,225,2209,0.053361000000000006,0.47886399999999996
Archie Bradley,2021,UFA,CIN,1,6000000,6000000,RP,53,0.327,1,0,0,0,0.0,0.0,PHI,6000000,6000000,6000000,2809,0.10692900000000001,1,0,0,0,0.0,0.0
Anthony DeSclafani,2021,UFA,CIN,1,6000000,6000000,SP,34,0.21,51,2,0,1,0.039,0.168,SF,6000000,6125000,6125000,1156,0.04409999999999999,2601,4,0,1,0.001521,0.028224000000000003
Brett Gardner,2021,UFA,NYY,2,5150000,2575000,LF,140,0.864,387,86,10,39,0.222,0.689,NYY,1850000,2850000,2850000,19600,0.7464959999999999,149769,7396,100,1521,0.049284,0.47472099999999995
Jon Lester,2021,UFA,CHC,1,5000000,5000000,SP,30,0.185,48,8,1,3,0.167,0.471,STL,2000000,2000000,698945,900,0.034225,2304,64,1,9,0.027889000000000004,0.22184099999999998
Adam Duvall,2021,UFA,ATL,1,5000000,5000000,RF,147,0.913,513,117,38,113,0.228,0.772,ATL,2000000,2000000,698945,21609,0.8335690000000001,263169,13689,1444,12769,0.051984,0.5959840000000001
Jonathan Schoop,2021,UFA,DET,1,4500000,4500000,2B,156,0.963,623,173,22,84,0.278,0.755,DET,4500000,4500000,4500000,24336,0.9273689999999999,388129,29929,484,7056,0.07728400000000002,0.570025
Jonathan Villar,2021,UFA,TOR,1,3550000,3550000,OF,142,0.877,454,113,18,42,0.249,0.738,NYM,3550000,3550000,3550000,20164,0.769129,206116,12769,324,1764,0.062001,0.544644
Brad Miller,2021,UFA,PHI,1,3500000,3500000,2B,140,0.864,331,75,20,49,0.227,0.774,PHI,3500000,3500000,3500000,19600,0.7464959999999999,109561,5625,400,2401,0.051529000000000005,0.599076
Jose Urena,2021,UFA,MIA,1,3250000,3250000,SP,26,0.161,1,0,0,0,0.0,0.0,DET,3250000,3450000,3450000,676,0.025921000000000003,1,0,0,0,0.0,0.0
Hunter Renfroe,2021,UFA,TB,1,3100000,3100000,RF,144,0.889,521,135,31,96,0.259,0.816,BOS,3100000,3700000,3700000,20736,0.790321,271441,18225,961,9216,0.067081,0.6658559999999999
Marwin Gonzalez,2021,UFA,MIN,1,3000000,3000000,3B,91,0.562,276,55,5,28,0.199,0.579,HOU,570500,570500,85876,8281,0.31584400000000007,76176,3025,25,784,0.039601000000000004,0.33524099999999996
Carlos Rodon,2021,UFA,CHW,1,3000000,3000000,SP,24,0.148,3,0,0,0,0.0,0.0,CHW,3000000,3000000,3000000,576,0.021903999999999996,9,0,0,0,0.0,0.0
Alex Wood,2021,UFA,LAD,1,3000000,3000000,SP,26,0.161,38,0,0,0,0.0,0.116,SF,3000000,5000000,5000000,676,0.025921000000000003,1444,0,0,0,0.0,0.013456000000000001
Michael Wacha,2021,UFA,NYM,1,3000000,3000000,SP,30,0.185,3,0,0,0,0.0,0.0,TB,3000000,3000000,3000000,900,0.034225,9,0,0,0,0.0,0.0
Mike Zunino,2021,UFA,TB,1,3000000,3000000,C,109,0.673,333,72,33,62,0.216,0.86,TB,2000000,2000000,2000000,11881,0.4529290000000001,110889,5184,1089,3844,0.046655999999999996,0.7395999999999999
Rich Hill,2021,UFA,MIN,1,2500000,2500000,SP,32,0.198,24,3,0,0,0.125,0.25,NYM,2500000,2500000,967752,1024,0.039204,576,9,0,0,0.015625,0.0625
Brett Anderson,2021,UFA,MIL,1,2500000,2500000,SP,24,0.148,28,0,0,1,0.0,0.125,MIL,2500000,2500000,2500000,576,0.021903999999999996,784,0,0,1,0.0,0.015625
Trevor Williams,2021,UFA,PIT,1,2500000,2500000,SP,23,0.142,25,5,0,1,0.2,0.431,NYM,2500000,2850000,199355,529,0.020163999999999998,625,25,0,1,0.04000000000000001,0.18576099999999998
Mitch Moreland,2021,UFA,SD,1,2250000,2250000,1B,81,0.5,229,52,10,30,0.227,0.701,OAK,2250000,2250000,2250000,6561,0.25,52441,2704,100,900,0.051529000000000005,0.4914009999999999
Mike Foltynewicz,2021,UFA,ATL,1,2000000,2000000,SP,28,0.173,2,0,0,0,0.0,0.0,TEX,2000000,2000000,2000000,784,0.029928999999999997,4,0,0,0,0.0,0.0
Michael Taylor,2021,UFA,WSH,1,1750000,1750000,CF,142,0.877,483,118,12,54,0.244,0.653,KC,1750000,2000000,2000000,20164,0.769129,233289,13924,144,2916,0.059536,0.42640900000000004
Daniel Santana,2021,UFA,TEX,1,1750000,1750000,OF,38,0.235,116,21,5,14,0.181,0.597,BOS,1750000,1750000,1750000,1444,0.055224999999999996,13456,441,25,196,0.032761,0.356409
Asdrubal Cabrera,2021,UFA,WSH,1,1750000,1750000,2B,110,0.679,309,71,7,42,0.23,0.681,CIN,1750000,1750000,348133,12100,0.4610410000000001,95481,5041,49,1764,0.0529,0.4637610000000001
Freddy Galvis,2021,UFA,CIN,1,1500000,1500000,SS,104,0.642,356,86,14,40,0.242,0.709,PHI,1500000,1500000,524225,10816,0.41216400000000003,126736,7396,196,1600,0.058564,0.5026809999999999
Curt Casali,2021,UFA,CIN,1,1500000,1500000,C,77,0.475,200,42,5,26,0.21,0.663,SF,1500000,2000000,2000000,5929,0.225625,40000,1764,25,676,0.04409999999999999,0.43956900000000004
Trevor Cahill,2021,UFA,SF,1,1500000,1500000,SP,9,0.056,9,1,0,0,0.111,0.222,PIT,1500000,1500000,1500000,81,0.0031360000000000003,81,1,0,0,0.012321,0.049284
Alex Avila,2021,UFA,MIN,1,1500000,1500000,C,34,0.21,89,17,1,9,0.191,0.694,WSH,1500000,1500000,1500000,1156,0.04409999999999999,7921,289,1,81,0.036481,0.48163599999999995
Jarrod Dyson,2021,UFA,CHW,1,1500000,1500000,CF,102,0.63,135,28,0,10,0.207,0.549,TOR,1500000,1500000,298405,10404,0.39690000000000003,18225,784,0,100,0.042849,0.30140100000000003
Kurt Suzuki,2021,UFA,WSH,1,1500000,1500000,C,72,0.444,219,49,6,16,0.224,0.636,LAA,1500000,1500000,1500000,5184,0.197136,47961,2401,36,256,0.050176000000000005,0.404496
Austin Romine,2021,UFA,DET,1,1500000,1500000,C,28,0.173,60,13,1,5,0.217,0.542,CHC,1500000,2000000,2000000,784,0.029928999999999997,3600,169,1,25,0.047089,0.293764
Jake Marisnick,2021,UFA,NYM,1,1500000,1500000,CF,99,0.611,176,38,5,24,0.216,0.661,SD,1000000,1000000,349440,9801,0.37332099999999996,30976,1444,25,576,0.046655999999999996,0.43692100000000006
Josh Tomlin,2021,UFA,ATL,1,1250000,1250000,RP,36,0.224,3,1,0,0,0.333,0.833,ATL,1000000,1000000,1000000,1296,0.050176000000000005,9,1,0,0,0.11088900000000002,0.693889
Matt Wisler,2021,UFA,MIN,1,1150000,1150000,RP,48,0.296,1,0,0,0,0.0,0.0,TB,1150000,1200000,698679,2304,0.08761599999999999,1,0,0,0,0.0,0.0
Ryan Zimmerman,2021,UFA,WSH,1,1000000,1000000,1B,110,0.679,255,62,14,46,0.243,0.756,WSH,1000000,1000000,1000000,12100,0.4610410000000001,65025,3844,196,2116,0.059049,0.571536
Tony Watson,2021,UFA,PHI,1,1000000,1000000,RP,62,0.383,1,0,0,0,0.0,0.0,SF,1000000,1000000,349440,3844,0.146689,1,0,0,0,0.0,0.0
Kohl Stewart,2021,UFA,BAL,1,700000,700000,SP,4,0.025,3,1,0,0,0.333,0.667,CHC,700000,700000,402641,16,0.0006250000000000001,9,1,0,0,0.11088900000000002,0.44488900000000003
Albert Pujols,2021,UFA,LAA,1,570500,570500,DH,109,0.673,275,65,17,50,0.236,0.717,LAD,570500,570500,426313,11881,0.4529290000000001,75625,4225,289,2500,0.055695999999999996,0.5140889999999999
Jose Iglesias,2021,UFA,LAA,0,0,0,SS,137,0.846,483,131,9,48,0.271,0.701,BOS,570500,570500,82809,18769,0.7157159999999999,233289,17161,81,2304,0.073441,0.4914009999999999
Ross Detwiler,2021,UFA,MIA,0,0,0,RP,53,0.327,3,1,0,0,0.333,0.667,SD,570500,570500,58273,2809,0.10692900000000001,9,1,0,0,0.11088900000000002,0.44488900000000003
Jhoulys Chacin,2021,UFA,NYY,0,0,0,RP,46,0.286,6,0,0,0,0.0,0.0,COL,1000000,1000000,1000000,2116,0.08179599999999998,36,0,0,0,0.0,0.0
Yoshitomo Tsutsugo,2021,UFA,LAD,0,0,0,OF,81,0.5,230,50,8,32,0.217,0.689,PIT,570500,570500,144149,6561,0.25,52900,2500,64,1024,0.047089,0.47472099999999995
