Rank,Player,Pos,Team,GP,GP%,AB,H,HR,RBI,AVG,OPS,Cash2022
812,Luis Escobar,RP,PIT,4,0.025,2,0,0,0,0,0,$0
813,Ariel Jurado,SP,TEX,32,0.198,1,0,0,0,0,0,$0
814,Brad Wieck,RP,CHC,44,0.272,2,0,0,0,0,0,"$700,000"
815,Sam Howard,RP,COL,20,0.124,1,0,0,0,0,0,"$700,000"
816,Corey Oswalt,SP,NYM,2,0.012,1,0,0,1,0,0,$0
817,Wander Suero,RP,WSH,78,0.482,1,0,0,0,0,0,$0
818,Jaime Barria,SP,LAA,19,0.117,2,0,0,0,0,0,"$700,000"
819,Yonny Chirinos,SP,TB,26,0.161,2,0,0,0,0,0,"$1,175,000"
820,Diego Castillo,RP,TB,66,0.407,1,0,0,0,0,0,"$2,150,000"
821,Tyler Kinley,RP,MIA,52,0.321,1,0,0,0,0,0,"$1,025,000"
822,Enyel De Los Santos,SP,PHI,5,0.031,1,0,0,0,0,0,$0
823,Daniel Poncedeleon,RP,STL,13,0.08,9,0,0,0,0,0.1,$0
824,Wes Parsons,RP,COL,32,0.198,2,0,0,0,0,0.333,$0
825,James Norwood,RP,CHC,9,0.056,1,0,0,0,0,0,"$700,000"
826,Chad Sobotka,RP,ATL,32,0.198,2,0,0,0,0,0,$0
827,Chris Mazza,RP,NYM,9,0.056,3,0,0,0,0,0,"$700,000"
828,Jeff Brigham,RP,MIA,32,0.198,1,0,0,0,0,0,$0
829,Joe Hudson,C,STL,1,0.006,1,0,0,0,0,0,$0
830,Jacob Webb,RP,ATL,36,0.222,1,0,0,0,0,0,$0
831,Jose Suarez,SP,LAA,19,0.117,2,0,0,0,0,0,"$700,000"
832,Pedro Avila,SP,SD,1,0.006,1,0,0,0,0,0,$0
833,Gerardo Reyes,RP,SD,27,0.167,1,0,0,0,0,0,$0
834,Genesis Cabrera,RP,STL,13,0.08,4,0,0,0,0,0,"$700,000"
835,Jose Quijada,RP,MIA,34,0.21,1,0,0,0,0,0,"$700,000"
836,Jacob Waguespack,SP,TOR,16,0.099,2,0,0,0,0,0.333,$0
837,Erik Swanson,RP,SEA,27,0.167,2,0,0,0,0,0,"$700,000"
838,Elvis Luciano,RP,TOR,25,0.154,1,0,0,0,0,0,$0
839,Nick Ramirez,RP,DET,46,0.286,1,0,0,0,0,0,$0
840,Yusei Kikuchi,SP,SEA,32,0.198,1,0,0,0,0,0,"$16,000,000"
841,Parker Markel,P,PIT,20,0.124,3,0,0,0,0,0,$0
842,JD Hammer,P,PHI,20,0.124,1,0,0,0,0,0,$0
843,Jose Urquidy,SP,HOU,9,0.056,4,0,0,0,0,0,"$700,000"
844,Conner Menez,P,SF,9,0.056,3,0,0,0,0,0,$0
845,Robert Dugger,P,MIA,8,0.049,11,0,0,0,0,0,$0
846,Patrick Sandoval,SP,LAA,10,0.062,2,0,0,0,0,0,"$700,000"
847,Devin Williams,P,MIL,13,0.08,1,0,0,0,0,0,"$714,500"
848,Rico Garcia,P,COL,2,0.012,1,0,0,0,0,0,$0
849,Sam Haggerty,2B,NYM,11,0.068,4,0,0,0,0,0,$0
850,James Marvel,SP,PIT,4,0.025,4,0,0,0,0,0,$0
