Rank,Player,Pos,Team,GP,GP%,AB,H,HR,RBI,AVG,OPS,Cash2022
27,D.J. LeMahieu,3B,NYY,150,0.926,597,160,10,57,0.268,0.711,"$15,000,000"
28,Jorge Polanco,SS,MIN,152,0.938,588,158,33,98,0.269,0.826,"$5,500,000"
29,Aaron Judge,RF,NYY,148,0.914,550,158,39,98,0.287,0.916,"$17,000,000"
30,Manny Machado,3B,SD,153,0.944,564,157,28,106,0.278,0.837,"$30,000,000"
31,Alex Verdugo,CF,BOS,146,0.901,544,157,13,63,0.289,0.777,"$3,550,000"
32,Mitch Haniger,RF,SEA,157,0.969,620,157,39,100,0.253,0.804,"$7,750,000"
33,Juan Soto,RF,WSH,151,0.932,502,157,29,95,0.313,0.999,"$17,100,000"
34,Xander Bogaerts,SS,BOS,144,0.889,529,156,23,79,0.295,0.863,"$20,000,000"
35,Carlos Correa,SS,HOU,148,0.914,555,154,26,92,0.278,0.847,"$35,100,000"
36,Matt Olson,1B,OAK,156,0.963,565,153,39,111,0.271,0.911,"$15,000,000"
37,Bryce Harper,RF,PHI,141,0.87,488,151,35,84,0.309,1.044,"$26,000,000"
38,Nolan Arenado,3B,STL,157,0.969,593,151,34,105,0.255,0.807,"$29,429,500"
39,Jeimer Candelario,1B,DET,149,0.92,557,151,16,67,0.271,0.795,"$5,800,000"
40,Jake Cronenworth,2B,SD,152,0.938,567,151,21,71,0.266,0.8,"$700,000"
41,Jean Segura,SS,PHI,131,0.809,514,149,14,58,0.29,0.784,"$14,250,000"
42,Kyle Tucker,RF,HOU,140,0.864,506,149,30,92,0.295,0.916,"$700,000"
43,Yordan Alvarez,DH,HOU,144,0.889,537,149,33,104,0.278,0.877,"$764,600"
44,Nicholas Lopez,2B,KC,151,0.932,497,149,2,43,0.3,0.744,"$2,000,000"
45,Justin Turner,3B,LAD,151,0.932,533,148,27,87,0.278,0.832,"$16,000,000"
46,Jose Abreu,1B,CHW,152,0.938,566,147,30,117,0.26,0.828,"$14,000,000"
47,Pete Alonso,1B,NYM,152,0.938,561,147,37,94,0.262,0.863,"$7,400,000"
48,Nate Lowe,1B,TEX,157,0.969,557,147,18,72,0.264,0.771,"$716,000"
49,Jared Walsh,1B,LAA,144,0.889,530,147,29,98,0.277,0.85,"$700,000"
50,Michael Brantley,LF,HOU,121,0.747,469,146,8,47,0.311,0.799,"$16,000,000"
51,Dansby Swanson,SS,ATL,161,1,588,146,27,88,0.248,0.76,"$10,100,000"
52,Randy Arozarena,LF,TB,141,0.87,529,145,20,69,0.274,0.815,"$716,600"
53,Brandon Crawford,SS,SF,138,0.852,483,144,24,90,0.298,0.895,"$16,000,000"
54,Starling Marte,CF,OAK,120,0.741,467,144,12,55,0.308,0.837,"$17,000,000"
55,Dylan Carlson,LF,STL,149,0.92,542,144,18,65,0.266,0.78,"$703,000"
56,Jonathan India,3B,CIN,150,0.926,532,143,21,69,0.269,0.835,"$700,000"
57,Trey Mancini,DH,BAL,147,0.907,556,142,21,71,0.255,0.758,"$7,500,000"
58,Josh Harrison,2B,OAK,138,0.852,505,141,8,60,0.279,0.741,"$4,000,000"
59,Adolis Garcia,OF,TEX,149,0.92,581,141,31,90,0.243,0.741,"$714,000"
60,Giancarlo Stanton,DH,NYY,139,0.858,510,139,35,97,0.273,0.87,"$19,000,000"
61,Eduardo Escobar,3B,MIL,146,0.901,549,139,28,90,0.253,0.786,"$10,000,000"
62,Charlie Blackmon,RF,COL,150,0.932,514,139,13,78,0.27,0.761,"$21,000,000"
63,Lourdes Gurriel Jr.,LF,TOR,141,0.87,500,138,21,84,0.276,0.785,"$4,500,000"
64,Tyler O'Neill,LF,STL,138,0.852,482,138,34,80,0.286,0.912,"$3,500,000"
65,Shohei Ohtani,SP,LAA,158,0.975,537,138,46,100,0.257,0.965,"$5,500,000"
66,Eric Hosmer,1B,SD,151,0.932,509,137,12,65,0.269,0.732,"$20,000,000"
67,Yoan Moncada,3B,CHW,144,0.889,520,137,14,61,0.264,0.787,"$14,000,000"
68,Nelson Cruz,DH,TB,140,0.864,513,136,32,86,0.265,0.832,"$12,000,000"
69,Kris Bryant,3B,SF,144,0.889,513,136,25,73,0.265,0.835,"$24,000,000"
70,Andrew Benintendi,LF,KC,134,0.827,493,136,17,73,0.276,0.766,"$7,900,000"
71,Ryan Mountcastle,1B,BAL,144,0.889,534,136,33,89,0.255,0.796,"$700,000"
72,Hunter Renfroe,RF,BOS,144,0.889,521,135,31,96,0.259,0.816,"$7,650,000"
73,Fernando Tatis Jr.,SS,SD,130,0.803,478,135,42,97,0.282,0.975,"$5,000,000"
74,Ryan McMahon,2B,COL,152,0.944,528,134,23,86,0.254,0.779,"$5,000,000"
75,Robbie Grossman,LF,DET,156,0.963,557,133,23,67,0.239,0.772,"$5,000,000"
76,Javier Baez,SS,NYM,138,0.852,502,133,31,87,0.265,0.813,"$20,000,000"
77,Raimel Tapia,LF,COL,134,0.832,487,133,6,50,0.273,0.699,"$3,950,000"
78,Pavin Smith,RF,ARI,145,0.895,498,133,11,49,0.267,0.732,"$700,000"
79,Cesar Hernandez,2B,CHW,149,0.92,570,132,21,62,0.232,0.694,"$4,000,000"
80,C.J. Cron,1B,COL,142,0.882,470,132,28,92,0.281,0.903,"$7,250,000"
81,Brandon Lowe,2B,TB,149,0.92,535,132,39,99,0.247,0.863,"$4,000,000"
82,Trevor Story,SS,COL,143,0.888,526,132,24,75,0.251,0.801,"$20,000,000"
83,Jose Iglesias,SS,BOS,137,0.846,483,131,9,48,0.271,0.701,"$5,000,000"
84,Miguel Rojas,SS,MIA,132,0.815,495,131,9,48,0.265,0.713,"$5,500,000"
85,Josh Bell,1B,WSH,144,0.889,498,130,27,88,0.261,0.823,"$10,000,000"
86,Willy Adames,SS,MIL,140,0.864,497,130,25,73,0.262,0.818,"$4,600,000"
87,Chris Taylor,2B,LAD,148,0.914,507,129,20,73,0.254,0.782,"$15,000,000"
88,Jesse Winker,LF,CIN,110,0.679,423,129,24,71,0.305,0.949,"$7,000,000"
89,Kyle Seager,3B,SEA,159,0.982,603,128,35,101,0.212,0.723,$0
90,Josh Rojas,SS,ARI,139,0.858,484,128,11,44,0.265,0.752,"$700,000"
91,David Peralta,LF,ARI,150,0.926,487,127,8,63,0.261,0.734,"$8,000,000"
92,Enrique Hernandez,2B,BOS,134,0.827,508,127,20,60,0.25,0.786,"$7,000,000"
93,Kyle Farmer,SS,CIN,147,0.907,483,127,16,63,0.263,0.732,"$3,155,000"
94,Luis Arraez,2B,MIN,121,0.747,428,126,2,42,0.294,0.733,"$2,000,000"
95,J.T. Realmuto,C,PHI,134,0.827,476,125,17,73,0.263,0.782,"$23,875,000"
96,Austin Hays,LF,BAL,131,0.809,488,125,22,71,0.256,0.768,"$700,000"
97,Max Muncy,1B,LAD,144,0.889,497,124,36,94,0.25,0.895,"$11,500,000"
98,Anthony Rizzo,1B,NYY,141,0.87,496,123,22,61,0.248,0.783,"$16,000,000"
99,Mookie Betts,RF,LAD,122,0.753,466,123,23,58,0.264,0.854,"$14,500,000"
100,Randal Grichuk,RF,TOR,149,0.92,511,123,22,81,0.241,0.703,"$3,950,000"
101,Joe Wendle,3B,TB,136,0.84,460,122,11,54,0.265,0.741,"$4,500,000"
102,Luis Urias,3B,MIL,150,0.926,490,122,23,75,0.249,0.789,"$700,000"
103,Miguel Cabrera,DH,DET,130,0.803,472,121,15,75,0.256,0.702,"$32,000,000"
104,Elvis Andrus,SS,OAK,146,0.901,497,121,3,37,0.244,0.614,"$6,750,000"
105,Carlos Santana,1B,KC,158,0.975,565,121,19,69,0.214,0.66,"$10,500,000"
106,Avisail Garcia,RF,MIL,135,0.833,461,121,29,86,0.263,0.821,"$12,000,000"
107,Kolten Wong,2B,MIL,116,0.716,445,121,14,50,0.272,0.783,"$8,000,000"
108,Buster Posey,C,SF,113,0.698,395,120,18,56,0.304,0.889,$0
109,Mark Canha,LF,OAK,141,0.87,519,120,17,61,0.231,0.746,"$14,000,000"
110,Austin Meadows,DH,TB,142,0.877,518,120,27,106,0.232,0.769,"$4,000,000"
111,Joey Votto,1B,CIN,129,0.796,448,119,36,99,0.266,0.938,"$25,000,000"
112,Yandy Diaz,3B,TB,134,0.827,465,119,13,64,0.256,0.74,"$2,800,000"
113,Gleyber Torres,SS,NYY,127,0.784,459,119,9,51,0.259,0.697,"$6,250,000"
114,Christian Vazquez,C,BOS,138,0.852,458,118,6,49,0.258,0.659,"$7,000,000"
115,Michael Taylor,CF,KC,142,0.877,483,118,12,54,0.244,0.653,"$4,500,000"
116,Jesus Aguilar,1B,MIA,131,0.809,449,117,22,93,0.261,0.788,"$7,300,000"
117,Adam Duvall,RF,ATL,147,0.913,513,117,38,113,0.228,0.772,"$9,500,000"
118,Odubel Herrera,CF,PHI,124,0.765,450,117,13,51,0.26,0.726,"$1,750,000"
119,Kevin Newman,SS,PIT,148,0.914,517,117,5,39,0.226,0.574,"$1,950,000"
120,Jorge Soler,DH,ATL,150,0.932,516,115,27,70,0.223,0.749,"$12,000,000"
121,Jazz Chisholm,2B,MIA,124,0.765,464,115,18,53,0.248,0.728,"$700,000"
122,A.J. Pollock,LF,LAD,117,0.722,384,114,21,69,0.297,0.892,"$10,000,000"
123,Josh Donaldson,3B,MIN,135,0.833,457,113,26,72,0.247,0.827,"$23,000,000"
124,Wil Myers,LF,SD,146,0.901,442,113,17,63,0.256,0.768,"$20,000,000"
125,Jonathan Villar,OF,NYM,142,0.877,454,113,18,42,0.249,0.738,"$4,500,000"
126,Jed Lowrie,2B,OAK,139,0.858,457,112,14,69,0.245,0.717,"$850,000"
127,Giovanny Urshela,3B,NYY,116,0.716,420,112,14,49,0.267,0.72,"$6,550,000"
128,Trent Grisham,CF,SD,132,0.815,462,112,15,62,0.242,0.74,"$700,000"
129,Yadier Molina,C,STL,121,0.747,440,111,11,66,0.252,0.669,"$10,000,000"
130,Leury Garcia,OF,CHW,126,0.778,415,111,5,54,0.268,0.711,"$5,500,000"
131,Tyler Naquin,RF,CIN,127,0.784,411,111,19,70,0.27,0.809,"$4,025,000"
132,Matt Chapman,3B,OAK,151,0.932,529,111,27,72,0.21,0.716,"$13,000,000"
133,Nick Solak,3B,TEX,127,0.784,458,111,11,49,0.242,0.677,"$720,000"
134,Brendan Rodgers,SS,COL,103,0.64,387,110,15,51,0.284,0.798,"$700,000"
135,Tommy Pham,LF,SD,155,0.957,475,109,15,49,0.23,0.724,"$6,000,000"
136,Dominic Smith,LF,NYM,145,0.895,446,109,11,58,0.244,0.668,"$3,950,000"
137,Ketel Marte,CF,ARI,90,0.556,340,108,14,50,0.318,0.909,"$11,000,000"
138,Corey Seager,SS,LAD,95,0.586,353,108,16,57,0.306,0.915,"$37,500,000"
139,Andrew McCutchen,LF,PHI,144,0.889,482,107,27,80,0.222,0.778,"$8,500,000"
140,Manuel Margot,RF,TB,125,0.772,421,107,10,57,0.254,0.696,"$5,600,000"
141,Akil Baddoo,OF,DET,124,0.765,413,107,13,55,0.259,0.766,"$700,000"
142,Will Smith,C,LAD,130,0.803,414,107,25,76,0.259,0.86,"$700,000"
143,Kyle Schwarber,LF,BOS,113,0.698,399,106,32,71,0.266,0.928,"$19,000,000"
144,Garrett Hampson,2B,COL,147,0.913,453,106,11,33,0.234,0.669,"$1,862,500"
145,Hunter Dozier,3B,KC,144,0.889,487,106,16,54,0.218,0.688,"$4,500,000"
146,Miguel Sano,1B,MIN,135,0.833,470,105,30,75,0.223,0.778,"$9,250,000"
147,Ian Happ,CF,CHC,148,0.914,465,105,25,66,0.226,0.757,"$6,850,000"
148,Mike Yastrzemski,RF,SF,139,0.858,468,105,25,71,0.224,0.768,"$3,700,000"
149,Francisco Lindor,SS,NYM,125,0.772,452,104,20,63,0.23,0.734,"$27,000,000"
150,Omar Narvaez,C,MIL,123,0.759,391,104,11,49,0.266,0.743,"$5,000,000"
151,Joc Pederson,LF,ATL,137,0.851,429,103,18,61,0.24,0.738,"$6,000,000"
152,Wilmer Flores,2B,SF,139,0.858,389,102,18,53,0.262,0.782,"$3,500,000"
153,Eugenio Suarez,3B,CIN,145,0.895,505,100,31,79,0.198,0.713,"$11,000,000"
154,Tyler Stephenson,C,CIN,132,0.815,350,100,10,45,0.286,0.797,"$700,000"
155,Bobby Dalbec,1B,BOS,133,0.821,417,100,25,78,0.24,0.792,"$700,000"
156,Christian Yelich,LF,MIL,117,0.722,399,99,9,51,0.248,0.736,"$22,000,000"
157,Joey Gallo,RF,NYY,153,0.944,498,99,38,77,0.199,0.808,"$10,275,000"
158,Christian Walker,1B,ARI,115,0.71,401,98,10,46,0.244,0.696,"$2,600,000"
159,Eddie Rosario,LF,ATL,112,0.696,379,98,14,62,0.259,0.74,"$9,000,000"
160,Harrison Bader,CF,STL,103,0.636,367,98,16,50,0.267,0.785,"$5,700,000"
161,Willson Contreras,C,CHC,128,0.79,413,98,21,57,0.237,0.778,"$7,500,000"
162,Anthony Santander,RF,BAL,110,0.679,406,98,18,50,0.241,0.72,"$3,150,000"
163,Andrew Vaughn,LF,CHW,127,0.784,417,98,15,48,0.235,0.705,"$700,000"
164,Nick Ahmed,SS,ARI,129,0.796,434,96,5,38,0.221,0.619,"$8,250,000"
165,Rhys Hoskins,1B,PHI,107,0.661,389,96,27,71,0.247,0.864,"$7,700,000"
166,Jeff McNeil,2B,NYM,120,0.741,386,96,7,35,0.249,0.674,"$3,000,000"
167,Brandon Nimmo,CF,NYM,92,0.568,325,95,8,28,0.292,0.838,"$7,000,000"
168,Alex Bregman,3B,HOU,91,0.562,348,94,12,55,0.27,0.777,"$11,000,000"
169,Michael Conforto,RF,NYM,125,0.772,406,94,14,55,0.232,0.729,$0
170,Pedro Severino,C,BAL,113,0.698,379,94,11,46,0.248,0.69,$0
171,Alec Bohm,3B,PHI,115,0.71,380,94,7,47,0.247,0.647,"$700,000"
172,Ke'Bryan Hayes,3B,PIT,96,0.593,362,93,6,38,0.257,0.689,"$10,000,000"
173,Luis Robert,CF,CHW,68,0.42,275,93,13,43,0.338,0.946,"$6,000,000"
174,Alcides Escobar,SS,WSH,75,0.463,319,92,4,28,0.288,0.744,"$1,000,000"
175,Andrelton Simmons,SS,MIN,131,0.809,412,92,3,31,0.223,0.558,"$4,000,000"
176,Tony Kemp,2B,OAK,131,0.809,330,92,8,37,0.279,0.8,"$2,250,000"
177,Jacob Stallings,C,PIT,112,0.691,374,92,8,53,0.246,0.704,"$2,600,000"
178,Corey Dickerson,LF,TOR,109,0.673,336,91,6,29,0.271,0.734,"$5,000,000"
179,Willi Castro,SS,DET,125,0.772,413,91,9,38,0.22,0.624,$0
180,Philip Gosselin,2B,LAA,104,0.642,345,90,7,47,0.261,0.676,$0
181,Kevin Kiermaier,CF,TB,122,0.753,348,90,4,37,0.259,0.716,"$12,000,000"
182,Max Kepler,RF,MIN,121,0.747,426,90,19,54,0.211,0.719,"$6,750,000"
183,Brandon Belt,1B,SF,97,0.599,325,89,29,59,0.274,0.975,"$18,400,000"
184,Harold Castro,3B,DET,106,0.654,315,89,3,37,0.283,0.669,"$1,275,000"
185,Yan Gomes,C,OAK,103,0.636,349,88,14,52,0.252,0.723,"$6,000,000"
186,James McCann,C,NYM,121,0.747,375,87,10,46,0.232,0.643,"$8,000,000"
187,Brett Gardner,LF,NYY,140,0.864,387,86,10,39,0.222,0.689,$0
188,Freddy Galvis,SS,PHI,104,0.642,356,86,14,40,0.242,0.709,$0
189,Donovan Solano,2B,SF,101,0.624,307,86,7,31,0.28,0.748,"$4,500,000"
190,Rafael Ortega,LF,CHC,103,0.636,296,86,11,33,0.291,0.823,"$700,000"
191,Tucker Barnhart,C,CIN,116,0.716,348,86,7,48,0.247,0.685,"$7,750,000"
192,Sean Murphy,C,OAK,119,0.735,393,85,17,59,0.216,0.71,"$700,000"
193,Yonathan Daza,RF,COL,108,0.671,301,85,2,30,0.282,0.688,"$700,000"
194,LaMonte Wade,CF,SF,109,0.673,336,85,18,56,0.253,0.808,"$700,000"
195,Ben Gamel,CF,PIT,122,0.753,340,84,8,26,0.247,0.735,"$1,800,000"
196,Luis Torrens,C,SEA,108,0.667,346,84,15,47,0.243,0.73,"$1,200,000"
197,Ramon Laureano,CF,OAK,88,0.543,341,84,14,39,0.246,0.76,"$2,450,000"
198,Ronald Acuna Jr.,RF,ATL,82,0.509,297,84,24,52,0.283,0.99,"$15,000,000"
199,Matt Duffy,3B,CHC,97,0.599,289,83,5,30,0.287,0.738,$0
200,Elias Diaz,C,COL,107,0.665,338,83,18,44,0.246,0.774,"$3,000,000"
201,Colin Moran,1B,PIT,99,0.611,318,82,10,50,0.258,0.724,"$1,000,000"
202,Gavin Lux,SS,LAD,102,0.63,335,81,7,46,0.242,0.692,"$700,000"
203,Wander Franco,SS,TB,70,0.432,281,81,7,39,0.288,0.81,"$6,000,000"
204,Eric Haase,C,DET,98,0.605,351,81,22,61,0.231,0.745,"$700,000"
205,Jurickson Profar,LF,SD,137,0.846,353,80,4,33,0.227,0.649,"$8,000,000"
206,Abraham Toro-Hernandez,3B,SEA,95,0.586,335,80,11,46,0.239,0.688,"$700,000"
207,George Springer,CF,TOR,78,0.482,299,79,22,50,0.264,0.907,"$28,000,000"
208,Frank Schwindel,1B,CHC,64,0.395,242,79,14,43,0.326,0.962,"$700,000"
209,Gary Sanchez,C,NYY,117,0.722,383,78,23,54,0.204,0.73,"$7,500,000"
210,Edmundo Sosa,SS,STL,113,0.698,288,78,6,27,0.271,0.735,"$700,000"
211,Patrick Wisdom,3B,CHC,106,0.654,338,78,28,61,0.231,0.823,"$700,000"
212,Didi Gregorius,SS,PHI,103,0.636,368,77,13,54,0.209,0.639,"$14,500,000"
213,Ronald Torreyes,2B,PHI,112,0.691,318,77,7,41,0.242,0.632,$0
214,Aledmys Diaz,SS,HOU,84,0.519,294,76,8,45,0.259,0.721,"$4,450,000"
215,Brad Miller,2B,PHI,140,0.864,331,75,20,49,0.227,0.774,"$6,000,000"
216,Kevin Pillar,CF,NYM,124,0.765,325,75,15,47,0.231,0.692,$0
217,Juan Lagares,CF,LAA,112,0.691,309,73,6,38,0.236,0.638,$0
218,Carson Kelly,C,ARI,98,0.605,304,73,13,46,0.24,0.755,"$3,325,000"
219,Ramon Urias,2B,BAL,85,0.525,262,73,7,38,0.279,0.774,"$700,000"
220,Chas McCormick,OF,HOU,108,0.667,284,73,14,50,0.257,0.766,"$700,000"
221,Mike Zunino,C,TB,109,0.673,333,72,33,62,0.216,0.86,"$7,000,000"
222,Jorge Alfaro,C,MIA,92,0.568,295,72,4,30,0.244,0.625,"$2,725,000"
223,Byron Buxton,CF,MIN,61,0.377,235,72,19,32,0.306,1.005,"$10,000,000"
224,Yadiel Hernandez,OF,WSH,112,0.691,264,72,9,32,0.273,0.742,"$700,000"
225,Victor Caratini,C,SD,116,0.716,313,72,7,39,0.23,0.638,"$2,000,000"
226,Rowdy Tellez,1B,MIL,106,0.654,297,72,11,36,0.242,0.719,"$1,940,000"
227,Asdrubal Cabrera,2B,CIN,110,0.679,309,71,7,42,0.23,0.681,$0
228,Darin Ruf,1B,SF,117,0.722,262,71,16,43,0.271,0.904,"$3,000,000"
229,Paul DeJong,SS,STL,113,0.698,356,70,19,45,0.197,0.674,"$6,000,000"
230,Andy Ibanez,2B,TEX,76,0.469,253,70,7,25,0.277,0.756,"$700,000"
231,Daulton Varsho,CF,ARI,95,0.586,284,70,11,38,0.247,0.755,"$700,000"
232,Jason Heyward,RF,CHC,104,0.642,323,69,8,30,0.214,0.627,"$22,000,000"
233,Santiago Espinal,SS,TOR,92,0.568,222,69,2,17,0.311,0.781,"$718,000"
234,Steven Duggar,CF,SF,107,0.661,268,69,8,35,0.258,0.767,"$700,000"
235,Max Stassi,C,LAA,87,0.537,282,68,13,35,0.241,0.752,"$3,000,000"
236,Jose Trevino,C,TEX,89,0.549,285,68,5,30,0.239,0.607,"$720,000"
237,Justin Upton,LF,LAA,90,0.556,318,67,17,41,0.211,0.705,$0
238,Yasmani Grandal,C,CHW,93,0.574,279,67,23,62,0.24,0.939,"$18,250,000"
239,Guillermo Heredia,CF,ATL,120,0.745,305,67,5,26,0.22,0.665,"$1,000,000"
240,Evan Longoria,3B,SF,81,0.5,253,66,13,46,0.261,0.833,"$14,500,000"
241,Lorenzo Cain,CF,MIL,78,0.482,257,66,8,36,0.257,0.729,"$17,000,000"
242,Alex Dickerson,LF,SF,111,0.685,283,66,13,38,0.233,0.725,"$1,000,000"
243,Austin Slater,LF,SF,129,0.796,274,66,12,32,0.241,0.744,"$1,850,000"
244,Albert Pujols,DH,LAD,109,0.673,275,65,17,50,0.236,0.717,"$2,500,000"
245,Rougned Odor,2B,NYY,102,0.63,322,65,15,39,0.202,0.665,"$700,000"
246,Hanser Alberto,2B,KC,103,0.636,241,65,2,24,0.27,0.693,"$1,350,000"
247,Willie Calhoun,DH,TEX,75,0.463,260,65,6,25,0.25,0.691,"$1,300,000"
248,Francisco Mejia,C,TB,84,0.519,250,65,6,35,0.26,0.738,"$1,455,000"
249,Martin Maldonado,C,HOU,125,0.772,373,64,12,36,0.172,0.573,"$5,000,000"
250,Jace Peterson,2B,MIL,94,0.58,259,64,6,31,0.247,0.714,"$1,825,000"
251,Jackie Bradley Jr.,CF,MIL,134,0.827,387,63,6,29,0.163,0.497,"$9,500,000"
252,Kelvin Gutierrez,3B,BAL,85,0.525,272,63,3,20,0.232,0.608,"$700,000"
253,Ryan Zimmerman,1B,WSH,110,0.679,255,62,14,46,0.243,0.756,$0
254,Niko Goodrum,2B,DET,90,0.556,290,62,9,33,0.214,0.651,"$2,100,000"
255,Lewis Brinson,CF,MIA,89,0.549,274,62,9,33,0.226,0.639,$0
256,Garrett Cooper,RF,MIA,71,0.438,215,61,9,33,0.284,0.845,"$2,500,000"
257,Nick Madrigal,2B,CHC,54,0.333,200,61,2,21,0.305,0.774,"$700,000"
258,Jarred Kelenic,OF,SEA,93,0.574,337,61,14,43,0.181,0.615,"$700,000"
259,Charlie Culberson,2B,TEX,91,0.562,247,60,5,22,0.243,0.676,"$1,000,000"
260,Wilmer Difo,SS,PIT,116,0.716,219,60,4,24,0.274,0.726,$0
261,Brandon Marsh,OF,LAA,70,0.432,236,60,2,19,0.254,0.673,"$700,000"
262,Tyrone Taylor,CF,MIL,93,0.574,243,60,12,43,0.247,0.778,"$700,000"
263,Dylan Moore,2B,SEA,126,0.778,332,60,12,43,0.181,0.61,"$1,350,000"
264,Seth Brown,1B,OAK,111,0.685,281,60,20,48,0.214,0.754,"$700,000"
265,Ji-Man Choi,1B,TB,83,0.512,258,59,11,45,0.229,0.758,"$3,200,000"
266,Jake Bauers,1B,SEA,115,0.71,282,59,4,19,0.209,0.566,$0
267,Bryan De La Cruz,OF,MIA,58,0.358,199,59,5,19,0.297,0.783,"$700,000"
268,Josh VanMeter,2B,ARI,112,0.691,274,58,6,36,0.212,0.651,"$700,000"
269,Brian Anderson,3B,MIA,67,0.414,233,58,7,28,0.249,0.715,"$4,475,000"
270,David Bote,2B,CHC,97,0.599,291,58,8,35,0.199,0.606,"$2,500,000"
271,Jack Mayfield,2B,LAA,87,0.537,266,58,10,39,0.218,0.663,"$700,000"
272,Luis Garcia,SS,WSH,70,0.432,236,57,6,22,0.242,0.689,$0
273,Tommy La Stella,2B,SF,76,0.469,220,56,7,27,0.255,0.731,"$5,250,000"
274,Tom Murphy,C,SEA,97,0.599,277,56,11,34,0.202,0.655,"$1,575,000"
275,Cavan Biggio,2B,TOR,79,0.488,250,56,7,27,0.224,0.678,"$2,122,500"
276,Marwin Gonzalez,3B,HOU,91,0.562,276,55,5,28,0.199,0.579,"$1,150,000"
277,D.J. Stewart,LF,BAL,100,0.617,270,55,12,33,0.204,0.698,$0
278,Matt Beaty,3B,LAD,120,0.741,204,55,7,40,0.27,0.765,"$700,000"
279,Alex Kirilloff,DH,MIN,59,0.364,215,54,8,34,0.251,0.722,"$700,000"
280,Victor Reyes,RF,DET,76,0.469,209,54,5,22,0.258,0.701,"$1,400,000"
281,Ha-seong Kim,SS,SD,117,0.722,267,54,8,34,0.202,0.622,"$7,000,000"
282,Mitch Garver,C,MIN,68,0.42,207,53,13,34,0.256,0.875,"$3,335,000"
283,Eloy Jimenez,DH,CHW,55,0.34,213,53,10,37,0.249,0.74,"$6,500,000"
284,Ryan Jeffers,C,MIN,85,0.525,267,53,14,35,0.199,0.67,"$700,000"
285,Ryan O'Hearn,1B,KC,84,0.519,236,53,9,29,0.225,0.636,"$1,250,000"
286,Lane Thomas,CF,WSH,77,0.475,226,53,7,28,0.235,0.752,"$700,000"
287,Mitch Moreland,1B,OAK,81,0.5,229,52,10,30,0.227,0.701,$0
288,Anthony Rendon,3B,LAA,58,0.358,217,52,6,34,0.24,0.712,"$36,000,000"
289,Brian Goodwin,RF,CHW,72,0.444,235,52,8,29,0.221,0.693,$0
290,Taylor Ward,3B,LAA,65,0.401,208,52,8,33,0.25,0.769,"$700,000"
291,Chad Pinder,SS,OAK,75,0.463,214,52,6,27,0.243,0.712,"$2,725,000"
292,Pat Valaika,SS,BAL,91,0.562,259,52,5,25,0.201,0.54,$0
