Rank,Player,Pos,Team,GP,GP%,AB,H,HR,RBI,AVG,OPS,Cash2022
601,Tony Watson,RP,SF,62,0.383,1,0,0,0,0,0,$0
602,Nathan Eovaldi,SP,BOS,32,0.198,2,0,0,0,0,0.333,"$17,000,000"
603,Rex Brothers,RP,CHC,57,0.352,2,0,0,0,0,0,$0
604,Jake Diekman,RP,OAK,67,0.414,1,0,0,0,0,0,"$3,500,000"
605,Drew Hutchison,SP,DET,9,0.056,1,0,0,0,0,0,"$700,000"
606,Joe Kelly,RP,LAD,48,0.296,3,0,0,0,0,0,"$7,000,000"
607,Matt Harvey,SP,BAL,28,0.173,5,0,0,0,0,0,$0
608,Shelby Miller,RP,PIT,13,0.08,1,0,0,0,0,0,$0
609,Miles Mikolas,SP,STL,9,0.056,8,0,0,0,0,0.111,"$15,750,000"
610,Jake Odorizzi,SP,HOU,24,0.148,1,0,0,0,0,0,"$7,000,000"
611,Dallas Keuchel,SP,CHW,32,0.198,2,0,0,0,0,0,"$18,000,000"
612,Hyun-Jin Ryu,SP,TOR,31,0.191,4,0,0,0,0,0,"$20,000,000"
613,Hunter Strickland,RP,MIL,57,0.352,2,0,0,0,0,0,"$1,825,000"
614,Michael Wacha,SP,TB,30,0.185,3,0,0,0,0,0,"$7,000,000"
615,Alex Wood,SP,SF,26,0.161,38,0,0,0,0,0.116,"$12,500,000"
616,Eduardo Rodriguez,SP,BOS,32,0.198,6,0,0,0,0,0,"$14,000,000"
617,Archie Bradley,RP,PHI,53,0.327,1,0,0,0,0,0,"$3,750,000"
618,Chris Bassitt,SP,OAK,27,0.167,2,0,0,0,0,0,"$8,800,000"
619,Michael Lorenzen,SP,CIN,27,0.167,1,0,0,0,0,0,"$6,750,000"
620,Jose Alvarez,RP,SF,67,0.414,2,0,0,0,0,0.5,"$1,500,000"
621,Robbie Ray,SP,TOR,32,0.198,4,0,0,0,0,0,"$21,000,000"
622,Mike Foltynewicz,SP,TEX,28,0.173,2,0,0,0,0,0,$0
623,Ross Stripling,SP,TOR,24,0.148,5,0,0,0,0,0,"$3,790,000"
624,Heath Hembree,RP,NYM,60,0.37,1,0,0,0,0,0,"$2,125,000"
625,Jimmy Nelson,RP,LAD,28,0.173,3,0,0,0,0,0,"$700,000"
626,Sean Nolin,RP,WSH,10,0.062,5,0,0,0,0,0,$0
627,Corey Knebel,RP/CL,LAD,27,0.167,2,0,0,0,0,0,"$10,000,000"
628,Tyler Ladendorf,2B,CHC,1,0.006,1,0,0,0,0,0,$0
629,Daniel Coulombe,RP,MIN,29,0.179,1,0,0,0,0,0,"$700,000"
630,Jose Urena,SP,DET,26,0.161,1,0,0,0,0,0,"$1,250,000"
631,Steven Matz,SP,TOR,29,0.179,2,0,0,0,0,0,"$10,000,000"
632,Frankie Montas,SP,OAK,32,0.198,4,0,0,0,0,0,"$5,025,000"
633,Domingo German,SP,NYY,22,0.136,2,0,0,0,0,0,"$1,750,000"
634,Hector Neris,RP,PHI,74,0.457,1,0,0,0,0,0,"$8,000,000"
635,Jameson Taillon,SP,NYY,29,0.179,1,0,0,0,0,0.5,"$5,800,000"
636,Jandel Gustave,RP,MIL,14,0.086,2,0,0,0,0,0,"$700,000"
637,Daniel Norris,RP,MIL,56,0.346,2,0,0,0,0,0,"$1,750,000"
638,Carlos Rodon,SP,CHW,24,0.148,3,0,0,0,0,0,"$21,500,000"
639,Lance McCullers,SP,HOU,30,0.185,4,0,0,0,0,0,"$15,250,000"
640,Matt Wisler,RP,TB,48,0.296,1,0,0,0,0,0,"$2,160,000"
641,Kolby Allard,SP,TEX,32,0.198,2,0,0,0,0,0,"$720,000"
642,Thomas Eshelman,SP,BAL,9,0.056,1,0,0,0,0,0,$0
643,Cody Ponce,RP,PIT,15,0.093,6,0,0,0,0,0,$0
644,Erick Fedde,SP,WSH,29,0.179,36,0,0,1,0,0.026,"$2,150,000"
645,Michael Kopech,RP,CHW,44,0.272,1,0,0,0,0,0,"$730,000"
646,Drew Smith,RP,NYM,31,0.191,1,0,0,0,0,0,"$750,000"
647,Bailey Falter,RP,PHI,22,0.136,5,0,0,0,0,0,"$700,000"
648,Thomas Szapucki,RP,NYM,1,0.006,1,0,0,0,0,0,$0
649,Colin Rea,SP,MIL,1,0.006,2,0,0,0,0,0,$0
650,Marco Gonzales,SP,SEA,25,0.154,4,0,0,0,0,0,"$5,500,000"
651,Jay Jackson,RP,SF,23,0.142,1,0,0,0,0,0,"$700,000"
652,Jorge Lopez,SP,BAL,33,0.204,2,0,0,0,0,0,"$1,500,000"
653,John Gant,RP,MIN,39,0.241,13,0,0,0,0,0,$0
654,Chris Stratton,RP/CL,PIT,68,0.42,2,0,0,0,0,0,"$2,700,000"
655,Steven Okert,RP,MIA,34,0.21,2,0,0,0,0,0,"$700,000"
656,Tyler Glasnow,SP,TB,14,0.086,2,0,0,0,0,0,"$5,100,000"
657,Jarlin Garcia,RP,SF,58,0.358,2,0,0,0,0,0,"$1,725,000"
658,Seth Lugo,RP,NYM,46,0.284,1,0,0,0,0,0,"$2,925,000"
659,Robert Gsellman,RP,NYM,18,0.111,5,0,0,0,0,0.167,$0
660,Jose Berrios,SP,TOR,32,0.198,3,0,0,0,0,0,"$15,000,000"
661,Junior Guerra,RP,LAA,41,0.253,2,0,0,0,0,0,$0
662,Jesus Luzardo,SP,MIA,25,0.154,15,0,0,0,0,0.211,"$700,000"
663,Dustin May,SP,LAD,5,0.031,3,0,0,0,0,0,"$700,000"
664,Zach Eflin,SP,PHI,18,0.111,29,0,0,1,0,0.065,"$5,500,000"
665,Griffin Jax,SP,MIN,18,0.111,3,0,0,0,0,0,"$662,288"
666,Joey Lucchesi,SP,NYM,11,0.068,10,0,0,0,0,0.091,"$1,150,000"
667,Adrian Sampson,RP,CHC,11,0.068,7,0,0,0,0,0,$0
668,Matt Manning,SP,DET,18,0.111,1,0,0,0,0,0,"$700,000"
669,Keegan Akin,SP,BAL,24,0.148,2,0,0,0,0,0,"$700,000"
670,Josh Sborz,RP,TEX,63,0.389,1,0,0,0,0,0,"$700,000"
671,A.J. Minter,RP,ATL,61,0.379,1,0,0,0,0,0,"$2,200,000"
672,Max Kranick,SP,PIT,9,0.056,12,0,0,0,0,0,"$700,000"
673,Joan Adon,P,WSH,1,0.006,2,0,0,0,0,0,"$700,000"
674,Adrian Morejon,SP,SD,2,0.012,1,0,0,0,0,0,"$700,000"
675,Michael Rucker,RP,CHC,20,0.124,1,0,0,0,0,0,$0
676,Anthony Bender,RP,MIA,61,0.377,2,0,0,0,0,0,"$700,000"
677,Alexander Reyes,RP,STL,70,0.432,1,0,0,0,0,0,"$2,500,000"
678,Brent Suter,RP,MIL,61,0.377,4,0,0,0,0,0,"$2,700,000"
679,Jose Ruiz,RP,CHW,59,0.364,1,0,0,0,0,0,"$700,000"
680,Anthony Banda,RP,PIT,30,0.185,1,0,0,0,0,0,"$700,000"
681,Jimmie Sherfy,RP,LAD,14,0.086,1,0,0,0,0,0,$0
682,Lucas Sims,RP/CL,CIN,47,0.29,2,0,0,0,0,0,"$1,250,000"
683,Duane Underwood,RP,PIT,43,0.265,4,0,0,0,0,0,"$700,000"
684,Jake Junis,RP,KC,16,0.099,1,0,0,0,0,0,$0
685,Clay Holmes,RP,NYY,69,0.426,1,0,0,0,0,0,"$1,100,000"
686,Nick Pivetta,SP,BOS,31,0.191,2,0,0,0,0,0,"$2,650,000"
687,Chris Flexen,SP,SEA,31,0.191,3,0,0,0,0,0,"$2,750,000"
688,Yency Almonte,RP,COL,48,0.298,3,0,0,0,0,0,$0
689,Kyle McGowin,RP,WSH,27,0.167,1,0,0,0,0,0,$0
690,Jordan Montgomery,SP,NYY,30,0.185,4,0,0,0,0,0,"$6,000,000"
691,Emilio Pagan,RP,SD,67,0.414,2,0,0,0,0,0,"$2,300,000"
692,Dinelson Lamet,SP,SD,22,0.136,6,0,0,0,0,0.143,"$4,775,000"
693,Ryne Harper,RP,WSH,34,0.21,1,0,0,0,0,0,$0
694,Edgar Santana,RP,ATL,41,0.255,1,0,0,0,0,0,$0
695,Phil Maton,RP,HOU,65,0.401,1,0,0,0,0,0,"$1,550,000"
696,Tanner Houck,SP,BOS,18,0.111,1,0,0,0,0,0,"$716,000"
697,Hans Crouse,P,PHI,2,0.012,1,0,0,0,0,0,$0
698,Charlie Barnes,SP,MIN,9,0.056,1,0,0,0,0,0,$0
699,Josh Fleming,SP,TB,26,0.161,1,0,0,0,0,0,"$700,000"
700,Bruce Zimmermann,SP,BAL,14,0.086,4,0,0,0,0,0,"$700,000"
701,Zach Pop,RP,MIA,50,0.309,1,0,0,0,0,0,$0
702,John King,RP,TEX,27,0.167,1,0,0,0,0,0,"$700,000"
703,Andre Jackson,RP,LAD,3,0.019,4,0,0,0,0,0,$0
704,Paul Campbell,RP,MIA,16,0.099,5,0,0,0,0,0,$0
705,John Curtiss,RP,MIL,44,0.272,5,0,0,0,0,0,"$770,000"
706,Dillon Peters,SP,PIT,6,0.037,5,0,0,0,0,0.167,"$700,000"
707,Dennis Santana,RP,TEX,55,0.34,2,0,0,0,0,0,"$700,000"
708,Jaime Barria,SP,LAA,13,0.08,3,0,0,0,0,0,"$700,000"
709,Ryan Yarbrough,SP,TB,30,0.185,4,0,0,0,0,0,"$3,850,000"
710,Robert Stock,RP,NYM,3,0.019,4,0,0,0,0,0,$0
711,Brad Keller,SP,KC,26,0.161,5,0,0,0,0,0,"$4,825,000"
712,Nestor Cortes,SP,NYY,23,0.142,1,0,0,0,0,0,"$700,000"
713,Adam Cimber,RP,TOR,72,0.444,2,0,0,0,0,0,"$1,575,000"
714,Casey Mize,SP,DET,30,0.185,2,0,0,1,0,0.333,"$700,000"
715,Kris Bubic,SP,KC,29,0.179,5,0,0,0,0,0,"$700,000"
716,Aaron Ashby,P,MIL,14,0.086,2,0,0,0,0,0.333,"$700,000"
717,Joe Ryan,P,MIN,5,0.031,2,0,0,0,0,0,"$700,000"
718,Tarik Skubal,SP,DET,31,0.191,2,0,0,0,0,0,"$700,000"
719,Justin Topa,RP,MIL,4,0.025,1,0,0,0,0,0,"$700,000"
720,Alex Vesia,RP,LAD,41,0.253,3,0,0,0,0,0.25,"$700,000"
721,Reiss Knehr,P,SD,12,0.074,8,0,0,0,0,0,$0
722,Evan Phillips,RP,LAD,8,0.049,3,0,0,0,0,0,"$700,000"
723,Tanner Anderson,RP,PIT,1,0.006,2,0,0,0,0,0,$0
724,Josh Rogers,SP,WSH,6,0.037,12,0,0,0,0,0.077,$0
725,Framber Valdez,SP,HOU,22,0.136,4,0,0,0,0,0,"$3,000,000"
726,Jacob Webb,RP,ATL,34,0.211,2,0,0,0,0,0,$0
727,Jose Suarez,SP,LAA,23,0.142,1,0,0,0,0,0,"$700,000"
728,Sam Coonrod,RP,PHI,42,0.259,1,0,0,0,0,0,"$700,000"
729,Patrick Murphy,SP,WSH,25,0.154,1,0,0,0,0,0,"$700,000"
730,Adonis Medina,SP,PHI,4,0.025,1,0,0,0,0,0,$0
731,Yusei Kikuchi,SP,SEA,29,0.179,2,0,0,0,0,0,"$16,000,000"
732,Nabil Crismatt,RP,SD,45,0.278,10,0,0,0,0,0,"$700,000"
733,Tyler Alexander,SP,DET,41,0.253,2,0,0,0,0,0,"$700,000"
734,Sean Poppen,RP,ARI,24,0.148,1,0,0,0,0,0,"$700,000"
735,Tyler Gilbert,RP,ARI,9,0.056,9,0,0,0,0,0,"$700,000"
736,Brusdar Graterol,RP,LAD,34,0.21,2,0,0,0,0,0,"$700,000"
737,Alek Manoah,SP,TOR,20,0.124,1,0,0,0,0,0,"$706,200"
738,Sam Selman,RP,LAA,25,0.154,1,0,0,0,0,0,$0
739,Junior Fernandez,RP,STL,18,0.111,1,0,0,0,0,0,$0
740,David Bednar,RP/CL,PIT,61,0.377,1,0,0,0,0,0,"$700,000"
741,Tucker Davidson,SP,ATL,4,0.025,6,0,0,0,0,0,$0
742,Miguel Yajure,SP,PIT,4,0.025,3,0,0,0,0,0,"$700,000"
743,Carlos Hernandez,SP,KC,24,0.148,4,0,0,0,0,0,"$700,000"
744,Manuel Rodriguez,RP,CHC,20,0.124,1,0,0,0,0,0,$0
745,Tejay Antone,RP,CIN,23,0.142,3,0,0,0,0,0.25,"$700,000"
746,Rony Garcia,RP,DET,2,0.012,1,0,0,0,0,0,"$700,000"
747,Reid Detmers,SP,LAA,5,0.031,1,0,0,0,0,0.5,"$700,000"
748,Spencer Strider,P,ATL,2,0.012,1,0,0,0,0,0,"$700,000"
749,Luis Garcia,RP,HOU,30,0.185,6,0,0,0,0,0,"$700,000"
750,Nick Mears,RP,PIT,30,0.185,1,0,0,0,0,0,"$700,000"
751,Tommy Nance,RP,CHC,27,0.167,2,0,0,0,0,0,$0
752,Reiver Sanmartin,SP,CIN,2,0.012,6,0,0,0,0,0,"$700,000"
753,Tyler Payne,C,CHC,1,0.006,2,0,0,0,0,0,$0
