"Rank","Player","Year","Pos","Team","BaseSalary","Payroll Salary","Adj Salary",""
"","Anthony Swarzak","2019","RP","ATL","$8,000,000","$8,500,000","$3,720,463",""
"","Kelvin Herrera","2019","RP","CHW","$8,500,000","$8,500,000","$8,500,000",""
"","Jake McGee","2019","RP","COL","$8,500,000","$8,500,000","$8,500,000",""
"","Bryan Shaw","2019","RP","COL","$8,500,000","$8,500,000","$8,500,000",""
"","Jed Lowrie","2019","2B","NYM","$6,000,000","$8,500,000","$8,500,000",""
"","Adam Eaton","2019","RF","WSH","$8,400,000","$8,400,000","$8,400,000",""
"","Kevin Kiermaier","2019","CF","TB","$8,000,000","$8,166,666","$8,166,666",""
"","Kyle Gibson","2019","SP","MIN","$8,125,000","$8,125,000","$8,125,000",""
"","Jason Vargas","2019","SP","PHI","$8,000,000","$8,000,000","$8,000,000",""
"","Randal Grichuk","2019","CF","TOR","$7,000,000","$8,000,000","$8,000,000",""
"","Justin Smoak","2019","1B","TOR","$8,000,000","$8,000,000","$8,000,000",""
"","C.C. Sabathia","2019","SP","NYY","$8,000,000","$8,000,000","$8,000,000",""
"","Joe Smith","2019","RP","HOU","$8,000,000","$8,000,000","$8,000,000",""
"","Jason Castro","2019","C","MIN","$8,000,000","$8,000,000","$8,000,000",""
"","Michael Pineda","2019","SP","MIN","$8,000,000","$8,000,000","$8,000,000",""
"","Rougned Odor","2019","2B","TEX","$7,500,000","$7,833,333","$7,833,333",""
"","Brett Cecil","2019","RP","STL","$7,500,000","$7,750,000","$7,750,000",""
"","Pat Neshek","2019","RP","PHI","$5,750,000","$7,750,000","$7,750,000",""
"","Cesar Hernandez","2019","2B","PHI","$7,750,000","$7,750,000","$7,750,000",""
"","Wilson Ramos","2019","C","NYM","$6,250,000","$7,750,000","$7,750,000",""
"","Chris Archer","2019","SP","PIT","$7,500,000","$7,666,668","$7,666,668",""
"","Sonny Gray","2019","SP","CIN","$7,500,000","$7,500,000","$7,500,000",""
"","Brett Gardner","2019","LF","NYY","$7,500,000","$7,500,000","$7,500,000",""
"","Tony Watson","2019","RP","SF","$3,500,000","$7,500,000","$7,500,000",""
"","Jonathan Schoop","2019","2B","MIN","$7,500,000","$7,500,000","$7,500,000",""
"","Kyle Hendricks","2019","SP","CHC","$7,405,000","$7,405,000","$7,405,000",""
"","Marcus Stroman","2019","SP","NYM","$7,400,000","$7,400,000","$2,546,240",""
"","Stephen Piscotty","2019","RF","OAK","$7,000,000","$7,333,333","$7,333,333",""
"","Alex Colome","2019","RP","CHW","$7,325,000","$7,325,000","$7,325,000",""
"","Eugenio Suarez","2019","3B","CIN","$7,000,000","$7,285,714","$7,285,714",""
"","Welington Castillo","2019","C","CHW","$7,250,000","$7,250,000","$7,250,000",""
"","Dellin Betances","2019","RP","NYY","$7,250,000","$7,250,000","$7,250,000",""
"","Yan Gomes","2019","C","WSH","$7,000,000","$7,083,333","$7,083,333",""
"","Mike Moustakas","2019","3B","MIL","$7,000,000","$7,050,000","$7,050,000",""
"","Drew Smyly","2019","SP","PHI","$7,000,000","$7,000,000","$211,855",""
"","David Peralta","2019","LF","ARI","$7,000,000","$7,000,000","$7,000,000",""
"","Garrett Richards","2019","SP","SD","$7,000,000","$7,000,000","$7,000,000",""
"","Jeurys Familia","2019","RP","NYM","$6,000,000","$6,666,666","$6,666,666",""
"","Kolten Wong","2019","2B","STL","$6,500,000","$6,500,000","$6,500,000",""
"","Joakim Soria","2019","RP/CL","OAK","$6,500,000","$6,500,000","$6,500,000",""
"","Chase Anderson","2019","RP","MIL","$6,000,000","$6,500,000","$6,500,000",""
"","Steve Cishek","2019","RP","CHC","$6,500,000","$6,500,000","$6,500,000",""
"","Derek Holland","2019","RP","CHC","$6,500,000","$6,500,000","$475,000",""
"","Roberto Osuna","2019","RP/CL","HOU","$6,500,000","$6,500,000","$6,500,000",""
"","Mitch Moreland","2019","1B","BOS","$6,500,000","$6,500,000","$6,500,000",""
"","Blake Treinen","2019","RP/CL","OAK","$6,400,000","$6,400,000","$6,400,000",""
"","Michael Wacha","2019","SP","STL","$6,350,000","$6,350,000","$6,350,000",""
"","Ken Giles","2019","RP","TOR","$6,300,000","$6,300,000","$6,300,000",""
"","Aaron Hicks","2019","CF","NYY","$6,000,000","$6,285,714","$6,285,714",""
"","Pedro Strop","2019","RP","CHC","$6,250,000","$6,250,000","$6,250,000",""
"","Steven Pearce","2019","1B","BOS","$6,250,000","$6,250,000","$6,250,000",""
"","Eduardo Escobar","2019","3B","ARI","$6,000,000","$6,166,666","$6,166,666",""
"","Gregory Polanco","2019","RF","PIT","$5,500,000","$6,100,000","$6,100,000",""
"","Robbie Ray","2019","SP","ARI","$6,050,000","$6,050,000","$6,050,000",""
"","Tyson Ross","2019","SP","DET","$5,750,000","$6,000,000","$6,000,000",""
"","Michael Fiers","2019","SP","OAK","$6,000,000","$6,000,000","$6,000,000",""
"","Raisel Iglesias","2019","RP/CL","CIN","$6,000,000","$6,000,000","$6,000,000",""
"","Eric Thames","2019","1B","MIL","$6,000,000","$6,000,000","$6,000,000",""
"","Sean Doolittle","2019","RP","WSH","$6,000,000","$6,000,000","$6,000,000",""
"","Noah Syndergaard","2019","SP","NYM","$6,000,000","$6,000,000","$6,000,000",""
"","Max Kepler","2019","CF","MIN","$6,000,000","$6,000,000","$6,000,000",""
"","Zack Wheeler","2019","SP","NYM","$5,975,000","$5,975,000","$5,975,000",""
"","J.T. Realmuto","2019","C","PHI","$5,900,000","$5,900,000","$5,900,000",""
"","Marcus Semien","2019","SS","OAK","$5,900,000","$5,900,000","$5,900,000",""
"","Kevin Pillar","2019","CF","SF","$5,800,000","$5,800,000","$5,644,085",""
"","Collin McHugh","2019","RP","HOU","$5,800,000","$5,800,000","$5,800,000",""
"","Robinson Chirinos","2019","C","HOU","$5,750,000","$5,750,000","$5,750,000",""
"","Ender Inciarte","2019","CF","ATL","$5,000,000","$5,700,000","$5,700,000",""
"","Yusmeiro Petit","2019","RP","OAK","$5,500,000","$5,500,000","$5,500,000",""
"","Wil Myers","2019","LF","SD","$3,000,000","$5,500,000","$5,500,000",""
"","Mike Foltynewicz","2019","SP","ATL","$5,475,000","$5,475,000","$5,475,000",""
"","Odubel Herrera","2019","CF","PHI","$5,000,000","$5,350,000","$5,350,000",""
"","Jordy Mercer","2019","SS","DET","$5,250,000","$5,250,000","$5,250,000",""
"","Fernando Rodney","2019","RP","WSH","$5,250,000","$5,250,000","$289,436",""
"","Maikel Franco","2019","3B","PHI","$5,200,000","$5,200,000","$5,200,000",""
"","Javier Baez","2019","SS","CHC","$5,200,000","$5,200,000","$5,200,000",""
"","Corey Knebel","2019","RP/CL","MIL","$5,125,000","$5,125,000","$5,125,000",""
"","Taijuan Walker","2019","SP","ARI","$5,025,000","$5,025,000","$5,025,000",""
"","Trevor Story","2019","SS","COL","$5,000,000","$5,000,000","$5,000,000",""
"","Brandon Kintzler","2019","RP","CHC","$5,000,000","$5,000,000","$5,000,000",""
"","Justin Wilson","2019","RP","NYM","$5,000,000","$5,000,000","$5,000,000",""
"","Wade Miley","2019","SP","HOU","$4,500,000","$5,000,000","$5,000,000",""
"","Carlos Correa","2019","SS","HOU","$5,000,000","$5,000,000","$5,000,000",""
"","Joc Pederson","2019","LF","LAD","$5,000,000","$5,000,000","$5,000,000",""
"","Sam Dyson","2019","RP","MIN","$5,000,000","$5,000,000","$1,639,802",""
"","Jake Lamb","2019","1B","ARI","$4,825,000","$4,825,000","$4,825,000",""
"","Jonathan Villar","2019","2B","BAL","$4,825,000","$4,825,000","$4,825,000",""
"","Arodys Vizcaino","2019","RP","SEA","$4,800,000","$4,800,000","$3,432,198",""
"","C.J. Cron","2019","1B","MIN","$4,800,000","$4,800,000","$4,800,000",""
"","Travis Shaw","2019","3B","MIL","$4,675,000","$4,675,000","$4,675,000",""
"","Jorge Soler","2019","DH","KC","$4,000,000","$4,666,667","$4,666,667",""
"","Nate Jones","2019","RP","TEX","$4,650,000","$4,650,000","$1,525,000",""
"","Yolmer Sanchez","2019","3B","CHW","$4,625,000","$4,625,000","$4,625,000",""
"","Aaron Nola","2019","SP","PHI","$4,000,000","$4,500,000","$4,500,000",""
"","Avisail Garcia","2019","RF","TB","$3,500,000","$4,500,000","$4,500,000",""
"","Adam Jones","2019","CF","ARI","$3,000,000","$4,500,000","$4,500,000",""
"","Luis Severino","2019","SP","NYY","$4,000,000","$4,500,000","$4,500,000",""
"","Hector Rondon","2019","RP","HOU","$4,500,000","$4,500,000","$4,500,000",""
"","Felipe Vazquez","2019","RP","PIT","$4,000,000","$4,500,000","$4,500,000",""
"","David Freese","2019","1B","LAD","$4,500,000","$4,500,000","$4,500,000",""
"","Billy Hamilton","2019","CF","ATL","$4,250,000","$4,450,000","$959,658",""
"","Mike Zunino","2019","C","TB","$4,412,500","$4,447,500","$4,447,500",""
"","Eduardo Rodriguez","2019","SP","BOS","$4,300,000","$4,325,000","$4,325,000",""
"","Alex Avila","2019","C","ARI","$4,250,000","$4,250,000","$4,250,000",""
"","Will Smith","2019","RP","SF","$4,225,000","$4,225,000","$4,225,000",""
"","Will Harris","2019","RP","HOU","$4,225,000","$4,225,000","$4,225,000",""
"","Carlos Rodon","2019","SP","CHW","$4,200,000","$4,200,000","$4,200,000",""
"","Eddie Rosario","2019","LF","MIN","$4,190,000","$4,190,000","$4,190,000",""
"","Steven Souza","2019","RF","ARI","$4,125,000","$4,125,000","$4,125,000",""
"","Tommy Pham","2019","CF","TB","$4,100,000","$4,100,000","$4,100,000",""
"","Lance McCullers","2019","SP","HOU","$4,100,000","$4,100,000","$4,100,000",""
"","Michael Conforto","2019","RF","NYM","$4,025,000","$4,025,000","$4,025,000",""
"","Freddy Galvis","2019","SS","CIN","$4,000,000","$4,000,000","$1,053,745",""
"","Tyler Flowers","2019","C","ATL","$4,000,000","$4,000,000","$4,000,000",""
"","Shane Greene","2019","RP","ATL","$4,000,000","$4,000,000","$1,311,805",""
"","Nick Markakis","2019","RF","ATL","$4,000,000","$4,000,000","$4,000,000",""
"","Jon Jay","2019","RF","CHW","$4,000,000","$4,000,000","$4,000,000",""
"","Jarrod Dyson","2019","CF","ARI","$3,500,000","$4,000,000","$4,000,000",""
"","Howie Kendrick","2019","LF","WSH","$4,000,000","$4,000,000","$4,000,000",""
"","Kurt Suzuki","2019","C","WSH","$4,000,000","$4,000,000","$4,000,000",""
"","Jesse Chavez","2019","RP","TEX","$4,000,000","$4,000,000","$4,000,000",""
"","A.J. Pollock","2019","CF","LAD","$1,000,000","$4,000,000","$4,000,000",""
"","Corey Seager","2019","SS","LAD","$4,000,000","$4,000,000","$4,000,000",""
"","Aaron Sanchez","2019","SP","HOU","$3,900,000","$3,900,000","$1,258,065",""
"","Wilmer Flores","2019","2B","ARI","$3,750,000","$3,750,000","$3,750,000",""
"","Ian Kinsler","2019","2B","SD","$3,750,000","$3,750,000","$3,750,000",""
"","Trea Turner","2019","SS","WSH","$3,725,000","$3,725,000","$3,725,000",""
"","Enrique Hernandez","2019","CF","LAD","$3,725,000","$3,725,000","$3,725,000",""
"","Jimmy Nelson","2019","RP","MIL","$3,700,000","$3,700,000","$3,700,000",""
"","Nick Ahmed","2019","SS","ARI","$3,662,500","$3,662,500","$3,662,500",""
"","Jurickson Profar","2019","SS","OAK","$3,600,000","$3,600,000","$3,600,000",""
"","Jorge Polanco","2019","SS","MIN","$3,583,333","$3,583,333","$3,583,333",""
"","Brock Holt","2019","2B","BOS","$3,575,000","$3,575,000","$3,575,000",""
"","Matt Shoemaker","2019","SP","TOR","$3,500,000","$3,500,000","$3,500,000",""
"","Yoshihisa Hirano","2019","RP/CL","ARI","$3,000,000","$3,500,000","$3,500,000",""
"","Chris Taylor","2019","2B","LAD","$3,500,000","$3,500,000","$3,500,000",""
"","Martin Perez","2019","SP","MIN","$3,500,000","$3,500,000","$3,500,000",""
"","Andrew Heaney","2019","SP","LAA","$3,400,000","$3,400,000","$3,400,000",""
"","Addison Russell","2019","SS","CHC","$3,400,000","$3,400,000","$3,400,000",""
"","Kyle Schwarber","2019","LF","CHC","$3,390,000","$3,390,000","$3,390,000",""
"","Chad Bettis","2019","SP","COL","$3,325,000","$3,325,000","$3,325,000",""
"","Nomar Mazara","2019","RF","TEX","$3,300,000","$3,300,000","$3,300,000",""
"","Michael Taylor","2019","CF","WSH","$3,250,000","$3,250,000","$3,250,000",""
"","Jeff Mathis","2019","C","TEX","$3,250,000","$3,250,000","$3,250,000",""
"","Jose Urena","2019","RP","MIA","$3,200,000","$3,200,000","$3,200,000",""
"","Keone Kela","2019","RP","PIT","$3,175,000","$3,175,000","$3,175,000",""
"","Miguel Rojas","2019","SS","MIA","$3,155,000","$3,155,000","$3,155,000",""
"","Sean Manaea","2019","SP","OAK","$3,150,000","$3,150,000","$3,150,000",""
"","Brad Peacock","2019","SP","HOU","$3,110,000","$3,110,000","$3,110,000",""
"","Kirby Yates","2019","RP","SD","$3,062,500","$3,062,500","$3,062,500",""
"","Clay Buchholz","2019","SP","TOR","$3,000,000","$3,000,000","$3,000,000",""
"","Matt Adams","2019","1B","WSH","$3,000,000","$3,000,000","$3,000,000",""
"","Joe Kelly","2019","RP","LAD","$3,000,000","$3,000,000","$3,000,000",""
"","Tucker Barnhart","2019","C","CIN","$2,500,000","$2,937,500","$2,937,500",""
"","Jon Gray","2019","SP","COL","$2,925,000","$2,925,000","$2,925,000",""
"","Ryan Pressly","2019","RP/CL","HOU","$2,900,000","$2,900,000","$2,900,000",""
"","Adam Duvall","2019","RF","ATL","$2,875,000","$2,875,000","$2,875,000",""
"","Christian Vazquez","2019","C","BOS","$2,850,000","$2,850,000","$2,850,000",""
"","Michael Fulmer","2019","SP","DET","$2,800,000","$2,800,000","$2,800,000",""
"","Wade LeBlanc","2019","RP","SEA","$2,000,000","$2,800,000","$2,800,000",""
"","Dylan Bundy","2019","SP","BAL","$2,800,000","$2,800,000","$2,800,000",""
"","Jose Peraza","2019","SS","CIN","$2,775,000","$2,775,000","$2,775,000",""
"","Lonnie Chisenhall","2019","RF","PIT","$2,750,000","$2,750,000","$2,750,000",""
"","Matt Duffy","2019","3B","TB","$2,675,000","$2,675,000","$2,675,000",""
"","Tony Cingrani","2019","RP","STL","$2,650,000","$2,650,000","$869,067",""
"","Miguel Sano","2019","3B","MIN","$2,650,000","$2,650,000","$2,650,000",""
"","Tyler Anderson","2019","SP","COL","$2,625,000","$2,625,000","$2,625,000",""
"","Steven Matz","2019","SP","NYM","$2,625,000","$2,625,000","$2,625,000",""
"","Matt Boyd","2019","SP","DET","$2,600,000","$2,600,000","$2,600,000",""
"","Zach Davies","2019","SP","MIL","$2,600,000","$2,600,000","$2,600,000",""
"","Shawn Kelley","2019","RP","TEX","$2,500,000","$2,562,500","$2,562,500",""
"","Matt Moore","2019","SP","DET","$2,500,000","$2,500,000","$2,500,000",""
"","Justin Bour","2019","1B","LAA","$2,500,000","$2,500,000","$2,500,000",""
"","Jose Iglesias","2019","SS","CIN","$2,500,000","$2,500,000","$2,500,000",""
"","Matt Albers","2019","RP","MIL","$2,500,000","$2,500,000","$2,500,000",""
