Acronimo_t,Acronimo_t_1,Agente libre,Altura_t,Altura_t_1,Anio_t,Anio_t_1,At_bats_2_t,At_bats_2_t_1,At_bats_t,At_bats_t_1,Bateos_2_t,Bateos_2_t_1,Bateos_t,Bateos_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Edad_t,Edad_t_1,Equipo_t,Equipo_t_1,Home_runs_2_t,Home_runs_2_t_1,Home_runs_t,Home_runs_t_1,Juegos_2_t,Juegos_2_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,OPS_2_t,OPS_2_t_1,OPS_t,OPS_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Porcentaje_bateo_2_t,Porcentaje_bateo_2_t_1,Porcentaje_bateo_t,Porcentaje_bateo_t_1,Porcetnaje_juegos_2_t,Porcetnaje_juegos_2_t_1,Porcetnaje_juegos_t,Porcetnaje_juegos_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,RBI_2_t,RBI_2_t_1,RBI_t,RBI_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_regular_t,Sueldo_regular_t_1,Sueldo_t,Sueldo_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato_total_t,Valor_contrato_total_t_1,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WS_ganadas_t,WS_ganadas_t_1,ln_Sueldo_base_t,ln_Sueldo_regular_t,ln_Sueldo_t
HOU,HOU,No,6.1,6.1,8,7,4,9,2,3,0,0,0,0,2,3,24,23,Houston Astros,Houston Astros,0,0,0,0,625,484,25,22,162,162,Lance McCullers,0.0,0.0,0.0,0.0,2,2,202,202,12,11,0.0,0.0,0.0,0.0,0.023716,0.018496000000000002,0.154,0.136,SP,SP,0.6358024691358025,0.6234567901234568,0,0,0,0,2450000,548000,2450000,548000,2450000,548000,4688.140899999999,3979.0863999999997,68.47,63.08,23500000,82000000,103,101,2.3716,0.9409,1.54,0.97,1,1,14.71159858252091,14.71159858252091,14.71159858252091
ATL,ATL,No,6.4,6.4,8,7,625,11881,25,109,36,900,6,30,4,5,28,27,Atlanta Braves,Atlanta Braves,4,25,2,5,676,7225,26,85,162,162,Lane Adams,0.748225,0.6512490000000001,0.865,0.807,18,18,220,220,24,23,0.0576,0.07562500000000001,0.24,0.275,0.025921000000000003,0.275625,0.161,0.525,RF,RF,0.5555555555555556,0.4444444444444444,36,400,6,20,545000,535000,87900,347837,545000,535000,0.0,0.0,0.0,0.0,2900000,34525000,90,72,0.0841,0.10890000000000001,0.29,0.33,3,3,13.208541073645382,11.383955083673268,13.208541073645382
CHW,CHW,No,5.8,5.8,8,7,66564,90000,258,300,4900,6561,70,81,2,1,27,26,Chicago White Sox,Chicago White Sox,16,81,4,9,6724,7569,82,87,162,162,Leury Garcia,0.4610410000000001,0.546121,0.679,0.739,6,6,190,190,9,9,0.073441,0.0729,0.271,0.27,0.256036,0.28836900000000004,0.506,0.537,RF,OF,0.382716049382716,0.4135802469135802,1024,1089,32,33,1175000,535000,1175000,535000,1175000,535000,0.0,0.0,0.0,0.0,19750000,6000000,62,67,0.6561000000000001,1.3923999999999999,0.81,1.18,3,3,13.976778705560397,13.976778705560397,13.976778705560397
MIN,LAD,No,6.1,6.1,8,7,137641,130321,371,361,7396,6724,86,82,6,6,31,30,Minnesota Twins,Los Angeles Dodgers,4,36,2,6,14400,14161,120,119,162,162,Logan Forsythe,0.364816,0.46922500000000006,0.604,0.685,6,25,205,205,15,31,0.053824000000000004,0.051529000000000005,0.232,0.227,0.549081,0.540225,0.741,0.735,2B,2B,0.4814814814814814,0.6419753086419753,729,1369,27,37,9000000,5750000,3000000,7000000,9000000,7000000,36.6025,1054.3009,6.05,32.47,52250000,199600000,78,104,0.1296,3.4969000000000006,-0.36,1.87,3,6,16.012735135300492,14.914122846632385,16.012735135300492
MIN,TB,Si,6.3,6.3,8,7,101124,262144,318,512,3481,15876,59,126,6,5,30,29,Minnesota Twins,Tampa Bay Rays,225,1444,15,38,9025,22201,95,149,162,162,Logan Morrison,0.41473600000000005,0.753424,0.644,0.868,6,1,245,245,15,4,0.034596,0.060516,0.186,0.246,0.343396,0.8464,0.586,0.92,DH,DH,0.4814814814814814,0.4938271604938271,1521,7225,39,85,5500000,2500000,5500000,2750000,5500000,2750000,0.0,7458.0496,0.0,86.36,52250000,21700000,78,80,0.0961,13.395600000000002,-0.31,3.66,3,0,15.520258650202699,15.520258650202699,15.520258650202699
MIL,KC,Si,6.2,6.2,8,7,290521,341056,539,584,27556,31329,166,177,5,4,32,31,Milwaukee Brewers,Kansas City Royals,100,225,10,15,20164,24025,142,155,163,162,Lorenzo Cain,0.6609689999999999,0.6544810000000001,0.813,0.809,1,4,214,214,5,9,0.094864,0.091809,0.308,0.303,0.758641,0.9158489999999999,0.871,0.957,CF,CF,0.588957055214724,0.4938271604938271,1444,2500,38,50,14000000,11000000,14300000,11000000,14300000,11000000,7071.128100000001,6090.241600000001,84.09,78.04,103750000,43800000,96,80,47.0596,30.25,6.86,5.5,0,2,16.454567887579532,16.475770095230136,16.475770095230136
ATL,TB,Si,6.4,6.4,8,7,107584,178929,328,423,6241,8464,79,92,4,5,32,31,Atlanta Braves,Tampa Bay Rays,196,900,14,30,11664,16129,108,127,162,162,Lucas Duda,0.534361,0.6691239999999999,0.731,0.818,18,1,255,255,24,4,0.058080999999999994,0.047524,0.241,0.218,0.44488900000000003,0.6146560000000001,0.667,0.784,1B,1B,0.5555555555555556,0.4938271604938271,2500,4096,50,64,3500000,7250000,301075,2654339,3800000,7250000,825.4129,2360.0164,28.73,48.58,2900000,21700000,90,80,0.24009999999999998,1.9599999999999997,0.49,1.4,3,0,15.068273526459642,12.61511468212868,15.150511624696614
CIN,ATL,No,6.2,6.2,8,7,4,225,2,15,0,1,0,1,3,5,24,23,Cincinnati Reds,Atlanta Braves,0,0,0,0,81,196,9,14,162,162,Lucas Sims,0.0,0.017689000000000003,0.0,0.133,10,18,225,225,15,23,0.0,0.004489000000000001,0.0,0.067,0.0031360000000000003,0.007395999999999999,0.056,0.086,SP,SP,0.4135802469135802,0.4444444444444444,0,0,0,0,545000,535000,87900,181226,545000,535000,0.0,0.0,0.0,0.0,10250000,34525000,67,72,0.07840000000000001,0.0016,-0.28,0.04,5,3,13.208541073645382,11.383955083673268,13.208541073645382
PHI,LAD,No,6.2,6.2,8,7,1,4,1,2,0,0,0,0,4,6,28,27,Philadelphia Phillies,Los Angeles Dodgers,0,0,0,0,5041,3721,71,61,162,162,Luis Avilan,0.0,0.0,0.0,0.0,7,25,220,220,14,31,0.0,0.0,0.0,0.0,0.191844,0.142129,0.438,0.377,RP,RP,0.4938271604938271,0.6419753086419753,0,0,0,0,2450000,1500000,96774,1500000,2450000,1500000,640.5961,1265.2249,25.31,35.57,169200000,199600000,80,104,0.0625,0.4096,0.25,0.64,2,6,14.71159858252091,11.480133642145237,14.71159858252091
CIN,CIN,No,6.2,6.2,8,7,3481,900,59,30,36,9,6,3,3,2,25,24,Cincinnati Reds,Cincinnati Reds,0,0,0,0,961,225,31,15,162,162,Luis Castillo,0.0625,0.052441,0.25,0.229,10,10,200,200,15,15,0.010403999999999998,0.010000000000000002,0.102,0.1,0.036481,0.008649,0.191,0.093,SP,SP,0.4135802469135802,0.419753086419753,4,1,2,1,555000,535000,555000,295223,555000,535000,3892.5121,0.0,62.39,0.0,10250000,5300000,67,68,2.5921000000000003,6.969600000000001,1.61,2.64,5,5,13.226723392728571,13.226723392728571,13.226723392728571
SD,SD,No,6.2,6.2,8,7,64,2116,8,46,4,25,2,5,3,4,25,24,San Diego Padres,San Diego Padres,0,0,0,0,144,841,12,29,162,162,Luis Perdomo,0.22278399999999998,0.18662399999999998,0.472,0.432,2,2,185,185,5,5,0.0625,0.011881,0.25,0.109,0.005475999999999999,0.032041,0.074,0.179,SP,SP,0.4074074074074074,0.4382716049382716,1,9,1,3,566800,544300,338217,544300,566800,544300,0.0,2399.0404,0.0,48.98,149500000,8250000,66,71,1.2321000000000002,0.0225,-1.11,0.15,0,0,13.247761786798662,12.731442980298043,13.247761786798662
NYY,NYY,No,6.2,6.2,8,7,25,25,5,5,0,1,0,1,2,3,24,23,New York Yankees,New York Yankees,0,0,0,0,1024,961,32,31,162,162,Luis Severino,0.0,0.16000000000000003,0.0,0.4,40,40,215,215,54,53,0.0,0.04000000000000001,0.0,0.2,0.039204,0.036481,0.198,0.191,SP,SP,0.6172839506172839,0.5617283950617284,0,0,0,0,604975,550975,604975,550975,604975,550975,8794.688400000001,9582.4521,93.78,97.89,14000000,102500000,100,91,23.04,28.302400000000002,4.8,5.32,27,27,13.312942413845139,13.312942413845139,13.312942413845139
ATL,ATL,No,6.3,6.3,8,7,4,81,2,9,0,0,0,0,4,5,21,20,Atlanta Braves,Atlanta Braves,0,0,0,0,81,25,9,5,162,162,Luiz Gohara,0.0,0.0,0.0,0.0,18,18,265,265,24,23,0.0,0.0,0.0,0.0,0.0031360000000000003,0.0009609999999999999,0.056,0.031,SP,SP,0.5555555555555556,0.4444444444444444,0,0,0,0,555000,535000,193960,78921,555000,535000,0.0,0.0,0.0,0.0,2900000,34525000,90,72,0.06760000000000001,0.0256,-0.26,0.16,3,3,13.226723392728571,12.175407231219289,13.226723392728571
ATL,ATL,No,6.2,6.2,8,7,1,4,1,2,0,0,0,0,4,5,26,25,Atlanta Braves,Atlanta Braves,0,0,0,0,1225,1849,35,43,162,162,Luke Jackson,0.25,0.0,0.5,0.0,18,18,210,210,24,23,0.0,0.0,0.0,0.0,0.046655999999999996,0.07022500000000001,0.216,0.265,RP,RP,0.5555555555555556,0.4444444444444444,0,0,0,0,545000,535000,372110,412143,545000,535000,0.0,0.0,0.0,0.0,2900000,34525000,90,72,0.028900000000000006,0.09,-0.17,0.3,3,3,13.208541073645382,12.826944788469705,13.208541073645382
TOR,TOR,No,6.3,6.3,8,7,40804,16900,202,130,2500,361,50,19,3,6,27,26,Toronto Blue Jays,Toronto Blue Jays,9,4,3,2,4761,2116,69,46,162,162,Luke Maile,0.48999999999999994,0.165649,0.7,0.407,2,2,225,225,7,7,0.061503999999999996,0.021315999999999998,0.248,0.146,0.181476,0.08065599999999999,0.426,0.284,C,C,0.4506172839506173,0.4691358024691358,729,49,27,7,558400,535000,558400,458911,558400,535000,0.0,0.0,0.0,0.0,17000000,70000000,73,76,0.9603999999999999,0.04000000000000001,0.98,-0.2,2,2,13.2328308304303,13.2328308304303,13.2328308304303
NYY,STL,No,6.3,6.3,8,7,20449,12996,143,114,2116,784,46,28,2,2,27,26,New York Yankees,St. Louis Cardinals,225,16,15,4,2209,3844,47,62,162,162,Luke Voit,1.142761,0.541696,1.069,0.736,40,23,255,255,54,28,0.10368400000000001,0.060516,0.322,0.246,0.0841,0.146689,0.29,0.383,1B,1B,0.6172839506172839,0.5123456790123457,1296,324,36,18,545000,535000,164080,271839,545000,535000,0.0,0.0,0.0,0.0,14000000,113000000,100,83,0.0081,0.1024,0.09,0.32,27,11,13.208541073645382,12.008109392746261,13.208541073645382
STL,STL,No,6.2,6.2,8,7,1444,361,38,19,36,9,6,3,3,2,24,23,St. Louis Cardinals,St. Louis Cardinals,0,0,0,0,1225,225,35,15,162,162,Luke Weaver,0.11356900000000002,0.128164,0.337,0.358,23,23,170,170,28,28,0.024964,0.024964,0.158,0.158,0.046655999999999996,0.008649,0.216,0.093,SP,SP,0.5432098765432098,0.5123456790123457,4,1,2,1,550800,535000,512253,175380,550800,535000,429.73290000000003,0.0,20.73,0.0,28000000,113000000,88,83,1.2100000000000002,0.5776,-1.1,0.76,11,11,13.219127045836636,13.14657392259937,13.219127045836636
SF,SF,No,6.4,6.4,8,7,1936,1156,44,34,49,49,7,7,2,3,28,27,San Francisco Giants,San Francisco Giants,0,9,0,3,484,289,22,17,162,162,Madison Bumgarner,0.142884,0.519841,0.378,0.721,23,23,257,257,26,26,0.025281,0.042435999999999995,0.159,0.206,0.018496000000000002,0.011024999999999998,0.136,0.105,SP,SP,0.4506172839506173,0.3950617283950617,16,25,4,5,12000000,12000000,12000000,12200000,12000000,12200000,4769.283600000001,7289.7444,69.06,85.38,11500000,65250000,73,64,5.7121,8.820900000000002,2.39,2.97,8,8,16.300417207752275,16.300417207752275,16.300417207752275
PHI,PHI,No,6.1,6.1,8,7,187489,330625,433,575,13689,17424,117,132,4,3,25,24,Philadelphia Phillies,Philadelphia Phillies,484,576,22,24,17161,23716,131,154,162,162,Maikel Franco,0.6084,0.4760999999999999,0.78,0.69,7,7,225,225,14,14,0.0729,0.0529,0.27,0.23,0.6544810000000001,0.9044009999999999,0.809,0.951,3B,3B,0.4938271604938271,0.4074074074074074,4624,5776,68,76,2950000,560000,2950000,560000,2950000,560000,1419.7824,707.0281,37.68,26.59,169200000,11750000,80,66,0.16000000000000003,0.0009,0.4,0.03,2,2,14.897315728316002,14.897315728316002,14.897315728316002
LAD,BAL,No,6.3,6.3,8,7,399424,396900,632,630,35344,26569,188,163,2,5,25,24,Los Angeles Dodgers,Baltimore Orioles,1369,1089,37,33,26244,24336,162,156,163,162,Manny Machado,0.819025,0.6115240000000001,0.905,0.782,25,7,218,218,32,14,0.088804,0.067081,0.298,0.259,0.988036,0.9273689999999999,0.994,0.963,3B,3B,0.5644171779141104,0.4629629629629629,11449,9025,107,95,16000000,11500000,6365591,11500000,16000000,11500000,5665.572899999999,3189.9903999999997,75.27,56.48,4000000,55600000,92,75,8.468100000000002,11.696399999999999,2.91,3.42,6,3,16.588099280204055,15.666417637195021,16.588099280204055
MIL,MIL,No,6.0,6.0,8,7,93636,108900,306,330,5929,8464,77,92,5,3,31,30,Milwaukee Brewers,Milwaukee Brewers,81,81,9,9,9604,11449,98,107,163,162,Manuel Pina,0.49280399999999996,0.564001,0.702,0.751,1,1,222,222,5,4,0.063504,0.07784100000000002,0.252,0.279,0.361201,0.43692100000000006,0.601,0.661,C,C,0.588957055214724,0.5308641975308642,784,1849,28,43,560100,538200,560100,538200,560100,538200,1009.3329,2178.0889,31.77,46.67,103750000,7550000,96,86,1.1881000000000002,6.760000000000001,1.09,2.6,0,0,13.235870618197923,13.235870618197923,13.235870618197923
STL,MIA,No,6.1,6.1,8,7,338724,375769,582,613,26569,35721,163,189,3,6,27,26,St. Louis Cardinals,Miami Marlins,529,1369,23,37,22500,25281,150,159,162,162,Marcell Ozuna,0.574564,0.8408890000000001,0.758,0.917,23,2,225,225,28,2,0.07840000000000001,0.094864,0.28,0.308,0.8574760000000001,0.964324,0.926,0.982,LF,CF,0.5432098765432098,0.4753086419753086,7744,15376,88,124,9000000,3500000,9000000,3500000,9000000,3500000,2334.8224,9162.3184,48.32,95.72,28000000,57250000,88,77,8.41,33.5241,2.9,5.79,11,2,16.012735135300492,16.012735135300492,16.012735135300492
TOR,TOR,No,6.0,6.0,8,7,1,16,1,4,0,0,0,0,3,6,34,33,Toronto Blue Jays,Toronto Blue Jays,0,0,0,0,784,1089,28,33,162,162,Marco Estrada,0.0,0.0,0.0,0.0,2,2,180,180,7,7,0.0,0.0,0.0,0.0,0.029928999999999997,0.04161599999999999,0.173,0.204,SP,SP,0.4506172839506173,0.4691358024691358,0,0,0,0,13000000,14000000,13000000,14500000,13000000,14500000,54.316900000000004,856.1476000000001,7.37,29.26,17000000,70000000,73,76,0.39690000000000003,4.8841,0.63,2.21,2,2,16.38045991542581,16.38045991542581,16.38045991542581
SEA,SEA,No,6.1,6.1,8,7,4,4,2,2,0,1,0,1,3,2,26,25,Seattle Mariners,Seattle Mariners,0,0,0,0,841,121,29,11,162,162,Marco Gonzales,0.0,1.0,0.0,1.0,0,0,195,195,4,4,0.0,0.25,0.0,0.5,0.032041,0.0046240000000000005,0.179,0.068,SP,SP,0.5493827160493827,0.4814814814814814,0,0,0,0,550300,535000,550300,169534,550300,535000,5875.222500000001,0.0,76.65,0.0,17750000,11535000,89,78,6.1504,0.0001,2.48,0.01,0,0,13.21821886304785,13.21821886304785,13.21821886304785
OAK,OAK,No,6.0,6.0,8,7,399424,116964,632,342,25921,7225,161,85,3,5,27,26,Oakland Athletics,Oakland Athletics,225,100,15,10,25281,7225,159,85,162,162,Marcus Semien,0.49843599999999993,0.521284,0.706,0.722,15,15,195,195,27,26,0.065025,0.062001,0.255,0.249,0.964324,0.275625,0.982,0.525,SS,SS,0.5987654320987654,0.4629629629629629,4900,1600,70,40,3125000,545000,3125000,545000,3125000,545000,4777.5744,0.0,69.12,0.0,18000000,34500000,97,75,18.232899999999997,1.1881000000000002,4.27,1.09,9,9,14.954944841152638,14.954944841152638,14.954944841152638
TOR,TOR,No,5.7,5.7,8,7,9,49,3,7,1,4,1,2,3,6,27,26,Toronto Blue Jays,Toronto Blue Jays,0,1,0,1,361,1156,19,34,162,162,Marcus Stroman,0.44488900000000003,1.306449,0.667,1.143,2,2,180,180,7,7,0.11088900000000002,0.08179599999999998,0.333,0.286,0.013689000000000002,0.04409999999999999,0.117,0.21,SP,SP,0.4506172839506173,0.4691358024691358,0,1,0,1,6500000,3400000,6500000,3400000,6500000,3400000,514.3824,8820.966400000001,22.68,93.92,17000000,70000000,73,76,0.0361,32.718399999999995,0.19,5.72,2,2,15.687312734865866,15.687312734865866,15.687312734865866
OAK,OAK,No,6.2,6.2,8,7,133225,29929,365,173,8281,1296,91,36,3,5,29,28,Oakland Athletics,Oakland Athletics,289,25,17,5,15129,3249,123,57,162,162,Mark Canha,0.605284,0.41473600000000005,0.778,0.644,15,15,209,209,27,26,0.062001,0.043264,0.249,0.208,0.5760810000000001,0.12390399999999999,0.759,0.352,LF,LF,0.5987654320987654,0.4629629629629629,2704,196,52,14,547500,545000,518144,226328,547500,545000,3028.3009,0.0,55.03,0.0,18000000,34500000,97,75,2.8899999999999997,0.6084,1.7,-0.78,9,9,13.213117740672793,13.158008474886918,13.213117740672793
TOR,PHI,No,6.0,6.0,8,7,9,625,3,25,0,4,0,2,3,3,27,26,Toronto Blue Jays,Philadelphia Phillies,0,0,0,0,400,729,20,27,162,162,Mark Leiter Jr.,0.0,0.0256,0.0,0.16,2,7,210,210,7,14,0.0,0.0064,0.0,0.08,0.015375999999999999,0.027889000000000004,0.124,0.167,RP,SP,0.4506172839506173,0.4074074074074074,0,0,0,0,549500,535000,88620,391682,549500,535000,0.0,416.5681,0.0,20.41,17000000,11750000,73,66,0.24009999999999998,0.016900000000000002,-0.49,-0.13,2,2,13.216764052825813,11.39211284475348,13.216764052825813
WSH,COL,No,6.2,6.2,8,7,42436,270400,206,520,2601,19321,51,139,5,4,34,33,Washington Nationals,Colorado Rockies,169,900,13,30,7396,21904,86,148,162,162,Mark Reynolds,0.6448090000000001,0.7039209999999999,0.803,0.839,1,1,220,220,5,4,0.061503999999999996,0.071289,0.248,0.267,0.281961,0.835396,0.531,0.914,3B,3B,0.5061728395061729,0.5370370370370371,1600,9409,40,97,1000000,1500000,763441,1500000,1000000,1500000,0.0,4637.61,0.0,68.1,23300000,97250000,82,87,0.0961,0.7921,-0.31,0.89,0,0,13.815510557964274,13.545591124950908,13.815510557964274
BAL,BAL,Si,6.4,6.4,8,7,108900,312481,330,559,7396,17424,86,132,2,5,32,31,Baltimore Orioles,Baltimore Orioles,289,529,17,23,8100,21316,90,146,162,162,Mark Trumbo,0.583696,0.47472099999999995,0.764,0.689,7,7,225,225,14,14,0.068121,0.055695999999999996,0.261,0.236,0.3091360000000001,0.811801,0.556,0.901,DH,DH,0.2901234567901234,0.4629629629629629,1936,4225,44,65,12500000,11500000,11000000,10000000,12500000,11500000,0.0,90.6304,0.0,9.52,73000000,55600000,47,75,0.1024,0.2916,0.32,-0.54,3,3,16.34123920227253,16.213405830762646,16.34123920227253
HOU,LAA,No,6.0,6.0,8,7,139129,184041,373,429,7056,9025,84,95,2,4,31,30,Houston Astros,Los Angeles Angels,81,196,9,14,14161,19044,119,138,162,162,Martin Maldonado,0.393129,0.41602500000000003,0.627,0.645,2,1,230,230,12,10,0.050625,0.048841,0.225,0.221,0.540225,0.725904,0.735,0.852,C,C,0.6358024691358025,0.4938271604938271,1936,1444,44,38,3900000,1725000,1383888,1725000,3900000,1725000,137.12410000000003,345.96000000000004,11.71,18.6,23500000,24750000,103,80,0.1369,2.7889,0.37,1.67,1,1,15.176487111099874,14.140407487029668,15.176487111099874
TEX,TEX,No,6.0,6.0,8,7,9,36,3,6,0,0,0,0,4,4,27,26,Texas Rangers,Texas Rangers,0,0,0,0,484,1024,22,32,162,162,Martin Perez,0.0,0.0,0.0,0.0,2,2,200,200,8,8,0.0,0.0,0.0,0.0,0.018496000000000002,0.039204,0.136,0.198,SP,SP,0.4135802469135802,0.4814814814814814,0,0,0,0,6000000,4400000,6000000,4650000,6000000,4650000,11.1556,2711.2849,3.34,52.07,35000000,36000000,67,78,0.7395999999999999,3.5721,-0.86,1.89,0,0,15.60727002719233,15.60727002719233,15.60727002719233
MIA,MIA,No,6.0,6.0,8,7,38809,19600,197,140,2304,1225,48,35,1,6,34,33,Miami Marlins,Miami Marlins,1,4,1,2,2916,1369,54,37,161,162,Martin Prado,0.35046399999999994,0.404496,0.592,0.636,2,2,215,215,2,2,0.059536,0.0625,0.244,0.25,0.11222500000000002,0.051984,0.335,0.228,3B,3B,0.391304347826087,0.4753086419753086,324,144,18,12,13500000,11500000,13500000,11500000,13500000,11500000,0.0,0.0,0.0,0.0,3250000,57250000,63,77,0.11560000000000002,0.016900000000000002,0.34,0.13,2,2,16.41820024340866,16.41820024340866,16.41820024340866
HOU,HOU,No,6.1,6.1,8,7,239121,207025,489,455,14641,19044,121,138,2,3,29,28,Houston Astros,Houston Astros,256,529,16,23,21025,17956,145,134,162,162,Marwin Gonzalez,0.537289,0.8226490000000001,0.733,0.907,2,2,205,205,12,11,0.061009,0.091809,0.247,0.303,0.801025,0.6839289999999999,0.895,0.827,LF,LF,0.6358024691358025,0.6234567901234568,4624,8100,68,90,5125000,3725000,5125000,3725000,5125000,3725000,2369.7424,8118.009999999999,48.68,90.1,23500000,82000000,103,101,6.100900000000001,18.576099999999997,2.47,4.31,1,1,15.449641082988746,15.449641082988746,15.449641082988746
NYY,NYY,No,0.0,0.0,8,7,36,4,6,2,0,0,0,0,2,3,29,28,New York Yankees,New York Yankees,0,0,0,0,729,900,27,30,162,162,Masahiro Tanaka,0.0,0.0,0.0,0.0,40,40,215,215,54,53,0.0,0.0,0.0,0.0,0.027889000000000004,0.034225,0.167,0.185,SP,SP,0.6172839506172839,0.5617283950617284,0,0,0,0,22000000,22000000,22000000,22000000,22000000,22000000,1683.4609,342.25,41.03,18.5,14000000,102500000,100,91,8.526399999999999,1.2321000000000002,2.92,1.11,27,27,16.90655301132259,16.90655301132259,16.90655301132259
STL,ATL,Si,6.3,6.3,8,7,93636,114921,306,339,5329,8649,73,93,3,5,29,28,St. Louis Cardinals,Atlanta Braves,441,400,21,20,14641,17161,121,131,162,162,Matt Adams,0.617796,0.7072809999999999,0.786,0.841,23,18,245,245,28,23,0.057121,0.07507600000000002,0.239,0.274,0.558009,0.6544810000000001,0.747,0.809,1B,1B,0.5432098765432098,0.4444444444444444,3249,4225,57,65,4000000,2800000,881705,2065573,4000000,2800000,1246.7961000000003,1596.0025000000003,35.31,39.95,28000000,34525000,88,72,1.8769000000000002,0.17639999999999997,1.37,0.42,11,3,15.201804919084164,13.689612811922144,15.201804919084164
DET,DET,No,6.3,6.3,8,7,4,9,2,3,0,1,0,1,3,1,27,26,Detroit Tigers,Detroit Tigers,0,0,0,0,961,676,31,26,162,162,Matt Boyd,0.0,0.44488900000000003,0.0,0.667,11,11,234,234,16,16,0.0,0.11088900000000002,0.0,0.333,0.036481,0.025921000000000003,0.191,0.161,SP,SP,0.3950617283950617,0.3950617283950617,0,0,0,0,562000,544200,562000,416360,562000,544200,3834.0864,1180.6096,61.92,34.36,11750000,2000000,64,64,4.2848999999999995,1.9043999999999996,2.07,1.38,4,4,13.239257128875828,13.239257128875828,13.239257128875828
STL,STL,No,6.4,6.4,8,7,318096,247009,564,497,21025,14400,145,120,3,2,32,31,St. Louis Cardinals,St. Louis Cardinals,1296,529,36,23,24336,21025,156,145,162,162,Matt Carpenter,0.804609,0.697225,0.897,0.835,23,23,210,210,28,28,0.066049,0.058080999999999994,0.257,0.241,0.9273689999999999,0.801025,0.963,0.895,1B,3B,0.5432098765432098,0.5123456790123457,6561,4761,81,69,13500000,9750000,13750000,10000000,13750000,10000000,8708.622399999998,5431.6900000000005,93.32,73.7,28000000,113000000,88,83,19.1844,7.6729,4.38,2.77,11,11,16.41820024340866,16.436549382076855,16.436549382076855
OAK,OAK,No,6.0,6.0,8,7,299209,84100,547,290,23104,4624,152,68,3,5,25,24,Oakland Athletics,Oakland Athletics,576,196,24,14,21025,7056,145,84,162,162,Matt Chapman,0.7464959999999999,0.616225,0.864,0.785,15,15,220,220,27,26,0.07728400000000002,0.055224999999999996,0.278,0.235,0.801025,0.269361,0.895,0.519,3B,3B,0.5987654320987654,0.4629629629629629,4624,1600,68,40,547500,535000,547500,318607,547500,535000,9678.624399999999,0.0,98.38,0.0,18000000,34500000,97,75,57.4564,10.3041,7.58,3.21,9,9,13.213117740672793,13.213117740672793,13.213117740672793
CHW,CHW,No,6.3,6.3,8,7,188356,171396,434,414,9801,8281,99,91,2,1,27,26,Chicago White Sox,Chicago White Sox,400,676,20,26,16384,13924,128,118,162,162,Matt Davidson,0.544644,0.505521,0.738,0.711,6,6,230,230,9,9,0.051984,0.0484,0.228,0.22,0.6241000000000001,0.529984,0.79,0.728,DH,DH,0.382716049382716,0.4135802469135802,3844,4624,62,68,570000,537000,570000,537000,570000,537000,2561.3721,591.9488999999999,50.61,24.33,19750000,6000000,62,67,0.36,0.5929,0.6,-0.77,3,3,13.253391639810733,13.253391639810733,13.253391639810733
WSH,WSH,No,6.4,6.4,8,7,9,25,3,5,1,0,1,0,5,4,29,28,Washington Nationals,Washington Nationals,0,0,0,0,3136,1600,56,40,162,163,Matt Grace,0.44488900000000003,0.0,0.667,0.0,1,1,215,215,5,5,0.11088900000000002,0.0,0.333,0.0,0.11971599999999999,0.061009,0.346,0.247,RP,RP,0.5061728395061729,0.5950920245398773,0,0,0,0,557000,535000,557000,377067,557000,535000,4721.064099999999,0.0,68.71,0.0,23300000,10400000,82,97,1.6384,0.16000000000000003,1.28,0.4,0,0,13.230320518909421,13.230320518909421,13.230320518909421
CIN,NYM,No,6.4,6.4,8,7,2809,1156,53,34,16,4,4,2,3,2,29,28,Cincinnati Reds,New York Mets,0,0,0,0,1024,361,32,19,162,162,Matt Harvey,0.034225,0.021025,0.185,0.145,10,5,220,220,15,9,0.005776,0.0034809999999999997,0.076,0.059,0.039204,0.013689000000000002,0.198,0.117,SP,SP,0.4135802469135802,0.4320987654320987,1,1,1,1,5625000,5125000,0,5125000,5625000,5125000,470.0224,40.96000000000001,21.68,6.4,10250000,116500000,67,70,0.16000000000000003,0.8464,-0.4,-0.92,5,2,15.542731506054757,-inf,15.542731506054757
COL,NYY,No,6.4,6.4,8,7,2809,139129,53,373,225,7396,15,86,5,3,38,37,Colorado Rockies,New York Yankees,4,361,2,19,625,11025,25,105,163,162,Matt Holliday,0.7208009999999999,0.559504,0.849,0.748,1,40,250,250,5,53,0.08008899999999998,0.053361000000000006,0.283,0.231,0.023409,0.419904,0.153,0.648,OF,DH,0.558282208588957,0.5617283950617284,9,4096,3,64,545000,13000000,114270,13000000,545000,13000000,0.0,443.52359999999993,0.0,21.06,122500000,102500000,91,91,0.016900000000000002,0.0004,0.13,-0.02,0,27,13.208541073645382,11.646319348140759,13.208541073645382
