Acronimo_t,Acronimo_t_1,Altura_t,Altura_t_1,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_inicio_de_contrato_t,Anio_inicio_de_contrato_t_1,Anio,Anios_de_contrato_t,Anios_de_contrato_t_1,At_bats_2_t,At_bats_2_t_1,At_bats_t,At_bats_t_1,Bateos_2_t,Bateos_2_t_1,Bateos_t,Bateos_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Edad_t_1,Equipo_anterior,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Home_runs_2_t,Home_runs_2_t_1,Home_runs_t,Home_runs_t_1,Juegos_2_t,Juegos_2_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,OPS_2_t,OPS_2_t_1,OPS_t,OPS_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Porcentaje_bateo_2_t,Porcentaje_bateo_2_t_1,Porcentaje_bateo_t,Porcentaje_bateo_t_1,Porcetnaje_juegos_2_t,Porcetnaje_juegos_2_t_1,Porcetnaje_juegos_t,Porcetnaje_juegos_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,RBI_2_t,RBI_2_t_1,RBI_t,RBI_t_1,Status,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Valor_promedio_contrato,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WS_ganadas_t,WS_ganadas_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t
WSH,WSH,6.2,6.2,2022,2022,2020,2014,2020,2,6,11881,98596,109,314,961,4900,31,70,0,83333,10,7,1,1,32,26,32,31,WSH,Washington Nationals,Washington Nationals,Washington DC,25242053,23760572,16,144,4,12,900,9604,30,98,62,162,Yan Gomes,0.6193690000000001,0.49561599999999995,0.787,0.704,1,1,215,215,6,6,0.08065599999999999,0.049729,0.284,0.223,0.25,0.366025,0.5,0.605,C,C,0.4193548387096774,0.5740740740740741,169,1849,13,43,UFA,1481481,7083333,4000000,7000000,4000000,7083333,0.0,909.0224999999999,0.0,30.15,10000000,316750000,184550000,10000000,23000000,5000000,26,93,0.4096,1.5625,0.64,1.25,1,1,14.208552821073829,15.201804919084164,15.201804919084164
HOU,HOU,6.0,6.0,2022,2020,2020,2019,2020,2,1,18225,110889,135,333,841,5041,29,71,0,0,3,3,2,2,33,32,33,32,HOU,Houston Astros,Houston Astros,Texas,12960356,11664060,36,144,6,12,2209,11236,47,106,60,161,Martin Maldonado,0.5285289999999999,0.45024100000000006,0.727,0.671,3,3,230,230,14,13,0.046224999999999995,0.045369,0.215,0.213,0.613089,0.42771600000000004,0.783,0.654,C,C,0.4833333333333333,0.6583850931677019,576,729,24,27,UFA,1296296,806452,3500000,2500000,3500000,2500000,2806.8803999999996,506.25,52.98,22.5,7000000,15650000,42250000,7000000,2500000,3500000,29,106,0.5328999999999999,1.2100000000000002,0.73,1.1,1,1,14.075021524877904,15.068273526459642,15.068273526459642
SD,MIN,6.3,6.3,2021,2020,2020,2017,2020,1,3,6400,56169,80,237,225,3025,15,55,0,0,2,4,5,1,32,29,33,32,MIN,San Diego Padres,Minnesota Twins,California,42984755,39651422,4,169,2,13,729,6400,27,80,61,162,Jason Castro,0.44622400000000007,0.5882890000000001,0.668,0.767,2,6,215,215,6,16,0.035344,0.053824000000000004,0.188,0.232,0.2025,0.244036,0.45,0.494,C,C,0.6229508196721312,0.6234567901234568,81,900,9,30,UFA,1098114,8000000,6850000,8000000,6850000,8000000,0.0,0.0,0.0,0.0,6850000,43000000,46800000,6850000,24500000,6850000,38,101,0.0004,0.5184,-0.02,0.72,0,3,13.90910472079877,15.739759210238407,15.739759210238407
NYM,HOU,6.1,6.1,2022,2020,2020,2019,2020,1,1,5476,133956,74,366,144,7569,12,87,0,0,5,3,2,2,35,34,36,35,HOU,New York Mets,Houston Astros,New York,16443353,13313724,1,289,1,17,676,12996,26,114,60,161,Robinson Chirinos,0.225625,0.6241000000000001,0.475,0.79,5,3,220,220,9,13,0.026244,0.05664399999999999,0.162,0.238,0.187489,0.49561599999999995,0.433,0.704,C,C,0.4333333333333333,0.6583850931677019,49,3364,7,58,UFA,889994,5750000,5750000,5750000,5750000,5750000,0.0,4363.9236,0.0,66.06,6750000,26300000,42250000,6750000,5750000,6750000,26,106,0.4096,14.822500000000002,-0.64,3.85,2,1,13.698970000112565,15.564710412773533,15.564710412773533
WSH,WSH,0.0,0.0,2022,2020,2020,2018,2020,1,2,8281,111556,91,334,625,13225,25,115,0,0,10,7,1,1,36,34,36,35,WSH,Washington Nationals,Washington Nationals,Washington DC,76051481,72320000,4,289,2,17,625,14884,25,122,62,162,Howie Kendrick,0.49702499999999994,0.933156,0.705,0.966,1,1,220,220,6,6,0.07562500000000001,0.11833599999999998,0.275,0.344,0.173889,0.567009,0.417,0.753,2B,LF,0.4193548387096774,0.5740740740740741,196,3844,14,62,UFA,1481481,4000000,4000000,4000000,4000000,4000000,0.0,6160.6801,0.0,78.49,6250000,316750000,184550000,6250000,7000000,6250000,26,93,0.09,6.969600000000001,-0.3,2.64,1,1,14.208552821073829,15.201804919084164,15.201804919084164
SF,ARI,6.3,6.3,0,2021,2020,2019,2020,2,1,39204,70225,198,265,2809,7056,53,84,0,0,3,4,5,1,28,27,28,27,ARI,San Francisco Giants,Arizona Diamondbacks,California,13225803,12114692,144,81,12,9,3025,7921,55,89,60,162,Wilmer Flores,0.6889,0.719104,0.83,0.848,23,1,205,205,26,6,0.07182400000000001,0.10048900000000001,0.268,0.317,0.8408890000000001,0.30140100000000003,0.917,0.549,2B,2B,0.4833333333333333,0.5246913580246914,1024,1369,32,37,UFA,1111111,3750000,3000000,3750000,3000000,3750000,5496.7396,0.0,74.14,0.0,6250000,18250000,11600000,6250000,4250000,3125000,29,85,1.5876000000000001,0.39690000000000003,1.26,0.63,8,1,13.920870973622096,14.914122846632385,14.914122846632385
DET,MIN,6.1,6.1,2021,2020,2020,2019,2020,1,1,26244,187489,162,433,2025,12321,45,111,0,0,5,4,1,1,28,27,28,27,MIN,Detroit Tigers,Minnesota Twins,Michigan,23437231,21177972,64,529,8,23,1936,14884,44,122,57,162,Jonathan Schoop,0.6384010000000001,0.6037290000000001,0.799,0.777,11,6,225,225,16,16,0.07728400000000002,0.065536,0.278,0.256,0.5760810000000001,0.567009,0.759,0.753,2B,2B,0.4035087719298245,0.6234567901234568,529,3481,23,59,UFA,2259259,7500000,6100000,7500000,6100000,7500000,3783.4800999999998,1401.7535999999998,61.51,37.44,6100000,19350000,46800000,6100000,7500000,6100000,23,101,0.9216,2.6569,0.96,1.63,4,3,14.630547441379152,15.623799329143539,15.623799329143539
DET,MIN,6.4,6.4,2021,0,2020,2019,2020,1,1,1764,209764,42,458,64,13456,8,116,0,0,5,4,1,1,29,28,30,29,MIN,Detroit Tigers,Minnesota Twins,Michigan,12694674,10435415,16,625,4,25,169,15625,13,125,57,162,C.J. Cron,0.7992360000000001,0.6084,0.894,0.78,11,6,235,235,16,16,0.036481,0.064009,0.191,0.253,0.050176000000000005,0.5959840000000001,0.224,0.772,1B,1B,0.4035087719298245,0.6234567901234568,64,6084,8,78,UFA,2259259,4800000,6100000,4800000,6100000,4800000,0.0,2002.5625,0.0,44.75,6100000,19350000,46800000,6100000,4800000,6100000,23,101,0.1024,1.9599999999999997,0.32,1.4,4,3,14.630547441379152,15.623799329143539,15.623799329143539
NYM,NYM,6.3,6.3,2022,2020,2020,2018,2020,1,2,24649,199809,157,447,1369,12544,37,112,0,0,5,6,2,2,33,31,34,33,NYM,New York Mets,New York Mets,New York,46642796,43846500,16,441,4,21,2025,17689,45,133,60,161,Todd Frazier,0.46785600000000005,0.5959840000000001,0.684,0.772,5,5,220,220,9,9,0.055695999999999996,0.063001,0.236,0.251,0.5625,0.6740409999999999,0.75,0.821,3B,3B,0.4333333333333333,0.5279503105590062,144,4489,12,67,UFA,541744,9000000,3500000,9000000,3500000,9000000,588.5476000000001,1525.6836,24.26,39.06,5000000,26300000,79000000,5000000,17000000,5000000,26,85,0.0841,4.536899999999999,0.29,2.13,2,2,13.202548844118077,15.068273526459642,15.068273526459642
DET,NYY,6.1,6.1,2021,2020,2020,2019,2020,1,1,16900,51984,130,228,961,4096,31,64,0,0,5,5,1,2,31,30,31,30,NYY,Detroit Tigers,New York Yankees,Michigan,7890065,6353028,4,64,2,8,1369,5329,37,73,57,162,Austin Romine,0.33872399999999997,0.559504,0.582,0.748,11,40,220,220,16,55,0.057121,0.07896100000000002,0.239,0.281,0.407044,0.203401,0.638,0.451,C,C,0.4035087719298245,0.6358024691358025,289,1225,17,35,UFA,1537037,1800000,4150000,1800000,4150000,1800000,85.00840000000001,0.0,9.22,0.0,4150000,19350000,124555000,4150000,1800000,4150000,23,103,0.1369,0.7921,-0.37,0.89,4,27,14.245367095100212,15.238618892206881,15.238618892206881
TOR,MIL,6.4,6.4,2022,2020,2020,2019,2020,1,1,26569,52900,163,230,1521,1296,39,36,0,0,3,5,1,1,29,28,30,29,MIL,Toronto Blue Jays,Milwaukee Brewers,Toronto,8292551,6653070,36,49,6,7,2500,7396,50,86,61,161,Travis Shaw,0.5140889999999999,0.30360100000000007,0.717,0.551,2,1,230,230,8,6,0.057121,0.024649,0.239,0.157,0.693889,0.281961,0.833,0.531,1B,3B,0.5245901639344263,0.5527950310559007,289,256,17,16,UFA,1639481,4675000,4000000,4675000,4158000,4675000,813.9609,0.0,28.53,0.0,4000000,108000000,31900000,4000000,4675000,4000000,32,89,0.0009,0.7224999999999999,0.03,-0.85,2,0,14.309890286300634,15.201804919084164,15.240544747400095
KC,KC,6.1,6.1,2021,2020,2020,2016,2020,1,4,26569,309136,163,556,1156,21904,34,148,0,0,3,5,2,2,35,31,36,35,KC,Kansas City Royals,Kansas City Royals,Missouri,121149481,119668000,16,169,4,13,2500,22500,50,150,59,162,Alex Gordon,0.367236,0.549081,0.606,0.741,4,4,225,225,9,9,0.043681,0.07075600000000001,0.209,0.266,0.693889,0.8574760000000001,0.833,0.926,LF,LF,0.423728813559322,0.3580246913580246,121,5776,11,76,UFA,1481481,20000000,4000000,20000000,4000000,20000000,202.7776,342.99039999999997,14.24,18.52,4000000,7550000,15700000,4000000,72000000,4000000,25,58,0.010000000000000002,1.8225000000000002,-0.1,1.35,2,2,14.208552821073829,15.201804919084164,15.201804919084164
WSH,MIL,6.0,6.0,2022,2021,2020,2017,2020,1,3,15129,156816,123,396,625,9604,25,98,0,0,10,5,1,1,33,30,33,32,MIL,Washington Nationals,Milwaukee Brewers,Washington DC,19552420,17441309,9,625,3,25,1681,22201,41,149,62,161,Eric Thames,0.380689,0.724201,0.617,0.851,1,1,210,210,6,6,0.041209,0.061503999999999996,0.203,0.248,0.4664890000000001,0.8464,0.683,0.92,1B,1B,0.4193548387096774,0.5527950310559007,144,3721,12,61,UFA,1111111,6000000,3000000,6000000,3000000,6000000,134.0964,2751.0025000000005,11.58,52.45,4000000,316750000,31900000,4000000,16000000,4000000,26,89,0.34809999999999997,2.4649,-0.59,1.57,1,0,13.920870973622096,14.914122846632385,14.914122846632385
SD,BOS,6.3,6.3,2022,2020,2020,2018,2020,1,2,18496,88804,136,298,1296,5625,36,75,0,0,2,1,5,1,34,32,34,33,BOS,San Diego Padres,Boston Red Sox,California,33105726,31679800,100,361,10,19,1764,8281,42,91,61,161,Mitch Moreland,0.7992360000000001,0.697225,0.894,0.835,2,14,245,245,6,24,0.07022500000000001,0.063504,0.265,0.252,0.48999999999999994,0.31584400000000007,0.7,0.562,1B,1B,0.6229508196721312,0.515527950310559,841,3364,29,58,UFA,400780,6500000,2500000,6500000,2500000,6500000,6968.910400000001,0.0,83.48,0.0,3000000,43000000,68000000,3000000,13000000,3000000,38,83,1.3688999999999998,1.5625,1.17,1.25,0,9,12.901167927308135,14.73180128983843,14.73180128983843
ARI,SF,6.0,6.0,2022,2020,2020,2019,2020,1,1,5184,65025,72,255,144,4489,12,67,0,0,4,2,1,5,35,34,35,34,SF,Arizona Diamondbacks,San Francisco Giants,Arizona,9462499,8536573,1,100,1,10,676,9801,26,99,60,161,Stephen Vogt,0.275625,0.6464160000000001,0.525,0.804,1,23,225,225,6,26,0.027889000000000004,0.06916900000000001,0.167,0.263,0.187489,0.37332099999999996,0.433,0.611,C,C,0.4166666666666667,0.4782608695652174,49,1600,7,40,UFA,925926,453568,2500000,555000,2500000,555000,0.0,1681.0,0.0,41.0,3000000,24650000,8500000,3000000,555000,3000000,25,77,0.0121,1.44,-0.11,1.2,1,8,13.738549596828143,14.73180128983843,14.73180128983843
KC,PHI,6.1,6.1,2021,2022,2020,2019,2020,1,1,49729,151321,223,389,3844,8281,62,91,0,0,3,4,2,2,27,26,27,26,PHI,Kansas City Royals,Philadelphia Phillies,Missouri,11203890,9721297,64,289,8,17,3600,15129,60,123,59,162,Maikel Franco,0.605284,0.49702499999999994,0.778,0.705,4,7,225,225,9,14,0.07728400000000002,0.054756000000000006,0.278,0.234,1.0,0.5760810000000001,1.0,0.759,3B,3B,0.423728813559322,0.5,1444,3136,38,56,UFA,1482593,5200000,2950000,5200000,3340000,5200000,3977.8249,192.09959999999998,63.07,13.86,2950000,7550000,403000000,2950000,5200000,2950000,25,81,1.0816000000000001,0.0576,1.04,-0.24,2,2,14.209303139758294,14.897315728316002,15.021481364952884
WSH,WSH,6.0,6.0,2021,2020,2020,2019,2020,1,1,36100,199809,190,447,2116,13456,46,116,0,0,10,7,1,1,34,33,34,33,WSH,Washington Nationals,Washington Nationals,Washington DC,64665258,63554332,64,324,8,18,2704,17424,52,132,62,162,Asdrubal Cabrera,0.567009,0.613089,0.753,0.783,1,1,235,235,6,6,0.058564,0.06760000000000001,0.242,0.26,0.7516889999999999,0.664225,0.867,0.815,3B,2B,0.4193548387096774,0.5740740740740741,961,8281,31,91,UFA,1110926,164120,2500000,555000,2685000,555000,2192.1124,2753.1009,46.82,52.47,2500000,316750000,184550000,2500000,555000,2500000,26,93,0.0256,0.0529,0.16,-0.23,1,1,13.92070445974278,14.73180128983843,14.803191285925102
MIA,ATL,0.0,0.0,2021,2020,2020,2019,2020,1,1,2809,19881,53,141,169,900,13,30,0,0,6,6,2,1,33,32,34,33,ATL,Miami Marlins,Atlanta Braves,Florida,39399899,38659158,9,9,3,3,256,2304,16,48,60,161,Francisco Cervelli,0.6528640000000001,0.42120100000000005,0.808,0.649,2,18,210,210,3,25,0.060024999999999995,0.045369,0.245,0.213,0.071289,0.08761599999999999,0.267,0.296,C,C,0.5166666666666667,0.6024844720496895,49,144,7,12,UFA,740741,110408,2000000,555000,2000000,555000,0.0,0.0,0.0,0.0,2000000,25350000,52210000,2000000,555000,2000000,31,97,0.5929,0.004900000000000001,0.77,-0.07,2,3,13.515406315513875,14.508657738524219,14.508657738524219
CHW,ARI,5.9,5.9,2021,2020,2020,2018,2020,1,2,3721,160000,61,400,121,8464,11,92,0,250000,5,4,2,1,35,33,35,34,ARI,Chicago White Sox,Arizona Diamondbacks,Illinois,16179366,15438625,0,49,0,7,1024,16900,32,130,60,162,Jarrod Dyson,0.168921,0.400689,0.411,0.633,6,1,165,165,10,6,0.0324,0.0529,0.18,0.23,0.28408900000000004,0.6448090000000001,0.533,0.803,CF,CF,0.5833333333333334,0.5246913580246914,25,729,5,27,UFA,342736,4000000,2000000,3500000,2000000,4000000,0.0,836.3664000000001,0.0,28.92,2000000,151500000,11600000,2000000,7500000,2000000,35,85,0.3721,2.1025,-0.61,1.45,3,1,12.744715750492597,14.508657738524219,14.508657738524219
STL,STL,0.0,0.0,2021,2020,2020,2019,2020,1,1,1225,28224,35,168,49,1296,7,36,0,0,2,1,2,2,33,32,34,33,STL,St. Louis Cardinals,St. Louis Cardinals,Missouri,57174958,56434217,0,121,0,11,361,4489,19,67,58,162,Matt Wieters,0.279841,0.49280399999999996,0.529,0.702,23,23,235,235,30,29,0.04000000000000001,0.045795999999999996,0.2,0.214,0.10758400000000001,0.171396,0.328,0.414,C,C,0.5172413793103449,0.5617283950617284,16,729,4,27,UFA,740741,1500000,2000000,1500000,2000000,1500000,0.0,0.0,0.0,0.0,2000000,7000000,25000000,2000000,1500000,2000000,30,91,0.0016,0.2116,-0.04,0.46,11,11,13.515406315513875,14.508657738524219,14.508657738524219
