Acronimo_t,Acronimo_t_1,Altura_t,Altura_t_1,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_inicio_de_contrato_t,Anio_inicio_de_contrato_t_1,Anio,Anios_de_contrato_t,Anios_de_contrato_t_1,At_bats_2_t,At_bats_2_t_1,At_bats_t,At_bats_t_1,Bateos_2_t,Bateos_2_t_1,Bateos_t,Bateos_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Edad_t_1,Equipo_anterior,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Home_runs_2_t,Home_runs_2_t_1,Home_runs_t,Home_runs_t_1,Juegos_2_t,Juegos_2_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,OPS_2_t,OPS_2_t_1,OPS_t,OPS_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Porcentaje_bateo_2_t,Porcentaje_bateo_2_t_1,Porcentaje_bateo_t,Porcentaje_bateo_t_1,Porcetnaje_juegos_2_t,Porcetnaje_juegos_2_t_1,Porcetnaje_juegos_t,Porcetnaje_juegos_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,RBI_2_t,RBI_2_t_1,RBI_t,RBI_t_1,Status,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Valor_promedio_contrato,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WS_ganadas_t,WS_ganadas_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t
TOR,TOR,6.0,6.0,2018,2017,2017,2011,2017,1,5,344569,178929,587,423,14400,9801,120,99,0,0,6,13,1,1,36,30,36,35,TOR,Toronto Blue Jays,Toronto Blue Jays,Toronto,104040500,86040500,529,484,23,22,24649,13456,157,116,162,161,Jose Bautista,0.45832900000000004,0.6674889999999999,0.677,0.817,2,2,205,205,7,7,0.04161599999999999,0.054756000000000006,0.204,0.234,0.9389609999999999,0.512656,0.969,0.716,RF,RF,0.4691358024691358,0.546583850931677,4225,4761,65,69,UFA,18000000,14000000,18000000,14000000,18000000,14000000,24.900100000000002,3462.1456000000003,4.99,58.84,18500000,70000000,65800000,18500000,65000000,18500000,76,88,1.0,1.44,-1.0,1.2,2,2,16.70588231586044,16.70588231586044,16.70588231586044
KC,CHC,6.6,6.6,2020,2017,2017,2015,2017,2,2,64,4225,8,65,0,256,0,16,0,0,4,15,2,2,34,32,34,33,CHC,Kansas City Royals,Chicago Cubs,Missouri,49306500,44306500,0,0,0,0,1024,1225,32,35,162,160,Jason Hammel,0.0,0.30250000000000005,0.0,0.55,4,17,225,225,9,18,0.0,0.060516,0.0,0.246,0.039204,0.046655999999999996,0.198,0.216,SP,SP,0.4938271604938271,0.6375,0,49,0,7,UFA,5000000,9000000,5000000,9000000,5000000,9000000,1036.1961,2226.8961,32.19,47.19,16000000,43800000,291277500,16000000,20000000,8000000,80,102,1.9880999999999998,1.7956000000000003,1.41,1.34,2,3,15.424948470398375,15.424948470398375,15.424948470398375
HOU,TEX,6.1,6.1,2018,2017,2017,2014,2017,1,3,218089,304704,467,552,11664,26569,108,163,0,0,3,10,2,2,39,36,40,39,TEX,Houston Astros,Texas Rangers,Texas,245732138,226589281,196,841,14,29,16641,22801,129,151,162,161,Carlos Beltran,0.44355600000000006,0.7224999999999999,0.666,0.85,2,2,213,213,11,8,0.053361000000000006,0.08702499999999999,0.231,0.295,0.6336160000000001,0.8686240000000001,0.796,0.932,DH,DH,0.6234567901234568,0.5900621118012422,2601,8649,51,93,UFA,16000000,2500000,16000000,15000000,16000000,15000000,17.222500000000004,2031.3049,4.15,45.07,16000000,82000000,20165000,16000000,45000000,16000000,101,95,0.6241000000000001,3.7636,-0.79,1.94,1,0,16.588099280204055,16.588099280204055,16.588099280204055
HOU,PHI,6.5,6.5,2019,2017,2017,2014,2017,2,3,9,36,3,6,0,1,0,1,0,0,3,6,2,2,33,30,33,32,PHI,Houston Astros,Philadelphia Phillies,Texas,36223008,26348008,0,0,0,0,625,16,25,4,162,161,Charlie Morton,0.0,0.11088900000000002,0.0,0.333,2,7,215,215,11,14,0.0,0.027889000000000004,0.0,0.167,0.023716,0.0006250000000000001,0.154,0.025,SP,SP,0.6234567901234568,0.4347826086956521,0,0,0,0,UFA,8875000,8000000,7000000,8000000,8875000,8000000,5173.924900000001,0.0,71.93,0.0,14000000,82000000,8750000,14000000,21000000,7000000,101,70,3.3124000000000002,0.0961,1.82,0.31,1,2,15.998748893325754,15.761420707019587,15.998748893325754
NYY,STL,6.4,6.4,2018,2017,2017,2010,2017,1,7,139129,145924,373,382,7396,8836,86,94,0,0,3,5,2,2,36,29,37,36,STL,New York Yankees,St. Louis Cardinals,New York,163533500,150533500,361,400,19,20,11025,12100,105,110,162,161,Matt Holliday,0.559504,0.6115240000000001,0.748,0.782,40,23,250,250,53,28,0.053361000000000006,0.060516,0.231,0.246,0.419904,0.4610410000000001,0.648,0.679,DH,DH,0.5617283950617284,0.5279503105590062,4096,3844,64,62,UFA,13000000,17000000,13000000,17000000,13000000,17000000,443.52359999999993,418.2025,21.06,20.45,13000000,102500000,94000000,13000000,120000000,13000000,91,85,0.0004,0.1024,-0.02,0.32,27,11,16.38045991542581,16.38045991542581,16.38045991542581
TB,WSH,6.1,6.1,2019,2017,2017,2016,2017,2,1,43264,232324,208,482,2916,21904,54,148,0,0,5,11,2,1,29,28,29,28,WSH,Tampa Bay Rays,Washington Nationals,Florida,16829500,12829500,121,484,11,22,4096,17161,64,131,162,161,Wilson Ramos,0.543169,0.7224999999999999,0.737,0.85,1,1,245,245,4,4,0.06760000000000001,0.094249,0.26,0.307,0.15602500000000002,0.6544810000000001,0.395,0.809,C,C,0.4938271604938271,0.5838509316770186,1225,6400,35,80,UFA,4000000,5350000,4000000,5350000,4000000,5350000,0.0,5542.802500000001,0.0,74.45,12500000,21700000,68750000,12500000,5350000,6250000,80,94,0.0081,10.497600000000002,0.09,3.24,0,0,15.201804919084164,15.201804919084164,15.201804919084164
KC,STL,6.1,6.1,2020,2017,2017,2016,2017,2,1,131044,170569,362,413,5625,8649,75,93,0,0,4,5,2,2,33,32,33,32,STL,Kansas City Royals,St. Louis Cardinals,Missouri,27170500,23420500,484,784,22,28,13924,16384,118,128,162,161,Brandon Moss,0.49984899999999993,0.617796,0.707,0.786,4,23,210,210,9,28,0.042849,0.050625,0.207,0.225,0.529984,0.6241000000000001,0.728,0.79,DH,DH,0.4938271604938271,0.5279503105590062,2500,4489,50,67,UFA,3750000,8250000,3750000,8250000,3750000,8250000,189.33759999999998,1821.5824,13.76,42.68,12000000,43800000,94000000,12000000,8250000,6000000,80,85,0.9409,0.81,-0.97,0.9,2,11,15.137266397946593,15.137266397946593,15.137266397946593
PIT,PIT,0.0,0.0,2019,2017,2017,2016,2017,2,1,17424,90000,132,300,484,6561,22,81,750000,0,2,10,2,2,31,30,32,31,PIT,Pittsburgh Pirates,Pittsburgh Pirates,Pennsylvania,16606900,9356900,25,324,5,18,2916,19600,54,140,162,160,Sean Rodriguez,0.3271839999999999,0.737881,0.572,0.859,9,9,200,200,17,17,0.027889000000000004,0.0729,0.167,0.27,0.11088900000000002,0.7464959999999999,0.333,0.864,2B,2B,0.4629629629629629,0.4875,64,3136,8,56,UFA,1584699,2850000,5000000,2500000,5750000,2850000,0.0,3294.7599999999998,0.0,57.4,11500000,37000000,25150000,11500000,2500000,5750000,75,78,0.0361,3.4225000000000003,-0.19,1.85,5,5,14.275905041896435,15.424948470398375,15.564710412773533
TEX,TEX,6.3,6.3,2018,2017,2017,2016,2017,1,1,135424,168921,368,411,8836,9025,94,95,0,0,4,10,2,2,31,30,31,30,TEX,Texas Rangers,Texas Rangers,Texas,45810920,34310920,289,169,17,13,11025,13924,105,118,162,161,Carlos Gomez,0.6464160000000001,0.4651240000000001,0.804,0.682,2,2,220,220,8,8,0.065025,0.053361000000000006,0.255,0.231,0.419904,0.529984,0.648,0.728,CF,CF,0.4814814814814814,0.5900621118012422,2601,2809,51,53,UFA,11500000,110920,11500000,507500,11500000,507500,2487.0168999999996,1046.5225,49.87,32.35,11500000,36000000,20165000,11500000,507500,11500000,78,95,2.8899999999999997,0.5041,1.7,-0.71,0,0,16.25785759333348,16.25785759333348,16.25785759333348
OAK,PIT,6.2,6.2,2019,0,2017,2016,2017,2,1,219961,53361,469,231,12996,3136,114,56,0,0,5,10,5,2,32,31,32,31,PIT,Oakland Athletics,Pittsburgh Pirates,California,18587756,13642400,625,169,25,13,19881,19600,141,140,162,160,Matt Joyce,0.6528640000000001,0.749956,0.808,0.866,15,9,194,194,26,17,0.059049,0.058564,0.243,0.242,0.7569,0.7464959999999999,0.87,0.864,RF,RF,0.4629629629629629,0.4875,4624,1764,68,42,UFA,5000000,1000000,5000000,1000000,5000000,1000000,3352.41,4072.9924,57.9,63.82,11000000,34500000,25150000,11000000,1000000,5500000,75,78,3.0276,2.7889,1.74,1.67,9,5,15.424948470398375,15.424948470398375,15.424948470398375
TEX,MIA,6.6,6.6,2018,2017,2017,2016,2017,1,1,25,1156,5,34,1,36,1,6,0,0,4,10,2,2,30,29,30,29,MIA,Texas Rangers,Miami Marlins,Texas,26954400,16954400,0,0,0,0,784,784,28,28,162,160,Andrew Cashner,0.134689,0.17639999999999997,0.367,0.42,2,2,235,235,8,2,0.04000000000000001,0.031328999999999996,0.2,0.177,0.029928999999999997,0.029928999999999997,0.173,0.173,SP,SP,0.4814814814814814,0.49375,1,1,1,1,UFA,10000000,303686,10000000,7150000,10000000,7150000,6559.380099999999,33.872400000000006,80.99,5.82,10000000,36000000,84707500,10000000,7150000,10000000,78,79,18.147599999999997,0.36,4.26,-0.6,0,2,16.11809565095832,16.11809565095832,16.11809565095832
ATL,TOR,6.3,6.3,2019,2017,2017,2014,2017,1,2,3721,1,61,1,81,0,9,0,0,0,5,13,1,1,42,39,42,41,TOR,Atlanta Braves,Toronto Blue Jays,Georgia,57940000,50440000,0,0,0,0,961,961,31,31,162,161,R.A. Dickey,0.08702499999999999,0.0,0.295,0.0,18,2,215,215,23,7,0.021903999999999996,0.0,0.148,0.0,0.036481,0.036481,0.191,0.191,SP,SP,0.4444444444444444,0.546583850931677,25,0,5,0,UFA,7500000,12000000,7500000,12000000,7500000,12000000,2705.0400999999997,229.2196,52.01,15.14,8000000,34525000,65800000,8000000,25000000,8000000,72,88,4.1616,0.18489999999999998,2.04,0.43,3,2,15.830413578506539,15.830413578506539,15.830413578506539
BOS,TEX,6.3,6.3,2018,2017,2017,2016,2017,1,1,258064,211600,508,460,15625,11449,125,107,0,0,1,10,1,2,31,30,31,30,TEX,Boston Red Sox,Texas Rangers,Massachusetts,18679800,13179800,484,484,22,22,22201,21609,149,147,162,161,Mitch Moreland,0.591361,0.5184,0.769,0.72,13,2,245,245,23,8,0.060516,0.054289000000000004,0.246,0.233,0.8464,0.8226490000000001,0.92,0.907,1B,1B,0.5740740740740741,0.5900621118012422,6241,3600,79,60,UFA,5500000,5700000,5500000,5700000,5500000,5700000,2259.1009,560.2689,47.53,23.67,5500000,5500000,20165000,5500000,5700000,5500000,93,95,3.8024999999999998,0.4624000000000001,1.95,0.68,8,0,15.520258650202699,15.520258650202699,15.520258650202699
TB,MIN,6.2,6.2,2018,2017,2017,2016,2017,1,1,80089,101761,283,319,3136,6889,56,83,0,0,5,4,2,1,30,29,31,30,MIN,Tampa Bay Rays,Minnesota Twins,Florida,22969000,17719000,81,144,9,12,10000,7056,100,84,162,161,Trevor Plouffe,0.34809999999999997,0.522729,0.59,0.723,1,6,205,205,4,14,0.039204,0.06760000000000001,0.198,0.26,0.380689,0.269361,0.617,0.519,3B,3B,0.4938271604938271,0.3602484472049689,361,2209,19,47,UFA,1069723,7250000,5250000,7250000,5250000,7250000,25.704900000000002,0.0,5.07,0.0,5250000,21700000,1900000,5250000,7250000,5250000,80,58,0.0016,0.09,0.04,0.3,0,3,13.882910294418592,15.473738634567807,15.473738634567807
TB,HOU,6.2,6.2,2018,2017,2017,2016,2017,1,1,14641,136161,121,369,1156,5776,34,76,0,0,5,3,2,2,30,29,30,29,HOU,Tampa Bay Rays,Houston Astros,Florida,43222918,40436000,81,225,9,15,1369,11449,37,107,162,161,Colby Rasmus,0.8028160000000001,0.410881,0.896,0.641,1,1,195,195,4,10,0.07896100000000002,0.042435999999999995,0.281,0.206,0.051984,0.43692100000000006,0.228,0.661,LF,LF,0.4938271604938271,0.5217391304347826,529,2916,23,54,UFA,2786918,15800000,5000000,15800000,5000000,15800000,0.0,185.50439999999998,0.0,13.62,5000000,21700000,26000000,5000000,15800000,5000000,80,84,1.44,5.107599999999999,1.2,2.26,0,0,14.840446883713335,15.424948470398375,15.424948470398375
LAA,WSH,5.9,5.9,2018,2017,2017,2016,2017,1,1,84681,122500,291,350,6400,5776,80,76,0,0,4,11,5,1,28,27,29,28,WSH,Los Angeles Angels,Washington Nationals,California,18057500,14057500,1,4,1,2,11881,10609,109,103,162,161,Ben Revere,0.42510400000000004,0.31360000000000005,0.652,0.56,1,1,175,175,10,4,0.07562500000000001,0.047089,0.275,0.217,0.4529290000000001,0.404496,0.673,0.636,CF,CF,0.4938271604938271,0.5838509316770186,400,576,20,24,UFA,4000000,6250000,4000000,6250000,4000000,6250000,170.5636,16.080099999999998,13.06,4.01,4000000,24750000,68750000,4000000,6250000,4000000,80,94,0.028900000000000006,1.6129,0.17,-1.27,1,0,15.201804919084164,15.201804919084164,15.201804919084164
ARI,MIA,6.0,6.0,2019,2017,2017,2016,2017,2,1,34596,16129,186,127,1600,900,40,30,0,0,5,10,1,2,33,32,34,33,MIA,Arizona Diamondbacks,Miami Marlins,Arizona,14858000,12858000,4,4,2,2,3600,1681,60,41,162,160,Jeff Mathis,0.36,0.355216,0.6,0.596,1,2,205,205,6,2,0.046224999999999995,0.055695999999999996,0.215,0.236,0.1369,0.065025,0.37,0.255,C,C,0.5740740740740741,0.49375,121,225,11,15,UFA,2000000,1500000,2000000,1500000,2000000,1500000,0.0,0.0,0.0,0.0,4000000,9750000,84707500,4000000,1500000,2000000,93,79,0.31360000000000005,0.17639999999999997,-0.56,0.42,1,2,14.508657738524219,14.508657738524219,14.508657738524219
KC,KC,6.1,6.1,2019,2017,2017,2016,2017,2,1,26569,15129,163,123,1369,1225,37,35,0,0,4,10,2,2,33,32,33,32,KC,Kansas City Royals,Kansas City Royals,Missouri,7221268,5721268,9,16,3,4,5625,3136,75,56,162,161,Drew Butera,0.36360899999999996,0.6528640000000001,0.603,0.808,4,4,205,205,9,9,0.051529000000000005,0.08122499999999999,0.227,0.285,0.21436900000000003,0.11971599999999999,0.463,0.346,C,C,0.4938271604938271,0.5031055900621118,196,256,14,16,UFA,1500000,1175000,1500000,1162500,1500000,1175000,0.0,0.0,0.0,0.0,3800000,43800000,186750000,3800000,1162500,1900000,80,81,0.2116,0.0729,-0.46,0.27,2,2,14.22097566607244,14.22097566607244,14.22097566607244
WSH,WSH,6.0,6.0,2018,2017,2017,2016,2017,1,1,9025,20449,95,143,576,1444,24,38,0,0,4,11,1,1,33,32,34,33,WSH,Washington Nationals,Washington Nationals,Washington DC,59843443,56343443,1,64,1,8,2116,4900,46,70,163,161,Stephen Drew,0.43560000000000004,0.7464959999999999,0.66,0.864,1,1,200,200,5,4,0.064009,0.07075600000000001,0.253,0.266,0.08065599999999999,0.18662399999999998,0.284,0.432,2B,2B,0.5950920245398773,0.5838509316770186,289,441,17,21,UFA,3500000,3000000,3500000,3000000,3500000,3000000,0.0,0.0,0.0,0.0,3500000,10400000,68750000,3500000,3000000,3500000,97,94,0.0121,0.7921,-0.11,0.89,0,0,15.068273526459642,15.068273526459642,15.068273526459642
LAD,SEA,6.2,6.2,2018,2017,2017,2016,2017,1,1,3136,61504,56,248,169,3721,13,61,0,0,6,8,5,1,33,32,34,33,SEA,Los Angeles Dodgers,Seattle Mariners,California,28519942,25919942,1,196,1,14,1225,9604,35,98,162,161,Franklin Gutierrez,0.43164900000000006,0.6084,0.657,0.78,25,0,200,200,31,4,0.053824000000000004,0.060516,0.232,0.246,0.046655999999999996,0.366025,0.216,0.605,CF,CF,0.6419753086419753,0.5341614906832298,64,1521,8,39,UFA,2600000,2500000,2600000,1500000,2600000,2500000,0.0,1411.5049000000001,0.0,37.57,2600000,199600000,35100000,2600000,1500000,2600000,104,86,0.016900000000000002,0.1024,-0.13,0.32,6,0,14.77102200299171,14.77102200299171,14.77102200299171
MIA,PHI,6.2,6.2,2018,2017,2017,2016,2017,1,1,20449,29241,143,171,900,1369,30,37,0,0,6,6,2,2,35,34,36,35,PHI,Miami Marlins,Philadelphia Phillies,Florida,18513500,16013500,36,4,6,2,2601,4096,51,64,162,161,A.J. Ellis,0.44756100000000004,0.358801,0.669,0.599,2,7,225,225,2,14,0.04409999999999999,0.046655999999999996,0.21,0.216,0.09922500000000001,0.15602500000000002,0.315,0.395,C,C,0.4753086419753086,0.4347826086956521,196,484,14,22,UFA,2500000,983606,2500000,4500000,2500000,4500000,0.0,0.0,0.0,0.0,2500000,57250000,8750000,2500000,4500000,2500000,77,70,0.36,0.0529,0.6,-0.23,2,2,14.73180128983843,14.73180128983843,14.73180128983843
