Jugador,Juegos_2017,Wins_2017,Saves_2017,WHIP_2017,ERA_2017,Equipo_2017,Sueldo_2017
Mike Foltynewicz,29,10,0,1.48,4.79,ATL,544000
Michael Fiers,30,8,0,1.43,5.22,HOU,3450000
Alex Wood,27,16,0,1.06,2.72,LAD,2800000
Trevor Williams,31,7,0,1.32,4.13,PIT,544000
C.C. Sabathia,27,14,0,1.27,3.69,NYY,25000000
Cole Hamels,24,11,0,1.2,4.2,TEX,22500000
Tyler Chatwood,35,8,1,1.44,4.63,COL,4400000
Johnny Cueto,25,8,0,1.45,4.52,SF,23500000
J.C. Ramirez,27,11,0,1.34,4.15,LAA,550000
Danny Duffy,24,9,0,1.26,3.81,KC,5000000
Dallas Keuchel,23,14,0,1.12,2.9,HOU,9150000
Jose Berrios,26,14,0,1.23,3.89,MIN,535000
J.A. Happ,25,10,0,1.31,3.53,TOR,13000000
Jake Odorizzi,28,10,0,1.24,4.14,TB,4100000
Ubaldo Jimenez,31,6,0,1.59,6.81,BAL,13500000
Chase Anderson,25,12,0,1.09,2.74,MIL,2450000
Kyle Hendricks,25,7,0,1.19,3.03,CHC,760500
Eduardo Rodriguez,25,6,0,1.28,4.19,BOS,584500
James Paxton,24,12,0,1.1,2.98,SEA,2350000
Matt Boyd,26,6,0,1.56,5.4,DET,544200
Antonio Senzatela,36,10,0,1.3,4.68,COL,535000
Kenta Maeda,30,13,1,1.15,4.22,LAD,7375000
Jameson Taillon,25,8,0,1.48,4.44,PIT,555500
Nick Pivetta,26,8,0,1.5,5.89,PHI,535000
Brad Peacock,34,13,0,1.19,3.0,HOU,541500
Erasmo Ramirez,37,5,1,1.17,4.39,SEA,3125000
Yovani Gallardo,28,5,1,1.51,5.72,SEA,11000000
Mike Montgomery,44,7,3,1.2,3.17,CHC,570500
Blake Snell,24,5,0,1.33,4.04,TB,545000
Jharel Cotton,24,9,0,1.44,5.65,OAK,535000
Jerad Eickhoff,24,4,0,1.52,4.64,PHI,552000
Hyun-Jin Ryu,25,5,1,1.37,3.77,LAD,7833333
Matt Cain,27,3,0,1.66,5.43,SF,20833334
Adam Wainwright,26,12,0,1.5,5.11,STL,19500000
Tim Adleman,30,5,0,1.43,5.52,CIN,535000
Parker Bridwell,21,10,0,1.2,3.65,LAA,535000
Mike Pelfrey,34,3,0,1.58,5.93,CHW,535000
Robert Gsellman,27,8,0,1.51,5.19,NYM,541750
Joseph Biagini,44,3,1,1.4,5.34,TOR,535000
Rafael Montero,34,5,0,1.74,5.45,NYM,541400
Lance McCullers,22,7,0,1.3,4.25,HOU,548000
James Shields,21,5,0,1.44,5.23,CHW,21000000
Matt Garza,24,6,0,1.45,4.95,MIL,12500000
Dinelson Lamet,21,7,0,1.24,4.57,SD,535000
Nick Martinez,23,3,0,1.37,5.66,TEX,540590
Madison Bumgarner,17,4,0,1.09,3.32,SF,12200000
Jon Gray,20,10,0,1.3,3.67,COL,540000
Joe Musgrove,38,7,2,1.33,4.77,HOU,543400
Anibal Sanchez,28,3,0,1.6,6.41,DET,16800000
Kendall Graveman,19,6,0,1.39,4.19,OAK,545000
Adam Conley,22,8,0,1.52,6.14,MIA,537500
Daniel Norris,22,5,0,1.61,5.31,DET,545500
Seth Lugo,20,7,0,1.37,4.71,NYM,543500
Sean Newcomb,19,4,0,1.57,4.32,ATL,535000
Jeff Hoffman,23,6,0,1.47,5.89,COL,535000
Jake Junis,20,9,0,1.29,4.58,KC,535000
Adalberto Mejia,21,4,0,1.57,4.5,MIN,535000
Francisco Liriano,38,6,0,1.63,5.66,HOU,13666668
Michael Pineda,17,8,0,1.29,4.39,NYY,7400000
Chris Tillman,24,1,0,1.89,7.84,BAL,10050000
Brandon McCarthy,19,6,0,1.25,3.98,LAD,11500000
Matt Harvey,19,5,0,1.69,6.41,NYM,5125000
Yusmeiro Petit,60,5,4,0.95,2.76,LAA,2250000
Daniel Gossett,18,4,0,1.61,6.11,OAK,535000
Homer Bailey,18,6,0,1.69,6.43,CIN,19000000
Mark Leiter Jr.,27,3,0,1.34,4.96,PHI,535000
Doug Fister,18,5,0,1.39,5.18,BOS,2200000
Luis Castillo,15,3,0,1.08,3.12,CIN,535000
Ben Lively,15,4,0,1.27,4.26,PHI,535000
Sal Romano,16,5,0,1.47,4.45,CIN,535000
Felix Hernandez,16,6,0,1.29,4.36,SEA,26857142
Jacob Faria,16,5,0,1.18,3.43,TB,535000
Zack Wheeler,18,3,0,1.59,5.21,NYM,800000
Matt Andriese,18,5,1,1.37,4.5,TB,535000
Tyler Anderson,17,6,0,1.33,4.81,COL,540000
Tyler Skaggs,16,2,0,1.39,4.55,LAA,555000
Chris Rusin,60,5,2,1.11,2.65,COL,545000
Robert Stephenson,26,5,1,1.58,4.68,CIN,535000
Michael Lorenzen,73,8,2,1.35,4.45,CIN,555000
Austin Pruitt,31,7,1,1.51,5.31,TB,535000
Alexander Claudio,70,4,11,1.04,2.5,TEX,545050
Brent Suter,23,3,0,1.29,3.42,MIL,535000
Chris Devenski,62,8,4,0.94,2.68,HOU,554500
Craig Stammen,60,2,0,1.2,3.14,SD,900000
Brad Hand,72,3,21,0.93,2.16,SD,1375000
Mychal Givens,69,8,0,1.04,3.09,BAL,546000
Mike Minor,65,6,6,1.02,2.55,KC,4000000
Matt Shoemaker,14,6,0,1.3,4.52,LAA,3325000
Ryan Tepera,73,7,2,1.13,3.59,TOR,542700
Anthony Swarzak,70,6,2,1.03,2.33,MIL,900000
A.J. Griffin,18,6,0,1.35,5.94,TEX,2000000
Addison Reed,77,2,19,1.05,2.84,BOS,7750000
Raisel Iglesias,63,3,28,1.11,2.49,CIN,4214285
Blake Treinen,72,3,16,1.39,3.93,OAK,563700
Corey Knebel,76,1,39,1.16,1.78,MIL,538900
Felipe Vazquez,73,5,21,0.88,1.55,PIT,564500
David Price,16,6,0,1.19,3.38,BOS,30000000
Hector Neris,74,4,26,1.26,3.01,PHI,557500
Blake Wood,72,3,0,1.57,5.45,LAA,1275000
Ross Stripling,51,3,2,1.18,3.75,LAD,540000
Sam Gaviglio,16,4,0,1.37,4.36,KC,535000
Joe Ross,20,5,0,1.45,5.01,WSH,551000
Archie Bradley,63,3,1,1.04,1.73,ARI,544100
Carlos Torres,67,4,1,1.53,4.21,MIL,2175000
Tom Koehler,27,1,0,1.62,6.19,TOR,5750000
Juan Nicasio,76,5,6,1.08,2.61,STL,3650000
Vincent Velasquez,16,2,0,1.5,5.13,PHI,547000
Jacob Barnes,73,3,2,1.25,4.0,MIL,537700
Vance Worley,26,2,1,1.8,6.91,MIA,535000
Brandon Kintzler,72,4,29,1.15,3.03,WSH,2925000
Luis Garcia,66,2,2,1.22,2.65,PHI,535000
Bronson Arroyo,15,3,0,1.59,7.35,CIN,535000
Tyler Duffey,56,2,1,1.37,4.94,MIN,542500
Amir Garrett,16,3,0,1.61,7.39,CIN,535000
Hector Santiago,15,4,0,1.44,5.63,MIN,8000000
Dominic Leone,65,3,1,1.05,2.56,TOR,548200
Junior Guerra,21,1,0,1.48,5.12,MIL,546200
Dylan Covey,18,0,0,1.67,7.71,CHW,535000
Jordan Lyles,38,1,0,1.69,7.75,SD,535000
Matt Barnes,70,7,1,1.23,3.89,BOS,563500
Carlos Rodon,12,2,0,1.37,4.15,CHW,600000
Austin Bibens-Dirkx,24,5,0,1.36,4.67,TEX,535000
Craig Kimbrel,67,5,35,0.68,1.44,BOS,13250000
Scott Alexander,58,5,4,1.3,2.48,KC,535000
Chad Green,40,5,0,0.74,1.83,NYY,535000
David Robertson,61,9,14,0.85,1.84,NYY,12000000
Jose Torres,62,7,1,1.16,4.22,SD,535400
Wade LeBlanc,50,5,1,1.19,4.5,PIT,750000
Cory Gearrin,68,4,0,1.25,1.99,SF,1050000
Brad Brach,67,4,18,1.13,3.18,BAL,3050000
Shane Greene,71,4,9,1.26,2.79,DET,550600
Blake Parker,71,3,8,0.83,2.54,LAA,560000
Alex Meyer,13,4,0,1.34,3.74,LAA,535000
Tony Watson,71,7,10,1.38,3.38,LAD,5600000
Alex Colome,65,2,47,1.2,3.24,TB,547900
Steven Matz,17,2,0,1.53,6.08,NYM,562250
George Kontos,65,1,1,1.22,3.39,PIT,1750000
C.J. Edwards,74,5,0,1.01,2.99,CHC,556000
Miguel Castro,39,3,0,1.22,3.53,BAL,535000
Kyle Barraclough,66,6,1,1.38,3.0,MIA,536500
Edwin Diaz,66,4,34,1.15,3.27,SEA,545000
Danny Barnes,60,3,0,1.09,3.55,TOR,535000
Jeremy Jeffress,61,5,0,1.64,4.68,MIL,2100000
Ryan Buchter,71,4,1,1.07,2.89,KC,544700
Andrew Triggs,12,5,0,1.33,4.27,OAK,537500
Paul Sewald,57,0,0,1.21,4.55,NYM,535000
Nick Vincent,69,3,0,1.16,3.2,SEA,1325000
Chris Beck,57,2,0,1.64,6.4,CHW,535000
Wandy Peralta,69,3,0,1.17,3.76,CIN,535000
Zach Eflin,11,1,0,1.41,6.16,PHI,537000
Liam Hendriks,70,4,1,1.25,4.22,OAK,1100000
Pedro Baez,66,3,0,1.33,2.95,LAD,550000
Roberto Osuna,66,3,39,0.86,3.38,TOR,552400
Collin McHugh,12,5,0,1.29,3.55,HOU,3850000
Richard Bleier,57,2,0,1.18,1.85,BAL,535000
Randall Delgado,26,1,1,1.18,3.59,ARI,1775000
Dan Jennings,77,3,0,1.36,3.73,TB,1400000
Tommy Kahnle,69,2,0,1.12,2.59,NYY,535000
Ken Giles,63,1,34,1.04,2.3,HOU,550100
Warwick Saupold,45,3,0,1.52,4.88,DET,535000
Pat Neshek,71,5,1,0.87,1.59,COL,6500000
Asher Wojciechowski,25,4,0,1.44,6.5,CIN,535000
Bud Norris,60,2,19,1.34,4.21,LAA,1750000
Heath Hembree,62,2,0,1.45,3.77,BOS,547000
Jose Ramirez,68,2,0,1.19,3.19,ATL,536250
Tyler Glasnow,18,2,0,2.02,7.69,PIT,541000
Hunter Strickland,68,4,1,1.43,2.64,SF,555000
Ryan Pressly,57,2,0,1.16,4.7,MIN,1175000
Matt Albers,63,7,2,0.85,1.62,WSH,1750000
Luke Gregerson,65,2,1,1.34,4.57,HOU,6250000
Darren O'Day,64,2,2,1.08,3.43,BAL,7000000
Tyler Clippard,67,2,5,1.29,4.77,HOU,6150000
Pedro Strop,69,5,0,1.18,2.83,CHC,5500000
Luke Weaver,15,7,0,1.26,3.88,STL,535000
Sam Freeman,58,2,0,1.25,2.55,ATL,535000
Alex Wilson,66,2,2,1.37,4.5,DET,1175000
Chris Hatcher,49,1,1,1.32,4.22,OAK,1250000
Dellin Betances,66,3,10,1.22,2.87,NYY,3000000
Peter Moylan,79,0,0,1.1,3.49,KC,1000000
Kelvin Herrera,64,3,26,1.35,4.25,KC,5325000
Brandon Maurer,68,3,22,1.53,6.52,KC,1900000
Seung-Hwan Oh,62,1,20,1.38,4.1,STL,2750000
Ryan Madson,60,5,2,0.8,1.83,WSH,7666666
Andrew Moore,11,1,0,1.15,5.34,SEA,535000
Fernando Salas,61,2,0,1.52,5.22,LAA,535000
Wade Davis,59,4,32,1.14,2.3,CHC,10000000
Tommy Hunter,61,3,1,0.95,2.61,TB,1400000
A.J. Ramos,61,2,27,1.41,3.99,NYM,6550000
Chris Stratton,13,4,1,1.48,3.68,SF,535000
Matthew Bowman,76,3,2,1.19,3.99,STL,546600
Paul Blackburn,10,3,0,1.26,3.22,OAK,535000
Scott Oberg,66,0,0,1.61,4.94,COL,540000
Odrisamer Despaigne,18,2,1,1.39,4.01,MIA,535000
Keynan Middleton,64,6,3,1.34,3.86,LAA,535000
Justin Wilson,65,4,13,1.29,3.41,CHC,2700000
Joe Kelly,54,4,0,1.2,2.81,BOS,2800000
Aaron Loup,70,2,0,1.53,3.75,TOR,1125000
David Holmberg,37,2,0,1.68,4.68,CHW,535000
Edubray Ramos,60,2,0,1.47,4.21,PHI,540000
Lucas Sims,14,3,0,1.51,5.62,ATL,535000
Jake McGee,62,0,3,1.1,3.45,COL,5900000
Arodys Vizcaino,62,5,14,1.1,2.83,ATL,1550000
Adam Warren,46,3,1,0.87,2.36,NYY,2290000
Hector Rondon,61,4,0,1.22,4.24,CHC,5800000
Chase Whitley,41,2,2,1.12,4.24,TB,535000
Tony Barnette,50,2,2,1.5,5.49,TEX,1750000
Josh Fields,57,5,2,0.96,2.84,LAD,1105000
Jim Johnson,61,6,22,1.48,5.56,ATL,5500000
Hansel Robles,46,7,0,1.34,5.24,NYM,553125
Kirby Yates,62,4,1,1.11,3.97,SD,535000
Josh Smoker,54,1,0,1.7,5.11,NYM,536625
Joakim Soria,59,4,1,1.23,3.7,KC,8000000
Oliver Drake,64,3,1,1.57,4.66,MIL,535000
David Phelps,54,4,0,1.38,3.4,SEA,4600000
Enny Romero,53,2,2,1.42,3.72,WSH,551000
Taylor Rogers,69,7,0,1.31,3.07,MIN,542500
Chris Smith,14,0,0,1.47,6.79,OAK,535000
Brett Anderson,13,4,0,1.7,6.34,TOR,535000
Justin Grimm,50,1,1,1.34,5.53,CHC,1825000
Casey Lawrence,27,2,0,1.84,6.34,SEA,535000
David Hernandez,64,3,2,1.04,3.11,ARI,850000
Gregory Infante,52,2,0,1.19,3.13,CHW,535000
Sam Dyson,55,4,14,1.77,6.09,SF,3520000
Adam Morgan,37,3,0,1.26,4.12,PHI,539000
Francis Martes,32,5,0,1.51,5.8,HOU,535000
T.J. McFarland,43,4,0,1.52,5.33,ARI,535000
Tyler Lyons,50,4,3,1.09,2.83,STL,549800
Phil Hughes,14,4,0,1.58,5.87,MIN,13200000
James Pazos,59,4,0,1.4,3.86,SEA,536500
Adam Ottavino,63,2,0,1.63,5.06,COL,2100000
Jarlin Garcia,68,1,0,1.2,4.73,MIA,535000
Matt Bush,57,3,10,1.45,3.96,TEX,544920
A.J. Cole,11,3,0,1.48,3.81,WSH,535000
Daniel Coulombe,72,2,0,1.32,3.48,OAK,537500
John Brebbia,50,0,0,0.93,2.44,STL,535000
Jorge De La Rosa,66,3,0,1.3,4.21,ARI,2250000
Sean Doolittle,53,2,24,0.86,2.81,WSH,2630000
Andrew Chafin,71,1,0,1.34,3.51,ARI,559300
Luke Jackson,43,2,0,1.46,4.62,ATL,535000
Emilio Pagan,34,2,0,0.93,3.22,SEA,535000
Matt Grace,40,1,2,1.36,4.32,WSH,535000
Dillon Gee,18,3,1,1.4,3.47,MIN,535000
Danny Farquhar,52,4,0,1.36,4.2,CHW,535000
James Hoyt,43,1,0,1.32,4.38,HOU,535000
Ian Krol,51,2,0,1.45,5.33,ATL,900000
Jose Alvarez,64,0,1,1.27,3.88,LAA,557000
Buck Farmer,11,5,0,1.54,6.75,DET,535000
Michael Feliz,46,4,0,1.56,5.63,HOU,546200
Justin Nicolino,20,2,0,1.79,5.06,MIA,535000
Chris Flexen,14,3,0,2.02,7.88,NYM,535000
Trevor Rosenthal,50,3,11,1.2,3.4,STL,6400000
Reynaldo Lopez,8,3,0,1.34,4.53,CHW,535000
Josh Hader,35,2,0,0.99,2.09,MIL,535000
Dan Altavilla,41,1,0,1.35,4.24,SEA,536100
Chad Bettis,9,2,0,1.36,5.05,COL,545000
Jake Thompson,12,3,0,1.55,3.89,PHI,535000
Luis Avilan,61,2,0,1.39,2.94,LAD,1500000
Jose Leclerc,47,2,2,1.38,3.94,TEX,536000
Will Harris,46,3,2,0.97,2.98,HOU,2200000
Nate Karns,9,2,0,1.19,4.17,KC,571000
Chasen Shreve,44,4,0,1.32,3.77,NYY,552425
Lucas Giolito,7,3,0,0.95,2.38,CHW,535000
Kevin McCarthy,33,1,0,1.38,3.0,KC,535000
Steve Cishek,49,3,1,0.9,2.02,TB,6000000
Cam Bedrosian,48,6,6,1.3,4.43,LAA,555000
Brian Ellington,42,1,0,1.86,7.25,MIA,535000
Brandon Morrow,45,6,2,0.92,2.06,LAD,1250000
Fernando Abad,48,2,1,1.24,3.3,BOS,2000000
Juan Minaya,40,3,9,1.33,4.53,CHW,535000
Donnie Hart,51,2,0,1.4,3.71,BAL,538500
Josh Osich,54,3,0,1.73,6.23,SF,535000
Daniel Mengden,7,3,0,1.05,3.14,OAK,537500
Phil Maton,46,3,1,1.28,4.19,SD,535000
Brandon Woodruff,8,2,0,1.33,4.81,MIL,535000
Tony Cingrani,47,0,0,1.22,4.22,LAD,1825000
Sam Tuivailala,37,3,0,1.09,2.55,STL,536500
Nick Wittgren,38,3,0,1.39,4.68,MIA,535000
Ryan Dull,49,2,0,1.26,5.14,OAK,540000
Trevor Hildenberger,37,3,1,1.05,3.21,MIN,535000
Miguel Diaz,31,1,0,1.66,7.34,SD,535000
Blaine Boyer,32,1,0,1.55,4.36,BOS,535000
J.J. Hoover,52,3,0,1.77,3.92,ARI,900000
Andrew Albers,9,5,1,1.29,3.51,SEA,535000
Jason Motte,46,1,0,1.18,3.54,ATL,535000
Tony Zych,45,6,1,1.25,2.66,SEA,539600
Jason Grilli,46,2,1,1.63,6.53,TEX,3000000
Marco Gonzales,11,1,0,1.75,6.08,SEA,535000
Brandon Workman,33,1,0,1.21,3.4,BOS,635000
Kevin Siegrist,46,1,1,1.52,4.35,PHI,1637500
Jonathan Holder,37,1,0,1.35,3.89,NYY,536875
Keone Kela,39,4,2,0.9,2.79,TEX,543210
Daniel Stumpf,55,0,0,1.38,3.82,DET,535000
Tony Sipp,46,0,0,1.39,5.79,HOU,6000000
Zack Britton,38,2,15,1.53,2.89,BAL,11400000
Derek Law,41,4,4,1.58,5.06,SF,545000
Aaron Sanchez,8,1,0,1.72,4.25,TOR,535000
Luis Cessa,10,0,0,1.47,4.75,NYY,535000
Robby Scott,57,2,0,0.98,3.79,BOS,537000
Buddy Boshers,38,1,0,1.34,4.89,MIN,535000
Gabriel Ynoa,9,2,0,1.33,3.64,BAL,535000
Matthew Strahm,24,2,0,1.5,5.45,SD,538900
Steven Brault,12,1,1,1.59,4.67,PIT,535000
Drew Steckenrider,37,1,1,1.38,2.34,MIA,535000
Drew VerHagen,24,0,0,1.49,5.77,DET,535000
Brock Stewart,17,0,1,1.37,3.41,LAD,537500
Felix Pena,25,1,0,1.54,5.24,CHC,535000
Chasen Bradford,28,2,0,1.28,3.74,NYM,535000
Blaine Hardy,35,1,0,1.77,5.94,DET,535000
Oliver Perez,50,0,1,1.33,4.64,WSH,4000000
Wei-Yin Chen,9,2,0,1.03,3.82,MIA,15500000
Chris O'Grady,13,2,0,1.54,4.36,MIA,535000
Bryan Mitchell,20,1,1,1.65,5.79,NYY,550625
Austin Brice,22,0,0,1.22,4.96,CIN,535000
Matt Wisler,20,0,0,1.73,8.35,ATL,535000
Kyle Crick,30,0,0,1.21,3.06,SF,535000
Carlos Estevez,35,5,0,1.64,5.57,COL,537000
A.J. Schugel,32,4,0,1.41,1.97,PIT,535000
Albert Suarez,18,0,1,1.23,5.12,SF,535000
Alan Busenitz,28,1,0,0.98,1.99,MIN,535000
Hoby Milner,37,0,0,1.47,2.01,PHI,535000
Dillon Peters,6,1,0,1.63,5.17,MIA,535000
Hisashi Iwakuma,6,0,0,1.26,4.36,SEA,14000000
Cesar Valdez,11,1,0,1.7,7.63,TOR,535000
Kevin Shackelford,26,0,0,1.4,4.7,CIN,535000
Noah Syndergaard,7,1,0,1.05,2.97,NYM,605500
Jose Alvarado,35,0,0,1.11,3.64,TB,535000
Ricardo Pinto,26,1,0,1.89,7.28,PHI,535000
Brad Boxberger,30,4,0,1.16,3.38,TB,1600000
Luiz Gohara,5,1,0,1.36,4.91,ATL,535000
Erik Goeddel,33,0,0,1.35,5.28,NYM,535000
David Paulino,6,2,0,1.48,6.52,HOU,536100
Johnny Barbato,24,0,0,1.5,4.08,PIT,535000
Garrett Richards,6,0,0,0.9,2.28,LAA,6850000
Jake Barrett,28,1,0,1.56,5.0,ARI,548300
Steven Okert,44,1,0,1.33,6.0,SF,536500
Shawn Kelley,33,3,4,1.54,7.27,WSH,5500000
Sammy Solis,30,1,1,1.35,5.89,WSH,545700
Max Fried,10,1,0,1.62,3.81,ATL,535000
Jake Petricka,27,1,0,1.75,7.01,CHW,825000
Anthony Banda,8,2,0,1.4,5.96,ARI,535000
Dovydas Neverauskas,24,1,0,1.26,3.91,PIT,535000
Mike Wright,13,0,0,1.32,5.76,BAL,535000
Braden Shipley,10,0,0,1.84,5.76,ARI,535000
Jackson Stephens,7,2,0,1.12,4.68,CIN,535000
Jeurys Familia,26,2,5,1.46,4.38,NYM,7425000
Hector Velazquez,8,3,0,1.13,2.92,BOS,535000
Ariel Hernandez,19,0,0,1.48,5.18,CIN,535000
Steven Wright,5,1,0,1.88,8.25,BOS,593500
Jarred Cosart,7,0,0,1.88,4.88,SD,566300
Raul Alcantara,8,1,0,1.42,7.13,OAK,535000
Rookie Davis,7,1,0,2.17,8.63,CIN,535000
Paolo Espino,12,0,0,1.38,6.0,TEX,535000
Rex Brothers,28,4,0,1.48,7.23,ATL,535000
Grant Dayton,29,1,0,1.31,4.94,LAD,540000
Troy Scribner,10,2,0,1.14,4.18,LAA,535000
Carson Fulmer,7,3,0,1.24,3.86,CHW,535000
Matt Dermody,23,2,0,1.25,4.43,TOR,535000
Eduardo Paredes,18,0,1,1.21,4.43,LAA,535000
Shelby Miller,4,2,0,1.46,4.09,ARI,4700000
Ryan Garton,20,0,0,1.09,4.91,SEA,535000
Aaron Bummer,30,1,0,1.27,4.5,CHW,535000
Andrew Heaney,5,1,0,1.66,7.06,LAA,543000
Jack Flaherty,6,0,0,1.55,6.33,STL,535000
Javy Guerra,16,1,0,1.43,3.0,MIA,535000
Michael Tonkin,16,0,0,1.62,5.14,MIN,542500
Silvino Bracho,21,0,0,1.21,5.66,ARI,535000
Jimmy Yacabonis,14,2,0,1.55,4.36,BAL,535000
Giovanny Gallegos,16,0,0,1.28,4.87,NYY,535000
Mike Morin,16,0,0,1.7,7.2,KC,535000
Ryne Stanek,21,0,0,1.9,5.85,TB,535000
Tyler Mahle,4,1,0,1.5,2.7,CIN,535000
Chris Volstad,6,1,0,1.09,4.66,CHW,535000
Koda Glover,23,0,8,1.24,5.12,WSH,538300
Joe Jimenez,24,0,0,2.11,12.79,DET,535000
Kyle McGrath,17,0,0,1.05,2.84,SD,535000
Caleb Smith,9,0,0,1.66,7.71,NYY,535000
Chris Rowley,6,1,0,1.82,6.75,TOR,535000
Zach Duke,27,1,0,1.04,3.93,STL,5500000
Alberto Alburquerque,21,0,0,1.0,2.5,CHW,535000
Eric Skoglund,7,1,0,2.33,9.5,KC,535000
Edgar Santana,19,0,0,1.56,3.5,PIT,535000
Nik Turley,10,0,0,2.15,11.21,MIN,535000
Cody Reed,12,1,1,1.7,5.09,CIN,537000
Buddy Baumann,23,2,0,1.02,2.55,SD,535700
John Gant,7,0,0,1.56,4.67,STL,536600
Ben Taylor,14,0,1,1.67,5.19,BOS,535000
Austin Maddox,13,0,0,0.87,0.52,BOS,535000
Tim Mayza,19,1,0,1.65,7.41,TOR,535000
Josh Ravin,14,0,1,1.26,6.48,LAD,545000
Luis Santos,10,0,1,1.08,2.7,TOR,535000
Carlos Ramirez,12,0,0,0.54,2.7,TOR,535000
Yacksel Rios,13,1,0,1.47,4.41,PHI,535000
Reymin Guduan,22,0,0,2.25,7.88,HOU,535000
Erick Fedde,3,0,0,2.15,8.22,WSH,535000
Andrew Kittredge,15,0,0,1.24,1.76,TB,535000
Aaron Slegers,4,0,0,1.17,6.46,MIN,535000
A.J. Minter,16,0,0,1.0,3.0,ATL,535000
Henderson Alvarez,3,0,0,1.71,4.3,PHI,750000
Daniel Winkler,16,1,0,0.91,2.51,ATL,545000
Domingo German,7,0,0,1.39,3.14,NYY,535000
Ryan Sherriff,13,2,0,1.19,3.14,STL,535000
Leonel Campos,13,0,0,1.39,2.63,TOR,535000
Deck McGuire,6,1,0,0.88,2.63,CIN,535000
Noe Ramirez,12,0,0,0.85,2.77,LAA,535000
Brandon Finnegan,5,1,0,1.69,4.15,CIN,567000
Rob Zastryzny,4,0,0,2.0,8.31,CHC,535000
Luke Farrell,10,0,0,1.69,5.54,CIN,535000
