"Rank","Player","Pos","Team","GP","GP%","GS","GS%","AB","H","2B","3B","HR","RBI","AVG","OBP","SLG","OPS","TVS","Cash2023",""
"","Hunter Renfroe","RF","MIL","10.00","0.77","10.00","0.77","37.92","9.68","1.84","0.08","2.32","5.76","0.255","0.315","0.492","0.807","5.84","$11,900,000",""
"","Christopher Morel","CF","CHC","10.00","0.70","9.29","0.65","33.54","7.88","1.68","0.35","1.42","4.16","0.235","0.308","0.433","0.741","5.82","$0",""
"","Nolan Arenado","3B","STL","10.00","0.91","9.93","0.91","37.64","11.01","2.84","0.07","2.03","6.96","0.293","0.358","0.533","0.891","5.80","$13,000,000",""
"","Anthony Rizzo","1B","NYY","10.00","0.80","9.54","0.77","35.77","8.00","1.62","0.08","2.46","5.77","0.224","0.338","0.480","0.817","5.80","$17,000,000",""
"","Christian Walker","1B","ARI","10.00","0.99","9.81","0.97","36.44","8.81","1.56","0.13","2.25","5.88","0.242","0.327","0.477","0.804","5.76","$6,500,000",""
"","Adolis Garcia","RF","TEX","10.00","0.96","9.87","0.95","38.78","9.68","2.18","0.32","1.73","6.47","0.250","0.300","0.456","0.756","5.73","$0",""
"","Juan Soto","RF","SD","10.00","0.94","9.93","0.94","34.25","8.30","1.63","0.13","1.76","4.05","0.242","0.401","0.452","0.853","5.70","$23,000,000",""
"","Bo Bichette","SS","TOR","10.00","0.98","9.94","0.98","41.01","11.89","2.70","0.06","1.51","5.85","0.290","0.333","0.469","0.802","5.62","$6,100,000",""
"","Luis Arraez","2B","MIN","10.00","0.89","8.96","0.80","37.99","12.01","2.15","0.07","0.56","3.40","0.316","0.375","0.420","0.795","5.58","$6,100,000",""
"","Gleyber Torres","2B","NYY","10.00","0.86","9.36","0.81","37.57","9.64","2.00","0.07","1.71","5.43","0.257","0.310","0.451","0.761","5.54","$9,950,000",""
"","Nate Lowe","1B","TEX","10.00","0.97","9.81","0.95","37.77","11.40","1.66","0.19","1.72","4.84","0.302","0.358","0.492","0.851","5.53","$4,050,000",""
"","Eugenio Suarez","3B","SEA","10.00","0.93","9.80","0.91","36.20","8.53","1.60","0.13","2.07","5.80","0.236","0.332","0.459","0.791","5.51","$11,000,000",""
"","Jeremy Pena","SS","HOU","10.00","0.84","9.71","0.81","38.31","9.71","1.47","0.15","1.62","4.63","0.253","0.289","0.426","0.715","5.50","$0",""
"","Brandon Nimmo","CF","NYM","10.00","0.93","9.80","0.91","38.41","10.53","1.99","0.46","1.06","4.24","0.274","0.367","0.433","0.800","5.49","$20,250,000",""
"","Cedric Mullins","CF","BAL","10.00","0.96","9.23","0.89","38.97","10.06","2.05","0.26","1.03","4.10","0.258","0.318","0.403","0.721","5.49","$4,100,000",""
"","Ramon Urias","3B","BAL","10.00","0.73","9.24","0.67","34.15","8.47","1.44","0.08","1.36","4.32","0.248","0.306","0.414","0.721","5.46","$0",""
"","Josh Naylor","1B","CLE","10.00","0.75","9.51","0.72","36.80","9.43","2.30","0.00","1.64","6.48","0.256","0.319","0.452","0.771","5.39","$3,350,000",""
"","Sean Murphy","C","OAK","10.00","0.91","9.86","0.90","36.28","9.05","2.50","0.14","1.22","4.46","0.250","0.332","0.426","0.759","5.38","$4,000,000",""
"","Vladimir Guerrero Jr.","1B","TOR","10.00","0.99","9.88","0.98","39.88","10.94","2.19","0.00","2.00","6.06","0.274","0.339","0.480","0.818","5.37","$14,500,000",""
"","George Springer","CF","TOR","10.00","0.82","9.47","0.78","38.57","10.30","1.65","0.30","1.88","5.71","0.267","0.342","0.472","0.814","5.37","$22,500,000",""
"","Joc Pederson","LF","SF","10.00","0.83","7.84","0.65","28.36","7.76","1.42","0.22","1.72","5.22","0.274","0.353","0.521","0.874","5.36","$19,650,000",""
"","Brendan Rodgers","2B","COL","10.00","0.85","9.93","0.84","38.47","10.22","2.19","0.22","0.95","4.60","0.266","0.325","0.408","0.733","5.35","$2,700,000",""
"","Dansby Swanson","SS","ATL","10.00","1.00","10.00","1.00","39.51","10.93","1.98","0.06","1.54","5.93","0.277","0.329","0.447","0.776","5.34","$20,000,000",""
"","Luis Urias","2B","MIL","10.00","0.73","9.16","0.67","34.12","8.15","1.43","0.08","1.34","3.95","0.239","0.335","0.404","0.739","5.33","$4,700,000",""
"","Bryan Reynolds","CF","PIT","10.00","0.90","9.93","0.89","37.38","9.79","1.31","0.28","1.86","4.28","0.262","0.345","0.461","0.807","5.20","$6,750,000",""
"","Jake Cronenworth","2B","SD","10.00","0.98","9.81","0.96","37.15","8.92","1.96","0.25","1.08","5.57","0.240","0.333","0.394","0.727","5.17","$4,225,000",""
"","Rhys Hoskins","1B","PHI","10.00","0.96","9.87","0.95","37.76","9.29","2.12","0.13","1.92","5.06","0.246","0.332","0.462","0.794","5.12","$12,000,000",""
"","Xander Bogaerts","SS","BOS","10.00","0.93","9.87","0.91","37.13","11.40","2.53","0.00","1.00","4.87","0.307","0.377","0.456","0.833","5.09","$30,000,000",""
"","Gavin Lux","2B","LAD","10.00","0.80","9.15","0.73","32.64","8.99","1.55","0.54","0.47","3.26","0.276","0.346","0.399","0.745","5.08","$0",""
"","Trea Turner","SS","LAD","10.00","0.99","10.00","0.99","40.75","12.13","2.44","0.25","1.31","6.25","0.298","0.343","0.466","0.809","5.08","$27,272,727",""
"","Ian Happ","LF","CHC","10.00","0.98","9.62","0.94","36.27","9.81","2.66","0.13","1.08","4.56","0.271","0.342","0.440","0.781","5.06","$10,850,000",""
"","Kolten Wong","2B","MIL","10.00","0.83","8.58","0.71","32.09","8.06","1.79","0.30","1.12","3.51","0.251","0.339","0.430","0.770","5.03","$8,250,000",""
"","Alex Bregman","3B","HOU","10.00","0.96","9.87","0.94","35.35","9.16","2.45","0.00","1.48","6.00","0.259","0.367","0.454","0.821","4.99","$28,500,000",""
"","Anthony Santander","RF","BAL","10.00","0.94","9.87","0.93","37.76","9.08","1.58","0.00","2.17","5.86","0.240","0.318","0.455","0.773","4.99","$7,400,000",""
"","Teoscar Hernandez","DH","TOR","10.00","0.81","9.77","0.79","38.09","10.15","2.67","0.08","1.91","5.88","0.267","0.316","0.491","0.807","4.94","$14,000,000",""
"","Thairo Estrada","2B","SF","10.00","0.86","9.21","0.80","34.86","9.07","1.64","0.14","1.00","4.43","0.260","0.322","0.402","0.724","4.93","$2,250,000",""
"","Luis Rengifo","2B","LAA","10.00","0.78","9.37","0.73","38.50","10.16","1.73","0.32","1.34","4.09","0.264","0.294","0.429","0.724","4.91","$2,300,000",""
"","Max Muncy","DH","LAD","10.00","0.84","9.56","0.80","34.12","6.69","1.62","0.07","1.54","5.07","0.196","0.330","0.384","0.713","4.88","$13,500,000",""
"","Bobby Witt Jr.","SS","KC","10.00","0.93","9.87","0.91","39.40","10.00","2.07","0.40","1.33","5.33","0.254","0.294","0.428","0.722","4.81","$0",""
"","C.J. Cron","1B","COL","10.00","0.93","9.87","0.91","38.33","9.87","1.87","0.20","1.93","6.80","0.257","0.315","0.468","0.783","4.79","$7,250,000",""
"","Jace Peterson","3B","MIL","10.00","0.70","7.17","0.50","25.49","6.02","1.24","0.18","0.71","3.01","0.236","0.316","0.382","0.698","4.70","$4,500,000",""
"","Andrew Benintendi","LF","NYY","10.00","0.78","9.52","0.74","36.59","11.11","1.83","0.24","0.40","4.05","0.304","0.373","0.399","0.772","4.66","$11,000,000",""
"","Patrick Wisdom","3B","CHC","10.00","0.83","9.48","0.78","35.00","7.24","2.09","0.00","1.87","4.93","0.207","0.298","0.426","0.725","4.63","$0",""
"","Amed Rosario","SS","CLE","10.00","0.94","9.87","0.93","41.63","11.76","1.70","0.59","0.72","4.64","0.283","0.312","0.403","0.715","4.50","$7,800,000",""
"","Dan Vogelbach","DH","NYM","10.00","0.80","8.54","0.69","29.69","7.08","1.46","0.08","1.38","4.54","0.238","0.360","0.433","0.793","4.50","$1,500,000",""
"","D.J. LeMahieu","3B","NYY","10.00","0.77","9.28","0.72","37.36","9.76","1.44","0.00","0.96","3.68","0.261","0.357","0.377","0.734","4.48","$15,000,000",""
"","Josh Bell","1B","SD","10.00","0.96","9.68","0.93","35.38","9.42","1.86","0.19","1.09","4.55","0.266","0.362","0.422","0.784","4.44","$16,500,000",""
"","MJ Melendez","DH","KC","10.00","0.80","9.61","0.77","35.66","7.75","1.63","0.23","1.40","4.81","0.217","0.313","0.393","0.707","4.43","$0",""
"","Connor Joe","LF","COL","10.00","0.69","9.10","0.62","36.40","8.65","1.80","0.36","0.63","2.52","0.238","0.338","0.359","0.697","4.43","$0",""
"","Jose Abreu","1B","CHW","10.00","0.97","10.00","0.97","38.28","11.66","2.55","0.00","0.96","4.78","0.305","0.379","0.446","0.824","4.41","$19,500,000",""
"","Eric Haase","C","DET","10.00","0.68","7.27","0.49","29.36","7.45","1.55","0.09","1.27","4.00","0.254","0.305","0.443","0.748","4.41","$0",""
"","Jose Miranda","SS","MIN","10.00","0.77","9.28","0.72","35.52","9.52","2.00","0.00","1.20","5.28","0.268","0.325","0.426","0.751","4.33","$0",""
"","Harold Ramirez","RF","TB","10.00","0.74","8.17","0.60","33.58","10.08","2.00","0.00","0.50","4.83","0.300","0.343","0.404","0.747","4.33","$2,200,000",""
"","Marcus Semien","2B","TEX","10.00","0.99","10.00","0.99","40.81","10.19","1.99","0.31","1.61","5.16","0.250","0.305","0.432","0.738","4.29","$26,000,000",""
"","Lourdes Gurriel Jr.","LF","TOR","10.00","0.75","9.83","0.73","37.44","10.91","2.64","0.08","0.41","4.30","0.291","0.344","0.400","0.743","4.28","$5,400,000",""
"","Jorge Mateo","SS","BAL","10.00","0.93","9.47","0.88","32.93","7.27","1.67","0.47","0.87","3.33","0.221","0.267","0.379","0.646","4.28","$2,000,000",""
"","Seiya Suzuki","RF","CHC","10.00","0.69","9.46","0.65","35.77","9.37","1.98","0.18","1.26","4.14","0.262","0.336","0.433","0.770","4.26","$17,000,000",""
"","Rowdy Tellez","1B","MIL","10.00","0.94","8.82","0.83","34.58","7.58","1.50","0.00","2.29","5.82","0.219","0.306","0.461","0.767","4.23","$4,950,000",""
"","Jurickson Profar","LF","SD","10.00","0.94","9.67","0.91","37.83","9.21","2.37","0.13","0.99","3.82","0.244","0.331","0.391","0.723","4.23","$0",""
"","Tyrone Taylor","CF","MIL","10.00","0.74","8.58","0.64","31.08","7.25","1.75","0.25","1.42","4.25","0.233","0.286","0.442","0.729","4.17","$0",""
"","Justin Turner","3B","LAD","10.00","0.79","9.92","0.78","36.56","10.16","2.81","0.00","1.02","6.33","0.278","0.350","0.438","0.788","4.10","$8,300,000",""
"","Kyle Schwarber","LF","PHI","10.00","0.96","9.87","0.94","37.23","8.13","1.35","0.19","2.97","6.06","0.218","0.323","0.504","0.827","4.09","$20,000,000",""
"","Ha-seong Kim","SS","SD","10.00","0.93","9.47","0.88","34.47","8.67","2.00","0.20","0.73","3.93","0.252","0.325","0.385","0.710","4.07","$7,000,000",""
"","Garrett Cooper","DH","MIA","10.00","0.73","9.41","0.69","34.79","9.08","2.77","0.17","0.76","4.20","0.261","0.337","0.415","0.752","4.06","$4,200,000",""
"","Ryan Mountcastle","1B","BAL","10.00","0.90","9.93","0.89","38.28","9.59","1.93","0.07","1.52","5.86","0.251","0.305","0.423","0.729","4.04","$0",""
"","Seth Brown","LF","OAK","10.00","0.93","8.80","0.81","33.33","7.67","1.73","0.20","1.67","4.87","0.230","0.305","0.444","0.749","4.03","$0",""
"","Matt Chapman","3B","TOR","10.00","0.96","9.81","0.94","34.71","7.94","1.74","0.06","1.74","4.90","0.229","0.324","0.433","0.757","4.02","$12,000,000",""
"","Dylan Carlson","RF","STL","10.00","0.79","8.59","0.68","33.75","7.97","2.34","0.31","0.63","3.28","0.236","0.316","0.380","0.695","4.00","$0",""
"","Chas McCormick","CF","HOU","10.00","0.73","8.32","0.61","30.17","7.40","1.01","0.17","1.18","3.70","0.245","0.332","0.407","0.738","3.93","$0",""
"","Jack Suwinski","LF","PIT","10.00","0.65","8.58","0.56","30.75","6.23","1.04","0.00","1.79","3.58","0.203","0.298","0.411","0.709","3.92","$0",""
"","Giovanny Urshela","3B","MIN","10.00","0.89","9.38","0.83","34.79","9.93","1.88","0.21","0.90","4.44","0.285","0.338","0.429","0.767","3.88","$8,400,000",""
"","Ke'Bryan Hayes","3B","PIT","10.00","0.84","9.56","0.80","37.13","9.04","1.76","0.22","0.51","3.01","0.244","0.314","0.345","0.659","3.88","$10,000,000",""
"","Austin Hays","LF","BAL","10.00","0.90","9.59","0.86","36.90","9.24","2.41","0.14","1.10","4.14","0.251","0.306","0.413","0.719","3.87","$3,200,000",""
"","Austin Slater","CF","SF","10.00","0.77","4.88","0.38","22.16","5.84","1.20","0.16","0.56","2.72","0.264","0.366","0.408","0.774","3.78","$3,200,000",""
"","Andrew Vaughn","DH","CHW","10.00","0.83","9.70","0.80","38.06","10.30","2.09","0.07","1.27","5.67","0.271","0.321","0.429","0.750","3.76","$0",""
"","Francisco Lindor","SS","NYM","10.00","0.99","10.00","0.99","39.13","10.56","1.55","0.31","1.61","6.65","0.270","0.339","0.449","0.788","3.70","$27,000,000",""
"","Emmanuel Rivera","3B","ARI","10.00","0.63","8.63","0.54","32.35","7.55","1.57","0.29","1.18","3.92","0.233","0.293","0.409","0.702","3.67","$0",""
"","Jonah Heim","C","TEX","10.00","0.78","8.35","0.65","31.97","7.24","1.57","0.08","1.26","3.78","0.227","0.298","0.399","0.697","3.66","$0",""
"","Lane Thomas","CF","WSH","10.00","0.90","8.56","0.77","34.11","8.22","1.78","0.14","1.16","3.56","0.241","0.301","0.404","0.705","3.66","$2,200,000",""
"","Yonathan Daza","CF","COL","10.00","0.70","8.32","0.58","32.92","9.91","1.86","0.18","0.18","3.01","0.301","0.349","0.384","0.733","3.59","$0",""
"","Jean Segura","2B","PHI","10.00","0.60","9.80","0.59","36.12","10.00","0.92","0.00","1.02","3.37","0.277","0.336","0.387","0.723","3.58","$6,500,000",""
"","Michael Taylor","CF","KC","10.00","0.77","9.27","0.71","33.39","8.47","0.81","0.24","0.73","3.47","0.254","0.313","0.357","0.670","3.56","$4,500,000",""
"","Matt Olson","1B","ATL","10.00","1.00","9.94","0.99","38.02","9.14","2.72","0.00","2.10","6.36","0.240","0.325","0.477","0.802","3.52","$21,000,000",""
"","Luis Gonzalez","RF","SF","10.00","0.60","9.08","0.55","31.73","8.06","1.73","0.20","0.41","3.67","0.254","0.323","0.360","0.683","3.51","$0",""
"","Elvis Andrus","SS","CHW","10.00","0.92","9.60","0.88","35.91","8.93","2.21","0.00","1.14","3.89","0.249","0.303","0.406","0.709","3.47","$3,000,000",""
"","Mike Yastrzemski","CF","SF","10.00","0.91","8.51","0.78","32.77","7.03","2.09","0.14","1.15","3.85","0.214","0.305","0.392","0.697","3.46","$6,100,000",""
"","Ryan McMahon","3B","COL","10.00","0.94","9.28","0.88","34.58","8.50","1.50","0.20","1.31","4.38","0.246","0.327","0.414","0.741","3.43","$9,000,000",""
"","Luke Voit","DH","WSH","10.00","0.83","9.78","0.81","37.04","8.37","1.63","0.00","1.63","5.11","0.226","0.308","0.402","0.710","3.42","$0",""
"","Carlos Correa","SS","MIN","10.00","0.84","9.78","0.82","38.38","11.18","1.76","0.07","1.62","4.71","0.291","0.366","0.467","0.834","3.41","$36,000,000",""
"","Nick Gordon","SS","MIN","10.00","0.85","8.19","0.70","29.35","7.97","2.03","0.29","0.65","3.62","0.272","0.317","0.427","0.744","3.39","$0",""
"","Mark Canha","LF","NYM","10.00","0.86","8.86","0.77","33.00","8.79","1.71","0.00","0.93","4.36","0.266","0.367","0.403","0.770","3.32","$10,500,000",""
"","Ji-Man Choi","1B","TB","10.00","0.70","9.03","0.63","31.50","7.35","1.95","0.00","0.97","4.60","0.233","0.341","0.388","0.729","3.27","$4,650,000",""
"","J.D. Davis","3B","SF","10.00","0.71","7.13","0.51","27.65","6.87","1.39","0.09","1.04","3.04","0.248","0.340","0.418","0.758","3.27","$4,210,000",""
"","Alex Verdugo","LF","BOS","10.00","0.94","9.87","0.93","39.01","10.92","2.57","0.07","0.72","4.87","0.280","0.328","0.405","0.732","3.27","$6,300,000",""
"","Jonathan India","2B","CIN","10.00","0.64","9.51","0.60","37.48","9.32","1.55","0.19","0.97","3.98","0.249","0.327","0.378","0.705","3.23","$0",""
"","Keibert Ruiz","C","WSH","10.00","0.69","8.75","0.60","35.18","8.84","1.96","0.00","0.63","3.21","0.251","0.313","0.360","0.673","3.21","$0",""
"","Santiago Espinal","2B","TOR","10.00","0.83","8.81","0.73","33.26","8.89","1.85","0.00","0.52","3.78","0.267","0.322","0.370","0.692","3.21","$2,100,000",""
"","Salvador Perez","C","KC","10.00","0.70","10.00","0.70","39.04","9.91","2.02","0.09","2.02","6.67","0.254","0.292","0.465","0.757","3.16","$20,000,000",""
"","Alec Bohm","3B","PHI","10.00","0.94","9.61","0.90","38.55","10.79","1.58","0.26","0.86","4.74","0.280","0.316","0.401","0.717","3.16","$0",""
"","Trey Mancini","1B","HOU","10.00","0.88","9.51","0.84","36.29","8.67","1.61","0.07","1.26","4.41","0.239","0.319","0.391","0.710","3.13","$7,000,000",""
"","Max Kepler","RF","MIN","10.00","0.71","9.13","0.65","33.74","7.65","1.57","0.09","0.78","3.74","0.227","0.318","0.348","0.666","3.12","$8,500,000",""
"","Joe Wendle","3B","MIA","10.00","0.62","8.42","0.52","34.36","8.91","2.38","0.10","0.30","3.17","0.259","0.297","0.360","0.658","3.11","$6,000,000",""
"","Tyler Naquin","DH","NYM","10.00","0.65","7.43","0.48","29.52","6.76","1.81","0.38","1.05","4.38","0.229","0.282","0.423","0.705","3.08","$0",""
"","Christian Vazquez","C","HOU","10.00","0.73","8.57","0.63","33.45","9.16","1.93","0.00","0.76","4.37","0.274","0.315","0.399","0.714","3.07","$10,000,000",""
"","Wilmer Flores","DH","SF","10.00","0.93","8.74","0.81","34.77","7.95","1.85","0.07","1.26","4.70","0.229","0.316","0.394","0.710","3.06","$6,500,000",""
"","Andrew McCutchen","DH","MIL","10.00","0.83","9.78","0.81","38.43","9.10","1.87","0.00","1.27","5.15","0.237","0.316","0.384","0.700","3.05","$5,000,000",""
"","Isiah Kiner-Falefa","SS","NYY","10.00","0.88","9.51","0.83","34.01","8.87","1.41","0.00","0.28","3.38","0.261","0.314","0.327","0.642","3.04","$6,000,000",""
"","Austin Nola","C","SD","10.00","0.68","9.00","0.61","31.55","7.91","1.36","0.00","0.36","3.64","0.251","0.321","0.329","0.649","2.98","$2,350,000",""
"","Kyle Farmer","SS","CIN","10.00","0.90","9.79","0.88","36.28","9.24","1.72","0.07","0.97","5.38","0.255","0.316","0.386","0.702","2.90","$5,585,000",""
"","Brian Anderson","3B","MIA","10.00","0.60","9.39","0.57","34.49","7.65","1.63","0.10","0.82","2.86","0.222","0.311","0.346","0.657","2.83","$3,500,000",""
"","Tommy Pham","LF","BOS","10.00","0.89","9.93","0.88","38.47","9.10","1.60","0.07","1.18","4.38","0.237","0.312","0.374","0.686","2.83","$6,000,000",""
