"Rank","Player","Pos","Team","GP","GP%","GS","GS%","AB","H","2B","3B","HR","RBI","AVG","OBP","SLG","OPS","TVS","Cash2023",""
"","Jeimer Candelario","3B","DET","10.00","0.90","9.81","0.88","35.58","10.58","2.12","0.58","1.35","5.58","0.297","0.369","0.503","0.872","17.07","$5,000,000",""
"","Alex Verdugo","RF","BOS","10.00","0.88","9.43","0.83","37.92","11.70","3.02","0.00","1.13","2.83","0.309","0.367","0.478","0.844","16.87","$6,300,000",""
"","Fernando Tatis Jr.","SS","SD","10.00","0.98","10.00","0.98","37.97","10.51","1.86","0.34","2.88","7.63","0.277","0.366","0.571","0.937","16.87","$5,617,284",""
"","Trea Turner","SS","WSH","10.00","0.98","10.00","0.98","39.49","13.22","2.54","0.68","2.03","6.95","0.335","0.394","0.588","0.982","16.67","$27,272,727",""
"","Nelson Cruz","DH","MIN","10.00","0.88","9.81","0.87","34.91","10.57","1.13","0.00","3.02","6.23","0.303","0.397","0.595","0.992","16.60","$1,000,000",""
"","Freddie Freeman","1B","ATL","10.00","1.00","9.67","0.97","35.67","12.17","3.83","0.17","2.17","8.83","0.341","0.462","0.640","1.102","16.59","$20,000,000",""
"","Mookie Betts","RF","LAD","10.00","0.92","9.64","0.88","39.82","11.64","1.64","0.18","2.91","7.09","0.292","0.366","0.562","0.927","16.59","$17,000,000",""
"","Sean Murphy","C","OAK","10.00","0.72","9.07","0.65","26.98","6.28","1.16","0.00","1.63","3.26","0.233","0.364","0.457","0.821","16.58","$4,000,000",""
"","J.T. Realmuto","C","PHI","10.00","0.78","9.57","0.75","36.81","9.79","1.28","0.00","2.34","6.81","0.266","0.349","0.491","0.840","16.52","$23,875,000",""
"","Jesse Winker","LF","CIN","10.00","0.90","8.89","0.80","27.59","7.04","1.30","0.00","2.22","4.26","0.255","0.388","0.544","0.932","16.39","$8,250,000",""
"","Brandon Nimmo","CF","NYM","10.00","0.92","9.09","0.83","33.82","9.45","1.45","0.55","1.45","3.27","0.280","0.404","0.484","0.888","16.27","$20,250,000",""
"","Marcell Ozuna","LF","ATL","10.00","1.00","10.00","1.00","38.00","12.83","2.33","0.00","3.00","9.33","0.338","0.431","0.636","1.067","16.24","$16,000,000",""
"","Trent Grisham","CF","SD","10.00","0.98","9.66","0.95","36.44","9.15","1.36","0.51","1.69","4.41","0.251","0.352","0.456","0.808","16.05","$3,175,000",""
"","Jose Abreu","1B","CHW","10.00","1.00","10.00","1.00","40.00","12.67","2.50","0.00","3.17","10.00","0.317","0.370","0.617","0.987","16.03","$19,500,000",""
"","Alex Dickerson","LF","SF","10.00","0.87","7.31","0.63","29.04","8.65","1.92","0.19","1.92","5.19","0.298","0.371","0.576","0.947","15.78","$0",""
"","Wil Myers","LF","SD","10.00","0.92","10.00","0.92","36.00","10.36","2.55","0.36","2.73","7.27","0.288","0.353","0.606","0.959","15.76","$6,000,000",""
"","Dansby Swanson","SS","ATL","10.00","1.00","10.00","1.00","39.50","10.83","2.50","0.00","1.67","5.83","0.274","0.345","0.464","0.809","15.75","$20,000,000",""
"","Austin Nola","C","SD","10.00","0.80","9.17","0.73","33.54","9.17","1.88","0.21","1.46","5.83","0.273","0.353","0.472","0.825","15.63","$2,350,000",""
"","Cavan Biggio","2B","TOR","10.00","0.98","9.66","0.95","37.29","9.32","2.71","0.00","1.36","4.75","0.250","0.375","0.432","0.807","15.61","$2,800,000",""
"","Darin Ruf","1B","SF","10.00","0.67","6.25","0.42","21.75","6.00","1.50","0.00","1.25","4.50","0.276","0.370","0.517","0.887","15.58","$3,000,000",""
"","Justin Turner","3B","LAD","10.00","0.70","10.00","0.70","35.71","10.95","2.14","0.24","0.95","5.48","0.307","0.400","0.460","0.860","15.53","$8,300,000",""
"","Robbie Grossman","OF","OAK","10.00","0.85","9.02","0.77","32.55","7.84","2.35","0.39","1.57","4.51","0.241","0.344","0.482","0.826","15.43","$2,000,000",""
"","Trevor Story","SS","COL","10.00","0.98","10.00","0.98","39.83","11.53","2.20","0.68","1.86","4.75","0.289","0.355","0.519","0.874","15.31","$20,000,000",""
"","Kole Calhoun","RF","ARI","10.00","0.90","9.81","0.88","35.19","7.96","1.67","0.00","2.96","7.41","0.226","0.338","0.526","0.864","15.23","$0",""
"","Willy Adames","SS","TB","10.00","0.90","9.44","0.85","34.26","8.89","2.78","0.19","1.48","4.26","0.260","0.332","0.481","0.813","15.15","$8,700,000",""
"","George Springer","CF","HOU","10.00","0.85","9.61","0.82","37.06","9.80","1.18","0.39","2.75","6.27","0.265","0.359","0.540","0.899","15.05","$22,500,000",""
"","Eric Hosmer","1B","SD","10.00","0.67","9.25","0.62","35.75","10.25","1.50","0.00","2.25","9.00","0.287","0.333","0.517","0.851","15.01","$720,000",""
"","Kyle Lewis","LF","SEA","10.00","0.97","9.83","0.95","35.52","9.31","0.52","0.00","1.90","4.83","0.262","0.364","0.437","0.801","14.81","$1,610,000",""
"","Chris Taylor","2B","LAD","10.00","0.93","8.75","0.82","33.04","8.93","1.79","0.36","1.43","5.71","0.270","0.366","0.476","0.842","14.78","$15,000,000",""
"","Jeff McNeil","3B","NYM","10.00","0.87","9.62","0.83","35.19","10.96","2.69","0.00","0.77","4.42","0.312","0.383","0.454","0.836","14.76","$6,250,000",""
"","Ian Happ","CF","CHC","10.00","0.95","9.30","0.88","34.74","8.95","1.93","0.18","2.11","4.91","0.258","0.361","0.505","0.866","14.76","$10,850,000",""
"","Joe Wendle","2B","TB","10.00","0.83","9.00","0.75","33.60","9.60","1.80","0.40","0.80","3.40","0.286","0.342","0.435","0.777","14.75","$6,000,000",""
"","Jake Cronenworth","SS","SD","10.00","0.90","9.07","0.82","31.85","9.07","2.78","0.56","0.74","3.70","0.285","0.354","0.477","0.831","14.70","$4,225,000",""
"","Ty France","3B","SEA","10.00","0.72","8.14","0.58","32.79","10.00","2.09","0.23","0.93","5.35","0.305","0.368","0.468","0.836","14.67","$4,100,000",""
"","Bryce Harper","RF","PHI","10.00","0.97","10.00","0.97","32.76","8.79","1.55","0.34","2.24","5.69","0.268","0.420","0.542","0.962","14.46","$26,000,000",""
"","Jedd Gyorko","3B","MIL","10.00","0.72","8.14","0.58","27.21","6.74","0.70","0.00","2.09","3.95","0.248","0.333","0.504","0.838","14.35","$0",""
"","Brad Miller","2B","STL","10.00","0.83","9.17","0.76","29.58","6.88","1.67","0.21","1.46","5.21","0.232","0.357","0.451","0.807","14.34","$4,000,000",""
"","Brian Anderson","RF","MIA","10.00","0.98","9.66","0.95","33.90","8.64","1.19","0.17","1.86","6.44","0.255","0.345","0.465","0.810","14.21","$3,500,000",""
"","Eloy Jimenez","DH","CHW","10.00","0.92","10.00","0.92","38.73","11.45","2.55","0.00","2.55","7.45","0.296","0.332","0.559","0.891","14.20","$9,500,000",""
"","Manny Machado","3B","SD","10.00","1.00","10.00","1.00","37.33","11.33","2.00","0.17","2.67","7.83","0.304","0.370","0.580","0.950","14.05","$30,000,000",""
"","Jonathan Schoop","2B","DET","10.00","0.76","10.00","0.76","36.82","10.23","0.91","0.45","1.82","5.23","0.278","0.324","0.475","0.799","13.98","$7,500,000",""
"","Mark Canha","LF","OAK","10.00","0.98","10.00","0.98","32.37","7.97","2.03","0.34","0.85","5.59","0.246","0.387","0.408","0.795","13.95","$10,500,000",""
"","Lourdes Gurriel Jr.","LF","TOR","10.00","0.95","9.12","0.87","36.49","11.23","2.46","0.00","1.93","5.79","0.308","0.348","0.534","0.882","13.95","$5,400,000",""
"","Renato Nunez","3B","BAL","10.00","0.87","9.81","0.85","37.50","9.62","1.92","0.00","2.31","5.96","0.256","0.324","0.492","0.816","13.65","$0",""
"","Hunter Dozier","RF","KC","10.00","0.73","10.00","0.73","35.91","8.18","0.91","0.45","1.36","2.73","0.228","0.344","0.392","0.736","13.62","$7,250,000",""
"","Wilmer Flores","2B","SF","10.00","0.92","9.09","0.83","36.00","9.64","2.00","0.18","2.18","5.82","0.268","0.315","0.515","0.830","13.48","$6,500,000",""
"","Mike Trout","CF","LAA","10.00","0.88","10.00","0.88","37.55","10.57","1.70","0.38","3.21","8.68","0.281","0.390","0.603","0.993","13.46","$35,450,000",""
"","Jesus Aguilar","1B","MIA","10.00","0.85","9.80","0.83","36.86","10.20","1.96","0.00","1.57","6.67","0.277","0.352","0.457","0.809","13.46","$3,000,000",""
"","Jackie Bradley Jr.","CF","BOS","10.00","0.92","9.82","0.90","34.73","9.82","2.00","0.00","1.27","4.00","0.283","0.364","0.450","0.814","13.45","$0",""
"","Christian Vazquez","C","BOS","10.00","0.78","9.57","0.75","36.81","10.43","1.91","0.00","1.49","4.89","0.283","0.344","0.457","0.801","13.34","$10,000,000",""
"","Donovan Solano","2B","SF","10.00","0.90","8.52","0.77","35.19","11.48","2.78","0.19","0.56","5.37","0.326","0.365","0.463","0.828","13.10","$0",""
"","J.P. Crawford","SS","SEA","10.00","0.88","10.00","0.88","38.49","9.81","1.32","0.38","0.38","4.53","0.255","0.336","0.338","0.674","12.97","$10,000,000",""
"","Ramon Laureano","OF","OAK","10.00","0.90","10.00","0.90","33.89","7.22","1.48","0.19","1.11","4.63","0.213","0.338","0.366","0.704","12.96","$3,550,000",""
"","Michael Brantley","LF","HOU","10.00","0.77","9.78","0.75","36.96","11.09","3.26","0.00","1.09","4.78","0.300","0.364","0.476","0.840","12.87","$12,000,000",""
"","Cody Bellinger","CF","LAD","10.00","0.93","10.00","0.93","38.04","9.11","1.79","0.00","2.14","5.36","0.239","0.333","0.455","0.789","12.75","$12,000,000",""
"","Adalberto Mondesi","SS","KC","10.00","0.98","10.00","0.98","37.12","9.49","1.86","0.51","1.02","3.73","0.256","0.294","0.416","0.710","12.69","$3,045,000",""
"","Luis Robert","CF","CHW","10.00","0.93","9.82","0.92","36.07","8.39","1.43","0.00","1.96","5.54","0.233","0.302","0.436","0.738","12.68","$9,500,000",""
"","Max Kepler","RF","MIN","10.00","0.80","9.58","0.77","35.63","8.13","1.88","0.00","1.88","4.79","0.228","0.321","0.439","0.760","12.46","$8,500,000",""
"","Raimel Tapia","CF","COL","10.00","0.85","9.41","0.80","36.08","11.57","1.57","0.39","0.20","3.33","0.321","0.370","0.402","0.772","12.41","$0",""
"","Matt Olson","1B","OAK","10.00","1.00","9.83","0.98","35.00","6.83","0.67","0.17","2.33","7.00","0.195","0.310","0.424","0.734","12.31","$21,000,000",""
"","Adam Engel","CF","CHW","10.00","0.60","6.67","0.40","24.44","7.22","1.39","0.28","0.83","3.33","0.296","0.333","0.477","0.811","12.29","$0",""
"","Pete Alonso","1B","NYM","10.00","0.95","9.65","0.92","36.49","8.42","1.05","0.00","2.81","6.14","0.231","0.326","0.490","0.817","12.20","$14,500,000",""
"","Rafael Devers","3B","BOS","10.00","0.95","9.65","0.92","40.70","10.70","2.81","0.18","1.93","7.54","0.263","0.311","0.483","0.793","12.19","$22,500,000",""
"","Kevin Pillar","CF","COL","10.00","0.90","9.07","0.82","38.52","11.11","2.22","0.56","1.11","4.81","0.289","0.336","0.462","0.798","12.06","$0",""
"","Colin Moran","3B","PIT","10.00","0.87","9.62","0.83","34.23","8.46","1.92","0.00","1.92","4.42","0.247","0.325","0.472","0.797","12.05","$0",""
"","Adam Duvall","RF","ATL","10.00","0.95","8.25","0.78","33.33","7.89","1.40","0.00","2.81","5.79","0.237","0.301","0.532","0.833","12.03","$7,000,000",""
"","Christian Walker","1B","ARI","10.00","0.95","9.82","0.93","38.25","10.35","3.16","0.18","1.23","5.96","0.271","0.333","0.459","0.792","12.03","$6,500,000",""
"","Ketel Marte","2B","ARI","10.00","0.75","10.00","0.75","40.22","11.56","3.11","0.22","0.44","3.78","0.287","0.323","0.409","0.732","12.02","$11,000,000",""
"","Chance Sisco","C","BAL","10.00","0.60","8.33","0.50","27.22","5.83","1.11","0.00","1.11","2.78","0.214","0.364","0.378","0.741","11.92","$0",""
"","Austin Meadows","LF","TB","10.00","0.60","9.17","0.55","36.67","7.50","2.22","0.28","1.11","3.61","0.205","0.296","0.371","0.667","11.80","$4,300,000",""
"","Andres Gimenez","SS","NYM","10.00","0.82","5.92","0.48","24.08","6.33","0.61","0.41","0.61","2.45","0.263","0.333","0.398","0.732","11.76","$0",""
"","Xander Bogaerts","SS","BOS","10.00","0.93","9.46","0.88","36.25","10.89","1.43","0.00","1.96","5.00","0.301","0.364","0.502","0.867","11.38","$30,000,000",""
"","Jurickson Profar","2B","SD","10.00","0.93","9.11","0.85","32.14","8.93","1.07","0.00","1.25","4.46","0.278","0.343","0.428","0.771","11.32","$0",""
"","Eddie Rosario","LF","MIN","10.00","0.95","9.65","0.92","36.84","9.47","1.23","0.00","2.28","7.37","0.257","0.316","0.476","0.792","11.30","$9,000,000",""
"","Martin Maldonado","C","HOU","10.00","0.78","9.79","0.77","28.72","6.17","0.85","0.00","1.28","5.11","0.215","0.350","0.378","0.727","11.27","$4,000,000",""
"","Whit Merrifield","CF","KC","10.00","1.00","10.00","1.00","41.33","11.67","2.00","0.00","1.50","5.00","0.282","0.325","0.440","0.764","11.16","$6,750,000",""
"","Tommy La Stella","2B","OAK","10.00","0.92","9.64","0.88","35.64","10.00","2.55","0.36","0.91","4.55","0.281","0.370","0.449","0.819","11.13","$720,000",""
"","Harrison Bader","CF","STL","10.00","0.86","7.40","0.64","21.20","4.80","1.40","0.40","0.80","2.20","0.226","0.336","0.443","0.779","11.13","$4,700,000",""
"","A.J. Pollock","LF","LAD","10.00","0.92","8.73","0.80","35.64","9.82","1.64","0.00","2.91","6.18","0.276","0.314","0.566","0.881","10.98","$7,000,000",""
"","Isiah Kiner-Falefa","3B","TEX","10.00","0.98","9.66","0.95","35.76","10.00","0.68","0.51","0.51","1.69","0.280","0.329","0.370","0.699","10.93","$6,000,000",""
"","Vladimir Guerrero Jr.","3B","TOR","10.00","1.00","9.50","0.95","36.83","9.67","2.17","0.33","1.50","5.50","0.262","0.329","0.462","0.791","10.90","$14,500,000",""
"","Willson Contreras","C","CHC","10.00","0.95","10.00","0.95","33.16","8.07","1.75","0.00","1.23","4.56","0.243","0.356","0.407","0.763","10.85","$10,000,000",""
"","Jacob Stallings","C","PIT","10.00","0.70","9.52","0.67","29.76","7.38","1.67","0.00","0.71","4.29","0.248","0.326","0.376","0.702","10.83","$3,350,000",""
"","Jason Kipnis","2B","CHC","10.00","0.73","8.64","0.63","25.91","6.14","1.82","0.23","0.68","3.64","0.237","0.341","0.404","0.744","10.77","$0",""
"","Aaron Hicks","CF","NYY","10.00","0.90","9.07","0.82","31.30","7.04","1.85","0.37","1.11","3.89","0.225","0.379","0.414","0.793","10.70","$10,500,000",""
"","Ji-Man Choi","1B","TB","10.00","0.70","7.62","0.53","29.05","6.67","3.10","0.00","0.71","3.81","0.230","0.331","0.410","0.741","10.63","$4,650,000",""
"","Kevin Kiermaier","CF","TB","10.00","0.82","8.37","0.68","28.16","6.12","1.02","0.61","0.61","4.49","0.217","0.321","0.362","0.683","10.58","$9,000,000",""
"","Maikel Franco","3B","KC","10.00","1.00","10.00","1.00","37.17","10.33","2.67","0.00","1.33","6.33","0.278","0.321","0.457","0.778","10.51","$0",""
"","Manuel Margot","CF","TB","10.00","0.78","7.87","0.62","30.85","8.30","1.91","0.00","0.21","2.34","0.269","0.327","0.352","0.679","10.47","$7,000,000",""
"","Anthony Rizzo","1B","CHC","10.00","0.97","9.83","0.95","35.00","7.76","1.03","0.00","1.90","4.14","0.222","0.342","0.414","0.755","10.36","$17,000,000",""
"","Sam Hilliard","CF","COL","10.00","0.60","7.50","0.45","29.17","6.11","0.56","0.56","1.67","2.78","0.210","0.272","0.438","0.710","10.19","$0",""
"","Anthony Rendon","3B","LAA","10.00","0.87","10.00","0.87","36.35","10.38","2.12","0.19","1.73","5.96","0.286","0.418","0.497","0.915","10.18","$38,000,000",""
"","Danny Jansen","C","TOR","10.00","0.72","9.30","0.67","27.91","5.12","0.70","0.00","1.40","4.65","0.183","0.313","0.358","0.671","10.16","$3,500,000",""
"","Pedro Severino","C","BAL","10.00","0.80","8.75","0.70","33.33","8.33","1.04","0.21","1.04","4.38","0.250","0.322","0.388","0.710","10.04","$0",""
"","Jorge Soler","DH","KC","10.00","0.72","9.77","0.70","34.65","7.91","1.86","0.00","1.86","5.58","0.228","0.326","0.443","0.769","9.97","$15,000,000",""
"","Joey Gallo","RF","TEX","10.00","0.95","9.65","0.92","33.86","6.14","1.40","0.00","1.75","4.56","0.181","0.301","0.378","0.679","9.92","$11,000,000",""
"","Rio Ruiz","3B","BAL","10.00","0.90","9.26","0.83","34.26","7.59","2.04","0.00","1.67","5.93","0.222","0.286","0.427","0.713","9.90","$0",""
"","Tommy Edman","LF","STL","10.00","0.95","9.82","0.93","37.09","9.27","1.27","0.18","0.91","4.73","0.250","0.317","0.368","0.685","9.58","$4,200,000",""
"","Gleyber Torres","SS","NYY","10.00","0.70","9.52","0.67","32.38","7.86","1.90","0.00","0.71","3.81","0.243","0.356","0.368","0.724","9.54","$9,950,000",""
"","Shohei Ohtani","DH","LAA","10.00","0.77","9.13","0.70","33.26","6.30","1.30","0.00","1.52","5.22","0.190","0.291","0.366","0.657","9.38","$30,000,000",""
"","Kyle Seager","3B","SEA","10.00","1.00","9.83","0.98","33.83","8.17","2.00","0.00","1.50","6.67","0.241","0.355","0.433","0.788","9.33","$0",""
"","Ryan McMahon","2B","COL","10.00","0.87","9.23","0.80","33.08","7.12","1.15","0.19","1.73","5.00","0.215","0.295","0.419","0.714","9.22","$9,000,000",""
"","Brandon Crawford","SS","SF","10.00","0.90","8.70","0.78","31.85","8.15","2.22","0.00","1.48","5.19","0.256","0.326","0.465","0.792","9.20","$16,000,000",""
"","Didi Gregorius","SS","PHI","10.00","1.00","9.33","0.93","35.83","10.17","1.67","0.33","1.67","6.67","0.284","0.339","0.488","0.827","9.20","$0",""
"","Alex Bregman","3B","HOU","10.00","0.70","9.76","0.68","36.43","8.81","2.86","0.24","1.43","5.24","0.242","0.350","0.451","0.801","9.16","$28,500,000",""
"","Eugenio Suarez","3B","CIN","10.00","0.95","10.00","0.95","34.74","7.02","1.40","0.00","2.63","6.67","0.202","0.312","0.470","0.781","9.15","$11,000,000",""
"","Nick Ahmed","SS","ARI","10.00","0.95","9.82","0.93","34.91","9.30","1.75","0.18","0.88","5.09","0.266","0.327","0.402","0.729","9.09","$10,250,000",""
"","Matt Kemp","LF","COL","10.00","0.72","6.98","0.50","27.21","6.51","0.70","0.00","1.40","4.88","0.239","0.326","0.419","0.745","9.04","$0",""
"","Asdrubal Cabrera","3B","WSH","10.00","0.87","9.81","0.85","36.54","8.85","1.73","0.58","1.54","5.96","0.242","0.305","0.447","0.753","9.00","$0",""
"","J.D. Davis","LF","NYM","10.00","0.93","9.29","0.87","33.93","8.39","1.61","0.00","1.07","3.39","0.247","0.371","0.389","0.761","8.93","$4,210,000",""
"","Jason Heyward","RF","CHC","10.00","0.83","9.80","0.82","29.40","7.80","1.20","0.40","1.20","4.40","0.265","0.392","0.456","0.848","8.91","$0",""
"","Paul Goldschmidt","1B","STL","10.00","1.00","10.00","1.00","32.93","10.00","2.24","0.00","1.03","3.62","0.304","0.417","0.466","0.883","8.89","$26,000,000",""
"","Kolten Wong","2B","STL","10.00","0.91","9.06","0.83","34.15","9.06","0.75","0.38","0.19","3.02","0.265","0.350","0.326","0.675","8.83","$8,250,000",""
"","Cedric Mullins","CF","BAL","10.00","0.80","7.92","0.63","29.17","7.92","0.83","0.63","0.63","2.50","0.271","0.315","0.407","0.723","8.58","$4,100,000",""
"","Jean Segura","2B","PHI","10.00","0.90","10.00","0.90","35.56","9.44","0.93","0.37","1.30","4.63","0.266","0.347","0.422","0.769","8.48","$6,500,000",""
"","Hanser Alberto","2B","BAL","10.00","0.90","9.81","0.88","40.56","11.48","2.78","0.00","0.56","4.07","0.283","0.306","0.393","0.698","8.45","$0",""
"","David Bote","2B","CHC","10.00","0.75","7.78","0.58","27.78","5.56","0.67","0.22","1.56","6.44","0.200","0.303","0.408","0.711","8.44","$0",""
"","Mauricio Dubon","2B","SF","10.00","0.90","8.52","0.77","29.07","7.96","0.74","0.19","0.74","3.52","0.274","0.337","0.389","0.726","8.43","$1,400,000",""
"","Yasmani Grandal","C","CHW","10.00","0.77","9.78","0.75","35.00","8.04","1.52","0.00","1.74","5.87","0.230","0.351","0.422","0.773","8.38","$18,250,000",""
"","Dan Vogelbach","DH","MIL","10.00","0.65","9.23","0.60","29.49","6.15","0.77","0.00","1.54","4.10","0.209","0.331","0.391","0.722","8.37","$1,500,000",""
"","Randal Grichuk","CF","TOR","10.00","0.92","9.82","0.90","39.27","10.73","1.64","0.00","2.18","6.36","0.273","0.312","0.481","0.793","8.20","$5,000,000",""
"","Tucker Barnhart","C","CIN","10.00","0.63","8.68","0.55","25.79","5.26","0.79","0.00","1.32","3.42","0.204","0.291","0.388","0.679","8.09","$3,250,000",""
"","Brian Goodwin","RF","CIN","10.00","0.83","8.20","0.68","28.80","6.20","1.80","0.20","1.20","4.40","0.215","0.299","0.417","0.715","8.03","$0",""
"","Daulton Varsho","C","ARI","10.00","0.62","7.84","0.48","27.30","5.14","1.35","0.54","0.81","2.43","0.188","0.287","0.366","0.653","7.95","$3,050,000",""
"","Niko Goodrum","SS","DET","10.00","0.74","9.53","0.71","36.74","6.74","1.63","0.23","1.16","4.65","0.184","0.263","0.335","0.598","7.89","$0",""
"","Carlos Correa","SS","HOU","10.00","0.97","9.66","0.93","34.66","9.14","1.55","0.00","0.86","4.31","0.264","0.326","0.383","0.709","7.67","$36,000,000",""
"","David Peralta","RF","ARI","10.00","0.90","9.81","0.88","37.59","11.30","1.85","0.19","0.93","6.30","0.301","0.339","0.433","0.773","7.65","$6,500,000",""
"","Max Muncy","1B","LAD","10.00","0.97","10.00","0.97","35.00","6.72","0.69","0.00","2.07","4.66","0.192","0.331","0.389","0.720","7.64","$13,500,000",""
"","Pat Valaika","SS","BAL","10.00","0.87","7.31","0.63","27.12","7.50","0.77","0.00","1.54","3.08","0.277","0.315","0.475","0.791","7.58","$0",""
"","Victor Reyes","RF","DET","10.00","0.98","8.77","0.86","35.44","9.82","1.23","0.35","0.70","2.46","0.277","0.315","0.391","0.706","7.56","$0",""
"","Robinson Cano","2B","NYM","10.00","0.82","9.59","0.78","34.90","11.02","1.84","0.00","2.04","6.12","0.316","0.352","0.544","0.896","7.54","$0",""
"","Tyler O'Neill","LF","STL","10.00","0.86","8.80","0.76","27.80","4.80","1.00","0.00","1.40","3.80","0.173","0.261","0.360","0.621","7.43","$4,950,000",""
"","Hunter Renfroe","RF","TB","10.00","0.70","8.10","0.57","29.05","4.52","1.19","0.00","1.90","5.24","0.156","0.252","0.393","0.645","6.94","$11,900,000",""
"","Mike Moustakas","2B","CIN","10.00","0.73","9.77","0.72","31.59","7.27","2.05","0.00","1.82","6.14","0.230","0.331","0.468","0.799","6.92","$0",""
