"Rank","Player","Pos","Team","GP","GP%","GS","GS%","AB","H","2B","3B","HR","RBI","AVG","OBP","SLG","OPS","TVS","Cash2023",""
"","Carlos Hernandez","SP","KC","10.00","0.15","4.58","0.07","1.67","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","26.25","$0",""
"","Alex Wood","SP","SF","10.00","0.16","10.00","0.16","14.62","0.00","0.00","0.00","0.00","0.00","0.000","0.116","0.000","0.116","26.21","$12,500,000",""
"","Anthony DeSclafani","SP","SF","10.00","0.21","9.12","0.19","15.00","0.59","0.29","0.00","0.00","0.29","0.039","0.109","0.059","0.168","25.99","$12,000,000",""
"","Zac Gallen","SP","ARI","10.00","0.14","10.00","0.14","13.91","2.61","0.87","0.00","0.00","1.30","0.188","0.212","0.250","0.462","25.86","$5,600,000",""
"","Trevor Bauer","SP","LAD","10.00","0.10","10.00","0.10","17.65","0.59","0.00","0.00","0.00","0.59","0.033","0.065","0.033","0.098","25.74","$0",""
"","Kevin Gausman","SP","SF","10.00","0.21","9.71","0.20","15.88","2.94","0.00","0.00","0.00","1.18","0.185","0.211","0.185","0.396","25.55","$21,000,000",""
"","Jordan Montgomery","SP","NYY","10.00","0.19","10.00","0.19","1.33","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","25.13","$10,000,000",""
"","Joe Ross","SP","WSH","10.00","0.14","8.64","0.12","14.55","3.64","0.00","0.00","0.00","1.36","0.250","0.294","0.250","0.544","24.89","$0",""
"","Dylan Cease","SP","CHW","10.00","0.20","10.00","0.20","2.50","0.94","0.31","0.00","0.00","0.00","0.375","0.375","0.500","0.875","24.85","$5,700,000",""
"","Ranger Suarez","SP","PHI","10.00","0.24","3.08","0.07","4.10","0.77","0.51","0.00","0.00","0.26","0.188","0.278","0.313","0.590","24.81","$2,950,000",""
"","Charlie Morton","SP","ATL","10.00","0.21","9.71","0.21","16.18","2.06","0.29","0.00","0.00","0.29","0.127","0.127","0.145","0.273","24.77","$20,000,000",""
"","Casey Mize","SP","DET","10.00","0.19","10.00","0.19","0.67","0.00","0.00","0.00","0.00","0.33","0.000","0.333","0.000","0.333","24.50","$0",""
"","Kyle Gibson","SP","PHI","10.00","0.19","9.68","0.19","9.35","1.29","0.00","0.00","0.32","0.65","0.138","0.138","0.241","0.379","24.08","$10,000,000",""
"","Luis Castillo","SP","CIN","10.00","0.20","10.00","0.20","14.85","2.42","0.61","0.00","0.00","0.61","0.163","0.180","0.204","0.384","24.00","$17,000,000",""
"","Merrill Kelly","SP","ARI","10.00","0.17","10.00","0.17","17.41","1.11","0.37","0.00","0.00","0.37","0.064","0.137","0.085","0.222","23.73","$8,000,000",""
"","Vladimir Gutierrez","SP","CIN","10.00","0.14","10.00","0.14","15.00","1.36","0.00","0.00","0.00","0.45","0.091","0.143","0.091","0.234","23.62","$0",""
"","Sonny Gray","SP","CIN","10.00","0.16","10.00","0.16","15.77","2.31","0.00","0.00","0.00","0.00","0.146","0.167","0.146","0.313","23.60","$12,700,000",""
"","James Kaprielian","SP","OAK","10.00","0.15","8.75","0.13","1.25","0.42","0.00","0.00","0.00","0.00","0.333","0.333","0.333","0.667","22.94","$0",""
"","Jose Berrios","SP","TOR","10.00","0.20","10.00","0.20","0.94","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","22.76","$15,000,000",""
"","Lance McCullers","SP","HOU","10.00","0.19","9.33","0.17","1.33","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","22.40","$15,250,000",""
"","German Marquez","SP","COL","10.00","0.20","10.00","0.20","16.56","4.38","1.56","0.00","0.31","2.81","0.264","0.264","0.415","0.679","22.17","$15,000,000",""
"","Max Scherzer","SP","LAD","10.00","0.19","10.00","0.19","19.67","0.00","0.00","0.00","0.00","0.33","0.000","0.000","0.000","0.000","22.09","$43,333,333",""
"","Steven Matz","SP","TOR","10.00","0.18","10.00","0.18","0.69","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","22.00","$10,000,000",""
"","Sean Manaea","SP","OAK","10.00","0.20","10.00","0.20","1.25","0.63","0.31","0.00","0.00","0.00","0.500","0.500","0.750","1.250","21.84","$12,500,000",""
"","Austin Gomber","SP","COL","10.00","0.15","9.58","0.14","13.33","1.25","0.00","0.00","0.00","0.42","0.094","0.121","0.094","0.215","21.65","$1,650,000",""
"","Marco Gonzales","SP","SEA","10.00","0.15","10.00","0.15","1.60","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","21.47","$6,500,000",""
"","Domingo German","SP","NYY","10.00","0.14","8.18","0.11","0.91","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","20.98","$2,600,000",""
"","Nathan Eovaldi","SP","BOS","10.00","0.20","10.00","0.20","0.63","0.00","0.00","0.00","0.00","0.00","0.000","0.333","0.000","0.333","20.45","$18,000,000",""
"","Marcus Stroman","SP","NYM","10.00","0.20","10.00","0.20","15.45","1.52","0.61","0.00","0.00","0.30","0.098","0.164","0.137","0.301","20.30","$25,000,000",""
"","Michael Pineda","SP","MIN","10.00","0.14","9.55","0.13","1.36","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","20.05","$0",""
"","Jameson Taillon","SP","NYY","10.00","0.18","10.00","0.18","0.34","0.00","0.00","0.00","0.00","0.00","0.000","0.500","0.000","0.500","19.95","$14,000,000",""
"","Joe Musgrove","SP","SD","10.00","0.25","7.75","0.19","12.75","1.75","0.50","0.00","0.00","0.25","0.137","0.151","0.176","0.327","19.73","$20,000,000",""
"","Nick Pivetta","SP","BOS","10.00","0.19","9.68","0.19","0.65","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","19.38","$5,350,000",""
"","Kwang-hyun Kim","SP","STL","10.00","0.17","7.78","0.13","9.63","1.11","0.37","0.00","0.00","0.74","0.115","0.148","0.154","0.302","19.37","$0",""
"","Bailey Ober","SP","MIN","10.00","0.12","10.00","0.12","1.00","0.50","0.00","0.00","0.00","0.00","0.500","0.500","0.500","1.000","19.12","$0",""
"","Antonio Senzatela","SP","COL","10.00","0.17","10.00","0.17","13.93","0.71","0.00","0.00","0.00","0.36","0.051","0.051","0.051","0.103","18.76","$7,250,000",""
"","Kyle Freeland","SP","COL","10.00","0.16","9.20","0.14","13.20","2.40","0.40","0.00","0.00","1.60","0.182","0.222","0.212","0.434","18.26","$10,500,000",""
"","Cole Irvin","SP","OAK","10.00","0.20","10.00","0.20","1.56","0.31","0.00","0.00","0.00","0.31","0.200","0.200","0.200","0.400","18.22","$0",""
"","Aaron Nola","SP","PHI","10.00","0.20","9.70","0.20","14.85","2.12","0.61","0.00","0.00","1.21","0.143","0.232","0.184","0.416","17.02","$16,000,000",""
"","Tyler Anderson","SP","SEA","10.00","0.19","10.00","0.19","12.58","1.29","0.00","0.00","0.32","0.32","0.103","0.125","0.179","0.304","16.34","$13,000,000",""
"","Zach Thompson","SP","MIA","10.00","0.17","5.19","0.09","5.56","0.74","0.37","0.00","0.00","0.00","0.133","0.133","0.200","0.333","16.16","$0",""
"","Rich Hill","SP","NYM","10.00","0.20","9.69","0.19","7.50","0.94","0.00","0.00","0.00","0.00","0.125","0.125","0.125","0.250","15.02","$8,000,000",""
"","Clayton Kershaw","SP","LAD","10.00","0.15","9.17","0.14","15.00","3.33","0.00","0.00","0.00","1.25","0.222","0.243","0.222","0.465","14.95","$20,000,000",""
"","Kenta Maeda","SP","MIN","10.00","0.14","9.13","0.13","1.30","0.43","0.00","0.00","0.00","0.00","0.333","0.333","0.333","0.667","14.50","$3,000,000",""
"","Adbert Alzolay","SP","CHC","10.00","0.19","7.00","0.13","10.33","0.67","0.33","0.00","0.00","0.00","0.065","0.094","0.097","0.191","14.30","$0",""
"","David Bednar","RP/CL","PIT","10.00","0.38","0.00","0.00","0.16","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","14.13","$0",""
"","Chris Paddack","SP","SD","10.00","0.15","9.17","0.14","14.58","0.42","0.00","0.00","0.00","0.00","0.029","0.081","0.029","0.110","14.10","$2,500,000",""
"","Blake Snell","SP","SD","10.00","0.17","10.00","0.17","12.59","1.48","0.00","0.00","0.00","0.00","0.118","0.118","0.118","0.235","13.90","$16,000,000",""
"","Josh Fleming","SP","TB","10.00","0.16","4.23","0.07","0.38","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","13.89","$0",""
"","Tarik Skubal","SP","DET","10.00","0.19","9.35","0.18","0.65","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","13.87","$0",""
"","Jarlin Garcia","RP","SF","10.00","0.36","0.00","0.00","0.34","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","13.81","$2,500,000",""
"","Brett Anderson","SP","MIL","10.00","0.15","10.00","0.15","11.67","0.00","0.00","0.00","0.00","0.42","0.000","0.125","0.000","0.125","13.35","$0",""
"","Jon Gray","SP","COL","10.00","0.19","9.35","0.18","15.16","1.61","0.00","0.00","0.00","0.97","0.106","0.106","0.106","0.213","13.10","$15,000,000",""
"","Eduardo Rodriguez","SP","BOS","10.00","0.20","9.69","0.19","1.88","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","13.00","$14,000,000",""
"","Kris Bubic","SP","KC","10.00","0.18","6.90","0.12","1.72","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","12.72","$2,200,000",""
"","Taijuan Walker","SP","NYM","10.00","0.19","9.35","0.18","15.16","1.61","0.00","0.00","0.00","0.32","0.106","0.143","0.106","0.249","12.56","$18,000,000",""
"","Dane Dunning","SP","TEX","10.00","0.17","9.26","0.15","1.11","0.37","0.00","0.00","0.00","0.00","0.333","0.333","0.333","0.667","12.45","$0",""
"","Jake Odorizzi","SP","HOU","10.00","0.15","9.58","0.14","0.42","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","12.35","$4,500,000",""
"","Justin Steele","SP","CHC","10.00","0.12","4.50","0.06","6.50","1.00","0.00","0.00","0.00","0.00","0.154","0.154","0.154","0.308","12.10","$0",""
"","Jose Alvarez","RP","SF","10.00","0.41","0.15","0.01","0.30","0.00","0.00","0.00","0.00","0.00","0.000","0.500","0.000","0.500","11.75","$0",""
"","Alexander Reyes","RP","STL","10.00","0.43","0.00","0.00","0.14","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","11.54","$1,100,000",""
"","Mike Minor","SP","KC","10.00","0.17","10.00","0.17","2.50","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","11.18","$0",""
"","JT Brubaker","SP","PIT","10.00","0.15","9.60","0.15","15.20","1.20","0.00","0.00","0.00","1.20","0.079","0.167","0.079","0.246","10.76","$2,275,000",""
"","Anthony Bender","RP","MIA","10.00","0.38","0.16","0.01","0.33","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","10.72","$0",""
"","Matt Manning","SP","DET","10.00","0.11","10.00","0.11","0.56","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","10.46","$0",""
"","Craig Kimbrel","RP/CL","CHW","10.00","0.39","0.00","0.00","0.16","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","10.15","$10,000,000",""
"","Hyun-Jin Ryu","SP","TOR","10.00","0.19","10.00","0.19","1.29","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","9.92","$20,000,000",""
"","Tony Watson","RP","SF","10.00","0.38","0.00","0.00","0.16","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","9.91","$0",""
"","Ross Stripling","SP","TOR","10.00","0.15","7.92","0.12","2.08","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","9.86","$12,500,000",""
"","Kenley Jansen","RP/CL","LAD","10.00","0.43","0.00","0.00","0.14","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","9.83","$16,000,000",""
"","Madison Bumgarner","SP","ARI","10.00","0.17","9.29","0.16","13.93","1.43","0.36","0.00","0.00","1.07","0.103","0.280","0.128","0.408","9.64","$23,000,000",""
"","Brent Suter","RP","MIL","10.00","0.38","0.16","0.01","0.66","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","9.54","$3,000,000",""
"","Chris Stratton","RP","PIT","10.00","0.42","0.00","0.00","0.29","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","9.51","$2,800,000",""
"","Craig Stammen","RP","SD","10.00","0.41","0.60","0.02","0.75","0.15","0.00","0.00","0.00","0.00","0.200","0.200","0.200","0.400","9.34","$0",""
"","Tony Santillan","SP","CIN","10.00","0.17","1.48","0.02","2.59","0.37","0.37","0.00","0.00","0.00","0.143","0.143","0.286","0.429","9.24","$0",""
"","Tyler Alexander","SP","DET","10.00","0.25","3.66","0.09","0.49","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","9.09","$1,875,000",""
"","Yusei Kikuchi","SP","SEA","10.00","0.18","10.00","0.18","0.69","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","8.94","$10,000,000",""
"","Trevor Williams","SP","NYM","10.00","0.14","6.52","0.09","10.87","2.17","0.00","0.00","0.00","0.43","0.200","0.231","0.200","0.431","8.80","$6,000,000",""
"","Zack Littell","RP","SF","10.00","0.39","0.32","0.01","0.63","0.16","0.00","0.00","0.00","0.00","0.250","0.250","0.250","0.500","8.74","$0",""
"","Adam Cimber","RP","TOR","10.00","0.44","0.00","0.00","0.28","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","8.67","$3,150,000",""
"","Jesse Winker","LF","CIN","10.00","0.68","9.55","0.65","38.45","11.73","2.91","0.09","2.18","6.45","0.305","0.394","0.556","0.949","8.64","$8,250,000",""
"","Jose Ruiz","RP","CHW","10.00","0.36","0.00","0.00","0.17","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","8.53","$925,000",""
"","Yu Darvish","SP","SD","10.00","0.19","10.00","0.19","17.67","1.67","0.67","0.00","0.00","0.33","0.094","0.111","0.132","0.243","8.31","$30,000,000",""
"","Ryan Yarbrough","SP","TB","10.00","0.19","7.00","0.13","1.33","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","8.08","$3,000,000",""
"","Clay Holmes","RP/CL","NYY","10.00","0.43","0.00","0.00","0.14","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","8.00","$3,300,000",""
"","Starling Marte","CF","OAK","10.00","0.74","9.83","0.73","38.92","12.00","2.25","0.25","1.00","4.58","0.308","0.381","0.456","0.837","7.80","$22,000,000",""
"","Mike Zunino","C","TB","10.00","0.67","8.90","0.60","30.55","6.61","1.01","0.18","3.03","5.69","0.216","0.301","0.559","0.860","7.74","$6,000,000",""
"","Rhys Hoskins","1B","PHI","10.00","0.66","9.35","0.62","36.36","8.97","2.71","0.00","2.52","6.64","0.247","0.334","0.530","0.864","7.59","$12,000,000",""
"","Fernando Tatis Jr.","SS","SD","10.00","0.80","9.62","0.77","36.77","10.38","2.38","0.00","3.23","7.46","0.282","0.365","0.611","0.975","7.47","$5,617,284",""
"","Kyle Hendricks","SP","CHC","10.00","0.20","10.00","0.20","16.25","1.88","0.31","0.00","0.00","0.31","0.115","0.148","0.135","0.283","7.41","$14,000,000",""
"","Harrison Bader","CF","STL","10.00","0.64","9.81","0.62","35.63","9.51","2.04","0.10","1.55","4.85","0.267","0.324","0.460","0.785","7.40","$4,700,000",""
"","Kyle Schwarber","LF","BOS","10.00","0.70","9.65","0.67","35.31","9.38","1.68","0.00","2.83","6.28","0.266","0.374","0.554","0.928","7.39","$20,000,000",""
"","Tyler O'Neill","LF","STL","10.00","0.85","9.49","0.81","34.93","10.00","1.88","0.14","2.46","5.80","0.286","0.352","0.560","0.912","7.15","$4,950,000",""
"","Phil Bickford","RP","LAD","10.00","0.35","0.00","0.00","0.53","0.18","0.00","0.00","0.00","0.00","0.333","0.333","0.333","0.667","7.10","$0",""
"","Patrick Wisdom","3B","CHC","10.00","0.65","8.02","0.52","31.89","7.36","1.23","0.00","2.64","5.75","0.231","0.305","0.518","0.823","7.08","$0",""
"","Tim Anderson","SS","CHW","10.00","0.76","10.00","0.76","42.85","13.25","2.36","0.16","1.38","4.96","0.309","0.338","0.469","0.806","7.07","$12,500,000",""
"","Kyle Tucker","RF","HOU","10.00","0.86","9.57","0.83","36.14","10.64","2.64","0.21","2.14","6.57","0.295","0.359","0.557","0.916","7.03","$5,000,000",""
"","Michael Lorenzen","SP","CIN","10.00","0.17","0.00","0.00","0.37","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","6.99","$8,500,000",""
"","Will Smith","C","LAD","10.00","0.80","8.77","0.70","31.85","8.23","1.46","0.15","1.92","5.85","0.259","0.365","0.495","0.860","6.94","$5,250,000",""
"","Bryce Harper","RF","PHI","10.00","0.87","9.93","0.86","34.61","10.71","2.98","0.07","2.48","5.96","0.309","0.429","0.615","1.044","6.91","$26,000,000",""
"","Taylor Widener","SP","ARI","10.00","0.14","5.65","0.08","6.96","0.43","0.00","0.00","0.00","0.00","0.063","0.118","0.063","0.180","6.86","$0",""
"","Johnny Cueto","SP","SF","10.00","0.14","9.55","0.13","13.18","0.91","0.00","0.00","0.00","0.00","0.069","0.156","0.069","0.225","6.84","$6,000,000",""
"","Brandon Crawford","SS","SF","10.00","0.85","9.49","0.81","35.00","10.43","2.17","0.22","1.74","6.52","0.298","0.373","0.522","0.895","6.70","$16,000,000",""
"","Darin Ruf","1B","SF","10.00","0.72","5.30","0.38","22.39","6.07","1.11","0.17","1.37","3.68","0.271","0.385","0.519","0.904","6.67","$3,000,000",""
"","Juan Soto","RF","WSH","10.00","0.93","9.67","0.90","33.25","10.40","1.32","0.13","1.92","6.29","0.313","0.465","0.534","0.999","6.61","$23,000,000",""
"","Hunter Strickland","RP","MIL","10.00","0.35","0.00","0.00","0.35","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","6.52","$0",""
"","Randy Arozarena","LF","TB","10.00","0.87","9.57","0.83","37.52","10.28","2.27","0.21","1.42","4.89","0.274","0.356","0.459","0.815","6.51","$4,150,000",""
"","Max Muncy","1B","LAD","10.00","0.89","9.44","0.84","34.51","8.61","1.81","0.14","2.50","6.53","0.250","0.368","0.527","0.895","6.49","$13,500,000",""
"","Aaron Judge","RF","NYY","10.00","0.91","9.80","0.90","37.16","10.68","1.62","0.00","2.64","6.62","0.287","0.373","0.544","0.916","6.47","$40,000,000",""
"","C.J. Cron","1B","COL","10.00","0.88","9.30","0.82","33.10","9.30","2.18","0.07","1.97","6.48","0.281","0.374","0.530","0.903","6.44","$7,250,000",""
"","Teoscar Hernandez","DH","TOR","10.00","0.88","9.86","0.87","38.46","11.40","2.03","0.00","2.24","8.11","0.296","0.346","0.524","0.870","6.41","$14,000,000",""
"","Brad Keller","SP","KC","10.00","0.16","10.00","0.16","1.92","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","6.35","$5,775,000",""
"","Shohei Ohtani","SP","LAA","10.00","0.98","9.43","0.92","33.99","8.73","1.65","0.51","2.91","6.33","0.257","0.373","0.592","0.965","6.31","$30,000,000",""
"","Rafael Ortega","LF","CHC","10.00","0.64","7.09","0.45","28.74","8.35","1.36","0.19","1.07","3.20","0.291","0.360","0.463","0.823","6.31","$0",""
"","Yordan Alvarez","DH","HOU","10.00","0.89","9.44","0.84","37.29","10.35","2.43","0.07","2.29","7.22","0.278","0.346","0.531","0.877","6.31","$12,000,000",""
"","Brandon Lowe","2B","TB","10.00","0.92","8.99","0.83","35.91","8.86","2.08","0.00","2.62","6.64","0.247","0.340","0.523","0.863","6.31","$5,250,000",""
"","Matt Olson","1B","OAK","10.00","0.96","10.00","0.96","36.22","9.81","2.24","0.00","2.50","7.12","0.271","0.372","0.540","0.911","6.28","$21,000,000",""
"","Carlos Correa","SS","HOU","10.00","0.91","9.93","0.91","37.50","10.41","2.30","0.07","1.76","6.22","0.278","0.364","0.483","0.847","6.27","$36,000,000",""
"","Vladimir Guerrero Jr.","1B","TOR","10.00","0.99","10.00","0.99","37.52","11.68","1.80","0.06","2.98","6.89","0.311","0.401","0.601","1.002","6.20","$14,500,000",""
"","A.J. Pollock","LF","LAD","10.00","0.72","8.38","0.60","32.82","9.74","2.31","0.09","1.79","5.90","0.297","0.356","0.536","0.892","6.18","$7,000,000",""
"","Trea Turner","SS","LAD","10.00","0.91","9.93","0.91","40.20","13.18","2.30","0.20","1.89","5.20","0.328","0.375","0.536","0.911","6.18","$27,272,727",""
"","Alec Mills","SP","CHC","10.00","0.20","6.06","0.12","9.70","0.30","0.30","0.00","0.00","0.00","0.031","0.031","0.063","0.094","6.17","$0",""
"","Bryan Reynolds","LF","PIT","10.00","0.98","9.37","0.92","35.16","10.63","2.20","0.50","1.51","5.66","0.302","0.390","0.522","0.912","6.16","$6,750,000",""
"","Cedric Mullins","CF","BAL","10.00","0.98","9.37","0.92","37.86","11.01","2.33","0.31","1.89","3.71","0.291","0.360","0.518","0.878","6.14","$4,100,000",""
"","Jonathan India","3B","CIN","10.00","0.93","9.60","0.89","35.47","9.53","2.27","0.13","1.40","4.60","0.269","0.376","0.459","0.835","6.12","$0",""
"","Bo Bichette","SS","TOR","10.00","0.98","10.00","0.98","40.25","12.01","1.89","0.06","1.82","6.42","0.298","0.344","0.484","0.828","6.10","$6,100,000",""
