Jugador,Posicion,Juegos,Porcetnaje_juegos,At-bats,Bateos,Home-runs,RBI,Porcentaje_bateo,OPS,Equipo,Sueldo_base,Sueldo,Sueldo_regular,Juegos_2,Porcetnaje_juegos_2,At-bats_2,Bateos_2,Home-runs_2,RBI_2,Porcentaje_bateo_2,OPS_2
Michael Pineda,SP,22,0.136,3,0,0,0,0.0,0.0,MIN,10000000,10000000,10000000,484,0.018496000000000002,9,0,0,0,0.0,0.0
Alex Cobb,SP,18,0.111,1,0,0,0,0.0,0.0,LAA,15000000,15000000,5000000,324,0.012321,1,0,0,0,0.0,0.0
Matt Moore,RP,24,0.148,19,0,0,0,0.0,0.0,PHI,3000000,3000000,3000000,576,0.021903999999999996,361,0,0,0,0.0,0.0
Jose Lobaton,C,6,0.037,11,0,0,0,0.0,0.154,CHC,1000000,1000000,612903,36,0.0013689999999999998,121,0,0,0,0.0,0.023716
Martin Perez,RP,36,0.222,3,0,0,0,0.0,0.0,BOS,4500000,4500000,4500000,1296,0.049284,9,0,0,0,0.0,0.0
Jordan Lyles,SP,32,0.198,6,0,0,0,0.0,0.0,TEX,8000000,8000000,8000000,1024,0.039204,36,0,0,0,0.0,0.0
Wily Peralta,SP,19,0.117,1,0,0,0,0.0,0.5,DET,1500000,1500000,887150,361,0.013689000000000002,1,0,0,0,0.0,0.25
Nathan Eovaldi,SP,32,0.198,2,0,0,0,0.0,0.333,BOS,17000000,17000000,17000000,1024,0.039204,4,0,0,0,0.0,0.11088900000000002
Rex Brothers,RP,57,0.352,2,0,0,0,0.0,0.0,CHC,850000,850000,850000,3249,0.12390399999999999,4,0,0,0,0.0,0.0
Jake Diekman,RP,67,0.414,1,0,0,0,0.0,0.0,OAK,4000000,4000000,4000000,4489,0.171396,1,0,0,0,0.0,0.0
Drew Hutchison,SP,9,0.056,1,0,0,0,0.0,0.0,DET,570500,570500,104278,81,0.0031360000000000003,1,0,0,0,0.0,0.0
Joe Kelly,RP,48,0.296,3,0,0,0,0.0,0.0,LAD,8500000,8500000,8500000,2304,0.08761599999999999,9,0,0,0,0.0,0.0
Matt Harvey,SP,28,0.173,5,0,0,0,0.0,0.0,BAL,1000000,1000000,1000000,784,0.029928999999999997,25,0,0,0,0.0,0.0
Shelby Miller,RP,13,0.08,1,0,0,0,0.0,0.0,PIT,570500,570500,98144,169,0.0064,1,0,0,0,0.0,0.0
Miles Mikolas,SP,9,0.056,8,0,0,0,0.0,0.111,STL,15750000,16750000,16750000,81,0.0031360000000000003,64,0,0,0,0.0,0.012321
Dallas Keuchel,SP,32,0.198,2,0,0,0,0.0,0.0,CHW,18000000,18000000,18000000,1024,0.039204,4,0,0,0,0.0,0.0
Hyun-Jin Ryu,SP,31,0.191,4,0,0,0,0.0,0.0,TOR,20000000,20000000,20000000,961,0.036481,16,0,0,0,0.0,0.0
Hunter Strickland,RP,57,0.352,2,0,0,0,0.0,0.0,MIL,1000000,1000000,607488,3249,0.12390399999999999,4,0,0,0,0.0,0.0
Eduardo Rodriguez,SP,32,0.198,6,0,0,0,0.0,0.0,BOS,8300000,8300000,8300000,1024,0.039204,36,0,0,0,0.0,0.0
Chris Bassitt,SP,27,0.167,2,0,0,0,0.0,0.0,OAK,4900000,4900000,4900000,729,0.027889000000000004,4,0,0,0,0.0,0.0
Michael Lorenzen,SP,27,0.167,1,0,0,0,0.0,0.0,CIN,4437500,4437500,4437500,729,0.027889000000000004,1,0,0,0,0.0,0.0
Jose Alvarez,RP,67,0.414,2,0,0,0,0.0,0.5,SF,1050000,1050000,1050000,4489,0.171396,4,0,0,0,0.0,0.25
Ross Stripling,SP,24,0.148,5,0,0,0,0.0,0.0,TOR,3000000,3000000,3000000,576,0.021903999999999996,25,0,0,0,0.0,0.0
Heath Hembree,RP,60,0.37,1,0,0,0,0.0,0.0,NYM,1250000,1250000,295680,3600,0.1369,1,0,0,0,0.0,0.0
Jimmy Nelson,RP,28,0.173,3,0,0,0,0.0,0.0,LAD,1250000,1250000,1250000,784,0.029928999999999997,9,0,0,0,0.0,0.0
Sean Nolin,RP,10,0.062,5,0,0,0,0.0,0.0,WSH,570500,570500,162551,100,0.0038439999999999998,25,0,0,0,0.0,0.0
Corey Knebel,RP/CL,27,0.167,2,0,0,0,0.0,0.0,LAD,5250000,5250000,5250000,729,0.027889000000000004,4,0,0,0,0.0,0.0
Tyler Ladendorf,2B,1,0.006,1,0,0,0,0.0,0.0,CHC,570500,570500,6134,1,3.6e-05,1,0,0,0,0.0,0.0
Daniel Coulombe,RP,29,0.179,1,0,0,0,0.0,0.0,MIN,570500,570500,306700,841,0.032041,1,0,0,0,0.0,0.0
Steven Matz,SP,29,0.179,2,0,0,0,0.0,0.0,TOR,5200000,5200000,5200000,841,0.032041,4,0,0,0,0.0,0.0
Frankie Montas,SP,32,0.198,4,0,0,0,0.0,0.0,OAK,1800000,1800000,1800000,1024,0.039204,16,0,0,0,0.0,0.0
Domingo German,SP,22,0.136,2,0,0,0,0.0,0.0,NYY,619675,619675,583100,484,0.018496000000000002,4,0,0,0,0.0,0.0
Hector Neris,RP,74,0.457,1,0,0,0,0.0,0.0,PHI,5000000,5020000,5020000,5476,0.208849,1,0,0,0,0.0,0.0
Jameson Taillon,SP,29,0.179,1,0,0,0,0.0,0.5,NYY,2250000,2250000,2250000,841,0.032041,1,0,0,0,0.0,0.25
Jandel Gustave,RP,14,0.086,2,0,0,0,0.0,0.0,MIL,570500,570500,260695,196,0.007395999999999999,4,0,0,0,0.0,0.0
Daniel Norris,RP,56,0.346,2,0,0,0,0.0,0.0,MIL,3475000,3475000,1214395,3136,0.11971599999999999,4,0,0,0,0.0,0.0
Lance McCullers,SP,30,0.185,4,0,0,0,0.0,0.0,HOU,6500000,7083333,7083333,900,0.034225,16,0,0,0,0.0,0.0
Kolby Allard,SP,32,0.198,2,0,0,0,0.0,0.0,TEX,584250,584250,584250,1024,0.039204,4,0,0,0,0.0,0.0
Thomas Eshelman,SP,9,0.056,1,0,0,0,0.0,0.0,BAL,570500,570500,174819,81,0.0031360000000000003,1,0,0,0,0.0,0.0
Cody Ponce,RP,15,0.093,6,0,0,0,0.0,0.0,PIT,580500,580500,240317,225,0.008649,36,0,0,0,0.0,0.0
Erick Fedde,SP,29,0.179,36,0,0,1,0.0,0.026,WSH,575000,575000,575000,841,0.032041,1296,0,0,1,0.0,0.000676
Michael Kopech,RP,44,0.272,1,0,0,0,0.0,0.0,CHW,570500,570500,570500,1936,0.07398400000000001,1,0,0,0,0.0,0.0
Drew Smith,RP,31,0.191,1,0,0,0,0.0,0.0,NYM,574500,574500,531308,961,0.036481,1,0,0,0,0.0,0.0
Bailey Falter,RP,22,0.136,5,0,0,0,0.0,0.0,PHI,570500,570500,358839,484,0.018496000000000002,25,0,0,0,0.0,0.0
Thomas Szapucki,RP,1,0.006,1,0,0,0,0.0,0.0,NYM,570500,570500,15335,1,3.6e-05,1,0,0,0,0.0,0.0
Colin Rea,SP,1,0.006,2,0,0,0,0.0,0.0,MIL,570500,570500,15108,1,3.6e-05,4,0,0,0,0.0,0.0
Marco Gonzales,SP,25,0.154,4,0,0,0,0.0,0.0,SEA,5000000,5250000,5250000,625,0.023716,16,0,0,0,0.0,0.0
Jay Jackson,RP,23,0.142,1,0,0,0,0.0,0.0,SF,570500,570500,184020,529,0.020163999999999998,1,0,0,0,0.0,0.0
Jorge Lopez,SP,33,0.204,2,0,0,0,0.0,0.0,BAL,586750,586750,586750,1089,0.04161599999999999,4,0,0,0,0.0,0.0
John Gant,RP,39,0.241,13,0,0,0,0.0,0.0,MIN,2100000,2100000,733850,1521,0.058080999999999994,169,0,0,0,0.0,0.0
Chris Stratton,RP/CL,68,0.42,2,0,0,0,0.0,0.0,PIT,1100000,1100000,1100000,4624,0.17639999999999997,4,0,0,0,0.0,0.0
Steven Okert,RP,34,0.21,2,0,0,0,0.0,0.0,MIA,570500,570500,294432,1156,0.04409999999999999,4,0,0,0,0.0,0.0
Tyler Glasnow,SP,14,0.086,2,0,0,0,0.0,0.0,TB,4000000,4000000,4000000,196,0.007395999999999999,4,0,0,0,0.0,0.0
Jarlin Garcia,RP,58,0.358,2,0,0,0,0.0,0.0,SF,950000,950000,950000,3364,0.128164,4,0,0,0,0.0,0.0
Seth Lugo,RP,46,0.284,1,0,0,0,0.0,0.0,NYM,2925000,2925000,2925000,2116,0.08065599999999999,1,0,0,0,0.0,0.0
Robert Gsellman,RP,18,0.111,5,0,0,0,0.0,0.167,NYM,1300000,1300000,1300000,324,0.012321,25,0,0,0,0.0,0.027889000000000004
Jose Berrios,SP,32,0.198,3,0,0,0,0.0,0.0,TOR,5600000,5600000,1957020,1024,0.039204,9,0,0,0,0.0,0.0
Junior Guerra,RP,41,0.253,2,0,0,0,0.0,0.0,LAA,750000,750000,750000,1681,0.064009,4,0,0,0,0.0,0.0
Jesus Luzardo,SP,25,0.154,15,0,0,0,0.0,0.211,MIA,575500,575500,194922,625,0.023716,225,0,0,0,0.0,0.044521
Dustin May,SP,5,0.031,3,0,0,0,0.0,0.0,LAD,590500,590500,590500,25,0.0009609999999999999,9,0,0,0,0.0,0.0
Zach Eflin,SP,18,0.111,29,0,0,1,0.0,0.065,PHI,4450000,4450000,4450000,324,0.012321,841,0,0,1,0.0,0.0042250000000000005
Griffin Jax,SP,18,0.111,3,0,0,0,0.0,0.0,MIN,570500,570500,279097,324,0.012321,9,0,0,0,0.0,0.0
Joey Lucchesi,SP,11,0.068,10,0,0,0,0.0,0.091,NYM,607100,607100,574464,121,0.0046240000000000005,100,0,0,0,0.0,0.008281
Adrian Sampson,RP,11,0.068,7,0,0,0,0.0,0.0,CHC,570500,570500,141082,121,0.0046240000000000005,49,0,0,0,0.0,0.0
Matt Manning,SP,18,0.111,1,0,0,0,0.0,0.0,DET,570500,570500,303633,324,0.012321,1,0,0,0,0.0,0.0
Keegan Akin,SP,24,0.148,2,0,0,0,0.0,0.0,BAL,570500,570500,447782,576,0.021903999999999996,4,0,0,0,0.0,0.0
Josh Sborz,RP,63,0.389,1,0,0,0,0.0,0.0,TEX,573500,573500,548774,3969,0.151321,1,0,0,0,0.0,0.0
A.J. Minter,RP,61,0.379,1,0,0,0,0.0,0.0,ATL,1300000,1300000,1300000,3721,0.143641,1,0,0,0,0.0,0.0
Max Kranick,SP,9,0.056,12,0,0,0,0.0,0.0,PIT,570500,570500,64407,81,0.0031360000000000003,144,0,0,0,0.0,0.0
Joan Adon,P,1,0.006,2,0,0,0,0.0,0.0,WSH,570500,570500,3067,1,3.6e-05,4,0,0,0,0.0,0.0
Adrian Morejon,SP,2,0.012,1,0,0,0,0.0,0.0,SD,572900,572900,572900,4,0.000144,1,0,0,0,0.0,0.0
Michael Rucker,RP,20,0.124,1,0,0,0,0.0,0.0,CHC,570500,570500,196288,400,0.015375999999999999,1,0,0,0,0.0,0.0
Anthony Bender,RP,61,0.377,2,0,0,0,0.0,0.0,MIA,570500,570500,466184,3721,0.142129,4,0,0,0,0.0,0.0
Alexander Reyes,RP,70,0.432,1,0,0,0,0.0,0.0,STL,900000,900000,900000,4900,0.18662399999999998,1,0,0,0,0.0,0.0
Brent Suter,RP,61,0.377,4,0,0,0,0.0,0.0,MIL,1500000,1550000,1550000,3721,0.142129,16,0,0,0,0.0,0.0
Jose Ruiz,RP,59,0.364,1,0,0,0,0.0,0.0,CHW,575000,575000,575000,3481,0.132496,1,0,0,0,0.0,0.0
Anthony Banda,RP,30,0.185,1,0,0,0,0.0,0.0,PIT,570500,570500,184020,900,0.034225,1,0,0,0,0.0,0.0
Jimmie Sherfy,RP,14,0.086,1,0,0,0,0.0,0.0,LAD,570500,570500,242293,196,0.007395999999999999,1,0,0,0,0.0,0.0
Lucas Sims,RP/CL,47,0.29,2,0,0,0,0.0,0.0,CIN,598500,598500,598500,2209,0.0841,4,0,0,0,0.0,0.0
Duane Underwood,RP,43,0.265,4,0,0,0,0.0,0.0,PIT,584500,584500,584500,1849,0.07022500000000001,16,0,0,0,0.0,0.0
Jake Junis,RP,16,0.099,1,0,0,0,0.0,0.0,KC,1700000,1700000,1700000,256,0.009801,1,0,0,0,0.0,0.0
Clay Holmes,RP,69,0.426,1,0,0,0,0.0,0.0,NYY,650000,650000,241155,4761,0.181476,1,0,0,0,0.0,0.0
Nick Pivetta,SP,31,0.191,2,0,0,0,0.0,0.0,BOS,613500,613500,613500,961,0.036481,4,0,0,0,0.0,0.0
Chris Flexen,SP,31,0.191,3,0,0,0,0.0,0.0,SEA,1400000,1700000,1700000,961,0.036481,9,0,0,0,0.0,0.0
Yency Almonte,RP,48,0.298,3,0,0,0,0.0,0.0,COL,575500,575500,575500,2304,0.088804,9,0,0,0,0.0,0.0
Kyle McGowin,RP,27,0.167,1,0,0,0,0.0,0.0,WSH,570500,570500,460050,729,0.027889000000000004,1,0,0,0,0.0,0.0
Jordan Montgomery,SP,30,0.185,4,0,0,0,0.0,0.0,NYY,2130000,2130000,2130000,900,0.034225,16,0,0,0,0.0,0.0
Emilio Pagan,RP,67,0.414,2,0,0,0,0.0,0.0,SD,1570000,1570000,1570000,4489,0.171396,4,0,0,0,0.0,0.0
Dinelson Lamet,SP,22,0.136,6,0,0,0,0.0,0.143,SD,4200000,4200000,4200000,484,0.018496000000000002,36,0,0,0,0.0,0.020448999999999995
Ryne Harper,RP,34,0.21,1,0,0,0,0.0,0.0,WSH,570500,570500,340437,1156,0.04409999999999999,1,0,0,0,0.0,0.0
Edgar Santana,RP,41,0.255,1,0,0,0,0.0,0.0,ATL,570500,570500,447782,1681,0.065025,1,0,0,0,0.0,0.0
Phil Maton,RP,65,0.401,1,0,0,0,0.0,0.0,HOU,975000,975000,340730,4225,0.16080100000000003,1,0,0,0,0.0,0.0
Tanner Houck,SP,18,0.111,1,0,0,0,0.0,0.0,BOS,577000,577000,192324,324,0.012321,1,0,0,0,0.0,0.0
Hans Crouse,P,2,0.012,1,0,0,0,0.0,0.0,PHI,570500,570500,24536,4,0.000144,1,0,0,0,0.0,0.0
Charlie Barnes,SP,9,0.056,1,0,0,0,0.0,0.0,MIN,570500,570500,150283,81,0.0031360000000000003,1,0,0,0,0.0,0.0
Josh Fleming,SP,26,0.161,1,0,0,0,0.0,0.0,TB,570500,570500,453916,676,0.025921000000000003,1,0,0,0,0.0,0.0
Bruce Zimmermann,SP,14,0.086,4,0,0,0,0.0,0.0,BAL,571500,571500,531629,196,0.007395999999999999,16,0,0,0,0.0,0.0
Zach Pop,RP,50,0.309,1,0,0,0,0.0,0.0,MIA,570500,570500,570500,2500,0.095481,1,0,0,0,0.0,0.0
John King,RP,27,0.167,1,0,0,0,0.0,0.0,TEX,572500,572500,572500,729,0.027889000000000004,1,0,0,0,0.0,0.0
Andre Jackson,RP,3,0.019,4,0,0,0,0.0,0.0,LAD,570500,570500,12268,9,0.000361,16,0,0,0,0.0,0.0
Paul Campbell,RP,16,0.099,5,0,0,0,0.0,0.0,MIA,570500,570500,101211,256,0.009801,25,0,0,0,0.0,0.0
John Curtiss,RP,44,0.272,5,0,0,0,0.0,0.0,MIL,615000,615000,214890,1936,0.07398400000000001,25,0,0,0,0.0,0.0
Dillon Peters,SP,6,0.037,5,0,0,0,0.0,0.167,PIT,570500,570500,150283,36,0.0013689999999999998,25,0,0,0,0.0,0.027889000000000004
Dennis Santana,RP,55,0.34,2,0,0,0,0.0,0.0,TEX,575000,575000,284372,3025,0.11560000000000002,4,0,0,0,0.0,0.0
Jaime Barria,SP,13,0.08,3,0,0,0,0.0,0.0,LAA,590500,590500,257175,169,0.0064,9,0,0,0,0.0,0.0
Ryan Yarbrough,SP,30,0.185,4,0,0,0,0.0,0.0,TB,2300000,2300000,2300000,900,0.034225,16,0,0,0,0.0,0.0
Robert Stock,RP,3,0.019,4,0,0,0,0.0,0.0,NYM,570500,570500,236159,9,0.000361,16,0,0,0,0.0,0.0
Brad Keller,SP,26,0.161,5,0,0,0,0.0,0.0,KC,3350000,3350000,3350000,676,0.025921000000000003,25,0,0,0,0.0,0.0
Nestor Cortes,SP,23,0.142,1,0,0,0,0.0,0.0,NYY,570500,570500,386442,529,0.020163999999999998,1,0,0,0,0.0,0.0
Adam Cimber,RP,72,0.444,2,0,0,0,0.0,0.0,TOR,925000,925000,477408,5184,0.197136,4,0,0,0,0.0,0.0
Casey Mize,SP,30,0.185,2,0,0,1,0.0,0.333,DET,574100,574100,574100,900,0.034225,4,0,0,1,0.0,0.11088900000000002
Kris Bubic,SP,29,0.179,5,0,0,0,0.0,0.0,KC,570500,570500,475385,841,0.032041,25,0,0,0,0.0,0.0
Aaron Ashby,P,14,0.086,2,0,0,0,0.0,0.333,MIL,570500,570500,138015,196,0.007395999999999999,4,0,0,0,0.0,0.11088900000000002
Joe Ryan,P,5,0.031,2,0,0,0,0.0,0.0,MIN,570500,570500,98144,25,0.0009609999999999999,4,0,0,0,0.0,0.0
Tarik Skubal,SP,31,0.191,2,0,0,0,0.0,0.0,DET,574300,574300,574300,961,0.036481,4,0,0,0,0.0,0.0
Justin Topa,RP,4,0.025,1,0,0,0,0.0,0.0,MIL,573000,573000,520689,16,0.0006250000000000001,1,0,0,0,0.0,0.0
Alex Vesia,RP,41,0.253,3,0,0,0,0.0,0.25,LAD,570500,570500,368040,1681,0.064009,9,0,0,0,0.0,0.0625
Reiss Knehr,P,12,0.074,8,0,0,0,0.0,0.0,SD,570500,570500,95077,144,0.005475999999999999,64,0,0,0,0.0,0.0
Evan Phillips,RP,8,0.049,3,0,0,0,0.0,0.0,LAD,570500,570500,144149,64,0.0024010000000000004,9,0,0,0,0.0,0.0
Tanner Anderson,RP,1,0.006,2,0,0,0,0.0,0.0,PIT,570500,570500,9201,1,3.6e-05,4,0,0,0,0.0,0.0
Josh Rogers,SP,6,0.037,12,0,0,0,0.0,0.077,WSH,570500,570500,92010,36,0.0013689999999999998,144,0,0,0,0.0,0.005929
Framber Valdez,SP,22,0.136,4,0,0,0,0.0,0.0,HOU,637300,637300,637300,484,0.018496000000000002,16,0,0,0,0.0,0.0
Jacob Webb,RP,34,0.211,2,0,0,0,0.0,0.0,ATL,570500,570500,263762,1156,0.044521,4,0,0,0,0.0,0.0
Jose Suarez,SP,23,0.142,1,0,0,0,0.0,0.0,LAA,570500,570500,401777,529,0.020163999999999998,1,0,0,0,0.0,0.0
Sam Coonrod,RP,42,0.259,1,0,0,0,0.0,0.0,PHI,573000,573000,573000,1764,0.067081,1,0,0,0,0.0,0.0
Patrick Murphy,SP,25,0.154,1,0,0,0,0.0,0.0,WSH,575000,575000,123640,625,0.023716,1,0,0,0,0.0,0.0
Adonis Medina,SP,4,0.025,1,0,0,0,0.0,0.0,PHI,570500,570500,70541,16,0.0006250000000000001,1,0,0,0,0.0,0.0
Yusei Kikuchi,SP,29,0.179,2,0,0,0,0.0,0.0,SEA,15000000,16500000,16500000,841,0.032041,4,0,0,0,0.0,0.0
Nabil Crismatt,RP,45,0.278,10,0,0,0,0.0,0.0,SD,585000,585000,471750,2025,0.07728400000000002,100,0,0,0,0.0,0.0
Tyler Alexander,SP,41,0.253,2,0,0,0,0.0,0.0,DET,578800,578800,578800,1681,0.064009,4,0,0,0,0.0,0.0
Sean Poppen,RP,24,0.148,1,0,0,0,0.0,0.0,ARI,570500,570500,144149,576,0.021903999999999996,1,0,0,0,0.0,0.0
Tyler Gilbert,RP,9,0.056,9,0,0,0,0.0,0.0,ARI,570500,570500,187087,81,0.0031360000000000003,81,0,0,0,0.0,0.0
Brusdar Graterol,RP,34,0.21,2,0,0,0,0.0,0.0,LAD,590500,590500,434975,1156,0.04409999999999999,4,0,0,0,0.0,0.0
Alek Manoah,SP,20,0.124,1,0,0,0,0.0,0.0,TOR,570500,570500,395643,400,0.015375999999999999,1,0,0,0,0.0,0.0
Sam Selman,RP,25,0.154,1,0,0,0,0.0,0.0,LAA,583000,583000,197442,625,0.023716,1,0,0,0,0.0,0.0
Junior Fernandez,RP,18,0.111,1,0,0,0,0.0,0.0,STL,570500,570500,318968,324,0.012321,1,0,0,0,0.0,0.0
David Bednar,RP/CL,61,0.377,1,0,0,0,0.0,0.0,PIT,579000,579000,579000,3721,0.142129,1,0,0,0,0.0,0.0
Tucker Davidson,SP,4,0.025,6,0,0,0,0.0,0.0,ATL,570500,570500,386442,16,0.0006250000000000001,36,0,0,0,0.0,0.0
Miguel Yajure,SP,4,0.025,3,0,0,0,0.0,0.0,PIT,570500,570500,30670,16,0.0006250000000000001,9,0,0,0,0.0,0.0
Carlos Hernandez,SP,24,0.148,4,0,0,0,0.0,0.0,KC,570500,570500,404844,576,0.021903999999999996,16,0,0,0,0.0,0.0
Manuel Rodriguez,RP,20,0.124,1,0,0,0,0.0,0.0,CHC,570500,570500,202422,400,0.015375999999999999,1,0,0,0,0.0,0.0
Tejay Antone,RP,23,0.142,3,0,0,0,0.0,0.25,CIN,580500,580500,580500,529,0.020163999999999998,9,0,0,0,0.0,0.0625
Rony Garcia,RP,2,0.012,1,0,0,0,0.0,0.0,DET,575000,575000,435831,4,0.000144,1,0,0,0,0.0,0.0
Reid Detmers,SP,5,0.031,1,0,0,0,0.0,0.5,LAA,570500,570500,174819,25,0.0009609999999999999,1,0,0,0,0.0,0.25
Spencer Strider,P,2,0.012,1,0,0,0,0.0,0.0,ATL,570500,570500,6134,4,0.000144,1,0,0,0,0.0,0.0
Nick Mears,RP,30,0.185,1,0,0,0,0.0,0.0,PIT,570500,570500,260695,900,0.034225,1,0,0,0,0.0,0.0
Tommy Nance,RP,27,0.167,2,0,0,0,0.0,0.0,CHC,570500,570500,208556,729,0.027889000000000004,4,0,0,0,0.0,0.0
Reiver Sanmartin,SP,2,0.012,6,0,0,0,0.0,0.0,CIN,570500,570500,18402,4,0.000144,36,0,0,0,0.0,0.0
Tyler Payne,C,1,0.006,2,0,0,0,0.0,0.0,CHC,570500,570500,3067,1,3.6e-05,4,0,0,0,0.0,0.0
