"Rank","Player","Pos","Team","GP","GS","IP","H","R","ER","BB","SO","W","L","SV","WHIP","ERA","WAR","TVS","Cash2023",""
"","Steven Brault","RP","PIT","1.00","0.11","1.99","1.83","1.11","1.02","1.24","1.78","0.13","0.07","0.00","0.03","0.10","0.00","0.00","$0",""
"","Donnie Hart","RP","BAL","1.00","0.00","0.97","1.55","0.65","0.60","0.60","0.65","0.00","0.00","0.00","0.11","0.28","0.00","0.00","$0",""
"","Victor Caratini","C","CHC","1.00","0.52","0.03","0.04","0.03","0.03","0.00","0.00","0.00","0.00","0.00","0.02","0.12","0.00","0.00","$2,800,000",""
"","Yefry Ramirez","RP","BAL","1.00","0.71","3.84","3.76","2.59","2.53","2.12","3.65","0.06","0.47","0.00","0.09","0.35","0.00","0.00","$0",""
"","Kyle McGowin","SP","WSH","1.00","0.17","1.28","1.00","0.83","0.83","0.83","1.33","0.00","0.00","0.00","0.24","0.98","0.00","0.00","$0",""
"","Phil Maton","RP","SD","1.00","0.00","1.05","1.11","0.56","0.51","0.51","1.22","0.00","0.04","0.00","0.03","0.10","0.00","0.00","$2,550,000",""
"","Adam Kolarek","RP","TB","1.00","0.00","1.11","1.23","0.48","0.48","0.16","0.61","0.03","0.00","0.06","0.04","0.13","0.00","0.00","$0",""
"","Aaron Bummer","RP","CHW","1.00","0.00","0.86","1.08","0.51","0.41","0.27","0.95","0.00","0.03","0.00","0.04","0.12","0.00","0.00","$3,750,000",""
"","John Curtiss","RP","MIN","1.00","0.00","0.79","1.00","0.50","0.50","0.50","0.88","0.00","0.13","0.00","0.24","0.71","0.00","0.00","$775,000",""
"","Gabriel Moya","RP","MIN","1.00","0.17","1.04","1.00","0.54","0.54","0.37","0.89","0.09","0.03","0.00","0.04","0.13","0.00","0.00","$0",""
"","Tyler Bashlor","RP","NYM","1.00","0.00","1.33","1.08","0.67","0.63","0.50","1.04","0.00","0.13","0.00","0.05","0.18","0.00","0.00","$0",""
"","Dean Deetz","RP","HOU","1.00","0.00","0.83","1.00","0.50","0.50","0.25","0.75","0.00","0.00","0.00","0.38","1.35","0.00","0.00","$0",""
"","Austin Davis","RP","PHI","1.00","0.00","1.08","1.09","0.63","0.50","0.38","1.19","0.03","0.06","0.00","0.04","0.13","0.00","0.00","$0",""
"","Caleb Frare","RP","NYY","1.00","0.00","0.64","0.55","0.36","0.36","0.36","0.82","0.00","0.09","0.00","0.13","0.47","0.00","0.00","$0",""
"","Jake Newberry","RP","KC","1.00","0.00","0.95","0.93","0.57","0.50","0.64","0.79","0.14","0.00","0.00","0.12","0.34","0.00","0.00","$0",""
"","Austen Williams","RP","WSH","1.00","0.00","0.97","1.00","0.60","0.60","0.60","0.80","0.00","0.10","0.00","0.17","0.56","0.00","0.00","$0",""
