Acronimo_t,Acronimo_t_1,Altura_t,Altura_t_1,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_inicio_de_contrato_t,Anio_inicio_de_contrato_t_1,Anio,Anios_de_contrato_t,Anios_de_contrato_t_1,Bateos_pitcher_2_t,Bateos_pitcher_2_t_1,Bateos_pitcher_t,Bateos_pitcher_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Carreras_2_t,Carreras_2_t_1,Carreras_ganadas_2_t,Carreras_ganadas_2_t_1,Carreras_ganadas_t,Carreras_ganadas_t_1,Carreras_t,Carreras_t_1,Comando_2_t,Comando_2_t_1,Comando_t,Comando_t_1,Control_2_t,Control_2_t_1,Control_t,Control_t_1,Dominio_2_t,Dominio_2_t_1,Dominio_t,Dominio_t_1,ERA_2_t,ERA_2_t_1,ERA_t,ERA_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Edad_t_1,Equipo_anterior,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Inning_pitched_2_t,Inning_pitched_2_t_1,Inning_pitched_t,Inning_pitched_t_1,Juegos_2_t,Juegos_2_t_1,Juegos_iniciados_2_t,Juegos_iniciados_2_t_1,Juegos_iniciados_t,Juegos_iniciados_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,Losses_2_t,Losses_2_t_1,Losses_t,Losses_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,Saves_2_t,Saves_2_t_1,Saves_t,Saves_t_1,Status,Strike_outs_2_t,Strike_outs_2_t_1,Strike_outs_t,Strike_outs_t_1,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Valor_promedio_contrato,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WHIP_2_t,WHIP_2_t_1,WHIP_t,WHIP_t_1,WS_ganadas_t,WS_ganadas_t_1,Walks_2_t,Walks_2_t_1,Walks_t,Walks_t_1,Wins_2_t,Wins_2_t_1,Wins_t,Wins_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t
WSH,STL,6.3,6.3,2017,2016,2016,2015,2016,1,1,1849,1156,43,34,0,0,11,3,1,2,169,100,81,100,9,10,13,10,20.897959183673468,2.777777777777778,4.571428571428571,1.6666666666666667,0.00028838993898139736,0.002445894370627352,0.01698204754973314,0.04945598417408506,0.006026761173815325,0.006794151029520422,0.07763221737020864,0.08242664029014177,3.1329000000000002,7.1289,1.77,2.67,35,34,36,35,STL,Washington Nationals,St. Louis Cardinals,Washington DC,24924500,23674500,2097.64,1135.6900000000003,45.8,33.7,1600,1156,0,0,0,0,40,34,161,160,Matt Belisle,0,1,0,1,1,23,230,230,4,28,RP,RP,0.5838509316770186,0.625,0,0,0,0,UFA,1024,625,32,25,1250000,3500000,1250000,3500000,1250000,3500000,0.0,0.0,0.0,0.0,1250000,68750000,7500000,1250000,3500000,1250000,94,100,1.3923999999999999,0.5625,1.18,0.75,1.1881000000000002,2.1315999999999997,1.09,1.46,0,11,49,225,7,15,0,1,0,1,14.038654109278484,14.038654109278484,14.038654109278484
LAA,ARI,6.3,6.3,2017,0,2016,2015,2016,1,1,23409,576,153,24,0,0,9,6,5,1,6561,121,5929,100,77,10,81,11,4.681322314049586,4.41,2.1636363636363636,2.1,0.00180100689681451,0.0017317789578119595,0.04243827160493827,0.04161464835622139,0.008431093773814968,0.007637145203950743,0.09182098765432099,0.08739076154806492,23.136099999999995,11.424399999999999,4.81,3.38,27,26,28,27,ARI,Los Angeles Angels,Arizona Diamondbacks,California,10564609,9242202,20736.0,712.89,144.0,26.7,1156,25,484,16,22,4,34,5,161,161,Jhoulys Chacin,64,1,8,1,1,1,215,215,10,5,SP,SP,0.453416149068323,0.484472049689441,0,0,0,0,UFA,14161,441,119,21,877593,88743,1100000,507500,1100000,507500,709.6896,0.0,26.64,0.0,1100000,12525000,2407500,1100000,507500,1100000,73,78,0.0009,0.1369,-0.03,0.37,2.0736,1.6129,1.44,1.27,1,1,3025,100,55,10,36,4,6,2,13.68493821161235,13.9108207377686,13.9108207377686
MIL,NYM,6.1,6.1,0,0,2016,2015,2016,1,1,4225,3721,65,61,0,0,8,1,1,2,676,1024,625,900,25,30,26,32,6.760000000000001,7.111111111111111,2.6,2.6666666666666665,0.0016404304423863604,0.0012014573677871251,0.04050222762251924,0.03466204506065857,0.011089309790531798,0.008543696837597337,0.10530579181855003,0.0924321201617562,7.4529,21.902399999999997,2.73,4.68,33,32,33,32,ATL,Milwaukee Brewers,New York Mets,Wisconsin,4040500,2915500,6773.29,3329.2900000000004,82.3,57.7,5184,3481,0,0,0,0,72,59,161,161,Carlos Torres,9,36,3,6,1,5,180,180,4,9,RP,RP,0.4472049689440994,0.5527950310559007,4,0,2,0,UFA,6084,2304,78,48,950000,582125,950000,582125,950000,582125,6518.9475999999995,484.4401000000001,80.74,22.01,950000,8100000,1450000,950000,582125,950000,72,89,4.9729,0.2025,2.23,-0.45,1.3224999999999998,1.8769000000000002,1.15,1.37,0,2,900,324,30,18,9,25,3,5,13.764217263576723,13.764217263576723,13.764217263576723
MIL,MIN,6.3,6.3,2017,0,2016,2015,2016,1,1,6400,3844,80,62,0,0,8,4,1,1,900,576,841,324,29,18,30,24,2.339100346020761,3.0166204986149587,1.5294117647058822,1.736842105263158,0.0008190774184040178,0.0010548615676820806,0.02861952861952862,0.03247863247863248,0.0019159042728066299,0.0031821170282708747,0.04377104377104377,0.05641025641025641,15.6816,6.200100000000001,3.96,2.49,34,33,34,33,MIN,Milwaukee Brewers,Minnesota Twins,Wisconsin,6079500,5129500,4356.0,4225.0,66.0,65.0,3721,4624,0,0,0,0,61,68,161,161,Blaine Boyer,16,36,4,6,1,6,225,225,4,14,RP,RP,0.4472049689440994,0.515527950310559,1,1,1,1,UFA,676,1089,26,33,950000,750000,950000,750000,950000,750000,1637.8209,3264.9796,40.47,57.14,950000,8100000,68250000,950000,750000,950000,72,83,0.36,1.44,0.6,1.2,2.1609,1.5625,1.47,1.25,0,3,289,361,17,19,4,9,2,3,13.764217263576723,13.764217263576723,13.764217263576723
LAD,KC,6.4,6.4,2017,0,2016,2015,2016,1,1,2025,1,45,1,0,0,8,10,5,2,729,0,625,0,25,0,27,0,3.515625,0.25,1.875,0.5,0.0030864197530864196,0.0054869684499314125,0.05555555555555555,0.07407407407407407,0.010850694444444446,0.0013717421124828531,0.10416666666666667,0.037037037037037035,21.996100000000002,0.0,4.69,0.0,29,28,30,29,KC,Los Angeles Dodgers,Kansas City Royals,California,3156098,2287098,2304.0,9.0,48.0,3.0,3721,16,0,0,0,0,61,4,161,161,Louis Coleman,1,0,1,0,25,4,205,205,30,9,RP,RP,0.5652173913043478,0.5838509316770186,0,0,0,0,UFA,2025,1,45,1,750000,725000,750000,725000,750000,725000,182.79039999999998,0.0,13.52,0.0,750000,79750000,69025000,750000,725000,750000,91,94,0.1296,0.019600000000000003,-0.36,0.14,2.0736,1.0,1.44,1.0,6,2,576,4,24,2,4,1,2,1,13.527828485512494,13.527828485512494,13.527828485512494
SD,ATL,0.0,0.0,2017,2016,2016,2015,2016,1,1,8464,1936,92,44,0,0,13,18,5,1,3136,625,3025,361,55,19,56,25,2.2135633551457468,3.6281179138321993,1.4878048780487805,1.9047619047619047,0.0029411970549536683,0.0017548628503055428,0.05423280423280423,0.04189108318372232,0.006510526021108031,0.0063668493435121735,0.08068783068783068,0.07979253939756632,34.692099999999996,9.4249,5.89,3.07,32,31,32,31,ATL,San Diego Padres,Atlanta Braves,California,81259061,70389433,7056.0,3102.4900000000002,84.0,55.7,576,2209,169,0,13,0,24,47,161,160,Edwin Jackson,49,9,7,3,2,18,210,210,5,23,SP,SP,0.422360248447205,0.40625,0,1,0,1,UFA,3721,1600,61,40,216294,141434,507500,507500,507500,507500,89.8704,1200.6225,9.48,34.65,507500,12120000,69107500,507500,507500,507500,68,65,0.0361,0.0256,-0.19,0.16,2.4964000000000004,1.3688999999999998,1.58,1.17,0,3,1681,441,41,21,25,16,5,4,12.284393872305369,13.137251989898079,13.137251989898079
SF,DET,6.4,6.4,2018,2016,2016,2014,2016,1,2,25,0,5,0,0,0,8,4,5,1,0,0,0,0,0,0,0,0,5.0625,inf,2.25,inf,0.004976842131457065,0.0,0.07054673721340389,0.0,0.025195263290501393,0.13717421124828535,0.15873015873015875,0.3703703703703704,0.0,0.0,0.0,0.0,41,39,41,40,DET,San Francisco Giants,Detroit Tigers,California,94858190,93775000,39.69,0.09,6.3,0.3,100,1,0,0,0,0,10,1,161,160,Joe Nathan,0,0,0,0,23,11,230,230,26,16,RP,RP,0.5341614906832298,0.45625,0,1,0,1,UFA,81,1,9,1,83190,10000000,507500,10000000,507500,10000000,0.0,0.0,0.0,0.0,507500,251000000,2000000,507500,20000000,507500,86,73,0.0064,0.0001,0.08,0.01,2.0164,0.0,1.42,0.0,8,4,16,0,4,0,4,0,2,0,11.328882427277934,13.137251989898079,13.137251989898079
TB,MIN,6.3,6.3,2017,0,2016,2015,2016,1,1,3844,2704,62,52,0,0,4,4,2,1,1225,400,1089,324,33,18,35,20,2.777777777777778,4.775034293552812,1.6666666666666667,2.185185185185185,0.0022041482069254333,0.0018525799233855278,0.046948356807511735,0.0430416068866571,0.006122633908126203,0.008846132665713336,0.07824726134585289,0.09405388171528774,35.760400000000004,5.4289000000000005,5.98,2.33,31,30,31,30,MIN,Tampa Bay Rays,Minnesota Twins,Florida,13705636,8165750,2470.09,4858.09,49.7,69.7,3364,5625,0,0,0,0,58,75,161,161,Kevin Jepsen,36,36,6,6,1,6,235,235,4,14,RP,RP,0.4161490683229814,0.515527950310559,49,225,7,15,UFA,1225,3481,35,59,227386,1074453,507500,1074453,507500,1074453,28.09,4178.3296,5.3,64.64,0,5275000,68250000,507500,3025000,0,67,83,0.3364,0.5625,-0.58,0.75,2.7889,1.2768999999999997,1.67,1.13,0,3,441,729,21,27,4,9,2,3,12.33440429288003,13.137251989898079,13.137251989898079
WSH,LAA,6.6,6.6,2017,2016,2016,2015,2016,1,1,5476,14400,74,120,0,0,11,6,1,5,1600,4489,1444,4096,38,64,40,67,1.9599999999999997,9.765625,1.4,3.125,0.0022675736961451243,0.0009346639845096237,0.047619047619047616,0.030572274768319477,0.0044444444444444444,0.009127577973726795,0.06666666666666667,0.09553835865099837,23.912099999999995,24.5025,4.89,4.95,28,27,28,27,CHW,Washington Nationals,Los Angeles Angels,Washington DC,26668329,23582366,4900.0,13525.689999999999,70.0,116.3,289,576,144,441,12,21,17,24,161,161,Mat Latos,9,100,3,10,1,1,245,245,4,10,SP,SP,0.5838509316770186,0.5279503105590062,0,0,0,0,UFA,1764,10000,42,100,85963,13866,507500,507500,507500,507500,805.4244,870.25,28.38,29.5,0,68750000,1507500,507500,507500,0,94,85,0.1296,0.3844,0.36,-0.62,2.2201,1.7161000000000002,1.49,1.31,0,1,900,1024,30,32,49,16,7,4,11.361672250100924,13.137251989898079,13.137251989898079
CIN,TEX,6.4,6.4,2017,2016,2016,2015,2016,1,1,3481,441,59,21,0,0,8,14,2,2,1225,64,1156,64,34,8,35,8,4.515625,7.367346938775511,2.125,2.7142857142857144,0.0029287627930661194,0.0016240389583745555,0.05411804498562489,0.04029936672423719,0.013225194487439196,0.011964858448432947,0.1150008455944529,0.10938399539435807,21.715600000000002,13.838400000000002,4.66,3.72,33,32,33,32,TEX,Cincinnati Reds,Texas Rangers,Ohio,6201192,5401192,4316.490000000001,372.49,65.7,19.3,4096,441,0,0,0,0,64,21,161,161,Ross Ohlendorf,49,1,7,1,10,2,240,240,15,7,RP,RP,0.422360248447205,0.5403726708074534,4,1,2,1,UFA,4624,361,68,19,800000,91516,800000,507500,800000,507500,551.7801,0.0,23.49,0.0,0,3400000,13800000,800000,507500,0,68,87,0.0529,0.0625,0.23,0.25,1.9320999999999997,2.1025,1.39,1.45,5,0,1024,49,32,7,25,9,5,3,13.592367006650065,13.592367006650065,13.592367006650065
ATL,ARI,6.4,6.4,2017,2018,2016,2014,2016,1,2,1296,16641,36,129,0,50000,13,6,1,1,289,2809,289,2601,17,51,17,53,4.25390625,6.890625,2.0625,2.625,0.001852912209815672,0.00048569845714849474,0.04304546677428033,0.02203856749311295,0.007882114830036199,0.0033467659312888466,0.08878127522195318,0.05785123966942149,13.690000000000001,14.3641,3.7,3.79,29,27,30,29,ARI,Atlanta Braves,Arizona Diamondbacks,Georgia,5731687,3829000,1705.6899999999998,14641.0,41.3,121.0,324,1936,9,144,3,12,18,44,160,161,Josh Collmenter,0,36,0,6,18,1,245,245,23,5,RP,RP,0.41875,0.484472049689441,0,1,0,1,UFA,1089,3969,33,63,52687,1450000,507500,1400000,507500,1450000,0.0,0.0,0.0,0.0,0,19157500,2407500,507500,2425000,0,67,78,0.0256,1.2995999999999999,0.16,1.14,1.5876000000000001,1.5876000000000001,1.26,1.26,3,1,256,576,16,24,9,16,3,4,10.872124024782218,13.137251989898079,13.137251989898079
SD,SD,6.3,6.3,2017,2016,2016,2015,2016,1,1,361,841,19,29,0,0,13,8,5,5,16,100,9,100,3,10,4,10,7.111111111111111,10.795918367346937,2.6666666666666665,3.2857142857142856,0.00043402777777777775,0.0005554988719971885,0.020833333333333332,0.02356902356902357,0.0030864197530864196,0.005997120475234953,0.05555555555555555,0.07744107744107744,2.8560999999999996,7.4529,1.69,2.73,31,30,31,30,SD,San Diego Padres,San Diego Padres,California,29703450,29464800,256.0,1089.0,16.0,33.0,324,25,0,25,0,5,18,5,161,161,Brandon Morrow,0,0,0,0,2,2,205,205,5,5,RP,RP,0.422360248447205,0.4596273291925465,0,0,0,0,UFA,64,529,8,23,138650,2500000,507500,2500000,607500,2500000,0.0,0.0,0.0,0.0,0,12120000,80850000,507500,2500000,0,68,74,0.1936,1.1025,0.44,1.05,1.9043999999999996,1.1881000000000002,1.38,1.09,0,0,9,49,3,7,1,4,1,2,11.839708051043925,13.137251989898079,13.31710745419684
BAL,MIN,6.0,6.0,2017,2016,2016,2015,2016,1,1,169,2116,13,46,0,0,8,4,1,1,36,576,36,529,6,23,6,24,11.111111111111112,1.3061224489795917,3.3333333333333335,1.1428571428571428,0.0006281367579349375,0.002295596998108709,0.02506265664160401,0.04791238877481177,0.006979297310388195,0.0029983307730399463,0.0835421888053467,0.05475701574264202,16.4025,18.0625,4.05,4.25,32,31,33,32,MIN,Baltimore Orioles,Minnesota Twins,Maryland,8302500,7795000,176.89000000000001,2371.69,13.3,48.7,196,3025,0,0,0,0,14,55,161,161,Brian Duensing,0,1,0,1,7,6,200,200,14,14,RP,RP,0.546583850931677,0.515527950310559,0,1,0,1,UFA,100,576,10,24,341079,2700000,507500,2700000,507500,2700000,0.0,336.3556,0.0,18.34,0,220260000,68250000,507500,2700000,0,88,83,0.028900000000000006,0.0361,0.17,0.19,1.44,1.9043999999999996,1.2,1.38,3,3,9,441,3,21,1,16,1,4,12.739869400988196,13.137251989898079,13.137251989898079
BOS,OAK,6.1,6.1,0,0,2016,2015,2016,1,1,1600,2025,40,45,0,0,6,1,1,5,400,529,361,484,19,22,20,23,3.473140495867768,5.609418282548476,1.8636363636363635,2.3684210526315788,0.0027398487048752155,0.0019587789351936634,0.05234356412086605,0.04425809457255998,0.009515879489452967,0.010987610370546172,0.09754936949797763,0.10482180293501048,13.395600000000002,17.222500000000004,3.66,4.15,30,29,30,29,OAK,Boston Red Sox,Oakland Athletics,Massachusetts,3780020,3272520,2180.8900000000003,2275.2900000000004,46.7,47.7,3249,3844,0,0,0,0,57,62,161,161,Fernando Abad,36,4,6,2,13,15,220,220,22,26,RP,RP,0.577639751552795,0.422360248447205,1,0,1,0,UFA,1681,2025,41,45,174699,1087500,507500,1087500,507500,1087500,961.0,94.08999999999999,31.0,9.7,0,230000000,30000000,507500,1087500,0,93,68,0.0729,0.0256,-0.27,0.16,1.7689000000000001,1.7956000000000003,1.33,1.34,8,9,484,361,22,19,1,4,1,2,12.070819772007312,13.137251989898079,13.137251989898079
SD,COL,6.4,6.4,0,0,2016,2015,2016,1,1,17161,5625,131,75,0,0,13,9,5,1,5476,1369,4761,1156,69,34,74,37,3.698224852071006,3.24,1.9230769230769231,1.8,0.00199675425528159,0.002270167431931028,0.044685056285984355,0.047646274061368406,0.00738444621036091,0.00735534247945653,0.08593280054996992,0.08576329331046313,23.04,27.5625,4.8,5.25,28,27,28,27,COL,San Diego Padres,Colorado Rockies,California,3462950,2955450,16718.49,3398.89,129.3,58.3,576,4624,529,0,23,0,24,68,161,161,Christian Friedrich,144,16,12,4,2,1,215,215,5,3,SP,SP,0.422360248447205,0.4161490683229814,0,0,0,0,UFA,10000,2025,100,45,396539,512500,507500,512500,507500,512500,1505.4399999999998,48.720400000000005,38.8,6.98,0,12120000,18950000,507500,512500,0,68,67,0.16000000000000003,0.0225,0.4,-0.15,1.9880999999999998,2.9240999999999997,1.41,1.71,0,0,2704,625,52,25,25,0,5,0,12.890529675875685,13.137251989898079,13.137251989898079
CHW,BAL,6.1,6.1,0,0,2016,2015,2016,1,1,17424,22801,132,151,0,0,13,9,2,1,3721,6561,3025,6241,55,79,61,81,7.367346938775511,4.567858515955401,2.7142857142857144,2.1372549019607843,0.0008298193026130841,0.0015336217922031622,0.02880658436213992,0.03916148352914075,0.006113566698843334,0.007005367363770002,0.07818930041152264,0.08369807264071259,13.4689,24.2064,3.67,4.92,31,30,32,31,BAL,Chicago White Sox,Baltimore Orioles,Illinois,6384975,4623377,18225.0,20938.089999999997,135.0,144.7,576,676,529,676,23,26,24,26,161,161,Miguel Gonzalez,64,144,8,12,6,7,170,170,9,13,SP,SP,0.484472049689441,0.4968944099378882,0,0,0,0,UFA,9025,11881,95,109,413177,3275000,507500,3275000,507500,3275000,4939.2784,709.6896,70.28,26.64,0,17650000,3000000,507500,3275000,0,78,80,4.928400000000001,0.24009999999999998,2.22,0.49,1.5376,1.9599999999999997,1.24,1.4,3,3,1225,2601,35,51,25,81,5,9,12.931631351561236,13.137251989898079,13.137251989898079
