Acronimo_t,Altura_t,Anio_de_agente_libre_t,Anio_t,Anios_de_contrato,Anios_de_contrato_t,Antiguedad_t,At-bats_2_t,At-bats_t,Bateos_2_t,Bateos_promedio_2_t,Bateos_promedio_t,Bateos_t,Bono_por_firma_t,Cantidad de equipos_t,Cantidad_agentes_libres_t,Dobles_2_t,Dobles_t,Edad_al_firmar_t,Edad_t,Equipo_anterior,Equipo_t,Estado_t,Ganancias_t,Home-runs_2_t,Home-runs_t,Juegos totales_t,Juegos_iniciados_2_t,Juegos_iniciados_t,Juegos_t,Jugador,Pago_efectivo_t,Pennants won_t,Peso_t,Playoffs_t,Porcentaje_On-base-plus-slugging_2_t,Porcentaje_On-base-plus-slugging_t,Porcentaje_juegos_iniciados_2_t,Porcentaje_juegos_iniciados_t,Porcentaje_juegos_t,Porcentaje_on-base_2_t,Porcentaje_on-base_t,Porcentaje_slugging_2_t,Porcentaje_slugging_t,Posicion_t,Promedio_victorias_t,Runs-batted-in_2_t,Runs-batted-in_t,Status_agente_libre,Sueldo_ajustado_t,Sueldo_base_t,Sueldo_porcentual_t,Sueldo_regular_t,TVS_2_t,TVS_t,Triples_2_t,Triples_t,Valor_contrato,Valor_contrato_promedio_t,Valor_contrato_total_t,Valor_del_contrato_t,Valor_promedio_contrato,Victorias_t,WAR_2_t,WAR_t,WS ganadas_t,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t,Acronimo_t_1,Altura_t_1,Anio_de_agente_libre_t_1,Anios_de_contrato_t_1,Antiguedad_t_1,At_bats_2_t,At_bats_2_t_1,At_bats_t,At_bats_t_1,Bateos_2_t_1,Bateos_promedio_2_t_1,Bateos_promedio_t_1,Bateos_t_1,Bono_por_firma_t_1,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Dobles_2_t_1,Dobles_t_1,Edad_al_firmar_t_1,Equipo_t_1,Ganancias_t_1,Home_runs_2_t,Home_runs_2_t_1,Home_runs_t,Home_runs_t_1,Juegos_iniciados_2_t_1,Juegos_iniciados_t_1,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Pago_efectivo_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t_1,Playoffs_t_1,Porcentaje_On_base_plus_slugging_2_t,Porcentaje_On_base_plus_slugging_2_t_1,Porcentaje_On_base_plus_slugging_t,Porcentaje_On_base_plus_slugging_t_1,Porcentaje_juegos_iniciados_2_t_1,Porcentaje_juegos_iniciados_t_1,Porcentaje_juegos_t_1,Porcentaje_on_base_2_t,Porcentaje_on_base_2_t_1,Porcentaje_on_base_t,Porcentaje_on_base_t_1,Porcentaje_slugging_2_t_1,Porcentaje_slugging_t_1,Posicion_t_1,Promedio_victorias_t_1,Runs_batted_in_2_t,Runs_batted_in_2_t_1,Runs_batted_in_t,Runs_batted_in_t_1,Sueldo_ajustado_t_1,Sueldo_base_t_1,Sueldo_porcentual_t_1,Sueldo_regular_t_1,TVS_2_t_1,TVS_t_1,Triples_2_t_1,Triples_t_1,Valor_contrato_promedio_t_1,Valor_contrato_total_t_1,Valor_del_contrato_t_1,Victorias_t_1,WAR_2_t_1,WAR_t_1,WS_ganadas_t,WS_ganadas_t_1
BAL,6.1,2015,2014,1,1,1,,,3249,0.046224999999999995,0.215,57,0,,10,196,14,31,32,TB,Baltimore Orioles,Maryland,3967213,,,,5625,75,106,Kelly Johnson,983606,,195.0,13,,,0.21436900000000003,0.463,0.654,,,0.131044,0.362,2B,0.5925925925925926,,,UFA,983606,3000000,0.009,3000000,191.2689,13.83,4,2,3000000,3000000,23300000,3000000,3000000,96,3.778791104643598,1.94391129032258,,13.798980689346235,14.914122846632385,14.914122846632385,TB,6.1,2014.0,1.0,1.0,70225.0,133956.0,265.0,366.0,7396.0,0.055224999999999996,0.235,86.0,0.0,10.0,1.0,2.0,144.0,12.0,30.0,Tampa Bay Rays,0.0,49.0,256.0,7.0,16.0,9216.0,96.0,118.0,162.0,162.0,0.0,7.0,1.0,195.0,4.0,0.43428100000000003,0.5112249999999999,0.659,0.715,0.346921,0.589,0.724,0.08761599999999999,0.093025,0.296,0.305,0.16809999999999997,0.41,2B,0.5617283950617284,729.0,2704.0,27.0,52.0,2450000.0,2450000.0,0.034,2450000.0,1607.2081000000003,40.09,4.0,2.0,2450000.0,19090000.0,2450000.0,91.0,0.8464,0.92,3.0,0.0
OAK,5.567013527575443,2016,2014,1,1,0,,,1681,0.042849,0.207,41,0,,5,49,7,36,36,LAD,Oakland Athletics,California,20822500,,,,2304,48,73,Nick Punto,2750000,,214.4792576419214,26,,,0.08761599999999999,0.296,0.451,,,0.085849,0.293,SS,0.5432098765432098,,,UFA,2750000,2750000,0.029,2750000,0.0,0.0,4,2,3000000,3000000,32800000,3000000,3000000,88,0.4760999999999999,0.69,,14.827111469642754,14.827111469642754,14.827111469642754,LAD,6.23328929986789,2014.0,2.0,1.0,39204.0,86436.0,198.0,294.0,5625.0,0.065025,0.255,75.0,0.0,7.0,5.0,5.0,225.0,15.0,34.0,Los Angeles Dodgers,18072500.0,4.0,4.0,2.0,2.0,5041.0,71.0,116.0,162.0,162.0,1500000.0,15.0,25.0,214.120987654321,27.0,0.346921,0.42902500000000005,0.589,0.655,0.191844,0.438,0.716,0.08761599999999999,0.10758400000000001,0.296,0.328,0.10692900000000001,0.327,SS,0.5679012345679012,196.0,441.0,14.0,21.0,1500000.0,1500000.0,0.006,1500000.0,458.3881,21.41,0.0,0.0,1500000.0,150850000.0,3000000.0,92.0,3.8415999999999997,1.96,9.0,6.0
KC,6.2,2015,2014,1,1,1,,,1681,0.027889000000000004,0.167,41,0,,4,64,8,41,42,SEA,Kansas City Royals,Missouri,66925000,,,,3844,62,90,Raul Ibanez,500000,,225.0,8,,,0.146689,0.383,0.556,,,0.08122499999999999,0.285,DH,0.5493827160493827,,,UFA,500000,500000,0.005,500000,0.0,0.0,9,3,2750000,500000,66500000,500000,2750000,89,3.778791104643598,1.94391129032258,,13.122363377404328,13.122363377404328,13.122363377404328,SEA,6.2,2014.0,1.0,1.0,60516.0,205209.0,246.0,453.0,12100.0,0.059049,0.243,110.0,0.0,10.0,2.0,1.0,400.0,20.0,40.0,Seattle Mariners,63675000.0,25.0,841.0,5.0,29.0,13924.0,118.0,123.0,162.0,162.0,2750000.0,3.0,0.0,225.0,4.0,0.30140100000000003,0.6320250000000001,0.549,0.795,0.529984,0.728,0.759,0.06969600000000001,0.094249,0.264,0.307,0.238144,0.488,DH,0.4382716049382716,676.0,4225.0,26.0,65.0,2750000.0,2750000.0,0.033,2750000.0,3069.16,55.4,4.0,2.0,2750000.0,28400000.0,2750000.0,71.0,0.5184,0.72,1.0,0.0
CHW,5.567013527575443,2015,2014,1,1,1,,,1849,0.042849,0.207,43,0,,10,64,8,37,38,CHW,Chicago White Sox,Illinois,130620000,,,,2401,49,81,Paul Konerko,2500000,,214.4792576419214,9,,,0.091809,0.303,0.5,,,0.10048900000000001,0.317,1B,0.4506172839506173,,,UFA,2500000,2500000,0.028,2500000,0.0,0.0,0,0,2500000,2500000,12250000,2500000,2500000,73,3.778791104643598,1.94391129032258,,14.73180128983843,14.73180128983843,14.73180128983843,CHW,6.23328929986789,2014.0,3.0,3.0,43264.0,218089.0,208.0,467.0,12996.0,0.059536,0.244,114.0,0.0,5.0,2.0,2.0,256.0,16.0,34.0,Chicago White Sox,128120000.0,25.0,144.0,5.0,12.0,15876.0,126.0,126.0,162.0,162.0,13500000.0,6.0,6.0,214.120987654321,9.0,0.3271839999999999,0.44756100000000004,0.572,0.669,0.605284,0.778,0.778,0.065025,0.098596,0.255,0.314,0.126025,0.355,1B,0.3888888888888889,484.0,2916.0,22.0,54.0,13500000.0,13500000.0,0.121,13500000.0,19.5364,4.42,0.0,0.0,12500000.0,14800000.0,37500000.0,63.0,3.8599097976128247,1.9646653144016222,3.0,3.0
CIN,5.9,2016,2014,2,2,1,,,7744,0.064009,0.253,88,0,,6,324,18,31,32,DET,Cincinnati Reds,Ohio,5530000,,,,8100,90,115,Brayan Pena,875000,,242.0,15,,,0.3091360000000001,0.556,0.71,,,0.12460899999999998,0.353,C,0.4691358024691358,,,UFA,875000,875000,0.008,875000,108.16000000000001,10.4,1,1,2275000,1137500,15125000,2275000,1137500,76,3.778791104643598,1.94391129032258,,13.681979165339751,13.681979165339751,13.681979165339751,DET,5.9,2014.0,1.0,1.0,121104.0,52441.0,348.0,229.0,4624.0,0.088209,0.297,68.0,0.0,4.0,2.0,1.0,121.0,11.0,30.0,Detroit Tigers,4655000.0,25.0,16.0,5.0,4.0,3025.0,55.0,71.0,162.0,162.0,875000.0,10.0,11.0,242.0,15.0,0.41602500000000003,0.508369,0.645,0.713,0.11560000000000002,0.34,0.438,0.08468099999999999,0.09922500000000001,0.291,0.315,0.15760900000000003,0.397,C,0.5740740740740741,676.0,484.0,26.0,22.0,875000.0,875000.0,0.006,875000.0,0.0,0.0,0.0,0.0,875000.0,107775000.0,875000.0,93.0,0.1444,0.38,5.0,4.0
MIL,6.2,2015,2014,1,1,0,,,5476,0.038416000000000006,0.196,74,0,,7,81,9,30,30,NYY,Milwaukee Brewers,Wisconsin,23819491,,,,10404,102,130,Mark Reynolds,2000000,,220.0,4,,,0.39690000000000003,0.63,0.803,,,0.155236,0.394,3B,0.5061728395061729,,,UFA,2000000,2000000,0.018,2000000,1207.5625,34.75,0,0,2000000,2000000,57600000,2000000,2000000,82,0.016900000000000002,0.13,,14.508657738524219,14.508657738524219,14.508657738524219,NYY,6.2,2014.0,1.0,0.0,142884.0,198025.0,378.0,445.0,9604.0,0.0484,0.22,98.0,0.0,8.0,1.0,2.0,196.0,14.0,29.0,New York Yankees,21819491.0,484.0,441.0,22.0,21.0,15129.0,123.0,135.0,162.0,162.0,120491.0,1.0,40.0,220.0,50.0,0.4637610000000001,0.48860099999999995,0.681,0.699,0.5760810000000001,0.759,0.833,0.08236899999999998,0.093636,0.287,0.306,0.154449,0.393,3B,0.5246913580246914,2025.0,4489.0,45.0,67.0,120491.0,490000.0,0.001,490000.0,893.4121,29.89,0.0,0.0,490000.0,64000000.0,490000.0,85.0,3.8599097976128247,1.9646653144016222,0.0,27.0
TEX,6.0,2015,2014,1,1,1,,,1296,0.031328999999999996,0.177,36,0,,7,81,9,27,28,TOR,Texas Rangers,Texas,4540100,,,,3364,58,63,J.P. Arencibia,1800000,,203.0,6,,,0.128164,0.358,0.389,,,0.136161,0.369,1B,0.4135802469135802,,,UFA,1800000,1800000,0.013,1800000,0.0,0.0,0,0,1800000,1800000,136050000,1800000,1800000,67,3.778791104643598,1.94391129032258,,14.403297222866392,14.403297222866392,14.403297222866392,TOR,6.0,2014.0,1.0,1.0,41209.0,224676.0,203.0,474.0,8464.0,0.037636,0.194,92.0,0.0,7.0,2.0,1.0,324.0,18.0,26.0,Toronto Blue Jays,2740100.0,100.0,441.0,10.0,21.0,13924.0,118.0,138.0,162.0,162.0,505600.0,2.0,2.0,203.0,5.0,0.369664,0.35046399999999994,0.608,0.592,0.529984,0.728,0.852,0.057121,0.051529000000000005,0.239,0.227,0.13322499999999998,0.365,1B,0.4567901234567901,1225.0,3025.0,35.0,55.0,505600.0,505600.0,0.004,505600.0,183.06089999999998,13.53,0.0,0.0,505600.0,36750000.0,505600.0,74.0,3.8599097976128247,1.9646653144016222,0.0,2.0
MIL,6.2,2015,2014,1,1,1,,,3600,0.054289000000000004,0.233,60,0,,7,196,14,36,37,NYY,Milwaukee Brewers,Wisconsin,36347000,,,,4096,64,121,Lyle Overbay,1500000,,235.0,4,,,0.15602500000000002,0.395,0.747,,,0.11088900000000002,0.333,1B,0.5061728395061729,,,UFA,1500000,1500000,0.014,1500000,163.3284,12.78,0,0,1500000,1500000,57600000,1500000,1500000,82,3.778791104643598,1.94391129032258,,14.22097566607244,14.22097566607244,14.22097566607244,NYY,6.2,2014.0,1.0,1.0,66564.0,198025.0,258.0,445.0,11449.0,0.0576,0.24,107.0,0.0,8.0,1.0,2.0,576.0,24.0,35.0,New York Yankees,34847000.0,16.0,196.0,4.0,14.0,14161.0,119.0,142.0,162.0,162.0,1250000.0,1.0,40.0,235.0,50.0,0.43692100000000006,0.47334399999999993,0.661,0.688,0.540225,0.735,0.877,0.10758400000000001,0.08702499999999999,0.328,0.295,0.154449,0.393,1B,0.5246913580246914,1225.0,3481.0,35.0,59.0,1250000.0,1250000.0,0.005,1250000.0,604.1764,24.58,1.0,1.0,1250000.0,64000000.0,1250000.0,85.0,3.8599097976128247,1.9646653144016222,0.0,27.0
NYM,6.0,2015,2014,1,1,0,,,4,0.033124,0.182,2,0,,10,0,0,33,33,NYM,New York Mets,New York,55489999,,,,81,9,34,Daisuke Matsuzaka,1500000,,200.0,8,,,0.0031360000000000003,0.056,0.21,,,0.033124,0.182,SP,0.4876543209876543,,,UFA,1500000,1500000,0.016,1500000,56.8516,7.54,0,0,1500000,1500000,93775000,1500000,1500000,79,3.778791104643598,1.94391129032258,,14.22097566607244,14.22097566607244,14.22097566607244,NYM,6.0,2014.0,1.0,0.0,121.0,144.0,11.0,12.0,9.0,0.0625,0.25,3.0,0.0,10.0,2.0,2.0,0.0,0.0,32.0,New York Mets,53989999.0,0.0,0.0,0.0,0.0,49.0,7.0,7.0,162.0,162.0,490000.0,5.0,5.0,200.0,8.0,0.18662399999999998,0.25,0.432,0.5,0.0018489999999999997,0.043,0.043,0.0625,0.0625,0.25,0.25,0.0625,0.25,SP,0.4567901234567901,1.0,1.0,1.0,1.0,490000.0,490000.0,0.005,490000.0,0.0,0.0,0.0,0.0,490000.0,7150000.0,490000.0,74.0,3.8599097976128247,1.9646653144016222,2.0,2.0
LAD,6.2,2015,2014,1,1,1,,,0,0.0,0.0,0,0,,11,0,0,31,32,ATL,Los Angeles Dodgers,California,30105500,,,,64,8,30,Paul Maholm,1500000,,245.0,28,,,0.0024010000000000004,0.049,0.185,,,0.0,0.0,RP,0.577639751552795,,,UFA,1500000,1500000,0.006,1500000,0.0,0.0,0,0,1500000,1500000,61150000,1500000,1500000,93,3.778791104643598,1.94391129032258,,14.22097566607244,14.22097566607244,14.22097566607244,ATL,6.2,2014.0,1.0,2.0,81.0,2704.0,9.0,52.0,49.0,0.018225,0.135,7.0,0.0,3.0,5.0,1.0,4.0,2.0,29.0,Atlanta Braves,28605500.0,0.0,0.0,0.0,0.0,676.0,26.0,26.0,161.0,162.0,6500000.0,25.0,18.0,245.0,23.0,0.033124,0.104976,0.182,0.324,0.025921000000000003,0.161,0.161,0.033124,0.022801,0.182,0.151,0.029928999999999997,0.173,RP,0.5925925925925926,0.0,4.0,0.0,2.0,6500000.0,6500000.0,0.069,6500000.0,0.0,0.0,0.0,0.0,4250000.0,77250000.0,4250000.0,96.0,3.8599097976128247,1.9646653144016222,6.0,3.0
BAL,6.3,2015,2014,1,1,0,,,5329,0.091204,0.302,73,0,,10,121,11,28,28,TB,Baltimore Orioles,Maryland,22507327,,,,3136,56,83,Delmon Young,1000000,,205.0,13,,,0.11971599999999999,0.346,0.512,,,0.195364,0.442,LF,0.5925925925925926,,,UFA,1000000,1000000,0.009,1000000,0.0,0.0,1,1,1000000,1000000,23300000,1000000,1000000,96,1.0816000000000001,1.04,,13.815510557964274,13.815510557964274,13.815510557964274,TB,6.3,2014.0,1.0,0.0,58564.0,111556.0,242.0,334.0,7569.0,0.068121,0.261,87.0,0.0,10.0,1.0,2.0,256.0,16.0,27.0,Tampa Bay Rays,21507327.0,49.0,121.0,7.0,11.0,7569.0,87.0,103.0,162.0,162.0,80327.0,7.0,1.0,205.0,4.0,0.6068410000000001,0.5112249999999999,0.779,0.715,0.28836900000000004,0.537,0.636,0.11356900000000002,0.094864,0.337,0.308,0.165649,0.407,LF,0.5617283950617284,900.0,1444.0,30.0,38.0,80327.0,490000.0,0.001,490000.0,416.15999999999997,20.4,0.0,0.0,490000.0,19090000.0,490000.0,91.0,3.8599097976128247,1.9646653144016222,3.0,0.0
TEX,6.4,2015,2014,1,1,0,,,0,0.0,0.0,0,0,,7,0,0,32,32,CHC,Texas Rangers,Texas,23798500,,,,64,8,25,Scott Baker,1000000,,215.0,6,,,0.0024010000000000004,0.049,0.154,,,0.0,0.0,SP,0.4135802469135802,,,UFA,1000000,1000000,0.007,1000000,36.4816,6.04,0,0,1000000,1000000,136050000,1000000,1000000,67,3.778791104643598,1.94391129032258,,13.815510557964274,13.815510557964274,13.815510557964274,CHC,6.4,2014.0,1.0,0.0,1.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,0.0,0.0,31.0,Chicago Cubs,22798500.0,0.0,0.0,0.0,0.0,9.0,3.0,3.0,162.0,162.0,5500000.0,2.0,17.0,215.0,16.0,0.0,0.0,0.0,0.0,0.000361,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,SP,0.4074074074074074,0.0,0.0,0.0,0.0,5500000.0,5500000.0,0.055,5500000.0,0.0,0.0,0.0,0.0,5500000.0,73850000.0,5500000.0,66.0,0.0529,0.23,0.0,2.0
WSH,6.0,0,2014,1,1,1,,,3249,0.067081,0.259,57,0,,8,64,8,31,32,PHI,Washington Nationals,Washington DC,3779803,,,,1764,42,105,Kevin Frandsen,950000,,189.0,3,,,0.067081,0.259,0.648,,,0.095481,0.309,3B,0.5925925925925926,,,UFA,950000,900000,0.007,950000,11.0889,3.33,0,0,900000,900000,14150000,900000,900000,96,3.778791104643598,1.94391129032258,,13.764217263576723,13.710150042306449,13.764217263576723,PHI,6.0,0.0,1.0,1.0,48400.0,63504.0,220.0,252.0,3481.0,0.054756000000000006,0.234,59.0,0.0,6.0,1.0,2.0,100.0,10.0,30.0,Philadelphia Phillies,2829803.0,1.0,25.0,1.0,5.0,2704.0,52.0,119.0,162.0,162.0,850000.0,1.0,7.0,189.0,14.0,0.369664,0.405769,0.608,0.637,0.10304100000000001,0.321,0.735,0.089401,0.08761599999999999,0.299,0.296,0.11628100000000002,0.341,3B,0.4506172839506173,289.0,676.0,17.0,26.0,850000.0,850000.0,0.005,850000.0,97.81210000000002,9.89,1.0,1.0,850000.0,16350000.0,850000.0,73.0,0.016900000000000002,0.13,0.0,2.0
LAA,5.567013527575443,2015,2014,1,1,0,,,169,0.029241000000000003,0.171,13,0,,8,4,2,39,39,BOS,Los Angeles Angels,California,14398799,,,,256,16,95,John McDonald,850000,,214.4792576419214,10,,,0.009801,0.099,0.586,,,0.038809,0.197,SS,0.6086956521739131,,,UFA,850000,850000,0.005,850000,0.0,0.0,0,0,850000,850000,22100000,850000,850000,98,3.778791104643598,1.94391129032258,,13.652991628466498,13.652991628466498,13.652991628466498,BOS,6.23328929986789,2014.0,2.0,1.0,5776.0,4761.0,76.0,69.0,64.0,0.013456000000000001,0.116,8.0,0.0,10.0,5.0,1.0,1.0,1.0,37.0,Boston Red Sox,13548799.0,0.0,1.0,0.0,1.0,256.0,16.0,51.0,161.0,162.0,1500000.0,1.0,13.0,214.120987654321,21.0,0.205209,0.13764099999999999,0.453,0.371,0.009801,0.099,0.315,0.065536,0.038809,0.256,0.197,0.030275999999999997,0.174,SS,0.5987654320987654,25.0,16.0,5.0,4.0,250000.0,1500000.0,0.002,1500000.0,0.0,0.0,0.0,0.0,1500000.0,130700000.0,3000000.0,97.0,3.8599097976128247,1.9646653144016222,1.0,8.0
MIL,6.2,2015,2014,1,1,1,,,0,0.0,0.0,0,0,,7,0,0,30,31,CIN,Milwaukee Brewers,Wisconsin,13695218,,,,0,0,74,Zach Duke,850000,,210.0,4,,,0.0,0.0,0.457,,,0.0,0.0,RP,0.5061728395061729,,,UFA,850000,850000,0.008,850000,4630.8025,68.05,0,0,850000,850000,57600000,850000,850000,82,1.3456,1.16,,13.652991628466498,13.652991628466498,13.652991628466498,CIN,6.2,0.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,2.0,0.0,12.0,1.0,2.0,0.0,0.0,29.0,Cincinnati Reds,12845218.0,0.0,0.0,0.0,0.0,1.0,1.0,26.0,162.0,162.0,83005.0,1.0,10.0,210.0,15.0,0.0,4.0,0.0,2.0,3.6e-05,0.006,0.161,0.0,1.0,0.0,1.0,1.0,1.0,RP,0.5555555555555556,0.0,0.0,0.0,0.0,83005.0,490000.0,0.001,490000.0,0.0,0.0,0.0,0.0,490000.0,41800000.0,490000.0,90.0,0.31360000000000005,0.56,0.0,5.0
OAK,5.9,0,2014,1,1,0,,,7056,0.057121,0.239,84,0,,5,256,16,32,32,TB,Oakland Athletics,California,3649200,,,,9025,95,113,Sam Fuld,349727,,180.0,26,,,0.343396,0.586,0.698,,,0.11696400000000001,0.342,CF,0.5432098765432098,,,UFA,349727,800000,0.004,800000,1914.9375999999997,43.76,16,4,800000,800000,32800000,800000,800000,88,0.5625,0.75,,12.76490812910732,13.592367006650065,13.592367006650065,TB,5.9,2014.0,1.0,0.0,123201.0,30976.0,351.0,176.0,1225.0,0.039601000000000004,0.199,35.0,0.0,10.0,5.0,2.0,0.0,0.0,31.0,Tampa Bay Rays,2849200.0,16.0,4.0,4.0,2.0,2304.0,48.0,119.0,162.0,162.0,725000.0,15.0,1.0,180.0,4.0,0.43956900000000004,0.28836900000000004,0.663,0.537,0.08702499999999999,0.295,0.73,0.10304100000000001,0.0729,0.321,0.27,0.071289,0.267,CF,0.5617283950617284,1296.0,289.0,36.0,17.0,725000.0,725000.0,0.01,725000.0,12.460899999999999,3.53,9.0,3.0,725000.0,19090000.0,725000.0,91.0,3.8599097976128247,1.9646653144016222,9.0,0.0
CHC,6.0,0,2014,1,1,1,,,11881,0.08008899999999998,0.283,109,0,,13,784,28,28,29,MIA,Chicago Cubs,Illinois,3898126,,,,8464,92,125,Chris Coghlan,651366,,195.0,16,,,0.32262399999999997,0.568,0.772,,,0.204304,0.452,LF,0.4506172839506173,,,UFA,651366,800000,0.007,800000,3516.49,59.3,25,5,800000,800000,9650000,800000,800000,73,0.5625,0.75,,13.386826975190328,13.592367006650065,13.592367006650065,MIA,6.0,2014.0,1.0,1.0,148225.0,38025.0,385.0,195.0,2500.0,0.065536,0.256,50.0,0.0,12.0,2.0,2.0,100.0,10.0,27.0,Miami Marlins,3246760.0,81.0,1.0,9.0,1.0,2116.0,46.0,70.0,162.0,162.0,503500.0,17.0,2.0,195.0,2.0,0.6464160000000001,0.45158400000000004,0.804,0.672,0.08065599999999999,0.284,0.432,0.12390399999999999,0.101124,0.352,0.318,0.12531599999999998,0.354,LF,0.382716049382716,1681.0,100.0,41.0,10.0,503500.0,503500.0,0.014,503500.0,0.0,0.0,9.0,3.0,503500.0,7675000.0,503500.0,62.0,3.8599097976128247,1.9646653144016222,2.0,2.0
TEX,6.2,2015,2014,1,1,1,,,1849,0.06864400000000001,0.262,43,0,,7,49,7,30,31,OAK,Texas Rangers,Texas,3285000,,,,1936,44,56,Adam Rosales,750000,,200.0,6,,,0.07398400000000001,0.272,0.346,,,0.142884,0.378,2B,0.4135802469135802,,,UFA,750000,750000,0.005,750000,0.0,0.0,0,0,750000,750000,136050000,750000,750000,67,0.5929,0.77,,13.527828485512494,13.527828485512494,13.527828485512494,TEX,6.2,0.0,1.0,1.0,26896.0,21609.0,164.0,147.0,784.0,0.036481,0.191,28.0,0.0,12.0,2.0,2.0,25.0,5.0,29.0,Texas Rangers,2535000.0,16.0,25.0,4.0,5.0,1296.0,36.0,68.0,162.0,162.0,191256.0,2.0,2.0,200.0,6.0,0.49843599999999993,0.343396,0.706,0.586,0.048841,0.221,0.417,0.10758400000000001,0.067081,0.328,0.259,0.10692900000000001,0.327,2B,0.5617283950617284,361.0,144.0,19.0,12.0,191256.0,700000.0,0.001,700000.0,0.0,0.0,0.0,0.0,700000.0,33750000.0,700000.0,91.0,3.8599097976128247,1.9646653144016222,0.0,0.0
STL,6.3,2015,2014,1,1,0,,,7225,0.063504,0.252,85,0,,5,144,12,37,37,BOS,St. Louis Cardinals,Missouri,64692539,,,,7225,85,102,A.J. Pierzynski,167539,,250.0,27,,,0.275625,0.525,0.63,,,0.11356900000000002,0.337,C,0.5527950310559007,,,UFA,167539,167539,0.001,167539,150.3076,12.26,1,1,500000,500000,59750000,500000,500000,89,3.778791104643598,1.94391129032258,,12.028971438966101,12.028971438966101,12.028971438966101,TEX,6.3,2014.0,1.0,0.0,114244.0,253009.0,338.0,503.0,18769.0,0.07398400000000001,0.272,137.0,0.0,12.0,2.0,2.0,576.0,24.0,36.0,Texas Rangers,56275000.0,25.0,289.0,5.0,17.0,15129.0,123.0,134.0,161.0,162.0,7500000.0,23.0,2.0,250.0,6.0,0.390625,0.521284,0.625,0.722,0.570025,0.755,0.822,0.08294399999999999,0.088209,0.288,0.297,0.18062499999999998,0.425,C,0.5617283950617284,1369.0,4900.0,37.0,70.0,7500000.0,7500000.0,0.054,7500000.0,802.0224000000001,28.32,1.0,1.0,7500000.0,33750000.0,7500000.0,91.0,3.1684,1.78,11.0,0.0
CIN,6.0,0,2014,1,1,0,,,0,0.0,0.0,0,0,,6,0,0,28,28,CHW,Cincinnati Reds,Ohio,1477163,,,,16,4,5,Dylan Axelrod,90163,,195.0,15,,,0.0006250000000000001,0.025,0.031,,,0.0,0.0,RP,0.4691358024691358,,,UFA,90163,500000,0.001,500000,0.0,0.0,0,0,500000,500000,15125000,500000,500000,76,3.778791104643598,1.94391129032258,,11.409374422339322,13.122363377404328,13.122363377404328,CHW,6.0,2014.0,1.0,0.0,16.0,4.0,4.0,2.0,1.0,0.25,0.5,1.0,0.0,5.0,2.0,2.0,0.0,0.0,27.0,Chicago White Sox,1387000.0,0.0,0.0,0.0,0.0,400.0,20.0,30.0,162.0,162.0,493000.0,10.0,6.0,195.0,9.0,0.0,1.0,0.0,1.0,0.015375999999999999,0.124,0.185,0.0,0.25,0.0,0.5,0.25,0.5,RP,0.3888888888888889,0.0,0.0,0.0,0.0,493000.0,493000.0,0.004,493000.0,0.0,0.0,0.0,0.0,493000.0,14800000.0,493000.0,63.0,3.8599097976128247,1.9646653144016222,5.0,3.0
LAA,6.2,2015,2014,1,1,0,,,400,0.050625,0.225,20,0,,8,4,2,33,33,SEA,Los Angeles Angels,California,28081270,,,,576,24,32,John Buck,73770,,230.0,10,,,0.021903999999999996,0.148,0.198,,,0.07896100000000002,0.281,C,0.6086956521739131,,,UFA,73770,500000,0.0,500000,0.0,0.0,0,0,0,500000,22100000,500000,0,98,3.778791104643598,1.94391129032258,,11.208707423878348,13.122363377404328,13.122363377404328,PIT,6.2,2014.0,3.0,2.0,7921.0,153664.0,89.0,392.0,7569.0,0.049284,0.222,87.0,500000.0,8.0,5.0,2.0,121.0,11.0,30.0,Pittsburgh Pirates,27007500.0,1.0,225.0,1.0,15.0,10404.0,102.0,110.0,161.0,162.0,1129032.0,1.0,9.0,230.0,15.0,0.32489999999999997,0.42510400000000004,0.57,0.652,0.39690000000000003,0.63,0.679,0.08352099999999998,0.08294399999999999,0.289,0.288,0.13322499999999998,0.365,C,0.5802469135802469,36.0,3844.0,6.0,62.0,1129032.0,6000000.0,0.016,6500000.0,354.1924,18.82,0.0,0.0,6000000.0,28875000.0,18000000.0,94.0,0.3844,0.62,1.0,5.0
