Acronimo_t,Altura_t,Anio_de_agente_libre_t,Anio_t,Anios_de_contrato,Anios_de_contrato_t,Antiguedad_t,At-bats_2_t,At-bats_t,Bateos_2_t,Bateos_promedio_2_t,Bateos_promedio_t,Bateos_t,Bono_por_firma_t,Cantidad de equipos_t,Cantidad_agentes_libres_t,Dobles_2_t,Dobles_t,Edad_al_firmar_t,Edad_t,Equipo_anterior,Equipo_t,Estado_t,Ganancias_t,Home-runs_2_t,Home-runs_t,Juegos totales_t,Juegos_iniciados_2_t,Juegos_iniciados_t,Juegos_t,Jugador,Pago_efectivo_t,Pennants won_t,Peso_t,Playoffs_t,Porcentaje_On-base-plus-slugging_2_t,Porcentaje_On-base-plus-slugging_t,Porcentaje_juegos_iniciados_2_t,Porcentaje_juegos_iniciados_t,Porcentaje_juegos_t,Porcentaje_on-base_2_t,Porcentaje_on-base_t,Porcentaje_slugging_2_t,Porcentaje_slugging_t,Posicion_t,Promedio_victorias_t,Runs-batted-in_2_t,Runs-batted-in_t,Status_agente_libre,Sueldo_ajustado_t,Sueldo_base_t,Sueldo_porcentual_t,Sueldo_regular_t,TVS_2_t,TVS_t,Triples_2_t,Triples_t,Valor_contrato,Valor_contrato_promedio_t,Valor_contrato_total_t,Valor_del_contrato_t,Valor_promedio_contrato,Victorias_t,WAR_2_t,WAR_t,WS ganadas_t,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t,Acronimo_t_1,Altura_t_1,Anio_de_agente_libre_t_1,Anios_de_contrato_t_1,Antiguedad_t_1,At_bats_2_t,At_bats_2_t_1,At_bats_t,At_bats_t_1,Bateos_2_t_1,Bateos_promedio_2_t_1,Bateos_promedio_t_1,Bateos_t_1,Bono_por_firma_t_1,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Dobles_2_t_1,Dobles_t_1,Edad_al_firmar_t_1,Equipo_t_1,Ganancias_t_1,Home_runs_2_t,Home_runs_2_t_1,Home_runs_t,Home_runs_t_1,Juegos_iniciados_2_t_1,Juegos_iniciados_t_1,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Pago_efectivo_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t_1,Playoffs_t_1,Porcentaje_On_base_plus_slugging_2_t,Porcentaje_On_base_plus_slugging_2_t_1,Porcentaje_On_base_plus_slugging_t,Porcentaje_On_base_plus_slugging_t_1,Porcentaje_juegos_iniciados_2_t_1,Porcentaje_juegos_iniciados_t_1,Porcentaje_juegos_t_1,Porcentaje_on_base_2_t,Porcentaje_on_base_2_t_1,Porcentaje_on_base_t,Porcentaje_on_base_t_1,Porcentaje_slugging_2_t_1,Porcentaje_slugging_t_1,Posicion_t_1,Promedio_victorias_t_1,Runs_batted_in_2_t,Runs_batted_in_2_t_1,Runs_batted_in_t,Runs_batted_in_t_1,Sueldo_ajustado_t_1,Sueldo_base_t_1,Sueldo_porcentual_t_1,Sueldo_regular_t_1,TVS_2_t_1,TVS_t_1,Triples_2_t_1,Triples_t_1,Valor_contrato_promedio_t_1,Valor_contrato_total_t_1,Valor_del_contrato_t_1,Victorias_t_1,WAR_2_t_1,WAR_t_1,WS_ganadas_t,WS_ganadas_t_1
MIN,6.1,2025,2021,4,4,1,,,12769,0.061009,0.247,113,0,,6,676,26,34,35,ATL,Minnesota Twins,Minnesota,108667798,,,,15876,126,135,Josh Donaldson,21000000,,210.0,17,,,0.605284,0.778,0.833,,,0.225625,0.475,3B,0.4478527607361963,,,UFA,21000000,21000000,0.175,21000000,1915.8129000000004,43.77,0,0,92000000,23000000,41750000,92000000,23000000,73,10.1761,3.19,,16.860032995687696,16.860032995687696,16.860032995687696,MIN,6.1,2025.0,4.0,0.0,208849.0,6561.0,457.0,81.0,324.0,0.049284,0.222,18.0,0.0,7.0,1.0,1.0,4.0,2.0,34.0,Minnesota Twins,87667798.0,676.0,36.0,26.0,6.0,625.0,25.0,28.0,163.0,60.0,6666667.0,6.0,6.0,210.0,17.0,0.6839289999999999,0.7089639999999999,0.827,0.842,0.173889,0.417,0.467,0.12390399999999999,0.139129,0.352,0.373,0.21996099999999996,0.469,3B,0.6,5184.0,121.0,72.0,11.0,6666667.0,21000000.0,0.12,21000000.0,0.0,0.0,0.0,0.0,23000000.0,134000000.0,92000000.0,36.0,0.2916,0.54,3.0,3.0
CHW,6.2,2024,2021,4,4,1,,,4489,0.0576,0.24,67,0,,2,81,9,31,32,MIL,Chicago White Sox,Illinois,65718259,,,,8100,90,93,Yasmani Grandal,18250000,,225.0,11,,,0.3091360000000001,0.556,0.574,,,0.27040000000000003,0.52,C,0.5740740740740741,,,UFA,18250000,18250000,0.13,18250000,0.0,0.0,0,0,73000000,18250000,57000000,73000000,18250000,93,13.9129,3.73,,16.719675637992776,16.719675637992776,16.719675637992776,CHW,6.2,2024.0,4.0,0.0,77841.0,25921.0,279.0,161.0,1369.0,0.0529,0.23,37.0,0.0,5.0,2.0,2.0,49.0,7.0,31.0,Chicago White Sox,47468259.0,529.0,64.0,23.0,8.0,2025.0,45.0,46.0,162.0,60.0,6759259.0,6.0,6.0,225.0,10.0,0.8817209999999999,0.597529,0.939,0.773,0.5625,0.75,0.767,0.17639999999999997,0.12320099999999999,0.42,0.351,0.178084,0.422,C,0.5833333333333334,3844.0,729.0,62.0,27.0,6759259.0,18250000.0,0.126,18250000.0,1487.6449,38.57,0.0,0.0,18250000.0,151500000.0,73000000.0,35.0,0.7744,0.88,3.0,3.0
CIN,6.4,2025,2021,4,4,2,,,26896,0.095481,0.309,164,0,,1,1444,38,27,29,CHC,Cincinnati Reds,Ohio,43942249,,,,18496,136,138,Nick Castellanos,13924496,,203.0,16,,,0.7055999999999999,0.84,0.852,,,0.33177599999999996,0.576,RF,0.50920245398773,,,UFA,13849496,14000000,0.109,14075000,6857.4961,82.81,1,1,64000000,16000000,1500000,64000000,16000000,83,10.497600000000002,3.24,,16.443759400043795,16.454567887579532,16.45991073199003,CIN,6.4,2025.0,4.0,1.0,281961.0,47524.0,531.0,218.0,2401.0,0.050625,0.225,49.0,0.0,4.0,2.0,2.0,121.0,11.0,27.0,Cincinnati Reds,30017753.0,1156.0,196.0,34.0,14.0,3481.0,59.0,60.0,163.0,59.0,5925926.0,10.0,10.0,203.0,16.0,0.8817209999999999,0.6146560000000001,0.939,0.784,0.966289,0.983,1.0,0.131769,0.088804,0.363,0.298,0.236196,0.486,RF,0.5254237288135594,10000.0,1156.0,100.0,34.0,5925926.0,16000000.0,0.107,16000000.0,787.3635999999999,28.06,4.0,2.0,16000000.0,144825000.0,64000000.0,31.0,0.0004,0.02,5.0,5.0
CIN,6.0,2025,2021,4,4,1,,,1444,0.043264,0.208,38,0,,1,144,12,31,32,MIL,Cincinnati Reds,Ohio,60006308,,,,2401,49,62,Mike Moustakas,14000000,,225.0,16,,,0.091809,0.303,0.383,,,0.138384,0.372,3B,0.50920245398773,,,UFA,14000000,14000000,0.111,14000000,0.0,0.0,0,0,64000000,16000000,1500000,64000000,16000000,83,3.2163280678912045,1.7934124087591243,,16.454567887579532,16.454567887579532,16.454567887579532,CIN,6.0,2025.0,4.0,0.0,33489.0,19321.0,183.0,139.0,1024.0,0.0529,0.23,32.0,0.0,4.0,2.0,2.0,81.0,9.0,31.0,Cincinnati Reds,46006308.0,36.0,64.0,6.0,8.0,1849.0,43.0,44.0,163.0,59.0,4444444.0,10.0,10.0,225.0,16.0,0.42640900000000004,0.6384010000000001,0.653,0.799,0.5140889999999999,0.717,0.733,0.07952399999999998,0.109561,0.282,0.331,0.21902400000000002,0.468,2B,0.5254237288135594,484.0,729.0,22.0,27.0,4444444.0,12000000.0,0.08,12000000.0,927.8116,30.46,0.0,0.0,16000000.0,144825000.0,64000000.0,31.0,0.0576,0.24,5.0,5.0
ATL,6.5,2024,2021,3,3,1,,,11449,0.067081,0.259,107,0,,6,361,19,30,31,SF,Atlanta Braves,Georgia,30322101,,,,12996,114,130,Will Smith,13000000,,255.0,27,,,0.49561599999999995,0.704,0.803,,,0.245025,0.495,RP,0.546583850931677,,,UFA,13000000,13000000,0.085,13000000,8137.844099999998,90.21,4,2,40000000,13333333,94240000,40000000,13333333,88,12.1104,3.48,,16.38045991542581,16.38045991542581,16.38045991542581,ATL,6.5,2024.0,3.0,0.0,171396.0,12996.0,414.0,114.0,1089.0,0.0841,0.29,33.0,0.0,7.0,1.0,1.0,81.0,9.0,30.0,Atlanta Braves,17322101.0,625.0,64.0,25.0,8.0,1156.0,34.0,37.0,161.0,60.0,4814815.0,18.0,18.0,255.0,26.0,0.7395999999999999,0.9603999999999999,0.86,0.98,0.32148899999999997,0.567,0.617,0.13322499999999998,0.16160400000000003,0.365,0.402,0.33524099999999996,0.579,RP,0.5833333333333334,5776.0,625.0,76.0,25.0,4814815.0,13000000.0,0.076,13000000.0,9089.715600000001,95.34,0.0,0.0,13333333.0,95750000.0,40000000.0,35.0,2.0164,1.42,4.0,3.0
MIL,6.4,2023,2021,2,2,2,,,14641,0.06916900000000001,0.263,121,250000,,4,324,18,28,30,TB,Milwaukee Brewers,Wisconsin,33565538,,,,14161,119,135,Avisail Garcia,10500000,,250.0,8,,,0.540225,0.735,0.833,,,0.24009999999999998,0.49,RF,0.5864197530864198,,,UFA,10750000,10500000,0.108,10750000,4241.916899999999,65.13,0,0,20000000,10000000,45400000,20000000,10000000,95,8.41,2.9,,16.190416312537945,16.166885815127753,16.190416312537945,MIL,6.4,2023.0,2.0,1.0,212521.0,32761.0,461.0,181.0,1849.0,0.05664399999999999,0.238,43.0,250000.0,9.0,1.0,1.0,100.0,10.0,28.0,Milwaukee Brewers,21065538.0,841.0,4.0,29.0,2.0,2500.0,50.0,53.0,162.0,60.0,3092592.0,1.0,1.0,250.0,7.0,0.6740409999999999,0.43428100000000003,0.821,0.659,0.693889,0.833,0.883,0.109561,0.11088900000000002,0.331,0.333,0.10627600000000001,0.326,LF,0.4833333333333333,7396.0,225.0,86.0,15.0,2842593.0,7000000.0,0.069,7250000.0,125.88840000000002,11.22,0.0,0.0,10000000.0,49875000.0,20000000.0,29.0,0.7490014833990801,0.8654487179487182,0.0,0.0
TOR,6.1,2022,2021,2,2,2,,,8281,0.073441,0.271,91,0,,6,324,18,30,32,PHI,Toronto Blue Jays,Toronto,31698867,,,,7744,88,109,Corey Dickerson,2250000,,200.0,8,,,0.294849,0.543,0.673,,,0.16646399999999997,0.408,LF,0.5644171779141104,,,UFA,2250000,9500000,0.015,9500000,199.65690000000004,14.13,25,5,17500000,8750000,186250000,17500000,8750000,92,3.2163280678912045,1.7934124087591243,,14.626440774180603,16.06680235657077,16.06680235657077,MIA,6.1,2022.0,2.0,1.0,112896.0,37636.0,336.0,194.0,2500.0,0.066564,0.258,50.0,0.0,6.0,1.0,2.0,25.0,5.0,30.0,Miami Marlins,22198867.0,36.0,49.0,6.0,7.0,2601.0,51.0,52.0,163.0,60.0,2592593.0,2.0,2.0,200.0,3.0,0.538756,0.508369,0.734,0.713,0.7224999999999999,0.85,0.867,0.10627600000000001,0.096721,0.326,0.311,0.16160400000000003,0.402,LF,0.5166666666666667,841.0,289.0,29.0,17.0,2592593.0,8000000.0,0.075,8000000.0,538.24,23.2,1.0,1.0,8750000.0,25350000.0,17500000.0,31.0,0.0484,0.22,2.0,2.0
ATL,6.2,0,2021,2,2,2,,,2116,0.0484,0.22,46,0,,6,196,14,30,32,TB,Atlanta Braves,Georgia,20078070,,,,2916,54,60,Travis d'Arnaud,8000000,,210.0,27,,,0.11222500000000002,0.335,0.373,,,0.150544,0.388,C,0.546583850931677,,,UFA,8000000,8000000,0.052,8000000,0.0,0.0,0,0,16000000,8000000,94240000,16000000,8000000,88,0.0324,0.18,,15.89495209964411,15.89495209964411,15.89495209964411,ATL,6.2,0.0,2.0,1.0,43681.0,27225.0,209.0,165.0,2809.0,0.10304100000000001,0.321,53.0,0.0,7.0,1.0,1.0,64.0,8.0,30.0,Atlanta Braves,12078070.0,49.0,81.0,7.0,9.0,1521.0,39.0,44.0,161.0,60.0,2962963.0,18.0,18.0,210.0,26.0,0.45024100000000006,0.8445610000000001,0.671,0.919,0.42250000000000004,0.65,0.733,0.08065599999999999,0.14899600000000002,0.284,0.386,0.28408900000000004,0.533,C,0.5833333333333334,676.0,1156.0,26.0,34.0,2962963.0,8000000.0,0.047,8000000.0,5893.6329,76.77,0.0,0.0,8000000.0,95750000.0,16000000.0,35.0,0.7055999999999999,0.84,4.0,3.0
OAK,6.2,2022,2021,2,2,1,,,7744,0.063504,0.252,88,0,,5,225,15,32,33,WSH,Oakland Athletics,California,31242053,,,,8649,93,103,Yan Gomes,2096770,,215.0,29,,,0.32947599999999994,0.574,0.636,,,0.17724099999999998,0.421,C,0.5308641975308642,,,UFA,2096770,6000000,0.023,6000000,1316.9641,36.29,1,1,10000000,5000000,21300000,10000000,5000000,86,4.2025,2.05,,14.555908623372765,15.60727002719233,15.60727002719233,WSH,6.2,2022.0,2.0,0.0,121801.0,11881.0,349.0,109.0,961.0,0.08065599999999999,0.284,31.0,0.0,10.0,5.0,1.0,36.0,6.0,32.0,Washington Nationals,25242053.0,196.0,16.0,14.0,4.0,900.0,30.0,30.0,162.0,62.0,1481481.0,15.0,1.0,215.0,6.0,0.522729,0.6193690000000001,0.723,0.787,0.25,0.5,0.5,0.09060099999999999,0.101761,0.301,0.319,0.21902400000000002,0.468,C,0.4193548387096774,2704.0,169.0,52.0,13.0,1481481.0,4000000.0,0.02,4000000.0,0.0,0.0,1.0,1.0,5000000.0,316750000.0,10000000.0,26.0,0.6723999999999999,0.82,9.0,1.0
HOU,6.0,2022,2021,2,2,1,,,4096,0.029583999999999996,0.172,64,0,,5,100,10,33,34,HOU,Houston Astros,Texas,16460356,,,,14161,119,125,Martin Maldonado,3500000,,230.0,15,,,0.540225,0.735,0.772,,,0.09,0.3,C,0.5864197530864198,,,UFA,3500000,3500000,0.018,3500000,54.4644,7.38,1,1,7000000,3500000,76100000,7000000,3500000,95,3.2163280678912045,1.7934124087591243,,15.068273526459642,15.068273526459642,15.068273526459642,HOU,6.0,2022.0,2.0,0.0,139129.0,18225.0,373.0,135.0,841.0,0.046224999999999995,0.215,29.0,0.0,3.0,2.0,2.0,16.0,4.0,33.0,Houston Astros,12960356.0,144.0,36.0,12.0,6.0,2116.0,46.0,47.0,162.0,60.0,1296296.0,4.0,3.0,230.0,14.0,0.3283289999999999,0.5285289999999999,0.573,0.727,0.5882890000000001,0.767,0.783,0.07398400000000001,0.12249999999999998,0.272,0.35,0.142884,0.378,C,0.4833333333333333,1296.0,576.0,36.0,24.0,1296296.0,3500000.0,0.016,3500000.0,2806.8803999999996,52.98,0.0,0.0,3500000.0,15650000.0,7000000.0,29.0,0.6889,0.83,1.0,1.0
SF,6.3,0,2021,2,2,1,,,10404,0.06864400000000001,0.262,102,0,,8,256,16,28,29,ARI,San Francisco Giants,California,16225803,,,,9216,96,139,Wilmer Flores,3000000,,205.0,27,,,0.351649,0.593,0.858,,,0.19980900000000001,0.447,2B,0.6625766871165644,,,UFA,3000000,3000000,0.018,3000000,1799.4564000000003,42.42,1,1,6250000,3125000,36200000,6250000,3125000,108,2.7889,1.67,,14.914122846632385,14.914122846632385,14.914122846632385,SF,6.3,0.0,2.0,0.0,151321.0,39204.0,389.0,198.0,2809.0,0.07182400000000001,0.268,53.0,0.0,3.0,5.0,5.0,121.0,11.0,28.0,San Francisco Giants,13225803.0,324.0,144.0,18.0,12.0,2500.0,50.0,55.0,163.0,60.0,1111111.0,23.0,23.0,205.0,26.0,0.6115240000000001,0.6889,0.782,0.83,0.693889,0.833,0.917,0.11222500000000002,0.09922500000000001,0.335,0.315,0.265225,0.515,2B,0.4833333333333333,2809.0,1024.0,53.0,32.0,1111111.0,3000000.0,0.015,3000000.0,5496.7396,74.14,1.0,1.0,3125000.0,18250000.0,6250000.0,29.0,1.5876000000000001,1.26,8.0,8.0
TEX,6.4,2032,2022,10,10,1,,,21025,0.060024999999999995,0.245,145,500000,,8,576,24,27,28,LAD,Texas Rangers,Texas,62190784,,,,22801,151,151,Corey Seager,37500000,,215.0,8,,,0.8686240000000001,0.932,0.932,,,0.20702500000000001,0.455,SS,0.419753086419753,,,UFA,33000000,32500000,0.22,33000000,1325.6880999999998,36.41,1,1,325000000,32500000,580700000,325000000,32500000,68,16.3216,4.04,,17.312018119430753,17.296750647299966,17.312018119430753,LAD,6.4,2022.0,1.0,1.0,351649.0,124609.0,593.0,353.0,11664.0,0.093636,0.306,108.0,0.0,7.0,2.0,5.0,484.0,22.0,26.0,Los Angeles Dodgers,24690784.0,1089.0,256.0,33.0,16.0,8100.0,90.0,95.0,162.0,162.0,13750000.0,2.0,25.0,215.0,35.0,0.5959840000000001,0.8372250000000001,0.772,0.915,0.3091360000000001,0.556,0.586,0.10048900000000001,0.155236,0.317,0.394,0.27144100000000004,0.521,SS,0.654320987654321,6889.0,3249.0,83.0,57.0,13750000.0,13750000.0,0.052,13750000.0,0.0,0.0,9.0,3.0,13750000.0,160320500.0,13750000.0,106.0,13.690000000000001,3.7,0.0,7.0
COL,6.5,2029,2022,7,7,1,,,2401,0.093636,0.306,49,1000000,,5,144,12,29,30,SF,Colorado Rockies,Colorado,83020737,,,,1764,42,42,Kris Bryant,24000000,,230.0,5,,,0.067081,0.259,0.259,,,0.225625,0.475,LF,0.419753086419753,,,UFA,18000000,17000000,0.129,18000000,0.0,0.0,0,0,182000000,26000000,195350000,182000000,26000000,68,0.27040000000000003,0.52,,16.70588231586044,16.64872390202049,16.70588231586044,SF,6.5,2022.0,1.0,1.0,25600.0,263169.0,160.0,513.0,18496.0,0.07022500000000001,0.265,136.0,0.0,8.0,1.0,5.0,1024.0,32.0,28.0,San Francisco Giants,59020737.0,25.0,625.0,5.0,25.0,19044.0,138.0,144.0,162.0,163.0,6814535.0,1.0,23.0,230.0,27.0,0.724201,0.697225,0.851,0.835,0.725904,0.852,0.889,0.141376,0.12460899999999998,0.376,0.353,0.23136099999999998,0.481,3B,0.6625766871165644,196.0,5329.0,14.0,73.0,6814535.0,19500000.0,0.04,19500000.0,2320.3489,48.17,4.0,2.0,19500000.0,36200000.0,19500000.0,108.0,4.7089,2.17,0.0,8.0
TEX,6.0,2029,2022,7,7,0,,,26896,0.0625,0.25,164,0,,8,1024,32,31,31,TOR,Texas Rangers,Texas,58863653,,,,25921,161,161,Marcus Semien,25000000,,195.0,8,,,0.988036,0.994,0.994,,,0.18662399999999998,0.432,2B,0.419753086419753,,,UFA,25000000,25000000,0.167,25000000,4772.0464,69.08,25,5,175000000,25000000,580700000,175000000,25000000,68,31.6969,5.63,,17.034386382832476,17.034386382832476,17.034386382832476,TOR,6.0,2022.0,1.0,0.0,431649.0,425104.0,657.0,652.0,29929.0,0.07022500000000001,0.265,173.0,0.0,6.0,2.0,1.0,1521.0,39.0,30.0,Toronto Blue Jays,33863653.0,676.0,2025.0,26.0,45.0,25921.0,161.0,162.0,162.0,163.0,18000000.0,2.0,2.0,195.0,8.0,0.544644,0.762129,0.738,0.873,0.988036,0.994,1.0,0.093025,0.11155600000000002,0.305,0.334,0.28944400000000003,0.538,SS,0.5644171779141104,6889.0,10404.0,83.0,102.0,18000000.0,18000000.0,0.12,18000000.0,8652.7204,93.02,4.0,2.0,18000000.0,186250000.0,18000000.0,92.0,52.5625,7.25,0.0,2.0
LAD,6.5,2028,2022,6,6,0,,,39601,0.10562500000000001,0.325,199,0,,9,2209,47,32,32,ATL,Los Angeles Dodgers,California,143739279,,,,25281,159,159,Freddie Freeman,20000000,,220.0,36,,,0.964324,0.982,0.982,,,0.261121,0.511,1B,0.6851851851851852,,,UFA,27000000,27000000,0.1,27000000,8751.602499999999,93.55,4,2,162000000,27000000,267800000,162000000,27000000,111,33.292899999999996,5.77,,17.111347423968603,17.111347423968603,17.111347423968603,ATL,6.5,2022.0,8.0,7.0,374544.0,360000.0,612.0,600.0,32400.0,0.09,0.3,180.0,359375.0,6.0,5.0,1.0,625.0,25.0,24.0,Atlanta Braves,123739279.0,441.0,961.0,21.0,31.0,25281.0,159.0,160.0,162.0,161.0,22050000.0,25.0,18.0,220.0,27.0,0.842724,0.801025,0.918,0.895,0.976144,0.988,0.994,0.165649,0.15366400000000002,0.407,0.392,0.253009,0.503,1B,0.546583850931677,10000.0,6889.0,100.0,83.0,22409375.0,22000000.0,0.146,22409375.0,7211.4064,84.92,4.0,2.0,16875000.0,94240000.0,135000000.0,88.0,21.622500000000002,4.65,7.0,4.0
DET,6.0,2028,2022,6,6,0,,,17424,0.05664399999999999,0.238,132,0,,4,729,27,29,29,NYM,Detroit Tigers,Michigan,45207493,,,,20164,142,144,Javier Baez,20000000,,190.0,16,,,0.769129,0.877,0.889,,,0.154449,0.393,SS,0.4074074074074074,,,UFA,20000000,20000000,0.147,20000000,289.68039999999996,17.02,16,4,140000000,23333333,235500000,140000000,23333333,66,7.0225,2.65,,16.811242831518264,16.811242831518264,16.811242831518264,NYM,6.0,2022.0,1.0,0.0,308025.0,252004.0,555.0,502.0,17689.0,0.07022500000000001,0.265,133.0,0.0,9.0,1.0,2.0,324.0,18.0,28.0,New York Mets,25207493.0,289.0,961.0,17.0,31.0,16900.0,130.0,138.0,162.0,162.0,199355.0,11.0,5.0,190.0,9.0,0.45024100000000006,0.6609689999999999,0.671,0.813,0.6448090000000001,0.803,0.852,0.07728400000000002,0.101761,0.278,0.319,0.244036,0.494,SS,0.4753086419753086,4489.0,7569.0,67.0,87.0,199355.0,11650000.0,0.001,11650000.0,4258.8676000000005,65.26,4.0,2.0,11650000.0,94150000.0,11650000.0,77.0,7.0756000000000006,2.66,4.0,2.0
BOS,6.2,2028,2022,6,6,0,,,7225,0.05664399999999999,0.238,85,0,,6,484,22,29,29,COL,Boston Red Sox,Massachusetts,49980463,,,,8464,92,94,Trevor Story,20000000,,213.0,25,,,0.32262399999999997,0.568,0.58,,,0.188356,0.434,2B,0.4814814814814814,,,UFA,20000000,20000000,0.094,20000000,0.0,0.0,0,0,140000000,23333333,173000000,140000000,23333333,78,6.400899999999999,2.53,,16.811242831518264,16.811242831518264,16.811242831518264,COL,6.2,2022.0,2.0,1.0,127449.0,276676.0,357.0,526.0,17424.0,0.063001,0.251,132.0,1000000.0,1.0,1.0,1.0,1156.0,34.0,27.0,Colorado Rockies,29980463.0,256.0,576.0,16.0,24.0,19600.0,140.0,143.0,162.0,161.0,17500000.0,14.0,1.0,213.0,5.0,0.543169,0.6416010000000001,0.737,0.801,0.7569,0.87,0.888,0.091809,0.108241,0.303,0.329,0.22184099999999998,0.471,SS,0.4596273291925465,4356.0,5625.0,66.0,75.0,18500000.0,17500000.0,0.159,18500000.0,5453.822499999999,73.85,25.0,5.0,13750000.0,0.0,27500000.0,74.0,17.7241,4.21,9.0,0.0
MIN,6.4,2025,2022,3,3,0,,,23104,0.08468099999999999,0.291,152,0,,4,576,24,27,27,HOU,Minnesota Twins,Minnesota,61944676,,,,17689,133,136,Carlos Correa,35100000,,220.0,17,,,0.6740409999999999,0.821,0.84,,,0.21808900000000003,0.467,SS,0.4814814814814814,,,UFA,35100000,35100000,0.236,35100000,2148.3225,46.35,1,1,105300000,35100000,116550000,105300000,35100000,78,30.8025,5.55,,17.373711688436096,17.373711688436096,17.373711688436096,HOU,6.4,2022.0,1.0,0.0,272484.0,308025.0,522.0,555.0,23716.0,0.07728400000000002,0.278,154.0,0.0,5.0,1.0,2.0,1156.0,34.0,26.0,Houston Astros,26844676.0,484.0,676.0,22.0,26.0,21609.0,147.0,148.0,162.0,162.0,11700000.0,6.0,4.0,220.0,15.0,0.695556,0.717409,0.834,0.847,0.8226490000000001,0.907,0.914,0.133956,0.132496,0.366,0.364,0.233289,0.483,SS,0.5864197530864198,4096.0,8464.0,64.0,92.0,11700000.0,11700000.0,0.06,11700000.0,8613.696100000001,92.81,1.0,1.0,11700000.0,76100000.0,11700000.0,95.0,52.27290000000001,7.23,3.0,1.0
PHI,6.4,2027,2022,5,5,1,,,19044,0.06916900000000001,0.263,138,0,,7,729,27,29,30,CIN,Philadelphia Phillies,Pennsylvania,63942249,,,,17956,134,136,Nick Castellanos,20000000,,203.0,15,,,0.6839289999999999,0.827,0.84,,,0.151321,0.389,RF,0.5370370370370371,,,UFA,20000000,20000000,0.082,20000000,106.09000000000002,10.3,0,0,100000000,20000000,204150000,100000000,20000000,87,3.611742330522734,1.900458452722062,,16.811242831518264,16.811242831518264,16.811242831518264,CIN,6.4,2025.0,4.0,2.0,274576.0,281961.0,524.0,531.0,26896.0,0.095481,0.309,164.0,0.0,1.0,2.0,2.0,1444.0,38.0,27.0,Cincinnati Reds,43942249.0,169.0,1156.0,13.0,34.0,18496.0,136.0,138.0,162.0,163.0,13924496.0,8.0,10.0,203.0,16.0,0.48163599999999995,0.8817209999999999,0.694,0.939,0.7055999999999999,0.84,0.852,0.093025,0.131769,0.305,0.363,0.33177599999999996,0.576,RF,0.50920245398773,3844.0,10000.0,62.0,100.0,13849496.0,14000000.0,0.109,14075000.0,6857.4961,82.81,1.0,1.0,16000000.0,1500000.0,64000000.0,83.0,10.497600000000002,3.24,2.0,5.0
PHI,6.4,2027,2022,4,5,1,,,19044,0.06916900000000001,0.263,138,0,,7,729,27,29,30,CHC,Philadelphia Phillies,Pennsylvania,63942249,,,,17956,134,136,Nick Castellanos,20000000,,203.0,15,,,0.6839289999999999,0.827,0.84,,,0.151321,0.389,RF,0.5370370370370371,,,UFA,20000000,20000000,0.082,20000000,106.09000000000002,10.3,0,0,64000000,20000000,204150000,100000000,16000000,87,3.611742330522734,1.900458452722062,,16.811242831518264,16.811242831518264,16.811242831518264,CIN,6.4,2025.0,4.0,2.0,274576.0,281961.0,524.0,531.0,26896.0,0.095481,0.309,164.0,0.0,1.0,2.0,2.0,1444.0,38.0,27.0,Cincinnati Reds,43942249.0,169.0,1156.0,13.0,34.0,18496.0,136.0,138.0,162.0,163.0,13924496.0,8.0,10.0,203.0,16.0,0.48163599999999995,0.8817209999999999,0.694,0.939,0.7055999999999999,0.84,0.852,0.093025,0.131769,0.305,0.363,0.33177599999999996,0.576,RF,0.50920245398773,3844.0,10000.0,62.0,100.0,13849496.0,14000000.0,0.109,14075000.0,6857.4961,82.81,1.0,1.0,16000000.0,1500000.0,64000000.0,83.0,10.497600000000002,3.24,2.0,5.0
PHI,6.0,2026,2022,4,4,1,,,15876,0.047524,0.218,126,0,,7,441,21,28,29,BOS,Philadelphia Phillies,Pennsylvania,39989866,,,,23409,153,155,Kyle Schwarber,19000000,,229.0,15,,,0.8911359999999999,0.944,0.957,,,0.254016,0.504,LF,0.5370370370370371,,,UFA,19000000,19000000,0.078,19000000,4027.1716,63.46,9,3,79000000,19750000,204150000,79000000,19750000,87,4.8841,2.21,,16.759949537130716,16.759949537130716,16.759949537130716,BOS,6.0,2023.0,1.0,1.0,332929.0,159201.0,577.0,399.0,11236.0,0.07075600000000001,0.266,106.0,0.0,6.0,2.0,1.0,361.0,19.0,27.0,Boston Red Sox,20989866.0,2116.0,1024.0,46.0,32.0,11881.0,109.0,113.0,162.0,162.0,2459459.0,8.0,14.0,229.0,25.0,0.6839289999999999,0.8611840000000001,0.827,0.928,0.4529290000000001,0.673,0.698,0.104329,0.139876,0.323,0.374,0.3069160000000001,0.554,LF,0.5679012345679012,8836.0,5041.0,94.0,71.0,2459459.0,7000000.0,0.013,7000000.0,6977.2609,83.53,0.0,0.0,10000000.0,31850000.0,10000000.0,92.0,3.3489000000000004,1.83,2.0,9.0
