Acronimo,Altura,Anio_x,Anio_y,Anios_contrato,At-bats,At-bats_2,Bateos,Bateos_2,Cantidad de equipos,Cantidad_agentes_libres,Edad,Equipo,Equipo_anterior,Estado,Home-runs,Home-runs_2,Juegos,Juegos totales,Juegos_2,Jugador,OPS,OPS_2,Pennants won,Peso,Playoffs,Porcentaje_bateo,Porcentaje_bateo_2,Porcetnaje_juegos,Porcetnaje_juegos_2,Posicion,Promedio_victorias,RBI,RBI_2,Status,Sueldo,Sueldo_base,Sueldo_regular,TVS,TVS_2,Valor_contrato,Valor_contrato_total,Valor_promedio_contrato,Victorias,WAR,WAR_2,WS ganadas,ln_Sueldo,ln_Sueldo_base,ln_Sueldo_regular
BAL,6.3,2016,10,7,52,2704,6,36,1,2,34,Baltimore Orioles,BAL,Maryland,0,0,16,62,256,Chris Davis,0.337,0.11356900000000002,7,245,14,0.115,0.013225,0.267,0.071289,1B,0.4354838709677419,1,1,UFA,21065362,17000000,7801986,0.0,0.0,161000000,3800000,23000000,27,-0.96,0.9216,3,16.863140638151464,16.64872390202049,15.86988887463544
MIA,6.1,2020,10,2,194,37636,50,2500,2,6,31,Miami Marlins,PHI,Florida,7,49,52,60,2704,Corey Dickerson,0.713,0.508369,2,200,3,0.258,0.066564,0.867,0.7516889999999999,LF,0.5166666666666667,17,289,UFA,8000000,8000000,2592593,23.2,538.24,17500000,25350000,8750000,31,0.22,0.0484,2,15.89495209964411,15.89495209964411,14.76816909115215
NYY,6.4,2019,10,2,195,38025,71,5041,2,2,31,New York Yankees,COL,New York,10,100,50,60,2500,D.J. LeMahieu,1.011,1.0221209999999998,40,220,56,0.364,0.132496,0.833,0.693889,2B,0.55,27,729,UFA,12000000,12000000,4444444,98.01,9605.9601,24000000,336500000,12000000,33,2.78,7.728399999999999,27,16.300417207752275,16.300417207752275,15.307165334741986
STL,6.5,2017,10,5,90,8100,21,441,2,2,34,St. Louis Cardinals,CHC,Missouri,4,16,31,58,961,Dexter Fowler,0.706,0.49843599999999993,23,205,30,0.233,0.054289000000000004,0.535,0.286225,RF,0.5172413793103449,15,225,UFA,16500000,14500000,7370370,0.0,0.0,82500000,7000000,16500000,30,0.04,0.0016,11,16.61887093887081,16.489659207390805,15.81297846643318
PHI,6.3,2020,10,1,215,46225,61,3721,2,4,30,Philadelphia Phillies,NYY,Pennsylvania,10,100,60,60,3600,Didi Gregorius,0.827,0.6839289999999999,7,205,14,0.284,0.08065599999999999,1.0,1.0,SS,0.4666666666666667,40,1600,UFA,14000000,14000000,5185185,55.18,3044.8324,14000000,134350000,14000000,28,0.91,0.8281000000000001,2,16.454567887579532,16.454567887579532,15.461316078854964
HOU,6.2,2020,10,1,38,1444,6,36,2,3,32,Houston Astros,OAK,Texas,1,1,17,60,289,Dustin Garneau,0.562,0.31584400000000007,3,205,14,0.158,0.024964,0.283,0.08008899999999998,C,0.4833333333333333,4,16,UFA,659300,650000,250041,0.0,0.0,650000,15650000,650000,29,-0.31,0.0961,1,13.39893394510139,13.38472764187182,12.429380183397853
CHW,0.0,2020,10,1,159,25281,25,625,2,5,37,Chicago White Sox,NYY,Illinois,10,100,44,60,1936,Edwin Encarnacion,0.627,0.393129,6,230,10,0.157,0.024649,0.733,0.537289,DH,0.5833333333333334,19,361,UFA,12000000,11000000,5074074,11.7,136.89,12000000,151500000,12000000,35,-0.35,0.12249999999999998,3,16.300417207752275,16.213405830762646,15.43965460318953
SD,6.4,2018,10,8,143,20449,41,1681,5,2,30,San Diego Padres,KC,California,9,81,40,61,1600,Eric Hosmer,0.851,0.724201,2,226,6,0.287,0.08236899999999998,0.667,0.44488900000000003,1B,0.6229508196721312,36,1296,UFA,21000000,20000000,8407407,60.04,3604.8016,144000000,43000000,18000000,38,0.94,0.8835999999999999,0,16.860032995687696,16.811242831518264,15.944623660983197
WSH,6.0,2020,10,1,123,15129,25,625,1,10,33,Washington Nationals,MIL,Washington DC,3,9,41,62,1681,Eric Thames,0.617,0.380689,1,210,6,0.203,0.041209,0.683,0.4664890000000001,1B,0.4193548387096774,12,144,UFA,3000000,3000000,1111111,11.58,134.0964,4000000,316750000,4000000,26,-0.59,0.34809999999999997,1,14.914122846632385,14.914122846632385,13.920870973622096
MIA,0.0,2020,10,1,53,2809,13,169,2,6,34,Miami Marlins,ATL,Florida,3,9,16,60,256,Francisco Cervelli,0.808,0.6528640000000001,2,210,3,0.245,0.060024999999999995,0.267,0.071289,C,0.5166666666666667,7,49,UFA,2000000,2000000,740741,0.0,0.0,2000000,25350000,2000000,31,0.77,0.5929,2,14.508657738524219,14.508657738524219,13.515406315513875
WSH,0.0,2020,10,1,91,8281,25,625,1,10,36,Washington Nationals,WSH,Washington DC,2,4,25,62,625,Howie Kendrick,0.705,0.49702499999999994,1,220,6,0.275,0.07562500000000001,0.417,0.173889,2B,0.4193548387096774,14,196,UFA,4000000,4000000,1481481,0.0,0.0,6250000,316750000,6250000,26,-0.3,0.09,1,15.201804919084164,15.201804919084164,14.208552821073829
BOS,6.3,2018,10,5,211,44521,45,2025,1,8,32,Boston Red Sox,ARI,Massachusetts,7,49,54,60,2916,J.D. Martinez,0.68,0.4624000000000001,14,230,24,0.213,0.045369,0.9,0.81,DH,0.4,27,729,UFA,23750000,23750000,8796296,5.21,27.144099999999998,110000000,19100000,22000000,24,-0.88,0.7744,9,16.983093088444924,16.983093088444924,15.98984128175043
OAK,6.3,2020,10,0,88,7744,17,289,5,2,29,Oakland Athletics,ARI,California,3,9,31,60,961,Jake Lamb,0.635,0.403225,15,215,29,0.193,0.037249000000000004,0.517,0.267289,1B,0.6,10,100,UFA,563500,563500,43610,0.0,0.0,0,7500000,0,36,-0.79,0.6241000000000001,9,13.241922612461968,13.241922612461968,10.683041760836812
CHW,5.9,2020,10,1,61,3721,11,121,2,5,35,Chicago White Sox,ARI,Illinois,0,0,32,60,1024,Jarrod Dyson,0.411,0.168921,6,165,10,0.18,0.0324,0.533,0.28408900000000004,CF,0.5833333333333334,5,25,UFA,2000000,2000000,342736,0.0,0.0,2000000,151500000,2000000,35,-0.61,0.3721,3,14.508657738524219,14.508657738524219,12.744715750492597
SD,6.3,2020,10,1,80,6400,15,225,5,2,33,San Diego Padres,MIN,California,2,4,27,61,729,Jason Castro,0.668,0.44622400000000007,2,215,6,0.188,0.035344,0.45,0.2025,C,0.6229508196721312,9,81,UFA,6850000,6850000,1098114,0.0,0.0,6850000,43000000,6850000,38,-0.02,0.0004,0,15.739759210238407,15.739759210238407,13.90910472079877
CHC,6.5,2016,10,8,147,21609,39,1521,2,4,30,Chicago Cubs,STL,Illinois,6,36,50,58,2500,Jason Heyward,0.848,0.719104,17,240,21,0.265,0.07022500000000001,0.833,0.693889,RF,0.5517241379310345,22,484,UFA,23500000,21000000,7777778,44.57,1986.4849,184000000,2650000,23000000,32,1.32,1.7424000000000002,3,16.972510979114386,16.860032995687696,15.866781251248842
PHI,6.3,2018,10,3,96,9216,19,361,2,4,33,Philadelphia Phillies,CLE,Pennsylvania,6,36,32,60,1024,Jay Bruce,0.721,0.519841,7,230,14,0.198,0.039204,0.533,0.28408900000000004,RF,0.4666666666666667,14,196,UFA,14000000,13000000,1648148,0.0,0.0,39000000,134350000,13000000,28,0.18,0.0324,2,16.454567887579532,16.38045991542581,14.315162791244495
DET,6.1,2020,10,1,162,26244,45,2025,1,5,28,Detroit Tigers,MIN,Michigan,8,64,44,57,1936,Jonathan Schoop,0.799,0.6384010000000001,11,225,16,0.278,0.07728400000000002,0.759,0.5760810000000001,2B,0.4035087719298245,23,529,UFA,6100000,6100000,2259259,61.51,3783.4800999999998,6100000,19350000,6100000,23,0.96,0.9216,4,15.623799329143539,15.623799329143539,14.630547441379152
MIN,6.1,2020,10,4,81,6561,18,324,1,7,34,Minnesota Twins,ATL,Minnesota,6,36,28,60,784,Josh Donaldson,0.842,0.7089639999999999,6,210,17,0.222,0.049284,0.467,0.21808900000000003,3B,0.6,11,121,UFA,21000000,21000000,6666667,0.0,0.0,92000000,134000000,23000000,36,0.54,0.2916,3,16.860032995687696,16.860032995687696,15.712630592850154
HOU,6.2,2017,10,4,188,35344,46,2116,2,3,33,Houston Astros,LAD,Texas,4,16,56,60,3136,Josh Reddick,0.693,0.4802489999999999,3,197,14,0.245,0.060024999999999995,0.933,0.8704890000000001,RF,0.4833333333333333,23,529,UFA,13000000,13000000,4814815,9.87,97.41689999999998,52000000,15650000,13000000,29,-0.66,0.43560000000000004,1,16.38045991542581,16.38045991542581,15.387208180877066
LAA,6.1,2016,10,6,147,21609,30,900,5,3,32,Los Angeles Angels,SD,California,9,81,42,60,1764,Justin Upton,0.711,0.505521,1,215,10,0.204,0.04161599999999999,0.7,0.48999999999999994,LF,0.4333333333333333,22,484,UFA,21000000,21000000,7777778,7.96,63.3616,132750000,260850000,22125000,26,-0.6,0.36,1,16.860032995687696,16.860032995687696,15.866781251248842
BOS,6.2,2020,10,1,82,6724,28,784,1,8,29,Boston Red Sox,CLE,Massachusetts,1,1,24,60,576,Kevin Plawecki,0.857,0.734449,14,208,24,0.342,0.11696400000000001,0.4,0.16000000000000003,C,0.4,17,289,UFA,1000000,900000,433333,0.0,0.0,900000,19100000,900000,24,0.54,0.2916,9,13.815510557964274,13.710150042306449,12.979261764532591
MIA,6.1,2020,10,0,34,1156,4,16,2,6,33,Miami Marlins,PHI,Florida,1,1,13,60,169,Logan Forsythe,0.446,0.198916,2,205,3,0.118,0.013923999999999999,0.217,0.047089,2B,0.5166666666666667,2,4,UFA,575000,575000,212963,0.0,0.0,0,25350000,0,31,-0.31,0.0961,2,13.262125319779487,13.262125319779487,12.268873720682233
MIL,6.2,2018,10,5,18,324,6,36,1,9,34,Milwaukee Brewers,KC,Wisconsin,0,0,5,60,25,Lorenzo Cain,0.817,0.6674889999999999,1,214,7,0.333,0.11088900000000002,0.083,0.006889000000000001,CF,0.4833333333333333,2,4,UFA,15000000,16000000,5555556,0.0,0.0,80000000,49875000,16000000,29,0.23,0.0529,0,16.523560759066484,16.588099280204055,15.530309066056198
KC,6.1,2020,10,1,223,49729,62,3844,2,3,27,Kansas City Royals,PHI,Missouri,8,64,60,59,3600,Maikel Franco,0.778,0.605284,4,225,9,0.278,0.07728400000000002,1.0,1.0,3B,0.423728813559322,38,1444,UFA,3340000,2950000,1482593,63.07,3977.8249,2950000,7550000,2950000,25,1.04,1.0816000000000001,2,15.021481364952884,14.897315728316002,14.209303139758294
SD,6.3,2019,10,10,224,50176,68,4624,5,2,27,San Diego Padres,LAD,California,16,256,60,61,3600,Manny Machado,0.95,0.9025,2,218,6,0.304,0.092416,1.0,1.0,3B,0.6229508196721312,47,2209,UFA,32000000,30000000,13111111,84.31,7108.176100000001,300000000,43000000,30000000,38,2.82,7.952399999999999,0,17.281246460764002,17.216707939626428,16.388970596619142
ATL,6.1,2020,10,1,228,51984,77,5929,1,7,29,Atlanta Braves,STL,Georgia,18,324,60,60,3600,Marcell Ozuna,1.067,1.1384889999999999,18,225,26,0.338,0.11424400000000001,1.0,1.0,LF,0.5833333333333334,56,3136,UFA,18000000,18000000,6666667,97.45,9496.5025,18000000,95750000,18000000,35,2.32,5.3824,3,16.70588231586044,16.70588231586044,15.712630592850154
HOU,6.0,2020,10,2,135,18225,29,841,2,3,33,Houston Astros,HOU,Texas,6,36,47,60,2209,Martin Maldonado,0.727,0.5285289999999999,3,230,14,0.215,0.046224999999999995,0.783,0.613089,C,0.4833333333333333,24,576,UFA,3500000,3500000,1296296,52.98,2806.8803999999996,7000000,15650000,3500000,29,0.73,0.5328999999999999,1,15.068273526459642,15.068273526459642,14.075021524877904
MIN,6.1,2019,10,2,175,30625,37,1369,1,7,31,Minnesota Twins,HOU,Minnesota,5,25,53,60,2809,Marwin Gonzalez,0.606,0.367236,6,205,17,0.211,0.044521,0.883,0.779689,3B,0.6,22,484,UFA,9000000,9000000,3333333,10.69,114.27609999999999,21000000,134000000,10500000,36,-0.06,0.0036,3,16.012735135300492,16.012735135300492,15.019483262290205
MIA,6.2,2020,10,1,127,16129,32,1024,2,6,35,Miami Marlins,ATL,Florida,2,4,46,60,2116,Matt Joyce,0.682,0.4651240000000001,2,194,3,0.252,0.063504,0.767,0.5882890000000001,LF,0.5166666666666667,14,196,UFA,1593000,1500000,648556,19.05,362.90250000000003,1500000,25350000,1500000,31,-0.56,0.31360000000000005,2,14.281129588892185,14.22097566607244,13.38250363213301
STL,0.0,2020,10,1,35,1225,7,49,2,2,34,St. Louis Cardinals,STL,Missouri,0,0,19,58,361,Matt Wieters,0.529,0.279841,23,235,30,0.2,0.04000000000000001,0.328,0.10758400000000001,C,0.5172413793103449,4,16,UFA,2000000,2000000,740741,0.0,0.0,2000000,7000000,2000000,30,-0.04,0.0016,11,14.508657738524219,14.508657738524219,13.515406315513875
HOU,6.2,2019,10,2,170,28900,51,2601,2,3,33,Houston Astros,CLE,Texas,5,25,46,60,2116,Michael Brantley,0.84,0.7055999999999999,3,209,14,0.3,0.09,0.767,0.5882890000000001,LF,0.4833333333333333,22,484,UFA,16000000,15000000,6555556,59.18,3502.2724,32000000,15650000,16000000,29,1.63,2.6569,1,16.588099280204055,16.523560759066484,15.695823492330382
CIN,6.0,2020,10,4,139,19321,32,1024,2,4,31,Cincinnati Reds,MIL,Ohio,8,64,44,59,1936,Mike Moustakas,0.799,0.6384010000000001,10,225,16,0.23,0.0529,0.733,0.537289,2B,0.5254237288135594,27,729,UFA,12000000,12000000,4444444,30.46,927.8116,64000000,144825000,16000000,31,0.12,0.0144,5,16.300417207752275,16.300417207752275,15.307165334741986
SD,6.3,2020,10,1,136,18496,36,1296,5,2,34,San Diego Padres,BOS,California,10,100,42,61,1764,Mitch Moreland,0.894,0.7992360000000001,2,245,6,0.265,0.07022500000000001,0.7,0.48999999999999994,1B,0.6229508196721312,29,841,UFA,2500000,2500000,400780,83.48,6968.910400000001,3000000,43000000,3000000,38,1.17,1.3688999999999998,0,14.73180128983843,14.73180128983843,12.901167927308135
CIN,6.4,2020,10,4,218,47524,49,2401,2,4,28,Cincinnati Reds,CHC,Ohio,14,196,60,59,3600,Nick Castellanos,0.784,0.6146560000000001,10,203,16,0.225,0.050625,1.0,1.0,RF,0.5254237288135594,34,1156,UFA,16000000,16000000,5925926,28.06,787.3635999999999,64000000,144825000,16000000,31,0.02,0.0004,5,16.588099280204055,16.588099280204055,15.594847519693772
NYM,6.0,2014,10,10,171,29241,54,2916,2,5,37,New York Mets,NYY,New York,10,100,49,60,2401,Robinson Cano,0.896,0.8028160000000001,5,210,9,0.316,0.099856,0.817,0.6674889999999999,2B,0.4333333333333333,30,900,UFA,24000000,24000000,7500000,36.94,1364.5635999999997,240000000,26300000,24000000,26,1.09,1.1881000000000002,2,16.99356438831222,16.99356438831222,15.830413578506539
NYM,6.1,2020,10,1,74,5476,12,144,2,5,36,New York Mets,HOU,New York,1,1,26,60,676,Robinson Chirinos,0.475,0.225625,5,220,9,0.162,0.026244,0.433,0.187489,C,0.4333333333333333,7,49,UFA,5750000,5750000,889994,0.0,0.0,6750000,26300000,6750000,26,-0.64,0.4096,2,15.564710412773533,15.564710412773533,13.698970000112565
TEX,0.0,2014,10,7,110,12100,26,676,2,4,37,Texas Rangers,CIN,Texas,5,25,33,59,1089,Shin-Soo Choo,0.723,0.522729,2,210,8,0.236,0.055695999999999996,0.55,0.30250000000000005,DH,0.3728813559322034,15,225,UFA,21000000,21000000,7777778,0.0,0.0,130000000,55750000,18571429,22,0.05,0.0025000000000000005,0,16.860032995687696,16.860032995687696,15.866781251248842
WSH,6.2,2020,10,2,60,3600,16,256,1,10,30,Washington Nationals,MIA,Washington DC,2,4,16,62,256,Starlin Castro,0.752,0.565504,1,230,6,0.267,0.071289,0.267,0.071289,2B,0.4193548387096774,4,16,UFA,6000000,6000000,2222222,0.0,0.0,12000000,316750000,6000000,26,0.47,0.22089999999999999,1,15.60727002719233,15.60727002719233,14.614018154182041
ARI,6.0,2020,10,1,72,5184,12,144,1,4,35,Arizona Diamondbacks,SF,Arizona,1,1,26,60,676,Stephen Vogt,0.525,0.275625,1,225,6,0.167,0.027889000000000004,0.433,0.187489,C,0.4166666666666667,7,49,UFA,2500000,2500000,925926,0.0,0.0,3000000,24650000,3000000,25,-0.11,0.0121,1,14.73180128983843,14.73180128983843,13.738549596828143
NYM,6.3,2020,10,1,157,24649,37,1369,2,5,34,New York Mets,NYM,New York,4,16,45,60,2025,Todd Frazier,0.684,0.46785600000000005,5,220,9,0.236,0.055695999999999996,0.75,0.5625,3B,0.4333333333333333,12,144,UFA,3500000,3500000,541744,24.26,588.5476000000001,5000000,26300000,5000000,26,0.29,0.0841,2,15.068273526459642,15.068273526459642,13.202548844118077
TOR,6.4,2020,10,1,163,26569,39,1521,1,3,30,Toronto Blue Jays,MIL,Toronto,6,36,50,61,2500,Travis Shaw,0.717,0.5140889999999999,2,230,8,0.239,0.057121,0.833,0.693889,1B,0.5245901639344263,17,289,UFA,4158000,4000000,1639481,28.53,813.9609,4000000,108000000,4000000,32,0.03,0.0009,2,15.240544747400095,15.201804919084164,14.309890286300634
ATL,6.2,2020,10,2,165,27225,53,2809,1,7,31,Atlanta Braves,TB,Georgia,9,81,44,60,1936,Travis d'Arnaud,0.919,0.8445610000000001,18,210,26,0.321,0.10304100000000001,0.733,0.537289,C,0.5833333333333334,34,1156,UFA,8000000,8000000,2962963,76.77,5893.6329,16000000,95750000,8000000,35,0.84,0.7055999999999999,3,15.89495209964411,15.89495209964411,14.901700339133827
SF,6.3,2020,10,2,198,39204,53,2809,5,3,28,San Francisco Giants,ARI,California,12,144,55,60,3025,Wilmer Flores,0.83,0.6889,23,205,26,0.268,0.07182400000000001,0.917,0.8408890000000001,2B,0.4833333333333333,32,1024,UFA,3000000,3000000,1111111,74.14,5496.7396,6250000,18250000,3125000,29,1.26,1.5876000000000001,8,14.914122846632385,14.914122846632385,13.920870973622096
NYM,6.1,2019,10,2,142,20164,34,1156,2,5,32,New York Mets,PHI,New York,5,25,45,60,2025,Wilson Ramos,0.684,0.46785600000000005,5,245,9,0.239,0.057121,0.75,0.5625,C,0.4333333333333333,15,225,UFA,10436000,9250000,4425926,15.88,252.17440000000002,19000000,26300000,9500000,26,0.16,0.0256,2,16.160771925238755,16.04013410948861,15.302990080067913
WSH,6.2,2020,10,2,109,11881,31,961,1,10,32,Washington Nationals,WSH,Washington DC,4,16,30,62,900,Yan Gomes,0.787,0.6193690000000001,1,215,6,0.284,0.08065599999999999,0.5,0.25,C,0.4193548387096774,13,169,UFA,4000000,4000000,1481481,0.0,0.0,10000000,316750000,5000000,26,0.64,0.4096,1,15.201804919084164,15.201804919084164,14.208552821073829
CHW,6.2,2020,10,4,161,25921,37,1369,2,5,31,Chicago White Sox,MIL,Illinois,8,64,46,60,2116,Yasmani Grandal,0.773,0.597529,6,225,10,0.23,0.0529,0.767,0.5882890000000001,C,0.5833333333333334,27,729,UFA,18250000,18250000,6759259,38.57,1487.6449,73000000,151500000,18250000,35,0.6,0.36,3,16.719675637992776,16.719675637992776,15.726423826626327
NYM,0.0,2017,10,4,31,961,5,25,2,5,34,New York Mets,NYM,New York,2,4,8,60,64,Yoenis Cespedes,0.622,0.386884,5,220,9,0.161,0.025921000000000003,0.133,0.017689000000000003,CF,0.4333333333333333,4,16,UFA,6000000,6000000,331675,0.0,0.0,110000000,26300000,27500000,26,-0.07,0.004900000000000001,2,15.60727002719233,15.60727002719233,12.711910852785117
