Acronimo_t,Acronimo_t_1,Agente_libre,Altura_t,Altura_t_1,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_t,Anios_de_contrato_t,Anios_de_contrato_t_1,Antiguedad_t,Antiguedad_t_1,Bateos_en_contra_2_t,Bateos_en_contra_2_t_1,Bateos_en_contra_t,Bateos_en_contra_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Carreras_en_contra_2_t,Carreras_en_contra_2_t_1,Carreras_en_contra_t,Carreras_en_contra_t_1,Carreras_ganadas_2_t,Carreras_ganadas_2_t_1,Carreras_ganadas_t,Carreras_ganadas_t_1,Comando_2_t,Comando_2_t_1,Comando_t,Comando_t_1,Control_2_t,Control_2_t_1,Control_t,Control_t_1,Dominio_2_t,Dominio_2_t_1,Dominio_t,Dominio_t_1,ERA_2_t,ERA_2_t_1,ERA_t,ERA_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Inning_pitched_2_t,Inning_pitched_2_t_1,Inning_pitched_t,Inning_pitched_t_1,Juegos_iniciados_t,Juegos_iniciados_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,Losses_2_t,Losses_2_t_1,Losses_t,Losses_t_1,Pago_efectivo_t,Pago_efectivo_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,Saves_2_t,Saves_2_t_1,Saves_t,Saves_t_1,Strike_outs_2_t,Strike_outs_2_t_1,Strike_outs_t,Strike_outs_t_1,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_porcentual_t,Sueldo_porcentual_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato_promedio_t,Valor_contrato_promedio_t_1,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WHIP_2_t,WHIP_2_t_1,WHIP_t,WHIP_t_1,WS_ganadas_t,WS_ganadas_t_1,Walks_2_t,Walks_2_t_1,Walks_t,Walks_t_1,Wins_2_t,Wins_2_t_1,Wins_t,Wins_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t
DET,OAK,Si,6.2,6.2,2024,2023,2022,2,1,1,1,2304,2025,48,45,500000,0,4,5,1,5,676,196,26,14,324,196,18,14,12.434903047091412,11.346260387811633,3.526315789473684,3.3684210526315788,0.0013574159222782,0.0009442972151681125,0.036843125848361455,0.03072941937570758,0.01687933538810759,0.010714242086782795,0.12992049641264303,0.10350962316027817,8.0089,3.3856,2.83,1.84,31,30,32,Detroit Tigers,Oakland Athletics,Michigan,16508962,10008962,3283.2899999999995,4719.6900000000005,57.3,68.7,0,0,64,71,162,162,Andrew Chafin,9,16,3,4,6500000,1322596,11,15,235.0,235.0,16,29,RP,RP,0.4074074074074074,0.5308641975308642,9,25,3,5,4489,4096,67,64,6000000,822596,5500000,2250000,0.044,0.009,6000000,2750000,425.18440000000004,6356.8729,20.62,79.73,6500000,2750000,235500000,21300000,13000000,2750000,66,86,0.0841,2.1904,0.29,1.48,1.3688999999999998,0.8649000000000001,1.17,0.93,4,9,361,361,19,19,4,4,2,2,15.60727002719233,15.520258650202699,15.60727002719233
TB,TB,No,6.1,6.1,2025,2025,2022,1,1,1,1,225,3025,15,55,0,0,4,7,2,2,49,441,7,21,49,225,7,15,49.0,26.351111111111116,7.0,5.133333333333334,0.0001234567901234568,0.0005403301330660211,0.011111111111111112,0.02324500232450023,0.006049382716049383,0.014238299373104174,0.07777777777777778,0.11932434526576785,9.9225,3.5343999999999998,3.15,1.88,31,30,32,Tampa Bay Rays,Tampa Bay Rays,Florida,3527618,1677618,400.0,5140.89,20.0,71.7,0,4,17,57,162,162,Andrew Kittredge,1,9,1,3,1850000,750000,2,2,230.0,230.0,8,7,RP,RP,0.5308641975308642,0.6172839506172839,25,64,5,8,196,5929,14,77,1850000,750000,1850000,750000,0.019,0.011,1850000,750000,0.0,9527.7121,0.0,97.61,1850000,750000,18900000,18725000,1850000,750000,86,100,0.06760000000000001,5.3361,0.26,2.31,0.7224999999999999,0.9603999999999999,0.85,0.98,0,0,4,225,2,15,9,81,3,9,14.430696197054507,14.430696197054507,14.430696197054507
LAA,LAA,No,6.4,6.4,2028,0,2022,1,1,0,0,1369,529,37,23,0,0,9,6,5,5,361,289,19,17,324,225,18,15,6.1315192743764175,11.933884297520661,2.4761904761904763,3.4545454545454546,0.0021518777768555447,0.0020043569087118125,0.04638833664678595,0.044770044770044766,0.013194280064892048,0.023919763439502955,0.11486635741108903,0.15466015466015465,10.368400000000001,24.403600000000004,3.22,4.94,26,25,26,Los Angeles Angels,Los Angeles Angels,California,780023,233891,2530.0899999999997,745.2900000000001,50.3,27.3,1,0,42,21,162,162,Andrew Wantz,1,0,1,0,546132,223891,1,1,235.0,235.0,10,10,RP,RP,0.4506172839506173,0.4753086419753086,0,0,0,0,2704,1444,52,38,546132,223891,700000,570500,0.003,0.001,700000,570500,0.0,0.0,0.0,0.0,700000,570500,123750000,12625000,700000,570500,73,77,0.6241000000000001,0.0009,0.79,0.03,1.3224999999999998,1.5376,1.15,1.24,1,1,441,121,21,11,4,1,2,1,13.210615983749985,13.458835614025542,13.458835614025542
KC,KC,No,6.0,6.0,2028,0,2022,1,1,0,0,81,9,9,3,0,0,2,5,2,2,9,4,3,2,4,0,2,0,1.0,16.0,1.0,4.0,0.0009182736455463729,0.0004938271604938272,0.030303030303030304,0.022222222222222223,0.0009182736455463729,0.007901234567901235,0.030303030303030304,0.08888888888888889,2.6895999999999995,0.0,1.64,0.0,22,21,22,Kansas City Royals,Kansas City Royals,Missouri,297651,9201,121.0,25.0,11.0,5.0,2,1,3,1,162,163,Angel Zerpa,1,1,1,1,288450,9201,4,4,175.0,175.0,9,9,SP,P,0.4012345679012346,0.4601226993865031,0,0,0,0,9,16,3,4,288450,9201,700000,570500,0.003,0.0,700000,570500,0.0,0.0,0.0,0.0,700000,570500,13975000,41500000,700000,570500,65,75,0.2025,0.016900000000000002,0.45,0.13,1.1881000000000002,0.6400000000000001,1.09,0.8,2,2,9,1,3,1,4,0,2,0,12.572277039685035,13.458835614025542,13.458835614025542
TOR,MIA,Si,6.2,6.2,2024,2024,2022,2,2,1,0,2601,3025,51,55,0,0,6,2,1,2,225,1089,15,33,144,676,12,26,13.3225,5.840277777777777,3.65,2.4166666666666665,0.0009992273724149649,0.0018924155827412885,0.031610557926347406,0.043501903208265365,0.013312206668998367,0.011052232674204333,0.11537853643116802,0.10512959941997464,2.3716,14.5924,1.54,3.82,33,33,34,Toronto Blue Jays,Miami Marlins,Toronto,7806283,4806283,4942.089999999999,3757.6899999999996,70.3,61.3,0,1,74,70,162,162,Anthony Bass,9,81,3,9,1054976,1000000,2,2,200.0,200.0,9,3,RP,RP,0.5679012345679012,0.4135802469135802,0,0,0,0,5329,3364,73,58,1054976,1000000,3000000,1000000,0.006,0.017,3000000,1000000,5523.462399999999,155.7504,74.32,12.48,2500000,2500000,157000000,10000000,5000000,5000000,92,67,2.9583999999999997,0.0081,1.72,0.09,1.0201,1.6641000000000001,1.01,1.29,2,2,400,576,20,24,16,9,4,3,13.86902857581838,14.914122846632385,14.914122846632385
MIA,MIA,No,6.4,6.4,2028,0,2022,1,1,1,1,289,2025,17,45,0,0,2,2,2,2,49,484,7,22,49,361,7,19,4.515625,12.6025,2.125,3.55,0.0021211937415504395,0.0013141774880147837,0.046056419113413925,0.036251586006887805,0.009578515489188704,0.01656192179270631,0.0978698906160046,0.1286931303244517,10.6276,7.7841000000000005,3.26,2.79,26,25,27,Miami Marlins,Miami Marlins,Florida,1351684,638684,372.49,3757.6899999999996,19.3,61.3,0,1,22,61,162,162,Anthony Bender,9,4,3,2,713000,466184,2,2,205.0,205.0,3,3,RP,RP,0.4259259259259259,0.4135802469135802,36,9,6,3,289,5041,17,71,713000,466184,713000,570500,0.009,0.008,713000,570500,0.0,4273.236900000001,0.0,65.37,713000,570500,89000000,10000000,713000,570500,69,67,0.17639999999999997,1.5129,0.42,1.23,1.6641000000000001,1.1236000000000002,1.29,1.06,2,2,64,400,8,20,1,9,1,3,13.477236699396434,13.477236699396434,13.477236699396434
SF,SF,Si,6.1,6.1,2025,2022,2022,3,1,1,1,1156,19881,34,141,0,0,7,8,5,5,441,3721,21,61,196,3481,14,59,18.0625,13.097505668934241,4.25,3.619047619047619,0.0005471769091344344,0.0007743680692329303,0.023391812865497075,0.027827469687934803,0.009883382921240722,0.010142290176619969,0.09941520467836257,0.10070893791824025,43.9569,10.0489,6.63,3.17,31,30,32,San Francisco Giants,San Francisco Giants,California,25374847,10374847,361.0,28123.289999999997,19.0,167.7,5,31,5,34,162,163,Anthony DeSclafani,4,49,2,7,12000000,3125000,23,23,195.0,195.0,27,27,SP,SP,0.5,0.6625766871165644,0,0,0,0,289,23104,17,152,12000000,6125000,12000000,6000000,0.074,0.036,12000000,6125000,0.0,7811.024399999999,0.0,88.38,12000000,6000000,140700000,36200000,36000000,6000000,81,108,1.583696402499998,17.3889,1.2584499999999992,4.17,4.0,1.1881000000000002,2.0,1.09,8,8,16,1764,4,42,0,169,0,13,16.300417207752275,16.300417207752275,16.300417207752275
LAD,LAD,No,6.3,6.3,2027,2027,2022,1,1,1,1,6241,1681,79,41,0,0,9,7,5,5,1024,400,32,20,961,400,31,20,11.559999999999999,3.6548442906574397,3.4,1.911764705882353,0.0008907631417976614,0.004600048650687545,0.029845655325317643,0.06782365848793137,0.010297221919180964,0.016812461547711835,0.10147522810607998,0.12966287652104527,4.5796,10.4329,2.14,3.23,27,26,28,Los Angeles Dodgers,Los Angeles Dodgers,California,2015216,1295216,16978.090000000004,3102.4900000000002,130.3,55.7,24,13,24,17,162,162,Anthony Gonsolin,1,1,1,1,720000,580500,25,25,205.0,205.0,36,35,SP,RP,0.6851851851851852,0.654320987654321,0,0,0,0,14161,4225,119,65,720000,580500,720000,580500,0.003,0.002,720000,580500,9747.6129,0.0,98.73,0.0,720000,580500,267800000,160320500,720000,580500,111,106,21.3444,1.3224999999999998,4.62,1.15,0.7744,1.8225000000000002,0.88,1.35,7,7,1225,1156,35,34,256,16,16,4,13.487006490992238,13.487006490992238,13.487006490992238
KC,SEA,No,6.1,6.1,2026,2026,2022,1,1,0,0,729,3721,27,61,0,0,2,4,2,1,225,900,15,30,196,784,14,28,7.290000000000001,12.484444444444444,2.7,3.533333333333333,0.0014679761013490697,0.0009283737380151593,0.038314176245210725,0.030469226081657527,0.01070154577883472,0.011590230355931477,0.10344827586206896,0.10765793215518993,18.922499999999996,21.252100000000002,4.35,4.61,27,26,27,Kansas City Royals,Seattle Mariners,Missouri,1481959,857403,841.0,2992.09,29.0,54.7,0,0,32,66,162,162,Anthony Misiewicz,4,25,2,5,164976,578700,4,0,200.0,200.0,9,4,RP,RP,0.4012345679012346,0.5555555555555556,0,0,0,0,729,2809,27,53,164976,578700,714900,578700,0.002,0.007,714900,578700,0.0,414.52959999999996,0.0,20.36,714900,578700,13975000,16300000,714900,578700,65,90,1.583696402499998,0.04000000000000001,1.2584499999999992,0.2,1.6384,1.9320999999999997,1.28,1.39,2,0,100,225,10,15,1,25,1,5,12.013555287757725,13.479897951754943,13.479897951754943
COL,COL,No,6.1,6.1,2028,2024,2022,5,1,1,1,17689,31684,133,178,0,0,5,1,1,1,3136,7056,56,84,2704,5929,52,77,5.512287334593574,10.7666015625,2.347826086956522,3.28125,0.000766597239621009,0.0005148455280655697,0.027687492476224873,0.022690207757214777,0.004225704254697283,0.005543136666916901,0.06500541711809318,0.074452244203361,25.704900000000002,19.5364,5.07,4.42,26,25,27,Colorado Rockies,Colorado Rockies,Colorado,12036074,4786074,8519.289999999999,24554.889999999996,92.3,156.7,19,28,19,28,162,161,Antonio Senzatela,49,100,7,10,7250000,3000000,1,1,236.0,236.0,5,5,SP,SP,0.419753086419753,0.4596273291925465,0,0,0,0,2916,11025,54,105,7250000,3000000,7250000,3000000,0.052,0.026,7250000,3000000,46.92249999999999,2759.4009,6.85,52.53,10100000,3000000,195350000,0,50500000,3000000,68,74,0.25,3.1329000000000002,0.5,1.77,2.8560999999999996,1.7956000000000003,1.69,1.34,0,0,529,1024,23,32,9,16,3,4,15.796512026830857,15.796512026830857,15.796512026830857
LAA,PHI,Si,6.4,6.4,2023,2022,2022,1,1,0,0,289,2601,17,51,0,0,9,6,5,2,169,576,13,24,100,441,10,21,4.591836734693877,3.305785123966942,2.142857142857143,1.8181818181818181,0.0017299272830362277,0.0022973120499712833,0.04159239453357101,0.04793028322440087,0.007943543646594923,0.007594419999905071,0.08912655971479502,0.08714596949891068,23.232400000000002,13.7641,4.82,3.71,29,28,29,Los Angeles Angels,Philadelphia Phillies,California,19976033,16226033,349.69,2601.0,18.7,51.0,0,0,21,53,162,162,Archie Bradley,1,9,1,3,3750000,6000000,1,7,215.0,215.0,10,14,RP,RP,0.4506172839506173,0.5061728395061729,4,4,2,2,225,1600,15,40,3750000,6000000,3750000,6000000,0.021,0.03,3750000,6000000,0.0,336.3556,0.0,18.34,3750000,6000000,123750000,158800000,3750000,6000000,73,82,1.583696402499998,0.4624000000000001,1.2584499999999992,0.68,1.6641000000000001,2.0448999999999997,1.29,1.43,1,2,49,484,7,22,0,49,0,7,15.137266397946593,15.137266397946593,15.137266397946593
NYY,NYY,No,6.4,6.4,2023,2023,2022,3,3,3,2,576,1296,24,36,0,2200000,4,4,2,2,324,529,18,23,324,441,18,21,2.358418367346939,6.515927977839336,1.5357142857142858,2.5526315789473686,0.007345439629714891,0.005624259941453947,0.0857055402509948,0.07499506611407145,0.01732361973895769,0.0366472727071608,0.13161922252831343,0.19143477402802447,19.8916,11.289599999999998,4.46,3.36,31,31,34,New York Yankees,New York Yankees,New York,149066491,131066491,1317.6899999999998,3169.6899999999996,36.3,56.3,0,0,43,61,162,162,Aroldis Chapman,16,16,4,4,18000000,14838709,40,40,218.0,218.0,58,57,RP,RP,0.6111111111111112,0.5679012345679012,81,900,9,30,1849,9409,43,97,18000000,14838710,18000000,15000000,0.071,0.072,18000000,17200000,0.0,327.61000000000007,0.0,18.1,16000000,16000000,37400000,111300000,48000000,48000000,99,92,1.583696402499998,2.3104,1.2584499999999992,1.52,2.0448999999999997,1.7161000000000002,1.43,1.31,27,27,784,1444,28,38,16,36,4,6,16.70588231586044,16.70588231586044,16.70588231586044
CIN,CIN,No,6.3,6.3,2028,2027,2022,1,1,1,1,1369,121,37,11,0,0,4,1,2,2,841,9,29,3,676,9,26,3,3.305785123966942,18.0625,1.8181818181818181,4.25,0.004610577655845145,0.0017916631673245429,0.06790123456790123,0.042328042328042326,0.015241579027587257,0.03236191595979956,0.12345679012345678,0.17989417989417988,42.25,1.6641000000000001,6.5,1.29,28,27,29,Cincinnati Reds,Cincinnati Reds,Ohio,1091455,446835,1296.0,441.0,36.0,21.0,0,0,39,26,162,163,Art Warren,9,0,3,0,644620,368040,10,10,230.0,230.0,16,16,RP,RP,0.382716049382716,0.50920245398773,9,0,3,0,1600,1156,40,34,644620,368040,702500,570500,0.006,0.003,702500,570500,0.0,0.0,0.0,0.0,702500,570500,14825000,1500000,702500,570500,62,83,1.583696402499998,1.1236000000000002,1.2584499999999992,1.06,2.6895999999999995,0.81,1.64,0.9,5,5,484,64,22,8,4,9,2,3,13.376416274875632,13.462400680190038,13.462400680190038
SD,SD,No,6.3,6.3,2025,2025,2022,1,1,1,1,0,784,0,28,0,0,3,4,5,5,0,784,0,28,0,576,0,24,0.4444444444444444,4.715102040816326,0.6666666666666666,2.1714285714285713,0.02100399075824407,0.005445400656799779,0.14492753623188406,0.07379295804343243,0.00933510700366403,0.025675619749939198,0.0966183574879227,0.16023613746573898,0.0,16.81,0.0,4.1,30,29,31,San Diego Padres,San Diego Padres,California,2569688,1644688,5.289999999999999,2777.2900000000004,2.3,52.7,0,0,2,65,162,162,Austin Adams,0,4,0,2,925000,580200,2,2,220.0,220.0,7,6,RP,RP,0.5493827160493827,0.4876543209876543,0,0,0,0,4,5776,2,76,925000,580200,925000,580200,0.004,0.003,925000,580200,0.0,408.44410000000005,0.0,20.21,925000,580200,32500000,25200000,925000,580200,89,79,0.0081,0.0256,0.09,0.16,1.6641000000000001,1.44,1.29,1.2,0,0,9,1225,3,35,1,9,1,3,13.737549016494562,13.737549016494562,13.737549016494562
COL,COL,No,6.5,6.5,2026,2026,2022,1,1,0,0,18769,10404,137,102,0,0,5,1,1,1,6400,4096,80,64,5929,3364,77,58,7.807093425605536,7.596073765615704,2.7941176470588234,2.7560975609756095,0.0009177827869981207,0.0015610761187680453,0.03029493005435267,0.03951045581574636,0.007165215962506955,0.011858049351903136,0.08464759868127952,0.10889467090681314,30.913599999999995,20.5209,5.56,4.53,28,27,28,Colorado Rockies,Colorado Rockies,Colorado,2748011,2038011,15550.09,13294.09,124.7,115.3,17,23,33,24,162,161,Austin Gomber,49,81,7,9,710000,575500,1,1,220.0,220.0,5,5,RP,SP,0.419753086419753,0.4596273291925465,0,0,0,0,9025,12769,95,113,710000,575500,710000,575500,0.005,0.005,710000,575500,0.0,2700.8808999999997,0.0,51.97,710000,575500,195350000,0,710000,575500,68,74,0.0529,0.3844,0.23,0.62,1.8769000000000002,1.5376,1.37,1.24,0,0,1156,1681,34,41,25,81,5,9,13.473020249017498,13.473020249017498,13.473020249017498
BAL,WSH,No,6.2,6.2,2026,2026,2022,1,1,1,1,12321,3249,111,57,0,0,3,6,1,1,2704,1225,52,35,2401,1156,49,34,8.428720083246619,4.440051020408164,2.903225806451613,2.107142857142857,0.0011470872774306015,0.002947961448936589,0.03386867693652354,0.05429513282916425,0.009668477572515996,0.01308909923947483,0.0983284169124877,0.11440760131859609,18.8356,28.5156,4.34,5.34,29,28,30,Baltimore Orioles,Washington Nationals,Maryland,2387077,1512077,10342.890000000001,3283.2899999999995,101.7,57.3,17,1,41,49,162,162,Austin Voth,16,1,4,1,576960,587700,7,1,201.0,201.0,14,6,SP,RP,0.5123456790123457,0.4012345679012346,0,0,0,0,8100,3481,90,59,576960,587700,875000,587700,0.013,0.004,875000,587700,146.8944,95.84409999999998,12.12,9.79,875000,587700,7900000,28000000,875000,587700,83,65,1.583696402499998,1.5011196963456546,1.2584499999999992,1.22520190023753,1.9599999999999997,2.1904,1.4,1.48,3,1,961,784,31,28,25,16,5,4,13.265528218997089,13.681979165339751,13.681979165339751
SF,BAL,No,6.0,6.0,2027,2026,2022,1,1,0,0,9,1,3,1,0,0,7,3,5,1,9,1,3,1,9,1,3,1,inf,inf,inf,inf,0.0030864197530864196,0.0023432912533737143,0.05555555555555555,0.04840755368094647,0.011718193916704714,0.012244383624579467,0.10825060700386263,0.1106543429991768,182.25,81.0,13.5,9.0,31,30,31,San Francisco Giants,Baltimore Orioles,California,1407769,950095,4.0,1.0,2.0,1.0,48,39,66,45,162,162,Austin Wynns,0,0,0,0,457674,383375,23,7,190.0,190.0,27,14,C,C,0.5,0.3209876543209876,0,0,0,0,0,0,0,0,457674,383375,700000,570500,0.003,0.009,700000,570500,0.0,0.0,0.0,0.0,700000,570500,140700000,3300000,700000,570500,81,52,0.30250000000000005,1.5011196963456546,0.55,1.22520190023753,4.0,1.0,2.0,1.0,8,3,1,0,1,0,0,0,0,0,13.033912419260254,13.458835614025542,13.458835614025542
PHI,PHI,No,6.4,6.4,2028,0,2022,1,1,1,1,7225,1156,85,34,0,0,7,6,2,2,1521,441,39,21,1296,441,36,21,18.948096885813147,32.111111111111114,4.352941176470588,5.666666666666667,0.0005056549368718681,0.0003913430993003763,0.022486772486772486,0.019782393669634024,0.009581198734637888,0.012566461744200973,0.09788359788359788,0.1121002307945928,14.8996,31.472100000000005,3.86,5.61,24,23,25,Philadelphia Phillies,Philadelphia Phillies,Pennsylvania,1126509,778839,7056.0,1135.6900000000003,84.0,33.7,16,1,20,22,162,162,Bailey Falter,16,1,4,1,347670,358839,8,7,175.0,175.0,15,14,SP,RP,0.5370370370370371,0.5061728395061729,0,0,0,0,5476,1156,74,34,347670,358839,703000,570500,0.001,0.002,703000,570500,1444.7600999999997,0.0,38.01,0.0,703000,570500,204150000,158800000,703000,570500,87,82,1.44,1.5011196963456546,1.2,1.22520190023753,1.4641,1.4161,1.21,1.19,2,2,289,36,17,6,36,4,6,2,12.759009032996547,13.463112170792803,13.463112170792803
MIN,MIN,No,6.9,6.9,2028,0,2022,1,1,0,0,2304,8464,48,92,0,0,4,6,1,1,484,2025,22,45,400,1849,20,43,21.495867768595044,25.529085872576175,4.636363636363637,5.052631578947368,0.00047634794658604177,0.0005231410274162272,0.021825396825396824,0.022872276393403154,0.010239512471655329,0.013355312212376595,0.10119047619047619,0.11556518598772121,10.3041,17.556100000000004,3.21,4.19,26,25,26,Minnesota Twins,Minnesota Twins,Minnesota,1202307,496107,3136.0,8519.289999999999,56.0,92.3,11,20,11,20,162,163,Bailey Ober,9,9,3,3,706200,371107,6,6,260.0,260.0,17,17,SP,SP,0.4814814814814814,0.4478527607361963,0,0,0,0,2601,9216,51,96,706200,371107,706200,570500,0.005,0.003,706200,570500,0.0,1461.5328999999997,0.0,38.23,706200,570500,116550000,41750000,706200,570500,78,73,0.7395999999999999,1.3688999999999998,0.86,1.17,1.1025,1.44,1.05,1.2,3,3,121,361,11,19,4,9,2,3,13.467653762476424,13.467653762476424,13.467653762476424
SD,SD,No,6.4,6.4,2024,2024,2022,5,5,3,2,10609,10201,103,101,600000,600000,3,4,5,5,2601,3721,51,61,2304,3600,48,60,11.242214532871973,6.070153329132534,3.3529411764705883,2.463768115942029,0.001959906684027778,0.0035485919971804457,0.044270833333333336,0.05957005957005957,0.02203369140625,0.021540497525417958,0.1484375,0.1467668134334801,11.424399999999999,17.64,3.38,4.2,26,26,29,San Diego Padres,San Diego Padres,California,31535897,19035897,16384.0,16563.69,128.0,128.7,24,27,25,27,162,162,Blake Snell,100,36,10,6,12500000,10500000,2,2,225.0,225.0,7,6,SP,SP,0.5493827160493827,0.4876543209876543,0,0,0,0,29241,28900,171,170,13100000,11100000,12500000,10500000,0.058,0.062,13100000,11100000,2854.7649,1407.7504000000001,53.43,37.52,10000000,10000000,32500000,25200000,50000000,50000000,89,79,4.0804,1.9320999999999997,2.02,1.39,1.44,1.7424000000000002,1.2,1.32,0,0,2601,4761,51,69,64,49,8,7,16.38812278817138,16.34123920227253,16.38812278817138
LAD,LAD,Si,6.5,6.5,0,0,2022,2,2,2,1,1,2116,1,46,2000000,2000000,9,7,5,5,1,400,1,20,1,256,1,16,36.0,11.559999999999999,6.0,3.4,0.0004938271604938272,0.001476108917377083,0.022222222222222223,0.03842016290149071,0.017777777777777778,0.01706381908487908,0.13333333333333333,0.13062855386506841,3.24,3.9601,1.8,1.99,32,32,34,Los Angeles Dodgers,Los Angeles Dodgers,California,30034759,21034759,25.0,5227.29,5.0,72.3,0,0,5,72,162,162,Blake Treinen,1,25,1,5,9000000,7000000,25,25,225.0,225.0,36,35,RP,RP,0.6851851851851852,0.654320987654321,0,49,0,7,36,7225,6,85,8000000,8000000,6000000,6000000,0.03,0.03,8000000,8000000,0.0,5893.6329,0.0,76.77,8750000,8750000,267800000,160320500,17500000,17500000,111,106,0.0256,5.475599999999999,0.16,2.34,0.16000000000000003,0.9603999999999999,0.4,0.98,7,7,1,625,1,25,1,36,1,6,15.89495209964411,15.60727002719233,15.89495209964411
PHI,NYM,Si,6.3,6.3,2023,2022,2022,1,1,1,1,1369,3136,37,56,0,0,7,9,2,2,324,1521,18,39,196,784,14,28,2.7296786389413987,5.504437869822485,1.6521739130434783,2.3461538461538463,0.003225118122237464,0.0019936692742740067,0.056790123456790124,0.04465052378499055,0.0088035360463344,0.010974028653215355,0.09382716049382717,0.10475699811093937,7.839999999999999,15.209999999999999,2.8,3.9,31,30,32,Philadelphia Phillies,New York Mets,Pennsylvania,37461273,29961273,2025.0,4186.09,45.0,64.7,0,0,55,68,162,162,Brad Hand,4,49,2,7,6000000,1750012,8,5,224.0,224.0,15,9,RP,RP,0.5370370370370371,0.4753086419753086,25,441,5,21,1444,3721,38,61,6000000,1750012,6000000,10500000,0.025,0.009,6000000,10500000,729.5401,129.5044,27.01,11.38,6000000,10500000,204150000,94150000,6000000,10500000,87,77,0.8281000000000001,0.0729,0.91,0.27,1.7689000000000001,1.6129,1.33,1.27,2,2,529,676,23,26,9,36,3,6,15.60727002719233,15.60727002719233,15.60727002719233
KC,KC,No,6.5,6.5,2024,2024,2022,1,1,0,0,23409,24964,153,158,0,0,2,5,2,2,7396,7921,86,89,6241,6400,79,80,3.2022160664819945,3.515625,1.7894736842105263,1.875,0.00205528418403026,0.002828864297521825,0.045335242185635886,0.05318706889387518,0.006581464035288033,0.009945226045975166,0.08112622285850632,0.09972575417601597,25.908099999999997,29.052099999999996,5.09,5.39,26,25,26,Kansas City Royals,Kansas City Royals,Missouri,9650212,4825212,19516.089999999997,17875.69,139.7,133.7,22,26,35,26,162,163,Brad Keller,196,144,14,12,4825000,3350000,4,4,255.0,255.0,9,9,RP,SP,0.4012345679012346,0.4601226993865031,1,0,1,0,10404,14400,102,120,4825000,3350000,4825000,3350000,0.052,0.037,4825000,3350000,0.0,272.5801000000001,0.0,16.51,4825000,3350000,13975000,41500000,4825000,3350000,65,75,0.0225,1.5011196963456546,0.15,1.22520190023753,2.25,2.7556,1.5,1.66,2,2,3249,4096,57,64,36,64,6,8,15.389321292755223,15.389321292755223,15.389321292755223
KC,KC,No,6.5,6.5,2026,2026,2022,1,1,0,0,19600,21316,140,146,0,0,2,5,2,2,3364,6561,58,81,3025,4900,55,70,18.36734693877551,6.109291562833749,4.285714285714286,2.4716981132075473,0.0006435269808983173,0.002106751964546207,0.025367833587011668,0.045899367801160475,0.011819883322622154,0.012870762001985565,0.10871928680147858,0.11344938079154758,10.4329,24.1081,3.23,4.91,25,24,25,Kansas City Royals,Kansas City Royals,Missouri,3594044,2943674,23500.890000000003,16460.890000000003,153.3,128.3,24,27,27,27,162,163,Brady Singer,25,100,5,10,650370,593700,4,4,215.0,215.0,9,9,SP,SP,0.4012345679012346,0.4601226993865031,0,0,0,0,22500,17161,150,131,650370,593700,726250,593700,0.007,0.007,726250,593700,7881.8884,665.1241,88.78,25.79,726250,593700,13975000,41500000,726250,593700,65,75,19.8916,0.0036,4.46,0.06,1.2995999999999999,2.4025000000000003,1.14,1.55,2,2,1225,2809,35,53,100,25,10,5,13.385296710690671,13.495649587148257,13.495649587148257
