"Rank","Player","Year","Pos","Team","BaseSalary","SigningBonus","Payroll Salary","Adj Salary","Salary%","Cash","AAV","CONT YR","CONT VALUE","Earnings","FA Year","Sign Year","Sign Age",""
"","Charlie Blackmon","2021","RF","COL","$21,000,000","$333,333","$21,333,333","$21,333,333","0.183","$21,000,000","$18,000,000","6","$108,000,000","$77,323,715","2024","2018","31",""
"","Josh Donaldson","2021","3B","MIN","$21,000,000","$0","$21,000,000","$21,000,000","0.175","$21,000,000","$23,000,000","4","$92,000,000","$109,555,667","2025","2020","34",""
"","Johnny Cueto","2021","SP","SF","$21,000,000","$0","$21,000,000","$21,000,000","0.122","$22,000,000","$21,666,667","6","$130,000,000","$154,290,778","2023","2016","29",""
"","Eric Hosmer","2021","1B","SD","$20,000,000","$1,000,000","$21,000,000","$21,000,000","0.117","$20,000,000","$18,000,000","8","$144,000,000","$109,752,157","2026","2018","28",""
"","Xander Bogaerts","2021","SS","BOS","$20,000,000","$0","$20,000,000","$20,000,000","0.107","$20,000,000","$20,000,000","6","$120,000,000","$53,190,366","2027","2019","26",""
"","Kenley Jansen","2021","RP/CL","LAD","$20,000,000","$0","$20,000,000","$20,000,000","0.075","$20,000,000","$16,000,000","5","$80,000,000","$92,460,667","2022","2017","29",""
"","Hyun-Jin Ryu","2021","SP","TOR","$20,000,000","$0","$20,000,000","$20,000,000","0.133","$20,000,000","$20,000,000","4","$80,000,000","$81,382,407","2024","2020","32",""
"","Andrew McCutchen","2021","LF","PHI","$20,000,000","$0","$20,000,000","$20,000,000","0.101","$20,000,000","$16,666,667","3","$50,000,000","$105,096,292","2023","2019","32",""
"","J.D. Martinez","2021","DH","BOS","$19,350,000","$0","$19,350,000","$19,350,000","0.103","$19,350,000","$22,000,000","5","$110,000,000","$99,071,096","2023","2018","30",""
"","Madison Bumgarner","2021","SP","ARI","$19,000,000","$0","$19,000,000","$14,000,000","0.154","$19,000,000","$17,000,000","5","$85,000,000","$82,782,222","2025","2020","30",""
"","Matt Carpenter","2021","3B","STL","$18,500,000","$0","$18,500,000","$18,500,000","0.108","$18,500,000","$19,500,000","2","$39,000,000","$78,810,852","2023","2019","33",""
"","Kyle Seager","2021","3B","SEA","$18,000,000","$500,000","$18,500,000","$18,500,000","0.221","$18,000,000","$14,285,714","7","$100,000,000","$104,385,300","2022","2015","27",""
"","Trevor Story","2021","SS","COL","$17,500,000","$1,000,000","$18,500,000","$18,500,000","0.159","$17,500,000","$13,750,000","2","$27,500,000","$29,980,463","2022","2020","27",""
"","Evan Longoria","2021","3B","SF","$18,500,000","$0","$18,500,000","$16,500,000","0.096","$16,500,000","$16,666,667","6","$100,000,000","$116,352,890","2024","2016","30",""
"","Yasmani Grandal","2021","C","CHW","$18,250,000","$0","$18,250,000","$18,250,000","0.130","$18,250,000","$18,250,000","4","$73,000,000","$64,824,259","2024","2020","31",""
"","A.J. Pollock","2021","LF","LAD","$15,000,000","$3,000,000","$18,000,000","$18,000,000","0.068","$15,000,000","$12,000,000","5","$60,000,000","$53,841,944","2024","2019","31",""
"","Dallas Keuchel","2021","SP","CHW","$18,000,000","$0","$18,000,000","$18,000,000","0.128","$18,000,000","$18,500,000","3","$55,500,000","$77,584,347","2024","2020","31",""
"","Jose Abreu","2021","1B","CHW","$16,000,000","$1,666,666","$17,666,666","$17,666,666","0.125","$16,000,000","$16,666,667","3","$50,000,000","$99,044,074","2023","2020","32",""
"","Aroldis Chapman","2021","RP","NYY","$15,000,000","$2,200,000","$17,200,000","$14,838,710","0.072","$14,838,709","$16,000,000","3","$48,000,000","$131,066,491","2023","2020","31",""
"","Brandon Belt","2021","1B","SF","$16,000,000","$1,200,000","$17,200,000","$17,200,000","0.100","$16,000,000","$14,560,000","5","$72,800,000","$77,052,425","2022","2016","27",""
"","Nathan Eovaldi","2021","SP","BOS","$17,000,000","$0","$17,000,000","$17,000,000","0.091","$17,000,000","$17,000,000","4","$68,000,000","$55,359,296","2023","2019","28",""
"","Miles Mikolas","2021","SP","STL","$15,750,000","$1,000,000","$16,750,000","$16,750,000","0.098","$15,750,000","$17,000,000","4","$68,000,000","$42,734,870","2024","2019","30",""
"","Dexter Fowler","2021","RF","LAA","$14,500,000","$2,000,000","$16,500,000","$1,750,000","0.010","$1,750,000","$16,500,000","5","$82,500,000","$106,575,370","2022","2017","30",""
"","Yusei Kikuchi","2021","SP","SEA","$15,000,000","$1,500,000","$16,500,000","$16,500,000","0.197","$15,000,000","$14,333,333","3","$43,000,000","$34,185,185","2026","2019","27",""
"","Anthony Rizzo","2021","1B","NYY","$16,500,000","$0","$16,500,000","$0","0.000","$0","$5,857,143","7","$41,000,000","$62,565,422","2022","2013","23",""
"","Lorenzo Cain","2021","CF","MIL","$17,000,000","$0","$16,000,000","$16,000,000","0.161","$16,000,000","$16,000,000","5","$80,000,000","$70,830,580","2023","2018","31",""
"","Craig Kimbrel","2021","RP/CL","CHW","$16,000,000","$0","$16,000,000","$5,591,430","0.040","$5,591,430","$14,333,333","3","$43,000,000","$88,530,926","2023","2019","30",""
"","Danny Duffy","2021","SP","LAD","$15,500,000","$0","$15,500,000","$500,000","0.002","$500,000","$13,000,000","5","$65,000,000","$64,305,782","2022","2017","28",""
"","Brandon Crawford","2021","SS","SF","$15,000,000","$200,000","$15,200,000","$15,200,000","0.088","$15,000,000","$12,500,000","6","$75,000,000","$71,090,555","0","2016","28",""
"","Alex Cobb","2021","SP","LAA","$15,000,000","$0","$15,000,000","$5,000,000","0.028","$5,000,000","$14,250,000","4","$57,000,000","$51,095,287","2022","2018","30",""
"","Jean Segura","2021","SS","PHI","$14,250,000","$600,000","$14,850,000","$14,850,000","0.075","$14,250,000","$14,000,000","5","$70,000,000","$57,787,777","2024","2017","26",""
"","Nick Castellanos","2021","RF","CIN","$14,000,000","$0","$14,075,000","$13,849,496","0.109","$13,924,496","$16,000,000","4","$64,000,000","$43,942,249","2025","2020","27",""
"","Kyle Hendricks","2021","SP","CHC","$14,000,000","$0","$14,000,000","$14,000,000","0.097","$14,000,000","$13,875,000","4","$55,500,000","$32,149,468","2024","2019","29",""
"","Christian Yelich","2021","LF","MIL","$14,000,000","$0","$14,000,000","$14,000,000","0.141","$14,000,000","$26,928,571","7","$188,500,000","$42,654,630","2030","2020","28",""
"","Mike Moustakas","2021","3B","CIN","$14,000,000","$0","$14,000,000","$14,000,000","0.111","$14,000,000","$16,000,000","4","$64,000,000","$60,169,194","2025","2020","31",""
"","Will Smith","2021","RP","ATL","$13,000,000","$0","$13,000,000","$13,000,000","0.085","$13,000,000","$13,333,333","3","$40,000,000","$30,655,815","2024","2020","30",""
"","Zack Britton","2021","RP","NYY","$13,000,000","$0","$13,000,000","$13,000,000","0.063","$13,000,000","$13,000,000","3","$39,000,000","$65,572,260","2023","2019","31",""
"","Alex Bregman","2021","3B","HOU","$11,000,000","$1,666,667","$12,666,666","$12,666,666","0.065","$11,000,000","$20,000,000","5","$100,000,000","$33,260,474","2025","2019","24",""
"","Starling Marte","2021","CF","OAK","$12,500,000","$0","$12,500,000","$205,489","0.002","$205,489","$5,166,667","6","$31,000,000","$44,638,466","2022","2014","25",""
"","Rougned Odor","2021","2B","NYY","$12,000,000","$333,333","$12,333,333","$0","0.000","$12,000,000","$8,250,000","6","$49,500,000","$42,590,047","2024","2017","22",""
"","Aaron Nola","2021","SP","PHI","$11,750,000","$500,000","$12,250,000","$12,250,000","0.062","$11,750,000","$11,250,000","4","$45,000,000","$25,856,353","2024","2019","25",""
"","Andrew Miller","2021","RP","STL","$12,000,000","$0","$12,000,000","$12,000,000","0.070","$12,000,000","$12,500,000","2","$25,000,000","$78,004,603","2021","2018","32",""
"","Carlos Carrasco","2021","SP","NYM","$12,000,000","$0","$12,000,000","$12,000,000","0.060","$12,000,000","$11,750,000","4","$47,000,000","$49,607,003","2024","2019","31",""
"","Carlos Martinez","2021","SP","STL","$11,500,000","$200,000","$11,700,000","$11,700,000","0.068","$11,500,000","$10,200,000","5","$51,000,000","$46,974,569","2024","2017","25",""
"","Jeurys Familia","2021","RP","NYM","$11,000,000","$666,668","$11,666,668","$16,666,668","0.083","$10,000,000","$10,000,000","3","$30,000,000","$40,853,874","2022","2019","29",""
"","Kevin Kiermaier","2021","CF","TB","$11,500,000","$166,666","$11,666,666","$11,666,666","0.165","$11,500,000","$8,916,667","6","$53,500,000","$34,162,095","2024","2017","26",""
"","Kyle Gibson","2021","SP","PHI","$10,000,000","$0","$11,500,000","$11,500,000","0.058","$1,500,000","$9,333,333","3","$28,000,000","$35,272,129","2023","2020","32",""
"","Blake Snell","2021","SP","SD","$10,500,000","$600,000","$11,100,000","$11,100,000","0.062","$10,500,000","$10,000,000","5","$50,000,000","$19,238,367","2024","2019","26",""
"","Miguel Sano","2021","1B","MIN","$11,000,000","$0","$11,000,000","$11,000,000","0.092","$11,000,000","$10,000,000","3","$30,000,000","$19,757,744","2024","2020","26",""
"","Sonny Gray","2021","SP","CIN","$10,700,000","$166,667","$10,866,667","$10,866,667","0.086","$10,700,000","$10,166,667","3","$30,500,000","$36,580,796","2024","2019","29",""
"","Eugenio Suarez","2021","3B","CIN","$10,500,000","$285,714","$10,785,714","$10,785,714","0.085","$10,500,000","$11,000,000","6","$66,000,000","$26,121,225","2026","2018","26",""
"","Aaron Hicks","2021","CF","NYY","$10,500,000","$285,714","$10,785,714","$10,785,714","0.052","$10,500,000","$10,000,000","7","$70,000,000","$30,104,363","2027","2019","29",""
"","Avisail Garcia","2021","RF","MIL","$10,500,000","$250,000","$10,750,000","$10,750,000","0.108","$10,500,000","$10,000,000","2","$20,000,000","$33,956,356","2023","2020","28",""
"","Luis Severino","2021","SP","NYY","$10,250,000","$500,000","$10,750,000","$10,750,000","0.052","$10,250,000","$10,000,000","4","$40,000,000","$21,805,889","2024","2019","24",""
"","Odubel Herrera","2021","CF","PHI","$10,000,000","$350,000","$10,350,000","$10,350,000","0.053","$10,000,000","$6,100,000","5","$30,500,000","$22,195,500","2024","2017","25",""
"","Randal Grichuk","2021","RF","TOR","$9,333,333","$1,000,000","$10,333,333","$10,333,333","0.069","$9,333,333","$10,400,000","5","$52,000,000","$31,254,536","2024","2019","27",""
"","Michael Pineda","2021","SP","MIN","$10,000,000","$0","$10,000,000","$10,000,000","0.083","$10,000,000","$10,000,000","2","$20,000,000","$33,779,247","2022","2020","30",""
"","Corey Dickerson","2021","LF","TOR","$9,500,000","$0","$9,500,000","$2,250,000","0.015","$2,250,000","$8,750,000","2","$17,500,000","$31,698,867","2022","2020","30",""
"","Lance Lynn","2021","SP","CHW","$8,000,000","$1,333,334","$9,333,334","$9,333,334","0.066","$8,000,000","$10,000,000","3","$30,000,000","$61,585,704","0","2019","31",""
"","Raisel Iglesias","2021","RP/CL","LAA","$9,125,000","$0","$9,125,000","$9,125,000","0.051","$9,125,000","$8,041,667","3","$24,125,000","$35,458,333","2022","2019","28",""
"","Max Muncy","2021","1B","LAD","$7,500,000","$1,500,000","$9,000,000","$9,000,000","0.034","$7,500,000","$8,666,667","3","$26,000,000","$14,287,562","2024","2020","29",""
"","Elvis Andrus","2021","SS","OAK","$7,750,000","$250,000","$8,800,000","$8,300,000","0.092","$8,550,000","$15,000,000","8","$120,000,000","$113,626,156","2024","2015","26",""
"","Ryan Pressly","2021","RP/CL","HOU","$8,750,000","$0","$8,750,000","$8,750,000","0.045","$8,750,000","$8,750,000","2","$17,500,000","$18,840,766","2023","2019","30",""
"","Joe Kelly","2021","RP","LAD","$8,500,000","$0","$8,500,000","$8,500,000","0.032","$8,500,000","$8,333,333","3","$25,000,000","$29,000,793","2023","2019","30",""
"","Wade Miley","2021","SP","CIN","$8,000,000","$0","$8,150,000","$8,150,000","0.064","$8,150,000","$7,500,000","2","$15,000,000","$39,918,222","2023","2020","33",""
"","Nick Ahmed","2021","SS","ARI","$7,500,000","$375,000","$8,125,000","$8,125,000","0.089","$7,750,000","$8,125,000","4","$32,500,000","$18,073,695","2024","2020","29",""
"","Will Harris","2021","RP","WSH","$8,000,000","$0","$8,000,000","$8,000,000","0.055","$8,000,000","$8,000,000","3","$24,000,000","$22,621,614","2023","2020","35",""
"","Ian Desmond","2021","CF","COL","$8,000,000","$0","$8,000,000","$8,000,000","0.069","$0","$14,000,000","5","$70,000,000","$78,484,000","2023","2017","31",""
"","Travis d'Arnaud","2021","C","ATL","$8,000,000","$0","$8,000,000","$8,000,000","0.052","$8,000,000","$8,000,000","2","$16,000,000","$20,558,070","0","2020","30",""
"","Kole Calhoun","2021","RF","ARI","$8,000,000","$0","$8,000,000","$8,000,000","0.088","$8,000,000","$8,000,000","2","$16,000,000","$43,353,437","2023","2020","32",""
"","Jordan Lyles","2021","SP","TEX","$8,000,000","$0","$8,000,000","$8,000,000","0.084","$8,000,000","$8,000,000","2","$16,000,000","$26,444,136","2022","2020","29",""
"","Drew Pomeranz","2021","RP","SD","$6,000,000","$2,000,000","$8,000,000","$8,000,000","0.045","$8,000,000","$8,500,000","4","$34,000,000","$32,687,462","2024","2020","31",""
"","German Marquez","2021","SP","COL","$7,500,000","$300,000","$7,800,000","$7,800,000","0.067","$7,500,000","$8,600,000","5","$43,000,000","$13,053,538","2025","2019","23",""
"","Chris Taylor","2021","2B","LAD","$7,800,000","$0","$7,800,000","$7,800,000","0.029","$7,800,000","$6,700,000","2","$13,400,000","$15,515,298","2022","2020","29",""
"","Felipe Vazquez","2021","RP","PIT","$7,250,000","$500,000","$7,750,000","$7,750,000","0.143","$0","$5,625,000","4","$22,500,000","$10,002,130","2024","2018","26",""
"","Stephen Piscotty","2021","RF","OAK","$7,250,000","$333,333","$7,583,333","$7,583,333","0.084","$7,250,000","$5,583,333","6","$33,500,000","$22,996,257","2024","2017","25",""
"","Eduardo Escobar","2021","3B","MIL","$7,500,000","$0","$7,500,000","$2,661,318","0.027","$2,661,318","$7,000,000","3","$21,000,000","$27,037,572","2022","2019","29",""
"","David Peralta","2021","LF","ARI","$7,500,000","$0","$7,500,000","$7,500,000","0.082","$7,500,000","$7,333,333","3","$22,000,000","$22,541,393","2023","2020","32",""
"","Whit Merrifield","2021","RF","KC","$6,750,000","$0","$7,450,000","$7,450,000","0.081","$7,450,000","$4,062,500","4","$16,250,000","$11,792,402","2025","2019","29",""
"","Tim Anderson","2021","SS","CHW","$7,250,000","$0","$7,250,000","$7,250,000","0.051","$7,250,000","$4,166,667","6","$25,000,000","$14,652,981","2025","2017","23",""
"","Adam Ottavino","2021","RP","BOS","$7,150,000","$75,044","$7,225,044","$7,225,044","0.039","$7,225,044","$9,000,000","3","$27,000,000","$34,899,962","2022","2019","33",""
"","Chris Martin","2021","RP","ATL","$7,000,000","$0","$7,000,000","$7,000,000","0.046","$7,000,000","$7,000,000","2","$14,000,000","$13,679,160","2024","2020","33",""
"","Shogo Akiyama","2021","CF","CIN","$7,000,000","$0","$7,000,000","$7,000,000","0.055","$7,000,000","$7,000,000","3","$21,000,000","$9,222,222","2023","2020","31",""
"","Yoan Moncada","2021","3B","CHW","$6,000,000","$800,000","$6,800,000","$6,800,000","0.048","$7,000,000","$14,000,000","5","$70,000,000","$41,615,787","2026","2020","24",""
"","Andrew Benintendi","2021","LF","KC","$6,600,000","$0","$6,600,000","$3,800,000","0.042","$3,800,000","$5,000,000","2","$10,000,000","$13,508,585","2023","2020","25",""
"","Max Kepler","2021","RF","MIN","$6,500,000","$0","$6,500,000","$6,500,000","0.054","$6,500,000","$7,000,000","5","$35,000,000","$17,293,366","2025","2019","25",""
"","Christian Vazquez","2021","C","BOS","$6,250,000","$0","$6,250,000","$6,250,000","0.033","$6,250,000","$4,450,000","3","$13,350,000","$13,797,262","2023","2018","27",""
"","Ketel Marte","2021","CF","ARI","$6,000,000","$0","$6,000,000","$6,000,000","0.066","$6,000,000","$4,800,000","5","$24,000,000","$13,812,140","0","2018","24",""
"","Yan Gomes","2021","C","OAK","$6,000,000","$0","$6,000,000","$2,096,770","0.023","$2,096,770","$5,000,000","2","$10,000,000","$31,504,349","2022","2020","32",""
"","Daniel Hudson","2021","RP","SD","$6,000,000","$0","$6,000,000","$2,096,770","0.012","$2,096,770","$5,500,000","2","$11,000,000","$26,855,873","2022","2020","32",""
"","Dellin Betances","2021","RP","NYM","$6,000,000","$0","$6,000,000","$6,000,000","0.030","$6,000,000","$10,500,000","1","$10,500,000","$30,797,341","2022","2020","31",""
"","Kenta Maeda","2021","SP","MIN","$3,000,000","$125,000","$5,625,000","$2,561,000","0.021","$4,936,000","$3,125,000","8","$25,000,000","$46,414,704","2024","2016","27",""
"","Marco Gonzales","2021","SP","SEA","$5,000,000","$250,000","$5,250,000","$5,250,000","0.063","$5,000,000","$7,500,000","4","$30,000,000","$9,842,977","2026","2020","27",""
"","Ronald Acuna Jr.","2021","RF","ATL","$5,000,000","$0","$5,000,000","$5,000,000","0.033","$5,000,000","$12,500,000","8","$100,000,000","$6,936,240","2029","2019","21",""
"","Miguel Rojas","2021","SS","MIA","$5,000,000","$0","$5,000,000","$5,000,000","0.086","$5,000,000","$5,125,000","2","$10,250,000","$12,917,581","0","2020","30",""
"","Jose Leclerc","2021","RP","TEX","$4,000,000","$500,000","$4,500,000","$4,500,000","0.047","$4,000,000","$3,687,500","4","$14,750,000","$8,984,787","2025","2019","25",""
"","Craig Stammen","2021","RP","SD","$4,000,000","$0","$4,500,000","$4,500,000","0.025","$4,500,000","$4,500,000","2","$9,000,000","$19,675,481","2023","2020","35",""
"","Jorge Polanco","2021","SS","MIN","$4,333,334","$0","$4,333,334","$4,333,334","0.036","$4,333,334","$5,150,000","5","$25,750,000","$11,607,701","2026","2019","25",""
"","Eloy Jimenez","2021","DH","CHW","$3,500,000","$833,333","$4,333,333","$4,333,333","0.031","$3,500,000","$7,166,667","6","$43,000,000","$12,855,556","2027","2019","22",""
"","Merrill Kelly","2021","SP","ARI","$4,250,000","$0","$4,250,000","$4,250,000","0.047","$4,250,000","$2,750,000","2","$5,500,000","$7,361,111","0","2019","30",""
"","Tucker Barnhart","2021","C","CIN","$3,750,000","$437,500","$4,187,500","$4,187,500","0.033","$3,750,000","$4,000,000","4","$16,000,000","$15,306,965","2023","2017","25",""
"","Paul DeJong","2021","SS","STL","$4,000,000","$166,666","$4,166,666","$4,166,666","0.024","$4,000,000","$4,333,333","6","$26,000,000","$8,790,556","2026","2018","24",""
"","Kwang-hyun Kim","2021","SP","STL","$4,000,000","$0","$4,000,000","$4,000,000","0.023","$4,000,000","$4,000,000","2","$8,000,000","$5,481,481","2026","2020","31",""
"","Joe Smith","2021","RP","SEA","$4,000,000","$0","$4,000,000","$1,462,340","0.017","$1,462,340","$4,000,000","2","$8,000,000","$45,563,000","2022","2020","35",""
"","Scott Oberg","2021","RP","COL","$4,000,000","$0","$4,000,000","$4,000,000","0.034","$4,000,000","$4,333,333","3","$13,000,000","$7,921,284","2024","2020","29",""
"","Jake Diekman","2021","RP","OAK","$4,000,000","$0","$4,000,000","$4,000,000","0.044","$4,000,000","$3,750,000","2","$7,500,000","$16,835,465","2023","2020","32",""
"","Lourdes Gurriel Jr.","2021","LF","TOR","$3,500,000","$428,571","$3,928,571","$3,928,571","0.026","$3,500,000","$3,142,857","7","$22,000,000","$6,925,926","2025","2017","23",""
"","Leury Garcia","2021","OF","CHW","$3,500,000","$0","$3,500,000","$3,500,000","0.025","$3,500,000","$3,500,000","1","$3,500,000","$8,990,659","2022","2020","28",""
"","Luis Robert","2021","CF","CHW","$3,500,000","$0","$3,500,000","$3,500,000","0.025","$3,500,000","$8,333,333","6","$50,000,000","$30,055,556","2028","2020","22",""
"","Martin Maldonado","2021","C","HOU","$3,500,000","$0","$3,500,000","$3,500,000","0.018","$3,500,000","$3,500,000","2","$7,000,000","$16,811,020","2022","2020","33",""
"","Stephen Vogt","2021","C","ATL","$3,500,000","$0","$3,500,000","$1,467,726","0.010","$1,467,726","$3,000,000","1","$3,000,000","$12,962,499","2022","2020","35",""
"","Ozzie Albies","2021","2B","ATL","$3,000,000","$0","$3,000,000","$3,000,000","0.020","$3,000,000","$5,000,000","7","$35,000,000","$5,456,596","2028","2019","21",""
"","Wilmer Flores","2021","2B","SF","$3,000,000","$0","$3,000,000","$3,000,000","0.018","$3,000,000","$3,125,000","2","$6,250,000","$16,705,803","2023","2020","28",""
"","Joely Rodriguez","2021","RP","NYY","$2,500,000","$0","$2,500,000","$0","0.000","$2,500,000","$2,750,000","2","$5,500,000","$7,275,396","2023","2020","28",""
"","Brandon Lowe","2021","2B","TB","$2,500,000","$0","$2,500,000","$2,500,000","0.035","$2,500,000","$4,000,000","6","$24,000,000","$4,922,996","2027","2019","24",""
"","Pierce Johnson","2021","RP","SD","$2,000,000","$0","$2,000,000","$2,000,000","0.011","$2,000,000","$2,500,000","2","$5,000,000","$4,531,836","2026","2020","28",""
"","Aaron Bummer","2021","RP","CHW","$2,000,000","$0","$2,000,000","$2,000,000","0.014","$2,000,000","$3,200,000","5","$16,000,000","$3,421,731","2027","2020","26",""
"","Brooks Raley","2021","RP","HOU","$2,000,000","$0","$2,000,000","$2,000,000","0.010","$2,000,000","$563,500","1","$563,500","$3,037,720","2026","2020","31",""
"","Brent Suter","2021","RP","MIL","$1,500,000","$0","$1,550,000","$1,550,000","0.016","$1,550,000","$1,250,000","2","$2,500,000","$3,767,918","2024","2020","30",""
"","Freddy Peralta","2021","SP","MIL","$1,000,000","$234,960","$1,334,960","$1,334,960","0.013","$1,100,000","$3,100,000","5","$15,500,000","$3,478,657","2027","2020","23",""
"","Evan White","2021","1B","SEA","$1,300,000","$0","$1,300,000","$1,300,000","0.016","$1,300,000","$4,000,000","6","$24,000,000","$4,906,481","2029","2020","23",""
"","David Bote","2021","2B","CHC","$1,000,000","$10,000","$1,010,000","$1,010,000","0.007","$1,000,000","$3,000,000","5","$15,000,000","$2,356,352","2027","2020","26",""
"","Brett Phillips","2021","RF","TB","$584,400","$0","$584,400","$584,400","0.008","$584,400","$584,400","1","$584,400","$1,452,563","2025","2020","25",""
