Acronimo,Altura,Anio_x,Anio_y,Anios_contrato,At-bats,At-bats_2,Bateos,Bateos_2,Cantidad de equipos,Cantidad_agentes_libres,Edad,Equipo,Equipo_anterior,Estado,Home-runs,Home-runs_2,Juegos,Juegos totales,Juegos_2,Jugador,OPS,OPS_2,Pennants won,Peso,Playoffs,Porcentaje_bateo,Porcentaje_bateo_2,Porcetnaje_juegos,Porcetnaje_juegos_2,Posicion,Promedio_victorias,RBI,RBI_2,Status,Sueldo,Sueldo_base,Sueldo_regular,TVS,TVS_2,Valor_contrato,Valor_contrato_total,Valor_promedio_contrato,Victorias,WAR,WAR_2,WS ganadas,ln_Sueldo,ln_Sueldo_base,ln_Sueldo_regular
ATL,6.1,2021,11,4,416,173056,117,13689,1,6,30,Atlanta Braves,ATL,Georgia,25,625,108,161,11664,Marcell Ozuna,0.878,0.770884,18,225,27,0.281,0.07896100000000002,0.489,0.239121,LF,0.546583850931677,82,6724,UFA,16000000,16000000,16000000,97.45,9496.5025,65000000,94240000,16250000,88,2.14,4.5796,4,16.588099280204055,16.588099280204055,16.588099280204055
TOR,6.0,2021,11,1,863,744769,220,48400,1,6,30,Toronto Blue Jays,OAK,Toronto,52,2704,215,163,46225,Marcus Semien,0.825,0.6806249999999999,2,195,8,0.255,0.065025,0.969,0.9389609999999999,SS,0.5644171779141104,125,15625,UFA,18000000,18000000,18000000,122.45,14994.0025,18000000,186250000,18000000,92,7.41,54.908100000000005,2,16.70588231586044,16.70588231586044,16.70588231586044
HOU,6.0,2020,11,2,508,258064,93,8649,2,5,34,Houston Astros,HOU,Texas,18,324,172,162,29584,Martin Maldonado,0.615,0.378225,4,230,15,0.183,0.033489,0.775,0.6006250000000001,C,0.5864197530864198,60,3600,UFA,3500000,3500000,3500000,60.36,3643.3296,7000000,76100000,3500000,95,0.67,0.4489000000000001,1,15.068273526459642,15.068273526459642,15.068273526459642
HOU,6.1,2021,11,1,451,203401,92,8464,2,5,31,Houston Astros,MIN,Texas,10,100,144,162,20736,Marwin Gonzalez,0.59,0.34809999999999997,4,205,15,0.204,0.04161599999999999,0.649,0.42120100000000005,3B,0.5864197530864198,50,2500,UFA,570500,570500,85876,10.69,114.27609999999999,3000000,76100000,3000000,95,-0.45,0.2025,1,13.254268448284268,13.254268448284268,11.360659674289456
TB,6.3,2021,11,1,1,1,0,0,2,7,28,Tampa Bay Rays,MIN,Florida,0,0,48,162,2304,Matt Wisler,0.0,0.0,2,215,7,0.0,0.0,0.296,0.08761599999999999,RP,0.6172839506172839,0,0,UFA,1200000,1150000,698679,0.0,0.0,1150000,18725000,1150000,100,-0.28,0.07840000000000001,0,13.997832114758229,13.955272500339433,13.456946688270909
LAD,6.3,2015,11,7,59,3481,0,0,5,7,36,Los Angeles Dodgers,DET,California,0,0,30,162,900,Max Scherzer,0.0,0.0,25,208,35,0.0,0.0,0.185,0.034225,SP,0.654320987654321,1,1,UFA,34603480,27360623,0,66.27,4391.7128999999995,210000000,160320500,30000000,106,3.3,10.889999999999999,7,17.359464813005005,17.124615420927217,-inf
HOU,6.2,2021,11,2,639,408321,197,38809,2,5,34,Houston Astros,HOU,Texas,13,169,167,162,27889,Michael Brantley,0.81,0.6561000000000001,4,209,15,0.308,0.094864,0.752,0.565504,LF,0.5864197530864198,69,4761,UFA,16000000,16000000,16000000,94.1,8854.81,32000000,76100000,16000000,95,4.11,16.892100000000003,1,16.588099280204055,16.588099280204055,16.588099280204055
MIN,6.7,2020,11,2,3,9,0,0,1,6,32,Minnesota Twins,MIN,Minnesota,0,0,22,163,484,Michael Pineda,0.0,0.0,6,280,17,0.0,0.0,0.136,0.018496000000000002,SP,0.4478527607361963,0,0,UFA,10000000,10000000,10000000,44.11,1945.6921,20000000,41750000,10000000,73,1.52,2.3104,3,16.11809565095832,16.11809565095832,16.11809565095832
KC,6.4,2021,11,1,575,330625,136,18496,2,5,30,Kansas City Royals,WSH,Missouri,17,289,180,163,32400,Michael Taylor,0.657,0.43164900000000006,4,215,9,0.237,0.056169,0.811,0.6577210000000001,CF,0.4601226993865031,70,4900,UFA,2000000,1750000,2000000,50.17,2517.0289000000002,1750000,41500000,1750000,75,2.01,4.040099999999999,2,14.508657738524219,14.375126345899696,14.508657738524219
TB,6.6,2021,11,1,3,9,0,0,2,7,30,Tampa Bay Rays,NYM,Florida,0,0,30,162,900,Michael Wacha,0.0,0.0,2,215,7,0.0,0.0,0.185,0.034225,SP,0.6172839506172839,0,0,UFA,3000000,3000000,3000000,15.42,237.7764,3000000,18725000,3000000,100,-0.68,0.4624000000000001,0,14.914122846632385,14.914122846632385,14.914122846632385
TEX,6.4,2021,11,1,2,4,0,0,2,4,29,Texas Rangers,ATL,Texas,0,0,28,162,784,Mike Foltynewicz,0.0,0.0,2,200,8,0.0,0.0,0.173,0.029928999999999997,SP,0.3703703703703703,0,0,UFA,2000000,2000000,2000000,10.18,103.63239999999999,2000000,5865500,2000000,60,-0.61,0.3721,0,14.508657738524219,14.508657738524219,14.508657738524219
KC,6.4,2021,11,2,7,49,0,0,2,5,33,Kansas City Royals,OAK,Missouri,0,0,28,163,784,Mike Minor,0.0,0.0,4,210,9,0.0,0.0,0.173,0.029928999999999997,SP,0.4601226993865031,0,0,UFA,7000000,7000000,7000000,31.29,979.0640999999999,18000000,41500000,9000000,75,1.12,1.2544000000000002,2,15.761420707019587,15.761420707019587,15.761420707019587
CIN,6.0,2020,11,4,322,103684,70,4900,2,1,32,Cincinnati Reds,MIL,Ohio,14,196,106,163,11236,Mike Moustakas,0.717,0.5140889999999999,10,225,16,0.217,0.047089,0.478,0.228484,3B,0.50920245398773,49,2401,UFA,14000000,14000000,14000000,30.46,927.8116,64000000,1500000,16000000,83,-0.87,0.7569,5,16.454567887579532,16.454567887579532,16.454567887579532
TB,6.2,2021,11,1,408,166464,83,6889,2,7,30,Tampa Bay Rays,TB,Florida,37,1369,137,162,18769,Mike Zunino,0.812,0.659344,2,235,7,0.203,0.041209,0.617,0.380689,C,0.6172839506172839,72,5184,UFA,2000000,2000000,2000000,84.32,7109.862399999999,3000000,18725000,3000000,100,3.58,12.8164,0,14.508657738524219,14.508657738524219,14.508657738524219
OAK,6.3,2021,11,1,365,133225,88,7744,5,5,35,Oakland Athletics,SD,California,20,400,123,162,15129,Mitch Moreland,0.773,0.597529,15,245,29,0.241,0.058080999999999994,0.554,0.3069160000000001,1B,0.5308641975308642,59,3481,UFA,2250000,2250000,2250000,83.48,6968.910400000001,2250000,21300000,2250000,86,1.16,1.3456,9,14.626440774180603,14.626440774180603,14.626440774180603
BOS,6.2,2019,11,4,2,4,0,0,1,6,31,Boston Red Sox,BOS,Massachusetts,0,0,32,162,1024,Nathan Eovaldi,0.333,0.11088900000000002,14,217,25,0.0,0.0,0.198,0.039204,SP,0.5679012345679012,0,0,UFA,17000000,17000000,17000000,65.43,4281.084900000001,68000000,31850000,17000000,92,4.56,20.793599999999998,9,16.64872390202049,16.64872390202049,16.64872390202049
TB,6.2,2021,11,1,698,487204,192,36864,2,7,40,Tampa Bay Rays,MIN,Florida,48,2304,193,162,37249,Nelson Cruz,0.874,0.763876,2,230,7,0.275,0.07562500000000001,0.869,0.755161,DH,0.6172839506172839,119,14161,UFA,13000000,13000000,5102116,145.05,21039.502500000002,13000000,18725000,13000000,100,3.89,15.132100000000001,0,16.38045991542581,16.38045991542581,15.44516591360732
CIN,6.4,2020,11,4,749,561001,213,45369,2,1,29,Cincinnati Reds,CHC,Ohio,48,2304,198,163,39204,Nick Castellanos,0.894,0.7992360000000001,10,203,16,0.284,0.08065599999999999,0.892,0.795664,RF,0.50920245398773,134,17956,UFA,14075000,14000000,13849496,110.87,12292.156900000002,64000000,1500000,16000000,83,3.26,10.6276,5,16.45991073199003,16.454567887579532,16.443759400043795
WSH,6.4,2019,11,6,53,2809,7,49,1,6,31,Washington Nationals,ARI,Washington DC,0,0,31,162,961,Patrick Corbin,0.311,0.096721,1,220,6,0.132,0.017424000000000002,0.191,0.036481,SP,0.4012345679012346,0,0,UFA,24416666,24000000,24416666,1.72,2.9583999999999997,140000000,28000000,23333333,65,-1.1,1.2100000000000002,1,17.010776489889587,16.99356438831222,17.010776489889587
NYM,6.5,2021,11,1,24,576,3,9,2,9,41,New York Mets,MIN,New York,0,0,32,162,1024,Rich Hill,0.25,0.0625,5,221,9,0.125,0.015625,0.198,0.039204,SP,0.4753086419753086,0,0,UFA,2500000,2500000,967752,48.05,2308.8025,2500000,94150000,2500000,77,0.75,0.5625,2,14.73180128983843,14.73180128983843,13.782731135087204
DET,6.0,2021,11,2,723,522729,173,29929,1,5,31,Detroit Tigers,OAK,Michigan,31,961,207,162,42849,Robbie Grossman,0.784,0.6146560000000001,11,216,16,0.239,0.057121,0.932,0.8686240000000001,LF,0.4753086419753086,90,8100,UFA,5500000,5000000,5500000,155.06,24043.603600000002,10000000,21500000,5000000,77,3.82,14.5924,4,15.520258650202699,15.424948470398375,15.520258650202699
TOR,6.2,2021,11,1,4,16,0,0,1,6,29,Toronto Blue Jays,TOR,Toronto,0,0,32,163,1024,Robbie Ray,0.0,0.0,2,215,8,0.0,0.0,0.198,0.039204,SP,0.5644171779141104,0,0,UFA,8000000,8000000,8000000,94.49,8928.3601,8000000,186250000,8000000,92,6.71,45.0241,2,15.89495209964411,15.89495209964411,15.89495209964411
SD,6.5,2021,11,0,3,9,1,1,5,4,35,San Diego Padres,MIA,California,0,0,53,162,2809,Ross Detwiler,0.667,0.44488900000000003,2,210,6,0.333,0.11088900000000002,0.327,0.10692900000000001,RP,0.4876543209876543,0,0,UFA,570500,570500,58273,10.38,107.74440000000001,0,25200000,0,79,-0.08,0.0064,0,13.254268448284268,13.254268448284268,10.972894143280692
WSH,6.3,2021,11,1,255,65025,62,3844,1,6,36,Washington Nationals,WSH,Washington DC,14,196,110,162,12100,Ryan Zimmerman,0.756,0.571536,1,215,6,0.243,0.059049,0.679,0.4610410000000001,1B,0.4012345679012346,46,2116,UFA,1000000,1000000,1000000,28.34,803.1555999999999,1000000,28000000,1000000,65,1.2,1.44,1,13.815510557964274,13.815510557964274,13.815510557964274
WSH,6.5,2020,11,7,5,25,1,1,1,6,32,Washington Nationals,WSH,Washington DC,0,0,5,162,25,Stephen Strasburg,0.733,0.537289,1,235,6,0.2,0.04000000000000001,0.031,0.0009609999999999999,SP,0.4012345679012346,0,0,UFA,35000000,35000000,23571429,0.0,0.0,245000000,28000000,35000000,65,-0.02,0.0004,1,17.37085861945369,17.37085861945369,16.97554590099136
NYM,6.4,2021,11,3,47,2209,5,25,2,9,28,New York Mets,TOR,New York,0,0,31,162,961,Taijuan Walker,0.249,0.062001,5,235,9,0.106,0.011236,0.191,0.036481,SP,0.4753086419753086,1,1,UFA,10000000,10000000,10000000,38.95,1517.1025000000002,23000000,94150000,7666667,77,0.49,0.24009999999999998,2,16.11809565095832,16.11809565095832,16.11809565095832
SF,6.3,2021,11,1,1,1,0,0,5,8,36,San Francisco Giants,PHI,California,0,0,62,163,3844,Tony Watson,0.0,0.0,23,218,27,0.0,0.0,0.383,0.146689,RP,0.6625766871165644,0,0,UFA,1000000,1000000,349440,61.46,3777.3316,1000000,36200000,1000000,108,0.14,0.019600000000000003,8,13.815510557964274,13.815510557964274,12.764087152098623
ATL,6.2,2020,11,2,374,139876,99,9801,1,6,32,Atlanta Braves,TB,Georgia,16,256,104,161,10816,Travis d'Arnaud,0.781,0.6099610000000001,18,210,27,0.265,0.07022500000000001,0.471,0.22184099999999998,C,0.546583850931677,60,3600,UFA,8000000,8000000,8000000,76.77,5893.6329,16000000,94240000,8000000,88,1.02,1.0404,4,15.89495209964411,15.89495209964411,15.89495209964411
LAD,6.1,2021,11,3,30,900,1,1,5,7,30,Los Angeles Dodgers,CIN,California,0,0,17,162,289,Trevor Bauer,0.098,0.009604000000000001,25,205,35,0.033,0.0010890000000000001,0.105,0.011024999999999998,SP,0.654320987654321,1,1,UFA,31333333,28000000,31333333,43.76,1914.9375999999997,102000000,160320500,34000000,106,3.03,9.1809,7,17.26019304092787,17.14771506813948,17.26019304092787
PIT,6.4,2021,11,1,9,81,1,1,2,2,33,Pittsburgh Pirates,SF,Pennsylvania,0,0,9,161,81,Trevor Cahill,0.222,0.049284,9,230,17,0.111,0.012321,0.056,0.0031360000000000003,SP,0.3726708074534161,0,0,UFA,1500000,1500000,1500000,0.0,0.0,1500000,1500000,1500000,60,-0.46,0.2116,5,14.22097566607244,14.22097566607244,14.22097566607244
NYM,6.3,2021,11,1,25,625,5,25,2,9,29,New York Mets,PIT,New York,0,0,23,162,529,Trevor Williams,0.431,0.18576099999999998,5,230,9,0.2,0.04000000000000001,0.142,0.020163999999999998,SP,0.4753086419753086,1,1,UFA,2850000,2500000,199355,20.25,410.0625,2500000,94150000,2500000,77,-0.19,0.0361,2,14.862829552244833,14.73180128983843,12.202842434009888
CIN,6.2,2020,11,2,54,2916,10,100,2,1,34,Cincinnati Reds,HOU,Ohio,0,0,30,163,900,Wade Miley,0.469,0.21996099999999996,10,220,16,0.185,0.034225,0.185,0.034225,SP,0.50920245398773,3,9,UFA,8150000,8000000,8150000,90.0,8100.0,15000000,1500000,7500000,83,5.67,32.1489,5,15.913528485217045,15.89495209964411,15.913528485217045
SF,6.3,2020,11,2,587,344569,155,24025,5,8,29,San Francisco Giants,ARI,California,30,900,194,163,37636,Wilmer Flores,0.798,0.636804,23,205,27,0.264,0.06969600000000001,0.874,0.763876,2B,0.6625766871165644,85,7225,UFA,3000000,3000000,3000000,116.56,13586.233600000001,6250000,36200000,3125000,108,2.93,8.584900000000001,8,14.914122846632385,14.914122846632385,14.914122846632385
OAK,6.2,2020,11,2,458,209764,119,14161,5,5,33,Oakland Athletics,WSH,California,18,324,133,162,17689,Yan Gomes,0.738,0.544644,15,215,29,0.26,0.06760000000000001,0.599,0.358801,C,0.5308641975308642,65,4225,UFA,6000000,6000000,2096770,36.29,1316.9641,10000000,21300000,5000000,86,2.69,7.2360999999999995,9,15.60727002719233,15.60727002719233,14.555908623372765
CHW,6.2,2020,11,4,440,193600,104,10816,2,2,32,Chicago White Sox,MIL,Illinois,31,961,139,162,19321,Yasmani Grandal,0.88,0.7744,6,225,11,0.236,0.055695999999999996,0.626,0.391876,C,0.5740740740740741,89,7921,UFA,18250000,18250000,18250000,38.57,1487.6449,73000000,57000000,18250000,93,4.32,18.6624,3,16.719675637992776,16.719675637992776,16.719675637992776
PIT,6.1,2021,11,0,230,52900,50,2500,2,2,29,Pittsburgh Pirates,LAD,Pennsylvania,8,64,81,161,6561,Yoshitomo Tsutsugo,0.689,0.47472099999999995,9,225,17,0.217,0.047089,0.5,0.25,OF,0.3726708074534161,32,1024,UFA,570500,570500,144149,0.0,0.0,0,1500000,0,60,-0.6,0.36,5,13.254268448284268,13.254268448284268,11.87860276582431
SD,6.5,2018,11,6,53,2809,5,25,5,4,34,San Diego Padres,LAD,California,0,0,30,162,900,Yu Darvish,0.243,0.059049,2,220,6,0.094,0.008836,0.185,0.034225,SP,0.4876543209876543,1,1,UFA,22000000,22000000,19000000,24.94,622.0036000000001,126000000,25200000,21000000,79,1.36,1.8496000000000004,0,16.90655301132259,16.90655301132259,16.759949537130716
HOU,6.2,2016,11,6,2,4,0,0,2,5,37,Houston Astros,LAD,Texas,0,0,30,162,900,Zack Greinke,0.0,0.0,4,200,15,0.0,0.0,0.185,0.034225,SP,0.5864197530864198,0,0,UFA,35000000,32000000,24666667,10.23,104.6529,206500000,76100000,34416667,95,1.21,1.4641,1,17.37085861945369,17.281246460764002,17.020963376013846
PHI,6.4,2020,11,5,68,4624,11,121,2,6,31,Philadelphia Phillies,NYM,Pennsylvania,0,0,33,162,1089,Zack Wheeler,0.353,0.12460899999999998,7,195,14,0.162,0.026244,0.204,0.04161599999999999,SP,0.5061728395061729,3,9,UFA,22500000,22500000,22500000,95.57,9133.624899999999,118000000,158800000,23600000,82,7.64,58.3696,2,16.929025867174648,16.929025867174648,16.929025867174648
