Acronimo_t,Acronimo_t_1,Altura_t,Altura_t_1,Anio,Anio_t,Anio_t_1,Anios_contrato,Bateos_pitcher_2_t,Bateos_pitcher_2_t_1,Bateos_pitcher_t,Bateos_pitcher_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Carreras_2_t,Carreras_2_t_1,Carreras_ganadas_2_t,Carreras_ganadas_2_t_1,Carreras_ganadas_t,Carreras_ganadas_t_1,Carreras_t,Carreras_t_1,Comando_2_t,Comando_2_t_1,Comando_t,Comando_t_1,Control_2_t,Control_2_t_1,Control_t,Control_t_1,Dominio_2_t,Dominio_2_t_1,Dominio_t,Dominio_t_1,ERA_2_t,ERA_2_t_1,ERA_t,ERA_t_1,Edad_t,Edad_t_1,Equipo_anterior,Equipo_t,Equipo_t_1,Inning_pitched_2_t,Inning_pitched_2_t_1,Inning_pitched_t,Inning_pitched_t_1,Juegos_2_t,Juegos_2_t_1,Juegos_iniciados_2_t,Juegos_iniciados_2_t_1,Juegos_iniciados_t,Juegos_iniciados_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,Losses_2_t,Losses_2_t_1,Losses_t,Losses_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,Saves_2_t,Saves_2_t_1,Saves_t,Saves_t_1,Status,Strike_outs_2_t,Strike_outs_2_t_1,Strike_outs_t,Strike_outs_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_regular_t,Sueldo_regular_t_1,Sueldo_t,Sueldo_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_promedio_contrato,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WHIP_2_t,WHIP_2_t_1,WHIP_t,WHIP_t_1,WS_ganadas_t,WS_ganadas_t_1,Walks_2_t,Walks_2_t_1,Walks_t,Walks_t_1,Wins_2_t,Wins_2_t_1,Wins_t,Wins_t_1,ln_Sueldo_base_t,ln_Sueldo_regular_t,ln_Sueldo_t
CHC,CHC,6.0,6.0,2018,8,7,2,1764,3364,42,58,7,3,1089,361,1024,361,32,19,33,19,0.6848989298454221,11.484567901234568,0.8275862068965517,3.388888888888889,0.007305135510263716,0.0010305851920366686,0.08547008547008547,0.03210272873194222,0.005003279493355411,0.011835825615951985,0.07073386383731212,0.10879258070269307,58.52250000000001,7.507600000000001,7.65,2.74,35,34,CHC,Chicago Cubs,Chicago Cubs,1421.2900000000002,3881.2899999999995,37.7,62.3,2401,4624,0,0,0,0,49,68,163,162,Brian Duensing,0,1,0,1,17,17,200,200,20,19,RP,RP,0.5828220858895705,0.5679012345679012,1,0,1,0,UFA,576,3721,24,61,3500000,2000000,3500000,2000000,3500000,2000000,0.48999999999999994,3000.8484000000003,0.7,54.78,7000000,215545000,16000000,3500000,95,92,2.3104,1.9320999999999997,-1.52,1.39,3.5343999999999998,1.4884,1.88,1.22,3,3,841,324,29,18,9,1,3,1,15.068273526459642,15.068273526459642,15.068273526459642
STL,LAA,0.0,0.0,2018,8,7,1,2601,3136,51,56,3,4,729,841,529,841,23,29,27,29,10.179138321995467,7.511659807956105,3.1904761904761907,2.740740740740741,0.0016353169728213653,0.0023413111342351716,0.04043905257076834,0.04838709677419355,0.016646117666655573,0.017587132744954458,0.12901983439245135,0.13261648745519714,12.8881,17.7241,3.59,4.21,33,32,LAA,St. Louis Cardinals,Los Angeles Angels,3329.2900000000004,3844.0,57.7,62.0,4096,3600,0,9,0,3,64,60,162,162,Bud Norris,36,36,6,6,23,1,215,215,28,10,RP,SP,0.5432098765432098,0.4938271604938271,784,361,28,19,UFA,4489,5476,67,74,3000000,1750000,3000000,1750000,3000000,1750000,2809.0,803.7225000000001,53.0,28.35,3000000,28000000,24750000,3000000,88,80,0.0004,0.1521,-0.02,0.39,1.5625,1.7956000000000003,1.25,1.34,11,1,441,729,21,27,9,4,3,2,14.914122846632385,14.914122846632385,14.914122846632385
NYY,NYY,6.6,6.6,2018,8,7,1,22500,19321,150,139,2,3,5184,4096,3844,3721,62,61,72,64,7.535563244905806,5.76,2.7450980392156863,2.4,0.0013717421124828531,0.0013958316859029865,0.037037037037037035,0.03736083090487933,0.010336849444315234,0.0080399905108012,0.10167029774872913,0.08966599417171038,13.3225,13.6161,3.65,3.69,37,36,NYY,New York Yankees,New York Yankees,23409.0,22111.689999999995,153.0,148.7,841,729,841,729,29,27,29,27,162,162,C.C. Sabathia,49,25,7,5,40,40,300,300,54,53,SP,SP,0.6172839506172839,0.5617283950617284,0,0,0,0,UFA,19600,14400,140,120,10000000,25000000,10500000,25000000,10500000,25000000,2205.2416000000003,1924.5768999999998,46.96,43.87,10000000,14000000,102500000,10000000,100,91,5.475599999999999,8.0089,2.34,2.83,1.7161000000000002,1.6129,1.31,1.27,27,27,2601,2500,51,50,81,196,9,14,16.11809565095832,16.166885815127753,16.166885815127753
HOU,HOU,6.5,6.5,2017,8,7,2,16900,15625,130,125,2,3,3969,4225,3364,3481,58,59,63,65,9.863525390625,10.6276,3.140625,3.26,0.0018131844538910647,0.0014341506104470678,0.04258150365934797,0.03787018101946527,0.017884390898841043,0.01524157902758726,0.13373253493013973,0.1234567901234568,9.796899999999999,13.1044,3.13,3.62,34,33,PHI,Houston Astros,Houston Astros,27889.0,21520.889999999996,167.0,146.7,900,625,900,625,30,25,30,25,162,162,Charlie Morton,9,49,3,7,2,2,215,215,12,11,SP,SP,0.6358024691358025,0.6234567901234568,0,0,0,0,UFA,40401,26569,201,163,7000000,7000000,8875000,8875000,8875000,8875000,6234.681599999999,5173.924900000001,78.96,71.93,14000000,23500000,82000000,7000000,103,101,12.0409,3.3124000000000002,3.47,1.82,1.3456,1.4161,1.16,1.19,1,1,4096,2500,64,50,225,196,15,14,15.761420707019587,15.998748893325754,15.998748893325754
ARI,PHI,6.3,6.3,2018,8,7,1,6400,256,80,16,2,3,625,100,484,100,22,10,25,10,13.555785123966942,2.777777777777778,3.6818181818181817,1.6666666666666667,0.0006183769702413367,0.002085027418110548,0.024867186616932296,0.045662100456621,0.00838258533420126,0.005791742828084855,0.09155645981688709,0.076103500761035,4.040099999999999,150.5529,2.01,12.27,33,32,PHI,Arizona Diamondbacks,Philadelphia Phillies,9662.89,53.29,98.3,7.3,289,4,289,4,17,2,17,2,162,162,Clay Buchholz,4,1,2,1,1,7,190,190,6,14,SP,SP,0.5061728395061729,0.4074074074074074,0,0,0,0,UFA,6561,25,81,5,1500000,13500000,1080645,13500000,1500000,13500000,8671.334400000002,0.0,93.12,0.0,1500000,15750000,11750000,1500000,82,66,9.9225,0.1521,3.15,-0.39,1.0816000000000001,6.708099999999999,1.04,2.59,1,2,484,9,22,3,49,0,7,0,14.22097566607244,13.893068643056406,14.22097566607244
SD,SD,6.2,6.2,2018,8,7,2,4225,4624,65,68,3,4,625,841,576,784,24,28,25,29,26.795847750865054,6.98469387755102,5.176470588235294,2.642857142857143,0.0005716874274263581,0.0015010665709813318,0.02390998593530239,0.03874360038743601,0.015318849266400408,0.010484490488129812,0.12376933895921238,0.10239380102393802,7.4529,9.8596,2.73,3.14,34,33,SD,San Diego Padres,San Diego Padres,6241.0,6448.089999999999,79.0,80.3,5329,3600,0,0,0,0,73,60,162,162,Craig Stammen,9,9,3,3,2,2,228,228,5,5,RP,RP,0.4074074074074074,0.4382716049382716,0,0,0,0,UFA,7744,5476,88,74,2250000,900000,3250000,900000,3250000,900000,6702.696900000001,5347.996899999999,81.87,73.13,4500000,149500000,8250000,2250000,66,71,2.1609,2.25,1.47,1.5,1.0816000000000001,1.44,1.04,1.2,0,0,289,784,17,28,64,4,8,2,14.626440774180603,14.994165554305921,14.994165554305921
MIL,TB,6.3,6.3,2018,8,7,1,4356,2916,66,54,5,5,729,729,529,676,23,26,27,27,3.827977315689981,2.7065556711758587,1.9565217391304348,1.6451612903225807,0.001579605754888962,0.0030178891740024762,0.03974425436322793,0.05493531809321282,0.006046694997448297,0.00816808505887663,0.07776049766718508,0.09037745879851142,10.368400000000001,13.9129,3.22,3.73,31,30,TB,Milwaukee Brewers,Tampa Bay Rays,4134.49,3931.2900000000004,64.3,62.7,5329,5929,1,0,1,0,73,77,163,162,Dan Jennings,25,1,5,1,1,1,210,210,5,4,RP,RP,0.588957055214724,0.4938271604938271,1,0,1,0,UFA,2025,2601,45,51,750000,1400000,750000,512550,750000,1400000,1601.6004000000003,1383.8400000000001,40.02,37.2,750000,103750000,21700000,750000,96,80,0.11560000000000002,0.3364,0.34,0.58,1.9043999999999996,1.8496000000000004,1.38,1.36,0,0,529,961,23,31,16,9,4,3,13.527828485512494,13.527828485512494,13.527828485512494
LAD,PIT,6.3,6.3,2017,8,7,2,1444,3364,38,58,2,2,625,1156,441,961,21,31,25,34,5.975308641975309,4.0,2.4444444444444446,2.0,0.0018903591682419658,0.0035316083323774635,0.043478260869565216,0.059427336574824415,0.011295479474433476,0.014126433329509854,0.10628019323671498,0.11885467314964883,16.892100000000003,20.430399999999995,4.11,4.52,31,30,ARI,Los Angeles Dodgers,Pittsburgh Pirates,2116.0,3806.8900000000003,46.0,61.7,1600,5041,1,0,1,0,40,71,163,162,Daniel Hudson,4,49,2,7,25,9,215,215,32,17,RP,RP,0.5644171779141104,0.4629629629629629,0,0,0,0,UFA,1936,4356,44,66,545000,5500000,468800,5500000,545000,5500000,0.0,25.401600000000002,0.0,5.04,11000000,4000000,37000000,5500000,92,75,0.1444,0.0001,-0.38,-0.01,1.4884,2.1904,1.22,1.48,6,5,324,1089,18,33,9,4,3,2,13.208541073645382,13.05793151724494,13.208541073645382
ATL,BAL,6.4,6.4,2016,8,7,4,324,1681,18,41,4,5,81,576,64,529,8,23,9,24,45.5625,10.027777777777777,6.75,3.1666666666666665,0.0004938271604938272,0.0019557027221854006,0.022222222222222223,0.044223327805417365,0.0225,0.01961135229747027,0.15,0.14004053805048833,12.96,11.7649,3.6,3.43,35,34,BAL,Atlanta Braves,Baltimore Orioles,400.0,3636.0899999999997,20.0,60.3,400,4096,0,0,0,0,20,64,162,162,Darren O'Day,4,9,2,3,18,7,220,220,24,14,RP,RP,0.5555555555555556,0.4629629629629629,4,4,2,2,UFA,729,5776,27,76,9000000,7000000,2999994,7000000,9000000,7000000,0.0,804.2896,0.0,28.36,31000000,2900000,55600000,7750000,90,75,0.12249999999999998,1.1025,0.35,1.05,1.2100000000000002,1.1664,1.1,1.08,3,3,16,576,4,24,0,4,0,2,16.012735135300492,14.914120846630384,16.012735135300492
CIN,ARI,0.0,0.0,2018,8,7,2,2116,2304,46,48,3,5,400,400,324,361,18,19,20,20,14.619377162629759,33.382716049382715,3.823529411764706,5.777777777777778,0.000871069637345679,0.0003305785123966942,0.029513888888888888,0.01818181818181818,0.012734495563271605,0.011035608611366186,0.11284722222222222,0.10505050505050505,6.400899999999999,9.672099999999999,2.53,3.11,33,32,ARI,Cincinnati Reds,Arizona Diamondbacks,4096.0,3025.0,64.0,55.0,3249,4096,0,0,0,0,57,64,162,162,David Hernandez,4,1,2,1,10,1,245,245,15,6,RP,RP,0.4135802469135802,0.5740740740740741,0,4,0,2,UFA,4225,2704,65,52,2500000,850000,2800000,292635,2800000,850000,5698.740099999999,3258.1263999999996,75.49,57.08,5000000,10250000,9750000,2500000,67,93,3.1684,0.0025000000000000005,1.78,0.05,0.9603999999999999,1.0816000000000001,0.98,1.04,5,1,289,81,17,9,25,9,5,3,14.73180128983843,14.845129975145433,14.845129975145433
BOS,BOS,6.5,6.5,2016,8,7,7,22801,4225,151,65,3,1,5625,900,4900,784,70,28,75,30,12.531600000000001,10.027777777777777,3.54,3.1666666666666665,0.0009963906744209776,0.0012743721178531367,0.03156565656565657,0.035698348951360995,0.01248636937557392,0.012779120404027287,0.11174242424242424,0.11304477167930982,12.8164,11.424399999999999,3.58,3.38,32,31,TOR,Boston Red Sox,Boston Red Sox,30976.0,5580.09,176.0,74.7,900,256,900,121,30,11,30,16,162,162,David Price,49,9,7,3,14,13,215,215,24,23,SP,SP,0.6666666666666666,0.5740740740740741,0,0,0,0,UFA,31329,5776,177,76,30000000,30000000,30000000,30000000,30000000,30000000,1646.7363999999998,0.0,40.58,0.0,217000000,131000000,5500000,31000000,108,93,19.5364,2.4964000000000004,4.42,1.58,1.2995999999999999,1.4161,1.14,1.19,9,8,2500,576,50,24,256,36,16,6,17.216707939626428,17.216707939626428,17.216707939626428
TEX,BOS,6.8,6.8,2018,8,7,1,5329,7744,73,88,4,1,1600,2916,1089,2704,33,52,40,54,4.432132963988919,4.7707756232686975,2.1052631578947367,2.1842105263157894,0.0010231382285254339,0.0021862844896030293,0.03198653198653199,0.04675772117632583,0.004534684669364804,0.01043027274852858,0.06734006734006734,0.10212870677986959,20.25,26.832399999999996,4.5,5.18,34,33,BOS,Texas Rangers,Boston Red Sox,4356.0,8154.089999999999,66.0,90.3,144,324,144,225,12,15,12,18,162,162,Doug Fister,49,81,7,9,2,13,210,210,8,23,SP,SP,0.4135802469135802,0.5740740740740741,0,0,0,0,UFA,1600,6889,40,83,3500000,1750000,3500000,2200000,3500000,2200000,0.0,1636.2025000000003,0.0,40.45,4000000,35000000,5500000,4000000,67,93,0.6723999999999999,0.010000000000000002,0.82,0.1,1.9320999999999997,1.9320999999999997,1.39,1.39,0,8,361,1444,19,38,1,25,1,5,15.068273526459642,15.068273526459642,15.068273526459642
MIN,MIN,6.2,6.2,2015,8,7,4,961,31329,31,177,6,2,484,7225,484,5929,22,77,22,85,3.1604938271604937,7.495028218220909,1.7777777777777777,2.737704918032787,0.0016391024275106952,0.001028905898713646,0.04048582995951417,0.03207656307514329,0.005180373104231333,0.007711678744752721,0.07197480881691408,0.08781616448440868,64.48089999999999,10.758399999999998,8.03,3.28,35,34,ATL,Minnesota Twins,Minnesota Twins,610.0899999999999,44647.69,24.7,211.3,25,1089,25,1089,5,33,5,33,162,162,Ervin Santana,1,64,1,8,6,6,175,175,15,15,SP,SP,0.4814814814814814,0.5246913580246914,0,0,0,0,UFA,256,27889,16,167,13500000,13500000,13500000,13500000,13500000,13500000,0.0,7225.0,0.0,85.0,55000000,52250000,26550000,13750000,78,85,0.36,21.436899999999998,-0.6,4.63,2.6244000000000005,1.2768999999999997,1.62,1.13,3,3,81,3721,9,61,0,256,0,16,16.41820024340866,16.41820024340866,16.41820024340866
OAK,ARI,0.0,0.0,2018,8,7,1,3844,1600,62,40,3,5,729,841,576,676,24,26,27,29,4.78515625,6.25,2.1875,2.5,0.0030576867542652124,0.002729049508793292,0.05529635389666494,0.05224030540486237,0.014631508882714394,0.017056559429958075,0.12096077414895456,0.1306007635121559,11.289599999999998,17.892900000000004,3.36,4.23,41,40,ARI,Oakland Athletics,Arizona Diamondbacks,4134.49,3058.0899999999997,64.3,55.3,4624,3721,0,0,0,0,68,61,162,162,Fernando Rodney,9,16,3,4,15,1,240,240,27,6,RP,RP,0.5987654320987654,0.5740740740740741,625,1521,25,39,UFA,4900,4225,70,65,4250000,2750000,1188148,4000000,5900000,4000000,2856.9025,7250.522500000001,53.45,85.15,4500000,18000000,9750000,4500000,97,93,0.6723999999999999,0.11560000000000002,0.82,0.34,2.1315999999999997,1.4161,1.46,1.19,9,1,1024,676,32,26,16,25,4,5,15.2624295409006,13.987906350269972,15.590462908875947
