"Rank","Player","Pos","Team","GP","GP%","GS","GS%","AB","H","2B","3B","HR","RBI","AVG","OBP","SLG","OPS","TVS","Cash2023",""
"","Felix Hernandez","SP","SEA","1.00","0.20","1.00","0.20","0.21","0.03","0.00","0.00","0.00","0.00","0.143","0.143","0.143","0.286","1.48","$0",""
"","Lance Lynn","SP","STL","1.00","0.11","0.11","0.01","0.22","0.00","0.00","0.00","0.00","0.00","0.000","0.200","0.000","0.200","1.40","$18,500,000",""
"","Fernando Salas","RP","STL","1.00","0.42","0.00","0.00","0.01","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.39","$0",""
"","Randy Wolf","SP","MIL","1.00","0.20","1.00","0.20","1.85","0.30","0.09","0.00","0.00","0.00","0.164","0.177","0.213","0.391","1.32","$0",""
"","Jeff Francis","SP","KC","1.00","0.19","1.00","0.19","0.06","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.32","$0",""
"","Trevor Cahill","RP","OAK","1.00","0.21","1.00","0.21","0.15","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.30","$0",""
"","Jason Vargas","SP","SEA","1.00","0.20","1.00","0.20","0.06","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.30","$0",""
"","Erik Bedard","SP","BAL","1.00","0.15","1.00","0.15","0.21","0.04","0.00","0.00","0.00","0.00","0.200","0.200","0.200","0.400","1.30","$0",""
"","Mike Leake","SP","CIN","1.00","0.23","0.68","0.16","1.45","0.29","0.05","0.00","0.00","0.05","0.200","0.214","0.236","0.451","1.27","$0",""
"","Max Scherzer","SP","DET","1.00","0.20","1.00","0.20","0.12","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.23","$43,333,333",""
"","Tyler Clippard","RP","WSH","1.00","0.45","0.00","0.00","0.03","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.22","$0",""
"","Joe Saunders","SP","ARI","1.00","0.20","1.00","0.20","1.85","0.36","0.03","0.00","0.00","0.12","0.197","0.222","0.213","0.435","1.19","$0",""
"","Jason Motte","RP","STL","1.00","0.48","0.00","0.00","0.01","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.11","$0",""
"","Colby Lewis","SP","TEX","1.00","0.20","1.00","0.20","0.25","0.03","0.03","0.00","0.00","0.00","0.125","0.125","0.250","0.375","0.98","$0",""
"","Kyle Kendrick","SP","PHI","1.00","0.22","0.40","0.09","0.69","0.14","0.00","0.00","0.00","0.00","0.208","0.269","0.208","0.478","0.98","$0",""
"","Kevin Correia","SP","PIT","1.00","0.17","0.96","0.16","1.70","0.15","0.07","0.00","0.00","0.11","0.087","0.106","0.130","0.237","0.85","$0",""
"","James McDonald","SP","PIT","1.00","0.19","1.00","0.19","1.77","0.16","0.03","0.00","0.00","0.10","0.091","0.138","0.109","0.247","0.80","$0",""
"","Jeremy Guthrie","SP","BAL","1.00","0.22","0.91","0.20","0.14","0.03","0.03","0.00","0.00","0.00","0.200","0.200","0.400","0.600","0.78","$0",""
"","Matt Belisle","RP","COL","1.00","0.46","0.00","0.00","0.03","0.01","0.01","0.00","0.00","0.00","0.500","0.500","1.000","1.500","0.76","$0",""
"","Ramon Ramirez","RP","SF","1.00","0.41","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.74","$0",""
"","Javier Lopez","RP","SF","1.00","0.43","0.00","0.00","0.03","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.71","$0",""
"","Jason Marquis","SP","WSH","1.00","0.17","0.82","0.14","1.64","0.29","0.04","0.00","0.00","0.11","0.174","0.174","0.196","0.370","0.71","$0",""
"","Tyler Chatwood","SP","LAA","1.00","0.17","0.93","0.15","0.11","0.07","0.00","0.00","0.00","0.00","0.667","0.667","0.667","1.333","0.62","$0",""
"","Jordan Lyles","SP","HOU","1.00","0.12","0.75","0.09","1.25","0.15","0.00","0.00","0.00","0.00","0.120","0.185","0.120","0.305","0.58","$8,500,000",""
"","Daniel McCutchen","RP","PIT","1.00","0.45","0.00","0.00","0.07","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.54","$0",""
"","Henry Rodriguez","RP","WSH","1.00","0.37","0.00","0.00","0.03","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.51","$0",""
"","Jake Arrieta","SP","BAL","1.00","0.14","1.00","0.14","0.18","0.05","0.00","0.00","0.00","0.05","0.250","0.250","0.250","0.500","0.47","$0",""
"","Francisco Liriano","RP","MIN","1.00","0.16","0.92","0.15","0.08","0.04","0.00","0.00","0.00","0.04","0.500","0.667","0.500","1.167","0.46","$0",""
"","Brad Penny","SP","DET","1.00","0.19","1.00","0.19","0.13","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.42","$0",""
"","Felipe Paulino","SP","COL","1.00","0.24","0.51","0.12","0.03","0.00","0.00","0.00","0.00","0.03","0.000","0.000","0.000","0.000","0.41","$0",""
"","Danny Duffy","SP","KC","1.00","0.12","1.00","0.12","0.15","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.37","$0",""
"","Marco Estrada","SP","MIL","1.00","0.27","0.16","0.04","0.28","0.07","0.02","0.00","0.00","0.00","0.250","0.250","0.333","0.583","0.36","$0",""
"","Sean Burnett","RP","WSH","1.00","0.43","0.00","0.00","0.01","0.01","0.00","0.00","0.00","0.00","1.000","1.000","1.000","2.000","0.28","$0",""
"","Jeremy Affeldt","RP","SF","1.00","0.41","0.00","0.00","0.01","0.00","0.00","0.00","0.00","0.00","0.000","0.500","0.000","0.500","0.23","$0",""
"","Jeff Samardzija","SP","CHC","1.00","0.46","0.00","0.00","0.05","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.17","$0",""
"","James Russell","RP","CHC","1.00","0.40","0.08","0.03","0.13","0.02","0.00","0.00","0.00","0.00","0.125","0.125","0.125","0.250","0.17","$0",""
"","Huston Street","RP","COL","1.00","0.38","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.15","$0",""
"","Francisco Rodriguez","RP","MIL","1.00","0.45","0.00","0.00","0.03","0.01","0.00","0.00","0.00","0.00","0.500","0.500","0.500","1.000","0.13","$0",""
"","Matt Reynolds","RP","COL","1.00","0.45","0.00","0.00","0.03","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.07","$0",""
"","Edinson Volquez","SP","CIN","1.00","0.13","1.00","0.13","1.24","0.14","0.00","0.00","0.00","0.00","0.115","0.148","0.115","0.264","0.05","$0",""
"","John Lackey","SP","BOS","1.00","0.17","1.00","0.17","0.11","0.04","0.04","0.00","0.00","0.04","0.333","0.333","0.667","1.000","0.03","$0",""
"","Bronson Arroyo","SP","CIN","1.00","0.22","0.89","0.20","1.58","0.17","0.06","0.00","0.00","0.06","0.105","0.121","0.140","0.261","0.02","$0",""
"","A.J. Burnett","SP","NYY","1.00","0.21","0.94","0.20","0.06","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.02","$0",""
"","Brandon Moss","DH","PHI","1.00","0.03","0.00","0.00","1.20","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Gavin Floyd","RP","CHW","1.00","0.19","0.97","0.19","0.10","0.00","0.00","0.00","0.00","0.00","0.000","0.250","0.000","0.250","0.00","$0",""
"","Homer Bailey","SP","CIN","1.00","0.14","0.96","0.14","1.70","0.48","0.09","0.00","0.00","0.09","0.282","0.300","0.333","0.633","0.00","$0",""
"","Andrew Miller","RP","BOS","1.00","0.10","0.71","0.07","0.24","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Wandy Rodriguez","RP","HOU","1.00","0.19","1.00","0.19","2.03","0.37","0.10","0.00","0.00","0.17","0.180","0.180","0.230","0.410","0.00","$0",""
"","Wesley Wright","RP","HOU","1.00","0.13","0.00","0.00","0.05","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Jorge De La Rosa","RP","COL","1.00","0.06","1.00","0.06","2.10","0.50","0.00","0.00","0.00","0.30","0.238","0.238","0.238","0.476","0.00","$0",""
"","Luke Hochevar","RP","KC","1.00","0.19","1.00","0.19","0.06","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Joe Beimel","RP","PIT","1.00","0.22","0.00","0.00","0.03","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Chris Capuano","RP","NYM","1.00","0.22","0.86","0.19","1.56","0.11","0.06","0.00","0.00","0.00","0.071","0.071","0.107","0.179","0.00","$0",""
"","Carlos Villanueva","RP","TOR","1.00","0.20","0.39","0.08","0.12","0.00","0.00","0.00","0.00","0.00","0.000","0.200","0.000","0.200","0.00","$0",""
"","Mike Pelfrey","RP","NYM","1.00","0.21","0.97","0.20","1.62","0.18","0.06","0.00","0.00","0.12","0.109","0.170","0.145","0.315","0.00","$0",""
"","Chien-Ming Wang","RP","WSH","1.00","0.07","1.00","0.07","1.73","0.09","0.00","0.00","0.00","0.09","0.053","0.100","0.053","0.153","0.00","$0",""
"","Daric Barton","1B","OAK","1.00","0.41","0.93","0.38","3.52","0.75","0.19","0.00","0.00","0.31","0.212","0.325","0.267","0.592","0.00","$0",""
"","Joe Blanton","RP","PHI","1.00","0.07","0.73","0.05","1.00","0.18","0.00","0.00","0.00","0.18","0.182","0.182","0.182","0.364","0.00","$0",""
"","Jake Peavy","RP","CHW","1.00","0.12","0.95","0.11","0.05","0.00","0.00","0.00","0.00","0.00","0.000","0.500","0.000","0.500","0.00","$0",""
"","Chris Young","RP","NYM","1.00","0.02","1.00","0.02","2.25","0.75","0.00","0.00","0.00","0.50","0.333","0.333","0.333","0.667","0.00","$0",""
"","Tom Gorzelanny","RP","WSH","1.00","0.19","0.50","0.09","0.93","0.10","0.00","0.00","0.00","0.03","0.107","0.167","0.107","0.274","0.00","$0",""
"","Paul Maholm","RP","PIT","1.00","0.16","1.00","0.16","1.77","0.19","0.00","0.00","0.00","0.04","0.109","0.163","0.109","0.272","0.00","$0",""
"","Tim Lincecum","RP","SF","1.00","0.20","1.00","0.20","1.85","0.15","0.00","0.00","0.00","0.03","0.082","0.125","0.082","0.207","0.00","$0",""
"","Barry Zito","SP","SF","1.00","0.08","0.69","0.06","1.00","0.00","0.00","0.00","0.00","0.00","0.000","0.071","0.000","0.071","0.00","$0",""
"","Phil Coke","RP","DET","1.00","0.30","0.29","0.09","0.04","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Brett Anderson","SP","OAK","1.00","0.08","1.00","0.08","0.08","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Josh Outman","RP","OAK","1.00","0.08","0.69","0.06","0.38","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Everth Cabrera","SS","SD","1.00","0.01","1.00","0.01","4.00","0.50","0.00","0.00","0.00","0.00","0.125","0.222","0.125","0.347","0.00","$0",""
"","Emmanuel Burriss","SS","SF","1.00","0.36","0.47","0.17","2.32","0.47","0.02","0.00","0.00","0.07","0.204","0.253","0.212","0.465","0.00","$0",""
"","Brandon Morrow","RP","TOR","1.00","0.19","1.00","0.19","0.20","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Shane Robinson","CF","STL","1.00","0.06","0.11","0.01","0.78","0.00","0.00","0.00","0.00","0.00","0.000","0.125","0.000","0.125","0.00","$0",""
"","Taylor Teagarden","C","TEX","1.00","0.09","0.57","0.05","2.43","0.57","0.14","0.00","0.00","0.14","0.235","0.278","0.294","0.572","0.00","$0",""
"","Ross Detwiler","SP","WSH","1.00","0.09","0.67","0.06","1.27","0.13","0.00","0.00","0.00","0.07","0.105","0.105","0.105","0.211","0.00","$0",""
"","Wil Nieves","C","MIL","1.00","0.12","0.80","0.10","2.50","0.35","0.10","0.00","0.00","0.00","0.140","0.189","0.180","0.369","0.00","$0",""
"","Stephen Strasburg","SP","WSH","1.00","0.03","1.00","0.03","1.20","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$23,571,428",""
"","Chris Carter","1B","OAK","1.00","0.09","0.87","0.08","2.93","0.40","0.00","0.00","0.00","0.00","0.136","0.174","0.136","0.310","0.00","$0",""
"","Tim Stauffer","RP","SD","1.00","0.20","0.97","0.19","1.69","0.25","0.00","0.00","0.00","0.19","0.148","0.161","0.148","0.309","0.00","$0",""
"","Bruce Chen","RP","KC","1.00","0.15","1.00","0.15","0.04","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Brandon Hicks","2B","ATL","1.00","0.10","0.24","0.02","1.24","0.06","0.00","0.00","0.00","0.06","0.048","0.091","0.048","0.139","0.00","$0",""
"","Mike Minor","RP","ATL","1.00","0.09","1.00","0.09","1.80","0.20","0.13","0.00","0.00","0.00","0.111","0.200","0.185","0.385","0.00","$0",""
"","Brian Matusz","RP","BAL","1.00","0.07","1.00","0.07","0.17","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Brandon Snyder","3B","BAL","1.00","0.04","0.67","0.02","2.17","0.50","0.17","0.00","0.00","0.17","0.231","0.412","0.308","0.719","0.00","$0",""
"","Andrew Cashner","SP","CHC","1.00","0.04","0.14","0.01","0.14","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Lucas Harrell","RP","CHW","1.00","0.06","0.22","0.01","0.33","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Sam LeCure","RP","CIN","1.00","0.27","0.09","0.02","0.21","0.02","0.02","0.00","0.00","0.00","0.111","0.200","0.222","0.422","0.00","$0",""
"","Juan Nicasio","RP","COL","1.00","0.08","1.00","0.08","1.69","0.23","0.15","0.00","0.00","0.00","0.136","0.136","0.227","0.364","0.00","$0",""
"","Esmil Rogers","RP","COL","1.00","0.14","0.59","0.08","1.23","0.32","0.05","0.00","0.00","0.00","0.259","0.259","0.296","0.556","0.00","$0",""
"","Bud Norris","SP","HOU","1.00","0.19","1.00","0.19","1.71","0.23","0.06","0.00","0.00","0.16","0.132","0.146","0.170","0.315","0.00","$0",""
"","Brandon Kintzler","RP","MIL","1.00","0.06","0.00","0.00","0.11","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Chris Narveson","RP","MIL","1.00","0.19","0.93","0.17","1.63","0.27","0.07","0.00","0.00","0.17","0.163","0.212","0.204","0.416","0.00","$0",""
"","Danny Worth","2B","DET","1.00","0.19","0.27","0.05","1.23","0.33","0.07","0.00","0.00","0.10","0.270","0.308","0.324","0.632","0.00","$0",""
"","Jarrod Dyson","RF","KC","1.00","0.16","0.42","0.07","1.69","0.35","0.04","0.00","0.00","0.12","0.205","0.308","0.227","0.535","0.00","$0",""
"","Brian Duensing","RP","MIN","1.00","0.20","0.85","0.17","0.12","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Dillon Gee","RP","NYM","1.00","0.19","0.90","0.17","1.53","0.17","0.00","0.00","0.00","0.13","0.109","0.160","0.109","0.269","0.00","$0",""
"","Vance Worley","RP","PHI","1.00","0.15","0.84","0.13","1.80","0.40","0.04","0.00","0.00","0.20","0.222","0.239","0.244","0.484","0.00","$0",""
"","Brad Lincoln","RP","PIT","1.00","0.08","0.62","0.05","0.92","0.08","0.08","0.00","0.00","0.08","0.083","0.154","0.167","0.321","0.00","$0",""
"","Wade LeBlanc","RP","SD","1.00","0.09","1.00","0.09","1.57","0.57","0.00","0.00","0.00","0.07","0.364","0.391","0.364","0.755","0.00","$0",""
"","Cory Luebke","RP","SD","1.00","0.29","0.36","0.10","0.70","0.15","0.00","0.00","0.00","0.00","0.212","0.257","0.212","0.469","0.00","$0",""
"","Adam Moore","C","SEA","1.00","0.01","1.00","0.01","3.00","0.50","0.50","0.00","0.00","0.00","0.167","0.167","0.333","0.500","0.00","$0",""
"","Wade Davis","RP","TB","1.00","0.19","0.97","0.18","0.07","0.03","0.00","0.00","0.00","0.00","0.500","0.500","0.500","1.000","0.00","$0",""
"","Craig Stammen","RP","WSH","1.00","0.04","0.00","0.00","0.29","0.14","0.00","0.00","0.00","0.00","0.500","0.500","0.500","1.000","0.00","$0",""
"","Alexi Ogando","RP","TEX","1.00","0.19","0.94","0.18","0.06","0.03","0.00","0.00","0.00","0.00","0.500","0.500","0.500","1.000","0.00","$0",""
"","Ivan De Jesus Jr.","SS","LAD","1.00","0.11","0.41","0.04","1.88","0.35","0.00","0.00","0.00","0.06","0.188","0.235","0.188","0.423","0.00","$0",""
"","Cedric Hunter","RF","SD","1.00","0.04","0.00","0.00","0.67","0.17","0.00","0.00","0.00","0.00","0.250","0.400","0.250","0.650","0.00","$0",""
"","Pedro Florimon","SS","BAL","1.00","0.02","0.50","0.01","2.00","0.25","0.25","0.00","0.00","0.50","0.125","0.222","0.250","0.472","0.00","$0",""
"","Jose Iglesias","SS","BOS","1.00","0.06","0.10","0.01","0.60","0.20","0.00","0.00","0.00","0.00","0.333","0.333","0.333","0.667","0.00","$0",""
"","Austin Romine","C","NYY","1.00","0.06","0.44","0.02","2.11","0.33","0.00","0.00","0.00","0.00","0.158","0.200","0.158","0.358","0.00","$0",""
"","Jose Lobaton","C","TB","1.00","0.09","0.60","0.06","2.27","0.27","0.07","0.00","0.00","0.00","0.118","0.231","0.147","0.378","0.00","$0",""
"","Eduardo Escobar","SS","CHW","1.00","0.06","0.00","0.00","0.78","0.22","0.00","0.00","0.00","0.00","0.286","0.286","0.286","0.571","0.00","$9,500,000",""
"","Adam Wilk","RP","DET","1.00","0.03","0.00","0.00","0.20","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Louis Coleman","RP","KC","1.00","0.30","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Manuel Pina","C","KC","1.00","0.02","1.00","0.02","3.50","0.75","0.50","0.00","0.00","0.00","0.214","0.267","0.357","0.624","0.00","$4,500,000",""
"","Andrew Romine","SS","LAA","1.00","0.06","0.40","0.02","1.60","0.20","0.00","0.00","0.00","0.00","0.125","0.177","0.125","0.301","0.00","$0",""
"","Jarrod Parker","SP","OAK","1.00","0.01","1.00","0.01","2.00","1.00","1.00","0.00","0.00","0.00","0.500","0.500","1.000","1.500","0.00","$0",""
"","Brad Peacock","SP","WSH","1.00","0.02","0.67","0.01","1.33","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Anthony Recker","C","OAK","1.00","0.03","1.00","0.03","3.40","0.60","0.20","0.00","0.00","0.00","0.177","0.333","0.235","0.569","0.00","$0",""
"","Leonys Martin","CF","TEX","1.00","0.05","0.13","0.01","1.00","0.38","0.13","0.00","0.00","0.00","0.375","0.375","0.500","0.875","0.00","$0",""
"","Julio Teheran","SP","ATL","1.00","0.03","0.60","0.02","0.80","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Josh Satin","1B","NYM","1.00","0.09","0.27","0.02","1.67","0.33","0.07","0.00","0.00","0.13","0.200","0.259","0.240","0.499","0.00","$0",""
"","Erik Kratz","C","PHI","1.00","0.01","0.50","0.01","3.00","1.00","0.50","0.00","0.00","0.00","0.333","0.333","0.500","0.833","0.00","$0",""
"","Steve Lombardozzi","2B","WSH","1.00","0.08","0.46","0.04","2.38","0.46","0.08","0.00","0.00","0.08","0.194","0.219","0.226","0.445","0.00","$0",""
"","Chris Marrero","1B","WSH","1.00","0.19","0.90","0.17","3.52","0.87","0.16","0.00","0.00","0.32","0.248","0.274","0.294","0.567","0.00","$0",""
"","Welington Castillo","C","CHC","1.00","0.02","1.00","0.02","3.25","0.50","0.00","0.00","0.00","0.00","0.154","0.154","0.154","0.308","0.00","$0",""
"","Steve Clevenger","C","CHC","1.00","0.01","0.50","0.01","2.00","0.50","0.50","0.00","0.00","0.00","0.250","0.400","0.500","0.900","0.00","$0",""
"","Fernando Rodriguez","RP","HOU","1.00","0.29","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Martin Maldonado","C","MIL","1.00","0.02","0.00","0.00","0.33","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$4,000,000",""
"","Logan Schafer","LF","MIL","1.00","0.05","0.00","0.00","0.38","0.13","0.00","0.00","0.00","0.00","0.333","0.500","0.333","0.833","0.00","$0",""
"","Jeff Locke","RP","PIT","1.00","0.02","1.00","0.02","1.25","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Tony Watson","RP","PIT","1.00","0.27","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
