"Rank","Player","Pos","Team","GP","GS","IP","H","R","ER","BB","SO","W","L","SV","WHIP","ERA","WAR","TVS","Cash2023",""
"","Tyler Beede","SP","SF","10.00","8.80","46.80","50.80","28.00","26.40","18.40","45.20","2.00","4.00","0.00","0.59","2.03","0.09","12.02","$0",""
"","Wade LeBlanc","RP","SEA","10.00","3.85","46.67","55.77","30.77","29.62","11.92","35.38","2.31","2.69","0.00","0.56","2.20","0.02","0.00","$0",""
"","Blake Snell","SP","TB","10.00","10.00","46.52","41.74","23.04","22.17","17.39","63.91","2.61","3.48","0.00","0.55","1.87","0.60","20.35","$16,000,000",""
"","Gio Gonzalez","SP","MIL","10.00","8.95","45.96","40.00","18.95","17.89","19.47","41.05","1.58","1.05","0.00","0.68","1.84","1.11","32.09","$0",""
"","Daniel Mengden","RP","OAK","10.00","8.46","45.90","45.38","24.62","24.62","20.77","32.31","3.85","1.54","0.77","1.11","3.72","0.32","0.00","$0",""
"","Zach Davies","SP","MIL","10.00","8.86","45.62","44.29","20.86","18.00","14.57","29.14","2.86","2.00","0.00","0.37","1.01","0.82","20.53","$4,700,000",""
"","Drew Smyly","SP","PHI","10.00","8.40","45.60","50.40","33.20","31.60","22.00","48.00","1.60","2.80","0.40","0.64","2.50","-0.25","1.73","$8,000,000",""
"","Jose Urquidy","SP","HOU","10.00","7.78","45.56","42.22","20.00","20.00","7.78","44.44","2.22","1.11","0.00","1.22","4.39","0.68","0.00","$3,025,000",""
"","T.J. Zeuch","SP","TOR","10.00","6.00","45.33","44.00","26.00","24.00","22.00","40.00","2.00","4.00","0.00","2.91","9.54","0.54","0.00","$0",""
"","Rich Hill","SP","LAD","10.00","10.00","45.13","36.92","15.38","12.31","13.85","55.38","3.08","0.77","0.00","0.87","1.89","0.91","0.00","$8,000,000",""
"","Brandon Woodruff","SP","MIL","10.00","8.15","45.06","40.37","18.15","18.15","11.11","52.96","4.07","1.11","0.00","0.42","1.34","1.17","33.07","$10,800,000",""
"","Chi Chi Gonzalez","SP","COL","10.00","8.57","45.00","42.14","27.86","26.43","23.57","32.86","1.43","4.29","0.00","1.04","3.78","0.38","0.00","$0",""
"","Justus Sheffield","SP","SEA","10.00","8.75","45.00","55.00","27.50","27.50","22.50","46.25","0.00","1.25","0.00","2.15","6.88","0.15","0.00","$0",""
"","Cal Quantrill","SP","SD","10.00","7.83","44.78","46.09","26.52","25.65","12.17","38.70","2.61","3.48","0.00","0.57","2.24","0.16","17.76","$5,500,000",""
"","C.C. Sabathia","SP","NYY","10.00","9.17","44.72","46.67","26.67","24.58","16.25","44.58","2.08","3.33","0.00","0.59","2.06","0.18","6.24","$0",""
"","Steven Matz","SP","NYM","10.00","8.33","44.54","45.28","23.06","20.83","14.44","42.50","3.06","2.78","0.00","0.37","1.17","0.51","15.32","$10,000,000",""
"","Brock Burke","SP","TEX","10.00","10.00","44.44","50.00","36.67","36.67","18.33","23.33","0.00","3.33","0.00","2.56","12.38","-0.17","0.00","$0",""
"","Logan Webb","SP","SF","10.00","8.89","44.07","48.89","27.78","25.56","15.56","41.11","2.22","3.33","0.00","1.62","5.80","0.06","0.00","$4,600,000",""
"","Glenn Sparkman","SP","KC","10.00","7.42","43.87","52.90","30.97","29.35","13.23","26.13","1.29","3.55","0.00","0.49","1.94","0.04","4.14","$0",""
"","Aaron Sanchez","SP","HOU","10.00","9.00","43.78","48.33","30.67","28.67","22.67","38.33","1.67","4.67","0.00","0.54","1.96","-0.21","3.99","$0",""
"","Daniel Norris","SP","DET","10.00","8.79","43.74","46.67","22.73","21.82","11.52","37.88","0.91","3.94","0.00","0.40","1.36","0.94","15.18","$0",""
"","Michael Wacha","SP","STL","10.00","8.28","43.68","49.31","24.48","23.10","18.97","35.86","2.07","2.41","0.00","0.54","1.64","0.05","6.52","$0",""
"","Trevor Richards","SP","TB","10.00","7.42","43.66","40.97","20.32","19.68","18.06","40.97","1.94","3.87","0.00","0.44","1.31","0.45","16.35","$1,500,000",""
"","Mitch Keller","SP","PIT","10.00","10.00","43.64","65.45","37.27","34.55","14.55","59.09","0.91","4.55","0.00","1.67","6.48","-0.82","0.00","$2,437,500",""
"","Jaime Barria","SP","LAA","10.00","6.84","43.51","48.42","32.11","31.05","14.21","39.47","2.11","5.26","0.00","0.76","3.38","-0.16","4.56","$1,050,000",""
"","Jeremy Hellickson","RP","WSH","10.00","8.89","43.33","52.22","34.44","30.00","22.22","33.33","2.22","3.33","0.00","1.91","6.92","-0.49","0.00","$0",""
"","James Marvel","SP","PIT","10.00","10.00","43.33","62.50","40.00","40.00","15.00","22.50","0.00","7.50","0.00","4.47","20.78","-0.93","0.00","$0",""
"","Robert Dugger","P","MIA","10.00","8.75","42.92","41.25","32.50","27.50","21.25","31.25","0.00","6.25","0.00","1.82","7.21","-0.61","0.00","$0",""
"","Jose Suarez","SP","LAA","10.00","7.89","42.63","52.63","35.26","33.68","17.37","37.89","1.05","3.16","0.00","0.86","3.74","-0.55","1.62","$0",""
"","Dillon Peters","SP","LAA","10.00","7.65","42.35","50.00","29.41","25.29","15.29","32.35","2.35","2.35","0.00","0.91","3.16","0.06","0.00","$0",""
"","Felix Pena","SP","LAA","10.00","3.48","41.88","34.78","24.35","21.30","14.78","43.91","3.48","1.30","0.00","0.51","1.99","0.43","22.90","$0",""
"","Max Fried","SP","ATL","10.00","7.50","41.42","43.50","20.00","18.50","11.75","43.25","4.25","1.50","0.00","0.33","1.01","0.76","19.32","$13,500,000",""
"","Tyler Anderson","SP","COL","10.00","10.00","41.33","66.00","54.00","54.00","22.00","46.00","0.00","6.00","0.00","4.26","23.52","-1.78","0.00","$13,000,000",""
"","Jhoulys Chacin","SP","BOS","10.00","9.60","41.33","46.00","29.20","27.60","18.40","40.40","1.20","4.80","0.00","0.62","2.40","-0.18","4.34","$0",""
"","Tyler Alexander","P","DET","10.00","6.15","41.28","52.31","23.08","22.31","5.38","36.15","0.77","3.08","0.00","1.08","3.74","0.77","0.00","$1,875,000",""
"","Alex Cobb","SP","BAL","10.00","10.00","41.11","70.00","53.33","50.00","6.67","26.67","0.00","6.67","0.00","6.22","36.50","-1.43","0.00","$9,000,000",""
"","Chase Anderson","RP","MIL","10.00","7.94","40.88","37.06","19.71","19.12","14.71","36.47","2.35","1.18","0.00","0.37","1.24","0.58","0.00","$0",""
"","Devin Smeltzer","P","MIN","10.00","5.00","40.83","41.67","19.17","17.50","10.00","31.67","1.67","1.67","0.83","1.05","3.22","0.70","0.00","$0",""
"","Peter Lambert","SP","COL","10.00","8.64","40.61","54.09","33.64","32.73","16.36","25.91","1.36","3.18","0.00","0.79","3.30","-0.37","2.94","$0",""
"","Johnny Cueto","SP","SF","10.00","10.00","40.00","27.50","22.50","22.50","22.50","32.50","2.50","5.00","0.00","3.13","12.65","0.13","0.00","$6,000,000",""
"","Luis Severino","SP","NYY","10.00","10.00","40.00","20.00","6.67","6.67","20.00","56.67","3.33","3.33","0.00","3.33","5.00","2.07","0.00","$15,000,000",""
"","Alec Mills","RP","CHC","10.00","4.44","40.00","34.44","12.22","12.22","12.22","46.67","1.11","0.00","1.11","1.30","3.06","1.08","0.00","$0",""
"","Brad Peacock","SP","HOU","10.00","6.52","39.86","33.91","18.70","18.26","13.48","41.74","3.04","2.61","0.00","0.52","1.79","0.48","22.74","$0",""
