Jugador,Anio,Status,Equipo_anterior,Anios_contrato,Valor_contrato,Valor_promedio_contrato,Equipo,Cantidad_agentes_libres,Valor_contrato_total,Acronimo,Victorias,Juegos totales,Playoffs,Pennants won,WS ganadas,Promedio_victorias,Posicion,Juegos,Juegos_iniciados,Inning_pitched,Bateos_pitcher,Carreras,Carreras_ganadas,Walks,Strike-outs,Wins,Losses,Saves,WHIP,ERA,WAR,TVS,Edad,Peso,Altura,Sueldo_base,Sueldo,Sueldo_regular,Dominio,Control,Comando,Juegos_2,Juegos_iniciados_2,Inning_pitched_2,Bateos_pitcher_2,Carreras_2,Carreras_ganadas_2,Walks_2,Strike-outs_2,Wins_2,Losses_2,Saves_2,WHIP_2,ERA_2,WAR_2,TVS_2,Dominio_2,Control_2,Comando_2
Colby Lewis,2015,UFA,TEX,1,4000000,4000000,Texas Rangers,14,13800000,TEX,87,161,7,2,0,0.5403726708074534,SP,33,33,204.7,211,114,106,42,142,17,9,0,1.24,4.66,0.86,49.72,35,238,6.4,4000000,4000000,4000000,0.07707756608587092,0.022797589969060415,3.380952380952381,1089,1089,41902.09,44521,12996,11236,1764,20164,289,81,0,1.5376,21.715600000000002,0.7395999999999999,2472.0784,0.005940951193721799,0.000519730108397404,11.430839002267573
Ryan Vogelsong,2015,UFA,SF,1,4000000,4000000,San Francisco Giants,9,44000000,SF,84,161,25,23,8,0.5217391304347826,SP,33,22,135.0,140,76,70,58,108,9,11,0,1.47,4.67,-0.35,17.52,37,215,6.4,4000000,4000000,4000000,0.08888888888888889,0.047736625514403296,1.8620689655172413,1089,484,18225.0,19600,5776,4900,3364,11664,81,121,0,2.1609,21.808899999999998,0.12249999999999998,306.9504,0.007901234567901235,0.0022787854155023796,3.4673008323424495
Jonny Gomes,2015,UFA,OAK,1,4000000,4000000,Kansas City Royals,10,69025000,KC,94,161,9,4,2,0.5838509316770186,LF,95,55,1.0,3,2,2,0,1,0,0,0,3.0,18.0,-0.42,0.0,34,205,6.1,1000000,1000000,371585,0.1111111111111111,0.0,inf,9025,3025,1.0,9,4,4,0,1,0,0,0,9.0,324.0,0.17639999999999997,0.0,0.012345679012345678,0.0,inf
Matt Belisle,2015,UFA,COL,1,3500000,3500000,St. Louis Cardinals,3,7500000,STL,100,160,28,23,11,0.625,RP,34,0,33.7,34,10,10,15,25,1,1,0,1.46,2.67,0.75,0.0,35,230,6.3,3500000,3500000,3500000,0.08242664029014177,0.04945598417408506,1.6666666666666667,1156,0,1135.6900000000003,1156,100,100,225,625,1,1,0,2.1315999999999997,7.1289,0.5625,0.0,0.006794151029520422,0.002445894370627352,2.777777777777778
Neal Cotts,2015,UFA,TEX,1,3000000,3000000,Minnesota Twins,4,68250000,MIN,83,161,14,6,3,0.515527950310559,RP,68,0,63.3,58,26,24,22,58,1,0,0,1.26,3.41,0.67,17.05,35,197,6.2,721311,721311,721311,0.10180796910654732,0.038616815868000705,2.6363636363636362,4624,0,4006.8899999999994,3364,676,576,484,3364,1,0,0,1.5876000000000001,11.628100000000002,0.4489000000000001,290.70250000000004,0.010364862573599695,0.001491258467783071,6.950413223140496
John Axford,2015,UFA,PIT,1,2600000,2600000,Colorado Rockies,9,18950000,COL,67,161,3,1,0,0.4161490683229814,RP,60,0,55.7,56,27,26,32,62,4,5,25,1.58,4.2,0.73,48.1,32,234,6.5,2600000,2600000,2600000,0.1236784360662278,0.06383403151805306,1.9375,3600,0,3102.4900000000002,3136,729,676,1024,3844,16,25,625,2.4964000000000004,17.64,0.5328999999999999,2313.61,0.015296355547787998,0.0040747835798477915,3.75390625
Chris Denorfia,2015,UFA,SEA,1,2600000,2600000,Chicago Cubs,13,190950000,CHC,96,161,17,17,2,0.5962732919254659,RF,103,45,0.3,0,0,0,0,0,0,0,0,0.0,0.0,-0.15,10.64,34,185,6.0,2600000,2600000,2600000,0.0,0.0,,10609,2025,0.09,0,0,0,0,0,0,0,0,0.0,0.0,0.0225,113.20960000000001,0.0,0.0,
Brandon Morrow,2015,UFA,TOR,1,2500000,2500000,San Diego Padres,8,80850000,SD,74,161,5,2,0,0.4596273291925465,RP,5,5,33.0,29,10,10,7,23,2,0,0,1.09,2.73,1.05,0.0,30,205,6.3,2500000,2500000,2500000,0.07744107744107744,0.02356902356902357,3.2857142857142856,25,25,1089.0,841,100,100,49,529,4,0,0,1.1881000000000002,7.4529,1.1025,0.0,0.005997120475234953,0.0005554988719971885,10.795918367346937
Burke Badenhop,2015,UFA,BOS,1,2500000,2500000,Cincinnati Reds,3,4000000,CIN,64,161,15,10,5,0.3975155279503105,RP,68,0,66.3,71,30,29,20,36,2,4,0,1.37,3.94,0.38,25.15,32,220,6.5,1000000,1000000,1000000,0.0603318250377074,0.03351768057650411,1.8,4624,0,4395.69,5041,900,841,400,1296,4,16,0,1.8769000000000002,15.5236,0.1444,632.5224999999999,0.0036399291123805372,0.001123434911228561,3.24
Tim Stauffer,2015,UFA,SD,1,2200000,2200000,New York Mets,1,1450000,NYM,89,161,9,5,2,0.5527950310559007,RP,18,0,20.7,32,18,16,9,14,1,0,0,1.98,6.97,,0.0,33,205,6.2,507500,507500,72103,0.07514761137949544,0.04830917874396136,1.5555555555555556,324,0,428.48999999999995,1024,324,256,81,196,1,0,0,3.9204,48.5809,,0.0,0.0056471634960436725,0.002333776750916008,2.419753086419753
Ichiro Suzuki,2015,UFA,NYY,1,2000000,2000000,Miami Marlins,8,20250000,MIA,71,161,2,2,2,0.4409937888198758,RF,153,89,1.0,2,1,1,0,0,0,0,0,2.0,9.0,-1.1,6.04,41,175,6.0,2000000,3200000,3200000,0.0,0.0,,23409,7921,1.0,4,1,1,0,0,0,0,0,4.0,81.0,1.2100000000000002,36.4816,0.0,0.0,
Carlos Villanueva,2015,UFA,CHC,1,2000000,2000000,St. Louis Cardinals,3,7500000,STL,100,160,28,23,11,0.625,RP,35,0,61.0,50,21,20,21,55,4,3,2,1.16,2.95,0.89,0.0,31,215,6.2,2000000,2000000,2000000,0.10018214936247723,0.03825136612021858,2.619047619047619,1225,0,3721.0,2500,441,400,441,3025,16,9,4,1.3456,8.7025,0.7921,0.0,0.010036463050885696,0.0014631670100630058,6.859410430839002
Craig Breslow,2015,UFA,BOS,1,2000000,2000000,Boston Red Sox,8,186500000,BOS,78,161,21,13,8,0.484472049689441,RP,45,2,65.0,69,33,30,23,46,0,4,1,1.41,4.15,0.46,0.0,34,190,6.0,2000000,2000000,2000000,0.07863247863247863,0.039316239316239315,2.0,2025,4,4225.0,4761,1089,900,529,2116,0,16,1,1.9880999999999998,17.222500000000004,0.2116,0.0,0.006183066695887208,0.001545766673971802,4.0
Franklin Morales,2015,UFA,COL,1,1850000,1850000,Kansas City Royals,10,69025000,KC,94,161,9,4,2,0.5838509316770186,RP,67,0,62.3,58,23,21,14,41,4,2,0,1.15,3.03,0.77,40.94,29,210,6.1,1850000,1850000,1850000,0.07312288211164616,0.024968789013732836,2.9285714285714284,4489,0,3881.2899999999995,3364,529,441,196,1681,16,4,0,1.3224999999999998,9.1809,0.5929,1676.0835999999997,0.005346955888313703,0.0006234404248123056,8.576530612244897
Jim Johnson,2015,UFA,DET,1,1600000,1600000,Los Angeles Dodgers,8,61257500,LAD,91,161,29,25,6,0.5652173913043478,RP,72,0,66.7,77,36,33,20,50,2,6,10,1.46,4.46,1.5,47.87,32,250,6.6,585792,585792,585792,0.08329168748958853,0.03331667499583541,2.5,5184,0,4448.89,5929,1296,1089,400,2500,4,36,100,2.1315999999999997,19.8916,2.25,2291.5368999999996,0.0069375052048632774,0.0011100008327781245,6.25
Joe Beimel,2015,UFA,SEA,1,1500000,1500000,Seattle Mariners,9,59750000,SEA,75,161,4,0,0,0.4658385093167702,RP,53,0,47.3,49,25,21,16,22,2,1,1,1.37,3.99,0.1,19.37,38,205,6.3,600000,600000,501639,0.0516795865633075,0.03758515386422363,1.375,2809,0,2237.2899999999995,2401,625,441,256,484,4,1,1,1.8769000000000002,15.920100000000001,0.010000000000000002,375.1969,0.002670779667354393,0.0014126437909973647,1.890625
Chad Billingsley,2015,UFA,LAD,1,1500000,1500000,Philadelphia Phillies,8,13800000,PHI,62,161,14,7,2,0.3850931677018633,SP,7,7,37.0,53,26,24,8,15,2,3,0,1.65,5.84,-0.38,0.0,30,215,6.2,1500000,1500000,1500000,0.04504504504504504,0.024024024024024024,1.875,49,49,1369.0,2809,676,576,64,225,4,9,0,2.7224999999999997,34.105599999999995,0.1444,0.0,0.002029056083110137,0.0005771537303068835,3.515625
Matt Albers,2015,UFA,HOU,1,1500000,1500000,Chicago White Sox,13,137000000,CHW,76,161,9,6,3,0.4720496894409938,RP,30,0,37.3,31,6,5,9,28,2,0,0,1.07,1.21,1.42,0.0,32,225,6.1,1500000,1500000,1500000,0.08340780458742926,0.02680965147453083,3.111111111111111,900,0,1391.2899999999997,961,36,25,81,784,4,0,0,1.1449,1.4641,2.0164,0.0,0.006956861866094785,0.0007187574121858131,9.679012345679013
Alexi Ogando,2015,UFA,TEX,1,1500000,1500000,Boston Red Sox,8,186500000,BOS,78,161,21,13,8,0.484472049689441,RP,64,0,65.3,59,29,29,28,53,3,1,0,1.33,4.0,0.9,13.1,31,200,6.4,1500000,1500000,1500000,0.0901820656797686,0.047643355453462655,1.8928571428571428,4096,0,4264.089999999999,3481,841,841,784,2809,9,1,0,1.7689000000000001,16.0,0.81,171.60999999999999,0.008132804970270097,0.0022698893188649897,3.582908163265306
Tom Gorzelanny,2015,UFA,MIL,1,1000000,1000000,Detroit Tigers,4,2000000,DET,73,160,16,11,4,0.45625,RP,48,0,39.3,46,29,27,23,36,2,3,0,1.75,6.18,-0.64,0.0,32,210,6.2,1000000,1000000,1000000,0.10178117048346057,0.06502685891998869,1.565217391304348,2304,0,1544.4899999999998,2116,841,729,529,1296,4,9,0,3.0625,38.1924,0.4096,0.0,0.010359406664983264,0.004228492381000113,2.449905482041588
Joba Chamberlain,2015,UFA,DET,1,1000000,1000000,Kansas City Royals,10,69025000,KC,94,161,9,4,2,0.5838509316770186,RP,36,0,27.7,39,20,19,9,23,0,2,0,1.74,6.18,-0.53,0.0,29,245,6.3,507500,507500,72103,0.09225832330525471,0.036101083032490974,2.5555555555555554,1296,0,767.29,1521,400,361,81,529,0,4,0,3.0276,38.1924,0.28090000000000004,0.0,0.008511598219096904,0.0013032881961188077,6.530864197530863
Joe Thatcher,2015,UFA,LAA,1,1000000,1000000,Houston Astros,7,65600000,HOU,86,161,10,1,0,0.5341614906832298,RP,43,0,22.7,23,8,8,12,26,1,3,0,1.54,3.18,0.44,0.0,33,230,6.2,765027,765027,765027,0.12726382770435635,0.05873715124816447,2.1666666666666665,1849,0,515.29,529,64,64,144,676,1,9,0,2.3716,10.112400000000001,0.1936,0.0,0.016196081841964097,0.003450052936749749,4.694444444444444
Jeanmar Gomez,2015,UFA,PIT,1,800000,800000,Philadelphia Phillies,8,13800000,PHI,62,161,14,7,2,0.3850931677018633,RP,65,0,74.7,82,28,25,17,50,2,3,0,1.33,3.01,1.25,56.54,27,215,6.3,800000,800000,800000,0.07437156031533541,0.025286330507214037,2.9411764705882355,4225,0,5580.09,6724,784,625,289,2500,4,9,0,1.7689000000000001,9.060099999999998,1.5625,3196.7716,0.005531128983737574,0.0006393985105200633,8.65051903114187
Shane Robinson,2015,UFA,STL,1,550000,550000,Minnesota Twins,4,68250000,MIN,83,161,14,6,3,0.515527950310559,CF,83,48,1.0,0,0,0,1,1,0,0,0,1.0,0.0,0.29,0.0,30,170,5.9,550000,550000,550000,0.1111111111111111,0.1111111111111111,1.0,6889,2304,1.0,0,0,0,1,1,0,0,0,1.0,0.0,0.0841,0.0,0.012345679012345678,0.012345679012345678,1.0
Ross Detwiler,2015,UFA,TEX,1,507500,507500,Atlanta Braves,18,69107500,ATL,65,160,23,18,3,0.40625,SP,41,7,58.3,82,51,47,36,41,1,5,0,2.02,7.25,-0.59,0.51,29,210,6.5,507500,507500,221857,0.0781398894606442,0.0686106346483705,1.1388888888888888,1681,49,3398.89,6724,2601,2209,1296,1681,1,25,0,4.0804,52.5625,0.34809999999999997,0.2601,0.006105842324921694,0.004707419186852179,1.2970679012345678
Rich Hill,2015,UFA,NYY,1,0,0,Boston Red Sox,8,186500000,BOS,78,161,21,13,8,0.484472049689441,SP,4,4,29.0,14,5,5,5,36,2,1,0,0.65,1.55,1.64,0.0,35,221,6.5,507500,507500,72103,0.13793103448275862,0.019157088122605363,7.2,16,16,841.0,196,25,25,25,1296,4,1,0,0.42250000000000004,2.4025000000000003,2.6895999999999995,0.0,0.019024970273483946,0.00036699402533726743,51.84
Mat Latos,2015,UFA,LAD,0,0,0,Los Angeles Angels,6,1507500,LAA,85,161,10,1,1,0.5279503105590062,SP,24,21,116.3,120,67,64,32,100,4,10,0,1.31,4.95,-0.62,29.5,27,245,6.6,507500,507500,13866,0.09553835865099837,0.030572274768319477,3.125,576,441,13525.689999999999,14400,4489,4096,1024,10000,16,100,0,1.7161000000000002,24.5025,0.3844,870.25,0.009127577973726795,0.0009346639845096237,9.765625
David Carpenter,2015,UFA,LAA,1,0,0,Washington Nationals,8,216000000,WSH,83,161,3,1,0,0.515527950310559,RP,30,0,24.7,25,12,11,9,15,0,1,0,1.38,4.01,-0.01,0.0,29,250,6.3,792349,792349,792349,0.06747638326585695,0.04048582995951417,1.6666666666666667,900,0,610.0899999999999,625,144,121,81,225,0,1,0,1.9043999999999996,16.080099999999998,0.0001,0.0,0.00455306229864082,0.0016391024275106952,2.777777777777778
David Carpenter,2015,UFA,LAA,1,0,0,Washington Nationals,8,216000000,WSH,83,161,3,1,0,0.515527950310559,RP,4,0,3.7,6,3,3,0,5,0,0,0,1.64,7.36,,0.0,27,0,0.0,792349,792349,792349,0.15015015015015012,0.0,inf,16,0,13.690000000000001,36,9,9,0,25,0,0,0,2.6895999999999995,54.1696,,0.0,0.022545067590112627,0.0,inf
David Carpenter,2015,UFA,LAA,1,0,0,Atlanta Braves,18,69107500,ATL,65,160,23,18,3,0.40625,RP,30,0,24.7,25,12,11,9,15,0,1,0,1.38,4.01,-0.01,0.0,29,250,6.3,191352,191352,191352,0.06747638326585695,0.04048582995951417,1.6666666666666667,900,0,610.0899999999999,625,144,121,81,225,0,1,0,1.9043999999999996,16.080099999999998,0.0001,0.0,0.00455306229864082,0.0016391024275106952,2.777777777777778
David Carpenter,2015,UFA,LAA,1,0,0,Atlanta Braves,18,69107500,ATL,65,160,23,18,3,0.40625,RP,4,0,3.7,6,3,3,0,5,0,0,0,1.64,7.36,,0.0,27,0,0.0,191352,191352,191352,0.15015015015015012,0.0,inf,16,0,13.690000000000001,36,9,9,0,25,0,0,0,2.6895999999999995,54.1696,,0.0,0.022545067590112627,0.0,inf
Josh Wilson,2015,UFA,TEX,1,0,0,Detroit Tigers,4,2000000,DET,73,160,16,11,4,0.45625,2B,21,8,1.0,2,1,1,0,0,0,0,0,2.0,9.0,,0.0,34,0,6.0,507500,507500,166393,0.0,0.0,,441,64,1.0,4,1,1,0,0,0,0,0,4.0,81.0,,0.0,0.0,0.0,
