Acronimo,Altura,Anio,Anios_contrato,Bateos_pitcher,Bateos_pitcher_2,Cantidad de equipos,Cantidad_agentes_libres,Carreras,Carreras_2,Carreras_ganadas,Carreras_ganadas_2,Comando,Comando_2,Control,Control_2,Dominio,Dominio_2,ERA,ERA_2,Edad,Equipo,Equipo_anterior,Estado,Inning_pitched,Inning_pitched_2,Juegos,Juegos totales,Juegos_2,Juegos_iniciados,Juegos_iniciados_2,Jugador,Losses,Losses_2,Pennants won,Peso,Playoffs,Posicion,Promedio_victorias,Saves,Saves_2,Status,Strike-outs,Strike-outs_2,Sueldo,Sueldo_base,Sueldo_regular,TVS,TVS_2,Valor_contrato,Valor_contrato_total,Valor_promedio_contrato,Victorias,WAR,WAR_2,WHIP,WHIP_2,WS ganadas,Walks,Walks_2,Wins,Wins_2
ATL,6.2,2021,1,153,23409,1,6,80,6400,73,5329,3.18,10.112400000000001,0.03631082062454612,0.0013184756944279636,0.11546840958605664,0.013332953612333337,7.9,62.410000000000004,32,Atlanta Braves,SF,Georgia,153.0,23409.0,39,161,1521,28,784,Drew Smyly,5,25,18,188,27,SP,0.546583850931677,0,0,UFA,159,25281,11000000,11000000,11000000,66.66,4443.5556,11000000,94240000,11000000,88,1.26,1.5876000000000001,2.47,6.100900000000001,4,50,2500,11,121
NYY,6.4,2021,1,74,5476,2,4,37,1369,34,1156,2.4411764705882355,5.959342560553634,0.04663923182441701,0.0021752179451717123,0.11385459533607682,0.012962868879141807,3.83,14.6689,35,New York Yankees,TEX,New York,81.0,6561.0,17,162,289,17,289,Corey Kluber,3,9,40,215,57,SP,0.5679012345679012,0,0,UFA,83,6889,11000000,11000000,11000000,0.0,0.0,11000000,111300000,11000000,92,1.47,2.1609,2.34,5.475599999999999,27,34,1156,5,25
NYM,6.3,2021,1,56,3136,2,9,39,1521,28,784,2.3461538461538463,5.504437869822485,0.04465052378499055,0.0019936692742740067,0.10475699811093937,0.010974028653215355,3.9,15.209999999999999,31,New York Mets,CLE,New York,64.7,4186.09,68,162,4624,0,0,Brad Hand,7,49,5,224,9,RP,0.4753086419753086,21,441,UFA,61,3721,10500000,10500000,1750012,11.38,129.5044,10500000,94150000,10500000,77,0.33,0.10890000000000001,1.27,1.6129,2,26,676,6,36
BOS,6.2,2021,1,205,42025,1,6,109,11881,97,9409,2.090909090909091,4.37190082644628,0.04550827423167849,0.0020710030235456525,0.09515366430260047,0.009054219830211983,8.9,79.21000000000001,33,Boston Red Sox,SD,Massachusetts,188.0,35344.0,54,162,2916,32,1024,Garrett Richards,10,100,14,210,25,RP,0.5679012345679012,3,9,UFA,161,25921,9500000,8500000,9500000,0.0,0.0,10000000,31850000,10000000,92,1.21,1.4641,2.84,8.0656,9,77,5929,9,81
SEA,6.4,2021,1,23,529,1,4,18,324,16,256,3.5,12.25,0.040962621607782905,0.0016779363689824029,0.14336917562724016,0.020554720520034434,13.39,179.2921,31,Seattle Mariners,NYY,Washington,21.7,470.89,6,162,36,6,36,James Paxton,1,1,0,235,4,SP,0.5555555555555556,0,0,UFA,28,784,8500000,8500000,8500000,0.0,0.0,8500000,16300000,8500000,90,-0.39,0.1521,2.23,4.9729,0,8,64,1,1
TOR,6.2,2021,1,203,41209,1,6,102,10404,99,9801,3.2577319587628866,10.612817515145073,0.04399092970521542,0.0019352018963292043,0.14331065759637188,0.02053794458070454,9.46,89.49160000000002,29,Toronto Blue Jays,TOR,Toronto,245.0,60025.0,44,163,1936,43,1849,Robbie Ray,12,144,2,215,8,SP,0.5644171779141104,0,0,UFA,316,99856,8000000,8000000,8000000,103.27,10664.6929,8000000,186250000,8000000,92,6.28,39.4384,2.94,8.6436,2,97,9409,15,225
STL,6.7,2021,1,222,49284,2,2,97,9409,93,8649,3.5076923076923077,12.303905325443786,0.026552287581699346,0.0007050239758212653,0.09313725490196079,0.008674548250672818,6.2,38.440000000000005,39,St. Louis Cardinals,STL,Missouri,272.0,73984.0,44,161,1936,42,1764,Adam Wainwright,10,100,23,230,31,SP,0.5527950310559007,0,0,UFA,228,51984,8000000,8000000,8000000,177.36,31456.569600000006,8000000,17000000,8000000,89,4.06,16.483599999999996,2.11,4.4521,11,65,4225,22,484
STL,6.5,2021,1,214,45796,2,2,119,14161,117,13689,2.6031746031746033,6.776518014613253,0.03470500743678731,0.0012044375411874625,0.09034319396243046,0.008161892695333331,9.26,85.74759999999999,37,St. Louis Cardinals,NYY,Missouri,201.7,40682.88999999999,39,161,1521,38,1444,J.A. Happ,10,100,23,205,31,SP,0.5527950310559007,0,0,UFA,164,26896,8000000,8000000,2795715,51.75,2678.0625,8000000,17000000,8000000,89,-0.53,0.28090000000000004,2.53,6.400899999999999,11,63,3969,12,144
SEA,6.3,2021,2,4,16,1,4,4,16,4,16,1.5,2.25,0.1201201201201201,0.014428843257672084,0.18018018018018014,0.03246489732976218,9.82,96.4324,29,Seattle Mariners,TOR,Washington,3.7,13.690000000000001,4,162,16,0,0,Ken Giles,0,0,0,210,4,RP,0.5555555555555556,1,1,UFA,6,36,1275000,1000000,1275000,0.0,0.0,7000000,16300000,3500000,90,-0.15,0.0225,2.18,4.752400000000001,0,4,16,0,0
NYM,6.0,2021,2,0,0,2,9,0,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,32,New York Mets,COL,New York,0.3,0.09,124,162,15376,82,6724,Kevin Pillar,0,0,5,210,9,CF,0.4753086419753086,0,0,UFA,0,0,3600000,3600000,3600000,16.8,282.24,6500000,94150000,3250000,77,0.5,0.25,0.0,0.0,2,0,0,0,0
TB,6.2,2021,1,18,324,2,7,11,121,10,100,2.625,6.890625,0.046056419113413925,0.0021211937415504395,0.12089810017271156,0.014616350625371,4.66,21.715600000000002,32,Tampa Bay Rays,PIT,Florida,19.3,372.49,6,162,36,5,25,Chris Archer,1,1,2,195,7,SP,0.6172839506172839,0,0,UFA,21,441,6500000,6500000,6500000,0.0,0.0,6500000,18725000,6500000,100,-0.1,0.010000000000000002,1.35,1.8225000000000002,0,8,64,1,1
MIN,6.1,2021,1,81,6561,1,6,44,1936,32,1024,2.3870967741935485,5.698231009365245,0.03945526282296042,0.0015567177644288826,0.09418353060964746,0.008870537438098399,4.96,24.6016,31,Minnesota Twins,CHW,Minnesota,87.3,7621.289999999999,88,163,7744,0,0,Alex Colome,4,16,6,225,17,RP,0.4478527607361963,29,841,UFA,74,5476,5000000,5000000,5000000,97.47,9500.4009,6250000,41750000,6250000,73,0.3,0.09,2.34,5.475599999999999,3,31,961,6,36
PHI,6.4,2021,1,68,4624,2,6,30,900,27,729,2.32,5.3824,0.04008337341670675,0.0016066768244631534,0.09299342632675967,0.008647777339990477,6.66,44.3556,28,Philadelphia Phillies,CIN,Pennsylvania,69.3,4802.49,69,162,4761,0,0,Archie Bradley,3,9,7,215,14,RP,0.5061728395061729,8,64,UFA,58,3364,6000000,6000000,6000000,18.34,336.3556,6000000,158800000,6000000,82,0.91,0.8281000000000001,2.52,6.3504000000000005,2,25,625,9,81
SF,6.1,2021,1,182,33124,5,8,88,7744,86,7396,3.0517241379310347,9.313020214030917,0.032014130374786114,0.0010249045436538028,0.0976982944196059,0.009544956732499997,10.39,107.95210000000002,30,San Francisco Giants,CIN,California,201.3,40521.69,43,163,1849,38,1444,Anthony DeSclafani,9,81,23,195,27,RP,0.6625766871165644,0,0,UFA,177,31329,6125000,6000000,6125000,88.38,7811.024399999999,6000000,36200000,6000000,108,3.45,11.902500000000002,2.78,7.728399999999999,8,58,3364,14,196
LAD,6.1,2021,2,1,1,5,7,0,0,0,0,3.0,9.0,0.1111111111111111,0.012345679012345678,0.3333333333333333,0.1111111111111111,0.0,0.0,30,Los Angeles Dodgers,NYY,California,1.0,1.0,1,162,1,0,0,Tommy Kahnle,0,0,25,235,35,RP,0.654320987654321,0,0,UFA,3,9,1025000,750000,1025000,0.0,0.0,5250000,160320500,2625000,106,0.1,0.010000000000000002,2.0,4.0,7,1,1,0,0
CIN,6.2,2021,2,50,2500,2,1,32,1024,28,784,2.08,4.3264000000000005,0.051727705358990274,0.002675755501706511,0.10759362714669977,0.011576388602583051,8.95,80.10249999999999,32,Cincinnati Reds,NYM,Ohio,53.7,2883.6900000000005,65,163,4225,0,0,Justin Wilson,2,4,10,205,16,RP,0.50920245398773,0,0,UFA,52,2704,2850000,2850000,1011318,47.1,2218.4100000000003,5150000,1500000,2575000,83,-0.33,0.10890000000000001,2.78,7.728399999999999,5,25,625,3,9
STL,6.4,2021,1,223,49729,2,2,119,14161,109,11881,1.8472222222222223,3.4122299382716053,0.03954522985664854,0.001563825204415167,0.07304882737408688,0.005336131180729145,9.87,97.41689999999998,36,St. Louis Cardinals,CHC,Missouri,202.3,40925.29000000001,42,161,1764,40,1600,Jon Lester,9,81,23,240,31,SP,0.5527950310559007,0,0,UFA,133,17689,2000000,2000000,698945,29.54,872.6116,5000000,17000000,5000000,89,-0.75,0.5625,2.84,8.0656,11,72,5184,10,100
SF,6.4,2021,2,58,3364,5,8,31,961,24,576,7.0,49.0,0.018055555555555554,0.00032600308641975303,0.12638888888888888,0.0159741512345679,5.38,28.944399999999998,33,San Francisco Giants,LAD,California,80.0,6400.0,86,163,7396,0,0,Jake McGee,3,9,23,229,27,RP,0.6625766871165644,31,961,UFA,91,8281,2000000,2000000,2000000,145.49,21167.3401,5000000,36200000,2500000,108,1.37,1.8769000000000002,1.74,3.0276,8,13,169,6,36
MIA,6.2,2021,2,72,5184,2,2,46,2116,36,1296,2.393939393939394,5.730945821854913,0.0421455938697318,0.0017762510826323749,0.10089399744572158,0.010179598720577273,7.33,53.7289,32,Miami Marlins,TOR,Florida,87.0,7569.0,96,162,9216,1,1,Anthony Bass,12,144,2,200,3,RP,0.4135802469135802,7,49,UFA,79,6241,1000000,1000000,1000000,102.49,10504.200099999998,5000000,10000000,2500000,67,0.73,0.5328999999999999,2.3,5.289999999999999,2,33,1089,5,25
OAK,6.2,2021,1,80,6400,5,5,39,1521,38,1444,2.1,4.41,0.03253619651862698,0.0010586040838987142,0.06832601268911664,0.004668444009993329,12.29,151.0441,36,Oakland Athletics,OAK,California,68.3,4664.889999999999,13,162,169,13,169,Michael Fiers,5,25,15,211,29,SP,0.5308641975308642,0,0,UFA,42,1764,3500000,3500000,3500000,58.88,3466.8544,3500000,21300000,3500000,86,0.38,0.1444,3.41,11.628100000000002,9,20,400,6,36
TOR,6.3,2021,1,57,3249,1,6,29,841,28,784,2.909090909090909,8.462809917355372,0.04094546808114647,0.0016765313563841843,0.11911408896333518,0.014188166189565329,7.88,62.0944,37,Toronto Blue Jays,OAK,Toronto,59.7,3564.09,63,163,3969,0,0,Joakim Soria,6,36,2,205,8,RP/CL,0.5644171779141104,8,64,UFA,64,4096,3500000,3500000,1223105,47.97,2301.1209,3500000,186250000,3500000,92,0.69,0.4760999999999999,2.62,6.864400000000001,2,22,484,3,9
DET,6.2,2021,1,141,19881,1,5,85,7225,79,6241,1.490909090909091,2.222809917355372,0.0492831541218638,0.0024288292801993806,0.07347670250896057,0.005398825811590293,11.21,125.66410000000002,29,Detroit Tigers,MIA,Michigan,124.0,15376.0,31,162,961,23,529,Jose Urena,11,121,11,208,16,SP,0.4753086419753086,0,0,UFA,82,6724,3450000,3250000,3450000,7.71,59.4441,3250000,21500000,3250000,77,-0.33,0.10890000000000001,3.1,9.610000000000001,4,55,3025,4,16
HOU,6.1,2021,1,0,0,2,5,0,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,32,Houston Astros,MIN,Texas,1.0,1.0,91,162,8281,75,5625,Marwin Gonzalez,0,0,4,205,15,3B,0.5864197530864198,0,0,UFA,0,0,570500,570500,85876,0.0,0.0,3000000,76100000,3000000,95,-0.39,0.1521,0.0,0.0,1,0,0,0,0
CHW,6.3,2021,1,100,10000,2,2,46,2116,42,1764,4.897435897435898,23.984878369493757,0.030886196246139225,0.0009539571185550247,0.1512631662310921,0.022880545458255,10.59,112.1481,28,Chicago White Sox,CHW,Illinois,140.3,19684.090000000004,28,162,784,26,676,Carlos Rodon,7,49,6,245,11,SP,0.5740740740740741,0,0,UFA,191,36481,3000000,3000000,3000000,98.06,9615.7636,3000000,57000000,3000000,93,4.71,22.1841,2.52,6.3504000000000005,3,39,1521,13,169
SD,6.1,2021,1,76,5776,5,4,29,841,23,529,2.28125,5.2041015625,0.040728013236604306,0.0016587710622010155,0.09291078019600357,0.00863241307663009,5.01,25.100099999999998,35,San Diego Padres,ATL,California,87.3,7621.289999999999,87,162,7569,0,0,Mark Melancon,4,16,2,215,6,RP/CL,0.4876543209876543,50,2500,UFA,73,5329,4000000,2000000,4000000,136.43,18613.144900000003,3000000,25200000,3000000,79,3.06,9.3636,2.5,6.25,0,32,1024,6,36
SF,6.4,2021,1,142,20164,5,8,74,5476,68,4624,3.7111111111111112,13.772345679012346,0.03304692663582287,0.0010920993600734591,0.12264081662627598,0.01504076990275985,10.23,104.6529,29,San Francisco Giants,LAD,California,151.3,22891.690000000002,35,163,1225,28,784,Alex Wood,5,25,23,215,27,RP,0.6625766871165644,0,0,UFA,167,27889,5000000,3000000,5000000,68.14,4643.0596000000005,3000000,36200000,3000000,108,1.14,1.2995999999999999,3.0,9.0,8,45,2025,10,100
TB,6.6,2021,1,178,31684,2,7,99,9801,95,9025,4.157894736842105,17.28808864265928,0.026605054960442485,0.0007078289494481654,0.11062101799341875,0.012237009621900276,11.67,136.1889,30,Tampa Bay Rays,NYM,Florida,158.7,25185.689999999995,38,162,1444,30,900,Michael Wacha,9,81,2,215,7,SP,0.6172839506172839,0,0,UFA,158,24964,3000000,3000000,3000000,15.42,237.7764,3000000,18725000,3000000,100,-0.87,0.7569,2.87,8.2369,0,38,1444,4,16
OAK,6.2,2021,1,56,3136,5,5,21,441,21,441,3.2083333333333335,10.293402777777779,0.03405704555129843,0.0011598823516832163,0.10926635447708245,0.011939136220711436,8.36,69.88959999999999,31,Oakland Athletics,CHC,California,78.3,6130.889999999999,86,162,7396,0,0,Andrew Chafin,6,36,15,235,29,RP,0.5308641975308642,6,36,UFA,77,5929,2750000,2250000,822596,79.73,6356.8729,2750000,21300000,2750000,86,1.32,1.7424000000000002,2.59,6.708099999999999,9,24,576,3,9
OAK,6.1,2021,1,88,7744,5,5,39,1521,38,1444,3.176470588235294,10.089965397923875,0.01894572606709016,0.0003589405362092196,0.06018054162487462,0.0036216975902632668,5.58,31.136400000000002,36,Oakland Athletics,OAK,California,99.7,9940.09,104,162,10816,0,0,Yusmeiro Petit,4,16,15,252,29,RP,0.5308641975308642,2,4,UFA,54,2916,3000000,2550000,3000000,89.35,7983.422499999999,2550000,21300000,2550000,86,1.66,2.7556,2.15,4.6225,9,17,289,10,100
NYM,6.5,2021,1,165,27225,2,9,83,6889,81,6561,2.513888888888889,6.319637345679012,0.04054738976178408,0.0016440908164940327,0.1019316325955961,0.010390057723603588,6.89,47.4721,40,New York Mets,MIN,New York,197.3,38927.29,40,162,1600,39,1521,Rich Hill,10,100,5,221,9,SP,0.4753086419753086,0,0,UFA,181,32761,2500000,2500000,967752,125.56,15765.313600000001,2500000,94150000,2500000,77,1.51,2.2801,2.37,5.6169,2,72,5184,9,81
MIL,6.4,2021,1,152,23104,1,4,76,5776,67,4489,2.3684210526315788,5.609418282548476,0.029526029526029528,0.0008717864195719675,0.06993006993006994,0.0048902146804244715,8.43,71.0649,33,Milwaukee Brewers,MIL,Wisconsin,143.0,20449.0,34,162,1156,34,1156,Brett Anderson,13,169,1,230,8,SP,0.5864197530864198,0,0,UFA,90,8100,2500000,2500000,2500000,88.45,7823.4025,2500000,45400000,2500000,95,0.69,0.4760999999999999,2.63,6.916899999999999,0,38,1444,8,64
NYM,6.3,2021,1,171,29241,2,9,93,8649,82,6724,2.673076923076923,7.14534023668639,0.03949267107161844,0.001559671068371048,0.10556694767221082,0.011144380440827299,10.53,110.88089999999998,29,New York Mets,PIT,New York,146.3,21403.690000000002,34,162,1156,26,676,Trevor Williams,10,100,5,230,9,SP,0.4753086419753086,0,0,UFA,139,19321,2850000,2500000,199355,46.67,2178.0889,2500000,94150000,2500000,77,-1.18,1.3923999999999999,3.07,9.4249,2,52,2704,6,36
ARI,6.3,2021,1,41,1681,1,5,21,441,17,289,3.1333333333333333,9.817777777777778,0.03248862897985705,0.0010555110129908073,0.10179770413688542,0.010362772567540859,5.97,35.640899999999995,35,Arizona Diamondbacks,MIN,Arizona,51.3,2631.6899999999996,52,163,2704,2,4,Tyler Clippard,2,4,1,200,6,RP,0.3251533742331288,6,36,UFA,47,2209,1750000,1750000,1750000,61.94,3836.5635999999995,2250000,8500000,2250000,53,0.97,0.9409,2.19,4.7961,1,15,225,3,9
OAK,6.3,2021,1,1,1,5,5,0,0,0,0,inf,inf,0.0,0.0,0.1111111111111111,0.012345679012345678,0.0,0.0,35,Oakland Athletics,SD,California,1.0,1.0,81,162,6561,64,4096,Mitch Moreland,0,0,15,245,29,1B,0.5308641975308642,0,0,UFA,1,1,2250000,2250000,2250000,0.0,0.0,2250000,21300000,2250000,86,-0.01,0.0001,1.0,1.0,9,0,0,0,0
TEX,6.4,2021,1,139,19321,2,4,86,7396,84,7056,2.6944444444444446,7.260030864197532,0.02877697841726619,0.000828114486827804,0.07753796962430055,0.006012136733458955,5.44,29.593600000000006,29,Texas Rangers,ATL,Texas,139.0,19321.0,28,162,784,24,576,Mike Foltynewicz,12,144,2,200,8,SP,0.3703703703703703,0,0,UFA,97,9409,2000000,2000000,2000000,10.18,103.63239999999999,2000000,5865500,2000000,60,-0.61,0.3721,1.26,1.5876000000000001,0,36,1296,2,4
BOS,6.0,2021,1,77,5929,1,6,59,3481,53,2809,2.0425531914893615,4.1720235400633765,0.06093608193958252,0.003713206082147515,0.12446518864255153,0.015491583183825939,14.7,216.08999999999997,30,Boston Red Sox,LAA,Massachusetts,85.7,7344.490000000001,90,162,8100,0,0,Hansel Robles,7,49,14,220,25,RP,0.5679012345679012,15,225,UFA,96,9216,2075000,2000000,698945,13.32,177.4224,2000000,31850000,2000000,92,-1.35,1.8225000000000002,3.12,9.7344,9,47,2209,3,9
TB,6.2,2021,1,48,2304,2,7,15,225,11,121,6.166666666666667,38.02777777777778,0.020833333333333332,0.00043402777777777775,0.1284722222222222,0.016505111882716045,1.55,2.4025000000000003,34,Tampa Bay Rays,BOS,Florida,64.0,4096.0,37,162,1369,7,49,Collin McHugh,1,1,2,190,7,RP,0.6172839506172839,1,1,UFA,74,5476,1800000,1800000,1800000,0.0,0.0,1800000,18725000,1800000,100,1.87,3.4969000000000006,0.94,0.8835999999999999,0,12,144,6,36
TOR,6.2,2021,1,27,729,1,6,18,324,16,256,5.111111111111111,26.123456790123452,0.03225806451612903,0.0010405827263267429,0.16487455197132617,0.027183617887745534,7.4,54.760000000000005,34,Toronto Blue Jays,PHI,Toronto,31.0,961.0,34,163,1156,1,1,David Phelps,4,16,2,198,8,RP,0.5644171779141104,0,0,UFA,46,2116,1750000,1750000,1750000,42.31,1790.1361000000002,1750000,186250000,1750000,92,1.0,1.0,2.32,5.3824,2,9,81,2,4
CIN,6.0,2021,1,1,1,2,1,0,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,35,Cincinnati Reds,WSH,Ohio,1.3,1.6900000000000002,110,163,12100,72,5184,Asdrubal Cabrera,0,0,10,235,16,2B,0.50920245398773,0,0,UFA,0,0,1750000,1750000,348133,23.28,541.9584000000001,1750000,1500000,1750000,83,0.88,0.7744,0.75,0.5625,5,0,0,0,0
PIT,6.4,2021,1,58,3364,2,2,39,1521,36,1296,2.25,5.0625,0.05017921146953405,0.0025179532637042176,0.11290322580645161,0.0127471383975026,9.81,96.23610000000001,33,Pittsburgh Pirates,SF,Pennsylvania,62.0,3844.0,20,161,400,14,196,Trevor Cahill,7,49,9,230,17,SP,0.3726708074534161,0,0,UFA,63,3969,1500000,1500000,1500000,0.0,0.0,1500000,1500000,1500000,60,0.07,0.004900000000000001,2.71,7.3441,5,28,784,2,4
SEA,6.2,2021,1,59,3481,1,4,33,1089,30,900,2.185185185185185,4.775034293552812,0.052356020942408384,0.0027411529289219053,0.11440760131859609,0.01308909923947483,10.4,108.16000000000001,34,Seattle Mariners,WSH,Washington,57.3,3283.2899999999995,67,162,4489,0,0,Sean Doolittle,3,9,0,204,4,RP,0.5555555555555556,1,1,UFA,59,3481,1500000,1500000,306470,12.83,164.6089,1500000,16300000,1500000,90,0.66,0.43560000000000004,3.17,10.0489,0,27,729,3,9
ATL,6.1,2021,1,109,11881,1,6,58,3364,57,3249,5.615384615384615,31.53254437869822,0.016229712858926344,0.0002634035794831991,0.09113607990012484,0.00830578505956194,11.34,128.5956,36,Atlanta Braves,ATL,Georgia,89.0,7921.0,53,161,2809,5,25,Josh Tomlin,2,4,18,190,27,RP,0.546583850931677,0,0,UFA,73,5329,1000000,1000000,1000000,0.0,0.0,1250000,94240000,1250000,88,-0.25,0.0625,2.71,7.3441,4,13,169,6,36
SD,6.1,2021,1,14,196,5,4,9,81,7,49,4.0,16.0,0.03499562554680665,0.0012246938074123063,0.1399825021872266,0.0195951009185969,9.56,91.3936,27,San Diego Padres,PIT,California,12.7,161.29,15,162,225,0,0,Keone Kela,2,4,2,220,6,RP,0.4876543209876543,0,0,UFA,16,256,1200000,1200000,1200000,0.0,0.0,1200000,25200000,1200000,79,-0.29,0.0841,3.31,10.956100000000001,0,4,16,2,4
TB,6.5,2021,1,11,121,2,7,6,36,5,25,2.75,7.5625,0.044444444444444446,0.0019753086419753087,0.12222222222222222,0.01493827160493827,29.89,893.4121,34,Tampa Bay Rays,TB,Florida,10.0,100.0,11,162,121,0,0,Chaz Roe,0,0,2,190,7,RP,0.6172839506172839,1,1,UFA,11,121,1150000,1150000,1150000,0.0,0.0,1150000,18725000,1150000,100,0.1,0.010000000000000002,4.39,19.2721,0,4,16,2,4
