Jugador,Anio,Status,Equipo_anterior,Anios_contrato,Valor_contrato,Valor_promedio_contrato,Posicion,Juegos,Porcetnaje_juegos,At-bats,Bateos,Home-runs,RBI,Porcentaje_bateo,OPS,Equipo,Sueldo_base,Sueldo,Sueldo_regular,Juegos_2,Porcetnaje_juegos_2,At-bats_2,Bateos_2,Home-runs_2,RBI_2,Porcentaje_bateo_2,OPS_2
Jerry Blevins,2016,UFA,NYM,1,4000000,4000000,RP,73,0.451,1,0,0,0,0.0,0.0,NYM,4000000,5000000,5000000,5329,0.203401,1,0,0,0,0.0,0.0
Dioner Navarro,2016,UFA,TOR,1,4000000,4000000,C,101,0.624,304,63,6,35,0.207,0.587,TOR,4000000,4000000,852459,10201,0.389376,92416,3969,36,1225,0.042849,0.34456899999999996
Alexei Ramirez,2016,UFA,CHW,1,4000000,4000000,SS,145,0.895,478,115,6,48,0.241,0.61,TB,507500,507500,69325,21025,0.801025,228484,13225,36,2304,0.058080999999999994,0.3721
Cliff Pennington,2016,UFA,TOR,2,3750000,1875000,SS,74,0.457,172,36,3,10,0.209,0.573,LAA,1500000,1500000,1500000,5476,0.208849,29584,1296,9,100,0.043681,0.3283289999999999
Juan Nicasio,2016,UFA,LAD,1,3000000,3000000,RP,52,0.321,19,3,0,1,0.158,0.316,PIT,3000000,3000000,3000000,2704,0.10304100000000001,361,9,0,1,0.024964,0.099856
Yusmeiro Petit,2016,UFA,SF,1,3000000,3000000,RP,36,0.222,6,1,0,0,0.167,0.333,WSH,2500000,2500000,2500000,1296,0.049284,36,1,0,0,0.027889000000000004,0.11088900000000002
A.J. Pierzynski,2016,UFA,ATL,1,3000000,3000000,C,81,0.503,247,55,2,23,0.223,0.559,ATL,2000000,3050000,3050000,6561,0.253009,61009,3025,4,529,0.049729,0.31248100000000006
Stephen Drew,2016,UFA,NYY,1,3000000,3000000,2B,70,0.432,143,38,8,21,0.266,0.864,WSH,3000000,3000000,3000000,4900,0.18662399999999998,20449,1444,64,441,0.07075600000000001,0.7464959999999999
David Freese,2016,UFA,LAA,1,3000000,3000000,3B,141,0.87,437,118,13,55,0.27,0.764,PIT,3000000,3000000,3000000,19881,0.7569,190969,13924,169,3025,0.0729,0.583696
Geovany Soto,2016,UFA,CHW,1,2800000,2800000,C,26,0.161,78,21,4,9,0.269,0.809,LAA,2800000,2800000,2800000,676,0.025921000000000003,6084,441,16,81,0.07236100000000001,0.6544810000000001
Alex Avila,2016,UFA,DET,1,2500000,2500000,C,57,0.352,169,36,7,11,0.213,0.732,CHW,2500000,2500000,2500000,3249,0.12390399999999999,28561,1296,49,121,0.045369,0.535824
Sean Rodriguez,2016,UFA,PIT,1,2500000,2500000,2B,140,0.864,300,81,18,56,0.27,0.859,PIT,2500000,2850000,2850000,19600,0.7464959999999999,90000,6561,324,3136,0.0729,0.737881
Chris Carter,2016,UFA,HOU,1,2500000,2500000,1B,160,0.988,549,122,41,94,0.222,0.821,MIL,2500000,2500000,2500000,25600,0.976144,301401,14884,1681,8836,0.049284,0.6740409999999999
Jim Johnson,2016,UFA,LAD,1,2500000,2500000,RP,65,0.404,1,0,0,0,0.0,0.0,ATL,2500000,3075000,3075000,4225,0.16321600000000003,1,0,0,0,0.0,0.0
Matt Albers,2016,UFA,CHW,1,2250000,2250000,RP,58,0.358,1,1,0,0,1.0,3.0,CHW,2000000,2000000,2000000,3364,0.128164,1,1,0,0,1.0,9.0
Ryan Vogelsong,2016,UFA,SF,1,2000000,2000000,SP,24,0.148,19,1,0,1,0.053,0.195,PIT,2000000,3225000,3225000,576,0.021903999999999996,361,1,0,1,0.002809,0.038025
Kelly Johnson,2016,UFA,NYM,1,2000000,2000000,2B,131,0.814,304,75,10,34,0.247,0.698,NYM,2000000,2250000,1528693,17161,0.662596,92416,5625,100,1156,0.061009,0.4872039999999999
Alfredo Simon,2016,UFA,DET,1,2000000,2000000,SP,15,0.093,14,1,0,1,0.071,0.259,CIN,2000000,2000000,2000000,225,0.008649,196,1,0,1,0.0050409999999999995,0.067081
Justin Ruggiano,2016,UFA,LAD,1,1650000,1650000,RF,9,0.056,24,8,2,7,0.333,1.01,NYM,507500,507500,180245,81,0.0031360000000000003,576,64,4,49,0.11088900000000002,1.0201
Franklin Gutierrez,2016,UFA,SEA,1,1500000,1500000,CF,98,0.605,248,61,14,39,0.246,0.78,SEA,1500000,2500000,2500000,9604,0.366025,61504,3721,196,1521,0.060516,0.6084
Carlos Villanueva,2016,UFA,STL,1,1500000,1500000,RP,51,0.315,4,0,0,0,0.0,0.0,SD,1500000,1500000,1500000,2601,0.09922500000000001,16,0,0,0,0.0,0.0
Jeff Mathis,2016,UFA,MIA,1,1500000,1500000,C,41,0.255,127,30,2,15,0.236,0.596,MIA,1500000,1500000,1500000,1681,0.065025,16129,900,4,225,0.055695999999999996,0.355216
Daniel Nava,2016,UFA,TB,1,1375000,1375000,LF,54,0.333,130,29,1,13,0.223,0.59,KC,1375000,1375000,202878,2916,0.11088900000000002,16900,841,1,169,0.049729,0.34809999999999997
Matt Belisle,2016,UFA,STL,1,1250000,1250000,RP,40,0.247,4,0,0,0,0.0,0.0,WSH,1250000,1250000,1250000,1600,0.061009,16,0,0,0,0.0,0.0
Gordon Beckham,2016,UFA,CHW,1,1250000,1250000,2B,88,0.547,245,52,5,31,0.212,0.633,SF,1250000,1250000,40983,7744,0.29920900000000006,60025,2704,25,961,0.044944,0.400689
Jhoulys Chacin,2016,UFA,ARI,1,1100000,1100000,SP,34,0.211,10,3,0,1,0.3,0.6,LAA,1100000,1100000,877593,1156,0.044521,100,9,0,1,0.09,0.36
Matt Joyce,2016,UFA,LAA,1,1000000,1000000,RF,140,0.864,231,56,13,42,0.242,0.866,PIT,1000000,1000000,1000000,19600,0.7464959999999999,53361,3136,169,1764,0.058564,0.749956
Gavin Floyd,2016,UFA,CLE,1,1000000,1000000,RP,28,0.173,1,0,0,0,0.0,0.0,TOR,1000000,1000000,1000000,784,0.029928999999999997,1,0,0,0,0.0,0.0
Justin Morneau,2016,UFA,COL,1,1000000,1000000,1B,58,0.358,203,53,6,25,0.261,0.731,CHW,1000000,1100000,633879,3364,0.128164,41209,2809,36,625,0.068121,0.534361
Eric Young Jr.,2016,UFA,NYM,1,1000000,1000000,CF,6,0.037,1,0,0,0,0.0,0.0,NYY,1000000,1000000,1000000,36,0.0013689999999999998,1,0,0,0,0.0,0.0
Jeff Francoeur,2016,UFA,PHI,1,1000000,1000000,LF,125,0.776,307,78,7,34,0.254,0.675,MIA,1000000,1000000,218579,15625,0.602176,94249,6084,49,1156,0.064516,0.45562500000000006
Blaine Boyer,2016,UFA,MIN,1,950000,950000,RP,61,0.377,1,0,0,0,0.0,0.0,MIL,950000,950000,950000,3721,0.142129,1,0,0,0,0.0,0.0
Josh Thole,2016,UFA,TOR,1,800000,800000,C,50,0.309,118,20,1,7,0.17,0.483,TOR,507500,507500,88736,2500,0.095481,13924,400,1,49,0.028900000000000006,0.233289
Blake Wood,2016,UFA,PIT,1,600000,600000,RP,70,0.432,2,0,0,0,0.0,0.0,CIN,600000,600000,600000,4900,0.18662399999999998,4,0,0,0,0.0,0.0
Jaff Decker,2016,UFA,PIT,1,525000,525000,LF,19,0.117,52,8,0,1,0.154,0.384,TB,525000,525000,85963,361,0.013689000000000002,2704,64,0,1,0.023716,0.147456
Edwin Jackson,2016,UFA,ATL,1,507500,507500,SP,24,0.149,23,5,0,2,0.217,0.569,SD,507500,507500,216294,576,0.022201,529,25,0,4,0.047089,0.32376099999999997
Jarrod Saltalamacchia,2016,UFA,ARI,1,507500,507500,C,92,0.571,246,42,12,38,0.171,0.63,DET,507500,507500,507500,8464,0.32604099999999997,60516,1764,144,1444,0.029241000000000003,0.39690000000000003
A.J. Griffin,2016,UFA,OAK,1,507500,507500,RP,23,0.142,2,0,0,0,0.0,0.0,TEX,507500,507500,493633,529,0.020163999999999998,4,0,0,0,0.0,0.0
Jose Reyes,2016,UFA,COL,1,507500,507500,3B,60,0.37,255,68,8,24,0.267,0.769,NYM,507500,507500,249570,3600,0.1369,65025,4624,64,576,0.071289,0.591361
Billy Butler,2016,UFA,OAK,1,49914,49914,DH,97,0.599,250,71,5,35,0.284,0.752,NYY,507500,507500,49914,9409,0.358801,62500,5041,25,1225,0.08065599999999999,0.565504
Michael Bourn,2016,UFA,ATL,1,0,0,CF,113,0.698,375,99,5,38,0.264,0.684,BAL,507500,507500,91509,12769,0.4872039999999999,140625,9801,25,1444,0.06969600000000001,0.46785600000000005
Mat Latos,2016,UFA,CHW,0,0,0,SP,17,0.105,5,1,1,1,0.2,1.0,WSH,507500,507500,85963,289,0.011024999999999998,25,1,1,1,0.04000000000000001,1.0
Jemile Weeks,2016,UFA,BOS,1,0,0,2B,17,0.105,50,7,0,2,0.14,0.404,SD,507500,507500,460318,289,0.011024999999999998,2500,49,0,4,0.019600000000000003,0.16321600000000003
Eric Fryer,2016,UFA,MIN,0,0,0,C,60,0.37,116,31,0,13,0.267,0.655,PIT,507500,507500,252343,3600,0.1369,13456,961,0,169,0.071289,0.42902500000000005
Josh Collmenter,2016,UFA,ARI,0,0,0,RP,18,0.111,6,0,0,0,0.0,0.0,ATL,507500,507500,52687,324,0.012321,36,0,0,0,0.0,0.0
Chris Heisey,2016,UFA,LAD,0,0,0,LF,83,0.512,139,30,9,17,0.216,0.736,WSH,507500,507500,507500,6889,0.262144,19321,900,81,289,0.046655999999999996,0.541696
Jake Elmore,2016,UFA,TB,1,0,0,LF,59,0.364,78,17,0,4,0.218,0.615,MIL,507500,507500,268981,3481,0.132496,6084,289,0,16,0.047524,0.378225
Hector Sanchez,2016,UFA,SF,1,0,0,C,28,0.173,49,13,3,8,0.265,0.803,SD,507500,507500,227386,784,0.029928999999999997,2401,169,9,64,0.07022500000000001,0.6448090000000001
Paul Janish,2016,UFA,BAL,1,0,0,SS,14,0.086,31,6,0,0,0.194,0.512,BAL,507500,507500,174699,196,0.007395999999999999,961,36,0,0,0.037636,0.262144
Fernando Abad,2016,UFA,OAK,1,0,0,RP,57,0.352,1,0,0,0,0.0,0.0,BOS,507500,507500,174699,3249,0.12390399999999999,1,0,0,0,0.0,0.0
James Loney,2016,UFA,TB,0,0,0,1B,100,0.617,343,91,9,34,0.265,0.703,NYM,507500,507500,346625,10000,0.380689,117649,8281,81,1156,0.07022500000000001,0.49420899999999995
Chris Johnson,2016,UFA,CLE,1,0,0,3B,113,0.702,243,54,5,24,0.222,0.611,MIA,507500,507500,507500,12769,0.49280399999999996,59049,2916,25,576,0.049284,0.37332099999999996
Christian Friedrich,2016,UFA,COL,1,0,0,SP,24,0.148,37,2,0,2,0.054,0.179,SD,507500,507500,396539,576,0.021903999999999996,1369,4,0,4,0.0029159999999999998,0.032041
Rene Rivera,2016,UFA,TB,1,0,0,C,65,0.401,185,41,6,26,0.222,0.632,NYM,507500,507500,443680,4225,0.16080100000000003,34225,1681,36,676,0.049284,0.399424
Tim Federowicz,2016,UFA,SD,1,0,0,C,17,0.105,31,6,0,3,0.194,0.47,CHC,507500,507500,213521,289,0.011024999999999998,961,36,0,9,0.037636,0.22089999999999999
Miguel Gonzalez,2016,UFA,BAL,1,0,0,SP,24,0.148,1,0,0,0,0.0,0.0,CHW,507500,507500,413177,576,0.021903999999999996,1,0,0,0,0.0,0.0
Dustin McGowan,2016,UFA,PHI,1,0,0,RP,55,0.342,4,0,0,0,0.0,0.0,MIA,1000000,1000000,1000000,3025,0.11696400000000001,16,0,0,0,0.0,0.0
