Jugador,Anio,Status,Equipo_anterior,Anios_contrato,Valor_contrato,Valor_promedio_contrato,Posicion,Juegos,Porcetnaje_juegos,At-bats,Bateos,Home-runs,RBI,Porcentaje_bateo,OPS,Equipo,Sueldo_base,Sueldo,Sueldo_regular,Juegos_2,Porcetnaje_juegos_2,At-bats_2,Bateos_2,Home-runs_2,RBI_2,Porcentaje_bateo_2,OPS_2
Martin Perez,2019,UFA,TEX,1,4000000,4000000,SP,32,0.198,3,0,0,0,0.0,0.0,MIN,3500000,3500000,3500000,1024,0.039204,9,0,0,0,0.0,0.0
Jon Jay,2019,UFA,ARI,1,4000000,4000000,RF,47,0.292,165,44,0,9,0.267,0.626,CHW,4000000,4000000,4000000,2209,0.08526399999999999,27225,1936,0,81,0.071289,0.391876
Asdrubal Cabrera,2019,UFA,PHI,1,3500000,3500000,2B,132,0.815,447,116,18,91,0.26,0.783,WSH,555000,555000,164120,17424,0.664225,199809,13456,324,8281,0.06760000000000001,0.613089
Avisail Garcia,2019,UFA,CHW,1,3500000,3500000,RF,126,0.778,489,138,20,72,0.282,0.796,TB,3500000,4500000,4500000,15876,0.605284,239121,19044,400,5184,0.07952399999999998,0.6336160000000001
Chris Owings,2019,UFA,ARI,1,3000000,3000000,2B,67,0.414,180,25,3,14,0.139,0.443,BOS,555000,555000,149194,4489,0.171396,32400,625,9,196,0.019321000000000005,0.196249
Adam Jones,2019,UFA,BAL,1,3000000,3000000,CF,137,0.846,485,126,16,67,0.26,0.728,ARI,3000000,4500000,4500000,18769,0.7157159999999999,235225,15876,256,4489,0.06760000000000001,0.529984
Martin Maldonado,2019,UFA,HOU,1,2500000,2500000,C,106,0.654,333,71,12,27,0.213,0.671,HOU,2500000,2500000,806452,11236,0.42771600000000004,110889,5041,144,729,0.045369,0.45024100000000006
James McCann,2019,UFA,DET,1,2500000,2500000,C,119,0.739,439,120,18,60,0.273,0.789,CHW,2500000,2500000,2500000,14161,0.546121,192721,14400,324,3600,0.07452900000000001,0.6225210000000001
Justin Bour,2019,UFA,PHI,1,2500000,2500000,1B,52,0.321,151,26,8,26,0.172,0.623,LAA,2500000,2500000,2500000,2704,0.10304100000000001,22801,676,64,676,0.029583999999999996,0.388129
Jordan Lyles,2019,UFA,MIL,1,2050000,2050000,SP,28,0.173,45,4,0,4,0.089,0.217,MIL,2050000,2050000,694386,784,0.029928999999999997,2025,16,0,16,0.007921,0.047089
Robbie Grossman,2019,UFA,MIN,1,2000000,2000000,DH,138,0.852,420,101,6,38,0.241,0.684,OAK,2000000,2000000,2000000,19044,0.725904,176400,10201,36,1444,0.058080999999999994,0.46785600000000005
Brian McCann,2019,UFA,HOU,1,2000000,2000000,C,85,0.525,277,69,12,45,0.249,0.734,ATL,2000000,2000000,2000000,7225,0.275625,76729,4761,144,2025,0.062001,0.538756
Gio Gonzalez,2019,UFA,NYY,1,2000000,2000000,SP,19,0.117,25,1,0,0,0.04,0.117,MIL,2000000,2000000,1709677,361,0.013689000000000002,625,1,0,0,0.0016,0.013689000000000002
Neil Walker,2019,UFA,NYY,1,2000000,2000000,1B,115,0.71,337,88,8,38,0.261,0.738,MIA,2000000,2000000,2000000,13225,0.5041,113569,7744,64,1444,0.068121,0.544644
Tim Beckham,2019,UFA,BAL,1,1750000,1750000,3B,89,0.549,304,72,15,47,0.237,0.753,SEA,1750000,1800000,1800000,7921,0.30140100000000003,92416,5184,225,2209,0.056169,0.567009
Drew Pomeranz,2019,UFA,BOS,1,1500000,1500000,RP,46,0.284,19,0,0,0,0.0,0.0,MIL,1500000,1500000,491965,2116,0.08065599999999999,361,0,0,0,0.0,0.0
Brett Anderson,2019,UFA,OAK,1,1500000,1500000,SP,32,0.198,8,4,0,0,0.5,1.0,OAK,1500000,1500000,1500000,1024,0.039204,64,16,0,0,0.25,1.0
Jeremy Hellickson,2019,UFA,WSH,1,1300000,1300000,RP,9,0.056,9,1,0,0,0.111,0.384,WSH,1300000,1900000,1900000,81,0.0031360000000000003,81,1,0,0,0.012321,0.147456
Caleb Joseph,2019,UFA,BAL,1,1100000,1100000,C,20,0.124,38,8,0,3,0.211,0.513,ARI,1100000,1100000,473120,400,0.015375999999999999,1444,64,0,9,0.044521,0.263169
Joe Panik,2019,UFA,SF,0,0,0,2B,142,0.877,438,107,5,39,0.244,0.651,NYM,555000,555000,152184,20164,0.769129,191844,11449,25,1521,0.059536,0.42380100000000004
Francisco Cervelli,2019,UFA,PIT,0,0,0,C,48,0.296,141,30,3,12,0.213,0.649,ATL,555000,555000,110408,2304,0.08761599999999999,19881,900,9,144,0.045369,0.42120100000000005
Blake Parker,2019,UFA,LAA,0,0,0,RP,60,0.37,1,0,0,0,0.0,0.0,PHI,555000,555000,185008,3600,0.1369,1,0,0,0,0.0,0.0
Brad Brach,2019,UFA,CHC,0,0,0,RP,59,0.364,4,1,0,1,0.25,0.5,NYM,555000,555000,158152,3481,0.132496,16,1,0,1,0.0625,0.25
Adeiny Hechavarria,2019,UFA,NYM,0,0,0,SS,84,0.519,203,49,9,33,0.241,0.742,ATL,1000000,1000000,241935,7056,0.269361,41209,2401,81,1089,0.058080999999999994,0.5505639999999999
Travis d'Arnaud,2019,UFA,NYM,0,0,0,C,103,0.636,351,88,16,69,0.251,0.745,TB,555000,555000,438648,10609,0.404496,123201,7744,256,4761,0.063001,0.555025
Jonathan Lucroy,2019,UFA,LAA,0,0,0,C,102,0.63,293,68,8,36,0.232,0.66,CHC,555000,555000,158152,10404,0.39690000000000003,85849,4624,64,1296,0.053824000000000004,0.43560000000000004
