Jugador,Anio,Status,Equipo_anterior,Anios_contrato,Valor_contrato,Valor_promedio_contrato,Posicion,Juegos,Porcetnaje_juegos,At-bats,Bateos,Home-runs,RBI,Porcentaje_bateo,OPS,Equipo,Sueldo_base,Sueldo,Sueldo_regular,Juegos_2,Porcetnaje_juegos_2,At-bats_2,Bateos_2,Home-runs_2,RBI_2,Porcentaje_bateo_2,OPS_2
Edinson Volquez,2015,UFA,PIT,2,20000000,10000000,SP,35,0.216,6,0,0,0,0.0,0.0,KC,7500000,7500000,7500000,1225,0.046655999999999996,36,0,0,0,0.0,0.0
Jason Hammel,2015,UFA,OAK,2,20000000,10000000,SP,32,0.198,65,11,0,4,0.169,0.364,CHC,9000000,9000000,9000000,1024,0.039204,4225,121,0,16,0.028561000000000003,0.132496
Kendrys Morales,2015,UFA,SEA,2,17000000,8500000,DH,158,0.975,569,165,22,106,0.29,0.847,KC,6500000,7250000,7250000,24964,0.9506249999999999,323761,27225,484,11236,0.0841,0.717409
Mike Morse,2015,UFA,SF,2,16000000,8000000,LF,98,0.605,229,53,5,19,0.231,0.649,PIT,2928961,2928961,2928961,9604,0.366025,52441,2809,25,361,0.053361000000000006,0.42120100000000005
Sergio Romo,2015,UFA,SF,2,15000000,7500000,RP,70,0.432,2,0,0,0,0.0,0.0,SF,5000000,6000000,6000000,4900,0.18662399999999998,4,0,0,0,0.0,0.0
Alex Rios,2015,UFA,TEX,1,11000000,11000000,RF,105,0.648,385,98,4,32,0.255,0.64,KC,9500000,9500000,9500000,11025,0.419904,148225,9604,16,1024,0.065025,0.4096
Torii Hunter,2015,UFA,DET,1,10500000,10500000,RF,139,0.858,521,125,22,81,0.24,0.702,MIN,10500000,10500000,10500000,19321,0.7361639999999999,271441,15625,484,6561,0.0576,0.49280399999999996
Brett Anderson,2015,UFA,COL,1,10000000,10000000,SP,31,0.191,47,4,0,3,0.085,0.279,LAD,10000000,12400000,12400000,961,0.036481,2209,16,0,9,0.007225000000000001,0.07784100000000002
A.J. Burnett,2015,UFA,PHI,1,8500000,8500000,SP,26,0.161,42,5,1,5,0.119,0.307,PIT,8500000,8500000,8500000,676,0.025921000000000003,1764,25,1,25,0.014160999999999998,0.094249
Colby Rasmus,2015,UFA,TOR,1,8000000,8000000,LF,137,0.846,432,103,25,61,0.238,0.789,HOU,8000000,8000000,8000000,18769,0.7157159999999999,186624,10609,625,3721,0.05664399999999999,0.6225210000000001
Asdrubal Cabrera,2015,UFA,WSH,1,7500000,7500000,2B,143,0.883,505,134,15,58,0.265,0.744,TB,7500000,7500000,7500000,20449,0.779689,255025,17956,225,3364,0.07022500000000001,0.553536
Nick Hundley,2015,UFA,BAL,2,6250000,3125000,C,103,0.636,366,110,10,43,0.301,0.809,COL,3100000,3100000,3100000,10609,0.404496,133956,12100,100,1849,0.09060099999999999,0.6544810000000001
Kyle Kendrick,2015,UFA,PHI,1,5500000,5500000,SP,27,0.167,43,8,1,2,0.186,0.541,COL,5500000,5500000,5500000,729,0.027889000000000004,1849,64,1,4,0.034596,0.292681
Chris Capuano,2015,UFA,NYY,1,5000000,5000000,RP,22,0.136,1,0,0,0,0.0,0.0,NYY,5000000,5000000,5000000,484,0.018496000000000002,1,0,0,0,0.0,0.0
David Ross,2015,UFA,BOS,2,5000000,2500000,C,72,0.444,159,28,2,9,0.176,0.537,CHC,2250000,2500000,2500000,5184,0.197136,25281,784,4,81,0.030975999999999997,0.28836900000000004
Aaron Harang,2015,UFA,ATL,1,5000000,5000000,SP,29,0.179,48,8,0,0,0.167,0.371,PHI,5000000,5000000,5000000,841,0.032041,2304,64,0,0,0.027889000000000004,0.13764099999999999
Stephen Drew,2015,UFA,NYY,1,5000000,5000000,2B,131,0.809,383,77,17,44,0.201,0.652,NYY,5000000,5000000,5000000,17161,0.6544810000000001,146689,5929,289,1936,0.040401000000000006,0.42510400000000004
Colby Lewis,2015,UFA,TEX,1,4000000,4000000,SP,33,0.204,2,0,0,0,0.0,0.0,TEX,4000000,4000000,4000000,1089,0.04161599999999999,4,0,0,0,0.0,0.0
Ryan Vogelsong,2015,UFA,SF,1,4000000,4000000,SP,33,0.204,36,5,1,2,0.139,0.412,SF,4000000,4000000,4000000,1089,0.04161599999999999,1296,25,1,4,0.019321000000000005,0.16974399999999998
Jonny Gomes,2015,UFA,OAK,1,4000000,4000000,LF,95,0.586,225,48,7,26,0.213,0.66,KC,1000000,1000000,371585,9025,0.343396,50625,2304,49,676,0.045369,0.43560000000000004
Daniel Descalso,2015,UFA,STL,2,3600000,1800000,3B,101,0.624,185,38,5,22,0.205,0.606,COL,1500000,1500000,1500000,10201,0.389376,34225,1444,25,484,0.04202499999999999,0.367236
Alberto Callaspo,2015,UFA,OAK,1,3000000,3000000,3B,97,0.599,230,54,1,15,0.235,0.594,LAD,2147540,2147540,2147540,9409,0.358801,52900,2916,1,225,0.055224999999999996,0.352836
Chris Denorfia,2015,UFA,SEA,1,2600000,2600000,RF,103,0.636,212,57,3,18,0.269,0.691,CHC,2600000,2600000,2600000,10609,0.404496,44944,3249,9,324,0.07236100000000001,0.47748099999999993
Brandon Morrow,2015,UFA,TOR,1,2500000,2500000,RP,5,0.031,9,0,0,0,0.0,0.1,SD,2500000,2500000,2500000,25,0.0009609999999999999,81,0,0,0,0.0,0.010000000000000002
Corey Hart,2015,UFA,SEA,1,2500000,2500000,RF,35,0.216,54,12,2,9,0.222,0.597,PIT,2500000,2500000,2500000,1225,0.046655999999999996,2916,144,4,81,0.049284,0.356409
Burke Badenhop,2015,UFA,BOS,1,2500000,2500000,RP,68,0.42,1,0,0,0,0.0,0.0,CIN,1000000,1000000,1000000,4624,0.17639999999999997,1,0,0,0,0.0,0.0
A.J. Pierzynski,2015,UFA,STL,1,2000000,2000000,C,113,0.698,407,123,9,49,0.302,0.774,ATL,2000000,2400000,2400000,12769,0.4872039999999999,165649,15129,81,2401,0.091204,0.599076
Gordon Beckham,2015,UFA,LAA,1,2000000,2000000,2B,100,0.617,210,44,6,20,0.21,0.601,CHW,2000000,2000000,2000000,10000,0.380689,44100,1936,36,400,0.04409999999999999,0.361201
Ichiro Suzuki,2015,UFA,NYY,1,2000000,2000000,RF,153,0.944,398,91,1,21,0.229,0.561,MIA,2000000,3200000,3200000,23409,0.8911359999999999,158404,8281,1,441,0.052441,0.3147210000000001
Carlos Villanueva,2015,UFA,CHC,1,2000000,2000000,RP,35,0.216,8,0,0,0,0.0,0.0,STL,2000000,2000000,2000000,1225,0.046655999999999996,64,0,0,0,0.0,0.0
Mark Reynolds,2015,UFA,MIL,1,2000000,2000000,3B,140,0.864,382,88,13,48,0.23,0.713,STL,2000000,2000000,2000000,19600,0.7464959999999999,145924,7744,169,2304,0.0529,0.508369
Kelly Johnson,2015,UFA,BAL,1,1500000,1500000,2B,111,0.685,310,82,14,47,0.265,0.753,NYM,598360,598360,598360,12321,0.46922500000000006,96100,6724,196,2209,0.07022500000000001,0.567009
Chad Billingsley,2015,UFA,LAD,1,1500000,1500000,SP,7,0.043,13,1,1,1,0.077,0.385,PHI,1500000,1500000,1500000,49,0.0018489999999999997,169,1,1,1,0.005929,0.148225
Clint Barmes,2015,UFA,PIT,1,1500000,1500000,SS,98,0.605,207,48,3,16,0.232,0.633,SD,1300000,1300000,1300000,9604,0.366025,42849,2304,9,256,0.053824000000000004,0.400689
Geovany Soto,2015,UFA,OAK,1,1500000,1500000,C,77,0.475,185,41,9,21,0.222,0.715,CHW,1500000,1500000,1500000,5929,0.225625,34225,1681,81,441,0.049284,0.5112249999999999
Don Kelly,2015,UFA,DET,1,1250000,1250000,CF,2,0.012,1,0,0,0,0.0,0.0,MIA,1250000,1250000,1250000,4,0.000144,1,0,0,0,0.0,0.0
Justin Smoak,2015,UFA,TOR,1,1000000,1000000,1B,132,0.815,296,67,18,59,0.226,0.768,TOR,1000000,1000000,1000000,17424,0.664225,87616,4489,324,3481,0.051076,0.589824
Kyle Blanks,2015,UFA,OAK,1,1000000,1000000,LF,18,0.111,67,21,3,6,0.313,0.875,TEX,1000000,1000000,1000000,324,0.012321,4489,441,9,36,0.097969,0.765625
Eric Young Jr.,2015,UFA,NYM,1,1000000,1000000,CF,53,0.327,85,13,0,5,0.153,0.464,NYM,1000000,1000000,180327,2809,0.10692900000000001,7225,169,0,25,0.023409,0.21529600000000002
Jonathan Herrera,2015,UFA,BOS,1,900000,900000,SS,73,0.451,126,29,2,14,0.23,0.576,CHC,900000,900000,900000,5329,0.203401,15876,841,4,196,0.0529,0.33177599999999996
Jeanmar Gomez,2015,UFA,PIT,1,800000,800000,RP,65,0.401,1,0,0,0,0.0,0.0,PHI,800000,800000,800000,4225,0.16080100000000003,1,0,0,0,0.0,0.0
Bobby Wilson,2015,UFA,ARI,1,700000,700000,C,56,0.346,132,25,1,14,0.189,0.505,TEX,700000,700000,248633,3136,0.11971599999999999,17424,625,1,196,0.035721,0.255025
Chris Young,2015,UFA,SEA,1,675000,675000,RF,140,0.864,318,80,14,42,0.252,0.773,NYY,2500000,2500000,2500000,19600,0.7464959999999999,101124,6400,196,1764,0.063504,0.597529
Chris Young,2015,UFA,SEA,1,675000,675000,RF,140,0.864,318,80,14,42,0.252,0.773,KC,675000,675000,675000,19600,0.7464959999999999,101124,6400,196,1764,0.063504,0.597529
Chris Young,2015,UFA,SEA,1,675000,675000,RP,33,0.204,4,2,0,3,0.5,1.0,NYY,2500000,2500000,2500000,1089,0.04161599999999999,16,4,0,9,0.25,1.0
Chris Young,2015,UFA,SEA,1,675000,675000,RP,33,0.204,4,2,0,3,0.5,1.0,KC,675000,675000,675000,1089,0.04161599999999999,16,4,0,9,0.25,1.0
Shane Robinson,2015,UFA,STL,1,550000,550000,CF,83,0.512,180,45,0,16,0.25,0.621,MIN,550000,550000,550000,6889,0.262144,32400,2025,0,256,0.0625,0.385641
Ross Detwiler,2015,UFA,TEX,1,507500,507500,SP,41,0.253,1,0,0,0,0.0,0.0,ATL,507500,507500,221857,1681,0.064009,1,0,0,0,0.0,0.0
Mat Latos,2015,UFA,LAD,0,0,0,SP,24,0.148,24,7,0,1,0.292,0.583,LAA,507500,507500,13866,576,0.021903999999999996,576,49,0,1,0.08526399999999999,0.33988899999999994
Taylor Teagarden,2015,UFA,NYM,1,0,0,C,8,0.049,15,3,0,2,0.2,0.4,CHC,507500,507500,80423,64,0.0024010000000000004,225,9,0,4,0.04000000000000001,0.16000000000000003
Josh Wilson,2015,UFA,TEX,1,0,0,2B,21,0.13,38,12,0,5,0.316,0.745,DET,507500,507500,166393,441,0.016900000000000002,1444,144,0,25,0.099856,0.555025
Clint Robinson,2015,UFA,LAD,1,0,0,1B,126,0.778,309,84,10,34,0.272,0.782,WSH,525000,525000,525000,15876,0.605284,95481,7056,100,1156,0.07398400000000001,0.6115240000000001
Trevor Cahill,2015,UFA,ATL,1,0,0,RP,26,0.161,7,1,0,0,0.143,0.393,CHC,507500,507500,91516,676,0.025921000000000003,49,1,0,0,0.020448999999999995,0.154449
Ezequiel Carrera,2015,UFA,DET,1,0,0,CF,91,0.562,172,47,3,26,0.273,0.693,TOR,507500,507500,391024,8281,0.31584400000000007,29584,2209,9,676,0.07452900000000001,0.4802489999999999
Clayton Richard,2015,UFA,ARI,1,0,0,SP,23,0.142,14,2,0,3,0.143,0.486,CHC,507500,507500,221857,529,0.020163999999999998,196,4,0,9,0.020448999999999995,0.236196
Shawn O'Malley,2015,UFA,LAA,1,0,0,LF,24,0.148,42,11,1,7,0.262,0.775,SEA,507500,507500,91516,576,0.021903999999999996,1764,121,1,49,0.06864400000000001,0.6006250000000001
Quintin Berry,2015,UFA,BAL,1,0,0,LF,8,0.049,1,0,0,0,0.0,0.0,CHC,507500,507500,91516,64,0.0024010000000000004,1,0,0,0,0.0,0.0
Casey McGehee,2015,UFA,SF,0,0,0,3B,109,0.673,237,47,2,20,0.198,0.538,MIA,507500,507500,507500,11881,0.4529290000000001,56169,2209,4,400,0.039204,0.28944400000000003
Reed Johnson,2015,UFA,MIA,1,0,0,LF,17,0.105,22,5,0,3,0.227,0.523,WSH,1000000,1000000,1000000,289,0.011024999999999998,484,25,0,9,0.051529000000000005,0.273529
J.P. Arencibia,2015,UFA,TEX,1,0,0,1B,24,0.148,71,22,6,17,0.31,0.921,TB,507500,507500,108155,576,0.021903999999999996,5041,484,36,289,0.0961,0.848241
Franklin Gutierrez,2015,UFA,SEA,1,0,0,CF,59,0.364,171,50,15,35,0.292,0.974,SEA,507500,507500,285642,3481,0.132496,29241,2500,225,1225,0.08526399999999999,0.948676
Brett Wallace,2015,UFA,HOU,1,0,0,3B,64,0.395,96,29,5,16,0.302,0.895,SD,507500,507500,299508,4096,0.15602500000000002,9216,841,25,256,0.091204,0.801025
Nolan Reimold,2015,UFA,ARI,1,0,0,LF,61,0.377,170,42,6,20,0.247,0.738,BAL,507500,507500,288415,3721,0.142129,28900,1764,36,400,0.061009,0.544644
