Acronimo,Agente_libre,Altura,Anio,Anio_de_agente_libre,Anios_de_contrato,Antiguedad,Bateos,Bateos_2,Bono_por_firma,Cantidad de equipos,Cantidad_agentes_libres,Carreras,Carreras_2,Carreras_ganadas,Carreras_ganadas_2,Comando,Comando_2,Control,Control_2,Dominio,Dominio_2,ERA,ERA_2,Edad,Edad_al_firmar,Equipo,Estado,Ganancias,Inning_pitched,Inning_pitched_2,Juegos,Juegos totales,Juegos_iniciados,Jugador,Losses,Losses_2,Pago_efectivo,Pennants won,Peso,Playoffs,Porcentaje_juegos,Posicion,Promedio_victorias,Saves,Saves_2,Strike_outs,Strike_outs_2,Sueldo_ajustado,Sueldo_base,Sueldo_porcentual,Sueldo_regular,TVS,TVS_2,Valor_contrato_promedio,Valor_contrato_total,Valor_del_contrato,Victorias,WAR,WAR_2,WHIP,WHIP_2,WS ganadas,Walks,Walks_2,Wins,Wins_2,ln_Sueldo_ajustado,ln_Sueldo_base,ln_Sueldo_regular
SF,No,6.2,2019,0,1,0,44,1936,0,5,2,25,625,23,529,2.642857142857143,6.98469387755102,0.3526448362720403,0.12435838054933411,0.9319899244332494,0.8686052192450938,5.22,27.248399999999997,22,22,San Francisco Giants,California,571896,39.7,1576.0900000000001,9,161,8,Logan Webb,3,9,131296,23,220.0,26,0.055900621118012424,SP,0.4782608695652174,0,0,37,1369,131296,555000,0.001,555000,0.0,0.0,555000,8500000,555000,77,0.05,0.0025000000000000005,1.46,2.1315999999999997,8,14,196,2,4,11.785209595241913,13.226723392728571,13.226723392728571
LAA,No,6.3,2019,0,1,0,35,1225,0,5,4,22,484,22,484,2.210526315789474,4.886426592797785,0.4834605597964377,0.23373411287868492,1.0687022900763359,1.1421245848144048,5.03,25.300900000000002,22,22,Los Angeles Angels,California,1067104,39.3,1544.4899999999998,10,161,9,Patrick Sandoval,4,16,167104,1,190.0,10,0.062111801242236024,SP,0.4472049689440994,0,0,42,1764,167104,555000,0.001,555000,0.0,0.0,555000,31000000,555000,72,0.55,0.30250000000000005,1.37,1.8769000000000002,1,19,361,0,0,12.0263716520588,13.226723392728571,13.226723392728571
WSH,Si,6.1,2019,2020,1,1,47,2209,0,1,7,31,961,27,729,1.5,2.25,0.5128205128205128,0.2629848783694937,0.7692307692307693,0.591715976331361,6.23,38.812900000000006,32,31,Washington Nationals,Washington DC,37910900,39.0,1521.0,9,162,8,Jeremy Hellickson,3,9,1900000,1,190.0,6,0.05555555555555555,RP,0.5740740740740741,0,0,30,900,1900000,1300000,0.011,1900000,0.0,0.0,1300000,184550000,1300000,93,1.1762227602905562,1.3834999818255351,1.72,2.9583999999999997,1,20,400,2,4,14.457364444136669,14.077874822431765,14.457364444136669
NYM,Si,6.2,2019,2021,2,0,33,1089,0,2,6,12,144,11,121,2.3157894736842106,5.362880886426593,0.48717948717948717,0.2373438527284681,1.1282051282051282,1.2728468113083498,2.54,6.4516,31,31,New York Mets,New York,15326803,39.0,1521.0,45,161,0,Justin Wilson,2,4,5000000,5,205.0,9,0.2795031055900621,RP,0.5279503105590062,4,16,44,1936,5000000,5000000,0.034,5000000,0.0,0.0,5000000,79000000,10000000,85,1.22,1.4884,1.33,1.7689000000000001,2,19,361,4,16,15.424948470398375,15.424948470398375,15.424948470398375
PHI,No,6.1,2019,0,1,0,38,1444,0,2,4,25,625,25,625,1.7307692307692308,2.995562130177515,0.6666666666666666,0.4444444444444444,1.1538461538461537,1.3313609467455618,5.77,33.292899999999996,22,22,Philadelphia Phillies,Pennsylvania,244688,39.0,1521.0,37,162,0,Edgar Garcia,0,0,244688,7,205.0,14,0.22839506172839505,RP,0.5,0,0,45,2025,244688,555000,0.002,555000,0.0,0.0,555000,403000000,555000,81,1.1762227602905562,1.3834999818255351,1.64,2.6895999999999995,2,26,676,2,4,12.407739208587905,13.226723392728571,13.226723392728571
MIA,No,6.0,2019,0,1,1,36,1296,0,2,2,20,400,19,361,2.7857142857142856,7.7602040816326525,0.3655352480417755,0.13361601756096234,1.0182767624020888,1.03688756484808,4.46,19.8916,27,26,Miami Marlins,Florida,776632,38.3,1466.8899999999999,32,162,0,Jeff Brigham,1,1,292432,2,200.0,2,0.19753086419753085,RP,0.3518518518518518,1,1,39,1521,292432,555000,0.004,555000,0.0,0.0,555000,4500000,555000,57,0.2,0.04000000000000001,1.3,1.6900000000000002,2,14,196,3,9,12.585987439994224,13.226723392728571,13.226723392728571
PIT,No,6.5,2019,0,1,0,34,1156,0,2,2,24,576,17,289,3.75,14.0625,0.21447721179624665,0.04600047437989204,0.804289544235925,0.646881670967232,4.1,16.81,27,27,Pittsburgh Pirates,Pennsylvania,8516257,37.3,1391.2899999999997,7,162,7,Jameson Taillon,3,9,587500,9,230.0,17,0.043209876543209874,SP,0.4259259259259259,0,0,30,900,587500,587500,0.008,587500,0.0,0.0,587500,4800000,587500,69,0.23,0.0529,1.13,1.2768999999999997,5,8,64,2,4,13.283631525000452,13.283631525000452,13.283631525000452
CHW,No,6.4,2019,0,1,0,26,676,0,2,3,12,144,12,144,2.8181818181818183,7.942148760330579,0.29490616621983917,0.08696964687448341,0.8310991957104559,0.6907258731105667,2.89,8.3521,27,27,Chicago White Sox,Illinois,505277,37.3,1391.2899999999997,31,161,0,Jimmy Cordero,1,1,214848,6,235.0,9,0.19254658385093168,RP,0.4472049689440994,0,0,31,961,214848,555000,0.002,555000,0.0,0.0,555000,24500000,555000,72,1.1762227602905562,1.3834999818255351,0.99,0.9801,3,11,121,1,1,12.277686080339707,13.226723392728571,13.226723392728571
STL,No,6.2,2019,2025,1,0,34,1156,0,2,1,13,169,12,144,2.6666666666666665,7.111111111111111,0.32697547683923706,0.10691296245424645,0.871934604904632,0.7602699552301968,2.95,8.7025,24,24,St. Louis Cardinals,Missouri,310336,36.7,1346.89,24,162,0,Ryan Helsley,0,0,310336,23,230.0,29,0.14814814814814814,P,0.5617283950617284,0,0,32,1024,310336,555000,0.002,555000,0.0,0.0,555000,25000000,555000,91,0.55,0.30250000000000005,1.25,1.5625,11,12,144,2,4,12.645410860465024,13.226723392728571,13.226723392728571
ARI,No,6.4,2019,0,1,0,39,1521,0,1,4,18,324,18,324,1.8888888888888888,3.567901234567901,0.49046321525885556,0.24055416552205447,0.9264305177111716,0.8582735041465894,4.42,19.5364,24,24,Arizona Diamondbacks,Arizona,970080,36.7,1346.89,15,162,3,Jon Duplantier,1,1,283480,1,225.0,6,0.09259259259259259,P,0.5246913580246914,1,1,34,1156,283480,555000,0.002,555000,0.0,0.0,555000,11600000,555000,85,0.27,0.0729,1.55,2.4025000000000003,1,18,324,1,1,12.554896852924193,13.226723392728571,13.226723392728571
SEA,No,6.0,2019,2025,1,1,44,1936,0,1,3,22,484,22,484,2.0555555555555554,4.225308641975308,0.5,0.25,1.0277777777777777,1.056327160493827,5.5,30.25,23,22,Seattle Mariners,Washington,1751482,36.0,1296.0,8,162,7,Justus Sheffield,1,1,113392,0,200.0,4,0.04938271604938271,SP,0.419753086419753,0,0,37,1369,113392,555000,0.001,555000,0.0,0.0,555000,4450000,555000,68,0.12,0.0144,1.72,2.9583999999999997,0,18,324,0,0,11.638606121050037,13.226723392728571,13.226723392728571
CHC,No,6.4,2019,0,1,0,31,961,0,2,5,11,121,11,121,3.8181818181818183,14.578512396694217,0.3055555555555556,0.09336419753086421,1.1666666666666667,1.3611111111111114,2.75,7.5625,27,27,Chicago Cubs,Illinois,723820,36.0,1296.0,9,162,4,Alec Mills,0,0,134280,17,205.0,20,0.05555555555555555,RP,0.5185185185185185,1,1,42,1764,134280,555000,0.001,555000,0.0,0.0,555000,49325000,555000,84,0.97,0.9409,1.17,1.3688999999999998,3,11,121,1,1,11.80768245109397,13.226723392728571,13.226723392728571
COL,No,6.4,2019,0,1,1,36,1296,0,1,1,23,529,19,361,1.2727272727272727,1.6198347107438016,0.6111111111111112,0.37345679012345684,0.7777777777777778,0.6049382716049383,4.75,22.5625,24,23,Colorado Rockies,Colorado,253640,36.0,1296.0,24,161,0,Jesus Tinoco,3,9,253640,1,258.0,5,0.14906832298136646,RP,0.4347826086956521,1,1,28,784,253640,555000,0.002,555000,0.0,0.0,555000,24000000,555000,70,0.04,0.0016,1.61,2.5921000000000003,0,22,484,0,0,12.443671217813968,13.226723392728571,13.226723392728571
TEX,No,6.4,2019,2022,5,5,44,1936,200000,2,6,26,676,23,529,2.533333333333333,6.417777777777777,0.4201680672268907,0.17654120471718096,1.0644257703081232,1.1330022204960415,5.8,33.64,33,28,Texas Rangers,Texas,43653669,35.7,1274.4900000000002,7,162,7,Corey Kluber,3,9,17500000,2,215.0,8,0.043209876543209874,SP,0.4814814814814814,0,0,38,1444,17700000,17000000,0.119,17700000,0.0,0.0,7700000,47250000,38500000,78,1.1762227602905562,1.3834999818255351,1.65,2.7224999999999997,0,15,225,2,4,16.689075197544057,16.64872390202049,16.689075197544057
CIN,No,6.4,2019,0,1,1,41,1681,0,2,1,25,625,23,529,3.3333333333333335,11.111111111111112,0.25210084033613445,0.06355483369818515,0.8403361344537814,0.7061648188687238,5.8,33.64,28,27,Cincinnati Reds,Ohio,21032916,35.7,1274.4900000000002,7,162,7,Alex Wood,3,9,9650000,10,215.0,15,0.043209876543209874,SP,0.4629629629629629,0,0,30,900,9650000,9650000,0.075,9650000,0.0,0.0,9650000,2000000,9650000,75,1.1762227602905562,1.3834999818255351,1.4,1.9599999999999997,5,9,81,1,1,16.082468473315167,16.082468473315167,16.082468473315167
DET,Si,6.6,2019,2020,1,1,41,1681,0,1,4,28,784,24,576,1.3888888888888888,1.9290123456790123,0.509915014164306,0.26001332167018437,0.708215297450425,0.5015689075427939,6.11,37.332100000000004,32,31,Detroit Tigers,Michigan,34006010,35.3,1246.0899999999997,7,161,7,Tyson Ross,5,25,6000000,11,245.0,16,0.043478260869565216,SP,0.2919254658385093,0,0,25,625,6000000,5750000,0.052,6000000,0.0,0.0,5750000,15500000,5750000,47,1.1762227602905562,1.3834999818255351,1.67,2.7889,4,18,324,1,1,15.60727002719233,15.564710412773533,15.60727002719233
DET,No,6.3,2019,0,1,1,35,1225,0,1,4,21,441,17,289,2.1052631578947367,4.432132963988919,0.538243626062323,0.2897062009967178,1.13314447592068,1.2840164033095522,4.33,18.7489,30,29,Detroit Tigers,Michigan,963387,35.3,1246.0899999999997,35,161,0,Jose Cisnero,4,16,250656,11,245.0,16,0.21739130434782608,RP,0.2919254658385093,0,0,40,1600,274528,555000,0.002,555000,0.0,0.0,555000,15500000,555000,47,0.29,0.0841,1.53,2.3409,4,19,361,0,0,12.522808538372692,13.226723392728571,13.226723392728571
PIT,No,6.5,2019,0,1,0,52,2704,0,2,2,35,1225,35,1225,2.111111111111111,4.45679012345679,0.5142857142857142,0.2644897959183673,1.0857142857142856,1.1787755102040816,9.0,81.0,25,25,Pittsburgh Pirates,Pennsylvania,274528,35.0,1225.0,29,162,0,Geoff Hartlieb,1,1,274528,9,240.0,17,0.17901234567901234,P,0.4259259259259259,0,0,38,1444,274528,555000,0.004,555000,0.0,0.0,555000,4800000,555000,69,1.1762227602905562,1.3834999818255351,2.0,4.0,5,18,324,0,0,12.522808538372692,13.226723392728571,13.226723392728571
CHW,No,6.3,2019,0,1,0,33,1089,0,2,3,22,484,20,400,2.7058823529411766,7.321799307958479,0.48991354466858783,0.2400152812497404,1.3256484149855907,1.757343720153809,5.19,26.936100000000003,26,26,Chicago White Sox,Illinois,14663128,34.7,1204.0900000000001,7,161,7,Carlos Rodon,2,4,4200000,6,245.0,9,0.043478260869565216,SP,0.4472049689440994,0,0,46,2116,4200000,4200000,0.046,4200000,0.0,0.0,4200000,24500000,4200000,72,0.04,0.0016,1.44,2.0736,3,17,289,3,9,15.250595083253597,15.250595083253597,15.250595083253597
LAD,No,6.6,2019,0,1,0,33,1089,0,5,3,17,289,14,196,6.4,40.96000000000001,0.1440922190201729,0.02076256758215748,0.9221902017291066,0.8504347681651703,3.64,13.249600000000001,21,21,Los Angeles Dodgers,California,1176056,34.7,1204.0900000000001,14,161,4,Dustin May,3,9,176056,25,180.0,33,0.08695652173913043,RP,0.6521739130434783,0,0,32,1024,176056,555000,0.001,555000,0.0,0.0,555000,85000000,555000,105,1.1762227602905562,1.3834999818255351,1.1,1.2100000000000002,6,5,25,2,4,12.07855740522937,13.226723392728571,13.226723392728571
CHC,No,6.9,2019,2025,1,0,28,784,0,2,5,23,529,22,484,3.769230769230769,14.207100591715976,0.37463976945244953,0.14035495685538454,1.4121037463976944,1.994036990590404,5.71,32.6041,27,27,Chicago Cubs,Illinois,371920,34.7,1204.0900000000001,44,162,0,Brad Wieck,2,4,86536,17,255.0,20,0.2716049382716049,RP,0.5185185185185185,0,0,49,2401,86536,555000,0.0,555000,0.0,0.0,555000,49325000,555000,84,1.1762227602905562,1.3834999818255351,1.18,1.3923999999999999,3,13,169,2,4,11.368315791310126,13.226723392728571,13.226723392728571
COL,No,6.5,2019,2025,1,0,32,1024,0,1,1,24,576,21,441,0.896551724137931,0.8038049940546969,0.8357348703170028,0.6984527734637774,0.7492795389048991,0.5614198274215382,5.45,29.7025,26,26,Colorado Rockies,Colorado,388324,34.7,1204.0900000000001,32,161,0,Wes Parsons,2,4,127596,1,204.0,5,0.19875776397515527,RP,0.4347826086956521,0,0,26,676,127596,565000,0.001,565000,0.0,0.0,565000,24000000,565000,70,0.26,0.06760000000000001,1.76,3.0976,0,29,841,1,1,11.756624301439086,13.244581010128577,13.244581010128577
CHC,Si,6.2,2019,2021,1,0,31,961,0,2,5,14,196,13,169,2.1176470588235294,4.484429065743945,0.4956268221574344,0.24564594684187713,1.0495626822157436,1.101581823899906,3.41,11.628100000000002,32,32,Chicago Cubs,Illinois,18233850,34.3,1176.4899999999998,41,162,1,David Phelps,1,1,833342,17,198.0,20,0.25308641975308643,RP,0.5185185185185185,1,1,36,1296,833342,2500000,0.004,2500000,0.0,0.0,2500000,49325000,2500000,84,0.27,0.0729,1.4,1.9599999999999997,3,17,289,2,4,13.63319940111624,14.73180128983843,14.73180128983843
MIA,No,6.2,2019,0,1,0,33,1089,0,2,2,26,676,22,484,1.4705882352941178,2.1626297577854676,0.4956268221574344,0.24564594684187713,0.728862973760933,0.5312412345196306,5.77,33.292899999999996,23,23,Miami Marlins,Florida,101456,34.3,1176.4899999999998,8,162,7,Robert Dugger,5,25,101456,2,180.0,2,0.04938271604938271,P,0.3518518518518518,0,0,25,625,101456,555000,0.001,555000,0.0,0.0,555000,4500000,555000,57,1.1762227602905562,1.3834999818255351,1.46,2.1315999999999997,2,17,289,0,0,11.527380485939814,13.226723392728571,13.226723392728571
COL,No,6.5,2019,2025,1,1,39,1521,0,1,1,22,484,21,441,2.0714285714285716,4.290816326530613,0.4117647058823529,0.1695501730103806,0.8529411764705882,0.7275086505190311,5.56,30.913599999999995,25,24,Colorado Rockies,Colorado,729196,34.0,1156.0,28,161,0,Yency Almonte,1,1,250656,1,223.0,5,0.17391304347826086,RP,0.4347826086956521,0,0,29,841,250656,555000,0.002,555000,0.0,0.0,555000,24000000,555000,70,0.02,0.0004,1.56,2.4336,0,14,196,0,0,12.431836760166965,13.226723392728571,13.226723392728571
CHW,No,6.0,2019,2020,1,0,42,1764,0,2,3,26,676,25,625,1.8181818181818181,3.305785123966942,0.6528189910979227,0.4261726351381097,1.1869436201780414,1.4088351574813547,6.68,44.6224,31,31,Chicago White Sox,Illinois,19676660,33.7,1135.6900000000003,19,161,2,Hector Santiago,1,1,164120,6,215.0,9,0.11801242236024845,RP,0.4472049689440994,0,0,40,1600,164120,555000,0.002,555000,0.0,0.0,555000,24500000,555000,72,1.1762227602905562,1.3834999818255351,1.9,3.61,3,22,484,1,1,12.008353146556122,13.226723392728571,13.226723392728571
SF,No,6.3,2019,2022,1,1,38,1444,0,5,2,24,576,21,441,1.9047619047619047,3.6281179138321993,0.6231454005934718,0.38831019028079844,1.1869436201780414,1.4088351574813547,5.61,31.472100000000005,29,28,San Francisco Giants,California,4107846,33.7,1135.6900000000003,43,161,0,Kyle Barraclough,2,4,482248,23,229.0,26,0.2670807453416149,RP,0.4782608695652174,0,0,40,1600,482248,1725000,0.003,1725000,0.0,0.0,1725000,8500000,1725000,77,1.1762227602905562,1.3834999818255351,1.75,3.0625,8,21,441,1,1,13.086213783532834,14.360737608447597,14.360737608447597
TOR,No,6.3,2019,2025,1,1,36,1296,0,1,5,20,400,20,400,1.125,1.265625,0.7121661721068249,0.5071806566932877,0.801186943620178,0.6419005186274422,5.35,28.622499999999995,19,18,Toronto Blue Jays,Toronto,555000,33.7,1135.6900000000003,25,161,0,Elvis Luciano,0,0,555000,2,210.0,7,0.15527950310559005,RP,0.4099378881987577,0,0,27,729,555000,555000,0.005,555000,0.0,0.0,555000,15500000,555000,66,0.07,0.004900000000000001,1.78,3.1684,2,24,576,1,1,13.226723392728571,13.226723392728571,13.226723392728571
COL,No,6.4,2019,0,1,0,34,1156,0,1,1,18,324,18,324,1.7142857142857142,2.9387755102040813,0.42042042042042044,0.17675332990648307,0.7207207207207208,0.5194383572761953,4.86,23.619600000000002,29,29,Colorado Rockies,Colorado,673628,33.3,1108.8899999999999,7,161,7,Tim Melville,3,9,119360,1,225.0,5,0.043478260869565216,SP,0.4347826086956521,0,0,24,576,119360,555000,0.001,555000,0.0,0.0,555000,24000000,555000,70,0.54,0.2916,1.44,2.0736,0,14,196,2,4,11.689899415437587,13.226723392728571,13.226723392728571
CHC,No,6.3,2019,0,1,0,22,484,0,2,5,13,169,9,81,2.1875,4.78515625,0.48048048048048053,0.23086149212275342,1.0510510510510511,1.1047083119155192,2.43,5.9049000000000005,26,26,Chicago Cubs,Illinois,422454,33.3,1108.8899999999999,31,162,0,Rowan Wick,0,0,256624,17,235.0,20,0.19135802469135801,RP,0.5185185185185185,2,4,35,1225,256624,555000,0.001,555000,0.0,0.0,555000,49325000,555000,84,0.54,0.2916,1.14,1.2995999999999999,3,16,256,2,4,12.455367257577159,13.226723392728571,13.226723392728571
SF,No,6.0,2019,2024,1,0,39,1521,0,5,2,23,529,21,441,1.7857142857142858,3.188775510204082,0.4281345565749235,0.18329919853360638,0.7645259938837919,0.5844999953239999,5.79,33.5241,26,26,San Francisco Giants,California,1646274,32.7,1069.2900000000002,21,161,2,Andrew Suarez,2,4,182024,23,187.0,26,0.13043478260869565,RP,0.4782608695652174,0,0,25,625,182024,555000,0.001,555000,0.0,0.0,555000,8500000,555000,77,1.1762227602905562,1.3834999818255351,1.62,2.6244000000000005,8,14,196,0,0,12.111893825496963,13.226723392728571,13.226723392728571
KC,No,6.2,2019,0,1,1,36,1296,0,2,5,30,900,27,729,1.4545454545454546,2.115702479338843,0.6727828746177369,0.45263679637890547,0.9785932721712537,0.9576447923388414,7.44,55.35360000000001,29,28,Kansas City Royals,Missouri,1786031,32.7,1069.2900000000002,33,162,1,Jacob Barnes,5,25,146496,4,220.0,9,0.2037037037037037,RP,0.3580246913580246,0,0,32,1024,146496,567600,0.001,567600,0.0,0.0,567600,15700000,567600,58,1.1762227602905562,1.3834999818255351,1.78,3.1684,2,22,484,1,1,11.894753403312238,13.249172224268024,13.249172224268024
ATL,No,6.6,2019,2020,1,0,25,625,0,1,6,15,225,14,196,2.3125,5.34765625,0.49535603715170284,0.2453776035426392,1.1455108359133128,1.3121950751948166,3.9,15.209999999999999,35,35,Atlanta Braves,Georgia,26285000,32.3,1043.2899999999997,46,161,0,Jerry Blevins,0,0,1500000,18,190.0,25,0.2857142857142857,RP,0.6024844720496895,1,1,37,1369,1217815,1500000,0.009,1500000,0.0,0.0,1500000,52210000,1500000,97,0.4,0.16000000000000003,1.27,1.6129,3,16,256,1,1,14.012568827374233,14.22097566607244,14.22097566607244
TEX,No,6.3,2019,2025,1,0,38,1444,0,2,6,23,529,23,529,1.391304347826087,1.935727788279773,0.7120743034055729,0.5070498135705318,0.9907120743034057,0.9815104141705568,6.4,40.96000000000001,26,26,Texas Rangers,Texas,681825,32.3,1043.2899999999997,25,162,0,Jeffrey Springs,1,1,500165,2,180.0,8,0.15432098765432098,RP,0.4814814814814814,0,0,32,1024,500165,557000,0.003,557000,0.0,0.0,557000,47250000,557000,78,0.07,0.004900000000000001,1.89,3.5721,0,23,529,4,16,13.122693322966304,13.230320518909421,13.230320518909421
ATL,No,6.2,2019,0,1,0,24,576,0,1,6,10,100,5,25,2.3333333333333335,5.4444444444444455,0.3715170278637771,0.13802490199273454,0.86687306501548,0.7514689108493326,1.39,1.9320999999999997,25,25,Atlanta Braves,Georgia,555000,32.3,1043.2899999999997,36,161,0,Jacob Webb,0,0,555000,18,210.0,25,0.2236024844720497,RP,0.6024844720496895,2,4,28,784,334208,555000,0.002,555000,0.0,0.0,555000,52210000,555000,97,0.92,0.8464,1.11,1.2321000000000002,3,12,144,4,16,12.719518832618746,13.226723392728571,13.226723392728571
NYM,No,6.2,2019,2020,1,0,33,1089,0,2,6,18,324,18,324,2.142857142857143,4.591836734693877,0.4375,0.19140625,0.9375,0.87890625,5.06,25.603599999999997,29,29,New York Mets,New York,8958749,32.0,1024.0,45,161,0,Luis Avilan,0,0,1600000,5,220.0,9,0.2795031055900621,RP,0.5279503105590062,0,0,30,900,1600000,1600000,0.011,1600000,0.0,0.0,1600000,79000000,1600000,85,0.09,0.0081,1.47,2.1609,2,14,196,4,16,14.28551418721001,14.28551418721001,14.28551418721001
SEA,No,6.3,2019,2025,1,1,20,400,0,1,3,14,196,14,196,3.3125,10.97265625,0.5,0.25,1.65625,2.7431640625,3.94,15.5236,28,27,Seattle Mariners,Washington,853036,32.0,1024.0,30,162,0,Austin Adams,2,4,417760,0,220.0,4,0.18518518518518517,RP,0.419753086419753,0,0,53,2809,417760,555000,0.003,555000,0.0,0.0,555000,4450000,555000,68,1.1762227602905562,1.3834999818255351,1.13,1.2768999999999997,0,16,256,2,4,12.942662383932955,13.226723392728571,13.226723392728571
CIN,No,6.0,2019,0,1,1,27,729,0,2,1,15,225,13,169,1.9230769230769231,3.698224852071006,0.40625,0.1650390625,0.78125,0.6103515625,3.66,13.395600000000002,28,27,Cincinnati Reds,Ohio,1732944,32.0,1024.0,27,162,0,Matthew Bowman,0,0,268560,10,185.0,15,0.16666666666666666,RP,0.4629629629629629,0,0,25,625,268560,555000,0.002,555000,0.0,0.0,555000,2000000,555000,75,0.37,0.1369,1.25,1.5625,5,13,169,2,4,12.500829631653916,13.226723392728571,13.226723392728571
OAK,No,6.1,2019,2025,1,1,21,441,0,5,6,14,196,13,169,3.5555555555555554,12.641975308641975,0.28391167192429023,0.08060583745484581,1.0094637223974763,1.0190170068365692,3.7,13.690000000000001,26,25,Oakland Athletics,California,648484,31.7,1004.89,26,162,0,J.B. Wendelken,1,1,245754,15,242.0,28,0.16049382716049382,RP,0.5987654320987654,0,0,32,1024,245754,557500,0.003,557500,0.0,0.0,557500,37600000,557500,97,0.42,0.17639999999999997,0.95,0.9025,9,9,81,3,9,12.412086314580916,13.231217782316412,13.231217782316412
LAA,No,5.919150943396228,2019,2023,1,1,33,1089,0,5,4,25,625,23,529,1.4285714285714286,2.0408163265306123,0.6709265175718849,0.4501423919811368,0.9584664536741214,0.9186579428186468,6.61,43.6921,26,25,Los Angeles Angels,California,1586434,31.3,979.69,35,161,0,Adalberto Mejia,2,4,123451,1,195.0,10,0.21739130434782608,RP,0.4472049689440994,0,0,30,900,123451,560000,0.001,560000,0.0,0.0,560000,31000000,560000,72,1.1762227602905562,1.3834999818255351,1.72,2.9583999999999997,1,21,441,0,0,11.723599595186041,13.235692062711331,13.235692062711331
KC,No,6.2,2019,2025,1,0,29,841,0,2,5,13,169,13,169,1.8125,3.28515625,0.5161290322580645,0.26638917793964617,0.9354838709677419,0.8751300728407907,3.77,14.2129,24,24,Kansas City Royals,Missouri,442240,31.0,961.0,27,162,0,Jake Newberry,0,0,313320,4,195.0,9,0.16666666666666666,RP,0.3580246913580246,0,0,29,841,313320,555000,0.003,555000,0.0,0.0,555000,15700000,555000,58,0.59,0.34809999999999997,1.45,2.1025,2,16,256,1,1,12.654980311481175,13.226723392728571,13.226723392728571
MIL,No,6.1,2019,2025,1,0,22,484,0,1,5,15,225,15,225,2.611111111111111,6.817901234567901,0.594059405940594,0.3529065777864915,1.551155115511551,2.4060821923776534,4.45,19.802500000000002,31,31,Milwaukee Brewers,Wisconsin,511032,30.3,918.09,28,161,0,Jay Jackson,0,0,365568,1,195.0,6,0.17391304347826086,RP,0.5527950310559007,0,0,47,2209,365568,1000000,0.003,1000000,0.0,0.0,1000000,31900000,1000000,89,0.21,0.04409999999999999,1.32,1.7424000000000002,0,18,324,1,1,12.809207587379092,13.815510557964274,13.815510557964274
