Acronimo_t,Acronimo_t_1,Agente_libre,Altura_t,Altura_t_1,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_t,Anios_de_contrato_t,Anios_de_contrato_t_1,Antiguedad_t,Antiguedad_t_1,Bateos_2_t,Bateos_2_t_1,Bateos_t,Bateos_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Carreras_2_t,Carreras_2_t_1,Carreras_ganadas_2_t,Carreras_ganadas_2_t_1,Carreras_ganadas_t,Carreras_ganadas_t_1,Carreras_t,Carreras_t_1,Comando_2_t,Comando_2_t_1,Comando_t,Comando_t_1,Control_2_t,Control_2_t_1,Control_t,Control_t_1,Dominio_2_t,Dominio_2_t_1,Dominio_t,Dominio_t_1,ERA_2_t,ERA_2_t_1,ERA_t,ERA_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Inning_pitched_2_t,Inning_pitched_2_t_1,Inning_pitched_t,Inning_pitched_t_1,Juegos_iniciados_t,Juegos_iniciados_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,Losses_2_t,Losses_2_t_1,Losses_t,Losses_t_1,Pago_efectivo_t,Pago_efectivo_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Porcentaje_juegos_t,Porcentaje_juegos_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,Saves_2_t,Saves_2_t_1,Saves_t,Saves_t_1,Strike_outs_2_t,Strike_outs_2_t_1,Strike_outs_t,Strike_outs_t_1,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_porcentual_t,Sueldo_porcentual_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato_promedio_t,Valor_contrato_promedio_t_1,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WHIP_2_t,WHIP_2_t_1,WHIP_t,WHIP_t_1,WS_ganadas_t,WS_ganadas_t_1,Walks_2_t,Walks_2_t_1,Walks_t,Walks_t_1,Wins_2_t,Wins_2_t_1,Wins_t,Wins_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t
ATL,ATL,Si,6.1,6.1,2023,2021,2021,1,1,0,0,4761,1600,69,40,0,0,6,7,1,1,1296,484,1296,441,36,21,36,22,54.760000000000005,20.25,7.4,4.5,0.010285991713605077,0.04060681813855807,0.10141987829614606,0.20151133501259444,0.563260906237014,0.8222880673058011,0.7505070993914807,0.906801007556675,43.1649,22.752899999999997,6.57,4.77,36,35,36,Atlanta Braves,Atlanta Braves,Georgia,15228870,14103870,2430.49,1576.0900000000001,49.3,39.7,0,5,36,17,161,60,Josh Tomlin,0,4,0,2,1000000,370370,18,18,190.0,190,27,26,0.2236024844720497,0.2833333333333333,RP,RP,0.546583850931677,0.5833333333333334,0,0,0,0,1369,1296,37,36,1000000,370370,1000000,1000000,0.007,0.006,1000000,1000000,0.0,0.0,0.0,0.0,1250000,1000000,94240000,95750000,1250000,1000000,88,35,1.5011196963456546,0.22089999999999999,1.22520190023753,0.47,2.25,1.4641,1.5,1.21,4,3,25,64,5,8,16,4,4,2,13.815510557964274,13.815510557964274,13.815510557964274
TOR,TOR,No,6.4,6.4,0,0,2021,1,1,0,0,169,121,13,11,0,0,6,3,1,1,49,36,49,36,7,6,7,6,9.0,6.25,3.0,2.5,0.09467455621301776,0.21301775147928997,0.3076923076923077,0.46153846153846156,0.8520710059171599,1.3313609467455618,0.9230769230769231,1.1538461538461537,23.522499999999997,17.222500000000004,4.85,4.15,29,28,29,Toronto Blue Jays,Toronto Blue Jays,Toronto,726115,147715,169.0,169.0,13.0,13.0,1,3,13,8,163,61,Julian Merryweather,1,0,1,0,578400,127715,2,2,215.0,215,8,8,0.07975460122699386,0.13114754098360656,RP,RP,0.5644171779141104,0.5245901639344263,4,0,2,0,144,225,12,15,578400,127715,578400,563500,0.004,0.002,578400,563500,0.0,0.0,0.0,0.0,578400,563500,186250000,108000000,578400,563500,92,32,0.0144,0.1024,0.12,0.32,1.7161000000000002,1.7161000000000002,1.31,1.31,2,2,16,36,4,6,0,0,0,0,13.268020949826692,13.268020949826692,13.268020949826692
DET,LAA,No,6.2,6.2,0,0,2021,1,1,1,1,16,1521,4,39,0,0,5,3,1,5,1,1225,1,1225,1,35,1,35,1.0,1.5625,1.0,1.25,0.36,0.26130714817952616,0.6,0.5111821086261981,0.36,0.4082924190305096,0.6,0.6389776357827476,3.24,101.00250000000001,1.8,10.05,29,28,30,Detroit Tigers,Los Angeles Angels,Michigan,40639300,37639300,25.0,979.69,5.0,31.3,1,9,1,10,162,60,Julio Teheran,0,16,0,4,3000000,3333333,11,1,205.0,205,16,10,0.006172839506172839,0.16666666666666666,SP,SP,0.4753086419753086,0.4333333333333333,0,0,0,0,9,400,3,20,3000000,3333333,3000000,9000000,0.035,0.05,3000000,9000000,0.0,0.0016,0.0,0.04,3000000,9000000,21500000,260850000,3000000,9000000,77,26,0.0529,0.38616860499155536,0.23,0.6214246575342464,1.9599999999999997,3.0625,1.4,1.75,4,1,9,256,3,16,4,0,2,0,14.914122846632385,14.914122846632385,14.914122846632385
LAD,LAD,No,6.0,6.0,2024,2024,2021,1,1,0,0,22801,2025,151,45,0,0,7,4,5,5,4489,400,3721,400,61,20,67,20,26.333102493074794,6.25,5.131578947368421,2.5,0.04187389751160595,0.10710743801652893,0.2046311254711901,0.32727272727272727,1.1026696349576288,0.6694214876033059,1.050080775444265,0.8181818181818182,8.7616,10.6929,2.96,3.27,24,23,24,Los Angeles Dodgers,Los Angeles Dodgers,California,7180638,3580638,34484.49,3025.0,185.7,55.0,32,10,32,11,162,59,Julio Urias,9,0,3,0,3600000,370370,25,25,225.0,225,35,34,0.19753086419753085,0.1864406779661017,SP,SP,0.654320987654321,0.711864406779661,0,0,0,0,38025,2025,195,45,3600000,370370,3600000,1000000,0.014,0.003,3600000,1000000,9594.202500000001,2859.0409,97.95,53.47,3600000,1000000,160320500,15813500,3600000,1000000,106,42,19.713600000000003,1.3456,4.44,1.16,1.0404,1.2995999999999999,1.02,1.14,7,7,1444,324,38,18,400,9,20,3,15.096444403426338,15.096444403426338,15.096444403426338
LAA,ARI,No,6.0,6.0,2023,2022,2021,1,1,1,1,4489,289,67,17,0,50000,6,4,5,1,2025,100,1936,64,44,8,45,10,1.7585066162570886,1.9599999999999997,1.326086956521739,1.4,0.4962371807349283,0.40057683063611604,0.7044410413476264,0.6329113924050633,0.872636365555136,0.7851305880467875,0.9341500765696784,0.8860759493670887,36.7236,9.2416,6.06,3.04,35,34,36,Los Angeles Angels,Arizona Diamondbacks,California,5548191,4798191,4264.089999999999,561.6899999999999,65.3,23.7,1,0,41,25,162,60,Junior Guerra,4,4,2,2,750000,975926,1,1,235.0,235,10,6,0.25308641975308643,0.4166666666666667,RP,RP,0.4753086419753086,0.4166666666666667,0,0,0,0,3721,441,61,21,750000,975926,750000,2500000,0.004,0.015,750000,2550000,0.0,1377.1521,0.0,37.11,750000,2650000,12625000,24650000,750000,2650000,77,25,1.5011196963456546,0.2601,1.22520190023753,0.51,2.9929,1.8225000000000002,1.73,1.35,1,1,2116,225,46,15,25,1,5,1,13.527828485512494,13.527828485512494,13.527828485512494
SEA,SEA,No,6.2,6.2,0,0,2021,1,1,0,0,1369,961,37,31,0,0,4,4,1,1,441,529,441,484,21,22,21,23,2.8549346016646853,1.5026014568158168,1.6896551724137931,1.2258064516129032,0.33239924271468607,0.46014105885113166,0.5765407554671969,0.6783369803063457,0.9489780995932952,0.691408625370483,0.974155069582505,0.8315098468271335,14.137599999999999,18.8356,3.76,4.34,25,24,25,Seattle Mariners,Seattle Mariners,Washington,3727774,3142874,2530.0899999999997,2088.4900000000002,50.3,45.7,11,10,11,10,162,61,Justin Dunn,9,1,3,1,584900,209074,0,0,185.0,185,4,4,0.06790123456790123,0.16393442622950818,SP,SP,0.5555555555555556,0.4426229508196721,0,0,0,0,2401,1444,49,38,584900,209074,584900,564500,0.007,0.004,584900,564500,0.0,3671.1481000000003,0.0,60.59,584900,564500,16300000,6550000,584900,564500,90,27,1.0609,0.11560000000000002,1.03,0.34,1.7161000000000002,1.8496000000000004,1.31,1.36,0,0,841,961,29,31,1,16,1,4,13.279196171431117,13.279196171431117,13.279196171431117
MIL,MIL,No,6.4,6.4,0,0,2021,1,1,1,1,144,49,12,7,0,0,4,9,1,1,121,9,121,4,11,2,11,3,1.0,10816.0,1.0,104.0,0.09182736455463729,0.0,0.30303030303030304,0.0,0.09182736455463729,2.4287400910777537,0.30303030303030304,1.5584415584415585,882.0899999999999,5.522500000000001,29.7,2.35,29,28,30,Milwaukee Brewers,Milwaukee Brewers,Wisconsin,576759,56070,10.889999999999999,59.290000000000006,3.3,7.7,0,0,4,6,162,60,Justin Topa,0,1,0,1,520689,56070,1,1,200.0,200,8,7,0.024691358024691357,0.1,RP,RP,0.5864197530864198,0.4833333333333333,0,0,0,0,1,144,1,12,520689,56070,573000,563500,0.005,0.001,573000,563500,0.0,0.0,0.0,0.0,573000,563500,45400000,49875000,573000,563500,95,29,1.5011196963456546,0.028900000000000006,1.22520190023753,0.17,15.209999999999999,0.8281000000000001,3.9,0.91,0,0,1,0,1,0,0,0,0,0,13.162908213519742,13.258640995696876,13.258640995696876
CIN,NYM,Si,6.2,6.2,2023,2021,2021,2,2,0,1,1024,324,32,18,0,0,1,5,2,2,484,100,400,64,20,8,22,10,3.28515625,6.530864197530863,1.8125,2.5555555555555554,0.22145328719723184,0.2087144734468809,0.47058823529411764,0.4568527918781726,0.7275086505190311,1.3630858821407403,0.8529411764705882,1.16751269035533,27.9841,13.395600000000002,5.29,3.66,33,31,33,Cincinnati Reds,New York Mets,Ohio,20121655,17271655,1156.0,388.09,34.0,19.7,0,0,42,23,163,60,Justin Wilson,1,1,1,1,1026641,1944852,10,5,205.0,205,16,9,0.25766871165644173,0.38333333333333336,RP,RP,0.50920245398773,0.4333333333333333,0,0,0,0,841,529,29,23,1011318,1944852,2850000,5000000,0.008,0.024,2850000,5093000,0.0,2218.4100000000003,0.0,47.1,2575000,5000000,1500000,26300000,5150000,10000000,83,26,1.5011196963456546,0.0484,1.22520190023753,0.22,1.9880999999999998,1.8769000000000002,1.41,1.37,5,2,256,81,16,9,1,4,1,2,13.826764988604602,14.862829552244833,14.862829552244833
BAL,BAL,No,6.0,6.0,2027,0,2021,1,1,1,1,12100,729,110,27,0,0,3,2,1,1,4900,289,4900,169,70,13,70,17,4.2025,12.25,2.05,3.5,0.17728531855955676,0.15140274644582052,0.42105263157894735,0.38910505836575876,0.7450415512465375,1.8546836439613015,0.8631578947368421,1.3618677042801557,43.9569,20.793599999999998,6.63,4.56,25,24,26,Baltimore Orioles,Baltimore Orioles,Maryland,1743352,1295570,9025.0,660.49,95.0,25.7,17,6,24,8,162,62,Keegan Akin,100,4,10,2,447782,118370,7,7,235.0,235,14,14,0.14814814814814814,0.12903225806451613,SP,SP,0.3209876543209876,0.4354838709677419,0,0,0,0,6724,1225,82,35,447782,118370,570500,563500,0.011,0.005,570500,563500,55.95040000000001,727.9204,7.48,26.98,570500,563500,3300000,3800000,570500,563500,52,27,1.5011196963456546,0.0729,1.22520190023753,0.27,2.4964000000000004,2.0736,1.58,1.44,3,3,1600,100,40,10,4,1,2,1,13.012061785822588,13.254268448284268,13.254268448284268
HOU,SEA,No,6.2,6.2,2022,2022,2021,1,1,0,0,1225,225,35,15,0,0,5,4,2,1,225,169,121,144,11,12,15,13,9.302499999999998,3.515625,3.05,1.875,0.12755102040816327,0.18301924561754696,0.35714285714285715,0.42780748663101603,1.1865433673469385,0.6434270353741885,1.0892857142857142,0.8021390374331551,3.1329000000000002,33.5241,1.77,5.79,30,29,30,Houston Astros,Seattle Mariners,Texas,7306758,5556758,3136.0,349.69,56.0,18.7,0,2,53,11,162,61,Kendall Graveman,1,9,1,3,956960,555556,4,0,200.0,200,15,4,0.3271604938271605,0.18032786885245902,RP/CL,RP/CL,0.5864197530864198,0.4426229508196721,100,0,10,0,3721,225,61,15,456960,555556,1250000,1500000,0.002,0.011,1750000,1500000,8673.196899999999,0.0,93.13,0.0,1250000,2000000,76100000,6550000,1250000,2000000,95,27,2.7889,0.38616860499155536,1.67,0.6214246575342464,0.9603999999999999,1.5129,0.98,1.23,1,0,400,64,20,8,25,1,5,1,13.032351138693302,14.038654109278484,14.375126345899696
LAD,LAD,No,6.5,6.5,2022,2022,2021,5,5,4,3,1296,361,36,19,0,0,7,4,5,5,441,121,289,81,17,9,21,11,5.7067901234567895,13.444444444444443,2.388888888888889,3.6666666666666665,0.2722117202268431,0.1371742112482853,0.5217391304347826,0.37037037037037035,1.5534551564797312,1.8442310623380582,1.2463768115942029,1.3580246913580247,4.928400000000001,11.0889,2.22,3.33,29,29,33,Los Angeles Dodgers,Los Angeles Dodgers,California,92615505,72615505,4761.0,590.49,69.0,24.3,0,0,69,27,162,59,Kenley Jansen,16,1,4,1,20000000,6666667,25,25,265.0,265,35,34,0.42592592592592593,0.4576271186440678,RP/CL,RP/CL,0.654320987654321,0.711864406779661,1444,121,38,11,7396,1089,86,33,20000000,6666667,20000000,18000000,0.075,0.053,20000000,18000000,4598.1961,255.04090000000002,67.81,15.97,16000000,16000000,160320500,15813500,80000000,80000000,106,42,5.2441,0.12249999999999998,2.29,0.35,1.0816000000000001,1.3224999999999998,1.04,1.15,7,7,1296,81,36,9,16,9,4,3,16.811242831518264,16.811242831518264,16.811242831518264
MIN,MIN,No,6.1,6.1,2024,2024,2021,8,8,6,5,11236,1600,106,40,125000,125000,6,7,1,1,3600,400,3025,400,55,20,60,20,12.4697265625,64.0,3.53125,8.0,0.09062195511558284,0.02247751686375703,0.3010348071495767,0.14992503748125938,1.1300310008504657,1.43856107928045,1.0630291627469426,1.199400299850075,21.715600000000002,7.290000000000001,4.66,2.7,27,27,33,Minnesota Twins,Minnesota Twins,Minnesota,46414704,40915204,11299.689999999999,4448.89,106.3,66.7,21,11,23,11,163,60,Kenta Maeda,25,1,5,1,4936000,2393704,6,6,184.0,184,17,17,0.1411042944785276,0.18333333333333332,SP,SP,0.4478527607361963,0.6,0,0,0,0,12769,6400,113,80,2561000,5310000,3000000,3000000,0.021,0.095,5625000,5310000,1112.2225,8798.439999999999,33.35,93.8,3125000,3125000,41750000,134000000,25000000,25000000,73,36,0.11560000000000002,2.5600000000000005,0.34,1.6,1.6900000000000002,0.5625,1.3,0.75,3,3,1024,100,32,10,36,36,6,6,14.755908365181662,14.914122846632385,15.542731506054757
SD,PIT,Si,6.1,6.1,2022,2021,2021,1,1,1,1,121,9,11,3,0,0,4,3,5,2,64,1,36,1,6,1,8,1,18.777777777777775,9.0,4.333333333333333,3.0,0.07860948554458906,0.25,0.28037383177570097,0.5,1.476111450781728,2.25,1.2149532710280375,1.5,25.603599999999997,20.25,5.06,4.5,27,26,28,San Diego Padres,Pittsburgh Pirates,California,8623340,7423340,114.48999999999998,4.0,10.7,2.0,0,0,12,3,162,59,Keone Kela,4,0,2,0,1200000,1379630,2,9,220.0,220,6,17,0.07407407407407407,0.05084745762711865,RP,RP,0.4876543209876543,0.3220338983050847,0,0,0,0,169,9,13,3,1200000,1379630,1200000,3725000,0.007,0.054,1200000,3725000,0.0,0.0,0.0,0.0,1200000,3725000,25200000,3900000,1200000,3725000,79,19,1.5011196963456546,0.0001,1.22520190023753,0.01,1.7161000000000002,4.0,1.31,2.0,0,5,9,1,3,1,4,0,2,0,13.997832114758229,13.997832114758229,13.997832114758229
SF,SF,No,6.3,6.3,2022,0,2021,1,1,1,1,22500,2500,150,50,0,0,8,3,5,5,4356,676,3600,576,60,24,66,26,20.6116,24.37890625,4.54,4.9375,0.06781684027777779,0.07182759133467448,0.2604166666666667,0.26800670016750416,1.3978135850694446,1.7510781153113415,1.1822916666666667,1.3232830820770518,7.896100000000001,13.1044,2.81,3.62,29,28,30,San Francisco Giants,San Francisco Giants,California,42094346,23194346,36864.0,3564.09,192.0,59.7,33,10,34,12,163,60,Kevin Gausman,36,9,6,3,18900000,3333333,23,23,190.0,190,27,26,0.2085889570552147,0.2,SP,SP,0.6625766871165644,0.4833333333333333,0,0,0,0,51529,6241,227,79,18900000,3333333,18900000,9000000,0.11,0.045,18900000,9000000,7546.396900000001,1663.8241,86.87,40.79,18900000,9000000,36200000,18250000,18900000,9000000,108,29,26.1121,1.7689000000000001,5.11,1.33,1.0816000000000001,1.2321000000000002,1.04,1.11,8,8,2500,256,50,16,196,9,14,3,16.75467248002987,16.75467248002987,16.75467248002987
BOS,BOS,No,6.2,6.2,0,0,2021,1,1,1,1,0,0,0,0,0,0,6,8,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0408163265306123,0.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,28,30,Boston Red Sox,Boston Red Sox,Massachusetts,6074095,4474095,1.0,0.48999999999999994,1.0,0.7,45,19,64,24,162,60,Kevin Plawecki,0,0,0,0,1600000,433333,14,14,208.0,208,25,24,0.3950617283950617,0.4,C,C,0.5679012345679012,0.4,0,0,0,0,0,0,0,0,1600000,433333,1600000,900000,0.009,0.005,1600000,1000000,0.0,0.0,0.0,0.0,1600000,900000,31850000,19100000,1600000,900000,92,24,0.0324,0.3844,0.18,0.62,0.0,2.25,0.0,1.5,9,9,0,1,0,1,0,0,0,0,14.28551418721001,14.28551418721001,14.28551418721001
STL,STL,No,6.3,6.3,0,0,2021,1,1,1,1,225,4,15,2,0,0,2,2,2,2,64,1,49,1,7,1,8,1,5.0625,25.0,2.25,5.0,0.22496836382383725,0.04526935264825713,0.4743083003952569,0.2127659574468085,1.1389023418581763,1.131733816206428,1.0671936758893281,1.0638297872340425,6.200100000000001,3.7249,2.49,1.93,25,24,26,St. Louis Cardinals,St. Louis Cardinals,Missouri,625274,278703,640.09,22.090000000000003,25.3,4.7,0,0,25,4,161,58,Kodi Whitley,0,0,0,0,346571,208703,23,23,220.0,220,31,30,0.15527950310559005,0.06896551724137931,RP,RP,0.5527950310559007,0.5172413793103449,0,0,0,0,729,25,27,5,346571,208704,570500,563500,0.002,0.003,570500,563500,0.0,0.0,0.0,0.0,570500,563500,17000000,7000000,570500,563500,89,30,0.16809999999999997,0.004900000000000001,0.41,0.07,1.1449,0.4096,1.07,0.64,11,11,144,1,12,1,0,0,0,0,12.755842982826593,13.254268448284268,13.254268448284268
TEX,TEX,No,6.1,6.1,0,0,2021,1,1,0,0,16384,961,128,31,0,0,4,4,2,2,6400,841,5625,841,75,29,80,29,11.254942767950054,2.5600000000000005,3.3548387096774195,1.6,0.061800285400277426,0.35220878937033867,0.24859663191659984,0.5934718100890207,0.6955586752231016,0.901654500788067,0.8340016038492382,0.9495548961424332,29.2681,60.0625,5.41,7.75,23,22,23,Texas Rangers,Texas Rangers,Texas,4116511,3532261,15550.09,1135.6900000000003,124.7,33.7,17,8,32,11,162,59,Kolby Allard,144,36,12,6,584250,208703,2,2,190.0,190,8,8,0.19753086419753085,0.1864406779661017,SP,RP,0.3703703703703703,0.3728813559322034,0,0,0,0,10816,1024,104,32,584250,208704,584250,563500,0.006,0.003,584250,563500,197.6836,0.0,14.06,0.0,584250,563500,5865500,55750000,584250,563500,60,22,1.5011196963456546,0.38616860499155536,1.22520190023753,0.6214246575342464,1.6129,2.2801,1.27,1.51,0,0,961,400,31,20,9,0,3,0,13.278084252401104,13.278084252401104,13.278084252401104
KC,KC,No,6.3,6.3,0,0,2021,1,1,0,0,14641,2704,121,52,0,0,5,3,2,2,4489,841,4096,576,64,24,67,29,3.733409939672508,4.9607438016528915,1.9322033898305084,2.227272727272727,0.20597633136094673,0.1936,0.45384615384615384,0.44,0.7689940828402366,0.9603999999999999,0.8769230769230769,0.98,19.624899999999997,18.6624,4.43,4.32,23,22,23,Kansas City Royals,Kansas City Royals,Missouri,2256668,1781283,16900.0,2500.0,130.0,50.0,20,10,29,10,163,59,Kris Bubic,49,36,7,6,475385,183783,4,4,220.0,220,9,9,0.17791411042944785,0.1694915254237288,SP,SP,0.4601226993865031,0.423728813559322,0,0,0,0,12996,2401,114,49,475385,183784,570500,563500,0.005,0.005,570500,563500,1360.1344000000001,2633.7424,36.88,51.32,570500,563500,41500000,7550000,570500,563500,75,25,1.7161000000000002,0.1369,1.31,0.37,1.9043999999999996,2.1904,1.38,1.48,2,2,3481,484,59,22,36,1,6,1,13.071880281033499,13.254268448284268,13.254268448284268
STL,STL,No,6.2,6.2,2026,2026,2021,2,2,1,0,9604,784,98,28,0,0,2,2,2,2,2116,81,1681,49,41,7,46,9,4.207758053911899,4.0,2.051282051282051,2.0,0.13359812874784033,0.09467455621301776,0.3655107778819119,0.3076923076923077,0.5621486022262842,0.37869822485207105,0.7497656982193065,0.6153846153846154,11.9716,2.6244000000000005,3.46,1.62,31,31,32,St. Louis Cardinals,St. Louis Cardinals,Missouri,5481481,1481481,11384.890000000001,1521.0,106.7,39.0,21,7,27,8,161,58,Kwang-hyun Kim,49,0,7,0,4000000,1481481,23,23,195.0,195,31,30,0.16770186335403728,0.13793103448275862,SP,SP,0.5527950310559007,0.5172413793103449,1,4,1,2,6400,576,80,24,4000000,1481481,4000000,4000000,0.026,0.02,4000000,4000000,2734.2441,6181.104400000001,52.29,78.62,4000000,4000000,17000000,7000000,8000000,8000000,89,30,1.0,0.7744,1.0,0.88,1.6384,1.0609,1.28,1.03,11,11,1521,144,39,12,49,9,7,3,15.201804919084164,15.201804919084164,15.201804919084164
TEX,TEX,No,6.7,6.7,2027,0,2021,1,1,0,0,256,225,16,15,0,0,4,4,2,2,121,25,100,16,10,4,11,5,49.0,1.9171597633136093,7.0,1.3846153846153846,0.03132586733495184,0.3279706572997729,0.17699115044247787,0.5726872246696035,1.5349674994126399,0.6287721477226417,1.238938053097345,0.7929515418502203,63.043600000000005,2.5281000000000002,7.94,1.59,26,25,26,Texas Rangers,Texas Rangers,Texas,844985,271485,127.69000000000001,515.29,11.3,22.7,0,5,7,8,162,59,Kyle Cody,4,1,2,1,573500,121485,2,2,225.0,225,8,8,0.043209876543209874,0.13559322033898305,RP,SP,0.3703703703703703,0.3728813559322034,0,0,0,0,196,324,14,18,573500,121485,573500,563500,0.006,0.002,573500,563500,0.0,852.0561000000001,0.0,29.19,573500,563500,5865500,55750000,573500,563500,60,22,1.5011196963456546,0.7921,1.22520190023753,0.89,2.5281000000000002,1.5376,1.59,1.24,0,0,4,169,2,13,0,1,0,1,13.259513215551562,13.259513215551562,13.259513215551562
WSH,WSH,No,6.2,6.2,0,0,2021,1,1,0,0,4096,441,64,21,0,0,6,10,1,1,1521,100,676,64,26,8,39,10,4.0,4.313609467455622,2.0,2.076923076923077,0.26538108356290174,0.27700831024930744,0.5151515151515151,0.5263157894736842,1.061524334251607,1.1949056696552969,1.0303030303030303,1.0931174089068827,12.6025,8.526399999999999,3.55,2.92,29,28,29,Washington Nationals,Washington Nationals,Washington DC,991103,408703,4356.0,610.0899999999999,66.0,24.7,0,0,68,25,162,62,Kyle Finnegan,81,0,9,0,582400,208703,1,1,200.0,200,6,6,0.41975308641975306,0.4032258064516129,RP/CL,RP/CL,0.4012345679012346,0.4193548387096774,121,0,11,0,4624,729,68,27,582400,208704,582400,563500,0.004,0.003,582400,563500,410.46760000000006,3689.3476,20.26,60.74,582400,563500,28000000,316750000,582400,563500,65,26,1.5011196963456546,0.8464,1.22520190023753,0.92,2.2201,1.9043999999999996,1.49,1.38,1,1,1156,169,34,13,25,1,5,1,13.274912775864614,13.274912775864614,13.274912775864614
PHI,TEX,No,6.6,6.6,2023,2023,2021,3,3,1,0,24964,5329,158,73,0,0,6,4,2,2,6084,1936,5625,1600,75,40,78,44,5.865478515625,3.7377777777777776,2.421875,1.9333333333333333,0.1236565632170028,0.19870664055514223,0.3516483516483517,0.4457652303120357,0.7253049148653544,0.7427212653638872,0.8516483516483516,0.861812778603269,13.7641,28.622499999999995,3.71,5.35,32,32,33,Philadelphia Phillies,Texas Rangers,Pennsylvania,34932074,23432074,33124.0,4529.29,182.0,67.3,30,12,31,12,162,59,Kyle Gibson,81,36,9,6,1500000,4629629,7,2,215.0,215,14,8,0.19135802469135801,0.2033898305084746,SP,SP,0.5061728395061729,0.3728813559322034,0,0,0,0,24025,3364,155,58,11500000,4629630,10000000,11000000,0.058,0.072,11500000,11555555,5572.6225,823.6899999999999,74.65,28.7,9333333,9333333,158800000,55750000,28000000,28000000,82,22,9.672099999999999,0.38616860499155536,3.11,0.6214246575342464,1.4884,2.3409,1.22,1.53,2,0,4096,900,64,30,100,4,10,2,16.25785759333348,16.11809565095832,16.25785759333348
CHC,CHC,No,6.3,6.3,2024,2024,2021,4,4,2,1,40000,5329,200,73,0,0,10,4,2,2,10201,676,9216,676,96,26,101,26,8.864152892561982,64.0,2.977272727272727,8.0,0.05909465523030432,0.009682753654104807,0.2430939226519337,0.0984009840098401,0.5238240590946552,0.6196962338627077,0.7237569060773481,0.7872078720787208,22.752899999999997,8.2944,4.77,2.88,29,29,31,Chicago Cubs,Chicago Cubs,Illinois,32149468,18149468,32761.0,6609.69,181.0,81.3,32,12,32,12,162,58,Kyle Hendricks,49,25,7,5,14000000,4444444,17,17,190.0,190,21,21,0.19753086419753085,0.20689655172413793,SP,SP,0.4382716049382716,0.5517241379310345,0,0,0,0,17161,4096,131,64,14000000,4444444,14000000,12000000,0.097,0.051,14000000,12000000,562.1641000000001,6220.476900000001,23.71,78.87,13875000,13875000,24500000,2650000,55500000,55500000,71,32,0.7921,3.9204,0.89,1.98,1.8225000000000002,1.0,1.35,1.0,3,3,1936,64,44,8,196,36,14,6,16.454567887579532,16.454567887579532,16.454567887579532
WSH,WSH,No,6.3,6.3,2025,2025,2021,1,1,0,0,441,81,21,9,0,0,6,10,1,1,196,36,196,36,14,6,14,6,6.25,10.240000000000002,2.5,3.2,0.2177777777777778,0.20661157024793386,0.4666666666666667,0.45454545454545453,1.3611111111111114,2.115702479338843,1.1666666666666667,1.4545454545454546,17.64,24.1081,4.2,4.91,29,28,29,Washington Nationals,Washington Nationals,Washington DC,1006526,546476,900.0,121.0,30.0,11.0,0,0,27,9,162,62,Kyle McGowin,0,0,0,0,460050,80990,1,1,195.0,195,6,6,0.16666666666666666,0.14516129032258066,RP,RP,0.4012345679012346,0.4193548387096774,0,1,0,1,1225,256,35,16,460050,80990,570500,563500,0.003,0.001,570500,563500,0.0,0.0,0.0,0.0,570500,563500,28000000,316750000,570500,563500,65,26,0.028900000000000006,0.06760000000000001,0.17,0.26,1.3688999999999998,1.6129,1.17,1.27,1,1,196,25,14,5,0,1,0,1,13.039090458210508,13.254268448284268,13.254268448284268
