Acronimo_t,Acronimo_t_1,Altura_t,Altura_t_1,Anio,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_inicio_de_contrato_t,Anio_inicio_de_contrato_t_1,Anios_de_contrato_t,Anios_de_contrato_t_1,At_bats_2_t,At_bats_2_t_1,At_bats_t,At_bats_t_1,Bateos_2_t,Bateos_2_t_1,Bateos_t,Bateos_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Edad_t_1,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Home_runs_2_t,Home_runs_2_t_1,Home_runs_t,Home_runs_t_1,Juegos_2_t,Juegos_2_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,OPS_2_t,OPS_2_t_1,OPS_t,OPS_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Porcentaje_bateo_2_t,Porcentaje_bateo_2_t_1,Porcentaje_bateo_t,Porcentaje_bateo_t_1,Porcetnaje_juegos_2_t,Porcetnaje_juegos_2_t_1,Porcetnaje_juegos_t,Porcetnaje_juegos_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,RBI_2_t,RBI_2_t_1,RBI_t,RBI_t_1,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WS_ganadas_t,WS_ganadas_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t
WSH,WSH,6.0,6.0,2019,2025,0,2019,2018,1,1,961,3364,31,58,49,256,7,16,0,0,7,5,1,1,28,27,28,27,Washington Nationals,Washington Nationals,Washington DC,686057,430122,0,0,0,0,841,784,29,28,162,162,Adrian Sanchez,0.22657599999999997,0.400689,0.476,0.633,1,1,208,208,6,5,0.051076,0.07617600000000001,0.226,0.276,0.032041,0.029928999999999997,0.179,0.173,2B,2B,0.5740740740740741,0.5061728395061729,1,9,1,3,255935,184590,560000,545000,560000,545000,0.0,0.0,0.0,0.0,184550000,23300000,560000,545000,93,82,0.0144,0.0064,-0.12,0.08,1,0,12.45267878497205,13.235692062711331,13.235692062711331
CHC,CHC,6.2,6.2,2019,0,0,2019,2018,1,1,114921,197136,339,444,6400,16129,80,127,0,0,5,7,2,2,24,23,25,24,Chicago Cubs,Chicago Cubs,Illinois,5801459,5238929,144,25,12,5,16900,23409,130,153,162,163,Albert Almora,0.42380100000000004,0.4914009999999999,0.651,0.701,17,17,190,190,20,20,0.055695999999999996,0.08179599999999998,0.236,0.286,0.6448090000000001,0.8817209999999999,0.803,0.939,CF,CF,0.5185185185185185,0.5828220858895705,1024,1681,32,41,562530,584500,615500,584500,615500,584500,52.1284,760.1049,7.22,27.57,49325000,215545000,615500,584500,84,95,0.48999999999999994,4.752400000000001,-0.7,2.18,3,3,13.240199744971873,13.330190224606644,13.330190224606644
LAA,LAA,6.3,6.3,2019,2022,2022,2012,2012,10,10,241081,216225,491,465,14400,12996,120,114,0,0,4,3,5,5,31,31,39,38,Los Angeles Angels,Los Angeles Angels,California,298470000,270470000,529,361,23,19,17161,13689,131,117,161,162,Albert Pujols,0.538756,0.48999999999999994,0.734,0.7,1,1,235,235,10,10,0.059536,0.060024999999999995,0.244,0.245,0.6544810000000001,0.521284,0.809,0.722,1B,DH,0.4472049689440994,0.4938271604938271,8649,4096,93,64,28000000,30000000,28000000,27000000,28000000,30000000,81.72159999999998,26.009999999999998,9.04,5.1,31000000,42800000,240000000,240000000,72,80,0.18489999999999998,0.2601,0.43,0.51,1,1,17.14771506813948,17.14771506813948,17.14771506813948
CHC,CHC,6.4,6.4,2019,0,0,2019,2018,1,1,144,25,12,5,1,1,1,1,0,0,5,7,2,2,27,26,27,26,Chicago Cubs,Chicago Cubs,Illinois,723820,589540,0,0,0,0,81,49,9,7,162,163,Alec Mills,0.027889000000000004,0.16000000000000003,0.167,0.4,17,17,205,205,20,20,0.006889000000000001,0.04000000000000001,0.083,0.2,0.0031360000000000003,0.0018489999999999997,0.056,0.043,RP,RP,0.5185185185185185,0.5828220858895705,0,0,0,0,134280,82040,555000,545000,555000,545000,0.0,0.0,0.0,0.0,49325000,215545000,555000,545000,84,95,1.0816000000000001,0.06760000000000001,1.04,0.26,3,3,11.80768245109397,13.226723392728571,13.226723392728571
HOU,TOR,6.1,6.1,2019,0,0,2019,2018,1,1,44100,178084,210,422,3249,12321,57,111,0,0,3,3,2,1,28,27,28,27,Houston Astros,Toronto Blue Jays,Texas,12000000,10000000,81,324,9,18,4761,16900,69,130,161,162,Aledmys Diaz,0.677329,0.571536,0.823,0.756,3,2,195,195,13,7,0.073441,0.06916900000000001,0.271,0.263,0.181476,0.6448090000000001,0.426,0.803,SS,SS,0.6583850931677019,0.4506172839506173,1600,3025,40,55,2000000,2000000,2000000,2000000,2000000,2000000,0.0,1797.76,0.0,42.4,42250000,17000000,2000000,2000000,106,73,1.1664,4.5796,1.08,2.14,1,2,14.508657738524219,14.508657738524219,14.508657738524219
CIN,CIN,6.0,6.0,2019,0,0,2019,2018,1,1,1296,16384,36,128,81,900,9,30,0,0,1,3,2,2,26,25,26,25,Cincinnati Reds,Cincinnati Reds,Ohio,2621429,2300750,1,1,1,1,529,4761,23,69,162,162,Alex Blandino,0.6099610000000001,0.37576899999999996,0.781,0.613,10,10,190,190,15,15,0.0625,0.054756000000000006,0.25,0.234,0.020163999999999998,0.181476,0.142,0.426,3B,SS,0.4629629629629629,0.4135802469135802,9,64,3,8,320679,512750,557500,545000,557500,545000,0.0,0.0,0.0,0.0,2000000,10250000,557500,545000,75,67,0.0324,0.028900000000000006,0.18,-0.17,5,5,12.678195901778569,13.231217782316412,13.231217782316412
HOU,HOU,6.0,6.0,2019,2025,0,2019,2018,5,1,306916,352836,554,594,26896,28900,164,170,1666667,0,3,2,2,2,24,23,25,24,Houston Astros,Houston Astros,Texas,17873010,7232510,1681,961,41,31,24649,24649,157,157,161,162,Alex Bregman,1.0302249999999997,0.8574760000000001,1.015,0.926,3,2,192,192,13,12,0.08761599999999999,0.08179599999999998,0.296,0.286,0.9389609999999999,0.9389609999999999,0.969,0.969,3B,3B,0.6583850931677019,0.6358024691358025,12544,10609,112,103,2307166,599000,640500,599000,2307166,599000,9706.1904,9912.1936,98.52,99.56,42250000,23500000,100000000,599000,106,103,79.03210000000001,62.410000000000004,8.89,7.9,1,1,14.651530489487069,13.370004400318926,14.651530489487069
KC,KC,6.1,6.1,2019,2020,2020,2016,2016,4,4,309136,256036,556,506,21904,15376,148,124,0,0,5,6,2,2,31,31,35,34,Kansas City Royals,Kansas City Royals,Missouri,119668000,95668000,169,169,13,13,22500,20164,150,142,162,162,Alex Gordon,0.549081,0.48163599999999995,0.741,0.694,4,4,225,225,9,9,0.07075600000000001,0.060024999999999995,0.266,0.245,0.8574760000000001,0.769129,0.926,0.877,LF,LF,0.3580246913580246,0.4938271604938271,5776,2916,76,54,20000000,20000000,20000000,20000000,20000000,20000000,342.99039999999997,307.3009,18.52,17.53,15700000,16775000,72000000,72000000,58,80,1.8225000000000002,5.6644,1.35,2.38,2,2,16.811242831518264,16.811242831518264,16.811242831518264
LAD,LAD,6.0,6.0,2019,2025,0,2019,2018,1,1,117649,5929,343,77,10201,400,101,20,0,0,3,2,5,5,22,21,23,22,Los Angeles Dodgers,Los Angeles Dodgers,California,1702923,1142923,144,1,12,1,11664,1369,108,37,161,163,Alex Verdugo,0.6674889999999999,0.49843599999999993,0.817,0.706,25,25,192,192,33,32,0.08702499999999999,0.06760000000000001,0.295,0.26,0.44488900000000003,0.051529000000000005,0.667,0.227,LF,OF,0.6521739130434783,0.5644171779141104,1936,16,44,4,560000,137710,560000,545000,560000,545000,4062.7876,0.0,63.74,0.0,85000000,4000000,560000,545000,105,92,9.672099999999999,0.16809999999999997,3.11,0.41,6,6,13.235692062711331,13.235692062711331,13.235692062711331
CIN,LAD,6.4,6.4,2019,2020,2020,2019,2018,1,1,81,1936,9,44,4,4,2,2,0,0,1,2,2,5,27,26,28,27,Cincinnati Reds,Los Angeles Dodgers,Ohio,21032916,11382916,0,0,0,0,49,1089,7,33,162,163,Alex Wood,0.197136,0.008281,0.444,0.091,10,25,215,215,15,32,0.049284,0.002116,0.222,0.046,0.0018489999999999997,0.041209,0.043,0.203,SP,SP,0.4629629629629629,0.5644171779141104,0,0,0,0,9650000,6000000,9650000,6000000,9650000,6000000,0.0,3200.1649,0.0,56.57,2000000,4000000,9650000,6000000,75,92,0.09,1.6384,-0.3,1.28,5,6,16.082468473315167,16.082468473315167,16.082468473315167
NYM,NYM,6.2,6.2,2019,2024,0,2019,2018,1,1,379456,306916,616,554,31329,20164,177,142,0,0,6,8,2,2,23,22,23,22,New York Mets,New York Mets,New York,3055666,2480166,225,81,15,9,24649,23716,157,154,161,162,Amed Rosario,0.570025,0.45697600000000005,0.755,0.676,5,5,190,190,9,9,0.08236899999999998,0.065536,0.287,0.256,0.9389609999999999,0.9044009999999999,0.969,0.951,SS,SS,0.5279503105590062,0.4753086419753086,5184,2601,72,51,575500,548940,575500,548940,575500,548940,2883.6900000000005,1348.3583999999998,53.7,36.72,79000000,89635000,575500,548940,85,77,3.1329000000000002,0.4096,1.77,0.64,2,2,13.262994507144075,13.262994507144075,13.262994507144075
LAA,LAA,6.2,6.2,2019,2021,2021,2014,2014,7,7,158404,306916,398,554,11025,26244,105,162,0,0,4,3,5,5,24,24,29,28,Los Angeles Angels,Los Angeles Angels,California,44162758,31162758,49,121,7,11,10816,21904,104,148,161,162,Andrelton Simmons,0.4529290000000001,0.568516,0.673,0.754,1,1,195,195,10,10,0.06969600000000001,0.08526399999999999,0.264,0.292,0.41216400000000003,0.835396,0.642,0.914,SS,SS,0.4472049689440994,0.4938271604938271,1600,5625,40,75,13000000,11000000,13000000,11000000,13000000,11000000,542.4241,5099.388099999999,23.29,71.41,31000000,42800000,58000000,58000000,72,80,4.536899999999999,38.0689,2.13,6.17,1,1,16.38045991542581,16.38045991542581,16.38045991542581
BOS,BOS,5.9,5.9,2019,0,0,2019,2018,1,1,292681,335241,541,579,20736,28224,144,168,0,0,1,3,1,1,24,23,24,23,Boston Red Sox,Boston Red Sox,Massachusetts,5649326,4931826,169,256,13,16,19044,21904,138,148,161,162,Andrew Benintendi,0.599076,0.6889,0.774,0.83,14,14,180,180,24,24,0.07075600000000001,0.0841,0.266,0.29,0.725904,0.835396,0.852,0.914,LF,OF,0.515527950310559,0.6666666666666666,4624,7569,68,87,717500,620500,717500,620500,717500,620500,4029.7103999999995,8787.1876,63.48,93.74,68000000,131000000,717500,620500,83,108,3.1684,23.4256,1.78,4.84,9,9,13.483528226615913,13.483528226615913,13.483528226615913
BOS,BAL,6.6,6.6,2019,2021,2021,2018,2018,2,2,9,9,3,3,0,0,0,0,1500000,1500000,1,2,1,1,31,31,32,31,Boston Red Sox,Baltimore Orioles,Massachusetts,48954400,36454400,0,0,0,0,1764,900,42,30,161,162,Andrew Cashner,0.0,0.0,0.0,0.0,14,7,235,235,24,14,0.0,0.0,0.0,0.0,0.067081,0.034225,0.259,0.185,RP,SP,0.515527950310559,0.2901234567901234,0,0,0,0,1577000,9500000,8000000,5000000,12500000,9500000,0.0,109.83040000000001,0.0,10.48,68000000,73000000,16000000,16000000,83,47,7.2360999999999995,0.3721,2.69,0.61,9,3,14.271034865945175,15.89495209964411,16.34123920227253
PHI,PHI,6.1,6.1,2019,2023,0,2019,2018,1,1,18496,34969,136,187,841,1369,29,37,0,0,4,4,2,2,27,26,27,26,Philadelphia Phillies,Philadelphia Phillies,Pennsylvania,2633920,2068920,4,16,2,4,5476,7056,74,84,162,162,Andrew Knapp,0.41216400000000003,0.3721,0.642,0.61,7,7,189,189,14,14,0.045369,0.039204,0.213,0.198,0.208849,0.269361,0.457,0.519,C,C,0.5,0.4938271604938271,64,225,8,15,565000,500820,565000,548000,565000,548000,0.0,0.0,0.0,0.0,403000000,169200000,565000,548000,81,80,0.0009,0.09,-0.03,-0.3,2,2,13.244581010128577,13.244581010128577,13.244581010128577
WSH,WSH,6.0,6.0,2019,2025,0,2019,2018,1,1,900,5625,30,75,121,361,11,19,0,0,7,5,1,1,24,23,25,24,Washington Nationals,Washington Nationals,Washington DC,1396798,1177360,0,1,0,1,900,3249,30,57,162,162,Andrew Stevenson,0.9082089999999999,0.391876,0.953,0.626,1,1,192,192,6,5,0.134689,0.064009,0.367,0.253,0.034225,0.12390399999999999,0.185,0.352,OF,OF,0.5740740740740741,0.5061728395061729,0,169,0,13,219438,251980,559100,545000,559100,545000,0.0,0.0,0.0,0.0,184550000,23300000,559100,545000,93,82,0.0484,0.0324,0.22,-0.18,1,0,12.298825011461311,13.234083627014737,13.234083627014737
SF,SF,6.0,6.0,2019,2024,0,2019,2018,1,1,9,2209,3,47,0,9,0,3,0,0,2,2,5,5,26,25,26,25,San Francisco Giants,San Francisco Giants,California,1646274,1464250,0,0,0,0,441,841,21,29,161,162,Andrew Suarez,0.0,0.027556000000000004,0.0,0.166,23,23,187,187,26,26,0.0,0.004096,0.0,0.064,0.016900000000000002,0.032041,0.13,0.179,RP,SP,0.4782608695652174,0.4506172839506173,0,0,0,0,182024,454150,555000,545000,555000,545000,0.0,2183.6928999999996,0.0,46.73,8500000,11500000,555000,545000,77,73,0.18489999999999998,0.25,-0.43,0.5,8,8,12.111893825496963,13.226723392728571,13.226723392728571
TOR,TOR,6.1,6.1,2019,2025,0,2019,2018,1,1,784,361,28,19,25,4,5,2,0,0,5,3,1,1,24,23,24,23,Toronto Blue Jays,Toronto Blue Jays,Toronto,1435996,1349460,1,0,1,0,256,169,16,13,161,162,Anthony Alford,0.269361,0.08761599999999999,0.519,0.296,2,2,210,210,7,7,0.032041,0.011024999999999998,0.179,0.105,0.009801,0.0064,0.099,0.08,OF,OF,0.4099378881987577,0.4506172839506173,1,1,1,1,86536,64460,555000,545000,555000,545000,0.0,0.0,0.0,0.0,15500000,17000000,555000,545000,66,73,0.016900000000000002,0.0484,-0.13,-0.22,2,2,11.368315791310126,13.226723392728571,13.226723392728571
CIN,CIN,6.1,6.1,2019,0,2021,2019,2018,1,1,3025,1764,55,42,36,36,6,6,0,0,1,3,2,2,28,27,29,28,Cincinnati Reds,Cincinnati Reds,Ohio,5036884,2911884,0,1,0,1,961,441,31,21,162,162,Anthony DeSclafani,0.047524,0.12744899999999998,0.218,0.357,10,10,195,195,15,15,0.011881,0.020448999999999995,0.109,0.143,0.036481,0.016900000000000002,0.191,0.13,SP,SP,0.4629629629629629,0.4135802469135802,1,16,1,4,2125000,860000,2125000,860000,2125000,860000,5446.44,1937.7604000000003,73.8,44.02,2000000,10250000,2125000,860000,75,67,8.2369,0.07840000000000001,2.87,0.28,5,5,14.569282360340654,14.569282360340654,14.569282360340654
WSH,WSH,6.1,6.1,2019,2020,2020,2019,2018,1,1,297025,279841,545,529,30276,26569,174,163,0,0,7,5,1,1,28,27,29,28,Washington Nationals,Washington Nationals,Washington DC,50300000,31500000,1156,576,34,24,21316,18769,146,137,162,162,Anthony Rendon,1.0201,0.826281,1.01,0.909,1,1,200,200,6,5,0.101761,0.094864,0.319,0.308,0.811801,0.7157159999999999,0.901,0.846,3B,3B,0.5740740740740741,0.5061728395061729,15876,8464,126,92,18800000,12300000,18800000,12300000,18800000,12300000,9358.6276,7366.7889,96.74,85.83,184550000,23300000,18800000,12300000,93,82,40.0689,17.892900000000004,6.33,4.23,1,0,16.749367427800177,16.749367427800177,16.749367427800177
CHC,CHC,6.3,6.3,2019,2022,2022,2013,2013,7,7,262144,320356,512,566,22500,25600,150,160,285714,285714,5,7,2,2,23,23,29,28,Chicago Cubs,Chicago Cubs,Illinois,39954311,28954311,729,625,27,25,21316,23716,146,154,162,163,Anthony Rizzo,0.8537760000000001,0.7157159999999999,0.924,0.846,17,17,240,240,20,20,0.085849,0.08008899999999998,0.293,0.283,0.811801,0.893025,0.901,0.945,1B,1B,0.5185185185185185,0.5828220858895705,8836,10201,94,101,11285714,7285714,11000000,7000000,11285714,7285714,8330.212899999999,6417.6121,91.27,80.11,49325000,215545000,41000000,41000000,84,95,15.288100000000002,7.290000000000001,3.91,2.7,3,3,16.239048236059528,16.213405830762646,16.239048236059528
COL,COL,6.1,6.1,2019,2024,0,2019,2018,1,1,1600,576,40,24,1,4,1,2,0,0,1,5,1,1,23,22,24,23,Colorado Rockies,Colorado Rockies,Colorado,1573667,1119006,0,0,0,0,625,529,25,23,161,163,Antonio Senzatela,0.005475999999999999,0.043264,0.074,0.208,1,1,236,236,5,5,0.0006250000000000001,0.006889000000000001,0.025,0.083,0.023716,0.019880999999999996,0.154,0.141,SP,SP,0.4347826086956521,0.558282208588957,9,9,3,3,454661,366250,560000,545000,560000,545000,360.6200999999999,1853.3024999999998,18.99,43.05,24000000,122500000,560000,545000,70,91,0.0144,1.9599999999999997,-0.12,1.4,0,0,13.027307365296657,13.235692062711331,13.235692062711331
SF,SF,6.2,6.2,2019,2025,0,2019,2018,1,1,1764,4489,42,67,36,400,6,20,0,0,2,2,5,5,25,24,26,25,San Francisco Giants,San Francisco Giants,California,1348712,1205480,4,16,2,4,324,400,18,20,161,162,Aramis Garcia,0.277729,0.6577210000000001,0.527,0.811,23,23,228,228,26,26,0.020448999999999995,0.089401,0.143,0.299,0.012321,0.004489000000000001,0.111,0.067,C,C,0.4782608695652174,0.4506172839506173,25,121,5,11,143232,105480,555000,545000,555000,545000,0.0,0.0,0.0,0.0,8500000,11500000,555000,545000,77,73,0.18489999999999998,0.3364,-0.43,0.58,8,8,11.872220972231542,13.226723392728571,13.226723392728571
