Acronimo_t,Acronimo_t_1,Altura_t,Altura_t_1,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_inicial,Anio_ref,Anio_t,Anios_de_contrato_t,Anios_de_contrato_t_1,Antiguedad_t,Antiguedad_t_1,At-bats_2_t,At-bats_t,At_bats_2_t,At_bats_2_t_1,At_bats_t,At_bats_t_1,Aux_Anio,Bateos_2_t,Bateos_2_t_1,Bateos_promedio_2_t,Bateos_promedio_2_t_1,Bateos_promedio_t,Bateos_promedio_t_1,Bateos_t,Bateos_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad de equipos_t,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Dobles_2_t,Dobles_2_t_1,Dobles_t,Dobles_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Equipo_anterior,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Home-runs_2_t,Home-runs_t,Home_runs_2_t,Home_runs_2_t_1,Home_runs_t,Home_runs_t_1,Juegos totales_t,Juegos_iniciados_2_t,Juegos_iniciados_2_t_1,Juegos_iniciados_t,Juegos_iniciados_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,Pago_efectivo_t,Pago_efectivo_t_1,Pennants won_t,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Porcentaje_On-base-plus-slugging_2_t,Porcentaje_On-base-plus-slugging_t,Porcentaje_On_base_plus_slugging_2_t,Porcentaje_On_base_plus_slugging_2_t_1,Porcentaje_On_base_plus_slugging_t,Porcentaje_On_base_plus_slugging_t_1,Porcentaje_juegos_iniciados_2_t,Porcentaje_juegos_iniciados_2_t_1,Porcentaje_juegos_iniciados_t,Porcentaje_juegos_iniciados_t_1,Porcentaje_juegos_t,Porcentaje_juegos_t_1,Porcentaje_on-base_2_t,Porcentaje_on-base_t,Porcentaje_on_base_2_t,Porcentaje_on_base_2_t_1,Porcentaje_on_base_t,Porcentaje_on_base_t_1,Porcentaje_slugging_2_t,Porcentaje_slugging_2_t_1,Porcentaje_slugging_t,Porcentaje_slugging_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,Runs-batted-in_2_t,Runs-batted-in_t,Runs_batted_in_2_t,Runs_batted_in_2_t_1,Runs_batted_in_t,Runs_batted_in_t_1,Status_agente_libre,Sueldo_ajustado_norm_t,Sueldo_ajustado_norm_t_1,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_norm_t,Sueldo_base_norm_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_porcentual_t,Sueldo_porcentual_t_1,Sueldo_regular_norm_t,Sueldo_regular_norm_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Triples_2_t,Triples_2_t_1,Triples_t,Triples_t_1,Valor_contrato,Valor_contrato_promedio_t,Valor_contrato_promedio_t_1,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Valor_promedio_contrato,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WS ganadas_t,WS_ganadas_t,WS_ganadas_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t,id,Y_Sueldo_ajustado_norm_t,Y_Sueldo_regular_norm_t,Y_Sueldo_base_norm_t,Y_TVS_t,Y_ln_Sueldo_ajustado_t,Y_ln_Sueldo_regular_t,X_At_bats_2_t,X_At_bats_2_t_1,X_At_bats_t,X_At_bats_t_1,X_Bateos_2_t,X_Bateos_2_t_1,X_Bateos_promedio_2_t,X_Bateos_promedio_2_t_1,X_Bateos_promedio_t,X_Bateos_promedio_t_1,X_Bateos_t,X_Bateos_t_1,X_Dobles_2_t,X_Dobles_2_t_1,X_Dobles_t,X_Dobles_t_1,X_Home_runs_2_t,X_Home_runs_2_t_1,X_Home_runs_t,X_Home_runs_t_1,X_Juegos_iniciados_2_t,X_Juegos_iniciados_2_t_1,X_Juegos_iniciados_t,X_Juegos_iniciados_t_1,X_Porcentaje_On_base_plus_slugging_2_t,X_Porcentaje_On_base_plus_slugging_2_t_1,X_Porcentaje_On_base_plus_slugging_t,X_Porcentaje_On_base_plus_slugging_t_1,X_Porcentaje_on_base_2_t,X_Porcentaje_on_base_2_t_1,X_Porcentaje_on_base_t,X_Porcentaje_on_base_t_1,X_Porcentaje_slugging_2_t,X_Porcentaje_slugging_2_t_1,X_Porcentaje_slugging_t,X_Porcentaje_slugging_t_1,X_Runs_batted_in_2_t,X_Runs_batted_in_2_t_1,X_Runs_batted_in_t,X_Runs_batted_in_t_1,X_Triples_2_t,X_Triples_2_t_1,X_Triples_t,X_Triples_t_1,X_WAR_2_t,X_WAR_2_t_1,X_WAR_t,X_WAR_t_1
DET,LAA,6.2,6.2,2015,2013.0,2013,2013,2013,2,5.0,0,4.0,0.0,0.0,367236.0,285156.0,606.0,534.0,1,33856,27889.0,0.092416,0.097969,0.304,0.313,184,167.0,0,500000.0,0.0,4,4.0,1.0,5.0,1369,576.0,37,24.0,37,32.0,37,LAA,Detroit Tigers,Los Angeles Angels,Michigan,147750000,135550000.0,0.0,0.0,289.0,256.0,17.0,16.0,0.0,19044,17689.0,138,133.0,144,140.0,162.0,162.0,Torii Hunter,12200000,18000000.0,0.0,11.0,1.0,205.0,205.0,15,10.0,0.0,0.0,0.6400000000000001,0.6674889999999999,0.8,0.817,0.725904,0.6740409999999999,0.852,0.821,0.889,0.864,0.0,0.0,0.11155600000000002,0.13322499999999998,0.334,0.365,0.21622500000000003,0.203401,0.465,0.451,RF,RF,0.5740740740740741,0.5493827160493827,0.0,0.0,7056.0,8464.0,84.0,92.0,UFA,0.41352554975942474,0.5778265497565185,12000000,18500000.0,0.4223826714801444,0.5794174537033248,12000000,18000000.0,0.077,0.118,0.4039270687237027,0.5769286202429501,12000000,18500000.0,2048.4676,2972.4304,45.26,54.52,25,1.0,5,1.0,26000000,13000000,18000000.0,107775000,321150000.0,26000000,90000000.0,13000000,93,89.0,6.760000000000001,28.622499999999995,2.6,5.35,0.0,4.0,1.0,16.300417207752275,16.300417207752275,16.300417207752275,309,0.0,0.0,0.0,0.0,0.0,0.0,677.5571955719557,457.7142857142857,26.029928843006,21.394258241740605,202.7305389221557,151.57065217391303,0.295258785942492,0.31002848101265823,0.5433772041064034,0.5568020123999717,14.238347478628118,12.31140333893391,48.892857142857146,15.567567567567568,6.992342750670703,3.945575695328575,-9.32258064516129,-8.258064516129032,3.0532901344551737,2.8736848324283986,130.43835616438355,113.39102564102564,11.420961262712677,10.648522228038294,0.7748184019370462,0.746631991051454,0.8802376962713232,0.8640786949412964,0.3056328767123288,0.3731792717086834,0.5528407335863817,0.6108840083916778,0.4377024291497976,0.3711697080291971,0.6615908321234489,0.6092369883954823,76.69565217391305,97.28735632183908,8.75760539039714,9.863435320507712,-8.333333333333334,0.2,-2.886751345948129,0.4472135954999579,1.2635514018691592,-4.6922131147540975,1.124078023034504,-2.1661516832286
DET,LAA,6.2,6.2,2015,2013.0,2013,2014,2013,2,5.0,0,3.0,0.0,0.0,367236.0,285156.0,606.0,534.0,2,33856,27889.0,0.092416,0.097969,0.304,0.313,184,167.0,0,500000.0,0.0,4,4.0,1.0,5.0,1369,576.0,37,24.0,37,32.0,37,LAA,Detroit Tigers,Los Angeles Angels,Michigan,147750000,117550000.0,0.0,0.0,289.0,256.0,17.0,16.0,0.0,19044,17689.0,138,133.0,144,140.0,162.0,162.0,Torii Hunter,12200000,18500000.0,0.0,11.0,1.0,205.0,205.0,15,10.0,0.0,0.0,0.6400000000000001,0.6674889999999999,0.8,0.817,0.725904,0.6740409999999999,0.852,0.821,0.889,0.864,0.0,0.0,0.11155600000000002,0.13322499999999998,0.334,0.365,0.21622500000000003,0.203401,0.465,0.451,RF,RF,0.5740740740740741,0.5493827160493827,0.0,0.0,7056.0,8464.0,84.0,92.0,UFA,0.41352554975942474,0.59346260346924,12000000,19000000.0,0.4223826714801444,0.5955937054839661,12000000,18500000.0,0.077,0.13,0.4039270687237027,0.5925979306043223,12000000,19000000.0,2048.4676,2972.4304,45.26,54.52,25,1.0,5,1.0,26000000,13000000,18000000.0,107775000,321150000.0,26000000,90000000.0,13000000,93,89.0,6.760000000000001,28.622499999999995,2.6,5.35,0.0,4.0,1.0,16.300417207752275,16.300417207752275,16.300417207752275,309,-0.07538617877810005,-0.07131407382195998,-0.06183777887760078,-2.1460708010395413,-0.0165709036295274,-0.0165709036295274,677.5571955719557,457.7142857142857,26.029928843006,21.394258241740605,202.7305389221557,151.57065217391303,0.295258785942492,0.31002848101265823,0.5433772041064034,0.5568020123999717,14.238347478628118,12.31140333893391,48.892857142857146,15.567567567567568,6.992342750670703,3.945575695328575,-9.32258064516129,-8.258064516129032,3.0532901344551737,2.8736848324283986,130.43835616438355,113.39102564102564,11.420961262712677,10.648522228038294,0.7748184019370462,0.746631991051454,0.8802376962713232,0.8640786949412964,0.3056328767123288,0.3731792717086834,0.5528407335863817,0.6108840083916778,0.4377024291497976,0.3711697080291971,0.6615908321234489,0.6092369883954823,76.69565217391305,97.28735632183908,8.75760539039714,9.863435320507712,-8.333333333333334,0.2,-2.886751345948129,0.4472135954999579,1.2635514018691592,-4.6922131147540975,1.124078023034504,-2.1661516832286
MIN,DET,6.2,6.2,2016,2015.0,2013,2015,2015,1,2.0,0,1.0,0.0,0.0,271441.0,301401.0,521.0,549.0,3,15625,24649.0,0.0576,0.08179599999999998,0.24,0.286,125,157.0,0,0.0,0.0,4,5.0,1.0,1.0,484,1089.0,22,33.0,39,37.0,39,DET,Minnesota Twins,Detroit Tigers,Minnesota,172250000,161750000.0,0.0,0.0,484.0,289.0,22.0,17.0,0.0,18225,18225.0,135,135.0,139,142.0,161.0,162.0,Torii Hunter,10500000,14000000.0,0.0,6.0,11.0,205.0,205.0,14,16.0,0.0,0.0,0.49280399999999996,0.585225,0.702,0.765,0.693889,0.693889,0.833,0.833,0.858,0.877,0.0,0.0,0.085849,0.101761,0.293,0.319,0.16728099999999999,0.198916,0.409,0.446,RF,RF,0.515527950310559,0.5555555555555556,0.0,0.0,6561.0,6889.0,81.0,83.0,UFA,0.32225302542089906,0.5384130363236629,10500000,14000000.0,0.3458286326647624,0.5582329317269076,10500000,14000000.0,0.099,0.081,0.31836508011656905,0.5382128838605403,10500000,14000000.0,440.58009999999996,924.7681,20.99,30.41,0,4.0,0,2.0,10500000,10500000,13000000.0,68250000,33500000.0,10500000,26000000.0,10500000,83,90.0,3.082907973586767,0.8649000000000001,1.755821167883212,0.93,0.0,3.0,4.0,16.166885815127753,16.166885815127753,16.166885815127753,309,-0.07538617877810005,-0.07131407382195998,-0.06183777887760078,-2.1460708010395413,-0.0165709036295274,-0.0165709036295274,489.08288288288287,577.3965517241379,22.11521835485426,24.029077213329227,99.52229299363057,162.16447368421052,0.19393939393939394,0.26300964630225077,0.4403855060505442,0.5128446609863954,9.976086055845277,12.734381558764861,14.235294117647058,41.88461538461539,3.7729688731351945,6.471832459560074,-12.736842105263158,-7.048780487804878,-3.568871264876776,2.654953952106303,122.31543624161074,135.0,11.059630927007047,11.618950038622252,0.5475599999999999,-0.5676285160038798,0.7399729724794007,0.7534112529049987,0.22651451187335092,0.259594387755102,0.47593540724908345,0.5095040605874521,0.32107677543186175,-0.3112926447574335,0.5666363696691749,0.5579360579469957,67.63917525773196,63.78703703703704,8.224303937582315,7.986678723789823,-0.0,-1.3333333333333333,0.0,-1.1547005383792517,-0.42640497559982943,-0.15583783783783786,-0.6529969185224609,-0.3947630147795483
TOR,MIL,6.4,6.4,2022,2020.0,2020,2020,2020,1,1.0,1,1.0,0.0,0.0,26569.0,52900.0,163.0,230.0,1,1521,1296.0,0.057121,0.024649,0.239,0.157,39,36.0,0,0.0,0.0,3,5.0,1.0,1.0,100,25.0,10,5.0,29,28.0,30,MIL,Toronto Blue Jays,Milwaukee Brewers,Toronto,8292551,6653070.0,0.0,0.0,36.0,49.0,6.0,7.0,0.0,1764,3364.0,42,58.0,50,86.0,61.0,161.0,Travis Shaw,1639481,4675000.0,0.0,2.0,1.0,230.0,230.0,8,6.0,0.0,0.0,0.5140889999999999,0.30360100000000007,0.717,0.551,0.48999999999999994,0.128164,0.7,0.358,0.833,0.531,0.0,0.0,0.093636,0.07952399999999998,0.306,0.282,0.168921,0.0729,0.411,0.27,1B,3B,0.5245901639344263,0.5527950310559007,0.0,0.0,289.0,256.0,17.0,16.0,UFA,0.06061314110868717,0.12436951283399478,1639481,4675000.0,0.11064938991937759,0.1196109740165481,4000000,4675000.0,0.03,0.034,0.11504055855665066,0.10624489437839181,4158000,4675000.0,813.9609,0.0,28.53,0.0,0,0.0,0,0.0,4000000,4000000,4675000.0,108000000,31900000.0,4000000,4675000.0,4000000,32,89.0,0.0529,3.2142294591705185,0.23,1.7928272251308877,0.0,2.0,0.0,14.309890286300634,15.201804919084164,15.240544747400095,310,0.0,0.0,0.0,0.0,0.0,0.0,-47.61469534050179,-81.13496932515338,-6.900340233677017,-9.00749517486151,-9.566037735849056,-7.491329479768786,-0.16508959537572254,0.08618531468531469,-0.40631218954853243,0.29357335486265557,-3.092901184300762,-2.73702931657094,-3.125,-0.6410256410256411,-1.7677669529663687,-0.8006407690254357,-1.2,-1.0888888888888888,-1.0954451150103321,-1.0434983894999017,-11.838926174496644,-20.8944099378882,-3.44077406617997,-4.571040356186784,-0.5674271523178807,0.33473098125689094,-0.7532776064094039,0.5785594016666663,-0.2400923076923077,0.2259204545454545,0.4899921506435666,0.47531090303658563,-0.31281666666666663,0.13135135135135134,-0.5593001579354923,0.36242426981557313,-3.10752688172043,-2.5098039215686274,-1.762817881041723,-1.584236068762679,-0.0,-0.0,-0.0,-0.0,-0.010975103734439834,-0.44334199436834737,-0.1047621292950837,-0.6658393157274114
TB,NYM,6.2,6.2,2020,2020.0,2019,2019,2019,1,1.0,1,1.0,0.0,0.0,123201.0,225.0,351.0,15.0,1,7744,9.0,0.063001,0.04000000000000001,0.251,0.2,88,3.0,0,0.0,0.0,2,8.0,2.0,2.0,256,0.0,16,0.0,29,28.0,30,NYM,Tampa Bay Rays,New York Mets,Florida,9115107,7826049.0,0.0,0.0,256.0,1.0,16.0,1.0,0.0,7225,16.0,85,4.0,103,4.0,161.0,162.0,Travis d'Arnaud,438648,3475000.0,0.0,1.0,5.0,210.0,210.0,5,9.0,0.0,0.0,0.555025,0.42250000000000004,0.745,0.65,0.275625,0.0006250000000000001,0.525,0.025,0.636,0.025,0.0,0.0,0.097344,0.0625,0.312,0.25,0.187489,0.16000000000000003,0.433,0.4,C,C,0.5962732919254659,0.4753086419753086,0.0,0.0,4761.0,9.0,69.0,3.0,UFA,0.011380921119765797,0.09769076462153839,438648,3475000.0,0.0,0.08978378826515326,555000,3475000.0,0.007,0.023,0.0,0.08383442606086369,555000,3475000.0,1281.6399999999999,0.0,35.8,0.0,0,0.0,0,0.0,0,555000,3475000.0,33500000,89635000.0,555000,3475000.0,0,96,77.0,3.2142294591705185,2.770003521471547,1.7928272251308877,1.6643327556325829,0.0,0.0,2.0,12.991452548102387,13.226723392728571,13.226723392728571,311,0.22443285335966834,0.47097581273294215,0.47097581273294215,2.7785389992455034,0.2559062928142377,0.34999113724210096,-211.32246998284734,-0.375,-14.536934683173317,0.6123724356957946,-47.21951219512195,-0.05172413793103448,-0.20521498371335506,0.12903225806451615,-0.4530066044919821,0.3592106040535498,-6.871645523098667,0.227429413073671,-7.757575757575758,-0.0,-2.7852424952911656,-0.0,-11.636363636363637,-0.03125,-3.4112114616897666,-0.17677669529663687,-47.847682119205295,-0.10526315789473684,-6.917201899554855,0.3244428422615251,-0.5595010080645161,0.45874049945711187,-0.747998000040452,0.6773038457421542,-0.24519899244332494,0.1795977011494253,-0.4951757187537823,0.4237896897630065,-0.3151075630252101,0.26402640264026406,0.5613444245961744,0.513834995538708,-59.5125,0.10465116279069768,-7.714434522374274,0.3234983196103152,-0.0,-0.0,-0.0,-0.0,-0.9425892842142283,-0.5641555033546939,-0.9708703745682161,-0.751102858039226
ATL,TB,6.2,6.2,0,2020.0,2019,2020,2020,2,1.0,1,1.0,0.0,0.0,27225.0,123201.0,165.0,351.0,2,2809,7744.0,0.10304100000000001,0.063001,0.321,0.251,53,88.0,0,0.0,0.0,7,2.0,1.0,2.0,64,256.0,8,16.0,30,29.0,31,TB,Atlanta Braves,Tampa Bay Rays,Georgia,12078070,9115107.0,0.0,0.0,81.0,256.0,9.0,16.0,0.0,1521,7225.0,39,85.0,44,103.0,60.0,161.0,Travis d'Arnaud,2962963,438648.0,0.0,18.0,1.0,210.0,210.0,26,5.0,0.0,0.0,0.8445610000000001,0.555025,0.919,0.745,0.42250000000000004,0.275625,0.65,0.525,0.733,0.636,0.0,0.0,0.14899600000000002,0.097344,0.386,0.312,0.28408900000000004,0.187489,0.533,0.433,C,C,0.5833333333333334,0.5962732919254659,0.0,0.0,1156.0,4761.0,34.0,69.0,UFA,0.10963664882078063,0.011380921119765797,2962963,438648.0,0.2218182161794554,0.0,8000000,555000.0,0.047,0.007,0.2218182161794554,0.0,8000000,555000.0,5893.6329,1281.6399999999999,76.77,35.8,0,0.0,0,0.0,16000000,8000000,555000.0,95750000,33500000.0,16000000,555000.0,8000000,35,96.0,0.7055999999999999,3.2142294591705185,0.84,1.7928272251308877,0.0,3.0,0.0,14.901700339133827,15.89495209964411,15.89495209964411,311,0.22443285335966834,0.47097581273294215,0.47097581273294215,2.7785389992455034,0.2559062928142377,0.34999113724210096,-42.40654205607477,-201.30882352941177,6.512030563201832,-14.18833406462548,-15.183783783783785,-42.78453038674033,-0.10304100000000001,0.18639349112426035,-0.321,0.43173312488649784,-3.896637497097181,-6.540988486975063,-1.4883720930232558,-6.7368421052631575,-1.2199885626608373,-2.5955427380922007,-2.7,-6.7368421052631575,1.6431676725154982,-2.5955427380922007,-9.38888888888889,-46.31410256410256,3.064129385141706,-6.805446536716203,-0.42228050000000006,0.5201733833177132,-0.6498311319104372,0.721230464773718,-0.14899600000000002,0.22585614849187935,-0.386,0.4752432519161943,-0.28408900000000004,0.2947940251572327,-0.533,0.5429493762379994,12.43010752688172,-42.13274336283186,3.525635762083446,-6.490973991846821,-0.0,-0.0,-0.0,-0.0,-0.2198130841121495,-0.9829447887371616,0.46884228063619593,-0.9914357209305914
CHC,ARI,6.4,6.4,2016,2018.0,2015,2015,2015,1,5.0,1,4.0,0.0,0.0,49.0,576.0,7.0,24.0,1,1,4.0,0.020448999999999995,0.006889000000000001,0.143,0.083,1,2.0,0,200000.0,0.0,13,8.0,2.0,1.0,0,1.0,0,1.0,26,22.0,27,ATL,Chicago Cubs,Arizona Diamondbacks,Illinois,31661516,19370000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,289.0,3,17.0,26,32.0,161.0,161.0,Trevor Cahill,91516,7900000.0,0.0,17.0,1.0,230.0,230.0,17,5.0,0.0,0.0,0.154449,0.060024999999999995,0.393,0.245,0.000361,0.011024999999999998,0.019,0.105,0.161,0.198,0.0,0.0,0.0625,0.0144,0.25,0.12,0.020448999999999995,0.015625,0.143,0.125,RP,RP,0.5962732919254659,0.3975155279503105,0.0,0.0,0.0,0.0,0.0,0.0,UFA,0.002639879368229609,0.3037729964548582,91516,7900000.0,0.01060774096746175,0.30522088353413657,507500,7700000.0,0.001,0.074,0.0097653403564056,0.3034710998229816,507500,7900000.0,239.6304,8.526399999999999,15.48,2.92,0,0.0,0,0.0,0,507500,6100000.0,190950000,42450000.0,507500,30500000.0,0,96,64.0,3.082907973586767,3.778791104643598,1.755821167883212,1.94391129032258,0.0,2.0,1.0,11.424269099364771,13.137251989898079,13.137251989898079,312,0.2991391882467047,0.23264210681253503,0.24173472775618396,3.266925640374332,0.5267353174996248,0.2821812260766614,-0.08221476510067115,-1.0867924528301887,-0.28673117218166416,-1.0424933826313665,-0.00625,-0.028169014084507043,-0.06979180887372012,-0.02296333333333334,-0.264181393882537,-0.15153657424309597,-0.07905694150420949,-0.16783627165933782,-0.0,-0.03125,-0.0,-0.17677669529663687,-0.0,-0.0,-0.0,-0.0,-0.06040268456375839,-2.035211267605634,-0.24576957615571215,-1.4266083091043715,-0.1800104895104895,-0.07012266355140187,-0.42427643053849873,-0.2648068419648591,-0.1717032967032967,-0.0288,-0.4143709650823724,-0.1697056274847714,-0.041394736842105255,-0.031758130081300816,-0.2034569655777488,-0.17820810891006283,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.4500595581878492,-0.9470654397603001,-0.6708647838334109,-0.9731728724950671
CHC,CHC,6.4,6.4,2017,2016.0,2015,2016,2016,1,1.0,1,1.0,0.0,0.0,64.0,49.0,8.0,7.0,2,1,1.0,0.015625,0.020448999999999995,0.125,0.143,1,1.0,0,0.0,0.0,15,13.0,2.0,2.0,0,0.0,0,0.0,27,26.0,28,CHC,Chicago Cubs,Chicago Cubs,Illinois,36211516,31661516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.0,1,3.0,51,26.0,160.0,161.0,Trevor Cahill,4250000,91516.0,0.0,17.0,17.0,230.0,230.0,18,17.0,0.0,0.0,0.12040899999999999,0.154449,0.347,0.393,3.6e-05,0.000361,0.006,0.019,0.315,0.161,0.0,0.0,0.049284,0.0625,0.222,0.25,0.015625,0.020448999999999995,0.125,0.143,RP,RP,0.6375,0.5962732919254659,0.0,0.0,1.0,0.0,1.0,0.0,UFA,0.12286353055969346,0.002639879368229609,4250000,91516.0,0.118837818528221,0.01060774096746175,4250000,507500.0,0.023,0.001,0.10986695368778374,0.0097653403564056,4250000,507500.0,2689.4596,239.6304,51.86,15.48,0,0.0,0,0.0,4250000,4250000,507500.0,291277500,190950000.0,4250000,507500.0,4250000,102,96.0,0.9409,3.082907973586767,0.97,1.755821167883212,0.0,3.0,2.0,15.2624295409006,15.2624295409006,15.2624295409006,312,-0.21422214803750458,-0.1129106810712246,-0.11780886940258856,-7.201388754955532,-0.2441824032369051,-0.11526156945186816,-0.10738255033557047,-0.09245283018867924,-0.3276927682076162,-0.3040605699341486,-0.00625,-0.007042253521126761,-0.05332764505119454,-0.06816333333333333,-0.2309277918553645,-0.2610810857441292,-0.07905694150420949,-0.08391813582966891,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.006711409395973154,-0.06338028169014084,-0.08192319205190406,-0.25175440748900674,-0.14033682983682982,-0.18043107476635514,-0.37461557607343265,-0.4247717913966924,-0.1353956043956044,-0.125,0.3679614169931467,-0.35355339059327373,-0.031629554655870445,-0.04156300813008129,-0.17784699788264757,-0.20387007659311188,-0.016666666666666666,-0.0,-0.12909944487358055,-0.0,-0.0,-0.0,-0.0,-0.0,-0.13735766423357665,-0.7726586399966834,-0.370617949151922,-0.8790100340705351
KC,CHC,6.4,6.4,2018,2017.0,2015,2017,2017,1,1.0,1,1.0,0.0,0.0,196.0,64.0,14.0,8.0,3,16,1.0,0.08179599999999998,0.015625,0.286,0.125,4,1.0,0,0.0,0.0,4,15.0,2.0,2.0,1,0.0,1,0.0,28,27.0,29,CHC,Kansas City Royals,Chicago Cubs,Missouri,37961516,36211516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196,1.0,14,1.0,21,51.0,162.0,160.0,Trevor Cahill,669410,4250000.0,0.0,4.0,17.0,230.0,230.0,9,18.0,0.0,0.0,0.4760999999999999,0.12040899999999999,0.69,0.347,0.007395999999999999,3.6e-05,0.086,0.006,0.13,0.315,0.0,0.0,0.11088900000000002,0.049284,0.333,0.222,0.12744899999999998,0.015625,0.357,0.125,RP,RP,0.4938271604938271,0.6375,0.0,0.0,4.0,1.0,2.0,1.0,UFA,0.018576816767272658,0.12286353055969346,669410,4250000.0,0.051492571289818344,0.118837818528221,1750000,4250000.0,0.005,0.023,0.047764610593275594,0.10986695368778374,1750000,4250000.0,0.0,2689.4596,0.0,51.86,0,0.0,0,0.0,1750000,1750000,4250000.0,43800000,291277500.0,1750000,4250000.0,1750000,80,102.0,3.009561375376984,0.9409,1.7348087431693973,0.97,0.0,2.0,3.0,13.414152006398902,14.375126345899696,14.375126345899696,312,-0.21422214803750458,-0.1129106810712246,-0.11780886940258856,-7.201388754955532,-0.2441824032369051,-0.11526156945186816,-0.327212020033389,-0.11247803163444639,-0.5720244925118059,-0.3353774465202548,-0.10666666666666667,-0.006060606060606061,-0.28700350877192976,0.05387931034482759,-0.5357270842247289,0.23211917272131485,-0.32659863237109044,-0.0778498944161523,-0.027777777777777776,-0.0,-0.16666666666666666,-0.0,-0.0,-0.0,-0.0,-0.0,-1.2098765432098766,-0.006666666666666667,-1.0999438818457405,-0.08164965809277261,-0.5784933171324422,0.14215938606847697,-0.7605874815775252,0.3770402976718496,-0.29335714285714287,0.13614364640883977,-0.5416245404864359,0.3689764848995662,-0.26116598360655735,0.03221649484536083,-0.5110440133751274,0.17948953965443454,-0.05263157894736842,-0.009433962264150943,-0.22941573387056174,-0.09712858623572641,-0.0,-0.0,-0.0,-0.0,-1.1486875478538106,-0.2198364485981308,-1.0717684208138485,-0.4688671971871468
TB,MIN,6.2,6.2,2018,2017.0,2017,2017,2017,1,1.0,1,1.0,0.0,0.0,80089.0,101761.0,283.0,319.0,1,3136,6889.0,0.039204,0.06760000000000001,0.198,0.26,56,83.0,0,0.0,0.0,5,4.0,2.0,1.0,49,169.0,7,13.0,30,29.0,31,MIN,Tampa Bay Rays,Minnesota Twins,Florida,22969000,17719000.0,0.0,0.0,81.0,144.0,9.0,12.0,0.0,5929,6400.0,77,80.0,100,84.0,162.0,161.0,Trevor Plouffe,1069723,7250000.0,0.0,1.0,6.0,205.0,205.0,4,14.0,0.0,0.0,0.34809999999999997,0.522729,0.59,0.723,0.225625,0.244036,0.475,0.494,0.617,0.519,0.0,0.0,0.07398400000000001,0.091809,0.272,0.303,0.101124,0.17639999999999997,0.318,0.42,3B,3B,0.4938271604938271,0.3602484472049689,0.0,0.0,361.0,2209.0,19.0,47.0,UFA,0.029833371008618898,0.20964735249317626,1069723,7250000.0,0.1577254033053587,0.21409859490354846,5250000,7250000.0,0.014,0.075,0.14630639490006286,0.19793665604272062,5250000,7250000.0,25.704900000000002,0.0,5.07,0.0,0,1.0,0,1.0,5250000,5250000,7250000.0,21700000,1900000.0,5250000,7250000.0,5250000,80,58.0,3.009561375376984,0.04000000000000001,1.7348087431693973,0.2,0.0,0.0,3.0,13.882910294418592,15.473738634567807,15.473738634567807,313,0.0,0.0,0.0,0.0,0.0,0.0,-137.37392795883363,-169.60166666666666,11.720662436860538,-13.02312046579723,-19.121951219512194,-39.5919540229885,0.12770032573289902,-0.21806451612903227,0.3573518234637947,0.46697378526961475,4.37286533288097,-6.292213761704898,-1.4848484848484849,-5.121212121212121,-1.2185435916898848,-2.263009527424072,-3.6818181818181817,-4.5,1.9188064472004938,-2.1213203435596424,-39.264900662251655,-42.10526315789474,6.266171132537927,-6.488856845230502,-0.3509072580645161,-0.5675667752442997,0.5923742550655928,0.7533702776485807,-0.18635768261964736,0.2638189655172414,0.4316916522468872,0.5136331039927639,-0.1699563025210084,-0.29108910891089107,0.4122575681791766,0.5395267453156434,-4.5125,-25.686046511627907,2.1242645786248002,-5.068140340561605,-0.0,-0.2,-0.0,-0.4472135954999579,-0.8825693182923706,-0.00814663951120163,-0.9394516050826517,-0.09025873648130484
