Acronimo,Altura,Anio,Anio_de_agente_libre,Anios_de_contrato,Antiguedad,At-bats,At-bats_2,Bateos,Bateos_2,Bateos_promedio,Bateos_promedio_2,Bono_por_firma,Cantidad de equipos,Cantidad_agentes_libres,Dobles,Dobles_2,Edad,Edad_al_firmar,Equipo,Estado,Ganancias,Home-runs,Home-runs_2,Juegos,Juegos totales,Juegos_iniciados,Juegos_iniciados_2,Jugador,Pago_efectivo,Pennants won,Peso,Playoffs,Porcentaje_On-base-plus-slugging,Porcentaje_On-base-plus-slugging_2,Porcentaje_juegos,Porcentaje_juegos_iniciados,Porcentaje_juegos_iniciados_2,Porcentaje_on-base,Porcentaje_on-base_2,Porcentaje_slugging,Porcentaje_slugging_2,Posicion,Promedio_victorias,Runs-batted-in,Runs-batted-in_2,Sueldo_ajustado,Sueldo_base,Sueldo_porcentual,Sueldo_regular,TVS,TVS_2,Triples,Triples_2,Valor_contrato_promedio,Valor_contrato_total,Valor_del_contrato,Victorias,WAR,WAR_2,WS ganadas,ln_Sueldo_ajustado,ln_Sueldo_base,ln_Sueldo_regular
TEX,6.1,2020,0,1,0,119,14161,27,729,0.227,0.051529000000000005,0,2,4,6,36,21,21,Texas Rangers,Texas,2227715,4,16,33,59,32,1024,Leodys Taveras,127715,2,171,8,0.703,0.49420899999999995,0.55,0.533,0.28408900000000004,0.308,0.094864,0.395,0.15602500000000002,OF,0.3728813559322034,6,36,127715,563500,0.002,563500,0.0,0.0,1,1,563500,55750000,563500,22,1.32,1.7424000000000002,0,11.757556497925862,13.241922612461968,13.241922612461968
TEX,6.066556291390728,2020,2021,7,6,110,12100,26,676,0.236,0.055695999999999996,0,2,4,3,9,37,31,Texas Rangers,Texas,139582678,5,25,33,59,30,900,Shin-Soo Choo,7777778,2,210,8,0.723,0.522729,0.55,0.5,0.25,0.323,0.104329,0.4,0.16000000000000003,DH,0.3728813559322034,15,225,7777778,21000000,0.121,21000000,0.0,0.0,0,0,18571429,55750000,130000000,22,0.05,0.0025000000000000005,0,15.866781251248842,16.860032995687696,16.860032995687696
STL,6.4,2020,2023,2,1,140,19600,26,676,0.186,0.034596,0,2,2,6,36,34,33,St. Louis Cardinals,Missouri,57923996,4,16,50,58,46,2116,Matt Carpenter,6851852,23,210,30,0.64,0.4096,0.862,0.793,0.6288490000000001,0.325,0.10562500000000001,0.314,0.098596,3B,0.5172413793103449,24,576,6851852,18500000,0.094,18500000,7.63,58.216899999999995,0,0,19500000,7000000,39000000,30,0.16,0.0256,11,15.740029538659892,16.733281290048552,16.733281290048552
LAA,6.1,2020,2026,1,0,94,8836,26,676,0.277,0.07672900000000002,0,5,3,6,36,26,26,Los Angeles Angels,California,2101614,0,0,34,60,24,576,Taylor Ward,159732,1,200,10,0.716,0.512656,0.567,0.4,0.16000000000000003,0.333,0.11088900000000002,0.383,0.146689,3B,0.4333333333333333,5,25,159732,566500,0.002,566500,0.0,0.0,2,4,566500,260850000,566500,26,0.1,0.010000000000000002,1,11.981252689835019,13.247232359450198,13.247232359450198
NYY,6.7,2020,2023,1,1,101,10201,26,676,0.257,0.066049,0,2,2,3,9,28,27,New York Yankees,New York,6940671,9,81,28,60,26,676,Aaron Judge,3148148,40,282,56,0.891,0.7938810000000001,0.467,0.433,0.187489,0.336,0.11289600000000001,0.554,0.3069160000000001,RF,0.55,22,484,3148148,8500000,0.028,8500000,0.0,0.0,0,0,8500000,336500000,8500000,33,1.13,1.2768999999999997,27,14.962324901391437,15.955576721460545,15.955576721460545
DET,6.2,2020,2024,1,1,97,9409,26,676,0.268,0.07182400000000001,0,1,5,9,81,28,27,Detroit Tigers,Michigan,2663798,5,25,30,57,28,784,Jacoby Jones,583333,11,201,16,0.849,0.7208009999999999,0.517,0.483,0.233289,0.333,0.11088900000000002,0.515,0.265225,CF,0.4035087719298245,14,196,583333,1575000,0.014,1575000,0.0,0.0,0,0,1575000,19350000,1575000,23,0.53,0.28090000000000004,4,13.276513485802852,14.269765830241871,14.269765830241871
CHW,6.2,2020,2024,1,0,88,7744,26,676,0.296,0.08761599999999999,0,2,5,5,25,28,28,Chicago White Sox,Illinois,1555609,3,9,36,60,24,576,Adam Engel,217778,6,220,10,0.811,0.6577210000000001,0.6,0.4,0.16000000000000003,0.333,0.11088900000000002,0.477,0.22752899999999998,CF,0.5833333333333334,12,144,217778,588000,0.004,588000,44.24,1957.1776000000002,1,1,588000,151500000,588000,35,0.57,0.32489999999999997,3,12.291231474278122,13.284482226880764,13.284482226880764
MIL,5.9,2020,2026,1,1,109,11881,26,676,0.239,0.057121,0,1,9,4,16,23,22,Milwaukee Brewers,Wisconsin,561531,0,0,41,60,31,961,Luis Urias,210667,1,186,7,0.602,0.36240399999999995,0.683,0.517,0.267289,0.308,0.094864,0.294,0.08643599999999999,2B,0.4833333333333333,11,121,210667,568800,0.005,568800,15.54,241.49159999999998,1,1,568800,49875000,568800,29,0.12,0.0144,0,12.258033966738115,13.251284157471169,13.251284157471169
MIN,6.0,2020,2025,1,0,113,12769,25,625,0.221,0.048841,0,1,7,3,9,27,27,Minnesota Twins,Minnesota,1528165,4,16,42,60,29,841,Jake Cave,217593,6,200,17,0.674,0.45427600000000007,0.7,0.483,0.233289,0.285,0.08122499999999999,0.389,0.151321,RF,0.6,15,225,217593,587500,0.004,587500,28.62,819.1044,2,4,587500,134000000,587500,36,0.25,0.0625,3,12.290381624328841,13.283631525000452,13.283631525000452
CHC,6.1,2020,2027,5,1,125,15625,25,625,0.2,0.04000000000000001,10000,2,4,3,9,27,26,Chicago Cubs,Illinois,1356352,7,49,45,58,35,1225,David Bote,351852,17,205,21,0.711,0.505521,0.75,0.583,0.33988899999999994,0.303,0.091809,0.408,0.16646399999999997,2B,0.5517241379310345,29,841,352852,950000,0.004,960000,37.99,1443.2401000000002,1,1,3000000,2650000,15000000,32,0.8654487179487182,0.7490014833990801,3,12.773803984543846,13.764217263576723,13.77468856344402
SF,6.3,2020,2021,1,0,87,7569,24,576,0.276,0.07617600000000001,0,5,3,6,36,33,33,San Francisco Giants,California,1573648,5,25,40,60,25,625,Darin Ruf,296296,23,250,26,0.887,0.786769,0.667,0.417,0.173889,0.37,0.1369,0.517,0.267289,1B,0.4833333333333333,18,324,296296,563500,0.004,563500,62.31,3882.5361000000003,0,0,800000,18250000,800000,29,0.68,0.4624000000000001,8,12.59911423363928,13.241922612461968,13.241922612461968
PIT,6.5,2020,2024,5,4,157,24649,24,576,0.153,0.023409,600000,2,3,6,36,28,24,Pittsburgh Pirates,Pennsylvania,17476650,7,49,50,59,45,2025,Gregory Polanco,2962962,9,235,17,0.539,0.29052100000000003,0.833,0.75,0.5625,0.214,0.045795999999999996,0.325,0.10562500000000001,RF,0.3220338983050847,22,484,3562963,8000000,0.141,8600000,4.4,19.360000000000003,0,0,7000000,3900000,35000000,19,0.8654487179487182,0.7490014833990801,5,15.086103060026616,15.89495209964411,15.967272761223736
PIT,6.3,2020,2025,1,0,109,11881,24,576,0.22,0.0484,0,2,3,3,9,23,23,Pittsburgh Pirates,Pennsylvania,444439,1,1,37,59,28,784,Cole Tucker,208703,9,205,17,0.527,0.277729,0.617,0.467,0.21808900000000003,0.252,0.063504,0.275,0.07562500000000001,SS,0.3220338983050847,8,64,208704,563500,0.008,563500,4.6,21.159999999999997,0,0,563500,3900000,563500,19,0.8654487179487182,0.7490014833990801,5,12.248672259148991,13.241922612461968,13.241922612461968
STL,6.0,2020,2024,1,1,106,11236,24,576,0.226,0.051076,0,2,2,7,49,26,25,St. Louis Cardinals,Missouri,1766913,4,16,50,58,37,1369,Harrison Bader,218556,23,210,30,0.779,0.6068410000000001,0.862,0.638,0.407044,0.336,0.11289600000000001,0.443,0.196249,CF,0.5172413793103449,11,121,218556,590100,0.003,590100,55.64,3095.8096,2,4,590100,7000000,590100,30,1.03,1.0609,11,12.294797553586545,13.28804729304526,13.28804729304526
MIL,6.0,2020,2025,1,0,115,13225,24,576,0.209,0.043681,0,1,9,3,9,27,27,Milwaukee Brewers,Wisconsin,2752630,6,36,39,60,36,1296,Dan Vogelbach,80275,1,270,7,0.722,0.521284,0.65,0.6,0.36,0.331,0.109561,0.391,0.15288100000000002,DH,0.4833333333333333,16,256,80275,580900,0.002,580900,32.64,1065.3696,0,0,580900,49875000,580900,29,0.8654487179487182,0.7490014833990801,0,11.293213518957714,13.272333903980623,13.272333903980623
MIA,6.5,2020,2025,1,1,106,11236,24,576,0.226,0.051076,0,2,6,6,36,26,25,Miami Marlins,Florida,2724829,3,9,47,60,29,841,Lewis Brinson,214815,2,212,3,0.636,0.404496,0.783,0.483,0.233289,0.268,0.07182400000000001,0.368,0.135424,RF,0.5166666666666667,12,144,214815,580000,0.006,580000,18.81,353.81609999999995,0,0,580000,25350000,580000,31,0.06,0.0036,2,12.277532471580912,13.270783382522602,13.270783382522602
SF,6.2,2020,2025,1,0,85,7225,24,576,0.282,0.07952399999999998,0,5,3,2,4,27,27,San Francisco Giants,California,1354986,5,25,31,60,23,529,Austin Slater,213333,23,197,26,0.914,0.835396,0.517,0.383,0.146689,0.408,0.16646399999999997,0.506,0.256036,LF,0.4833333333333333,7,49,213333,576000,0.003,576000,0.0,0.0,1,1,576000,18250000,576000,29,0.95,0.9025,8,12.270609604166523,13.263862939678027,13.263862939678027
SF,6.2,2020,0,1,0,103,10609,24,576,0.233,0.054289000000000004,0,5,3,5,25,23,23,San Francisco Giants,California,7146485,0,0,33,60,28,784,Joey Bart,121485,23,238,26,0.609,0.37088099999999996,0.55,0.467,0.21808900000000003,0.288,0.08294399999999999,0.32,0.1024,C,0.4833333333333333,7,49,121485,563500,0.002,563500,0.0,0.0,2,4,563500,18250000,563500,29,0.33,0.10890000000000001,8,11.7075460773512,13.241922612461968,13.241922612461968
CHC,6.1,2020,2026,1,1,108,11664,24,576,0.222,0.049284,0,2,4,4,16,23,22,Chicago Cubs,Illinois,2995923,0,0,48,58,33,1089,Nico Hoerner,209259,17,200,21,0.571,0.32604099999999997,0.8,0.55,0.30250000000000005,0.312,0.097344,0.259,0.067081,SS,0.5517241379310345,13,169,209259,565000,0.002,565000,21.63,467.85689999999994,0,0,565000,2650000,565000,32,0.66,0.43560000000000004,3,12.251327998179473,13.244581010128577,13.244581010128577
PHI,6.1,2020,0,1,0,92,8464,23,529,0.25,0.0625,0,2,4,5,25,31,31,Philadelphia Phillies,Pennsylvania,2982361,3,9,39,60,28,784,Philip Gosselin,212962,7,200,14,0.726,0.527076,0.65,0.467,0.21808900000000003,0.324,0.104976,0.402,0.16160400000000003,2B,0.4666666666666667,12,144,212963,575000,0.003,575000,24.85,617.5225,0,0,575000,134350000,575000,28,0.04,0.0016,2,12.268873720682233,13.262125319779487,13.262125319779487
LAD,6.1,2020,2021,1,1,121,14641,23,529,0.19,0.0361,0,5,4,4,16,28,27,Los Angeles Dodgers,California,12677311,7,49,43,59,38,1444,Joc Pederson,2870370,25,220,34,0.681,0.4637610000000001,0.717,0.633,0.400689,0.285,0.08122499999999999,0.397,0.15760900000000003,LF,0.711864406779661,16,256,2870370,7750000,0.023,7750000,17.68,312.5824,0,0,7750000,15813500,7750000,42,0.8654487179487182,0.7490014833990801,7,14.86995149928698,15.86320340132953,15.86320340132953
SD,6.1,2020,2022,1,1,109,11881,23,529,0.211,0.044521,0,5,2,2,4,32,31,San Diego Padres,California,9203662,3,9,31,61,31,961,Tommy Pham,2925926,2,223,6,0.624,0.389376,0.517,0.517,0.267289,0.312,0.097344,0.312,0.097344,LF,0.6229508196721312,12,144,2925926,7900000,0.04,7900000,0.0,0.0,0,0,7900000,43000000,7900000,38,0.8654487179487182,0.7490014833990801,0,14.889121569743422,15.88237331743725,15.88237331743725
NYY,6.2,2020,2023,1,0,156,24336,23,529,0.147,0.021608999999999996,0,2,2,4,16,27,27,New York Yankees,New York,6930115,10,100,49,60,45,2025,Gary Sanchez,1851852,40,230,56,0.618,0.381924,0.817,0.75,0.5625,0.253,0.064009,0.365,0.13322499999999998,C,0.55,24,576,1851852,5000000,0.017,5000000,17.6,309.76000000000005,0,0,5000000,336500000,5000000,33,0.8654487179487182,0.7490014833990801,27,14.431696777388089,15.424948470398375,15.424948470398375
OAK,5.6,2020,2024,1,0,93,8649,23,529,0.247,0.061009,0,5,2,5,25,28,28,Oakland Athletics,California,1623334,0,0,49,60,33,1089,Tony Kemp,221148,15,160,29,0.664,0.44089600000000007,0.817,0.55,0.30250000000000005,0.363,0.131769,0.301,0.09060099999999999,2B,0.6,4,16,221148,597100,0.006,597100,18.55,344.1025,0,0,597100,7500000,597100,36,0.8654487179487182,0.7490014833990801,9,12.306587439620037,13.299839882535084,13.299839882535084
NYY,6.2,2020,2025,1,0,95,9025,23,529,0.242,0.058564,0,2,2,6,36,29,29,New York Yankees,New York,1010135,0,0,43,60,27,729,Mike Tauchman,223370,40,220,56,0.648,0.419904,0.717,0.45,0.2025,0.342,0.11696400000000001,0.305,0.093025,LF,0.55,14,196,223370,603100,0.002,603100,28.79,828.8641,0,0,603100,336500000,603100,33,0.8654487179487182,0.7490014833990801,27,12.316584868327602,13.309838299439079,13.309838299439079
KC,6.2,2020,0,1,1,96,9216,23,529,0.24,0.0576,0,2,3,2,4,24,23,Kansas City Royals,Missouri,161980,3,9,31,59,24,576,Edward Olivares,77875,4,188,9,0.642,0.41216400000000003,0.517,0.4,0.16000000000000003,0.267,0.071289,0.375,0.140625,OF,0.423728813559322,10,100,77875,563500,0.002,563500,0.0,0.0,1,1,563500,7550000,563500,25,0.8654487179487182,0.7490014833990801,2,11.262860256089754,13.241922612461968,13.241922612461968
WSH,5.8,2020,2021,1,0,79,6241,22,484,0.279,0.07784100000000002,0,1,10,2,4,32,32,Washington Nationals,Washington DC,31298779,3,9,33,62,22,484,Josh Harrison,348258,1,185,6,0.769,0.591361,0.55,0.367,0.134689,0.352,0.12390399999999999,0.418,0.174724,2B,0.4193548387096774,14,196,348258,1000000,0.005,1000000,0.0,0.0,0,0,1000000,316750000,1000000,26,0.45,0.2025,1,12.760698863381071,13.815510557964274,13.815510557964274
STL,6.2,2020,0,1,0,110,12100,22,484,0.2,0.04000000000000001,0,2,2,7,49,21,21,St. Louis Cardinals,Missouri,1490175,3,9,35,58,32,1024,Dylan Carlson,140175,23,205,30,0.616,0.379456,0.603,0.552,0.30470400000000003,0.252,0.063504,0.364,0.132496,OF,0.5172413793103449,16,256,140175,563500,0.002,563500,22.23,494.1729,1,1,563500,7000000,563500,30,0.09,0.0081,11,11.850646920991874,13.241922612461968,13.241922612461968
SEA,6.2,2020,2025,1,1,107,11449,22,484,0.206,0.042435999999999995,0,1,4,4,16,27,26,Seattle Mariners,Washington,681405,6,36,35,61,30,900,Jose Marmolejos,146405,0,239,4,0.672,0.45158400000000004,0.583,0.5,0.25,0.261,0.068121,0.411,0.168921,1B,0.4426229508196721,18,324,146405,563500,0.003,563500,0.0,0.0,0,0,563500,6550000,563500,27,0.8654487179487182,0.7490014833990801,0,11.894132032931612,13.241922612461968,13.241922612461968
PHI,6.1,2020,2026,1,1,79,6241,22,484,0.279,0.07784100000000002,0,2,4,5,25,24,23,Philadelphia Phillies,Pennsylvania,5615294,0,0,40,60,23,529,Adam Haseley,210926,7,195,14,0.69,0.4760999999999999,0.667,0.383,0.146689,0.348,0.12110399999999999,0.342,0.11696400000000001,CF,0.4666666666666667,13,169,210926,569500,0.003,569500,16.06,257.92359999999996,0,0,569500,134350000,569500,28,0.8654487179487182,0.7490014833990801,2,12.259262640044279,13.252514061869373,13.252514061869373
TOR,6.2,2020,2025,1,1,120,14400,22,484,0.183,0.033489,0,1,3,3,9,25,24,Toronto Blue Jays,Toronto,1020348,6,36,43,61,40,1600,Danny Jansen,215148,2,225,8,0.671,0.45024100000000006,0.717,0.667,0.44488900000000003,0.313,0.097969,0.358,0.128164,C,0.5245901639344263,20,400,215148,580900,0.004,580900,43.67,1907.0689000000002,0,0,580900,108000000,580900,32,0.65,0.42250000000000004,2,12.279081442383427,13.272333903980623,13.272333903980623
KC,6.3,2020,2025,1,0,113,12769,22,484,0.195,0.038025,0,2,3,6,36,26,26,Kansas City Royals,Missouri,949059,2,4,42,59,31,961,Ryan O'Hearn,213685,4,200,9,0.604,0.364816,0.7,0.517,0.267289,0.303,0.091809,0.301,0.09060099999999999,1B,0.423728813559322,18,324,213685,576950,0.006,576950,12.1,146.41,0,0,576950,7550000,576950,25,0.8654487179487182,0.7490014833990801,2,12.272258246985931,13.265510886622813,13.265510886622813
STL,6.5,2020,2022,5,4,90,8100,21,441,0.233,0.054289000000000004,2000000,2,2,2,4,34,30,St. Louis Cardinals,Missouri,90075370,4,16,31,58,29,841,Dexter Fowler,7370370,23,205,30,0.706,0.49843599999999993,0.535,0.5,0.25,0.317,0.10048900000000001,0.389,0.151321,RF,0.5172413793103449,15,225,7370370,14500000,0.101,16500000,0.0,0.0,0,0,16500000,7000000,82500000,30,0.04,0.0016,11,15.81297846643318,16.489659207390805,16.61887093887081
MIA,6.3,2020,2024,1,1,93,8649,21,441,0.226,0.051076,0,2,6,2,4,27,26,Miami Marlins,Florida,2876379,3,9,31,60,27,729,Jorge Alfaro,220370,2,230,3,0.624,0.389376,0.517,0.45,0.2025,0.28,0.07840000000000001,0.344,0.11833599999999998,C,0.5166666666666667,16,256,220370,595000,0.006,595000,0.0,0.0,0,0,595000,25350000,595000,31,0.8654487179487182,0.7490014833990801,2,12.303063230843803,13.296316684527767,13.296316684527767
BAL,6.3,2020,2025,1,1,98,9604,21,441,0.214,0.045795999999999996,0,1,2,4,16,25,24,Baltimore Orioles,Maryland,2591502,4,16,36,62,30,900,Chance Sisco,211481,7,210,14,0.741,0.549081,0.6,0.5,0.25,0.364,0.132496,0.378,0.142884,C,0.4354838709677419,10,100,211481,571000,0.009,571000,42.92,1842.1264,0,0,571000,3800000,571000,27,0.17,0.028900000000000006,3,12.261890438917742,13.255144488638146,13.255144488638146
BOS,6.4,2020,0,1,1,80,6400,21,441,0.263,0.06916900000000001,0,1,8,3,9,25,24,Boston Red Sox,Massachusetts,740335,8,64,23,60,23,529,Bobby Dalbec,90335,14,227,24,0.959,0.919681,0.383,0.383,0.146689,0.359,0.128881,0.6,0.36,3B,0.4,16,256,90335,563500,0.001,563500,0.0,0.0,0,0,563500,19100000,563500,24,0.59,0.34809999999999997,9,11.411280261208027,13.241922612461968,13.241922612461968
TEX,6.0,2020,2024,8,5,103,10609,20,400,0.194,0.037636,250000,2,4,5,25,31,26,Texas Rangers,Texas,98826156,3,9,29,59,28,784,Elvis Andrus,5555556,2,200,8,0.582,0.33872399999999997,0.483,0.467,0.21808900000000003,0.252,0.063504,0.33,0.10890000000000001,SS,0.3728813559322034,7,49,5805556,15000000,0.09,15250000,0.0,0.0,0,0,15000000,55750000,120000000,22,0.8654487179487182,0.7490014833990801,0,15.574325948027996,16.523560759066484,16.540090061017693
WSH,6.2,2020,0,1,0,99,9801,20,400,0.202,0.04080400000000001,0,1,10,1,1,22,22,Washington Nationals,Washington DC,2207794,0,0,33,62,31,961,Carter Kieboom,177954,1,190,6,0.556,0.3091360000000001,0.55,0.517,0.267289,0.344,0.11833599999999998,0.212,0.044944,3B,0.4193548387096774,9,81,177954,564700,0.002,564700,0.0,0.0,0,0,564700,316750000,564700,26,0.23,0.0529,1,12.089280368909927,13.244049895660929,13.244049895660929
PHI,6.1,2020,2023,1,0,72,5184,20,400,0.278,0.07728400000000002,0,2,4,4,16,28,28,Philadelphia Phillies,Pennsylvania,2896883,2,4,33,60,23,529,Andrew Knapp,262963,7,189,14,0.849,0.7208009999999999,0.55,0.383,0.146689,0.405,0.16402500000000003,0.444,0.197136,C,0.4666666666666667,15,225,262963,710000,0.004,710000,0.0,0.0,1,1,710000,134350000,710000,28,0.81,0.6561000000000001,2,12.479768616852276,13.473020249017498,13.473020249017498
LAA,6.3,2020,0,1,1,124,15376,20,400,0.161,0.025921000000000003,0,5,3,4,16,21,20,Los Angeles Angels,California,4551240,3,9,38,60,33,1089,Jordon Adell,174440,1,215,10,0.478,0.228484,0.633,0.55,0.30250000000000005,0.212,0.044944,0.266,0.07075600000000001,OF,0.4333333333333333,7,49,174440,563500,0.003,563500,2.13,4.536899999999999,0,0,563500,260850000,563500,26,0.8654487179487182,0.7490014833990801,1,12.069336121956702,13.241922612461968,13.241922612461968
ARI,6.1,2020,2025,1,0,69,4761,20,400,0.29,0.0841,0,1,4,4,16,27,27,Arizona Diamondbacks,Arizona,717624,2,4,33,60,16,256,Tim Locastro,212741,1,190,6,0.859,0.737881,0.55,0.267,0.071289,0.395,0.15602500000000002,0.464,0.21529600000000002,CF,0.4166666666666667,7,49,212741,574400,0.003,574400,0.0,0.0,1,1,574400,24650000,574400,25,0.68,0.4624000000000001,1,12.267830742368078,13.261081296716151,13.261081296716151
SEA,5.8,2020,2026,1,0,117,13689,20,400,0.171,0.029241000000000003,0,1,4,5,25,24,24,Seattle Mariners,Washington,477326,3,9,34,61,31,961,Shed Long,210222,0,184,4,0.533,0.28408900000000004,0.567,0.517,0.267289,0.242,0.058564,0.291,0.08468099999999999,2B,0.4426229508196721,9,81,210222,567600,0.004,567600,0.0,0.0,0,0,567600,6550000,567600,27,0.8654487179487182,0.7490014833990801,0,12.25591939417473,13.249172224268024,13.249172224268024
PHI,6.3,2020,2021,3,3,96,9216,19,361,0.198,0.039204,1000000,2,4,4,16,33,30,Philadelphia Phillies,Pennsylvania,97362313,6,36,32,60,24,576,Jay Bruce,648148,7,230,14,0.721,0.519841,0.533,0.4,0.16000000000000003,0.252,0.063504,0.469,0.21996099999999996,RF,0.4666666666666667,14,196,1648148,13000000,0.022,14000000,0.0,0.0,2,4,13000000,134350000,39000000,28,0.18,0.0324,2,14.315162791244495,16.38045991542581,16.454567887579532
NYY,6.6,2020,2029,13,5,76,5776,19,361,0.25,0.0625,0,2,2,7,49,30,25,New York Yankees,New York,99345578,4,16,23,60,23,529,Giancarlo Stanton,9629630,40,245,56,0.887,0.786769,0.383,0.383,0.146689,0.387,0.149769,0.5,0.25,DH,0.55,11,121,9629630,26000000,0.086,26000000,0.0,0.0,0,0,25000000,336500000,325000000,33,0.55,0.30250000000000005,27,16.08035536143701,17.073607095985757,17.073607095985757
DET,6.1,2020,2025,1,1,86,7396,19,361,0.221,0.048841,0,1,5,3,9,27,26,Detroit Tigers,Michigan,1242388,2,4,30,57,23,529,Jorge Bonifacio,124600,11,220,16,0.602,0.36240399999999995,0.517,0.397,0.15760900000000003,0.277,0.07672900000000002,0.326,0.10627600000000001,RF,0.4035087719298245,17,289,124600,563500,0.003,563500,0.0,0.0,0,0,563500,19350000,563500,23,0.8654487179487182,0.7490014833990801,4,11.73286388533549,13.241922612461968,13.241922612461968
TEX,5.8,2020,2025,1,0,100,10000,19,361,0.19,0.0361,0,2,4,2,4,25,25,Texas Rangers,Texas,1162820,1,1,29,59,25,625,Willie Calhoun,213704,2,187,8,0.491,0.241081,0.483,0.417,0.173889,0.232,0.053824000000000004,0.26,0.06760000000000001,LF,0.3728813559322034,13,169,213704,577000,0.003,577000,0.0,0.0,1,1,577000,55750000,577000,22,0.8654487179487182,0.7490014833990801,0,12.272347158960795,13.265597545490236,13.265597545490236
TEX,6.5,2020,2025,1,0,78,6084,19,361,0.244,0.059536,0,2,4,1,1,25,25,Texas Rangers,Texas,5059832,4,16,26,59,23,529,Ronald Guzman,126750,2,225,8,0.75,0.5625,0.433,0.383,0.146689,0.314,0.098596,0.436,0.190096,1B,0.3728813559322034,9,81,126750,588000,0.002,588000,0.0,0.0,1,1,588000,55750000,588000,22,0.45,0.2025,0,11.74997192145343,13.284482226880764,13.284482226880764
LAD,6.3,2020,2026,1,1,76,5776,19,361,0.25,0.0625,0,5,4,6,36,26,25,Los Angeles Dodgers,California,562942,8,64,32,59,19,361,Edwin Rios,209630,25,220,34,0.946,0.8949159999999999,0.533,0.317,0.10048900000000001,0.301,0.09060099999999999,0.645,0.41602500000000003,1B,0.711864406779661,17,289,209630,566000,0.002,566000,0.0,0.0,0,0,566000,15813500,566000,42,0.63,0.39690000000000003,7,12.253099350957928,13.24634935718532,13.24634935718532
TEX,6.0,2020,0,1,1,75,5625,19,361,0.253,0.064009,0,2,4,4,16,22,21,Texas Rangers,Texas,109025,3,9,23,59,21,441,Anderson Tejeda,109025,2,200,8,0.726,0.527076,0.383,0.35,0.12249999999999998,0.273,0.07452900000000001,0.453,0.205209,SS,0.3728813559322034,8,64,109025,563500,0.002,563500,0.0,0.0,1,1,563500,55750000,563500,22,0.36,0.1296,0,11.599332492710968,13.241922612461968,13.241922612461968
WSH,6.4,2020,2021,1,1,92,8464,18,324,0.196,0.038416000000000006,0,1,10,6,36,29,28,Washington Nationals,Washington DC,7285051,5,25,38,62,23,529,Michael Taylor,1231481,1,215,6,0.676,0.45697600000000005,0.633,0.383,0.146689,0.253,0.064009,0.424,0.179776,CF,0.4193548387096774,16,256,1231481,3325000,0.016,3325000,14.04,197.12159999999997,0,0,3325000,316750000,3325000,26,0.8654487179487182,0.7490014833990801,1,14.023728068084289,15.016980232072092,15.016980232072092
SEA,6.0,2020,2025,1,1,70,4900,18,324,0.257,0.066049,0,1,4,5,25,24,23,Seattle Mariners,Washington,2005680,1,1,25,61,21,441,Luis Torrens,88032,0,175,4,0.696,0.48441599999999996,0.417,0.35,0.12249999999999998,0.325,0.10562500000000001,0.371,0.13764099999999999,C,0.4426229508196721,6,36,88032,568800,0.002,568800,0.0,0.0,0,0,568800,6550000,568800,27,0.8654487179487182,0.7490014833990801,0,11.3854556637243,13.251284157471169,13.251284157471169
BOS,6.0,2020,0,1,0,72,5184,18,324,0.25,0.0625,0,1,8,2,4,21,21,Boston Red Sox,Massachusetts,808704,1,1,25,60,17,289,Jonathan Arauz,208704,14,195,24,0.644,0.41473600000000005,0.417,0.283,0.08008899999999998,0.325,0.10562500000000001,0.319,0.101761,SS,0.4,9,81,208704,563500,0.003,563500,0.0,0.0,0,0,563500,19100000,563500,24,0.8654487179487182,0.7490014833990801,9,12.248672259148991,13.241922612461968,13.241922612461968
MIN,6.1,2020,2021,1,0,89,7921,17,289,0.191,0.036481,0,1,7,7,49,30,30,Minnesota Twins,Minnesota,4867332,0,0,44,60,23,529,Ehire Adrianza,592593,6,195,17,0.557,0.31024900000000005,0.733,0.383,0.146689,0.287,0.08236899999999998,0.27,0.0729,SS,0.6,3,9,592593,1600000,0.011,1600000,8.77,76.9129,0,0,1600000,134000000,1600000,36,0.14,0.019600000000000003,3,13.29226310169949,14.28551418721001,14.28551418721001
CIN,6.2,2020,2023,1,0,76,5776,17,289,0.224,0.050176000000000005,0,2,4,3,9,31,31,Cincinnati Reds,Ohio,2920555,6,36,31,59,25,625,Curt Casali,541667,10,220,16,0.866,0.749956,0.517,0.417,0.173889,0.366,0.133956,0.5,0.25,C,0.5254237288135594,8,64,541667,1462500,0.01,1462500,0.0,0.0,0,0,1462500,144825000,1462500,31,0.48,0.2304,5,13.20240670046229,14.195657858088149,14.195657858088149
BAL,6.0,2020,2026,1,0,88,7744,17,289,0.193,0.037249000000000004,0,1,2,2,4,26,26,Baltimore Orioles,Maryland,2559069,7,49,31,62,30,900,D.J. Stewart,128617,7,230,14,0.803,0.6448090000000001,0.517,0.5,0.25,0.349,0.12180099999999998,0.455,0.20702500000000001,RF,0.4354838709677419,15,225,128617,567500,0.006,567500,0.0,0.0,0,0,567500,3800000,567500,27,0.64,0.4096,3,11.764594274894986,13.248996028337695,13.248996028337695
