Acronimo,Agente libre,Altura,Anio,Anio_de_agente_libre,Anio_inicio_de_contrato,Anios_de_contrato,Anios_de_contrato_2,Bateos_pitcher,Bateos_pitcher_2,Bono_por_firma,Cantidad de equipos,Cantidad_agentes_libres,Carreras,Carreras_2,Carreras_ganadas,Carreras_ganadas_2,Comando,Control,Dominio,ERA,ERA_2,Edad,Edad_al_firmar,Equipo,Estado,Ganancias,Inning_pitched,Inning_pitched_2,Juegos,Juegos totales,Juegos_2,Juegos_iniciados,Juegos_iniciados_2,Jugador,Losses,Losses_2,Pennants won,Peso,Playoffs,Posicion,Promedio_victorias,Saves,Saves_2,Strike-outs,Strike-outs_2,Sueldo_ajustado,Sueldo_ajustado_2,Sueldo_base,Sueldo_regular,TVS,TVS_2,Valor_contrato_total,Valor_del_contrato,Valor_del_contrato_2,Victorias,WAR,WAR_2,WHIP,WHIP_2,WS ganadas,Walks,Walks_2,Wins,Wins_2,ln_Sueldo_ajustado,ln_Sueldo_base,ln_Sueldo_regular
NYY,No,6.4,11,2023,2020,3,9,42,1764,2200000,2,4,27,729,25,625,2.8333333333333335,0.06862745098039216,0.19444444444444445,6.45,41.6025,33,31,New York Yankees,New York,131066491,68.0,4624.0,74,162,5476,0,0,Aroldis Chapman,5,25,40,218,57,RP,0.5679012345679012,33,1089,119,14161,14838710,220187314464100,15000000,17200000,18.1,327.61000000000007,111300000,48000000,2304000000000000,92,1.94,3.7636,2.17,4.7089,27,42,1764,7,49,16.512749864701398,16.523560759066484,16.660419941783683
NYY,No,6.1,11,2023,2020,2,4,61,3721,0,2,4,30,900,27,729,2.782608695652174,0.04331450094161959,0.12052730696798493,6.79,46.1041,29,28,New York Yankees,New York,7275396,59.0,3481.0,64,162,4096,0,0,Joely Rodriguez,3,9,40,200,57,RP,0.5679012345679012,1,1,64,4096,0,0,2500000,2500000,0.0,0.0,111300000,5500000,30250000000000,92,-0.15,0.0225,2.56,6.5536,27,23,529,2,4,-inf,14.73180128983843,14.73180128983843
NYY,No,6.1,11,2023,2019,3,9,29,841,0,2,4,20,400,16,256,1.5238095238095237,0.06255585344057193,0.0953232052427763,7.79,60.6841,33,31,New York Yankees,New York,65931918,37.3,1391.2899999999997,42,162,1764,0,0,Zack Britton,3,9,40,200,57,RP,0.5679012345679012,9,81,32,1024,13000000,169000000000000,13000000,13000000,41.31,1706.5161000000003,111300000,39000000,1521000000000000,92,0.13,0.016900000000000002,2.69,7.2360999999999995,27,21,441,1,1,16.38045991542581,16.38045991542581,16.38045991542581
NYY,No,6.2,11,2024,2019,4,16,2,4,500000,2,4,0,0,0,0,8.0,0.018518518518518517,0.14814814814814814,0.0,0.0,27,24,New York Yankees,New York,21805889,6.0,36.0,4,162,16,0,0,Luis Severino,0,0,40,215,57,SP,0.5679012345679012,0,0,8,64,10750000,115562500000000,10250000,10750000,0.0,0.0,111300000,40000000,1600000000000000,92,0.32,0.1024,0.5,0.25,27,1,1,1,1,16.190416312537945,16.14278826354869,16.190416312537945
NYY,No,6.3,11,2022,2013,7,49,0,0,0,2,4,0,0,0,0,1.0,0.15873015873015872,0.15873015873015872,0.0,0.0,31,23,New York Yankees,New York,62565422,0.7,0.48999999999999994,141,162,19881,137,18769,Anthony Rizzo,0,0,40,240,57,1B,0.5679012345679012,0,0,1,1,0,0,16500000,16500000,53.43,2854.7649,111300000,41000000,1681000000000000,92,1.19,1.4161,1.5,2.25,27,1,1,0,0,-inf,16.61887093887081,16.61887093887081
ATL,No,6.5,11,2024,2020,3,9,60,3600,0,1,6,35,1225,34,1156,3.28125,0.042328042328042326,0.1388888888888889,7.94,63.043600000000005,31,30,Atlanta Braves,Georgia,30322101,84.0,7056.0,89,161,7921,0,0,Will Smith,9,81,18,255,27,RP,0.546583850931677,37,1369,105,11025,13000000,169000000000000,13000000,13000000,29.82,889.2324,94240000,40000000,1600000000000000,88,1.83,3.3489000000000004,2.07,4.2848999999999995,4,32,1024,5,25,16.38045991542581,16.38045991542581,16.38045991542581
ATL,No,6.8,11,2024,2020,2,4,57,3249,0,1,6,23,529,21,441,5.888888888888889,0.016313213703099513,0.09606670291825269,4.95,24.5025,35,33,Atlanta Braves,Georgia,13791946,61.3,3757.6899999999996,65,161,4225,0,0,Chris Martin,5,25,18,225,27,RP,0.546583850931677,2,4,53,2809,7000000,49000000000000,7000000,7000000,69.72,4860.8784,94240000,14000000,196000000000000,88,1.66,2.7556,1.88,3.5343999999999998,4,9,81,3,9,15.761420707019587,15.761420707019587,15.761420707019587
NYM,No,6.4,11,2023,2019,5,25,87,7569,2500000,2,9,35,1225,29,841,8.620689655172415,0.02013888888888889,0.1736111111111111,3.46,11.9716,33,30,New York Mets,New York,54159998,160.0,25600.0,27,162,729,27,729,Jacob deGrom,4,16,5,180,9,SP,0.4753086419753086,0,0,250,62500,22000000,484000000000000,33500000,36000000,45.47,2067.5209,94150000,137500000,18906250000000000,77,6.95,48.3025,1.51,2.2801,2,29,841,11,121,16.90655301132259,17.327055996795295,17.399029496420383
NYM,No,6.3,11,2022,2019,3,9,77,5929,666668,2,9,42,1764,37,1369,2.0652173913043477,0.059431524547803614,0.1227390180878553,7.65,58.52250000000001,31,29,New York Mets,New York,40853874,86.0,7396.0,90,162,8100,0,0,Jeurys Familia,4,16,5,240,9,RP,0.4753086419753086,1,1,95,9025,16666668,277777822222224,11000000,11666668,8.41,70.7281,94150000,30000000,900000000000000,77,0.54,0.2916,2.88,8.2944,2,46,2116,11,121,16.62892135472431,16.213405830762646,16.272246445071286
NYM,No,6.4,11,2024,2019,4,16,59,3481,0,2,9,39,1521,36,1296,2.7777777777777777,0.037243947858473,0.10345541071798055,6.04,36.4816,34,31,New York Mets,New York,48953465,53.7,2883.6900000000005,12,162,144,12,144,Carlos Carrasco,5,25,5,224,9,SP,0.4753086419753086,0,0,50,2500,12000000,144000000000000,12000000,12000000,0.0,0.0,94150000,47000000,2209000000000000,77,-0.8,0.6400000000000001,1.43,2.0448999999999997,2,18,324,1,1,16.300417207752275,16.300417207752275,16.300417207752275
NYM,No,6.8,11,2022,2020,1,1,12,144,0,2,9,11,121,11,121,0.9230769230769231,0.11373578302712162,0.10498687664041995,16.71,279.2241,33,31,New York Mets,New York,30797341,12.7,161.29,16,162,256,0,0,Dellin Betances,1,1,5,265,9,RP,0.4753086419753086,0,0,12,144,6000000,36000000000000,6000000,6000000,0.0,0.0,94150000,10500000,110250000000000,77,-0.25,0.0625,3.06,9.3636,2,13,169,0,0,15.60727002719233,15.60727002719233,15.60727002719233
HOU,No,6.2,11,2022,2016,6,36,231,53361,3000000,2,5,112,12544,109,11881,4.155555555555556,0.02100840336134454,0.0873015873015873,8.19,67.0761,37,32,Houston Astros,Texas,252174948,238.0,56644.0,42,162,1764,41,1681,Zack Greinke,9,81,4,200,15,SP,0.5864197530864198,0,0,187,34969,24666667,608444460888889,32000000,35000000,24.73,611.5729,76100000,206500000,42642250000000000,95,2.41,5.8081000000000005,2.3,5.289999999999999,1,45,2025,14,196,17.020963376013846,17.281246460764002,17.37085861945369
HOU,No,6.2,11,2023,2019,2,4,70,4900,0,2,5,29,841,24,576,5.5,0.026143790849673203,0.1437908496732026,5.68,32.2624,32,30,Houston Astros,Texas,18840766,85.0,7225.0,87,162,7569,0,0,Ryan Pressly,6,36,4,206,15,RP/CL,0.5864197530864198,38,1444,110,12100,8750000,76562500000000,8750000,8750000,160.77,25846.992900000005,76100000,17500000,306250000000000,95,2.19,4.7961,2.3,5.289999999999999,1,20,400,6,36,15.984564258333798,15.984564258333798,15.984564258333798
HOU,No,6.3,11,2026,2020,1,1,56,3136,0,2,5,42,1764,37,1369,4.181818181818182,0.03542673107890499,0.14814814814814814,9.73,94.67290000000001,33,31,Houston Astros,Texas,3037720,69.0,4761.0,79,162,6241,0,0,Brooks Raley,4,16,4,200,15,RP,0.5864197530864198,3,9,92,8464,2000000,4000000000000,2000000,2000000,28.07,787.9249,76100000,563500,317532250000,95,-0.42,0.17639999999999997,2.15,4.6225,1,22,484,2,4,14.508657738524219,14.508657738524219,14.508657738524219
HOU,No,6.5,11,2022,2019,2,4,3,9,0,2,5,2,4,2,4,7.0,0.018518518518518517,0.12962962962962962,3.0,9.0,37,35,Houston Astros,Texas,274588222,6.0,36.0,1,162,1,1,1,Justin Verlander,0,0,4,225,15,SP,0.5864197530864198,0,0,7,49,33000000,1089000000000000,33000000,33000000,0.0,0.0,76100000,66000000,4356000000000000,95,0.18,0.0324,0.67,0.4489000000000001,1,1,1,1,1,17.312018119430753,17.312018119430753,17.312018119430753
CHW,No,6.5,11,0,2019,3,9,187,34969,1333334,2,2,86,7396,78,6084,3.7857142857142856,0.03227293683725219,0.12217611802674043,6.01,36.1201,34,31,Chicago White Sox,Illinois,61440917,241.0,58081.0,41,162,1681,41,1681,Lance Lynn,9,81,6,270,11,SP,0.5740740740740741,0,0,265,70225,9333334,87111123555556,8000000,9333334,164.74,27139.267600000003,57000000,30000000,900000000000000,93,7.65,58.52250000000001,2.13,4.536899999999999,3,70,4900,17,289,16.04910285089994,15.89495209964411,16.04910285089994
CHW,No,6.2,11,2024,2020,3,9,241,58081,0,2,2,120,14400,109,11881,1.8026315789473684,0.03748088967796025,0.0675642353405336,7.27,52.85289999999999,33,31,Chicago White Sox,Illinois,77584347,225.3,50760.090000000004,43,162,1849,41,1681,Dallas Keuchel,11,121,6,205,11,SP,0.5740740740740741,0,0,137,18769,18000000,324000000000000,18000000,18000000,81.5,6642.25,57000000,55500000,3080250000000000,93,2.14,4.5796,2.62,6.864400000000001,3,76,5776,15,225,16.70588231586044,16.70588231586044,16.70588231586044
CHW,No,6.0,11,2023,2019,3,9,41,1681,0,2,2,28,784,24,576,3.657142857142857,0.05185185185185185,0.18962962962962962,7.54,56.8516,33,30,Chicago White Sox,Illinois,88275188,75.0,5625.0,81,162,6561,0,0,Craig Kimbrel,6,36,6,215,11,RP/CL,0.5740740740740741,26,676,128,16384,5591430,31264089444900,16000000,16000000,64.42,4149.9364000000005,57000000,43000000,1849000000000000,93,2.36,5.569599999999999,2.34,5.475599999999999,3,35,1225,4,16,15.53674562636996,16.588099280204055,16.588099280204055
CHW,No,6.3,11,2027,2020,5,25,47,2209,0,2,2,29,841,23,529,2.6176470588235294,0.05750042279722645,0.15051581261626923,4.48,20.070400000000003,27,26,Chicago White Sox,Illinois,3421731,65.7,4316.490000000001,71,162,5041,0,0,Aaron Bummer,5,25,6,215,11,RP,0.5740740740740741,2,4,89,7921,2000000,4000000000000,2000000,2000000,46.69,2179.9561,57000000,16000000,256000000000000,93,0.84,0.7055999999999999,2.33,5.4289000000000005,3,34,1156,6,36,14.508657738524219,14.508657738524219,14.508657738524219
MIL,No,6.4,11,2024,2020,2,4,102,10404,0,1,4,47,2209,36,1296,3.689655172413793,0.030687830687830688,0.11322751322751323,6.2,38.440000000000005,31,30,Milwaukee Brewers,Wisconsin,3566140,105.0,11025.0,77,162,5929,5,25,Brent Suter,5,25,1,213,8,RP,0.5864197530864198,1,1,107,11449,1550000,2402500000000,1500000,1550000,122.35,14969.5225,45400000,2500000,6250000000000,95,1.09,1.1881000000000002,2.41,5.8081000000000005,0,29,841,14,196,14.253765488895429,14.22097566607244,14.253765488895429
MIN,No,6.1,11,2024,2016,8,64,146,21316,125000,1,6,80,6400,75,5625,4.595238095238095,0.02697495183044316,0.12395632626846499,7.36,54.1696,33,27,Minnesota Twins,Minnesota,46414704,173.0,29929.0,34,163,1156,32,1024,Kenta Maeda,6,36,6,184,17,SP,0.4478527607361963,0,0,193,37249,2561000,6558721000000,3000000,5625000,127.15,16167.122500000001,41750000,25000000,625000000000000,73,1.91,3.6481,2.05,4.2025,3,42,1764,12,144,14.755908365181662,14.914122846632385,15.542731506054757
MIN,No,6.7,11,2022,2020,2,4,139,19321,0,1,6,59,3481,54,2916,4.035714285714286,0.02287581699346405,0.0923202614379085,7.0,49.0,32,30,Minnesota Twins,Minnesota,33779247,136.0,18496.0,27,163,729,26,676,Michael Pineda,8,64,6,280,17,SP,0.4478527607361963,0,0,113,12769,10000000,100000000000000,10000000,10000000,44.11,1945.6921,41750000,20000000,400000000000000,73,1.92,3.6864,2.44,5.9536,3,28,784,11,121,16.11809565095832,16.11809565095832,16.11809565095832
BOS,No,6.2,11,2023,2019,4,16,233,54289,0,1,6,101,10201,96,9216,5.880952380952381,0.020228290709435055,0.11896161441024902,7.47,55.8009,31,28,Boston Red Sox,Massachusetts,55065197,230.7,53222.49,41,162,1681,41,1681,Nathan Eovaldi,11,121,14,217,25,SP,0.5679012345679012,0,0,247,61009,17000000,289000000000000,17000000,17000000,105.48,11126.030400000001,31850000,68000000,4624000000000000,92,5.81,33.756099999999996,2.39,5.7121,9,42,1764,15,225,16.64872390202049,16.64872390202049,16.64872390202049
BOS,No,6.5,11,2022,2019,3,9,75,5625,75044,1,6,43,1849,41,1681,2.1818181818181817,0.06088280060882801,0.13283520132835203,10.1,102.00999999999999,35,33,Boston Red Sox,Massachusetts,34273958,80.3,6448.089999999999,93,162,8649,0,0,Adam Ottavino,6,36,14,246,25,RP,0.5679012345679012,11,121,96,9216,7225044,52201260801936,7150000,7225044,13.91,193.4881,31850000,27000000,729000000000000,92,0.69,0.4760999999999999,3.03,9.1809,9,44,1936,9,81,15.793063881909625,15.78262291467019,15.793063881909625
BOS,No,6.6,11,2025,2019,5,25,45,2025,0,1,6,19,361,15,225,4.333333333333333,0.0312256049960968,0.13531095498308612,3.16,9.985600000000002,32,29,Boston Red Sox,Massachusetts,89195275,42.7,1823.2900000000002,9,162,81,9,81,Chris Sale,1,1,14,183,25,SP,0.5679012345679012,0,0,52,2704,20000000,400000000000000,30000000,30000000,0.0,0.0,31850000,145000000,21025000000000000,92,1.03,1.0609,1.34,1.7956000000000003,9,12,144,5,25,16.811242831518264,17.216707939626428,17.216707939626428
WSH,No,6.4,11,2025,2019,6,36,277,76729,416666,1,6,149,22201,145,21025,2.6025641025641026,0.036521983424638284,0.09505080301540478,10.48,109.83040000000001,31,29,Washington Nationals,Washington DC,62270452,237.3,56311.29000000001,42,162,1764,42,1764,Patrick Corbin,23,529,1,220,6,SP,0.4012345679012346,0,0,203,41209,24416666,596173578555556,24000000,24416666,14.9,222.01000000000002,28000000,140000000,19600000000000000,65,0.61,0.3721,3.04,9.2416,1,78,6084,11,121,17.010776489889587,16.99356438831222,17.010776489889587
WSH,No,6.5,11,2027,2020,7,49,24,576,0,1,6,18,324,17,289,1.5333333333333334,0.06242197253433209,0.0957136912193092,15.37,236.23689999999996,32,31,Washington Nationals,Washington DC,139376586,26.7,712.89,7,162,49,7,49,Stephen Strasburg,3,9,1,235,6,SP,0.4012345679012346,0,0,23,529,23571429,555612265102041,35000000,35000000,0.0,0.0,28000000,245000000,60025000000000000,65,-0.25,0.0625,3.18,10.112400000000001,1,15,225,1,1,16.97554590099136,17.37085861945369,17.37085861945369
WSH,No,6.4,11,2023,2020,3,9,28,784,0,1,6,15,225,12,144,2.5,0.05625879043600563,0.1406469760900141,12.06,145.4436,36,35,Washington Nationals,Washington DC,22143927,23.7,561.6899999999999,28,162,784,0,0,Will Harris,2,4,1,240,6,RP,0.4012345679012346,1,1,30,900,8000000,64000000000000,8000000,8000000,5.93,35.164899999999996,28000000,24000000,576000000000000,65,0.21,0.04409999999999999,3.37,11.356900000000001,1,12,144,0,0,15.89495209964411,15.89495209964411,15.89495209964411
SD,No,6.5,11,2024,2018,6,36,197,38809,0,5,4,99,9801,95,9025,5.0344827586206895,0.026596964277525562,0.13390195808685282,6.23,38.812900000000006,33,31,San Diego Padres,California,138355991,242.3,58709.29000000001,42,162,1764,42,1764,Yu Darvish,14,196,2,220,6,SP,0.4876543209876543,0,0,292,85264,19000000,361000000000000,23000000,23000000,102.36,10477.5696,25200000,126000000,15876000000000000,79,4.03,16.240900000000003,2.06,4.2436,0,58,3364,16,256,16.759949537130716,16.951004773893423,16.951004773893423
SD,No,6.4,11,2024,2019,5,25,143,20449,600000,5,4,80,6400,78,6084,2.67816091954023,0.05409438537586271,0.14487346888018404,7.44,55.35360000000001,27,26,San Diego Padres,California,19035897,178.7,31933.689999999995,38,162,1444,38,1444,Blake Snell,8,64,2,225,6,SP,0.4876543209876543,0,0,233,54289,11100000,123210000000000,10500000,11100000,91.15,8308.3225,25200000,50000000,2500000000000000,79,2.47,6.100900000000001,2.52,6.3504000000000005,0,87,7569,11,121,16.222455666282563,16.166885815127753,16.222455666282563
SD,No,6.2,11,2023,2020,2,4,106,11236,0,5,4,47,2209,45,2025,6.0588235294117645,0.016820025724745228,0.10190956762639755,8.69,75.5161,37,35,San Diego Padres,California,19574963,112.3,12611.289999999999,91,162,8281,4,16,Craig Stammen,5,25,2,228,6,RP,0.4876543209876543,1,1,103,10609,4500000,20250000000000,4000000,4500000,86.41,7466.688099999999,25200000,9000000,81000000000000,79,1.21,1.4641,2.33,5.4289000000000005,0,17,289,10,100,15.319587954740548,15.201804919084164,15.319587954740548
SD,No,6.2,11,2023,2020,2,4,62,3844,0,5,4,28,784,27,729,2.888888888888889,0.0508259212198221,0.1468304390794861,5.92,35.0464,30,28,San Diego Padres,California,4531836,78.7,6193.6900000000005,87,162,7569,2,4,Pierce Johnson,5,25,2,200,6,RP,0.4876543209876543,0,0,104,10816,2000000,4000000000000,2000000,2000000,71.73,5145.192900000001,25200000,5000000,25000000000000,79,1.42,2.0164,2.46,6.0516,0,36,1296,6,36,14.508657738524219,14.508657738524219,14.508657738524219
SD,No,6.3,11,2022,2020,2,4,55,3025,0,5,4,37,1369,33,1089,3.814814814814815,0.041493775933609964,0.1582910711541417,9.41,88.5481,33,32,San Diego Padres,California,27035107,72.3,5227.29,75,162,5625,0,0,Daniel Hudson,5,25,2,215,6,RP,0.4876543209876543,10,100,103,10609,2096770,4396444432900,6000000,6000000,99.4,9880.36,25200000,11000000,121000000000000,79,0.95,0.9025,2.34,5.475599999999999,0,27,729,8,64,14.555908623372765,15.60727002719233,15.60727002719233
SD,No,6.5,11,2024,2020,4,16,28,784,2000000,5,4,9,81,8,64,2.95,0.05016302984700276,0.14798093804865814,3.2,10.240000000000002,32,31,San Diego Padres,California,32152740,44.3,1962.4899999999998,47,162,2209,0,0,Drew Pomeranz,0,0,2,246,6,RP,0.4876543209876543,4,16,59,3481,8000000,64000000000000,6000000,8000000,76.83,5902.8489,25200000,34000000,1156000000000000,79,1.74,3.0276,2.15,4.6225,0,20,400,2,4,15.89495209964411,15.60727002719233,15.89495209964411
CHC,No,6.3,11,2024,2019,4,16,273,74529,0,2,10,127,16129,122,14884,3.75,0.022027364764688438,0.08260261786758163,7.65,58.52250000000001,31,29,Chicago Cubs,Illinois,32149468,262.3,68801.29000000001,44,162,1936,44,1936,Kyle Hendricks,12,144,17,190,21,SP,0.4382716049382716,0,0,195,38025,14000000,196000000000000,14000000,14000000,102.58,10522.6564,24500000,55500000,3080250000000000,71,2.83,8.0089,2.34,5.475599999999999,3,52,2704,20,400,16.454567887579532,16.454567887579532,16.454567887579532
OAK,No,6.4,11,2023,2020,2,4,55,3025,0,5,5,31,961,27,729,2.4782608695652173,0.06233062330623306,0.15447154471544716,4.28,18.3184,34,32,Oakland Athletics,California,16654481,82.0,6724.0,88,162,7744,0,0,Jake Diekman,3,9,15,195,29,RP,0.5308641975308642,7,49,114,12996,4000000,16000000000000,4000000,4000000,99.66,9932.1156,21300000,7500000,56250000000000,86,1.73,2.9929,2.27,5.1529,9,46,2116,5,25,15.201804919084164,15.201804919084164,15.201804919084164
TB,No,6.0,11,2025,2020,1,1,2,4,0,2,7,1,1,1,1,0.0,0.2222222222222222,0.0,9.0,81.0,27,25,Tampa Bay Rays,Florida,1452563,1.0,1.0,119,162,14161,74,5476,Brett Phillips,0,0,2,195,7,RF,0.6172839506172839,0,0,0,0,584400,341523360000,584400,584400,47.58,2263.8563999999997,18725000,584400,341523360000,100,2.1,4.41,4.0,16.0,0,2,4,0,0,13.278340958858681,13.278340958858681,13.278340958858681
STL,No,6.2,11,2026,2020,2,4,126,15876,0,2,2,55,3025,48,2304,2.0392156862745097,0.03889270189887897,0.07931060779379243,5.08,25.8064,32,31,St. Louis Cardinals,Missouri,5481481,145.7,21228.489999999998,35,161,1225,28,784,Kwang-hyun Kim,7,49,23,195,31,SP,0.5527950310559007,3,9,104,10816,4000000,16000000000000,4000000,4000000,130.91,17137.428099999997,17000000,8000000,64000000000000,89,1.87,3.4969000000000006,2.31,5.3361,11,51,2601,10,100,15.201804919084164,15.201804919084164,15.201804919084164
STL,No,6.0,11,2024,2017,5,25,109,11881,200000,2,2,84,7056,79,6241,1.608695652173913,0.049961985445856415,0.08037362876072554,16.13,260.1769,29,25,St. Louis Cardinals,Missouri,46974569,102.3,10465.289999999999,21,161,441,21,441,Carlos Martinez,12,144,23,190,31,SP,0.5527950310559007,0,0,74,5476,11700000,136890000000000,11500000,11700000,0.0,0.0,17000000,51000000,2601000000000000,89,-2.49,6.200100000000001,3.47,12.0409,11,46,2116,4,16,16.275099399767985,16.25785759333348,16.275099399767985
