Jugador,Posicion,Juegos,Porcetnaje_juegos,At-bats,Bateos,Home-runs,RBI,Porcentaje_bateo,OPS,Equipo,Sueldo_base,Sueldo,Sueldo_regular,Juegos_2,Porcetnaje_juegos_2,At-bats_2,Bateos_2,Home-runs_2,RBI_2,Porcentaje_bateo_2,OPS_2
Chad Bettis,SP,27,0.166,34,3,0,2,0.088,0.227,COL,2000000,2000000,2000000,729,0.027556000000000004,1156,9,0,4,0.007743999999999999,0.051529000000000005
Robbie Ray,SP,25,0.154,39,3,0,2,0.077,0.178,ARI,3950000,3950000,3950000,625,0.023716,1521,9,0,4,0.005929,0.031684
Mike Foltynewicz,SP,31,0.191,58,3,0,4,0.052,0.121,ATL,2200000,2200000,2200000,961,0.036481,3364,9,0,16,0.002704,0.014641
Ross Stripling,SP,36,0.221,33,3,0,2,0.091,0.182,LAD,555000,555000,555000,1296,0.048841,1089,9,0,4,0.008281,0.033124
Andrew Susac,C,9,0.056,26,3,0,0,0.115,0.269,BAL,545000,545000,46880,81,0.0031360000000000003,676,9,0,0,0.013225,0.07236100000000001
Andrew Suarez,SP,29,0.179,47,3,0,0,0.064,0.166,SF,545000,545000,454150,841,0.032041,2209,9,0,0,0.004096,0.027556000000000004
Aaron Nola,SP,33,0.204,62,3,0,4,0.048,0.128,PHI,573000,573000,573000,1089,0.04161599999999999,3844,9,0,16,0.002304,0.016384
Blake Trahan,SS,11,0.068,14,3,0,0,0.214,0.429,CIN,545000,545000,87900,121,0.0046240000000000005,196,9,0,0,0.045795999999999996,0.18404099999999998
Zack Godley,SP,33,0.204,53,3,0,1,0.057,0.179,ARI,579200,579200,579200,1089,0.04161599999999999,2809,9,0,1,0.003249,0.032041
Kenta Maeda,SP,41,0.252,32,3,0,0,0.094,0.188,LAD,3000000,6125000,6125000,1681,0.063504,1024,9,0,0,0.008836,0.035344
Chad Kuhl,SP,18,0.112,21,3,0,1,0.143,0.286,PIT,570500,570500,570500,324,0.012544000000000001,441,9,0,1,0.020448999999999995,0.08179599999999998
Steven Brault,RP,46,0.286,20,3,0,0,0.15,0.39,PIT,557000,557000,506155,2116,0.08179599999999998,400,9,0,0,0.0225,0.1521
Caleb Smith,SP,16,0.099,22,3,0,1,0.136,0.273,MIA,1090000,1090000,1090000,256,0.009801,484,9,0,1,0.018496000000000002,0.07452900000000001
Ryder Jones,3B,5,0.031,8,3,2,3,0.375,1.5,SF,545000,545000,82040,25,0.0009609999999999999,64,9,4,9,0.140625,2.25
Tyler Mahle,SP,24,0.148,29,3,0,0,0.103,0.299,CIN,545000,545000,451220,576,0.021903999999999996,841,9,0,0,0.010608999999999999,0.089401
Phillip Evans,3B,15,0.093,21,3,0,1,0.143,0.36,NYM,555000,555000,253640,225,0.008649,441,9,0,1,0.020448999999999995,0.1296
Jefry Rodriguez,SP,14,0.086,16,3,0,1,0.188,0.438,WSH,545000,545000,172870,196,0.007395999999999999,256,9,0,1,0.035344,0.191844
Pablo Lopez,SP,12,0.075,16,3,0,0,0.188,0.423,MIA,545000,545000,272490,144,0.005625,256,9,0,0,0.035344,0.17892899999999998
Dereck Rodriguez,SP,21,0.13,32,3,0,1,0.094,0.219,SF,545000,545000,369180,441,0.016900000000000002,1024,9,0,1,0.008836,0.047961
Andrew Velazquez,SS,13,0.08,10,3,0,0,0.3,0.817,TB,545000,545000,84970,169,0.0064,100,9,0,0,0.09,0.6674889999999999
Abiatal Avelino,SS,6,0.037,11,3,0,0,0.273,0.545,SF,545000,545000,79110,36,0.0013689999999999998,121,9,0,0,0.07452900000000001,0.29702500000000004
Myles Straw,CF,9,0.056,9,3,1,1,0.333,1.067,HOU,545000,545000,46880,81,0.0031360000000000003,81,9,1,1,0.11088900000000002,1.1384889999999999
Harold Castro,3B,6,0.037,10,3,0,0,0.3,0.6,DET,545000,545000,29300,36,0.0013689999999999998,100,9,0,0,0.09,0.36
J.A. Happ,SP,31,0.191,6,2,0,0,0.333,0.762,NYY,13000000,13000000,4612872,961,0.036481,36,4,0,0,0.11088900000000002,0.580644
Luis Perdomo,SP,12,0.074,8,2,0,1,0.25,0.472,SD,566800,566800,338217,144,0.005475999999999999,64,4,0,1,0.0625,0.22278399999999998
Jeremy Hellickson,SP,19,0.117,32,2,0,1,0.063,0.156,WSH,2000000,2000000,2000000,361,0.013689000000000002,1024,4,0,1,0.003969,0.024336
Chris Archer,SP,27,0.168,17,2,0,0,0.118,0.294,PIT,6250000,6416666,2083324,729,0.028224000000000003,289,4,0,0,0.013923999999999999,0.08643599999999999
Chris Rusin,RP,49,0.301,4,2,0,0,0.5,1.0,COL,1287500,1287500,1287500,2401,0.09060099999999999,16,4,0,0,0.25,1.0
Kyle Gibson,SP,32,0.198,2,2,0,0,1.0,2.0,MIN,4200000,4200000,4200000,1024,0.039204,4,4,0,0,1.0,4.0
Vidal Nuno,RP,17,0.105,2,2,0,1,1.0,2.0,TB,545000,545000,383830,289,0.011024999999999998,4,4,0,1,1.0,4.0
Michael Wacha,SP,15,0.093,25,2,0,1,0.08,0.195,STL,5300000,5300000,5300000,225,0.008649,625,4,0,1,0.0064,0.038025
Alex Wood,SP,33,0.203,44,2,0,0,0.046,0.091,LAD,6000000,6000000,6000000,1089,0.041209,1936,4,0,0,0.002116,0.008281
Juan Graterol,C,4,0.025,8,2,0,0,0.25,0.583,MIN,545000,545000,26370,16,0.0006250000000000001,64,4,0,0,0.0625,0.33988899999999994
Bryan Mitchell,SP,16,0.099,18,2,0,0,0.111,0.222,SD,552800,552800,552800,256,0.009801,324,4,0,0,0.012321,0.049284
Jose Urena,SP,32,0.199,48,2,0,1,0.042,0.124,MIA,575000,575000,575000,1024,0.039601000000000004,2304,4,0,1,0.0017640000000000002,0.015375999999999999
Jung Ho Kang,3B,3,0.019,6,2,0,0,0.333,0.667,PIT,3000000,3000000,3000000,9,0.000361,36,4,0,0,0.11088900000000002,0.44488900000000003
Nick Kingham,SP,18,0.112,23,2,0,4,0.087,0.29,PIT,545000,545000,263700,324,0.012544000000000001,529,4,0,16,0.007568999999999999,0.0841
Sean Newcomb,SP,31,0.191,45,2,0,1,0.044,0.132,ATL,555000,555000,555000,961,0.036481,2025,4,0,1,0.0019359999999999998,0.017424000000000002
Michael Reed,LF,7,0.043,7,2,0,0,0.286,0.571,ATL,545000,545000,131850,49,0.0018489999999999997,49,4,0,0,0.08179599999999998,0.32604099999999997
John Gant,RP,28,0.173,31,2,2,3,0.065,0.323,STL,545000,545000,375040,784,0.029928999999999997,961,4,4,9,0.0042250000000000005,0.104329
Sal Romano,SP,39,0.241,36,2,0,2,0.056,0.139,CIN,545000,545000,545000,1521,0.058080999999999994,1296,4,0,4,0.0031360000000000003,0.019321000000000005
Antonio Senzatela,SP,23,0.141,24,2,0,3,0.083,0.208,COL,545000,545000,366250,529,0.019880999999999996,576,4,0,9,0.006889000000000001,0.043264
Eric Lauer,SP,23,0.142,30,2,0,1,0.067,0.194,SD,545000,545000,468800,529,0.020163999999999998,900,4,0,1,0.004489000000000001,0.037636
Joey Lucchesi,SP,26,0.161,34,2,0,1,0.059,0.213,SD,545000,545000,512750,676,0.025921000000000003,1156,4,0,1,0.0034809999999999997,0.045369
Trevor Richards,SP,26,0.162,31,2,0,2,0.065,0.158,MIA,545000,545000,416060,676,0.026244,961,4,0,4,0.0042250000000000005,0.024964
Anthony Alford,OF,13,0.08,19,2,0,1,0.105,0.296,TOR,545000,545000,64460,169,0.0064,361,4,0,1,0.011024999999999998,0.08761599999999999
Javier Guerra,SS,13,0.08,16,2,0,1,0.125,0.388,SD,545000,545000,70320,169,0.0064,256,4,0,1,0.015625,0.150544
Brandon Woodruff,RP,19,0.117,8,2,1,1,0.25,0.958,MIL,550100,550100,210018,361,0.013689000000000002,64,4,1,1,0.0625,0.9177639999999999
Mark Zagunis,OF,5,0.031,5,2,0,1,0.4,1.1,CHC,545000,545000,96690,25,0.0009609999999999999,25,4,0,1,0.16000000000000003,1.2100000000000002
Taylor Davis,C,5,0.031,5,2,0,2,0.4,0.733,CHC,545000,545000,87900,25,0.0009609999999999999,25,4,0,4,0.16000000000000003,0.537289
Tim Locastro,2B,18,0.11,11,2,0,0,0.182,0.63,LAD,545000,545000,120130,324,0.0121,121,4,0,0,0.033124,0.39690000000000003
Adolis Garcia,OF,21,0.13,17,2,0,1,0.118,0.294,STL,545000,545000,120130,441,0.016900000000000002,289,4,0,1,0.013923999999999999,0.08643599999999999
Joe Hudson,C,8,0.049,12,2,0,1,0.167,0.417,LAA,545000,545000,79110,64,0.0024010000000000004,144,4,0,1,0.027889000000000004,0.173889
Dustin Pedroia,2B,4,0.025,11,1,0,0,0.091,0.322,BOS,16000000,16125000,16125000,16,0.0006250000000000001,121,1,0,0,0.008281,0.10368400000000001
Justin Verlander,SP,34,0.21,5,1,0,0,0.2,0.4,HOU,28000000,28100000,20000000,1156,0.04409999999999999,25,1,0,0,0.04000000000000001,0.16000000000000003
Ian Kennedy,SP,22,0.136,2,1,0,0,0.5,1.0,KC,16000000,16000000,16000000,484,0.018496000000000002,4,1,0,0,0.25,1.0
Adam Wainwright,SP,8,0.049,11,1,0,1,0.091,0.182,STL,19500000,19500000,19500000,64,0.0024010000000000004,121,1,0,1,0.008281,0.033124
James Shields,SP,34,0.21,6,1,0,0,0.167,0.333,CHW,21000000,21000000,10000000,1156,0.04409999999999999,36,1,0,0,0.027889000000000004,0.11088900000000002
Brett Anderson,SP,17,0.105,4,1,0,0,0.25,0.5,OAK,4000000,4000000,3268817,289,0.011024999999999998,16,1,0,0,0.0625,0.25
Jeff Samardzija,SP,10,0.062,10,1,0,0,0.1,0.2,SF,18000000,19800000,19800000,100,0.0038439999999999998,100,1,0,0,0.010000000000000002,0.04000000000000001
Jerry Blevins,RP,65,0.401,2,1,0,1,0.5,1.0,NYM,7000000,7000000,7000000,4225,0.16080100000000003,4,1,0,1,0.25,1.0
Ivan Nova,SP,29,0.18,53,1,0,0,0.019,0.038,PIT,8500000,9416666,9416666,841,0.0324,2809,1,0,0,0.000361,0.001444
Charlie Morton,SP,30,0.185,6,1,0,0,0.167,0.333,HOU,7000000,8875000,8875000,900,0.034225,36,1,0,0,0.027889000000000004,0.11088900000000002
Wade LeBlanc,SP,32,0.198,3,1,0,0,0.333,0.667,SEA,650000,700000,700000,1024,0.039204,9,1,0,0,0.11088900000000002,0.44488900000000003
Nathan Eovaldi,SP,24,0.148,9,1,0,1,0.111,0.311,BOS,2000000,2000000,731204,576,0.021903999999999996,81,1,0,1,0.012321,0.096721
Dylan Bundy,SP,31,0.191,5,1,0,0,0.2,0.4,BAL,1640000,1640000,1640000,961,0.036481,25,1,0,0,0.04000000000000001,0.16000000000000003
Kevin Gausman,SP,32,0.198,21,1,0,0,0.048,0.278,ATL,5600000,5600000,1866696,1024,0.039204,441,1,0,0,0.002304,0.07728400000000002
Roenis Elias,RP,23,0.142,2,1,0,0,0.5,1.0,SEA,598000,598000,392230,529,0.020163999999999998,4,1,0,0,0.25,1.0
Odrisamer Despaigne,SP,19,0.117,5,1,0,0,0.2,0.4,LAA,1090000,1090000,263700,361,0.013689000000000002,25,1,0,0,0.04000000000000001,0.16000000000000003
Marcus Stroman,SP,19,0.117,3,1,0,0,0.333,0.667,TOR,6500000,6500000,6500000,361,0.013689000000000002,9,1,0,0,0.11088900000000002,0.44488900000000003
Terrance Gore,LF,14,0.086,5,1,0,0,0.2,0.4,CHC,545000,545000,87900,196,0.007395999999999999,25,1,0,0,0.04000000000000001,0.16000000000000003
Andrew Heaney,SP,30,0.185,8,1,0,0,0.125,0.25,LAA,800000,800000,800000,900,0.034225,64,1,0,0,0.015625,0.0625
A.J. Cole,RP,32,0.198,3,1,1,1,0.333,1.667,NYY,555300,555300,480585,1024,0.039204,9,1,1,1,0.11088900000000002,2.778889
Matt Grace,RP,56,0.346,3,1,0,0,0.333,0.667,WSH,557000,557000,557000,3136,0.11971599999999999,9,1,0,0,0.11088900000000002,0.44488900000000003
Jesse Biddle,RP,60,0.37,2,1,0,1,0.5,1.5,ATL,545000,545000,486380,3600,0.1369,4,1,0,1,0.25,2.25
Kolby Allard,SP,3,0.019,1,1,0,0,1.0,2.0,ATL,545000,545000,125990,9,0.000361,1,1,0,0,1.0,4.0
Michael Soroka,SP,5,0.031,8,1,0,0,0.125,0.25,ATL,545000,545000,448290,25,0.0009609999999999999,64,1,0,0,0.015625,0.0625
Touki Toussaint,SP,8,0.049,10,1,0,0,0.1,0.2,ATL,545000,545000,90830,64,0.0024010000000000004,100,1,0,0,0.010000000000000002,0.04000000000000001
Erick Fedde,SP,11,0.068,16,1,0,0,0.063,0.18,WSH,545000,545000,325230,121,0.0046240000000000005,256,1,0,0,0.003969,0.0324
Brian Johnson,SP,38,0.235,4,1,0,0,0.25,0.5,BOS,548000,548000,548000,1444,0.055224999999999996,16,1,0,0,0.0625,0.25
Zach Davies,SP,13,0.08,15,1,0,0,0.067,0.133,MIL,572000,572000,572000,169,0.0064,225,1,0,0,0.004489000000000001,0.017689000000000003
Jorge Lopez,SP,17,0.105,2,1,0,2,0.5,1.5,KC,545000,545000,137710,289,0.011024999999999998,4,1,0,4,0.25,2.25
Ty Blach,RP,50,0.309,29,1,0,0,0.035,0.131,SF,565000,565000,565000,2500,0.095481,841,1,0,0,0.0012250000000000002,0.017161000000000003
Matt Koch,RP,19,0.117,17,1,0,0,0.059,0.259,ARI,545000,545000,322300,361,0.013689000000000002,289,1,0,0,0.0034809999999999997,0.067081
Alec Mills,RP,7,0.043,5,1,0,0,0.2,0.4,CHC,545000,545000,82040,49,0.0018489999999999997,25,1,0,0,0.04000000000000001,0.16000000000000003
Seth Lugo,RP,55,0.34,11,1,0,0,0.091,0.258,NYM,564000,564000,564000,3025,0.11560000000000002,121,1,0,0,0.008281,0.066564
Randy Rosario,RP,44,0.27,1,1,0,1,1.0,2.0,CHC,545000,545000,354530,1936,0.0729,1,1,0,1,1.0,4.0
Deck McGuire,SP,21,0.13,3,1,0,0,0.333,0.667,LAA,545000,545000,161150,441,0.016900000000000002,9,1,0,0,0.11088900000000002,0.44488900000000003
Sean Manaea,SP,27,0.167,5,1,0,0,0.2,0.4,OAK,550000,550000,550000,729,0.027889000000000004,25,1,0,0,0.04000000000000001,0.16000000000000003
Daniel Mengden,SP,22,0.136,3,1,0,1,0.333,0.667,OAK,547500,547500,418048,484,0.018496000000000002,9,1,0,1,0.11088900000000002,0.44488900000000003
Rio Ruiz,3B,14,0.086,12,1,0,0,0.083,0.35,ATL,555000,555000,77584,196,0.007395999999999999,144,1,0,0,0.006889000000000001,0.12249999999999998
Max Fried,RP,14,0.086,8,1,0,0,0.125,0.25,ATL,545000,545000,293000,196,0.007395999999999999,64,1,0,0,0.015625,0.0625
Taylor Williams,RP,56,0.344,4,1,0,0,0.25,0.5,MIL,545000,545000,489310,3136,0.11833599999999998,16,1,0,0,0.0625,0.25
Josh Hader,RP/CL,55,0.337,2,1,0,0,0.5,1.0,MIL,556500,556500,556500,3025,0.11356900000000002,4,1,0,0,0.25,1.0
Sam Gaviglio,SP,26,0.161,3,1,0,0,0.333,1.0,TOR,545000,545000,418990,676,0.025921000000000003,9,1,0,0,0.11088900000000002,1.0
Ranger Suarez,RP,4,0.025,6,1,0,0,0.167,0.667,PHI,545000,545000,64460,16,0.0006250000000000001,36,1,0,0,0.027889000000000004,0.44488900000000003
Freddy Peralta,SP,16,0.098,26,1,0,1,0.039,0.077,MIL,545000,545000,468800,256,0.009604000000000001,676,1,0,1,0.001521,0.005929
Dennis Santana,P,3,0.018,2,1,0,2,0.5,1.5,LAD,545000,545000,363320,9,0.00032399999999999996,4,1,0,4,0.25,2.25
Heath Fillmyer,RP,17,0.105,4,1,0,1,0.25,0.75,KC,545000,545000,304720,289,0.011024999999999998,16,1,0,1,0.0625,0.5625
Brad Keller,SP,41,0.253,3,1,0,0,0.333,0.667,KC,545000,545000,545000,1681,0.064009,9,1,0,0,0.11088900000000002,0.44488900000000003
Mitchell Walding,3B,13,0.08,17,1,1,2,0.059,0.393,PHI,545000,545000,96690,169,0.0064,289,1,1,4,0.0034809999999999997,0.154449
Caleb Ferguson,RP,30,0.184,5,1,0,0,0.2,0.4,LAD,545000,545000,328160,900,0.033856,25,1,0,0,0.04000000000000001,0.16000000000000003
Daniel Poncedeleon,RP,12,0.074,9,1,0,1,0.111,0.444,STL,545000,545000,178730,144,0.005475999999999999,81,1,0,1,0.012321,0.197136
Chad Sobotka,RP,14,0.086,1,1,0,0,1.0,2.0,ATL,545000,545000,55670,196,0.007395999999999999,1,1,0,0,1.0,4.0
Jeff Brigham,SP,4,0.025,3,1,0,0,0.333,0.667,MIA,545000,545000,87900,16,0.0006250000000000001,9,1,0,0,0.11088900000000002,0.44488900000000003
Beau Taylor,C,7,0.043,5,1,0,0,0.2,0.733,OAK,545000,545000,87900,49,0.0018489999999999997,25,1,0,0,0.04000000000000001,0.537289
Jorge De La Rosa,RP,61,0.374,1,0,0,0,0.0,0.5,CHC,545000,545000,149430,3721,0.139876,1,0,0,0,0.0,0.25
David Wright,3B,2,0.012,2,0,0,0,0.0,0.333,NYM,20000000,20000000,20000000,4,0.000144,4,0,0,0,0.0,0.11088900000000002
Zach Duke,RP,72,0.444,1,0,0,0,0.0,0.0,SEA,2150000,3650000,716658,5184,0.197136,1,0,0,0,0.0,0.0
Felix Hernandez,SP,29,0.179,4,0,0,0,0.0,0.0,SEA,26000000,26857142,26857142,841,0.032041,16,0,0,0,0.0,0.0
Jason Hammel,RP,40,0.247,3,0,0,0,0.0,0.0,KC,9000000,9000000,9000000,1600,0.061009,9,0,0,0,0.0,0.0
Edwin Jackson,SP,17,0.105,2,0,0,0,0.0,0.0,OAK,1500000,1500000,790370,289,0.011024999999999998,4,0,0,0,0.0,0.0
Bartolo Colon,SP,29,0.179,4,0,0,0,0.0,0.0,TEX,1750000,2450000,2450000,841,0.032041,16,0,0,0,0.0,0.0
Johnny Cueto,SP,9,0.056,12,0,0,0,0.0,0.0,SF,21000000,21000000,21000000,81,0.0031360000000000003,144,0,0,0,0.0,0.0
Shawn Kelley,RP,54,0.333,1,0,0,0,0.0,0.0,OAK,5500000,5600000,1655920,2916,0.11088900000000002,1,0,0,0,0.0,0.0
Jarrod Saltalamacchia,C,5,0.031,7,0,0,0,0.0,0.125,DET,650000,650000,76890,25,0.0009609999999999999,49,0,0,0,0.0,0.015625
Jordan Zimmermann,SP,25,0.154,2,0,0,0,0.0,0.0,DET,24000000,24000000,24000000,625,0.023716,4,0,0,0,0.0,0.0
Daniel Hudson,RP,40,0.245,2,0,0,0,0.0,0.0,LAD,545000,545000,468800,1600,0.060024999999999995,4,0,0,0,0.0,0.0
Chris Sale,SP,27,0.167,2,0,0,0,0.0,0.0,BOS,12500000,12515000,12515000,729,0.027889000000000004,4,0,0,0,0.0,0.0
Mike Leake,SP,32,0.198,4,0,0,0,0.0,0.0,SEA,17000000,17000000,11000000,1024,0.039204,16,0,0,0,0.0,0.0
Pedro Strop,RP,61,0.374,2,0,0,0,0.0,0.0,CHC,5850000,5850000,5850000,3721,0.139876,4,0,0,0,0.0,0.0
Dellin Betances,RP,66,0.407,1,0,0,0,0.0,0.0,NYY,5100000,5100000,5100000,4356,0.165649,1,0,0,0,0.0,0.0
Hector Santiago,RP,49,0.303,4,0,0,0,0.0,0.0,CHW,2000000,2000000,2000000,2401,0.091809,16,0,0,0,0.0,0.0
Danny Duffy,SP,28,0.173,2,0,0,0,0.0,0.0,KC,14000000,14000000,14000000,784,0.029928999999999997,4,0,0,0,0.0,0.0
Brad Peacock,RP,61,0.377,1,0,0,0,0.0,0.0,HOU,2440000,2440000,2440000,3721,0.142129,1,0,0,0,0.0,0.0
Martin Perez,SP,22,0.136,3,0,0,0,0.0,0.0,TEX,6000000,6000000,6000000,484,0.018496000000000002,9,0,0,0,0.0,0.0
Marco Estrada,SP,28,0.173,1,0,0,0,0.0,0.0,TOR,13000000,13000000,13000000,784,0.029928999999999997,1,0,0,0,0.0,0.0
Erasmo Ramirez,SP,10,0.062,3,0,0,0,0.0,0.0,SEA,4200000,4200000,4200000,100,0.0038439999999999998,9,0,0,0,0.0,0.0
Luis Avilan,RP,71,0.438,1,0,0,0,0.0,0.0,PHI,2450000,2450000,96774,5041,0.191844,1,0,0,0,0.0,0.0
Sam Freeman,RP,63,0.389,1,0,0,0,0.0,0.0,ATL,1075000,1075000,1075000,3969,0.151321,1,0,0,0,0.0,0.0
Shelby Miller,RP,5,0.031,3,0,0,1,0.0,0.2,ARI,4900000,4900000,4900000,25,0.0009609999999999999,9,0,0,1,0.0,0.04000000000000001
Casey Kelly,SP,7,0.043,4,0,0,0,0.0,0.0,SF,545000,545000,123060,49,0.0018489999999999997,16,0,0,0,0.0,0.0
Justin Wilson,RP,71,0.436,1,0,0,0,0.0,0.0,CHC,4250000,4250000,4250000,5041,0.190096,1,0,0,0,0.0,0.0
Jake Odorizzi,SP,33,0.204,6,0,0,0,0.0,0.0,MIN,6300000,6300000,6300000,1089,0.04161599999999999,36,0,0,0,0.0,0.0
Dallas Keuchel,SP,34,0.21,2,0,0,0,0.0,0.0,HOU,13200000,13200000,13200000,1156,0.04409999999999999,4,0,0,0,0.0,0.0
Justin Miller,RP,51,0.315,1,0,0,0,0.0,0.0,WSH,545000,545000,377970,2601,0.09922500000000001,1,0,0,0,0.0,0.0
T.J. McFarland,RP,47,0.29,7,0,0,0,0.0,0.0,ARI,850000,850000,850000,2209,0.0841,49,0,0,0,0.0,0.0
Hansel Robles,RP,53,0.327,1,0,0,0,0.0,0.0,LAA,900000,900000,489300,2809,0.10692900000000001,1,0,0,0,0.0,0.0
Matt Magill,RP/CL,40,0.247,1,0,0,0,0.0,0.0,MIN,545000,545000,457080,1600,0.061009,1,0,0,0,0.0,0.0
Nick Franklin,LF,1,0.006,2,0,0,0,0.0,0.0,MIL,545000,545000,427780,1,3.6e-05,4,0,0,0,0.0,0.0
Gerrit Cole,SP,32,0.198,9,0,0,0,0.0,0.0,HOU,6750000,6750000,6750000,1024,0.039204,81,0,0,0,0.0,0.0
Masahiro Tanaka,SP,27,0.167,6,0,0,0,0.0,0.0,NYY,22000000,22000000,22000000,729,0.027889000000000004,36,0,0,0,0.0,0.0
Eduardo Rodriguez,SP,27,0.167,2,0,0,0,0.0,0.0,BOS,2375000,2375000,2375000,729,0.027889000000000004,4,0,0,0,0.0,0.0
Mike Wright,RP,48,0.296,1,0,0,0,0.0,0.0,BAL,553500,553500,553500,2304,0.08761599999999999,1,0,0,0,0.0,0.0
Jake Petricka,RP,41,0.253,1,0,0,0,0.0,0.0,TOR,1300000,1300000,608043,1681,0.064009,1,0,0,0,0.0,0.0
Robert Stephenson,SP,4,0.025,2,0,0,0,0.0,0.333,CIN,555000,555000,158220,16,0.0006250000000000001,4,0,0,0,0.0,0.11088900000000002
Eddie Butler,RP,30,0.185,2,0,0,0,0.0,0.333,TEX,570750,570750,202554,900,0.034225,4,0,0,0,0.0,0.11088900000000002
Drew VerHagen,RP,41,0.253,1,0,0,0,0.0,0.0,DET,551400,551400,429925,1681,0.064009,1,0,0,0,0.0,0.0
Scott Alexander,RP,73,0.448,5,0,0,0,0.0,0.0,LAD,550000,550000,520432,5329,0.20070400000000002,25,0,0,0,0.0,0.0
Sonny Gray,SP,30,0.185,2,0,0,0,0.0,0.0,NYY,6500000,6500000,6500000,900,0.034225,4,0,0,0,0.0,0.0
Taijuan Walker,SP,3,0.019,4,0,0,0,0.0,0.0,ARI,4825000,4825000,4825000,9,0.000361,16,0,0,0,0.0,0.0
Raisel Iglesias,RP/CL,66,0.407,3,0,0,0,0.0,0.0,CIN,4500000,5214285,5214285,4356,0.165649,9,0,0,0,0.0,0.0
Heath Hembree,RP,67,0.414,1,0,0,0,0.0,0.0,BOS,581500,581500,581500,4489,0.171396,1,0,0,0,0.0,0.0
Pedro Baez,RP,55,0.337,4,0,0,0,0.0,0.0,LAD,1500000,1500000,1500000,3025,0.11356900000000002,16,0,0,0,0.0,0.0
Kirby Yates,RP,65,0.401,2,0,0,0,0.0,0.0,SD,1062500,1062500,1062500,4225,0.16080100000000003,4,0,0,0,0.0,0.0
Aaron Sanchez,SP,20,0.124,1,0,0,0,0.0,0.0,TOR,2700000,2700000,2700000,400,0.015375999999999999,1,0,0,0,0.0,0.0
Shane Carle,RP,53,0.327,4,0,0,0,0.0,0.0,ATL,555000,555000,555000,2809,0.10692900000000001,16,0,0,0,0.0,0.0
Matt Andriese,RP,41,0.253,1,0,0,0,0.0,0.0,ARI,558400,558400,537358,1681,0.064009,1,0,0,0,0.0,0.0
Felipe Vazquez,RP,70,0.435,1,0,0,0,0.0,0.0,PIT,2500000,3000000,3000000,4900,0.189225,1,0,0,0,0.0,0.0
Chasen Shreve,RP,60,0.37,1,0,0,0,0.0,0.0,STL,825000,825000,283840,3600,0.1369,1,0,0,0,0.0,0.0
Brian Flynn,RP,48,0.296,1,0,0,0,0.0,0.0,KC,573500,573500,573500,2304,0.08761599999999999,1,0,0,0,0.0,0.0
Drew Rucinski,RP,32,0.199,4,0,0,0,0.0,0.0,MIA,545000,545000,351600,1024,0.039601000000000004,16,0,0,0,0.0,0.0
Daniel Winkler,RP,69,0.426,1,0,0,0,0.0,0.0,ATL,610000,610000,610000,4761,0.181476,1,0,0,0,0.0,0.0
Frankie Montas,SP,13,0.08,5,0,0,0,0.0,0.0,OAK,545000,545000,208030,169,0.0064,25,0,0,0,0.0,0.0
Amir Garrett,RP,66,0.407,2,0,0,0,0.0,0.0,CIN,545000,545000,545000,4356,0.165649,4,0,0,0,0.0,0.0
Michael Feliz,RP,47,0.292,2,0,0,0,0.0,0.0,PIT,575500,575500,491946,2209,0.08526399999999999,4,0,0,0,0.0,0.0
Domingo German,SP,21,0.13,1,0,0,0,0.0,0.5,NYY,548225,548225,347746,441,0.016900000000000002,1,0,0,0,0.0,0.25
Hector Neris,RP,53,0.327,1,0,0,0,0.0,0.0,PHI,582500,582500,422820,2809,0.10692900000000001,1,0,0,0,0.0,0.0
Jerad Eickhoff,SP,3,0.019,1,0,0,0,0.0,0.0,PHI,568000,568000,568000,9,0.000361,1,0,0,0,0.0,0.0
Luke Jackson,RP,35,0.216,1,0,0,0,0.0,0.5,ATL,545000,545000,372110,1225,0.046655999999999996,1,0,0,0,0.0,0.25
Daniel Norris,SP,11,0.068,2,0,0,0,0.0,0.0,DET,561400,561400,561400,121,0.0046240000000000005,4,0,0,0,0.0,0.0
Lance McCullers,SP,25,0.154,2,0,0,0,0.0,0.0,HOU,2450000,2450000,2450000,625,0.023716,4,0,0,0,0.0,0.0
Joe Ross,SP,3,0.019,5,0,0,0,0.0,0.0,WSH,567900,567900,567900,9,0.000361,25,0,0,0,0.0,0.0
Matt Wisler,RP,18,0.111,8,0,0,0,0.0,0.0,CIN,545000,545000,90830,324,0.012321,64,0,0,0,0.0,0.0
Sean Reid-Foley,SP,7,0.043,3,0,0,0,0.0,0.0,TOR,545000,545000,108410,49,0.0018489999999999997,9,0,0,0,0.0,0.0
Cody Reed,RP,17,0.105,11,0,0,0,0.0,0.083,CIN,545000,545000,210960,289,0.011024999999999998,121,0,0,0,0.0,0.006889000000000001
Spencer Turnbull,SP,4,0.025,2,0,0,0,0.0,0.0,DET,545000,545000,58600,16,0.0006250000000000001,4,0,0,0,0.0,0.0
Jacob Nix,SP,9,0.056,15,0,0,0,0.0,0.0,SD,545000,545000,152360,81,0.0031360000000000003,225,0,0,0,0.0,0.0
Matt Boyd,SP,31,0.191,2,0,0,0,0.0,0.0,DET,562000,562000,562000,961,0.036481,4,0,0,0,0.0,0.0
Luis Severino,SP,32,0.198,5,0,0,0,0.0,0.0,NYY,604975,604975,604975,1024,0.039204,25,0,0,0,0.0,0.0
