Acronimo_t,Acronimo_t_1,Altura_t,Altura_t_1,Anio,Anio_t,Anio_t_1,Anios_contrato,At_bats_2_t,At_bats_2_t_1,At_bats_t,At_bats_t_1,Bateos_2_t,Bateos_2_t_1,Bateos_t,Bateos_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Edad_t,Edad_t_1,Equipo_anterior,Equipo_t,Equipo_t_1,Home_runs_2_t,Home_runs_2_t_1,Home_runs_t,Home_runs_t_1,Juegos_2_t,Juegos_2_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,OPS_2_t,OPS_2_t_1,OPS_t,OPS_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Porcentaje_bateo_2_t,Porcentaje_bateo_2_t_1,Porcentaje_bateo_t,Porcentaje_bateo_t_1,Porcetnaje_juegos_2_t,Porcetnaje_juegos_2_t_1,Porcetnaje_juegos_t,Porcetnaje_juegos_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,RBI_2_t,RBI_2_t_1,RBI_t,RBI_t_1,Status,Sueldo_base_t,Sueldo_base_t_1,Sueldo_regular_t,Sueldo_regular_t_1,Sueldo_t,Sueldo_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_promedio_contrato,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WS_ganadas_t,WS_ganadas_t_1,ln_Sueldo_base_t,ln_Sueldo_regular_t,ln_Sueldo_t
SEA,HOU,6.3,6.3,2018,8,7,1,116964,156025,342,395,7225,8100,85,90,3,3,31,30,HOU,Seattle Mariners,Houston Astros,16,100,4,10,16641,12996,129,114,162,162,Cameron Maybin,0.438244,0.4664890000000001,0.662,0.683,0,2,215,215,4,11,0.062001,0.051984,0.249,0.228,0.6336160000000001,0.49561599999999995,0.796,0.704,CF,CF,0.5493827160493827,0.6234567901234568,784,1225,28,35,UFA,3250000,9000000,1083326,1573760,3250000,9000000,386.12249999999995,1407.0000999999997,19.65,37.51,3250000,17750000,82000000,3250000,89,101,1.6384,0.0081,1.28,-0.09,0,1,14.994165554305921,13.89554649638413,14.994165554305921
TB,TEX,6.3,6.3,2018,8,7,1,129600,135424,360,368,5625,8836,75,94,2,4,32,31,TEX,Tampa Bay Rays,Texas Rangers,81,289,9,17,13924,11025,118,105,162,162,Carlos Gomez,0.40195600000000004,0.6464160000000001,0.634,0.804,1,2,220,220,4,8,0.043264,0.065025,0.208,0.255,0.529984,0.419904,0.728,0.648,RF,CF,0.5555555555555556,0.4814814814814814,1024,2601,32,51,UFA,4000000,11500000,4400000,11500000,4400000,11500000,406.0224999999999,2487.0168999999996,20.15,49.87,4000000,6500000,36000000,4000000,90,78,0.3721,2.8899999999999997,0.61,1.7,0,0,15.201804919084164,15.29711509888849,15.29711509888849
COL,COL,0.0,0.0,2018,8,7,1,214369,220900,463,470,16384,14884,128,122,5,4,32,31,COL,Colorado Rockies,Colorado Rockies,256,196,16,14,17689,18496,133,136,163,162,Carlos Gonzalez,0.6336160000000001,0.571536,0.796,0.756,1,1,220,220,5,4,0.07672900000000002,0.06760000000000001,0.277,0.26,0.6658559999999999,0.7055999999999999,0.816,0.84,RF,RF,0.558282208588957,0.5370370370370371,4096,3249,64,57,UFA,5000000,20000000,8000000,20428571,8000000,20428571,1453.1344,383.37639999999993,38.12,19.58,8000000,122500000,97250000,8000000,91,87,0.1369,0.04409999999999999,0.37,-0.21,0,0,15.424948470398375,15.89495209964411,15.89495209964411
HOU,HOU,6.5,6.5,2017,8,7,2,36,9,6,3,1,0,1,0,2,3,34,33,PHI,Houston Astros,Houston Astros,0,0,0,0,900,625,30,25,162,162,Charlie Morton,0.11088900000000002,0.0,0.333,0.0,2,2,215,215,12,11,0.027889000000000004,0.0,0.167,0.0,0.034225,0.023716,0.185,0.154,SP,SP,0.6358024691358025,0.6234567901234568,0,0,0,0,UFA,7000000,7000000,8875000,8875000,8875000,8875000,6234.681599999999,5173.924900000001,78.96,71.93,14000000,23500000,82000000,7000000,103,101,12.0409,3.3124000000000002,3.47,1.82,1,1,15.761420707019587,15.998748893325754,15.998748893325754
LAD,LAD,6.1,6.1,2018,8,7,2,26896,95481,164,309,1225,5329,35,73,2,6,39,38,LAD,Los Angeles Dodgers,Los Angeles Dodgers,1,64,1,8,7569,16129,87,127,163,162,Chase Utley,0.3721,0.529984,0.61,0.728,25,25,195,195,32,31,0.045369,0.055695999999999996,0.213,0.236,0.285156,0.6146560000000001,0.534,0.784,2B,2B,0.5644171779141104,0.6419753086419753,196,1156,14,34,UFA,1000000,2000000,1000000,2250000,1000000,2250000,0.0,771.7284000000001,0.0,27.78,2000000,4000000,199600000,1000000,92,104,0.04409999999999999,1.0,-0.21,1.0,6,6,13.815510557964274,13.815510557964274,13.815510557964274
BAL,BAL,6.3,6.3,2016,8,7,7,220900,207936,470,456,6241,9604,79,98,2,5,32,31,BAL,Baltimore Orioles,Baltimore Orioles,256,676,16,26,16641,16384,129,128,162,162,Chris Davis,0.29052100000000003,0.535824,0.539,0.732,7,7,245,245,14,14,0.028224000000000003,0.046224999999999995,0.168,0.215,0.6336160000000001,0.6241000000000001,0.796,0.79,1B,1B,0.2901234567901234,0.4629629629629629,2401,3721,49,61,UFA,17000000,17000000,21065362,21065362,21065362,21065362,0.0225,51.408899999999996,0.15,7.17,161000000,73000000,55600000,23000000,47,75,10.5625,0.34809999999999997,-3.25,-0.59,3,3,16.64872390202049,16.863140638151464,16.863140638151464
COL,ARI,0.0,0.0,2018,8,7,2,89401,73984,299,272,4489,4761,67,69,5,5,35,34,ARI,Colorado Rockies,Arizona Diamondbacks,121,289,11,17,12100,7921,110,89,163,162,Chris Iannetta,0.5328999999999999,0.748225,0.73,0.865,1,1,230,230,5,6,0.050176000000000005,0.064516,0.224,0.254,0.45562500000000006,0.30140100000000003,0.675,0.549,C,C,0.558282208588957,0.5740740740740741,1296,1849,36,43,UFA,3450000,1500000,3600000,1500000,3600000,1500000,548.9649,0.0,23.43,0.0,8500000,122500000,9750000,4250000,91,93,0.16809999999999997,3.0976,-0.41,1.76,0,1,15.053884789007542,15.096444403426338,15.096444403426338
ARI,PIT,6.4,6.4,2018,8,7,1,225,17161,15,131,9,576,3,24,2,2,36,35,PIT,Arizona Diamondbacks,Pittsburgh Pirates,0,0,0,0,64,2601,8,51,162,162,Chris Stewart,0.189225,0.21436900000000003,0.435,0.463,1,9,215,215,6,17,0.04000000000000001,0.033489,0.2,0.183,0.0024010000000000004,0.09922500000000001,0.049,0.315,C,C,0.5061728395061729,0.4629629629629629,9,16,3,4,UFA,575000,1400000,98912,1400000,575000,1400000,0.0,0.0,0.0,0.0,575000,15750000,37000000,575000,82,75,0.0009,0.5328999999999999,-0.03,-0.73,1,5,13.262125319779487,11.501985844931843,13.262125319779487
LAA,BOS,6.2,6.2,2018,8,7,1,12769,59049,113,243,361,3249,19,57,3,1,34,33,BOS,Los Angeles Angels,Boston Red Sox,36,49,6,7,3481,8100,59,90,162,162,Chris Young,0.378225,0.5026809999999999,0.615,0.709,1,13,200,200,10,23,0.028224000000000003,0.055224999999999996,0.168,0.235,0.132496,0.3091360000000001,0.364,0.556,RF,RF,0.4938271604938271,0.5740740740740741,169,625,13,25,UFA,2000000,6500000,2000000,6500000,2000000,6500000,0.0,0.0,0.0,0.0,2000000,42800000,5500000,2000000,80,93,0.3364,0.1444,-0.58,-0.38,1,8,14.508657738524219,14.508657738524219,14.508657738524219
ARI,PHI,6.3,6.3,2018,8,7,1,961,4,31,2,4,0,2,0,2,3,33,32,PHI,Arizona Diamondbacks,Philadelphia Phillies,0,0,0,0,289,4,17,2,162,162,Clay Buchholz,0.036481,0.0,0.191,0.0,1,7,190,190,6,14,0.0042250000000000005,0.0,0.065,0.0,0.011024999999999998,0.000144,0.105,0.012,SP,SP,0.5061728395061729,0.4074074074074074,1,0,1,0,UFA,1500000,13500000,1080645,13500000,1500000,13500000,8671.334400000002,0.0,93.12,0.0,1500000,15750000,11750000,1500000,82,66,9.9225,0.1521,3.15,-0.39,1,2,14.22097566607244,13.893068643056406,14.22097566607244
MIL,LAD,6.1,6.1,2018,8,7,1,117649,201601,343,449,6889,8836,83,94,5,6,37,36,LAD,Milwaukee Brewers,Los Angeles Dodgers,169,676,13,26,15129,21609,123,147,163,162,Curtis Granderson,0.6115240000000001,0.589824,0.782,0.768,1,25,200,200,5,31,0.058564,0.043681,0.242,0.209,0.570025,0.8226490000000001,0.755,0.907,RF,RF,0.588957055214724,0.6419753086419753,1444,4096,38,64,UFA,5000000,15000000,833342,3606548,5000000,15000000,1530.3743999999997,326.8863999999999,39.12,18.08,5000000,103750000,199600000,5000000,96,104,0.36,0.0625,0.6,-0.25,0,6,15.424948470398375,13.63319940111624,15.424948470398375
CHC,WSH,0.0,0.0,2016,8,7,3,107584,285156,328,534,9604,29584,98,172,7,4,33,32,NYM,Chicago Cubs,Washington Nationals,144,529,12,23,8464,20736,92,144,163,163,Daniel Murphy,0.6241000000000001,0.8611840000000001,0.79,0.928,17,1,221,221,20,5,0.089401,0.10368400000000001,0.299,0.322,0.31809599999999993,0.790321,0.564,0.889,2B,2B,0.5828220858895705,0.5950920245398773,1764,8649,42,93,UFA,17500000,12000000,3857526,12000000,17500000,12000000,0.0,5580.09,0.0,74.7,37500000,215545000,10400000,12500000,95,97,0.5929,8.0089,-0.77,2.83,3,0,16.67771143889374,15.165536603313395,16.67771143889374
SEA,SF,6.0,6.0,2016,8,7,3,190969,247009,437,497,12996,18225,114,135,3,3,34,33,WSH,Seattle Mariners,San Francisco Giants,121,144,11,12,18769,16641,137,129,162,162,Denard Span,0.5776,0.571536,0.76,0.756,0,23,210,210,4,26,0.068121,0.07398400000000001,0.261,0.272,0.7157159999999999,0.6336160000000001,0.846,0.796,LF,CF,0.5493827160493827,0.3950617283950617,3364,1849,58,43,UFA,9000000,10000000,1491923,13750000,12500000,13750000,1008.6976000000001,345.96000000000004,31.76,18.6,31000000,17750000,65250000,10333333,89,64,0.8464,1.2100000000000002,0.92,-1.1,0,8,16.012735135300492,14.215576449834986,16.34123920227253
STL,STL,6.5,6.5,2017,8,7,5,83521,176400,289,420,2704,12321,52,111,3,2,32,31,CHC,St. Louis Cardinals,St. Louis Cardinals,64,324,8,18,8100,13924,90,118,162,162,Dexter Fowler,0.33177599999999996,0.724201,0.576,0.851,23,23,205,205,28,28,0.0324,0.06969600000000001,0.18,0.264,0.3091360000000001,0.529984,0.556,0.728,CF,CF,0.5432098765432098,0.5123456790123457,961,4096,31,64,UFA,14500000,14500000,16500000,16500000,16500000,16500000,0.0,2315.5343999999996,0.0,48.12,82500000,28000000,113000000,16500000,88,83,1.9043999999999996,3.0976,-1.38,1.76,11,11,16.489659207390805,16.61887093887081,16.61887093887081
COL,KC,6.1,6.1,2017,8,7,2,26569,26569,163,163,961,1369,31,37,5,4,34,33,KC,Colorado Rockies,Kansas City Royals,9,9,3,3,3844,5625,62,75,163,162,Drew Butera,0.31809599999999993,0.36360899999999996,0.564,0.603,1,4,205,205,5,9,0.0361,0.051529000000000005,0.19,0.227,0.1444,0.21436900000000003,0.38,0.463,C,C,0.558282208588957,0.4938271604938271,441,196,21,14,UFA,2300000,1500000,383346,1500000,2300000,1500000,0.0,0.0,0.0,0.0,3800000,122500000,43800000,1900000,91,80,0.43560000000000004,0.2116,-0.66,-0.46,0,2,14.648419680899378,12.85669325460366,14.648419680899378
BOS,BOS,0.0,0.0,2018,8,7,2,230400,218089,480,467,16129,21316,127,146,3,1,31,30,BOS,Boston Red Sox,Boston Red Sox,100,144,10,12,16129,12996,127,114,162,162,Eduardo Nunez,0.45832900000000004,0.6416010000000001,0.677,0.801,14,13,195,195,24,23,0.07022500000000001,0.097969,0.265,0.313,0.6146560000000001,0.49561599999999995,0.784,0.704,2B,SS,0.6666666666666666,0.5740740740740741,1936,3364,44,58,UFA,4000000,4200000,4000000,1560668,4000000,4200000,195.4404,3547.3936000000003,13.98,59.56,8000000,131000000,5500000,4000000,108,93,1.2544000000000002,0.8835999999999999,-1.12,0.94,9,8,15.201804919084164,15.201804919084164,15.201804919084164
SD,KC,6.4,6.4,2018,8,7,8,375769,363609,613,603,24025,36864,155,192,3,4,28,27,KC,San Diego Padres,Kansas City Royals,324,625,18,25,24649,26244,157,162,162,162,Eric Hosmer,0.5184,0.7779240000000001,0.72,0.882,2,4,226,226,5,9,0.064009,0.101124,0.253,0.318,0.9389609999999999,1.0,0.969,1.0,1B,1B,0.4074074074074074,0.4938271604938271,4761,8836,69,94,UFA,20000000,12250000,21000000,12250000,21000000,12250000,289.34010000000006,5464.1664,17.01,73.92,144000000,149500000,43800000,18000000,66,80,2.0736,16.4025,1.44,4.05,0,2,16.811242831518264,16.860032995687696,16.860032995687696
WSH,WSH,0.0,0.0,2018,8,7,2,23104,93025,152,305,2116,9216,46,96,5,4,34,33,WSH,Washington Nationals,Washington Nationals,16,81,4,9,1600,8281,40,91,162,163,Howie Kendrick,0.6480250000000001,0.712336,0.805,0.844,1,1,220,220,5,5,0.091809,0.09922500000000001,0.303,0.315,0.061009,0.31584400000000007,0.247,0.562,LF,LF,0.5061728395061729,0.5950920245398773,144,1681,12,41,UFA,3000000,10000000,3000000,3551912,3000000,10000000,0.0,0.0,0.0,0.0,7000000,23300000,10400000,3500000,82,97,0.0484,1.6384,-0.22,1.28,0,0,14.914122846632385,14.914122846632385,14.914122846632385
COL,COL,6.3,6.3,2017,8,7,5,308025,114921,555,339,17161,8649,131,93,5,4,32,31,TEX,Colorado Rockies,Colorado Rockies,484,49,22,7,25600,9025,160,95,163,162,Ian Desmond,0.5314409999999999,0.4914009999999999,0.729,0.701,1,1,220,220,5,4,0.055695999999999996,0.07507600000000002,0.236,0.274,0.964324,0.343396,0.982,0.586,1B,LF,0.558282208588957,0.5370370370370371,7744,1600,88,40,UFA,22000000,8000000,22000000,8000000,22000000,8000000,377.5249,0.0,19.43,0.0,70000000,122500000,97250000,14000000,91,87,0.010000000000000002,0.9216,-0.1,-0.96,0,0,16.90655301132259,16.90655301132259,16.90655301132259
KC,KC,6.0,6.0,2016,8,7,5,4,9,2,3,1,1,1,1,6,4,33,32,SD,Kansas City Royals,Kansas City Royals,0,0,0,0,484,900,22,30,162,162,Ian Kennedy,1.0,0.693889,1.0,0.833,4,4,205,205,9,9,0.25,0.11088900000000002,0.5,0.333,0.018496000000000002,0.034225,0.136,0.185,SP,SP,0.4938271604938271,0.4938271604938271,0,0,0,0,UFA,16000000,13500000,16000000,13500000,16000000,13500000,188.5129,119.4649,13.73,10.93,70000000,16775000,43800000,14000000,80,80,0.24009999999999998,0.24009999999999998,0.49,0.49,2,2,16.588099280204055,16.588099280204055,16.588099280204055
NYY,TOR,6.5,6.5,2016,8,7,3,36,4,6,2,4,0,2,0,2,6,35,34,PIT,New York Yankees,Toronto Blue Jays,0,0,0,0,961,625,31,25,162,162,J.A. Happ,0.580644,0.0,0.762,0.0,40,2,205,205,54,7,0.11088900000000002,0.0,0.333,0.0,0.036481,0.023716,0.191,0.154,SP,SP,0.6172839506172839,0.4691358024691358,0,0,0,0,UFA,13000000,13000000,4612872,13000000,13000000,13000000,3245.5809,4851.1225,56.97,69.65,36000000,14000000,70000000,12000000,100,76,1.3923999999999999,13.1044,1.18,3.62,27,2,16.38045991542581,15.344361214485355,16.38045991542581
BOS,ARI,6.3,6.3,2018,8,7,5,323761,186624,569,432,35344,17161,188,131,3,5,30,29,ARI,Boston Red Sox,Arizona Diamondbacks,1849,2025,43,45,22500,14161,150,119,162,162,J.D. Martinez,1.0629609999999998,1.1363560000000001,1.031,1.066,14,1,230,230,24,6,0.10890000000000001,0.091809,0.33,0.303,0.8574760000000001,0.540225,0.926,0.735,DH,DH,0.6666666666666666,0.5740740740740741,16900,10816,130,104,UFA,23750000,11750000,23750000,4879808,23750000,11750000,9348.9561,9337.356899999999,96.69,96.63,110000000,131000000,9750000,22000000,108,93,40.5769,6.604899999999999,6.37,2.57,9,1,16.983093088444924,16.983093088444924,16.983093088444924
CHC,NYY,6.2,6.2,2018,8,7,1,16,1089,4,33,0,25,0,5,7,3,31,30,NYY,Chicago Cubs,New York Yankees,0,1,0,1,1089,729,33,27,163,162,Jaime Garcia,0.0,0.201601,0.0,0.449,17,40,215,215,20,53,0.0,0.023104,0.0,0.152,0.041209,0.027889000000000004,0.203,0.167,RP,SP,0.5828220858895705,0.5617283950617284,0,49,0,7,UFA,545000,12000000,79110,187072,545000,12000000,0.0,2065.7025000000003,0.0,45.45,10000000,215545000,102500000,10000000,95,91,0.24009999999999998,1.3923999999999999,-0.49,1.18,3,27,13.208541073645382,11.278594568015443,13.208541073645382
PHI,CHC,6.4,6.4,2018,8,7,3,2025,3721,45,61,36,64,6,8,4,3,32,31,CHC,Philadelphia Phillies,Chicago Cubs,1,1,1,1,961,1024,31,32,162,162,Jake Arrieta,0.150544,0.128164,0.388,0.358,7,17,230,230,14,19,0.017689000000000003,0.017161000000000003,0.133,0.131,0.036481,0.039204,0.191,0.198,SP,SP,0.4938271604938271,0.5679012345679012,9,25,3,5,UFA,30000000,15637500,30000000,15637500,30000000,15637500,1051.7049,2647.1025000000004,32.43,51.45,75000000,169200000,16000000,25000000,80,92,8.7616,3.5721,2.96,1.89,2,3,17.216707939626428,17.216707939626428,17.216707939626428
ARI,SEA,5.9,5.9,2018,8,7,2,42436,119716,206,346,1521,7569,39,87,2,2,33,32,SEA,Arizona Diamondbacks,Seattle Mariners,4,25,2,5,4489,12321,67,111,162,162,Jarrod Dyson,0.29052100000000003,0.45427600000000007,0.539,0.674,1,0,165,165,6,4,0.035721,0.063001,0.189,0.251,0.171396,0.46922500000000006,0.414,0.685,RF,RF,0.5061728395061729,0.4814814814814814,144,900,12,30,UFA,3500000,2800000,3750000,2800000,3750000,2800000,0.0,2393.1664,0.0,48.92,7500000,15750000,11535000,3750000,82,78,0.0144,7.398400000000001,0.12,2.72,1,0,15.068273526459642,15.137266397946593,15.137266397946593
MIN,MIN,6.3,6.3,2017,8,7,3,3969,126736,63,356,81,7396,9,86,6,2,31,30,HOU,Minnesota Twins,Minnesota Twins,1,100,1,10,361,12100,19,110,162,162,Jason Castro,0.245025,0.5184,0.495,0.72,6,6,215,215,15,15,0.020448999999999995,0.058564,0.143,0.242,0.013689000000000002,0.4610410000000001,0.117,0.679,C,C,0.4814814814814814,0.5246913580246914,9,2209,3,47,UFA,8000000,8500000,8000000,8500000,8000000,8500000,0.0,1045.8756000000003,0.0,32.34,24500000,52250000,26550000,8166667,78,85,0.016900000000000002,6.6564000000000005,-0.13,2.58,3,3,15.89495209964411,15.89495209964411,15.89495209964411
KC,KC,6.6,6.6,2017,8,7,2,9,64,3,8,0,0,0,0,6,4,35,34,CHC,Kansas City Royals,Kansas City Royals,0,0,0,0,1600,1024,40,32,162,162,Jason Hammel,0.0,0.0,0.0,0.0,4,4,225,225,9,9,0.0,0.0,0.0,0.0,0.061009,0.039204,0.247,0.198,RP,SP,0.4938271604938271,0.4938271604938271,0,0,0,0,UFA,9000000,5000000,9000000,5000000,9000000,5000000,0.0,1036.1961,0.0,32.19,16000000,16775000,43800000,8000000,80,80,2.5281000000000002,1.9880999999999998,-1.59,1.41,2,2,16.012735135300492,16.012735135300492,16.012735135300492
