Acronimo_t,Acronimo_t_1,Altura_t,Altura_t_1,Anio,Anio_t,Anio_t_1,Anios_contrato,At_bats_2_t,At_bats_2_t_1,At_bats_t,At_bats_t_1,Bateos_2_t,Bateos_2_t_1,Bateos_t,Bateos_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Edad_t,Edad_t_1,Equipo_anterior,Equipo_t,Equipo_t_1,Home_runs_2_t,Home_runs_2_t_1,Home_runs_t,Home_runs_t_1,Juegos_2_t,Juegos_2_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,OPS_2_t,OPS_2_t_1,OPS_t,OPS_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Porcentaje_bateo_2_t,Porcentaje_bateo_2_t_1,Porcentaje_bateo_t,Porcentaje_bateo_t_1,Porcetnaje_juegos_2_t,Porcetnaje_juegos_2_t_1,Porcetnaje_juegos_t,Porcetnaje_juegos_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,RBI_2_t,RBI_2_t_1,RBI_t,RBI_t_1,Status,Sueldo_base_t,Sueldo_base_t_1,Sueldo_regular_t,Sueldo_regular_t_1,Sueldo_t,Sueldo_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_promedio_contrato,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WS_ganadas_t,WS_ganadas_t_1,ln_Sueldo_base_t,ln_Sueldo_regular_t,ln_Sueldo_t
OAK,NYM,6.2,6.2,2013,3,2,1,112225,105625,335,325,4489,5625,67,75,3,7,29,28,NYM,Oakland Athletics,New York Mets,144,196,12,14,11236,10201,106,101,162,162,Chris Young,0.43164900000000006,0.555025,0.657,0.745,15,5,200,200,25,8,0.04000000000000001,0.053361000000000006,0.2,0.231,0.42771600000000004,0.389376,0.654,0.624,RF,RF,0.5925925925925926,0.4567901234567901,1600,1681,40,41,UFA,8500000,900000,8700000,545901,8700000,900000,360.6200999999999,1503.8884,18.99,38.78,2000000,3000000,20400000,2000000,96,74,0.0841,3.6864,-0.29,1.92,9,2,15.955576721460545,15.978833583624812,15.978833583624812
OAK,ARI,6.2,6.2,2013,3,2,1,112225,105625,335,325,4489,5625,67,75,3,4,29,28,NYM,Oakland Athletics,Arizona Diamondbacks,144,196,12,14,11236,10201,106,101,162,162,Chris Young,0.43164900000000006,0.555025,0.657,0.745,15,1,200,200,25,5,0.04000000000000001,0.053361000000000006,0.2,0.231,0.42771600000000004,0.389376,0.654,0.624,RF,RF,0.5925925925925926,0.5,1600,1681,40,41,UFA,8500000,7000000,8700000,7200000,8700000,7200000,360.6200999999999,1503.8884,18.99,38.78,2000000,3000000,17750000,2000000,96,81,0.0841,3.6864,-0.29,1.92,9,1,15.955576721460545,15.978833583624812,15.978833583624812
PIT,PIT,6.1,6.1,2012,3,2,2,92416,207025,304,455,4096,10816,64,104,8,3,34,33,HOU,Pittsburgh Pirates,Pittsburgh Pirates,25,64,5,8,11664,20736,108,144,162,162,Clint Barmes,0.3113640000000001,0.351649,0.558,0.593,9,9,190,190,15,14,0.044521,0.052441,0.211,0.229,0.44488900000000003,0.790321,0.667,0.889,SS,SS,0.5802469135802469,0.4876543209876543,529,2025,23,45,UFA,5500000,5000000,5500000,5000000,5500000,5000000,13.6161,17.305600000000002,3.69,4.16,10500000,28875000,14500000,5250000,94,79,0.0484,1.4161,0.22,1.19,5,5,15.520258650202699,15.520258650202699,15.520258650202699
WSH,LAA,6.5,6.5,2013,3,2,1,2209,16,47,4,64,0,8,0,11,4,32,31,LAA,Washington Nationals,Los Angeles Angels,0,0,0,0,961,961,31,31,162,162,Dan Haren,0.191844,0.0,0.438,0.0,1,1,215,215,2,10,0.028900000000000006,0.0,0.17,0.0,0.036481,0.036481,0.191,0.191,SP,SP,0.5308641975308642,0.5493827160493827,4,0,2,0,UFA,13000000,12750000,13000000,12750000,13000000,12750000,136.1889,181.9801,11.67,13.49,13000000,67000000,321150000,13000000,86,89,0.0025000000000000005,0.016900000000000002,0.05,-0.13,0,1,16.38045991542581,16.38045991542581,16.38045991542581
BAL,CHW,0.0,0.0,2013,3,2,1,25,484,5,22,0,64,0,8,4,1,33,32,CHW,Baltimore Orioles,Chicago White Sox,0,9,0,3,9,196,3,14,162,162,Dan Johnson,0.0,1.868689,0.0,1.367,7,6,0,0,12,9,0.0,0.132496,0.0,0.364,0.000361,0.007395999999999999,0.019,0.086,1B,1B,0.5246913580246914,0.5246913580246914,0,36,0,6,UFA,490000,900000,48196,162295,490000,900000,0.0,0.0,0.0,0.0,0,2000000,900000,0,85,85,,,,,3,3,13.102160670086809,10.783031309043167,13.102160670086809
BOS,BOS,6.3,6.3,2013,3,2,2,268324,104976,518,324,25600,10609,160,103,10,3,37,36,BOS,Boston Red Sox,Boston Red Sox,900,529,30,23,18769,8100,137,90,162,162,David Ortiz,0.919681,1.052676,0.959,1.026,13,12,230,230,21,20,0.095481,0.101124,0.309,0.318,0.7157159999999999,0.3091360000000001,0.846,0.556,DH,DH,0.5987654320987654,0.4259259259259259,10609,3600,103,60,UFA,14000000,14575000,14550000,14575000,14550000,14575000,8438.2596,0.0,91.86,0.0,29000000,130700000,6000000,14500000,97,69,19.0969,10.0489,4.37,3.17,8,7,16.454567887579532,16.493101551581777,16.493101551581777
BOS,ATL,6.2,6.2,2013,3,2,2,10404,30976,102,176,484,2025,22,45,10,1,36,35,ATL,Boston Red Sox,Atlanta Braves,16,81,4,9,1296,3844,36,62,162,162,David Ross,0.4637610000000001,0.5929,0.681,0.77,13,18,230,230,21,22,0.046655999999999996,0.065536,0.216,0.256,0.049284,0.146689,0.222,0.383,C,C,0.5987654320987654,0.5802469135802469,100,529,10,23,UFA,3100000,1625000,3100000,1725000,3100000,1725000,0.0,0.0,0.0,0.0,6200000,130700000,1000000,3100000,97,94,0.5776,1.0404,0.76,1.02,8,3,14.946912669455374,14.946912669455374,14.946912669455374
TB,DET,6.3,6.3,2013,3,2,1,111556,329476,334,574,7569,23409,87,153,10,3,27,26,DET,Tampa Bay Rays,Detroit Tigers,121,324,11,18,10609,22801,103,151,162,162,Delmon Young,0.5112249999999999,0.49984899999999993,0.715,0.707,1,11,205,205,4,14,0.068121,0.071289,0.261,0.267,0.404496,0.8686240000000001,0.636,0.932,LF,LF,0.5617283950617284,0.5432098765432098,1444,5476,38,74,UFA,490000,6750000,80327,6750000,490000,6750000,416.15999999999997,73.1025,20.4,8.55,750000,19090000,221000000,750000,91,88,1.0609,0.81,-1.03,-0.9,0,4,13.102160670086809,11.293861082522517,13.102160670086809
CHC,CIN,5.9,5.9,2013,3,2,1,57600,4761,240,69,5184,400,72,20,10,4,29,28,CIN,Chicago Cubs,Cincinnati Reds,169,4,13,2,7921,576,89,24,162,162,Dioner Navarro,0.7327359999999999,0.570025,0.856,0.755,17,10,215,215,16,14,0.09,0.0841,0.3,0.29,0.30140100000000003,0.021903999999999996,0.549,0.148,C,C,0.4074074074074074,0.5987654320987654,1156,144,34,12,UFA,1750000,800000,1750000,800000,1750000,800000,0.0,0.0,0.0,0.0,1750000,73850000,5100000,1750000,66,97,3.7636,0.0625,1.94,0.25,2,5,14.375126345899696,14.375126345899696,14.375126345899696
DET,DET,6.4,6.4,2013,3,2,1,46656,12769,216,113,2304,441,48,21,4,3,33,32,DET,Detroit Tigers,Detroit Tigers,36,1,6,1,12544,5625,112,75,162,162,Don Kelly,0.42510400000000004,0.273529,0.652,0.523,11,11,217,217,15,14,0.049284,0.034596,0.222,0.186,0.47748099999999993,0.21436900000000003,0.691,0.463,CF,CF,0.5740740740740741,0.5432098765432098,529,49,23,7,UFA,900000,900000,900000,900000,900000,900000,98.2081,0.0,9.91,0.0,900000,107775000,221000000,900000,93,88,0.4489000000000001,0.6889,-0.67,-0.83,4,4,13.710150042306449,13.710150042306449,13.710150042306449
CHC,WSH,0.0,0.0,2013,3,2,4,2704,3249,52,57,16,169,4,13,10,6,29,28,WSH,Chicago Cubs,Washington Nationals,1,0,1,0,961,1156,31,34,162,162,Edwin Jackson,0.07022500000000001,0.245025,0.265,0.495,17,1,210,210,16,2,0.005929,0.051984,0.077,0.228,0.036481,0.04409999999999999,0.191,0.21,SP,SP,0.4074074074074074,0.6049382716049383,16,0,4,0,UFA,11000000,11000000,13000000,11000000,13000000,11000000,110.67039999999999,1241.8576,10.52,35.24,52000000,73850000,18650000,13000000,66,98,1.8225000000000002,4.536899999999999,-1.35,2.13,2,0,16.213405830762646,16.38045991542581,16.38045991542581
ARI,NYY,0.0,0.0,2013,3,2,1,51984,77284,228,278,4096,6084,64,78,7,9,35,34,NYY,Arizona Diamondbacks,New York Yankees,81,256,9,16,6400,12769,80,113,162,162,Eric Chavez,0.6561000000000001,0.7140249999999999,0.81,0.845,1,40,208,208,5,50,0.07896100000000002,0.07896100000000002,0.281,0.281,0.244036,0.4872039999999999,0.494,0.698,3B,3B,0.5,0.5864197530864198,1936,1369,44,37,UFA,3000000,900000,3000000,1800000,3000000,1800000,0.0,1369.0,0.0,37.0,3000000,54650000,9100000,3000000,81,95,,,,,1,27,14.914122846632385,14.914122846632385,14.914122846632385
HOU,PIT,0.0,0.0,2013,3,2,1,9,1369,3,37,0,16,0,4,5,3,34,33,PIT,Houston Astros,Pittsburgh Pirates,0,0,0,0,1024,576,32,24,162,162,Erik Bedard,0.0,0.071289,0.0,0.267,1,9,0,0,9,14,0.0,0.011663999999999999,0.0,0.108,0.039204,0.021903999999999996,0.198,0.148,SP,SP,0.3148148148148148,0.4876543209876543,0,0,0,0,UFA,1150000,4500000,1150000,4500000,1150000,4500000,278.5561,285.9481,16.69,16.91,1150000,5900000,14500000,1150000,51,79,0.9216,0.16809999999999997,0.96,-0.41,0,5,13.955272500339433,13.955272500339433,13.955272500339433
TEX,CHC,6.1,6.1,2013,3,2,1,26569,104976,163,324,1600,4096,40,64,12,3,30,29,TEX,Texas Rangers,Chicago Cubs,81,121,9,11,2916,9801,54,99,162,162,Geovany Soto,0.6304360000000001,0.37576899999999996,0.794,0.613,2,17,220,220,6,16,0.060024999999999995,0.039204,0.245,0.198,0.109561,0.37332099999999996,0.331,0.611,C,C,0.5617283950617284,0.3765432098765432,484,1521,22,39,UFA,2750000,4300000,2750000,4300000,2750000,4300000,0.0,81.1801,0.0,9.01,2750000,33750000,14150000,2750000,91,61,2.0736,0.016900000000000002,1.44,0.13,0,2,14.827111469642754,14.827111469642754,14.827111469642754
ATL,DET,6.2,6.2,2013,3,2,2,14641,30276,121,174,1156,2401,34,49,3,3,33,32,DET,Atlanta Braves,Detroit Tigers,1,4,1,2,2209,3969,47,63,162,162,Gerald Laird,0.546121,0.5041,0.739,0.71,18,11,218,218,23,14,0.07896100000000002,0.07952399999999998,0.281,0.282,0.0841,0.151321,0.29,0.389,C,C,0.5925925925925926,0.5432098765432098,169,121,13,11,UFA,1500000,1000000,1500000,1000000,1500000,1000000,0.0,0.0,0.0,0.0,3000000,77250000,221000000,1500000,96,88,,,,,3,4,14.22097566607244,14.22097566607244,14.22097566607244
MIA,MIA,0.0,0.0,2012,3,2,2,56169,101761,237,319,2916,8281,54,91,12,6,34,33,MIA,Miami Marlins,Miami Marlins,4,25,2,5,12996,14400,114,120,162,162,Greg Dobbs,0.36360899999999996,0.4872039999999999,0.603,0.698,2,2,0,0,2,2,0.051984,0.08122499999999999,0.228,0.285,0.49561599999999995,0.549081,0.704,0.741,1B,1B,0.382716049382716,0.4259259259259259,484,1521,22,39,UFA,1600000,1400000,1600000,1400000,1600000,1400000,29.920899999999996,20.884900000000002,5.47,4.57,3000000,7675000,203300000,1500000,62,69,0.1296,4.040099999999999,-0.36,-2.01,2,2,14.28551418721001,14.28551418721001,14.28551418721001
NYY,NYY,0.0,0.0,2013,3,2,1,36,4,6,2,0,0,0,0,8,9,38,37,NYY,New York Yankees,New York Yankees,0,0,0,0,1024,1089,32,33,162,162,Hiroki Kuroda,0.0,0.0,0.0,0.0,40,40,0,0,50,50,0.0,0.0,0.0,0.0,0.039204,0.04161599999999999,0.198,0.204,SP,SP,0.5246913580246914,0.5864197530864198,0,0,0,0,UFA,15000000,10000000,15000000,10000000,15000000,10000000,2756.25,6699.422499999999,52.5,81.85,15000000,64000000,9100000,15000000,85,95,15.6816,27.878400000000003,3.96,5.28,27,27,16.523560759066484,16.523560759066484,16.523560759066484
NYY,NYY,6.0,6.0,2013,3,2,2,270400,395641,520,629,18496,31684,136,178,8,9,39,38,NYY,New York Yankees,New York Yankees,49,81,7,9,22500,26244,150,162,162,162,Ichiro Suzuki,0.408321,0.48441599999999996,0.639,0.696,40,40,175,175,50,50,0.06864400000000001,0.08008899999999998,0.262,0.283,0.8574760000000001,1.0,0.926,1.0,RF,RF,0.5246913580246914,0.5864197530864198,1225,3025,35,55,UFA,6500000,17000000,6500000,6781420,6500000,18000000,305.20089999999993,17.64,17.47,4.2,13000000,64000000,9100000,6500000,85,95,2.7224999999999997,0.0576,1.65,0.24,27,27,15.687312734865866,15.687312734865866,15.687312734865866
TB,LAD,6.3,6.3,2013,3,2,1,301401,188356,549,434,26896,11664,164,108,10,9,29,28,BOS,Tampa Bay Rays,Los Angeles Dodgers,169,36,13,6,24964,20736,158,144,162,162,James Loney,0.605284,0.39690000000000003,0.778,0.63,1,25,235,235,4,26,0.089401,0.062001,0.299,0.249,0.9389609999999999,0.790321,0.969,0.889,1B,1B,0.5617283950617284,0.5308641975308642,5625,1681,75,41,UFA,2000000,6375000,2000000,6375000,2000000,6375000,3396.5584000000003,5.3361,58.28,2.31,2000000,19090000,44651311,2000000,91,86,6.708099999999999,0.0625,2.59,-0.25,0,6,14.508657738524219,14.508657738524219,14.508657738524219
SD,MIN,6.1,6.1,2013,3,2,1,1764,1024,42,32,25,81,5,9,3,4,34,33,SD,San Diego Padres,Minnesota Twins,0,0,0,0,441,576,21,24,162,162,Jason Marquis,0.06864400000000001,0.45968400000000004,0.262,0.678,2,6,210,210,5,14,0.014160999999999998,0.07896100000000002,0.119,0.281,0.016900000000000002,0.021903999999999996,0.13,0.148,SP,SP,0.4691358024691358,0.4074074074074074,4,1,2,1,UFA,3000000,3000000,3000000,3000000,3000000,3000000,141.37210000000002,109.20249999999999,11.89,10.45,3000000,3550000,32750000,3000000,76,66,0.0225,1.1664,-0.15,-1.08,0,3,14.914122846632385,14.914122846632385,14.914122846632385
TEX,CHC,6.2,6.2,2013,3,2,1,23716,35344,154,188,1849,2025,43,45,12,3,32,31,ATL,Texas Rangers,Chicago Cubs,121,16,11,4,5476,6889,74,83,162,162,Jeff Baker,0.819025,0.43033600000000005,0.905,0.656,2,17,205,205,6,16,0.07784100000000002,0.057121,0.279,0.239,0.20611600000000002,0.262144,0.454,0.512,1B,1B,0.5617283950617284,0.3765432098765432,441,625,21,25,UFA,1750000,1375000,1750000,1375000,1750000,1375000,0.0,0.0,0.0,0.0,1750000,33750000,14150000,1750000,91,61,,,,,0,2,14.375126345899696,14.375126345899696,14.375126345899696
COL,COL,6.5,6.5,2013,3,2,1,196,961,14,31,1,4,1,2,7,4,32,31,COL,Colorado Rockies,Colorado Rockies,0,0,0,0,529,576,23,24,162,162,Jeff Francis,0.13322499999999998,0.034596,0.365,0.186,1,1,200,200,3,3,0.0050409999999999995,0.0042250000000000005,0.071,0.065,0.020163999999999998,0.021903999999999996,0.142,0.148,SP,SP,0.4567901234567901,0.3950617283950617,1,0,1,0,UFA,1500000,480000,1500000,306885,1500000,480000,22.8484,2270.5225,4.78,47.65,1500000,5800000,39900000,1500000,74,64,0.48999999999999994,2.4025000000000003,-0.7,1.55,0,0,14.22097566607244,14.22097566607244,14.22097566607244
KC,COL,6.1,6.1,2013,3,2,3,16,625,4,25,1,4,1,2,5,4,34,33,KC,Kansas City Royals,Colorado Rockies,0,0,0,0,1089,1444,33,38,162,162,Jeremy Guthrie,0.25,0.038025,0.5,0.195,2,1,205,205,7,3,0.0625,0.0064,0.25,0.08,0.04161599999999999,0.055224999999999996,0.204,0.235,SP,SP,0.5308641975308642,0.3950617283950617,0,1,0,1,UFA,5000000,8200000,5000000,8200000,5000000,8200000,943.1041,49.4209,30.71,7.03,25000000,26100000,39900000,8333333,86,64,1.4884,0.1521,1.22,-0.39,1,0,15.424948470398375,15.424948470398375,15.424948470398375
