Acronimo,Altura,Anio,Anio_de_agente_libre,Anios_de_contrato,Antiguedad,At-bats,At-bats_2,Bateos,Bateos_2,Bateos_promedio,Bateos_promedio_2,Bono_por_firma,Cantidad de equipos,Cantidad_agentes_libres,Dobles,Dobles_2,Edad,Edad_al_firmar,Equipo,Equipo_anterior,Estado,Ganancias,Home-runs,Home-runs_2,Juegos,Juegos totales,Juegos_iniciados,Juegos_iniciados_2,Jugador,Pago_efectivo,Pennants won,Peso,Playoffs,Porcentaje_On-base-plus-slugging,Porcentaje_On-base-plus-slugging_2,Porcentaje_juegos,Porcentaje_juegos_iniciados,Porcentaje_juegos_iniciados_2,Porcentaje_on-base,Porcentaje_on-base_2,Porcentaje_slugging,Porcentaje_slugging_2,Posicion,Promedio_victorias,Runs-batted-in,Runs-batted-in_2,Status_agente_libre,Sueldo_ajustado,Sueldo_base,Sueldo_porcentual,Sueldo_regular,TVS,TVS_2,Triples,Triples_2,Valor_contrato,Valor_contrato_promedio,Valor_contrato_total,Valor_del_contrato,Valor_promedio_contrato,Victorias,WAR,WAR_2,WS ganadas,ln_Sueldo_ajustado,ln_Sueldo_base,ln_Sueldo_regular
CHC,6.2,2018,2019,1,0,4,16,0,0,0.0,0.0,0,2,7,0,0,31,31,Chicago Cubs,NYY,Illinois,59316110,0,0,33,163,14,196,Jaime Garcia,79110,17,215.0,20,0.0,0.0,0.203,0.086,0.007395999999999999,0.0,0.0,0.0,0.0,RP,0.5828220858895705,0,0,UFA,79110,545000,0.0,545000,0.0,0.0,0,0,10000000,545000,215545000,545000,10000000,95,1.6643327556325829,2.770003521471547,3,11.278594568015443,13.208541073645382,13.208541073645382
COL,5.858590733590735,2018,2021,2,1,299,89401,67,4489,0.224,0.050176000000000005,150000,1,5,13,169,35,34,Colorado Rockies,ARI,Colorado,35274000,11,121,110,163,84,7056,Chris Iannetta,3750000,1,230.0,5,0.73,0.5328999999999999,0.675,0.515,0.265225,0.345,0.11902499999999998,0.385,0.148225,C,0.558282208588957,36,1296,UFA,3600000,3450000,0.025,3600000,23.43,548.9649,1,1,8500000,4250000,122500000,8500000,4250000,91,1.6643327556325829,2.770003521471547,0,15.096444403426338,15.053884789007542,15.096444403426338
COL,5.858590733590735,2018,2019,1,0,463,214369,128,16384,0.277,0.07672900000000002,0,1,5,32,1024,32,32,Colorado Rockies,COL,Colorado,86817571,16,256,133,163,114,12996,Carlos Gonzalez,8000000,1,220.0,5,0.796,0.6336160000000001,0.816,0.699,0.48860099999999995,0.329,0.108241,0.467,0.21808900000000003,RF,0.558282208588957,64,4096,UFA,8000000,5000000,0.056,8000000,38.12,1453.1344,4,16,8000000,8000000,122500000,8000000,8000000,91,0.77,0.5929,0,15.89495209964411,15.424948470398375,15.89495209964411
BOS,5.858590733590735,2018,2020,2,1,480,230400,127,16129,0.265,0.07022500000000001,0,1,3,23,529,31,30,Boston Red Sox,BOS,Massachusetts,13033506,10,100,127,162,121,14641,Eduardo Nunez,4000000,14,195.0,24,0.677,0.45832900000000004,0.784,0.747,0.558009,0.289,0.08352099999999998,0.388,0.150544,2B,0.6666666666666666,44,1936,UFA,4000000,4000000,0.018,4000000,13.98,195.4404,3,9,8000000,4000000,131000000,8000000,4000000,108,1.6643327556325829,2.770003521471547,9,15.201804919084164,15.201804919084164,15.201804919084164
ARI,5.9,2018,2020,2,0,206,42436,39,1521,0.189,0.035721,250000,1,2,4,16,33,33,Arizona Diamondbacks,SEA,Arizona,11688625,2,4,67,162,56,3136,Jarrod Dyson,4000000,1,165.0,6,0.539,0.29052100000000003,0.414,0.346,0.11971599999999999,0.282,0.07952399999999998,0.257,0.066049,RF,0.5061728395061729,12,144,UFA,3750000,3500000,0.026,3750000,0.0,0.0,2,4,7500000,3750000,15750000,7500000,3750000,82,0.12,0.0144,1,15.137266397946593,15.068273526459642,15.137266397946593
WSH,5.858590733590735,2018,2020,2,0,152,23104,46,2116,0.303,0.091809,0,1,5,14,196,34,34,Washington Nationals,WSH,Washington DC,63320000,4,16,40,162,37,1369,Howie Kendrick,3000000,1,220.0,5,0.805,0.6480250000000001,0.247,0.228,0.051984,0.331,0.109561,0.474,0.224676,LF,0.5061728395061729,12,144,UFA,3000000,3000000,0.017,3000000,0.0,0.0,0,0,7000000,3500000,23300000,7000000,3500000,82,0.31,0.0961,0,14.914122846632385,14.914122846632385,14.914122846632385
CHC,6.0,2018,2020,2,1,1,1,0,0,0.0,0.0,0,2,7,0,0,35,34,Chicago Cubs,CHC,Illinois,13802500,0,0,49,163,0,0,Brian Duensing,3500000,17,200.0,20,0.5,0.25,0.301,0.0,0.0,0.5,0.25,0.0,0.0,RP,0.5828220858895705,0,0,UFA,3500000,3500000,0.018,3500000,0.7,0.48999999999999994,0,0,7000000,3500000,215545000,7000000,3500000,95,1.6643327556325829,2.770003521471547,3,15.068273526459642,15.068273526459642,15.068273526459642
MIN,6.3,2018,2020,1,0,318,101124,59,3481,0.186,0.034596,0,1,6,13,169,30,30,Minnesota Twins,TB,Minnesota,18648494,15,225,95,162,82,6724,Logan Morrison,5500000,6,245.0,15,0.644,0.41473600000000005,0.586,0.506,0.256036,0.276,0.07617600000000001,0.368,0.135424,DH,0.4814814814814814,39,1521,UFA,5500000,5500000,0.048,5500000,0.0,0.0,0,0,6500000,6500000,52250000,6500000,6500000,78,1.6643327556325829,2.770003521471547,3,15.520258650202699,15.520258650202699,15.520258650202699
OAK,6.0,2018,2019,1,1,415,172225,100,10000,0.241,0.058080999999999994,0,5,3,21,441,32,31,Oakland Athletics,COL,California,25714000,4,16,126,162,119,14161,Jonathan Lucroy,6500000,15,200.0,27,0.617,0.380689,0.778,0.735,0.540225,0.291,0.08468099999999999,0.325,0.10562500000000001,C,0.5987654320987654,51,2601,UFA,6500000,6500000,0.081,6500000,5.94,35.28360000000001,1,1,6500000,6500000,18000000,6500000,6500000,97,1.6643327556325829,2.770003521471547,9,15.687312734865866,15.687312734865866,15.687312734865866
MIL,6.0,2018,2020,1,0,573,328329,144,20736,0.251,0.063001,0,1,5,33,1089,29,29,Milwaukee Brewers,KC,Wisconsin,30511864,28,784,153,163,147,21609,Mike Moustakas,4122050,1,225.0,5,0.774,0.599076,0.939,0.902,0.813604,0.315,0.09922500000000001,0.459,0.210681,3B,0.588957055214724,95,9025,UFA,1922050,5500000,0.018,7700000,56.33,3173.0688999999998,1,1,6500000,6500000,103750000,6500000,6500000,96,1.51,2.2801,0,14.46890288274216,15.520258650202699,15.856730886823913
CIN,5.858590733590735,2018,2020,2,1,1,1,0,0,0.0,0.0,0,2,3,0,0,33,32,Cincinnati Reds,ARI,Ohio,14925000,0,0,57,162,0,0,David Hernandez,2800000,10,245.0,15,0.0,0.0,0.352,0.0,0.0,0.0,0.0,0.0,0.0,RP,0.4135802469135802,0,0,UFA,2800000,2500000,0.028,2800000,75.49,5698.740099999999,0,0,5000000,2500000,10250000,5000000,2500000,67,1.85,3.4225000000000003,5,14.845129975145433,14.73180128983843,14.845129975145433
MIL,6.1,2018,2019,1,1,343,117649,83,6889,0.242,0.058564,0,1,5,22,484,37,36,Milwaukee Brewers,LAD,Wisconsin,105738342,13,169,123,163,87,7569,Curtis Granderson,833342,1,200.0,5,0.782,0.6115240000000001,0.755,0.534,0.285156,0.351,0.12320099999999999,0.431,0.18576099999999998,RF,0.588957055214724,38,1444,UFA,833342,5000000,0.008,5000000,39.12,1530.3743999999997,2,4,5000000,5000000,103750000,5000000,5000000,96,0.68,0.4624000000000001,0,13.63319940111624,15.424948470398375,15.424948470398375
STL,6.3,2018,2019,1,0,306,93636,73,5329,0.239,0.057121,0,2,3,10,100,29,29,St. Louis Cardinals,ATL,Missouri,11229427,21,441,121,162,71,5041,Matt Adams,881705,23,245.0,28,0.786,0.617796,0.747,0.438,0.191844,0.309,0.095481,0.477,0.22752899999999998,1B,0.5432098765432098,57,3249,UFA,881705,4000000,0.005,4000000,35.31,1246.7961000000003,0,0,4000000,4000000,28000000,4000000,4000000,88,1.37,1.8769000000000002,11,13.689612811922144,15.201804919084164,15.201804919084164
DET,6.3,2018,2019,1,0,1,1,0,0,0.0,0.0,0,1,3,0,0,34,34,Detroit Tigers,HOU,Michigan,63293000,0,0,27,162,26,676,Francisco Liriano,4000000,11,218.0,16,0.0,0.0,0.167,0.161,0.025921000000000003,0.0,0.0,0.0,0.0,SP,0.3950617283950617,0,0,UFA,4000000,4000000,0.031,4000000,22.68,514.3824,0,0,4000000,4000000,11750000,4000000,4000000,64,0.3,0.09,4,15.201804919084164,15.201804919084164,15.201804919084164
NYY,5.858590733590735,2018,2019,1,0,347,120409,76,5776,0.219,0.047961,0,2,2,12,144,32,32,New York Yankees,MIL,New York,52087000,11,121,113,162,95,9025,Neil Walker,4000000,40,210.0,54,0.664,0.44089600000000007,0.698,0.586,0.343396,0.309,0.095481,0.354,0.12531599999999998,2B,0.6172839506172839,46,2116,UFA,4000000,4000000,0.022,4000000,18.33,335.98889999999994,1,1,4000000,4000000,14000000,4000000,4000000,100,1.6643327556325829,2.770003521471547,27,15.201804919084164,15.201804919084164,15.201804919084164
TB,6.3,2018,2019,1,0,360,129600,75,5625,0.208,0.043264,0,2,2,15,225,32,32,Tampa Bay Rays,TEX,Florida,50210920,9,81,118,162,97,9409,Carlos Gomez,4400000,1,220.0,4,0.634,0.40195600000000004,0.728,0.599,0.358801,0.298,0.088804,0.336,0.11289600000000001,RF,0.5555555555555556,32,1024,UFA,4400000,4000000,0.064,4400000,20.15,406.0224999999999,2,4,4000000,4000000,6500000,4000000,4000000,90,0.73,0.5328999999999999,0,15.29711509888849,15.201804919084164,15.29711509888849
ATL,6.4,2018,2019,1,1,328,107584,79,6241,0.241,0.058080999999999994,0,1,4,14,196,32,31,Atlanta Braves,TB,Georgia,25060911,14,196,108,162,85,7225,Lucas Duda,601075,18,255.0,24,0.731,0.534361,0.667,0.525,0.275625,0.313,0.097969,0.418,0.174724,1B,0.5555555555555556,50,2500,UFA,301075,3500000,0.002,3800000,28.73,825.4129,1,1,3500000,3500000,2900000,3500000,3500000,90,0.49,0.24009999999999998,3,12.61511468212868,15.068273526459642,15.150511624696614
SEA,6.3,2018,2019,1,1,342,116964,85,7225,0.249,0.062001,0,1,3,14,196,31,30,Seattle Mariners,HOU,Washington,40616035,4,16,129,162,82,6724,Cameron Maybin,1083326,0,215.0,4,0.662,0.438244,0.796,0.506,0.256036,0.326,0.10627600000000001,0.336,0.11289600000000001,CF,0.5493827160493827,28,784,UFA,1083326,3250000,0.007,3250000,19.65,386.12249999999995,2,4,3250000,3250000,17750000,3250000,3250000,89,0.73,0.5328999999999999,0,13.89554649638413,14.994165554305921,14.994165554305921
SF,6.0,2018,2019,1,0,282,79524,68,4624,0.241,0.058080999999999994,0,5,2,13,169,34,34,San Francisco Giants,SF,California,20144749,10,100,96,162,71,5041,Nick Hundley,2500000,23,203.0,26,0.706,0.49843599999999993,0.593,0.438,0.191844,0.298,0.088804,0.408,0.16646399999999997,C,0.4506172839506173,31,961,UFA,2500000,2500000,0.012,2500000,0.0,0.0,2,4,2500000,2500000,11500000,2500000,2500000,73,0.26,0.06760000000000001,8,14.73180128983843,14.73180128983843,14.73180128983843
KC,6.1,2018,2019,1,0,485,235225,112,12544,0.231,0.053361000000000006,0,2,6,22,484,31,31,Kansas City Royals,KC,Missouri,26891500,4,16,140,162,139,19321,Alcides Escobar,3775000,4,185.0,9,0.593,0.351649,0.864,0.858,0.7361639999999999,0.279,0.07784100000000002,0.313,0.097969,SS,0.4938271604938271,34,1156,UFA,3775000,2500000,0.029,3775000,8.9,79.21000000000001,3,9,2500000,2500000,16775000,2500000,2500000,80,1.6643327556325829,2.770003521471547,2,15.143910940665263,14.73180128983843,15.143910940665263
ATL,6.0,2018,2019,1,1,41,1681,1,1,0.024,0.000576,0,1,4,0,0,34,33,Atlanta Braves,DET,Georgia,95390927,0,0,25,162,24,576,Anibal Sanchez,1000000,18,205.0,24,0.072,0.005183999999999999,0.154,0.148,0.021903999999999996,0.048,0.002304,0.024,0.000576,SP,0.5555555555555556,0,0,UFA,1000000,1000000,0.008,1000000,84.95,7216.5025000000005,0,0,2500000,1000000,2900000,1000000,2500000,90,3.27,10.6929,3,13.815510557964274,13.815510557964274,13.815510557964274
LAD,6.1,2018,2020,2,0,164,26896,35,1225,0.213,0.045369,0,5,2,10,100,39,39,Los Angeles Dodgers,LAD,California,131658257,1,1,87,163,35,1225,Chase Utley,1000000,25,195.0,32,0.61,0.3721,0.534,0.215,0.046224999999999995,0.305,0.093025,0.305,0.093025,2B,0.5644171779141104,14,196,UFA,1000000,1000000,0.005,1000000,0.0,0.0,1,1,2000000,1000000,4000000,2000000,1000000,92,1.6643327556325829,2.770003521471547,6,13.815510557964274,13.815510557964274,13.815510557964274
LAA,6.2,2018,2019,1,0,113,12769,19,361,0.168,0.028224000000000003,0,5,3,2,4,34,34,Los Angeles Angels,BOS,California,53109770,6,36,59,162,33,1089,Chris Young,2000000,1,200.0,10,0.615,0.378225,0.364,0.204,0.04161599999999999,0.252,0.063504,0.363,0.131769,RF,0.4938271604938271,13,169,UFA,2000000,2000000,0.012,2000000,0.0,0.0,1,1,2000000,2000000,42800000,2000000,2000000,80,1.6643327556325829,2.770003521471547,1,14.508657738524219,14.508657738524219,14.508657738524219
NYM,5.858590733590735,2018,2019,1,1,228,51984,43,1849,0.189,0.035721,0,2,8,12,144,35,34,New York Mets,NYM,New York,137866423,4,16,110,162,48,2304,Jose Reyes,2000000,5,195.0,9,0.58,0.3364,0.679,0.296,0.08761599999999999,0.26,0.06760000000000001,0.32,0.1024,3B,0.4753086419753086,16,256,UFA,2000000,2000000,0.013,2000000,4.53,20.5209,3,9,2000000,2000000,89635000,2000000,2000000,77,1.6643327556325829,2.770003521471547,2,14.508657738524219,14.508657738524219,14.508657738524219
ARI,6.3,2018,2019,1,0,31,961,2,4,0.065,0.0042250000000000005,0,1,2,1,1,33,33,Arizona Diamondbacks,PHI,Arizona,60029511,0,0,17,162,17,289,Clay Buchholz,1080645,1,190.0,6,0.191,0.036481,0.105,0.105,0.011024999999999998,0.094,0.008836,0.097,0.009409,SP,0.5061728395061729,1,1,UFA,1080645,1500000,0.008,1500000,93.12,8671.334400000002,0,0,1500000,1500000,15750000,1500000,1500000,82,2.79,7.7841000000000005,1,13.893068643056406,14.22097566607244,14.22097566607244
CHC,6.2,2018,2019,1,0,1,1,0,0,0.0,0.0,0,2,7,0,0,34,34,Chicago Cubs,LAA,Illinois,16142094,0,0,63,163,0,0,Jesse Chavez,397824,17,175.0,20,0.0,0.0,0.387,0.0,0.0,0.0,0.0,0.0,0.0,RP,0.5828220858895705,0,0,UFA,397824,1000000,0.002,1500000,83.9,7039.210000000001,0,0,1500000,1500000,215545000,1500000,1500000,95,1.22,1.4884,3,12.893764975407155,13.815510557964274,14.22097566607244
MIL,6.5,2018,0,1,0,15,225,0,0,0.0,0.0,0,1,5,0,0,27,27,Milwaukee Brewers,SD,Wisconsin,12195929,0,0,37,163,9,81,Jordan Lyles,229824,1,230.0,5,0.167,0.027889000000000004,0.227,0.055,0.003025,0.167,0.027889000000000004,0.0,0.0,SP,0.588957055214724,1,1,UFA,229824,750000,0.002,750000,28.5,812.25,0,0,1000000,1000000,103750000,1000000,1000000,96,0.35,0.12249999999999998,0,12.345069077585755,13.527828485512494,13.527828485512494
TEX,6.2,2018,2019,1,1,1,1,0,0,0.0,0.0,0,2,4,0,0,32,31,Texas Rangers,MIL,Texas,72112785,0,0,21,162,18,324,Yovani Gallardo,1439785,2,205.0,8,0.0,0.0,0.13,0.111,0.012321,0.0,0.0,0.0,0.0,SP,0.4135802469135802,0,0,UFA,1139785,2000000,0.008,2300000,11.95,142.80249999999998,0,0,750000,2000000,35000000,2000000,750000,67,1.6643327556325829,2.770003521471547,0,13.946350206092896,14.508657738524219,14.648419680899378
ATL,6.3,2018,2019,1,0,161,25921,35,1225,0.217,0.047089,0,1,4,6,36,31,31,Atlanta Braves,PHI,Georgia,6567852,2,4,81,162,33,1089,Ryan Flaherty,750000,18,220.0,24,0.59,0.34809999999999997,0.5,0.204,0.04161599999999999,0.298,0.088804,0.292,0.08526399999999999,3B,0.5555555555555556,13,169,UFA,750000,750000,0.006,750000,0.0,0.0,0,0,750000,750000,2900000,750000,750000,90,1.6643327556325829,2.770003521471547,3,13.527828485512494,13.527828485512494,13.527828485512494
MIL,6.3,2018,2019,1,1,3,9,2,4,0.667,0.44488900000000003,0,1,5,1,1,31,30,Milwaukee Brewers,TB,Wisconsin,5928924,0,0,73,163,1,1,Dan Jennings,750000,1,210.0,5,1.667,2.778889,0.448,0.006,3.6e-05,0.667,0.44488900000000003,1.0,1.0,RP,0.588957055214724,0,0,UFA,750000,750000,0.007,750000,40.02,1601.6004000000003,0,0,750000,750000,103750000,750000,750000,96,0.24,0.0576,0,13.527828485512494,13.527828485512494,13.527828485512494
