Acronimo,Agente libre,Altura,Anio,Anio_de_agente_libre,Anio_inicio_de_contrato,Anios_de_contrato,At-bats,At-bats_2,Bateos,Bateos_2,Bono_por_firma,Cantidad de equipos,Cantidad_agentes_libres,Edad,Edad_al_firmar,Equipo,Estado,Ganancias,Home-runs,Home-runs_2,Juegos,Juegos totales,Juegos_2,Jugador,OPS,OPS_2,Pennants won,Peso,Playoffs,Porcentaje_bateo,Porcentaje_bateo_2,Porcetnaje_juegos,Porcetnaje_juegos_2,Posicion,Promedio_victorias,RBI,RBI_2,Sueldo_ajustado,Sueldo_base,Sueldo_regular,TVS,TVS_2,Valor_contrato_total,Valor_del_contrato,Victorias,WAR,WAR_2,WS ganadas,ln_Sueldo_ajustado,ln_Sueldo_base,ln_Sueldo_regular
PHI,No,6.1,2,0,2007,7,301,90601,77,5929,285714,2,7,33,28,Philadelphia Phillies,Pennsylvania,73278257,11,121,83,162,6889,Chase Utley,0.793,0.6288490000000001,7,195,14,0.256,0.065536,0.512,0.262144,2B,0.5,45,2025,15285714,15000000,15285714,0.0,0.0,57650000,85000000,81,3.14,9.8596,2,16.542429224679278,16.523560759066484,16.542429224679278
PHI,No,6.3,2,2013,2010,3,55,3025,4,16,2000000,2,7,31,29,Philadelphia Phillies,Pennsylvania,35598500,0,0,31,162,961,Joe Blanton,0.208,0.043264,7,252,14,0.073,0.0053289999999999995,0.191,0.036481,RP,0.5,1,1,10500000,8500000,10500000,0.0,0.0,57650000,24000000,81,0.11,0.0121,2,16.166885815127753,15.955576721460545,16.166885815127753
LAD,No,6.2,2,2015,2009,6,604,364816,155,24025,0,5,9,28,25,Los Angeles Dodgers,California,39788000,24,576,157,162,24649,Hanley Ramirez,0.759,0.5760810000000001,25,235,26,0.257,0.066049,0.969,0.9389609999999999,DH,0.5308641975308642,92,8464,5819672,15000000,15000000,31.31,980.3160999999999,44651311,70000000,86,0.72,0.5184,6,15.576754460731166,16.523560759066484,16.523560759066484
LAD,No,5.9,2,2013,2010,3,595,354025,152,23104,0,5,9,31,29,Los Angeles Dodgers,California,26495000,11,121,154,162,23716,Shane Victorino,0.704,0.49561599999999995,25,160,26,0.256,0.065536,0.951,0.9044009999999999,RF,0.5308641975308642,55,3025,3374316,9500000,9500000,37.37,1396.5168999999999,44651311,22000000,86,1.11,1.2321000000000002,6,15.031703195082436,16.06680235657077,16.06680235657077
STL,No,6.4,2,2017,2010,7,599,358801,177,31329,0,2,5,32,29,St. Louis Cardinals,Missouri,82508500,27,729,157,162,24649,Matt Holliday,0.877,0.769129,23,250,26,0.296,0.08761599999999999,0.969,0.9389609999999999,DH,0.5432098765432098,102,10404,17050000,17000000,17050000,66.63,4439.5569,40850000,120000000,88,4.04,16.3216,11,16.6516607616938,16.64872390202049,16.6516607616938
STL,No,6.7,2,2014,2008,4,66,4356,8,64,0,2,5,30,26,St. Louis Cardinals,Missouri,26853000,1,1,33,162,1089,Adam Wainwright,0.356,0.126736,23,230,26,0.121,0.014641,0.204,0.04161599999999999,SP,0.5432098765432098,4,16,9000000,9000000,9000000,74.69,5578.5961,40850000,15000000,88,0.92,0.8464,11,16.012735135300492,16.012735135300492,16.012735135300492
STL,No,6.2,2,2013,2009,4,64,4096,6,36,312500,2,5,33,30,St. Louis Cardinals,Missouri,57240000,0,0,34,162,1156,Kyle Lohse,0.229,0.052441,23,214,26,0.094,0.008836,0.21,0.04409999999999999,SP,0.5432098765432098,3,9,12187500,11875000,12187500,86.24,7437.337599999999,40850000,41000000,88,4.01,16.080099999999998,11,16.31592139428824,16.289945907884977,16.31592139428824
MIL,No,6.2,2,2016,2010,5,67,4489,11,121,250000,1,3,26,23,Milwaukee Brewers,Wisconsin,12423000,1,1,33,162,1089,Yovani Gallardo,0.418,0.174724,1,205,4,0.164,0.026896000000000003,0.204,0.04161599999999999,RP,0.5123456790123457,9,81,5750000,5500000,5750000,60.18,3621.6324,40250000,30100000,83,2.91,8.468100000000002,0,15.564710412773533,15.520258650202699,15.564710412773533
MIL,No,6.2,2,2013,2009,4,33,1089,7,49,0,1,3,28,25,Milwaukee Brewers,Wisconsin,43397172,1,1,37,162,1369,Zack Greinke,0.6,0.36,1,200,4,0.212,0.044944,0.228,0.051984,SP,0.5123456790123457,2,4,13500000,13500000,13500000,59.73,3567.6728999999996,40250000,38000000,83,1.47,2.1609,0,16.41820024340866,16.41820024340866,16.41820024340866
MIL,No,0.0,2,2013,2010,3,40,1600,6,36,0,1,3,35,33,Milwaukee Brewers,Wisconsin,72462104,0,0,31,162,961,Randy Wolf,0.296,0.08761599999999999,1,0,4,0.15,0.0225,0.191,0.036481,SP,0.5123456790123457,4,16,9500000,9500000,9500000,6.27,39.31289999999999,40250000,29750000,83,0.02,0.0004,0,16.06680235657077,16.06680235657077,16.06680235657077
MIN,No,6.0,2,2016,2010,5,516,266256,146,21316,0,1,4,28,25,Minnesota Twins,Minnesota,7275000,4,16,128,162,16384,Denard Span,0.738,0.544644,6,210,14,0.283,0.08008899999999998,0.79,0.6241000000000001,CF,0.4074074074074074,41,1681,3000000,3000000,3000000,73.93,5465.644900000001,32750000,16500000,66,4.92,24.2064,3,14.914122846632385,14.914122846632385,14.914122846632385
MIN,No,6.4,2,2014,2008,6,505,255025,135,18225,1000000,1,4,31,26,Minnesota Twins,Minnesota,71595000,19,361,134,162,17956,Justin Morneau,0.773,0.597529,6,220,14,0.267,0.071289,0.827,0.6839289999999999,1B,0.4074074074074074,77,5929,15000000,14000000,15000000,23.93,572.6449,32750000,80000000,66,1.22,1.4884,3,16.523560759066484,16.454567887579532,16.523560759066484
NYM,No,6.0,2,2014,2007,6,581,337561,178,31684,250000,2,7,29,24,New York Mets,New York,56006500,21,441,156,162,24336,David Wright,0.883,0.779689,5,205,8,0.306,0.093636,0.963,0.9273689999999999,3B,0.4567901234567901,93,8649,15300000,15000000,15300000,95.81,9179.5561,20400000,55000000,74,7.07,49.9849,2,16.543363386362664,16.523560759066484,16.543363386362664
NYM,No,6.0,2,2014,2008,6,35,1225,3,9,0,2,7,33,28,New York Mets,New York,148560000,0,0,21,162,441,Johan Santana,0.171,0.029241000000000003,5,155,8,0.086,0.007395999999999999,0.13,0.016900000000000002,SP,0.4567901234567901,0,0,24000000,24000000,24000000,1.26,1.5876000000000001,20400000,137500000,74,,,2,16.99356438831222,16.99356438831222,16.99356438831222
TEX,No,6.0,2,2014,2008,5,655,429025,168,28224,200000,2,4,30,25,Texas Rangers,Texas,22397708,19,361,157,162,24649,Ian Kinsler,0.749,0.561001,2,200,6,0.257,0.066049,0.969,0.9389609999999999,2B,0.5740740740740741,72,5184,7250000,7000000,7250000,66.9,4475.610000000001,19000000,22000000,93,2.37,5.6169,0,15.796512026830857,15.761420707019587,15.796512026830857
TEX,No,6.4,2,2013,2010,2,4,16,2,4,0,2,4,32,30,Texas Rangers,Texas,10279500,0,0,16,162,256,Colby Lewis,1.0,1.0,2,238,6,0.5,0.25,0.099,0.009801,SP,0.5740740740740741,2,4,3250000,3250000,3250000,0.0,0.0,19000000,5000000,93,1.93,3.7249,0,14.994165554305921,14.994165554305921,14.994165554305921
WSH,No,6.3,2,2014,2009,5,578,334084,163,26569,100000,1,6,27,24,Washington Nationals,Washington DC,35717000,25,625,145,162,21025,Ryan Zimmerman,0.824,0.6789759999999999,1,215,2,0.282,0.07952399999999998,0.895,0.801025,1B,0.6049382716049383,95,9025,12275000,12000000,12275000,74.91,5611.508099999999,18650000,45000000,98,3.9,15.209999999999999,0,16.323075231644857,16.300417207752275,16.323075231644857
WSH,No,6.5,2,0,2009,4,47,2209,13,169,1875000,1,6,23,20,Washington Nationals,Washington DC,15400000,1,1,28,162,784,Stephen Strasburg,0.759,0.5760810000000001,1,235,2,0.277,0.07672900000000002,0.173,0.029928999999999997,SP,0.6049382716049383,7,49,4875000,3000000,4875000,87.6,7673.759999999999,18650000,15100000,98,3.09,9.5481,0,15.399630662414085,14.914122846632385,15.399630662414085
ARI,No,6.1,2,2016,2010,6,554,306916,155,24025,208333,1,4,24,22,Arizona Diamondbacks,Arizona,20035000,17,289,150,162,22500,Justin Upton,0.785,0.616225,1,215,5,0.28,0.07840000000000001,0.926,0.8574760000000001,LF,0.5,67,4489,6958333,6750000,6958333,58.51,3423.4201,17750000,51500000,81,2.39,5.7121,1,15.75545049212889,15.725053062848712,15.75545049212889
ARI,Si,6.2,2,2014,2009,5,325,105625,75,5625,200000,1,4,28,25,Arizona Diamondbacks,Arizona,18586000,14,196,101,162,10201,Chris Young,0.745,0.555025,1,200,5,0.231,0.053361000000000006,0.624,0.389376,RF,0.5,41,1681,7200000,7000000,7200000,38.78,1503.8884,17750000,28000000,81,1.92,3.6864,1,15.789591583986283,15.761420707019587,15.789591583986283
TB,No,6.3,2,2016,2010,4,560,313600,151,22801,140475,2,4,31,28,Tampa Bay Rays,Florida,11260100,20,400,157,162,24649,Ben Zobrist,0.848,0.719104,1,210,3,0.27,0.0729,0.969,0.9389609999999999,2B,0.5555555555555556,74,5476,4640475,4500000,4640475,94.43,8917.024900000002,15950000,18000000,90,5.78,33.4084,0,15.350327289652572,15.319587954740548,15.350327289652572
TB,No,6.1,2,0,2008,6,273,74529,79,6241,0,2,4,26,22,Tampa Bay Rays,Florida,12175000,17,289,74,162,5476,Evan Longoria,0.896,0.8028160000000001,1,215,3,0.289,0.08352099999999998,0.457,0.208849,3B,0.5555555555555556,55,3025,4500000,4500000,4500000,0.0,0.0,15950000,17500000,90,2.46,6.0516,0,15.319587954740548,15.319587954740548,15.319587954740548
TB,No,6.3,2,2015,2008,4,5,25,1,1,0,2,4,30,26,Tampa Bay Rays,Florida,17344900,0,0,33,162,1089,James Shields,0.4,0.16000000000000003,1,215,3,0.2,0.04000000000000001,0.204,0.04161599999999999,SP,0.5555555555555556,1,1,7500000,7500000,7500000,79.41,6305.9481,15950000,11250000,90,2.55,6.5024999999999995,0,15.830413578506539,15.830413578506539,15.830413578506539
PIT,No,6.3,2,2015,2009,4,525,275625,128,16384,1500000,2,3,25,21,Pittsburgh Pirates,Pennsylvania,8150000,30,900,149,162,22201,Pedro Alvarez,0.784,0.6146560000000001,9,235,14,0.244,0.059536,0.92,0.8464,1B,0.4876543209876543,85,7225,2200000,700000,2200000,66.48,4419.590400000001,14500000,6355000,79,2.6,6.760000000000001,5,14.603967918328545,13.458835614025542,14.603967918328545
PIT,No,6.5,2,2014,2009,5,63,3969,4,16,0,2,3,35,31,Pittsburgh Pirates,Pennsylvania,106117500,0,0,31,162,961,A.J. Burnett,0.17,0.028900000000000006,9,230,14,0.064,0.004096,0.191,0.036481,SP,0.4876543209876543,2,4,5000000,16500000,16500000,50.0,2500.0,14500000,82500000,79,2.59,6.708099999999999,5,15.424948470398375,16.61887093887081,16.61887093887081
CHC,No,0.0,2,2015,2007,8,561,314721,147,21609,1000000,2,3,36,30,Chicago Cubs,Illinois,129950000,32,1024,151,162,22801,Alfonso Soriano,0.821,0.6740409999999999,17,0,16,0.262,0.06864400000000001,0.932,0.8686240000000001,DH,0.3765432098765432,108,11664,19000000,18000000,19000000,31.72,1006.1583999999999,14150000,136000000,61,1.88,3.5343999999999998,2,16.759949537130716,16.70588231586044,16.759949537130716
NYY,No,6.0,2,2014,2008,4,627,393129,196,38416,0,2,9,29,25,New York Yankees,New York,43021800,33,1089,161,162,25921,Robinson Cano,0.929,0.8630410000000001,40,210,50,0.313,0.097969,0.994,0.988036,2B,0.5864197530864198,94,8836,14000000,14000000,14000000,98.76,9753.537600000001,9100000,30000000,95,8.44,71.2336,27,16.454567887579532,16.454567887579532,16.454567887579532
NYY,No,6.0,2,2013,2008,5,629,395641,178,31684,1000000,2,9,38,34,New York Yankees,New York,148000000,9,81,162,162,26244,Ichiro Suzuki,0.696,0.48441599999999996,40,175,50,0.283,0.08008899999999998,1.0,1.0,RF,0.5864197530864198,55,3025,6781420,17000000,18000000,4.2,17.64,9100000,90000000,95,0.24,0.0576,27,15.729697077515207,16.64872390202049,16.70588231586044
NYY,No,6.0,2,2013,2007,5,537,288369,146,21316,0,2,9,31,26,New York Yankees,New York,38431500,24,576,148,162,21904,Nick Swisher,0.837,0.700569,40,198,50,0.272,0.07398400000000001,0.914,0.835396,OF,0.5864197530864198,93,8649,10250000,10250000,10250000,55.52,3082.4704,9100000,26750000,95,,,27,16.14278826354869,16.14278826354869,16.14278826354869
NYY,No,6.1,2,2014,2008,5,596,355216,138,19044,0,2,9,31,26,New York Yankees,New York,29905000,43,1849,160,162,25600,Curtis Granderson,0.811,0.6577210000000001,40,200,50,0.232,0.053824000000000004,0.988,0.976144,RF,0.5864197530864198,106,11236,10025000,10000000,10025000,80.69,6510.8760999999995,9100000,30250000,95,3.31,10.956100000000001,27,16.120592531156905,16.11809565095832,16.120592531156905
NYY,No,0.0,2,2018,2008,10,463,214369,126,15876,1000000,2,9,37,32,New York Yankees,New York,321290700,18,324,122,162,14884,Alex Rodriguez,0.783,0.613089,40,230,50,0.272,0.07398400000000001,0.753,0.567009,DH,0.5864197530864198,57,3249,30000000,29000000,30000000,11.61,134.79209999999998,9100000,275000000,95,2.23,4.9729,27,17.216707939626428,17.182806387950748,17.216707939626428
NYY,No,6.3,2,2017,2009,8,451,203401,113,12769,625000,2,9,32,28,New York Yankees,New York,127650000,24,576,123,162,15129,Mark Teixeira,0.807,0.6512490000000001,40,225,50,0.251,0.063001,0.759,0.5760810000000001,1B,0.5864197530864198,84,7056,23125000,22500000,23125000,32.8,1075.84,9100000,180000000,95,3.79,14.3641,27,16.956424841362765,16.929025867174648,16.956424841362765
NYY,No,6.6,2,2016,2009,7,5,25,0,0,1285714,2,9,31,28,New York Yankees,New York,127285714,0,0,28,162,784,C.C. Sabathia,0.0,0.0,40,300,50,0.0,0.0,0.173,0.029928999999999997,SP,0.5864197530864198,0,0,24285714,23000000,24285714,40.63,1650.7969000000003,9100000,161000000,95,3.36,11.289599999999998,27,17.005398834194516,16.951004773893423,17.005398834194516
BAL,No,0.0,2,2016,2009,6,420,176400,125,15625,350000,1,5,28,25,Baltimore Orioles,Maryland,37207000,13,169,104,162,10816,Nick Markakis,0.834,0.695556,7,210,12,0.298,0.088804,0.642,0.41216400000000003,RF,0.5740740740740741,54,2916,12350000,12000000,12350000,49.71,2471.0841,6675000,66100000,93,1.72,2.9583999999999997,3,16.32916662103826,16.300417207752275,16.32916662103826
BAL,No,6.2,2,2013,2010,3,457,208849,101,10201,333333,1,5,28,26,Baltimore Orioles,Maryland,15199000,23,529,135,162,18225,Mark Reynolds,0.763,0.582169,7,220,12,0.221,0.048841,0.833,0.693889,3B,0.5740740740740741,69,4761,7833333,7500000,7833333,39.06,1525.6836,6675000,14500000,93,0.2,0.04000000000000001,3,15.873898647893085,15.830413578506539,15.873898647893085
BAL,No,0.0,2,2014,2010,4,66,4356,12,144,0,1,5,34,32,Baltimore Orioles,Maryland,52310000,0,0,17,162,289,Brian Roberts,0.415,0.172225,7,0,12,0.182,0.033124,0.105,0.011024999999999998,2B,0.5740740740740741,5,25,10000000,10000000,10000000,0.0,0.0,6675000,40000000,93,,,3,16.11809565095832,16.11809565095832,16.11809565095832
BAL,No,6.5,2,0,2008,4,4,16,1,1,800000,1,5,25,20,Baltimore Orioles,Maryland,5325000,0,0,34,162,1156,Brian Matusz,0.5,0.25,7,190,12,0.25,0.0625,0.21,0.04409999999999999,RP,0.5740740740740741,0,0,1450000,650000,1450000,0.0,0.0,6675000,3472500,93,-0.02,0.0004,3,14.187074114396758,13.38472764187182,14.187074114396758
BOS,No,5.9,2,0,2009,6,563,316969,163,26569,250000,1,3,28,25,Boston Red Sox,Massachusetts,21065984,15,225,141,162,19881,Dustin Pedroia,0.797,0.635209,12,175,20,0.29,0.0841,0.87,0.7569,2B,0.4259259259259259,65,4225,8250000,8000000,8250000,82.61,6824.4121,6000000,40500000,69,5.11,26.1121,7,15.925723758310864,15.89495209964411,15.925723758310864
BOS,No,6.0,2,2013,2010,3,143,20449,30,900,0,1,3,34,32,Boston Red Sox,Massachusetts,27514837,1,1,47,162,2209,Marlon Byrd,0.488,0.238144,12,245,20,0.21,0.04409999999999999,0.29,0.0841,LF,0.4259259259259259,9,81,435165,6500000,6500000,0.0,0.0,6000000,15000000,69,-0.16,0.0256,7,12.983480548495667,15.687312734865866,15.687312734865866
BOS,No,6.4,2,2015,2009,5,5,25,0,0,0,1,3,28,24,Boston Red Sox,Massachusetts,20227403,0,0,33,162,1089,Jon Lester,0.0,0.0,12,240,20,0.0,0.0,0.204,0.04161599999999999,SP,0.4259259259259259,0,0,7625000,7625000,7625000,23.9,571.2099999999999,6000000,30000000,69,0.26,0.06760000000000001,7,15.84694288045775,15.84694288045775,15.84694288045775
BOS,No,6.0,2,2013,2007,6,2,4,0,0,333334,1,3,31,26,Boston Red Sox,Massachusetts,51999999,0,0,11,162,121,Daisuke Matsuzaka,0.0,0.0,12,200,20,0.0,0.0,0.068,0.0046240000000000005,SP,0.4259259259259259,0,0,10333334,10000000,10333334,0.0,0.0,6000000,52000000,69,,,7,16.150885538297437,16.11809565095832,16.150885538297437
SF,No,6.4,2,2014,2007,7,53,2809,4,16,0,5,3,34,28,San Francisco Giants,California,119540000,0,0,32,162,1024,Barry Zito,0.245,0.060024999999999995,23,208,23,0.076,0.005776,0.198,0.039204,SP,0.5802469135802469,2,4,19000000,19000000,19000000,10.98,120.56040000000002,4800000,126000000,94,0.07,0.004900000000000001,7,16.759949537130716,16.759949537130716,16.759949537130716
SF,No,6.4,2,2013,2010,2,1,1,0,0,0,5,3,33,30,San Francisco Giants,California,26863000,0,0,67,162,4489,Jeremy Affeldt,0.0,0.0,23,226,23,0.0,0.0,0.414,0.171396,RP,0.5802469135802469,0,0,5000000,5000000,5000000,39.98,1598.4003999999998,4800000,9500000,94,0.77,0.5929,7,15.424948470398375,15.424948470398375,15.424948470398375
ATL,No,6.3,2,2014,2007,6,439,192721,101,10201,166666,1,1,28,22,Atlanta Braves,Georgia,30699500,20,400,121,162,14641,Brian McCann,0.698,0.4872039999999999,18,225,22,0.23,0.0529,0.747,0.558009,C,0.5802469135802469,67,4489,11666666,8500000,11666666,28.62,819.1044,1000000,26800000,94,1.12,1.2544000000000002,3,16.27224627364272,15.955576721460545,16.27224627364272
ATL,No,6.1,2,2014,2010,3,55,3025,12,144,0,1,1,36,34,Atlanta Braves,Georgia,88200000,0,0,29,162,841,Tim Hudson,0.523,0.273529,18,174,22,0.218,0.047524,0.179,0.032041,SP,0.5802469135802469,6,36,9000000,9000000,9000000,75.59,5713.8481,1000000,28000000,94,1.42,2.0164,3,16.012735135300492,16.012735135300492,16.012735135300492
CHW,No,6.5,2,2015,2008,7,605,366025,184,33856,500000,2,1,31,26,Chicago White Sox,Illinois,47900000,25,625,157,162,24649,Alex Rios,0.85,0.7224999999999999,6,210,9,0.304,0.092416,0.969,0.9389609999999999,RF,0.5246913580246914,91,8281,12500000,12000000,12500000,81.47,6637.3609,900000,68835000,85,4.75,22.5625,3,16.34123920227253,16.300417207752275,16.34123920227253
CHW,No,6.4,2,2014,2009,4,1,1,0,0,0,2,1,29,25,Chicago White Sox,Illinois,21126000,0,0,29,162,841,Gavin Floyd,0.0,0.0,6,235,9,0.0,0.0,0.179,0.032041,RP,0.5246913580246914,0,0,7000000,7000000,7000000,0.0,0.0,900000,15500000,85,2.22,4.928400000000001,3,15.761420707019587,15.761420707019587,15.761420707019587
CHW,No,6.1,2,2014,2010,3,5,25,0,0,0,2,1,31,28,Chicago White Sox,Illinois,74605000,0,0,32,162,1024,Jake Peavy,0.0,0.0,6,180,9,0.0,0.0,0.198,0.039204,RP,0.5246913580246914,1,1,17075000,17000000,17075000,0.0,0.0,900000,52000000,85,5.02,25.200399999999995,3,16.65312596342113,16.64872390202049,16.65312596342113
