Acronimo,Agente_libre,Altura,Anio,Anio_de_agente_libre,Anios_de_contrato,Antiguedad,At_bats,At_bats_2,Bateos,Bateos_2,Bateos_promedio,Bateos_promedio_2,Bono_por_firma,Cantidad de equipos,Cantidad_agentes_libres,Dobles,Dobles_2,Edad,Edad_al_firmar,Equipo,Estado,Ganancias,Home_runs,Home_runs_2,Juegos,Juegos totales,Juegos_iniciados,Juegos_iniciados_2,Jugador,Pago_efectivo,Pennants won,Peso,Playoffs,Porcentaje_On_base_plus_slugging,Porcentaje_On_base_plus_slugging_2,Porcentaje_juegos,Porcentaje_juegos_iniciados,Porcentaje_juegos_iniciados_2,Porcentaje_on_base,Porcentaje_on_base_2,Porcentaje_slugging,Porcentaje_slugging_2,Posicion,Promedio_victorias,Runs_batted_in,Runs_batted_in_2,Sueldo_ajustado,Sueldo_base,Sueldo_porcentual,Sueldo_regular,TVS,TVS_2,Triples,Triples_2,Valor_contrato_promedio,Valor_contrato_total,Valor_del_contrato,Victorias,WAR,WAR_2,WS ganadas,ln_Sueldo_ajustado,ln_Sueldo_base,ln_Sueldo_regular
BAL,No,6.241500000000008,2012,2016,6,3,420,176400,125,15625,0.298,0.088804,350000,1,5,28,784,28,25,Baltimore Orioles,Maryland,37207000,13,169,104,162,104,10816,Nick Markakis,12000000,7,210.0,12,0.834,0.695556,0.642,0.642,0.41216400000000003,0.363,0.131769,0.471,0.22184099999999998,RF,0.5740740740740741,54,2916,12350000,12000000,0.149,12350000,49.71,2471.0841,3,9,11016667,6675000,66100000,93,1.72,2.9583999999999997,3,16.32916662103826,16.300417207752275,16.32916662103826
BAL,No,6.241500000000008,2011,2016,6,2,420,176400,125,15625,0.298,0.088804,350000,1,5,28,784,27,25,Baltimore Orioles,Maryland,25207000,13,169,104,162,104,10816,Nick Markakis,10325000,7,210.0,12,0.834,0.695556,0.642,0.642,0.41216400000000003,0.363,0.131769,0.471,0.22184099999999998,RF,0.5740740740740741,54,2916,10675000,10250000,0.113,10675000,49.71,2471.0841,3,9,11016667,6675000,66100000,93,1.72,2.9583999999999997,3,16.18341511707896,16.14278826354869,16.18341511707896
TB,No,6.2,2012,0,1,0,505,255025,124,15376,0.246,0.060516,0,2,4,19,361,25,25,Tampa Bay Rays,Florida,1450900,13,169,132,162,124,15376,Desmond Jennings,486900,1,210.0,3,0.702,0.49280399999999996,0.815,0.765,0.585225,0.314,0.098596,0.388,0.150544,LF,0.5555555555555556,47,2209,486900,486900,0.007,486900,76.14,5797.2996,7,49,486900,15950000,486900,90,3.36,11.289599999999998,0,13.095814042170792,13.095814042170792,13.095814042170792
TB,No,6.2,2011,0,1,0,505,255025,124,15376,0.246,0.060516,0,2,4,19,361,24,24,Tampa Bay Rays,Florida,964000,13,169,132,162,124,15376,Desmond Jennings,414000,1,210.0,3,0.702,0.49280399999999996,0.815,0.765,0.585225,0.314,0.098596,0.388,0.150544,LF,0.5555555555555556,47,2209,414000,414000,0.009,414000,76.14,5797.2996,7,49,414000,15950000,414000,90,3.36,11.289599999999998,0,12.933621252807452,12.933621252807452,12.933621252807452
KC,No,6.4,2012,0,1,0,535,286225,124,15376,0.232,0.053824000000000004,0,2,2,22,484,22,22,Kansas City Royals,Missouri,6916500,14,196,152,162,144,20736,Eric Hosmer,502500,2,226.0,7,0.663,0.43956900000000004,0.938,0.889,0.790321,0.304,0.092416,0.359,0.128881,1B,0.4444444444444444,60,3600,502500,502500,0.007,502500,24.35,592.9225,2,4,502500,5000000,502500,72,2.019977324263039,4.0803083905368664,1,13.127350918915369,13.127350918915369,13.127350918915369
KC,No,6.4,2011,0,1,0,535,286225,124,15376,0.232,0.053824000000000004,0,2,2,22,484,21,21,Kansas City Royals,Missouri,6414000,14,196,152,162,144,20736,Eric Hosmer,414000,2,226.0,7,0.663,0.43956900000000004,0.938,0.889,0.790321,0.304,0.092416,0.359,0.128881,1B,0.4444444444444444,60,3600,414000,414000,0.008,414000,24.35,592.9225,2,4,414000,5000000,414000,72,2.019977324263039,4.0803083905368664,1,12.933621252807452,12.933621252807452,12.933621252807452
CHW,No,6.241500000000008,2012,0,1,0,525,275625,123,15129,0.234,0.054756000000000006,0,2,1,24,576,25,25,Chicago White Sox,Illinois,4321739,16,256,151,162,148,21904,Gordon Beckham,520000,6,190.0,9,0.668,0.44622400000000007,0.932,0.914,0.835396,0.296,0.08761599999999999,0.371,0.13764099999999999,2B,0.5246913580246914,60,3600,520000,520000,0.005,520000,24.84,617.0255999999999,0,0,520000,900000,520000,85,0.79,0.6241000000000001,3,13.16158409055761,13.16158409055761,13.16158409055761
CHW,No,6.241500000000008,2011,0,1,0,525,275625,123,15129,0.234,0.054756000000000006,0,2,1,24,576,24,24,Chicago White Sox,Illinois,3801739,16,256,151,162,148,21904,Gordon Beckham,485000,6,190.0,9,0.668,0.44622400000000007,0.932,0.914,0.835396,0.296,0.08761599999999999,0.371,0.13764099999999999,2B,0.5246913580246914,60,3600,485000,485000,0.004,485000,24.84,617.0255999999999,0,0,485000,900000,485000,85,0.79,0.6241000000000001,3,13.091904169919621,13.091904169919621,13.091904169919621
LAD,No,6.241500000000008,2012,2020,8,0,403,162409,122,14884,0.303,0.091809,250000,5,9,22,484,27,27,Los Angeles Dodgers,California,24486000,23,529,106,162,105,11025,Matt Kemp,12000000,25,225.0,26,0.906,0.820836,0.654,0.648,0.419904,0.368,0.135424,0.538,0.28944400000000003,RF,0.5308641975308642,69,4761,10250000,10000000,0.087,10250000,59.02,3483.3604000000005,2,4,20000000,44651311,160000000,86,2.77,7.6729,6,16.14278826354869,16.11809565095832,16.14278826354869
LAD,No,6.241500000000008,2011,2012,2,1,403,162409,122,14884,0.303,0.091809,0,5,9,22,484,26,25,Los Angeles Dodgers,California,12486000,23,529,106,162,105,11025,Matt Kemp,7100000,25,225.0,26,0.906,0.820836,0.654,0.648,0.419904,0.368,0.135424,0.538,0.28944400000000003,RF,0.5308641975308642,69,4761,7100000,7100000,0.062,7100000,59.02,3483.3604000000005,2,4,5475000,44651311,10950000,86,2.77,7.6729,6,15.775605342011543,15.775605342011543,15.775605342011543
COL,No,6.3,2012,0,1,0,420,176400,122,14884,0.291,0.08468099999999999,0,1,4,27,729,26,26,Colorado Rockies,Colorado,0,18,324,136,162,99,9801,Tyler Colvin,0,1,210.0,3,0.858,0.7361639999999999,0.84,0.611,0.37332099999999996,0.327,0.10692900000000001,0.531,0.281961,RP,0.3950617283950617,72,5184,481000,481000,0.006,481000,99.66,9932.1156,10,100,481000,39900000,481000,64,2.019977324263039,4.0803083905368664,0,13.083622549087899,13.083622549087899,13.083622549087899
CHC,No,6.3,2011,0,1,0,420,176400,122,14884,0.291,0.08468099999999999,0,2,3,27,729,25,25,Chicago Cubs,Illinois,0,18,324,136,162,99,9801,Tyler Colvin,0,17,210.0,16,0.858,0.7361639999999999,0.84,0.611,0.37332099999999996,0.327,0.10692900000000001,0.531,0.281961,RP,0.3765432098765432,72,5184,440000,440000,0.003,440000,99.66,9932.1156,10,100,440000,14150000,440000,61,2.019977324263039,4.0803083905368664,2,12.994530005894443,12.994530005894443,12.994530005894443
NYM,No,6.4,2012,0,1,1,519,269361,118,13924,0.227,0.051529000000000005,0,2,7,26,676,25,24,New York Mets,New York,2913690,32,1024,156,162,137,18769,Ike Davis,506690,5,220.0,8,0.771,0.594441,0.963,0.846,0.7157159999999999,0.308,0.094864,0.462,0.21344400000000002,1B,0.4567901234567901,90,8100,506690,506690,0.005,506690,52.88,2796.2944,0,0,506690,20400000,506690,74,1.0,1.0,2,13.135654655725538,13.135654655725538,13.135654655725538
NYM,No,6.4,2011,0,1,1,519,269361,118,13924,0.227,0.051529000000000005,0,2,7,26,676,24,23,New York Mets,New York,2407000,32,1024,156,162,137,18769,Ike Davis,432000,5,220.0,8,0.771,0.594441,0.963,0.846,0.7157159999999999,0.308,0.094864,0.462,0.21344400000000002,1B,0.4567901234567901,90,8100,432000,432000,0.003,432000,52.88,2796.2944,0,0,432000,20400000,432000,74,1.0,1.0,2,12.976180867226248,12.976180867226248,12.976180867226248
WSH,No,6.5,2012,2014,2,1,406,164836,118,13924,0.291,0.08468099999999999,250000,1,6,17,289,30,29,Washington Nationals,Washington DC,6321536,18,324,102,162,102,10404,Mike Morse,3500000,1,245.0,2,0.791,0.625681,0.63,0.63,0.39690000000000003,0.321,0.10304100000000001,0.47,0.22089999999999999,LF,0.6049382716049383,62,3844,3500000,3250000,0.036,3500000,38.98,1519.4403999999997,1,1,5250000,18650000,10500000,98,0.52,0.27040000000000003,0,15.068273526459642,14.994165554305921,15.068273526459642
WSH,No,6.5,2011,0,1,1,406,164836,118,13924,0.291,0.08468099999999999,0,1,6,17,289,29,28,Washington Nationals,Washington DC,2821536,18,324,102,162,102,10404,Mike Morse,1050000,1,245.0,2,0.791,0.625681,0.63,0.63,0.39690000000000003,0.321,0.10304100000000001,0.47,0.22089999999999999,LF,0.6049382716049383,62,3844,1050000,1050000,0.014,1050000,38.98,1519.4403999999997,1,1,1050000,18650000,1050000,98,0.52,0.27040000000000003,0,13.864300722133706,13.864300722133706,13.864300722133706
CIN,Si,6.2,2012,2013,1,0,422,178084,116,13456,0.275,0.07562500000000001,0,2,4,28,784,33,33,Cincinnati Reds,Ohio,20004200,26,676,125,162,109,11881,Ryan Ludwick,2450000,10,214.0,14,0.877,0.769129,0.772,0.673,0.4529290000000001,0.346,0.11971599999999999,0.531,0.281961,LF,0.5987654320987654,80,6400,2450000,2000000,0.027,2450000,76.74,5889.027599999999,1,1,3000000,5100000,3000000,97,2.26,5.107599999999999,5,14.71159858252091,14.508657738524219,14.71159858252091
LAA,No,5.9,2012,0,1,1,457,208849,115,13225,0.252,0.063504,0,5,4,20,400,29,28,Los Angeles Angels,California,7450500,10,100,138,162,122,14884,Alberto Callaspo,3150000,1,180.0,10,0.692,0.47886399999999996,0.852,0.753,0.567009,0.331,0.109561,0.361,0.130321,3B,0.5493827160493827,53,2809,3150000,3150000,0.02,3150000,40.52,1641.8704000000002,0,0,3150000,321150000,3150000,89,3.36,11.289599999999998,1,14.962913010801817,14.962913010801817,14.962913010801817
LAA,No,5.9,2011,0,1,1,457,208849,115,13225,0.252,0.063504,0,5,4,20,400,28,27,Los Angeles Angels,California,4300500,10,100,138,162,122,14884,Alberto Callaspo,2000000,1,180.0,10,0.692,0.47886399999999996,0.852,0.753,0.567009,0.331,0.109561,0.361,0.130321,3B,0.5493827160493827,53,2809,2000000,2000000,0.014,2000000,40.52,1641.8704000000002,0,0,2000000,321150000,2000000,89,3.36,11.289599999999998,1,14.508657738524219,14.508657738524219,14.508657738524219
CIN,No,6.3,2012,0,1,1,422,178084,115,13225,0.273,0.07452900000000001,0,2,4,26,676,26,25,Cincinnati Reds,Ohio,1719000,19,361,128,162,109,11881,Todd Frazier,480000,10,220.0,14,0.829,0.6872409999999999,0.79,0.673,0.4529290000000001,0.331,0.109561,0.498,0.248004,3B,0.5987654320987654,67,4489,480000,480000,0.005,480000,70.49,4968.840099999999,6,36,480000,5100000,480000,97,2.25,5.0625,5,13.081541382884074,13.081541382884074,13.081541382884074
CIN,No,6.3,2011,0,1,1,422,178084,115,13225,0.273,0.07452900000000001,0,2,4,26,676,25,24,Cincinnati Reds,Ohio,1239000,19,361,128,162,109,11881,Todd Frazier,414000,10,220.0,14,0.829,0.6872409999999999,0.79,0.673,0.4529290000000001,0.331,0.109561,0.498,0.248004,3B,0.5987654320987654,67,4489,414000,414000,0.005,414000,70.49,4968.840099999999,6,36,414000,5100000,414000,97,2.25,5.0625,5,12.933621252807452,12.933621252807452,12.933621252807452
ARI,No,6.1,2011,0,1,1,507,257049,114,12996,0.225,0.050625,0,1,4,19,361,29,28,Arizona Diamondbacks,Arizona,0,16,256,142,162,136,18496,Kelly Johnson,0,1,195.0,5,0.678,0.45968400000000004,0.877,0.84,0.7055999999999999,0.313,0.097969,0.365,0.13322499999999998,2B,0.5,55,3025,5850000,5850000,0.09,5850000,30.18,910.8324,2,4,5800000,17750000,5800000,81,1.81,3.2761,1,15.58195221920804,15.58195221920804,15.58195221920804
LAD,No,6.2,2012,0,1,1,423,178929,114,12996,0.27,0.0729,0,5,9,20,400,31,30,Los Angeles Dodgers,California,1713500,13,169,133,162,128,16384,A.J. Ellis,490000,25,225.0,26,0.786,0.617796,0.821,0.79,0.6241000000000001,0.373,0.139129,0.414,0.171396,C,0.5308641975308642,52,2704,490000,490000,0.004,490000,68.91,4748.5881,1,1,490000,44651311,490000,86,3.39,11.4921,6,13.102160670086809,13.102160670086809,13.102160670086809
LAD,No,6.2,2011,0,1,1,423,178929,114,12996,0.27,0.0729,0,5,9,20,400,30,29,Los Angeles Dodgers,California,1223500,13,169,133,162,128,16384,A.J. Ellis,421000,25,225.0,26,0.786,0.617796,0.821,0.79,0.6241000000000001,0.373,0.139129,0.414,0.171396,C,0.5308641975308642,52,2704,421000,421000,0.004,421000,68.91,4748.5881,1,1,421000,44651311,421000,86,3.39,11.4921,6,12.950388112664518,12.950388112664518,12.950388112664518
NYY,No,6.3,2011,2017,8,3,451,203401,113,12769,0.251,0.063001,625000,2,9,27,729,31,28,New York Yankees,New York,105150000,24,576,123,162,121,14641,Mark Teixeira,22500000,40,225.0,50,0.807,0.6512490000000001,0.759,0.747,0.558009,0.332,0.11022400000000002,0.475,0.225625,1B,0.5864197530864198,84,7056,23125000,22500000,0.109,23125000,32.8,1075.84,1,1,22500000,9100000,180000000,95,3.79,14.3641,27,16.956424841362765,16.929025867174648,16.956424841362765
NYY,No,6.3,2012,2017,8,4,451,203401,113,12769,0.251,0.063001,625000,2,9,27,729,32,28,New York Yankees,New York,127650000,24,576,123,162,121,14641,Mark Teixeira,22500000,40,225.0,50,0.807,0.6512490000000001,0.759,0.747,0.558009,0.332,0.11022400000000002,0.475,0.225625,1B,0.5864197530864198,84,7056,23125000,22500000,0.101,23125000,32.8,1075.84,1,1,22500000,9100000,180000000,95,3.79,14.3641,27,16.956424841362765,16.929025867174648,16.956424841362765
DET,No,6.5,2012,0,1,1,470,220900,113,12769,0.24,0.0576,0,1,3,22,484,27,26,Detroit Tigers,Michigan,455000,12,144,132,162,123,15129,Brennan Boesch,0,11,235.0,14,0.659,0.43428100000000003,0.815,0.759,0.5760810000000001,0.286,0.08179599999999998,0.372,0.138384,RF,0.5432098765432098,54,2916,502500,502500,0.004,502500,13.49,181.9801,2,4,502500,221000000,502500,88,2.019977324263039,4.0803083905368664,4,13.127350918915369,13.127350918915369,13.127350918915369
DET,No,6.5,2011,0,1,1,470,220900,113,12769,0.24,0.0576,0,1,3,22,484,26,25,Detroit Tigers,Michigan,455000,12,144,132,162,123,15129,Brennan Boesch,0,11,235.0,14,0.659,0.43428100000000003,0.815,0.759,0.5760810000000001,0.286,0.08179599999999998,0.372,0.138384,RF,0.5432098765432098,54,2916,430000,430000,0.004,430000,13.49,181.9801,2,4,430000,221000000,430000,88,2.019977324263039,4.0803083905368664,4,12.971540487669746,12.971540487669746,12.971540487669746
SF,No,6.4,2012,0,1,1,411,168921,113,12769,0.275,0.07562500000000001,0,5,3,27,729,24,23,San Francisco Giants,California,970573,7,49,145,162,106,11236,Brandon Belt,481000,23,235.0,23,0.781,0.6099610000000001,0.895,0.654,0.42771600000000004,0.36,0.1296,0.421,0.17724099999999998,1B,0.5802469135802469,56,3136,481000,481000,0.004,481000,63.01,3970.2601,6,36,481000,4800000,481000,94,2.77,7.6729,7,13.083622549087899,13.083622549087899,13.083622549087899
SF,No,6.4,2011,0,1,1,411,168921,113,12769,0.275,0.07562500000000001,0,5,3,27,729,23,22,San Francisco Giants,California,489573,7,49,145,162,106,11236,Brandon Belt,289573,23,235.0,23,0.781,0.6099610000000001,0.895,0.654,0.42771600000000004,0.36,0.1296,0.421,0.17724099999999998,1B,0.5802469135802469,56,3136,289574,414000,0.002,414000,63.01,3970.2601,6,36,414000,4800000,414000,94,2.77,7.6729,7,12.576166156457797,12.933621252807452,12.933621252807452
CHW,No,6.6,2012,2015,4,1,539,290521,110,12100,0.204,0.04161599999999999,0,2,1,19,361,32,31,Chicago White Sox,Illinois,83517000,41,1681,151,162,149,22201,Adam Dunn,14000000,6,285.0,9,0.8,0.6400000000000001,0.932,0.92,0.8464,0.333,0.11088900000000002,0.468,0.21902400000000002,DH,0.5246913580246914,96,9216,14000000,14000000,0.129,14000000,44.49,1979.3601,0,0,14000000,900000,56000000,85,1.55,2.4025000000000003,3,16.454567887579532,16.454567887579532,16.454567887579532
CHW,No,6.6,2011,2015,4,0,539,290521,110,12100,0.204,0.04161599999999999,0,2,1,19,361,31,31,Chicago White Sox,Illinois,69517000,41,1681,151,162,149,22201,Adam Dunn,12000000,6,285.0,9,0.8,0.6400000000000001,0.932,0.92,0.8464,0.333,0.11088900000000002,0.468,0.21902400000000002,DH,0.5246913580246914,96,9216,12000000,12000000,0.094,12000000,44.49,1979.3601,0,0,14000000,900000,56000000,85,1.55,2.4025000000000003,3,16.300417207752275,16.300417207752275,16.300417207752275
LAD,No,6.3,2012,2013,1,1,434,188356,108,11664,0.249,0.062001,0,5,9,20,400,28,27,Los Angeles Dodgers,California,17433000,6,36,144,162,107,11449,James Loney,6375000,25,235.0,26,0.63,0.39690000000000003,0.889,0.661,0.43692100000000006,0.293,0.085849,0.336,0.11289600000000001,1B,0.5308641975308642,41,1681,6375000,6375000,0.054,6375000,2.31,5.3361,0,0,6375000,44651311,6375000,86,2.019977324263039,4.0803083905368664,6,15.667894649008764,15.667894649008764,15.667894649008764
LAD,No,6.3,2011,0,1,1,434,188356,108,11664,0.249,0.062001,0,5,9,20,400,27,26,Los Angeles Dodgers,California,11058000,6,36,144,162,107,11449,James Loney,4875000,25,235.0,26,0.63,0.39690000000000003,0.889,0.661,0.43692100000000006,0.293,0.085849,0.336,0.11289600000000001,1B,0.5308641975308642,41,1681,4875000,4875000,0.042,4875000,2.31,5.3361,0,0,4875000,44651311,4875000,86,2.019977324263039,4.0803083905368664,6,15.399630662414085,15.399630662414085,15.399630662414085
MIL,No,6.3,2012,0,1,0,415,172225,108,11664,0.26,0.06760000000000001,0,1,3,19,361,26,26,Milwaukee Brewers,Wisconsin,5850000,19,361,137,162,98,9604,Carlos Gomez,1987500,1,220.0,4,0.768,0.589824,0.846,0.605,0.366025,0.305,0.093025,0.463,0.21436900000000003,CF,0.5123456790123457,51,2601,1987500,1962500,0.018,1987500,69.71,4859.484099999999,4,16,1962500,40250000,1962500,83,2.21,4.8841,0,14.502388125510624,14.4897297286387,14.502388125510624
MIL,No,6.3,2011,0,1,0,415,172225,108,11664,0.26,0.06760000000000001,0,1,3,19,361,25,25,Milwaukee Brewers,Wisconsin,3862500,19,361,137,162,98,9604,Carlos Gomez,1500000,1,220.0,4,0.768,0.589824,0.846,0.605,0.366025,0.305,0.093025,0.463,0.21436900000000003,CF,0.5123456790123457,51,2601,1500000,1500000,0.016,1500000,69.71,4859.484099999999,4,16,1500000,40250000,1500000,83,2.21,4.8841,0,14.22097566607244,14.22097566607244,14.22097566607244
PHI,No,6.6,2012,0,1,0,441,194481,108,11664,0.245,0.060024999999999995,0,2,7,24,576,28,28,Philadelphia Phillies,Pennsylvania,3234000,14,196,149,162,107,11449,John Mayberry Jr.,495000,7,230.0,14,0.695,0.4830249999999999,0.92,0.661,0.43692100000000006,0.301,0.09060099999999999,0.395,0.15602500000000002,RF,0.5,46,2116,495000,495000,0.003,495000,20.79,432.22409999999996,0,0,495000,57650000,495000,81,0.88,0.7744,2,13.112313041550827,13.112313041550827,13.112313041550827
PHI,No,6.6,2011,0,1,0,441,194481,108,11664,0.245,0.060024999999999995,0,2,7,24,576,27,27,Philadelphia Phillies,Pennsylvania,2739000,14,196,149,162,107,11449,John Mayberry Jr.,414000,7,230.0,14,0.695,0.4830249999999999,0.92,0.661,0.43692100000000006,0.301,0.09060099999999999,0.395,0.15602500000000002,RF,0.5,46,2116,414000,414000,0.002,414000,20.79,432.22409999999996,0,0,414000,57650000,414000,81,0.88,0.7744,2,12.933621252807452,12.933621252807452,12.933621252807452
SF,No,6.2,2012,0,1,1,435,189225,108,11664,0.248,0.061503999999999996,0,5,3,26,676,25,24,San Francisco Giants,California,1068628,4,16,143,162,122,14884,Brandon Crawford,481000,23,227.0,23,0.653,0.42640900000000004,0.883,0.753,0.567009,0.304,0.092416,0.349,0.12180099999999998,SS,0.5802469135802469,45,2025,481000,481000,0.004,481000,21.9,479.60999999999996,3,9,481000,4800000,481000,94,2.41,5.8081000000000005,7,13.083622549087899,13.083622549087899,13.083622549087899
SF,No,6.2,2011,0,1,1,435,189225,108,11664,0.248,0.061503999999999996,0,5,3,26,676,24,23,San Francisco Giants,California,587628,4,16,143,162,122,14884,Brandon Crawford,212628,23,227.0,23,0.653,0.42640900000000004,0.883,0.753,0.567009,0.304,0.092416,0.349,0.12180099999999998,SS,0.5802469135802469,45,2025,212628,414000,0.002,414000,21.9,479.60999999999996,3,9,414000,4800000,414000,94,2.41,5.8081000000000005,7,12.26729943894607,12.933621252807452,12.933621252807452
LAD,Si,6.241500000000008,2012,2014,2,1,415,172225,107,11449,0.258,0.066564,0,5,9,21,441,35,34,Los Angeles Dodgers,California,30782000,7,49,110,162,100,10000,Mark Ellis,2500000,25,215.16189000774594,26,0.697,0.48580899999999994,0.679,0.617,0.380689,0.333,0.11088900000000002,0.364,0.132496,2B,0.5308641975308642,31,961,2500000,2500000,0.021,2500000,38.36,1471.4895999999999,1,1,4375000,44651311,8750000,86,2.58,6.6564000000000005,6,14.73180128983843,14.73180128983843,14.73180128983843
OAK,Si,6.241500000000008,2011,2012,2,3,415,172225,107,11449,0.258,0.066564,0,5,3,21,441,34,31,Oakland Athletics,California,28282000,7,49,110,162,100,10000,Mark Ellis,6000000,15,215.16189000774594,24,0.697,0.48580899999999994,0.679,0.617,0.380689,0.333,0.11088900000000002,0.364,0.132496,2B,0.5802469135802469,31,961,6000000,6000000,0.079,6000000,38.36,1471.4895999999999,1,1,5500000,15414066,11000000,94,2.58,6.6564000000000005,9,15.60727002719233,15.60727002719233,15.60727002719233
LAA,Si,6.241500000000008,2011,2013,2,2,438,191844,106,11236,0.242,0.058564,0,5,4,22,484,37,35,Los Angeles Angels,California,0,6,36,200,162,108,11664,Bobby Abreu,0,1,215.16189000774594,10,0.693,0.4802489999999999,0.617,0.333,0.11088900000000002,0.35,0.12249999999999998,0.342,0.11696400000000001,LF,0.5493827160493827,48,2304,9000000,9000000,0.061,9000000,31.92,1018.8864000000001,2,4,9500000,321150000,19000000,89,2.019977324263039,4.0803083905368664,1,16.012735135300492,16.012735135300492,16.012735135300492
LAA,Si,6.241500000000008,2012,2013,2,3,438,191844,106,11236,0.242,0.058564,0,5,4,22,484,38,35,Los Angeles Angels,California,401311,6,36,200,162,108,11664,Bobby Abreu,0,1,215.16189000774594,10,0.693,0.4802489999999999,0.617,0.333,0.11088900000000002,0.35,0.12249999999999998,0.342,0.11696400000000001,LF,0.5493827160493827,48,2304,8598689,8598689,0.055,8598689,31.92,1018.8864000000001,2,4,9500000,321150000,19000000,89,2.019977324263039,4.0803083905368664,1,15.96712030774283,15.96712030774283,15.96712030774283
LAD,Si,6.241500000000008,2012,2013,1,1,438,191844,106,11236,0.242,0.058564,0,5,9,22,484,38,37,Los Angeles Dodgers,California,401311,6,36,200,162,108,11664,Bobby Abreu,401311,25,215.16189000774594,26,0.693,0.4802489999999999,0.617,0.333,0.11088900000000002,0.35,0.12249999999999998,0.342,0.11696400000000001,LF,0.5308641975308642,48,2304,401311,480000,0.003,480000,31.92,1018.8864000000001,2,4,480000,44651311,480000,86,2.019977324263039,4.0803083905368664,6,12.902491966793864,13.081541382884074,13.081541382884074
CIN,No,6.4,2012,0,1,0,493,243049,105,11025,0.213,0.045369,0,2,4,13,169,27,27,Cincinnati Reds,Ohio,3377500,14,196,136,162,123,15129,Drew Stubbs,527500,10,205.0,14,0.61,0.3721,0.84,0.759,0.5760810000000001,0.277,0.07672900000000002,0.333,0.11088900000000002,CF,0.5987654320987654,40,1600,527500,527500,0.006,527500,26.43,698.5449,2,4,527500,5100000,527500,97,0.13,0.016900000000000002,5,13.175904144332359,13.175904144332359,13.175904144332359
